website,title,fullLocation,moreInfoLink,venueName,description,startDate,endTime,endDate,image,startTime
http://www.spa-east.net,Simply Tea For Me,"1040 N 2nd St. Philadelphia, PA 19123",http://www.upcomingevents.com//events/philadelphia/spa-east/simply-tea-for-me-4815.asp,Spa East,"Hosted by Renee Reese and her special guests, wives/spouses of our fabulous NFL team. Our Spa is the ultimate retreat! You are cordially invited to join us on Sunday July 18th, from 12pm-4pm.   Ladies will adorn in fabulous hats &amp; gloves which is a must to attend.  For $30.00, guests will indulge in our exotic tea tasting, scones, sandwiches, cupcakes, fruit juices and light cocktail spritzers. A gift certificate for your choice of Eyelash Application, Citrus-Honey manicure or Cucumber facial. Best Hat Competition prize- Gift certificate for the Exhale Spa Package(traditional mani and pedi, simply back massage,jet set face glow, sauna and lunch)  Tea tasting- We will be promoting better health and skincare home remedies.  Music- A cello player will serenade us with background music as we relax in our spa lounge area, giggling and gossiping.  With our fancy hats and gloves on, we will see you at the spa.  Call the spa to make your deposit and to RSVP- 215-829-1009.",06/18/2011,4:00 PM,06/18/2011,,12:00 PM
http://www.phillytrips.com/trip/140/uce/,Montana Ski & Snowboard Vacation 2011 :: BIG SKY,"One Lone Mountain Trail Big Sky, MT 59716",http://www.upcomingevents.com//events/philadelphia/the-huntley-lodge/montana-ski-snowboard-vacation-2011-big-sky-5109.asp,The Huntley Lodge,"BIG SKY, MONTANA - Everybody talks about it with a mystical gleam in  their eyes, the  place that is on the 'man, I've always wanted to go  there' list for  every skier and sn...",03/24/2011,8:00 PM,03/29/2011,http://www.phillytrips.com/images/trips/bigsky/BigSkyLiftAndMt125.jpg,7:00 AM
http://devonseafood.com/home.aspx?location_id=96,Devon Seafood Grill Offers a Vibrant Happy Hour,"225 S. 18th Street Philadelphia, PA 19103",http://www.upcomingevents.com//events/philadelphia/devon-seafood-grill/devon-seafood-grill-offers-a-vibrant-happy-hour-5126.asp,Devon Seafood Grill,"Well established among a prestigious selection of Rittenhouse Square restaurants, Devon Seafood Grill's vibrant happy hour from 5-7pm Mon-Fri features daily drink specials, $0.75 oysters and appetizers starting at $5. Try the Smoked Duck Flatbread, Steamed Curry Mussels, Lobster Tamale or Tuna sushi. Devon offers the area's freshest premium seafood, an impressive wine cellar and handcrafted cocktails. The service is seamless and the inviting, upscale casual atmosphere truly sets it apart from other Philadelphia restaurants. On Sundays, Devon serves an ala cart brunch and offers bottles of wine under $100 at half price.",,,,http://www.upcomingevents.com//images/events/philadelphia/Devon/devon_logo_Sushi_120.jpg,
http://www.newdecktavern.com/index.asp,Thinking of where to go for happy hour this summer? Why not go West?,"3408 Sansom Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/new-deck-tavern/thinking-of-where-to-go-for-happy-hour-this-summer-why-not-go-west-5123.asp,New Deck Tavern,New Deck Tavern&rsquo;s perfect location on Historic Sansom Street across from the Penn Law school is perfectly suited for anyone looking to unwind after a never ending work day.Come in &amp; try one of thier tasty summer drinks like the skinny margarita and skinny sweet tea vodka drinks to a variety of summer seasonal brews.&nbsp;,,,,http://www.upcomingevents.com//images/logos/Newdecklogo.jpg,
http://www.intoxicaffeineation.com,"Drink With Us  Morning, Noon and Night!","1701 Locust Street, Philadelphia, PA 19103",http://www.upcomingevents.com//events/philadelphia/the-coffee-bar/drink-with-us-morning-noon-and-night-5127.asp,The Coffee Bar,When we decided to open The Coffee Bar we wanted it to be contemporary yet comfortable. We wanted it to be a place where the local Philadelphians could hang and meet up and a ...,,,,http://www.upcomingevents.com//images/events/philadelphia/Raddisson_Philadelphia/Radisson_CoffeeBar_Logo.jpg,
http://www.slaintephilly.com/,Slainte Irish Pub & Grill is a great place to relax after work,"3000 Market Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/slainte/slainte-irish-pub-grill-is-a-great-place-to-relax-after-work-5124.asp,Slainte,Slainte Irish Pub and Grill is a great place to relax after work or if you looking to kill some time while waiting for the train! It's location being just outside 30th Street ...,,,,http://www.upcomingevents.com//images/logos/Slainte_logo.jpg,
http://www.BourbonBlue.com,Outdoor Deck Grand Opening VIP Party,"Chamounix Drive Philadelphia, PA 19131",http://www.upcomingevents.com//,Bourbon Blue,"Friday, August 13, 2010&nbsp; 5:00 PM",,,,,
http://www.BourbonBlue.com,Outdoor Deck Grand Opening VIP Party,"Benjamin Franklin Pkwy at 26th Street Philadelphia, PA 19111",http://www.upcomingevents.com//,Bourbon Blue,"Friday, August 13, 2010&nbsp; 5:00 PM",,,,,
http://www.thetroc.com,Take Me Home,"Chamounix Drive Philadelphia, PA 19131",http://www.upcomingevents.com//,The Trocadero Theatre,"Thursday, August 19, 2010&nbsp; 6:30 PM",,,,,
http://www.thetroc.com,Take Me Home,"Benjamin Franklin Pkwy at 26th Street Philadelphia, PA 19111",http://www.upcomingevents.com//,The Trocadero Theatre,"Thursday, August 19, 2010&nbsp; 6:30 PM",,,,,
http://www.aidsfundphilly.org,Dominatrix Gay Bingo!,"401 S. Broad St. Philadelphia, PA 19147",http://www.upcomingevents.com//events/philadelphia/the-gershman-y/dominatrix-gay-bingo-5274.asp,The Gershman Y,"Dominatrix GayBINGO! Collared, cuffed and coiffed! Hosted by: Carlota Ttendant and the BVDs Tickets: $25/$20",03/12/2011,11:00 PM,03/12/2011,,6:00 PM
http://www.aidsfundphilly.org,Nashville Nights Gay Bingo!,"401 S. Broad St. Philadelphia, PA 19147",http://www.upcomingevents.com//events/philadelphia/the-gershman-y/nashville-nights-gay-bingo-5275.asp,The Gershman Y,Nashville Nights GayBINGO! Man! I feel like a woman! (Shania Twain) Hosted by: Carlota Ttendant and the BVDs Tickets: $25/$20,04/16/2011,11:00 PM,04/16/2011,,6:00 PM
http://www.aidsfundphilly.org,Always a Bridesmaid Gay Bingo!,"401 S. Broad St. Philadelphia, PA 19147",http://www.upcomingevents.com//events/philadelphia/the-gershman-y/always-a-bridesmaid-gay-bingo-5276.asp,The Gershman Y,Always a Bridesmaid GayBINGO! ...never a f***in bride! Hosted by: Carlota Ttendant and the BVDs Tickets: $25/$20,05/21/2011,11:00 PM,05/21/2011,,6:00 PM
http://www.aidsfundphilly.org,Always a Bridesmaid Gay Bingo!,"401 S. Broad St. Philadelphia, PA 19147",http://www.upcomingevents.com//events/philadelphia/the-gershman-y/always-a-bridesmaid-gay-bingo-5276.asp,The Gershman Y,Always a Bridesmaid GayBINGO! ...never a f***in bride! Hosted by: Carlota Ttendant and the BVDs Tickets: $25/$20,05/21/2011,11:00 PM,05/21/2011,,6:00 PM
http://www.aidsfundphilly.org,15 Minutes of Fame Gay Bingo!,"401 S. Broad St. Philadelphia, PA 19147",http://www.upcomingevents.com//events/philadelphia/the-gershman-y/15-minutes-of-fame-gay-bingo-5277.asp,The Gershman Y,"15 Minutes of Fame GayBINGO!  Forget 15 minutes, were celebrating 15 years of GayBINGO! Hosted by: Carlota Ttendant and the BVDs Tickets: $25/$20",06/11/2011,11:00 PM,06/11/2011,,6:00 PM
http://www.aidsfundphilly.org,15 Minutes of Fame Gay Bingo!,"401 S. Broad St. Philadelphia, PA 19147",http://www.upcomingevents.com//events/philadelphia/the-gershman-y/15-minutes-of-fame-gay-bingo-5277.asp,The Gershman Y,"15 Minutes of Fame GayBINGO!  Forget 15 minutes, were celebrating 15 years of GayBINGO! Hosted by: Carlota Ttendant and the BVDs Tickets: $25/$20",06/11/2011,11:00 PM,06/11/2011,,6:00 PM
http://www.thecenterofsuccess.com/what-we-offer/list-of-services/hypnosis-certification-training/,Hypnosis Certification Training,"614 W. Lancaster Ave,  2nd Floor Wayne, PA 19087",http://www.upcomingevents.com//events/philadelphia/the-center-of-success/hypnosis-certification-training-5347.asp,The Center of Success,,,,,http://www.upcomingevents.com//images/events/philadelphia/MiscEvents/WendyMerron120.jpg,
,The Philadelphia Young Professionals Expo - Fall 2010,"16th and Chestnut Streets Philadelphia, PA 19103",http://www.upcomingevents.com//philadelphia/youngproexpo/,Shops at Liberty Place,,,,,http://www.upcomingevents.com//images/events/philadelphia/ypexpo/YPExpoFlyer2010.jpg,
http://www.thecenterofsuccess.com,Hypnosis Certification Training,"Chamounix Drive Philadelphia, PA 19131",http://www.upcomingevents.com//,The Center of Success,"Friday, September 3, 2010&nbsp; 5:00 PM",,,,,
http://www.thecenterofsuccess.com,Hypnosis Certification Training,"Benjamin Franklin Pkwy at 26th Street Philadelphia, PA 19111",http://www.upcomingevents.com//,The Center of Success,"Friday, September 3, 2010&nbsp; 5:00 PM",,,,,
http://www.tempestadimare.org,Tempesta di Mare presents Characters of the Dance,"321 Willings Alley Philadelphia, PA 19106",http://www.upcomingevents.com//events/philadelphia/old-st-josephs-church/tempesta-di-mare-presents-characters-of-the-dance-5410.asp,Old St. Joseph's Church,"The orchestra returns on March 26 &amp; 27 for Characters of the Dance, featuring Bachs balletic First Orchestral Suite paired with Jean-Fry Rebels actual ballet, Les Caractres de la Danse. The program also includes the modern world premiere of Faschs rousing Orchestral Suite in A Minor, which the group will take on tour to Germany in April 2011.",03/26/2011,10:15 PM,03/26/2011,,8:15 PM
http://www.tempestadimare.org,Tempesta di Mare presents Characters of the Dance,"8855 Germantown Ave. Philadelphia, PA 19118",http://www.upcomingevents.com//events/philadelphia/presbyterian-church-of-chestnut-hill/tempesta-di-mare-presents-characters-of-the-dance-5412.asp,Presbyterian Church of Chestnut Hill,"The orchestra returns on March 26 &amp; 27 for Characters of the Dance, featuring Bachs balletic First Orchestral Suite paired with Jean-Fry Rebels actual ballet, Les Caractres de la Danse. The program also includes the modern world premiere of Faschs rousing Orchestral Suite in A Minor, which the group will take on tour to Germany in April 2011.",03/27/2011,6:00 PM,03/27/2011,,4:00 PM
http://www.tempestadimare.org,Tempesta di Mare presents Telemann's Ino,"320 Arch St. Philadelphia, PA 19106",http://www.upcomingevents.com//events/philadelphia/arch-st-friends-meeting-house/tempesta-di-mare-presents-telemanns-ino-5414.asp,Arch St. Friends Meeting House,"Tempestas season concludes on May 20 &amp; 21 with Telemanns operatic cantata Ino, sung by soprano Laura Heimes. Written when the composer was 84 years old and in the most up-to-date style, this blood-and-gut cantata tells the story of Ino, a woman fleeing from her maddened husband before being rescued by the gods. Two more modern world premieres, an overture by Janitsch and a concerto by Fasch, will serve as preludes to the halves of the cantata.",05/20/2011,10:00 PM,05/20/2011,,8:00 PM
http://www.tempestadimare.org,Tempesta di Mare presents Telemann's Ino,"8855 Germantown Ave. Philadelphia, PA 19118",http://www.upcomingevents.com//events/philadelphia/presbyterian-church-of-chestnut-hill/tempesta-di-mare-presents-telemanns-ino-5415.asp,Presbyterian Church of Chestnut Hill,"Tempestas season concludes on May 20 &amp; 21 with Telemanns operatic cantata Ino, sung by soprano Laura Heimes. Written when the composer was 84 years old and in the most up-to-date style, this blood-and-gut cantata tells the story of Ino, a woman fleeing from her maddened husband before being rescued by the gods. Two more modern world premieres, an overture by Janitsch and a concerto by Fasch, will serve as preludes to the halves of the cantata.",05/21/2011,10:00 PM,05/21/2011,,8:00 PM
http://www.uniontruststeakhouse.com,The Ultimate Networking Event Live at Union Trust Steakhouse,"Chamounix Drive Philadelphia, PA 19131",http://www.upcomingevents.com//,Union Trust Steakhouse,"Tuesday, September 14, 2010&nbsp; 6:00 PM",,,,,
http://www.uniontruststeakhouse.com,The Ultimate Networking Event Live at Union Trust Steakhouse,"Benjamin Franklin Pkwy at 26th Street Philadelphia, PA 19111",http://www.upcomingevents.com//,Union Trust Steakhouse,"Tuesday, September 14, 2010&nbsp; 6:00 PM",,,,,
http://www.theredball.org/index.php,The Red Ball,"Memorial Hall, Fairmount Park Philadelphia, PA 19130",http://www.upcomingevents.com//events/philadelphia/please-touch-museum/the-red-ball-5456.asp,Please Touch Museum,"The American Red Cross Southeastern Pennsylvania Chapter's Red Ball will take guests on a journey of delicious cuisine offered by the Philadelphia region's best restaurants and caterers. This 'red-tie' gala will feature a VIP Luxe Lounge sponsored by Max &amp; Me Catering, cocktails and hors d'oeuvres from the finest local restaurants, dancing to live music, and an unrivaled silent auction and raffle. All proceeds from the Red Ball will benefit one of Philadelphia's greatest community assets, The Red Cross House, a short-term residence for disaster victims, located in West Philadelphia, that is the only one of its kind in the country. Our goal is to raise $250,000 to help the hundreds of our neighbors served by The Red Cross House and Red Cross Disaster Relief -your participation can demonstrate, in a tangible way, your commitment to our community and good will.",03/05/2011,12:00 AM,03/06/2011,,8:00 PM
http://www.appelfarm.org,Steve Forbert,"457 Shirley Road Elmer, NJ 08318",http://www.upcomingevents.com//events/philadelphia/appel-farm-arts-and-music-center/steve-forbert-5685.asp,Appel Farm Arts and Music Center,Steve Forbert arrived at the height of the New Wave music explosion in the late 70s. He scored major hits with two back-to-back career-defining albums (Alive On Arrival and Jackrabbit Slim) and a hit single in Romeos Tune.,02/26/2011,10:00 PM,02/26/2011,,8:00 PM
http://www.appelfarm.org,Red Molly and Vance Gilbert,"457 Shirley Road Elmer, NJ 08318",http://www.upcomingevents.com//events/philadelphia/appel-farm-arts-and-music-center/red-molly-and-vance-gilbert-5686.asp,Appel Farm Arts and Music Center,"This energetic and upbeat female trio continues to delight audiences with their accomplished musicianship and lush, distinctive three-part vocal harmonies. Vance Gilberts infectious humor, stellar musicianship and keen songwriting ability combine to ensure an entertaining and memorable live concert experience",03/18/2011,10:00 PM,03/18/2011,,8:00 PM
http://www.appelfarm.org,Javon Jackson Band,"457 Shirley Road Elmer, NJ 08318",http://www.upcomingevents.com//events/philadelphia/appel-farm-arts-and-music-center/javon-jackson-band-5687.asp,Appel Farm Arts and Music Center,"Jazz saxophone that sizzles with authority, nuance and excitement is the calling card of emerging star Javon Jackson",03/19/2011,10:00 PM,03/19/2011,,8:00 PM
http://www.tempestadimare.org,Tempesta di Mare presents Characters of the Dance,"321 Willings Alley Philadelphia, PA 19106",http://www.upcomingevents.com//events/philadelphia/old-st-josephs-church/tempesta-di-mare-presents-characters-of-the-dance-5410.asp,Old St. Joseph's Church,"The orchestra returns on March 26 &amp; 27 for Characters of the Dance, featuring Bachs balletic First Orchestral Suite paired with Jean-Fry Rebels actual ballet, Les Caractres de la Danse. The program also includes the modern world premiere of Faschs rousing Orchestral Suite in A Minor, which the group will take on tour to Germany in April 2011.",03/26/2011,10:15 PM,03/26/2011,,8:15 PM
http://www.tempestadimare.org,Tempesta di Mare presents Characters of the Dance,"8855 Germantown Ave. Philadelphia, PA 19118",http://www.upcomingevents.com//events/philadelphia/presbyterian-church-of-chestnut-hill/tempesta-di-mare-presents-characters-of-the-dance-5412.asp,Presbyterian Church of Chestnut Hill,"The orchestra returns on March 26 &amp; 27 for Characters of the Dance, featuring Bachs balletic First Orchestral Suite paired with Jean-Fry Rebels actual ballet, Les Caractres de la Danse. The program also includes the modern world premiere of Faschs rousing Orchestral Suite in A Minor, which the group will take on tour to Germany in April 2011.",03/27/2011,6:00 PM,03/27/2011,,4:00 PM
http://www.appelfarm.org,Enter the Haggis,"457 Shirley Road Elmer, NJ 08318",http://www.upcomingevents.com//events/philadelphia/appel-farm-arts-and-music-center/enter-the-haggis-5688.asp,Appel Farm Arts and Music Center,"Enter the Haggis draws upon a rich Celtic tradition that combines elements of rock, pop, roots, funk and even prog-rock to createe its unique sound",04/09/2011,10:00 PM,04/09/2011,,8:00 PM
http://www.appelfarm.org,The Winterlings,"457 Shirley Road Elmer, NJ 08318",http://www.upcomingevents.com//events/philadelphia/appel-farm-arts-and-music-center/the-winterlings-5693.asp,Appel Farm Arts and Music Center,"With gentle guitar, haunting harmonies and soaring violin, The Winterlings have arrived on the scene with a stunning album, The Animal Groom. Youll be mesmerized by this amazing evening of original songs, surrounded by their visual art",05/06/2011,10:00 PM,05/06/2011,,8:00 PM
http://www.tempestadimare.org,Tempesta di Mare presents Telemann's Ino,"320 Arch St. Philadelphia, PA 19106",http://www.upcomingevents.com//events/philadelphia/arch-st-friends-meeting-house/tempesta-di-mare-presents-telemanns-ino-5414.asp,Arch St. Friends Meeting House,"Tempestas season concludes on May 20 &amp; 21 with Telemanns operatic cantata Ino, sung by soprano Laura Heimes. Written when the composer was 84 years old and in the most up-to-date style, this blood-and-gut cantata tells the story of Ino, a woman fleeing from her maddened husband before being rescued by the gods. Two more modern world premieres, an overture by Janitsch and a concerto by Fasch, will serve as preludes to the halves of the cantata.",05/20/2011,10:00 PM,05/20/2011,,8:00 PM
http://www.tempestadimare.org,Tempesta di Mare presents Telemann's Ino,"8855 Germantown Ave. Philadelphia, PA 19118",http://www.upcomingevents.com//events/philadelphia/presbyterian-church-of-chestnut-hill/tempesta-di-mare-presents-telemanns-ino-5415.asp,Presbyterian Church of Chestnut Hill,"Tempestas season concludes on May 20 &amp; 21 with Telemanns operatic cantata Ino, sung by soprano Laura Heimes. Written when the composer was 84 years old and in the most up-to-date style, this blood-and-gut cantata tells the story of Ino, a woman fleeing from her maddened husband before being rescued by the gods. Two more modern world premieres, an overture by Janitsch and a concerto by Fasch, will serve as preludes to the halves of the cantata.",05/21/2011,10:00 PM,05/21/2011,,8:00 PM
http://www.jollyspianobar.com/calendar.html,U-Call-It Wednesday's at Jolly's,"2006 Chestnut Street Philadelphia, PA 19103",http://www.upcomingevents.com//events/philadelphia/jollys-dueling-piano-bar/u-call-it-wednesdays-at-jollys-5744.asp,Jolly's Dueling Piano Bar,"Jolly's Dueling Piano Bar, at 2006 Chestnut Street in Philadelphia, features the American phenomenon of dueling pianos, but this time for the Rittenhouse Square crowd. The 125...",,,,http://www.upcomingevents.com//images/logos/Philadelphia/JollysPianoBar120.jpg,
http://www.clubgetaway.com,Club Getaway - Fall Sports & Fun Weekend,"22 S. 23rd Street Philadelphia, PA 19103",http://www.upcomingevents.com/http://fashionweek.upcomingevents.com/philadelphia/2010/,Club Getaway,"Friday, October 1, 2010&nbsp; 5:00 PM",,,,http://www.upcomingevents.com//images/events/philadelphia/PhillyFashionWeek/PhillyFashionWeekLogo120.jpg,
http://www.statetheatrenj.org/eventstickets/calendarevents/,Circa,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/circa-4534.asp,State Theatre,"Circas circus re-imagined, style truly brings physical theatre and dance to a whole other level, as the ensembles multi-skilled performers work to explore (and extend) the limits of what circus can do. Watch as this high-flying group combines dance, circus, and the multimedia use of sound, light, and projection. Pushing their own limits, Circa barrels, bolts, and balances at breakneck speeds with awesome acrobatics to fantastic free-falls, and beyond.  Tickets: $22-42",02/25/2011,10:00 PM,02/25/2011,,8:00 PM
http://annenbergcenter.org/tickets/?id=116,Christian McBride,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/christian-mcbride-4835.asp,Annenberg Center for the Performing Arts,"Celebrate Black History Month with Philadelphia native and bass phenom Christian McBride as he leads his band in a new jazz opus, The Movement, Revisited, featuring a special collaboration with the Penn Jazz Ensemble and New Spirit of Penn Gospel Choir. With a just-added movement dedicated to the 2009 election of Americas first black president, this monumental work is a tribute to the great icons of the civil rights crusade including Rosa Parks, Muhammad Ali, Malcom X and Rev. Dr. Martin Luther King, Jr. The Movement, Revisited captures musically how their deeds shaped our world and reminds us of our responsibility to pave the way for many to live a better life, says McBride.",02/26/2011,10:00 PM,02/26/2011,,8:00 PM
http://annenbergcenter.org/tickets/?id=132,Pilobolus Dance Theater,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/pilobolus-dance-theater-4870.asp,Annenberg Center for the Performing Arts,"Founded by a group of hippies and jocks at Dartmouth College in 1971, Pilobolus has been a dominant force on the international dance scene amusing, amazing and astonishing audiences with its breathtaking physicality that defies what is humanly possible. An innovative dance vocabulary all its own based on collaboration, weight sharing techniques, improvisation and creative play, has resulted in 100 choreographic works featuring unusual partnering and lifts which often blur the lines between individual performers. Still evolving after 35 years, Pilobolus has received numerous awards including the Berlin Critics Prize, the Brandeis Award and a Primetime Emmy Award.",03/03/2011,9:30 PM,03/03/2011,,7:30 PM
http://annenbergcenter.org/tickets/?id=132,Pilobolus Dance Theater,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/pilobolus-dance-theater-4871.asp,Annenberg Center for the Performing Arts,"Founded by a group of hippies and jocks at Dartmouth College in 1971, Pilobolus has been a dominant force on the international dance scene amusing, amazing and astonishing audiences with its breathtaking physicality that defies what is humanly possible. An innovative dance vocabulary all its own based on collaboration, weight sharing techniques, improvisation and creative play, has resulted in 100 choreographic works featuring unusual partnering and lifts which often blur the lines between individual performers. Still evolving after 35 years, Pilobolus has received numerous awards including the Berlin Critics Prize, the Brandeis Award and a Primetime Emmy Award.",03/04/2011,10:00 PM,03/04/2011,,8:00 PM
http://annenbergcenter.org/tickets/?id=132,Pilobolus Dance Theater,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/pilobolus-dance-theater-4872.asp,Annenberg Center for the Performing Arts,"Founded by a group of hippies and jocks at Dartmouth College in 1971, Pilobolus has been a dominant force on the international dance scene amusing, amazing and astonishing audiences with its breathtaking physicality that defies what is humanly possible. An innovative dance vocabulary all its own based on collaboration, weight sharing techniques, improvisation and creative play, has resulted in 100 choreographic works featuring unusual partnering and lifts which often blur the lines between individual performers. Still evolving after 35 years, Pilobolus has received numerous awards including the Berlin Critics Prize, the Brandeis Award and a Primetime Emmy Award.",03/05/2011,4:00 PM,03/05/2011,,2:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,Runt of the Litter,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/runt-of-the-litter-4535.asp,State Theatre,"Bo Eason performs his powerful and inspirational solo play, drawing on his real-life experience growing up in the shadow of his bigger, stronger, older brother, who was a natural athlete destined for football glory. Through sheer persistence and determination, Bo overcomes his familys low expectations and a series of devastating setbacks to make it to the NFL. Runt of the Litter is a complex story of family relationships and the importance following a dream. These performances take place at the Crossroads Theatre, 7 Livingston Ave Tickets: $30",03/05/2011,5:00 PM,03/05/2011,,3:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,Runt of the Litter,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/runt-of-the-litter-4537.asp,State Theatre,"Bo Eason performs his powerful and inspirational solo play, drawing on his real-life experience growing up in the shadow of his bigger, stronger, older brother, who was a natural athlete destined for football glory. Through sheer persistence and determination, Bo overcomes his familys low expectations and a series of devastating setbacks to make it to the NFL. Runt of the Litter is a complex story of family relationships and the importance following a dream. These performances take place at the Crossroads Theatre, 7 Livingston Ave. Tickets: $30",03/05/2011,10:00 PM,03/05/2011,,8:00 PM
http://annenbergcenter.org/tickets/?id=132,Pilobolus Dance Theater,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/pilobolus-dance-theater-4873.asp,Annenberg Center for the Performing Arts,"Founded by a group of hippies and jocks at Dartmouth College in 1971, Pilobolus has been a dominant force on the international dance scene amusing, amazing and astonishing audiences with its breathtaking physicality that defies what is humanly possible. An innovative dance vocabulary all its own based on collaboration, weight sharing techniques, improvisation and creative play, has resulted in 100 choreographic works featuring unusual partnering and lifts which often blur the lines between individual performers. Still evolving after 35 years, Pilobolus has received numerous awards including the Berlin Critics Prize, the Brandeis Award and a Primetime Emmy Award.",03/05/2011,10:00 PM,03/05/2011,,8:00 PM
http://www.theredball.org/index.php,The Red Ball,"Memorial Hall, Fairmount Park Philadelphia, PA 19130",http://www.upcomingevents.com//events/philadelphia/please-touch-museum/the-red-ball-5456.asp,Please Touch Museum,"The American Red Cross Southeastern Pennsylvania Chapter's Red Ball will take guests on a journey of delicious cuisine offered by the Philadelphia region's best restaurants and caterers. This 'red-tie' gala will feature a VIP Luxe Lounge sponsored by Max &amp; Me Catering, cocktails and hors d'oeuvres from the finest local restaurants, dancing to live music, and an unrivaled silent auction and raffle. All proceeds from the Red Ball will benefit one of Philadelphia's greatest community assets, The Red Cross House, a short-term residence for disaster victims, located in West Philadelphia, that is the only one of its kind in the country. Our goal is to raise $250,000 to help the hundreds of our neighbors served by The Red Cross House and Red Cross Disaster Relief -your participation can demonstrate, in a tangible way, your commitment to our community and good will.",03/05/2011,12:00 AM,03/06/2011,,8:00 PM
http://www.statetheatrenj.org,A Chorus Line,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/a-chorus-line-5041.asp,State Theatre,"In an empty theater, on a bare stage, casting for a new Broadway musical is almost complete. For 17 dancers, this audition is the chance of a lifetime. It's what they've worked forwith every drop of sweat, every hour of training, every day of their lives. It's the one opportunity to do what theyve always dreamedto have the chance to dance. This is A Chorus Line, the musical for everyone whos ever had a dream and put it all on the line. Winner of nine Tony Awards, including Best Musical and the Pulitzer Prize for drama, this singular sensation is the longest-running American Broadway musical ever. Now A Chorus Line returns. Come meet the new generation of Broadways best. Tickets: $32-67",03/10/2011,10:00 PM,03/10/2011,,8:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,Tango Buenos Aires,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/tango-buenos-aires-4538.asp,State Theatre,"Tango from the streets to the ballroom. Its tango in its most rigorous, intense tradition with live, authentic musical accompaniment. Fast and furious the dancers feet and legs flash and weave in and around each other, moving rhythmically and seductively.  Tickets: $32-52",03/11/2011,10:00 PM,03/11/2011,,8:00 PM
http://www.aidsfundphilly.org,Dominatrix Gay Bingo!,"401 S. Broad St. Philadelphia, PA 19147",http://www.upcomingevents.com//events/philadelphia/the-gershman-y/dominatrix-gay-bingo-5274.asp,The Gershman Y,"Dominatrix GayBINGO! Collared, cuffed and coiffed! Hosted by: Carlota Ttendant and the BVDs Tickets: $25/$20",03/12/2011,11:00 PM,03/12/2011,,6:00 PM
http://annenbergcenter.org/tickets/?id=138,Nice People Theater Company- Have a Nice Life,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/nice-people-theater-company-have-a-nice-life-4913.asp,Annenberg Center for the Performing Arts,"Following a successful run at the Edinburgh Fringe Festival, Nice People Theatre Companys Have A Nice Life A Therapeutic Musical has been hailed by the Fringe Review as a work of true brilliance. Joined by the British musical director and accompanist, Tom Brady, its the story of seven eccentric characters lives as they come together for better or for worse during a 90-minute weekly group therapy session. Have a Nice Life is a sharp-witted musical comedy about the barriers we put up and what happens when they come crashing down.",03/12/2011,10:00 PM,03/12/2011,,8:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,The Peking Acrobats,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/the-peking-acrobats-4539.asp,State Theatre,"Hailing from the Peoples Republic of China, The Peking Acrobats have for decades been diplomats of their spirited culture. Since 1958, this elite group has toured the world over, leaving audiences spellbound by the graceful presentation of their ancient folk art, acrobatics. Carefully selected from the finest acrobat schools in China, these gymnasts, jugglers, cyclists, and tumblers transform 2000-year-old athletic disciplines into an all-ages kaleidoscope of entertainment and wonder. Tickets: $22-42",03/13/2011,5:00 PM,03/13/2011,,4:00 PM
