location,moreInfoLink,timeResult,title,image,date
"Stillwater, Okla.",http://www.cbssports.com/collegebasketball/teams/page/OKST/oklahoma-state-cowboys,,Oklahoma St. Cowboys vs Nebraska,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OKST.gif,"Mar  6, 2011"
"Stillwater, Okla.",http://www.cbssports.com/collegebasketball/teams/page/OKST/oklahoma-state-cowboys,,Oklahoma St. Cowboys vs Oklahoma,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OKST.gif,"Mar 10, 2011"
"Stillwater, Okla.",http://www.cbssports.com/collegebasketball/teams/page/OKST/oklahoma-state-cowboys,,Oklahoma St. Cowboys vs @Kansas St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OKST.gif,"Mar 11, 2011"
"Norman, Okla.",http://www.cbssports.com/collegebasketball/teams/page/OK/oklahoma-sooners,,Oklahoma Sooners vs Baylor,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OK.gif,"Feb 27, 2011"
"Norman, Okla.",http://www.cbssports.com/collegebasketball/teams/page/OK/oklahoma-sooners,,Oklahoma Sooners vs @Texas,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OK.gif,"Mar  1, 2011"
"Norman, Okla.",http://www.cbssports.com/collegebasketball/teams/page/OK/oklahoma-sooners,,Oklahoma Sooners vs Texas A&amp;M,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OK.gif,"Mar  6, 2011"
"Norman, Okla.",http://www.cbssports.com/collegebasketball/teams/page/OK/oklahoma-sooners,,Oklahoma Sooners vs @Oklahoma St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OK.gif,"Mar 10, 2011"
"Lincoln, Neb.",http://www.cbssports.com/collegebasketball/teams/page/NE/nebraska-cornhuskers,,Nebraska Cornhuskers vs @Iowa St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NE.gif,"Feb 24, 2011"
"Lincoln, Neb.",http://www.cbssports.com/collegebasketball/teams/page/NE/nebraska-cornhuskers,,Nebraska Cornhuskers vs Texas Tech,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NE.gif,"Feb 27, 2011"
"Lincoln, Neb.",http://www.cbssports.com/collegebasketball/teams/page/NE/nebraska-cornhuskers,,Nebraska Cornhuskers vs Colorado,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NE.gif,"Mar  2, 2011"
"Lincoln, Neb.",http://www.cbssports.com/collegebasketball/teams/page/NE/nebraska-cornhuskers,,Nebraska Cornhuskers vs @Oklahoma St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NE.gif,"Mar  6, 2011"
"Lincoln, Neb.",http://www.cbssports.com/collegebasketball/teams/page/NE/nebraska-cornhuskers,,Nebraska Cornhuskers vs @Missouri,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NE.gif,"Mar 10, 2011"
"Lincoln, Neb.",http://www.cbssports.com/collegebasketball/teams/page/NE/nebraska-cornhuskers,,Nebraska Cornhuskers vs @Texas A&amp;M,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NE.gif,"Mar 11, 2011"
"Columbia, Mo.",http://www.cbssports.com/collegebasketball/teams/page/MO/missouri-tigers,,Missouri Tigers vs Colorado,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MO.gif,"Feb 24, 2011"
"Columbia, Mo.",http://www.cbssports.com/collegebasketball/teams/page/MO/missouri-tigers,,Missouri Tigers vs @Kansas St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MO.gif,"Feb 27, 2011"
"Columbia, Mo.",http://www.cbssports.com/collegebasketball/teams/page/MO/missouri-tigers,,Missouri Tigers vs @Iowa St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MO.gif,"Mar  2, 2011"
"Columbia, Mo.",http://www.cbssports.com/collegebasketball/teams/page/MO/missouri-tigers,,Missouri Tigers vs Kansas,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MO.gif,"Mar  6, 2011"
"Columbia, Mo.",http://www.cbssports.com/collegebasketball/teams/page/MO/missouri-tigers,,Missouri Tigers vs Nebraska,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MO.gif,"Mar 10, 2011"
"Manhattan, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KSST/kansas-state-wildcats,,Kansas St. Wildcats vs @Texas Tech,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KSST.gif,"Feb 23, 2011"
"Manhattan, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KSST/kansas-state-wildcats,,Kansas St. Wildcats vs Missouri,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KSST.gif,"Feb 27, 2011"
"Manhattan, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KSST/kansas-state-wildcats,,Kansas St. Wildcats vs @Kansas,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KSST.gif,"Mar  3, 2011"
"Manhattan, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KSST/kansas-state-wildcats,,Kansas St. Wildcats vs Iowa St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KSST.gif,"Mar  6, 2011"
"Manhattan, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KSST/kansas-state-wildcats,,Kansas St. Wildcats vs Oklahoma St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KSST.gif,"Mar 11, 2011"
"Manhattan, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KSST/kansas-state-wildcats,,Kansas St. Wildcats vs Baylor,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KSST.gif,"Mar 12, 2011"
"Manhattan, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KSST/kansas-state-wildcats,,Kansas St. Wildcats vs @Kansas,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KSST.gif,"Mar 13, 2011"
"Lawrence, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KS/kansas-jayhawks,,Kansas Jayhawks vs @Oklahoma St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KS.gif,"Feb 27, 2011"
"Lawrence, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KS/kansas-jayhawks,,Kansas Jayhawks vs Kansas St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KS.gif,"Mar  3, 2011"
"Lawrence, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KS/kansas-jayhawks,,Kansas Jayhawks vs @Missouri,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KS.gif,"Mar  6, 2011"
"Lawrence, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KS/kansas-jayhawks,,Kansas Jayhawks vs Texas Tech,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KS.gif,"Mar 11, 2011"
"Lawrence, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KS/kansas-jayhawks,,Kansas Jayhawks vs Texas A&amp;M,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KS.gif,"Mar 12, 2011"
"Lawrence, Kan.",http://www.cbssports.com/collegebasketball/teams/page/KS/kansas-jayhawks,,Kansas Jayhawks vs Kansas St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/KS.gif,"Mar 13, 2011"
"Waco, Texas",http://www.cbssports.com/collegebasketball/teams/page/BAY/baylor-bears,,Baylor Bears vs Texas A&amp;M,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BAY.gif,"Feb 24, 2011"
"Waco, Texas",http://www.cbssports.com/collegebasketball/teams/page/BAY/baylor-bears,,Baylor Bears vs @Oklahoma,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BAY.gif,"Feb 27, 2011"
"Waco, Texas",http://www.cbssports.com/collegebasketball/teams/page/BAY/baylor-bears,,Baylor Bears vs @Texas Tech,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BAY.gif,"Mar  2, 2011"
"Waco, Texas",http://www.cbssports.com/collegebasketball/teams/page/BAY/baylor-bears,,Baylor Bears vs Texas,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BAY.gif,"Mar  6, 2011"
"Waco, Texas",http://www.cbssports.com/collegebasketball/teams/page/BAY/baylor-bears,,Baylor Bears vs Texas,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BAY.gif,"Mar 11, 2011"
"Waco, Texas",http://www.cbssports.com/collegebasketball/teams/page/BAY/baylor-bears,,Baylor Bears vs @Kansas St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BAY.gif,"Mar 12, 2011"
"Madison, Wis.",http://www.cbssports.com/collegebasketball/teams/page/WI/wisconsin-badgers,,Wisconsin Badgers vs @Indiana,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WI.gif,"Feb 25, 2011"
"Madison, Wis.",http://www.cbssports.com/collegebasketball/teams/page/WI/wisconsin-badgers,,Wisconsin Badgers vs Iowa,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WI.gif,"Mar  3, 2011"
"Madison, Wis.",http://www.cbssports.com/collegebasketball/teams/page/WI/wisconsin-badgers,,Wisconsin Badgers vs @Illinois,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WI.gif,"Mar  7, 2011"
"Madison, Wis.",http://www.cbssports.com/collegebasketball/teams/page/WI/wisconsin-badgers,,Wisconsin Badgers vs Illinois,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WI.gif,"Mar 12, 2011"
"West Lafayette, Ind.",http://www.cbssports.com/collegebasketball/teams/page/PUR/purdue-boilermakers,,Purdue Boilermakers vs @Minnesota,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PUR.gif,"Feb 24, 2011"
"West Lafayette, Ind.",http://www.cbssports.com/collegebasketball/teams/page/PUR/purdue-boilermakers,,Purdue Boilermakers vs Michigan St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PUR.gif,"Feb 28, 2011"
"West Lafayette, Ind.",http://www.cbssports.com/collegebasketball/teams/page/PUR/purdue-boilermakers,,Purdue Boilermakers vs Indiana,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PUR.gif,"Mar  3, 2011"
"West Lafayette, Ind.",http://www.cbssports.com/collegebasketball/teams/page/PUR/purdue-boilermakers,,Purdue Boilermakers vs @Penn St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PUR.gif,"Mar  6, 2011"
"West Lafayette, Ind.",http://www.cbssports.com/collegebasketball/teams/page/PUR/purdue-boilermakers,,Purdue Boilermakers vs Northwestern,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PUR.gif,"Mar 12, 2011"
"West Lafayette, Ind.",http://www.cbssports.com/collegebasketball/teams/page/PUR/purdue-boilermakers,,Purdue Boilermakers vs Minnesota,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PUR.gif,"Mar 13, 2011"
"University Park, Pa.",http://www.cbssports.com/collegebasketball/teams/page/PSU/penn-state-nittany-lions,,Penn St. Nittany Lions vs Ohio St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PSU.gif,"Feb 24, 2011"
"University Park, Pa.",http://www.cbssports.com/collegebasketball/teams/page/PSU/penn-state-nittany-lions,,Penn St. Nittany Lions vs Northwestern,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PSU.gif,"Feb 28, 2011"
"University Park, Pa.",http://www.cbssports.com/collegebasketball/teams/page/PSU/penn-state-nittany-lions,,Penn St. Nittany Lions vs @Michigan St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PSU.gif,"Mar  4, 2011"
"University Park, Pa.",http://www.cbssports.com/collegebasketball/teams/page/PSU/penn-state-nittany-lions,,Penn St. Nittany Lions vs Purdue,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PSU.gif,"Mar  6, 2011"
"University Park, Pa.",http://www.cbssports.com/collegebasketball/teams/page/PSU/penn-state-nittany-lions,,Penn St. Nittany Lions vs @Minnesota,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PSU.gif,"Mar 11, 2011"
"Columbus, Ohio",http://www.cbssports.com/collegebasketball/teams/page/OHST/ohio-state-buckeyes,,Ohio St. Buckeyes vs @Penn St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OHST.gif,"Feb 24, 2011"
"Columbus, Ohio",http://www.cbssports.com/collegebasketball/teams/page/OHST/ohio-state-buckeyes,,Ohio St. Buckeyes vs Michigan,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OHST.gif,"Feb 27, 2011"
"Columbus, Ohio",http://www.cbssports.com/collegebasketball/teams/page/OHST/ohio-state-buckeyes,,Ohio St. Buckeyes vs Illinois,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OHST.gif,"Mar  2, 2011"
"Columbus, Ohio",http://www.cbssports.com/collegebasketball/teams/page/OHST/ohio-state-buckeyes,,Ohio St. Buckeyes vs Michigan,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OHST.gif,"Mar 12, 2011"
"Columbus, Ohio",http://www.cbssports.com/collegebasketball/teams/page/OHST/ohio-state-buckeyes,,Ohio St. Buckeyes vs Illinois,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OHST.gif,"Mar 13, 2011"
"Columbus, Ohio",http://www.cbssports.com/collegebasketball/teams/page/OHST/ohio-state-buckeyes,,Ohio St. Buckeyes vs Minnesota,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/OHST.gif,"Mar 14, 2011"
"Evanston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/NW/northwestern-wildcats,,Northwestern Wildcats vs Iowa,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NW.gif,"Feb 25, 2011"
"Evanston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/NW/northwestern-wildcats,,Northwestern Wildcats vs @Penn St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NW.gif,"Feb 28, 2011"
"Evanston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/NW/northwestern-wildcats,,Northwestern Wildcats vs Chicago St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NW.gif,"Mar  3, 2011"
"Evanston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/NW/northwestern-wildcats,,Northwestern Wildcats vs @Indiana,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NW.gif,"Mar  6, 2011"
"Evanston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/NW/northwestern-wildcats,,Northwestern Wildcats vs Indiana,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NW.gif,"Mar 11, 2011"
"Evanston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/NW/northwestern-wildcats,,Northwestern Wildcats vs @Purdue,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NW.gif,"Mar 12, 2011"
"Minneapolis, Minn.",http://www.cbssports.com/collegebasketball/teams/page/MN/minnesota-golden-gophers,,Minnesota Golden Gophers vs Purdue,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MN.gif,"Feb 24, 2011"
"Minneapolis, Minn.",http://www.cbssports.com/collegebasketball/teams/page/MN/minnesota-golden-gophers,,Minnesota Golden Gophers vs @Illinois,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MN.gif,"Feb 27, 2011"
"Minneapolis, Minn.",http://www.cbssports.com/collegebasketball/teams/page/MN/minnesota-golden-gophers,,Minnesota Golden Gophers vs @Michigan,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MN.gif,"Mar  2, 2011"
"Minneapolis, Minn.",http://www.cbssports.com/collegebasketball/teams/page/MN/minnesota-golden-gophers,,Minnesota Golden Gophers vs Iowa,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MN.gif,"Mar  7, 2011"
"Minneapolis, Minn.",http://www.cbssports.com/collegebasketball/teams/page/MN/minnesota-golden-gophers,,Minnesota Golden Gophers vs Penn St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MN.gif,"Mar 11, 2011"
"Minneapolis, Minn.",http://www.cbssports.com/collegebasketball/teams/page/MN/minnesota-golden-gophers,,Minnesota Golden Gophers vs @Michigan St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MN.gif,"Mar 12, 2011"
"Minneapolis, Minn.",http://www.cbssports.com/collegebasketball/teams/page/MN/minnesota-golden-gophers,,Minnesota Golden Gophers vs @Purdue,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MN.gif,"Mar 13, 2011"
"Minneapolis, Minn.",http://www.cbssports.com/collegebasketball/teams/page/MN/minnesota-golden-gophers,,Minnesota Golden Gophers vs @Ohio St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MN.gif,"Mar 14, 2011"
"Ann Arbor, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MI/michigan-wolverines,,Michigan Wolverines vs Illinois,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MI.gif,"Feb 23, 2011"
"Ann Arbor, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MI/michigan-wolverines,,Michigan Wolverines vs @Ohio St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MI.gif,"Feb 27, 2011"
"Ann Arbor, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MI/michigan-wolverines,,Michigan Wolverines vs Minnesota,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MI.gif,"Mar  2, 2011"
"Ann Arbor, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MI/michigan-wolverines,,Michigan Wolverines vs @Michigan St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MI.gif,"Mar  7, 2011"
"Ann Arbor, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MI/michigan-wolverines,,Michigan Wolverines vs Iowa,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MI.gif,"Mar 11, 2011"
"Ann Arbor, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MI/michigan-wolverines,,Michigan Wolverines vs @Ohio St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MI.gif,"Mar 12, 2011"
"East Lansing, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MIST/michigan-state-spartans,,Michigan St. Spartans vs @Purdue,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MIST.gif,"Feb 28, 2011"
"East Lansing, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MIST/michigan-state-spartans,,Michigan St. Spartans vs Penn St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MIST.gif,"Mar  4, 2011"
"East Lansing, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MIST/michigan-state-spartans,,Michigan St. Spartans vs Michigan,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MIST.gif,"Mar  7, 2011"
"East Lansing, Mich.",http://www.cbssports.com/collegebasketball/teams/page/MIST/michigan-state-spartans,,Michigan St. Spartans vs Minnesota,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MIST.gif,"Mar 12, 2011"
"Bloomington, Ind.",http://www.cbssports.com/collegebasketball/teams/page/IN/indiana-hoosiers,,Indiana Hoosiers vs Wisconsin,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IN.gif,"Feb 25, 2011"
"Bloomington, Ind.",http://www.cbssports.com/collegebasketball/teams/page/IN/indiana-hoosiers,,Indiana Hoosiers vs @Iowa,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IN.gif,"Feb 28, 2011"
"Bloomington, Ind.",http://www.cbssports.com/collegebasketball/teams/page/IN/indiana-hoosiers,,Indiana Hoosiers vs @Purdue,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IN.gif,"Mar  3, 2011"
"Bloomington, Ind.",http://www.cbssports.com/collegebasketball/teams/page/IN/indiana-hoosiers,,Indiana Hoosiers vs Northwestern,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IN.gif,"Mar  6, 2011"
"Bloomington, Ind.",http://www.cbssports.com/collegebasketball/teams/page/IN/indiana-hoosiers,,Indiana Hoosiers vs @Northwestern,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IN.gif,"Mar 11, 2011"
"Urbana-Champaign, Ill.",http://www.cbssports.com/collegebasketball/teams/page/IL/illinois-fighting-illini,,Illinois Fighting Illini vs @Michigan,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IL.gif,"Feb 23, 2011"
"Urbana-Champaign, Ill.",http://www.cbssports.com/collegebasketball/teams/page/IL/illinois-fighting-illini,,Illinois Fighting Illini vs Minnesota,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IL.gif,"Feb 27, 2011"
"Urbana-Champaign, Ill.",http://www.cbssports.com/collegebasketball/teams/page/IL/illinois-fighting-illini,,Illinois Fighting Illini vs @Ohio St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IL.gif,"Mar  2, 2011"
"Urbana-Champaign, Ill.",http://www.cbssports.com/collegebasketball/teams/page/IL/illinois-fighting-illini,,Illinois Fighting Illini vs Wisconsin,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IL.gif,"Mar  7, 2011"
"Urbana-Champaign, Ill.",http://www.cbssports.com/collegebasketball/teams/page/IL/illinois-fighting-illini,,Illinois Fighting Illini vs @Wisconsin,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IL.gif,"Mar 12, 2011"
"Rock Hill, S.C.",http://www.cbssports.com/collegebasketball/teams/page/WINTHR/winthrop-eagles,,Winthrop Eagles vs UNC-Asheville,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WINTHR.gif,"Feb 23, 2011"
"Urbana-Champaign, Ill.",http://www.cbssports.com/collegebasketball/teams/page/IL/illinois-fighting-illini,,Illinois Fighting Illini vs @Ohio St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/IL.gif,"Mar 13, 2011"
"Rock Hill, S.C.",http://www.cbssports.com/collegebasketball/teams/page/WINTHR/winthrop-eagles,,Winthrop Eagles vs @High Point,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WINTHR.gif,"Feb 25, 2011"
"Rock Hill, S.C.",http://www.cbssports.com/collegebasketball/teams/page/WINTHR/winthrop-eagles,,Winthrop Eagles vs @Radford,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WINTHR.gif,"Feb 27, 2011"
"Rock Hill, S.C.",http://www.cbssports.com/collegebasketball/teams/page/WINTHR/winthrop-eagles,,Winthrop Eagles vs Liberty,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WINTHR.gif,"Mar  2, 2011"
"Rock Hill, S.C.",http://www.cbssports.com/collegebasketball/teams/page/WINTHR/winthrop-eagles,,Winthrop Eagles vs @Radford,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WINTHR.gif,"Mar  4, 2011"
"Rock Hill, S.C.",http://www.cbssports.com/collegebasketball/teams/page/WINTHR/winthrop-eagles,,Winthrop Eagles vs @Coastal Caro.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WINTHR.gif,"Mar  6, 2011"
"Lexington, Va.",http://www.cbssports.com/collegebasketball/teams/page/VMI/vmi-keydets,,VMI Keydets vs @Charleston So.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/VMI.gif,"Feb 25, 2011"
"Lexington, Va.",http://www.cbssports.com/collegebasketball/teams/page/VMI/vmi-keydets,,VMI Keydets vs @Coastal Caro.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/VMI.gif,"Feb 27, 2011"
"Lexington, Va.",http://www.cbssports.com/collegebasketball/teams/page/VMI/vmi-keydets,,VMI Keydets vs @Coastal Caro.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/VMI.gif,"Mar  2, 2011"
"Radford, Va.",http://www.cbssports.com/collegebasketball/teams/page/RADFRD/radford-highlanders,,Radford Highlanders vs Presbyterian,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/RADFRD.gif,"Feb 25, 2011"
"Radford, Va.",http://www.cbssports.com/collegebasketball/teams/page/RADFRD/radford-highlanders,,Radford Highlanders vs Winthrop,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/RADFRD.gif,"Feb 27, 2011"
"Radford, Va.",http://www.cbssports.com/collegebasketball/teams/page/RADFRD/radford-highlanders,,Radford Highlanders vs Charleston So.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/RADFRD.gif,"Mar  2, 2011"
"Radford, Va.",http://www.cbssports.com/collegebasketball/teams/page/RADFRD/radford-highlanders,,Radford Highlanders vs Winthrop,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/RADFRD.gif,"Mar  4, 2011"
"Clinton, S.C.",http://www.cbssports.com/collegebasketball/teams/page/PRESBY/presbyterian-blue-hose,,Presbyterian Blue Hose vs Gardner-Webb,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PRESBY.gif,"Feb 23, 2011"
"Clinton, S.C.",http://www.cbssports.com/collegebasketball/teams/page/PRESBY/presbyterian-blue-hose,,Presbyterian Blue Hose vs @Radford,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PRESBY.gif,"Feb 25, 2011"
"Clinton, S.C.",http://www.cbssports.com/collegebasketball/teams/page/PRESBY/presbyterian-blue-hose,,Presbyterian Blue Hose vs @High Point,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/PRESBY.gif,"Feb 27, 2011"
"Asheville, N.C.",http://www.cbssports.com/collegebasketball/teams/page/NCASHV/nc-asheville-bulldogs,,UNC-Asheville Bulldogs vs @Winthrop,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NCASHV.gif,"Feb 23, 2011"
"Asheville, N.C.",http://www.cbssports.com/collegebasketball/teams/page/NCASHV/nc-asheville-bulldogs,,UNC-Asheville Bulldogs vs Gardner-Webb,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NCASHV.gif,"Feb 27, 2011"
"Asheville, N.C.",http://www.cbssports.com/collegebasketball/teams/page/NCASHV/nc-asheville-bulldogs,,UNC-Asheville Bulldogs vs High Point,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/NCASHV.gif,"Mar  2, 2011"
