phone,website,title,contactEmail,moreInfoLink,startDate,endTime,fullAddress,description,venue,startTime,image,endDate
610-710-1487,http://www.thecenteroncentral.com,Parents Night Out,Katie@thecenteroncentral.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Parents-Night-Out/event/14096/,,9:30 pm,"24 W. Central Ave., 				Paoli, PA",<p>Enjoy a Friday night out while your children enjoy exploring their creativity! Ages 4 &amp; up. Pre-register.,The Center on Central,6:30 pm,,
609-654-8225,http://www.ycamp.org,Parents' Night Out,Darleen@ycamp.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Parents-Night-Out/event/14192/,,,"1303 Stokes Rd., 				Medford, NJ","<p>Enjoy a night out while the staff plans a fun-filled night for your kids with dinner, dessert &amp; activities. Ages 9 &amp; up. Space is limited, registration required.",YMCA Camp Ockanickon,,,
,http://www.monroetwp.k12.nj.us/HighSchool/News/,Williamstown High School Project Graduation Promenade,gr1982@aol.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Williamstown-High-School-Project-Graduation-Promenade/event/14119/,,8:00 pm,"700 N. Tuckahoe Rd., 				Williamstown, NJ",<p>Star-studded evening featuring WHS students. Juniors &amp; seniors walk the red carpet in prom fashions.,Williamstown High School Theater,5:00 pm,,
609-737-7592,http://www.thewatershed.org,Boy Scouts Nature Workshop: Reptiles & Amphibians,mpolefka@thewatershed.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Boy-Scouts-Nature-Workshop-Reptiles-Amphibians/event/13920/,,9:30 pm,"31 Titus Mill Rd., 				Pennington, NJ",<p>Boy Scouts  complete activities to earn the Reptiles &amp; Amphibians Badge. Pre-registration required. Ages 11 &amp; up.,Buttinger Nature Center,7:00 pm,,
,,Children's Plays at the Library,KimTull@nccde.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Childrens-Plays-at-the-Library/event/13910/,05/21/2011,,"2020 W. 9th St., 				Wilmington, DE",<p>Wilmington Drama League performs children's plays.,Woodlawn Library,2:00 pm,,
,http://www.wolfperformingartscenter.org,Dancing for the Stars: A Dance-A-Thon,lisa@wolfperformingartscenter.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Dancing-for-the-Stars-A-Dance-A-Thon/event/13959/,,11:00 pm,"750 Montgomery Ave., 				Bryn Mawr, PA","<p>Dancers young &amp; old are invited to flash back to the 80s and dance the night away while raising money to support children&rsquo;s theater at Wolf Performing Arts Center in Wynnewood, PA. Food, fun &amp; prizes for the best costumes, best dancers, most money raised and more.",Harcum College,6:00 pm,http://www.metrokids.com/images/cache/684c95a334e4c6936746e43648994d58.jpeg,
215-729-5281ext110,http://www.bartramsgarden.org,Family Discovery Day: Grow It!,lgale@bartramsgarden.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Family-Discovery-Day-Grow-It/event/13985/,,11:00 am,"54th Street & Lindbergh Blvd., 				Philadelphia, PA",<p>A weekend discovery day for school-aged children &amp; their families.&nbsp; Participate in science- or art-based activities &amp; guided walks throughout the garden.,Bartram's Garden,10:00 am,,
610-566-9134ext215,http://www.tylerarboretum.org,Family Program: Bluebird Ramble,jlandau@tylerarboretum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Family-Program-Bluebird-Ramble/event/13229/,,11:30 am,"515 Painter Rd., 				Media, PA",<p>Learn all about bluebirds. Go on a hike to look at some active nest boxes. Ages 6 &amp; up.,Tyler Arboretum,10:00 am,,
610-760-1887,http://tinyurl.com/GSEPfashionrunway,Fashion Runway,kzsews@entermail.net,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Fashion-Runway/event/13961/,,4:00 pm,"1501 Valley Forge Rd. , 				Phoenixville, PA",<p>Design &amp; create outfits to model at the Sunday Fashion Show. A short statement about experience &amp; interest in fashion design &amp; production is required by April 15 to participate.,"Girl Scouts of Eastern Pennsylvania, Valley Forge Service Center",9:00 am,http://www.metrokids.com/images/cache/98041f65c92ee3f37c8a41dc2a3f2cb9.jpeg,
856-910-0888,http://www.lakeshorelearning.com,Free Crafts for Kids - Cherry Hill,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Free-Crafts-for-Kids-Cherry-Hill/event/8220/,05/28/2011,,"2020 Marlton Pike West, 		Marketplace at Garden State Park, 		Cherry Hill, NJ","<p>Ages 3 &amp; up can enjoy free craft activities every Saturday.<p>Make a...<p>Save the Earth Tote Bag, April 16. Bunny Basket, April 23. Buzzing Bee, April 30. Mothers Day Purse, May 7. It's a Jungle! Collage, May 14. Let's Dance! Streamer, May 21. Look at Me! Mirror, May 28.",Lakeshore Learning Store,11:00 am,,
610-354-0551,http://www.lakeshorelearning.com,Free Crafts for Kids - King of Prussia,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Free-Crafts-for-Kids-King-of-Prussia/event/8185/,05/28/2011,,"340 W. Dekalb Pike, 				King of Prussia, PA","<p>Ages 3 &amp; up can enjoy free craft activities every Saturday.<p>Make a...<p>Save the Earth Tote Bag, April 16. Bunny Basket, April 23. Buzzing Bee, April 30. Mothers Day Purse, May 7. It's a Jungle! Collage, May 14. Let's Dance! Streamer, May 21. Look at Me! Mirror, May 28.",Lakeshore Learning Store,11:00 am,,
,http://www.momsclubmantua.org,Mommy & Me Sale,stokes-stephanie@hotmail.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mommy-Me-Sale/event/14098/,,12:00 pm,"201 Mantua Blvd., 				Mantua, NJ","<p>Parents &amp; grandparents can shop for gently used clothes &amp; toys.<p>Interested in selling? Purchase a table or space for $12.  You get to keep whatever you sell!  Space is limited, register in advance.",United Methodist Church of Mantua,9:00 am,,
,http://www.philadelphiazoo.org,Monkey Madness,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Monkey-Madness/event/13048/,,11:00 am,"3400 W. Girard Ave., 				Philadelphia, PA","<p>Find out what makes these playful climbers so much fun. Animal-themed program with animal encounters, sing-alongs and activities designed especially for the early learner &amp; their favorite grown-up. Ages 2-3, 10am. Ages 4-6, 11am.",Philadelphia Zoo,10:00 am,,
,http://www.historicphiladelphia.org,Mothers Day Celebration in Franklin Square,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-Celebration-in-Franklin-Square/event/14023/,,3:00 pm,"6th & Race Sts., 				Philadelphia, PA","<p>Make a gift for Mom. Also, Mom plays golf free with a child ticket.",Franklin Square,12:00 pm,http://www.metrokids.com/images/cache/23079eed78eb831920d8732eacf27037.jpeg,
215-925-2688,http://www.philaathenaeum.org/workshops.html,Mothers Day Pop-Up Card Workshop,sltatman@philaathenaeum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-Pop-Up-Card-Workshop/event/13834/,,12:00 pm,"219 S. 6th St., 				Philadelphia, PA","<p>Join artist Colette Fu to make a card for your mother or grandmother using pop-up techniques. Ages 7-17, kids younger than age 7 may attend with an adult. Pre-registration required.",Athenaeum of Philadelphia,10:00 am,,
610-388-1000,http://www.longwoodgardens.org,Mothers Day Weekend at Longwood Gardens,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-Weekend-at-Longwood-Gardens/event/14133/,,5:00 pm,"1001 Longwood Rd., 				Kennett Square, PA","<p>Visit the gardens to see fragrant &amp; colorful spring blossoms. Enjoy live flute &amp; violin music in the Conservatory. Buffets &amp; brunch also available, by reservation.",Longwood Gardens,10:00 am,,
,http://www.papetexpos.us,Pet Expo & Dog Walk,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Pet-Expo-Dog-Walk/event/14144/,,5:00 pm,"Allentown, PA","<p>Live entertainment, dog obedience demos, free puppy training class, animal shows &amp; moonbounce. All well-behaved pets welcome, but must be leashed or in a carrier and a waiver must be signed.",Allentown Fairgrounds,10:00 am,,
856-833-1330,http://www.paintatallfiredup.com,Saturday Morning Pajamas Workshop,pamandkim@paintatallfiredup.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Saturday-Morning-Pajamas-Workshop/event/9220/,02/19/2011,12:00 pm,"602 Haddon Ave., 				Collingswood, NJ",<p>No sitting fee for kids wearing their PJs. Only pay for pottery pieces painted. Must be actual pajamas. Reservations recommended.,All Fired Up!,10:00 am,,12/31/2011
609-261-2495,http://www.njaudubon.org/centers/rancocas,Saturday Nature Explorers,kerri.sellers@njaudubon.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Saturday-Nature-Explorers/event/12750/,,3:00 pm,"794 Rancocas Rd., 				Mt. Holly, NJ","<p>An environmental spring topic will inspire explorations on the trail. Children can participate on their own, with a friend or with a parent or caregiver.",Rancocas Nature Center,1:00 pm,http://www.metrokids.com/images/cache/016aa37168b72a82282a0bf195ad1623.jpeg,
215-893-1999,http://www.philorch.org,Sound All Around in the City,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sound-All-Around-in-the-City/event/14140/,,,"Philadelphia, PA","<p>Pretend to play an instrument, practice conducting, sing songs &amp; examine real instruments during this program with The Philadelphia Orchestra &amp; award-winning storyteller Charlotte Blake Alston. Sat., 10am, 11:15am &amp; 12:30pm. Mon., 10am &amp; 11:15am.",Academy of Music Ballroom,10:00 am,,
215-862-2924,http://www.bhwp.org,Spring Bird Walk,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Bird-Walk/event/13935/,04/16/2011,,"1635 River Rd., 				New Hope, PA",<p>Join local birding guides for Saturday morning bird walks. The Preserve&rsquo;s plant and habitat diversity provide nesting sites &amp; food for many birds. Ages &amp; up. Bring your binoculars.,Bowman's Hill Wildflower Preserve,8:00 am,,05/21/2011
609-884-5404,http://www.capemaymac.org,Spring Festival Crafts & Antiques Show,mac4arts@capemaymac.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Festival-Crafts-Antiques-Show/event/13877/,,4:00 pm,"1048 Washington St., 				Cape May, NJ",<p>The Estate becomes an outdoor marketplace as vendors from throughout the Northeast display their wares.,Emlen Physick Estate,10:00 am,http://www.metrokids.com/images/cache/2cd8a7fd936220d5b0d5203ef3492b94.jpeg,
610-358-3632,http://www.darlingtonarts.org/shop/course/detail/856,Streetwise Self-Defense Workshop,info@darlingtonarts.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Streetwise-Self-Defense-Workshop/event/13843/,,2:30 pm,"977 Shavertown Rd., 				Garnet Valley, PA",<p>Learn valuable awareness &amp; avoidance skills and simple techniques to keep you &amp; your family safe. Ages 7 &amp; up. Pre-registration required.,Darlington Arts Center,1:15 pm,,
,http://www.terhuneorchards.com,Terhune Orchards Kite Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Terhune-Orchards-Kite-Day/event/13206/,,5:00 pm,"330 Cold Soil Rd., 				Princeton, NJ","<p>Fly your kite on the pasture during this spring festival. Bring your own kite, choose a ready-made kite in the store or make a &quot;guaranteed to fly&quot; kite. Enjoy country music, entertainment, food, farm tours on a wagon &amp; other family activities.",Terhune Orchards,10:00 am,,
215-850-0451,http://www.wix.com/tlccharm/models,TLCC Modeling,tlclady712@yahoo.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/TLCC-Modeling/event/13633/,03/12/2011,12:30 pm,"265 S. 10th St., 		Center City, 		Philadelphia, PA",<p>Modeling training for girls ages 4-17 &amp; boys ages 7-17.,Always by Design Gallery,10:30 am,http://www.metrokids.com/images/cache/eade9f84932da68278f8dec792905d4d.jpeg,12/31/2011
,http://www.groundsforsculpture.org,Tots on Tour,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Tots-on-Tour/event/13989/,05/21/2011,,"126 Sculptors Way, 				Hamilton, NJ","<p>Listen to a story, become park explorers, make art. Bring your child to learn about sculpture. Ages 3-5. 11am &amp; 1pm.",Grounds For Sculpture,11:00 am,,
,http://www.towamencin.org,Towamencin Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Towamencin-Day/event/13501/,,4:00 pm,"2225 Bustard Rd., 				Lansdale, PA","<p>New community day features live music, inflatables, free face painting, free balloon animals, informational booths &amp; displays, food &amp; more. The dedication of the Dr. Hollenbeck Memorial Gazebo will take place at 12noon.",Fischer's Park,12:00 pm,,
302-571-7788,http://www.brandywinezoo.org,Celebrating WILD Moms: Movin' Moms,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Celebrating-WILD-Moms-Movin-Moms/event/14051/,,3:30 pm,"1001 N. Park Dr., 				Wilmington, DE","<p>Amy Vitsork of Jitterbugs Music &amp; Movement performs &quot;wild&quot; stories at 11am, 12noon &amp; 1pm. Get movin' &amp; groovin' in an animal way. Activities, crafts &amp; live animal presentations.",Brandywine Zoo,10:00 am,,
856-365-3300,http://www.adventureaquarium.com,Mothers Day at Adventure Aquarium,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-at-Adventure-Aquarium/event/14191/,,,"1 Riverside Dr., 				Camden, NJ",<p>Moms who visit receive &quot;Thanks for all you do&quot; flowers.,Adventure Aquarium,,,
,http://www.sesameplace.com,Mothers Day Dine at Sesame Place,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-Dine-at-Sesame-Place/event/13450/,,6:00 pm,"100 Sesame Rd., 				Langhorne, PA","<p>Mothers Day dinner includes a buffet, visits from your favorite Sesame Street characters &amp; a character sing-a-long. Every mother receives a carnation flower.",Sesame Place,5:00 pm,,
609-261-2495,http://www.njaudubon.org/centers/rancocas,Mothers Day Migration Madness,kerri.sellers@njaudubon.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-Migration-Madness/event/12753/,,3:30 pm,"794 Rancocas Rd., 				Mt. Holly, NJ",<p>Discuss bird identification tips &amp; learn bird songs while hiking the trails of the Rancocas Nature Center on this leisurely bird walk. Bring binoculars if you have them &amp; cameras.,NJ Audubon Rancocas Nature Center,1:30 pm,,
609-737-7592,http://www.thewatershed.org,Mudder's Day Walk,mpolefka@thewatershed.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mudders-Day-Walk/event/13925/,,3:00 pm,"261 Wargo Rd., 				Pennington, NJ",<p>Celebrate Mothers Day and search for signs of spring.  Bring Mom &amp; Grandma for an easy &mdash; but possibly muddy! &mdash; walk on the trails around Wargo Pond. Wear boots. Call to preregister.,Pond House,1:30 pm,,
,http://www.nps.gov/hofu,Sheep Shearing Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sheep-Shearing-Day/event/13891/,,4:00 pm,"2 Mark Bird Lane, 				Elverson, PA",<p>Watch as the sheep get sheared for the summer &amp; discover the steps involved in making a wool garment.,Hopewell Furnace National Historic Site,10:00 am,,
215-345-7860,http://www.peacevalleynaturecenter.org,Sunday Naturalist’s Foray: Beautiful Blooms,peacevalleynaturecenter@co.bucks.pa.us,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sunday-Naturalists-Foray-Beautiful-Blooms/event/13718/,,,"170 N. Chapman Rd., 				Doylestown, PA",<p>Discover spring flowers. Weather-permitting.,Peace Valley Nature Center,2:00 pm,http://www.metrokids.com/images/cache/f78cb7e7adae691db05e659db8acba22.jpeg,
302-888-4600,http://www.winterthur.org/ptp,Winterthur Point-to-Point,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Winterthur-Point-to-Point/event/14214/,,,"5105 Kennett Pike (Rte. 52) , 				Winterthur, DE",<p>33rd annual professional horse race also features Mothers Day activities including a brunch &amp; prizes.,"Winterthur Museum, Garden & Library",,,
215-893-1999,http://www.philorch.org,Sound All Around in the City,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sound-All-Around-in-the-City/event/14141/,,,"Philadelphia, PA","<p>Pretend to play an instrument, practice conducting, sing songs &amp; examine real instruments during this program with The Philadelphia Orchestra &amp; award-winning storyteller Charlotte Blake Alston. Sat., 10am, 11:15am &amp; 12:30pm. Mon., 10am &amp; 11:15am.",Academy of Music Ballroom,10:00 am,,
215-482-7300ext110,http://www.schuylkillcenter.org,Home School Class: Pennsylvania Mammals,scee@schuylkillcenter.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Home-School-Class-Pennsylvania-Mammals/event/13330/,05/10/2011,3:00 pm,"8480 Hagy's Mill Rd., 				Philadelphia, PA","<p>Explore mammal species and artifacts such as hides, bones &amp; skulls. Explore adaptations, threatened &amp; endangered species. Ages 6-9.",The Schuylkill Center for Environmental Education,1:00 pm,,
215-443-5428,http://www.warminstertownship.org,Munchkin Time,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Munchkin-Time/event/12816/,05/10/2011,7:00 pm,"1101 Little Lane, 				Warminster, PA","<p>Join Miss Kathie for fun &amp; crafts once a month. Some projects can be messy, dress appropriately or bring an art shirt. Ages 2-3 accompanied by an adult. <p>Tues., 6pm. Wed., 10:30am. Feb. 8-9, Mar. 8-9, Apr. 12-13, May 10-11. Pre-registration required, specify Tues. or Wed.",Warminster Recreation & Education Center,6:00 pm,,
302-239-5160,http://www2.nccde.org/libraries/Hockessin/Youth/default.aspx,"Rhythm, Rhyme & Story Time",,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Rhythm-Rhyme-Story-Time/event/13214/,02/15/2011,10:45 am,"1023 Valley Rd., 				Hockessin, DE","<p>Stories, fingerplays &amp; crafts. Ages 3 &amp; up. Every other Tuesday, 10:15am.",Hockessin Library,10:15 am,,08/30/2011
215-483-aim1,http://www.aimpa.org,Academy in Manayunk Open House,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Academy-in-Manayunk-Open-House/event/12937/,05/11/2011,11:00 am,"169 Conarroe St., 				Philadelphia, PA",,Academy in Manayunk,9:00 am,,
,http://www.nemours.org/seminars,Growing Together: Teens & Tweens,seminars@nemours.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Growing-Together-Teens-Tweens/event/14081/,05/11/2011,8:30 pm,"1600 Rockland Rd., 				Wilmington, DE",<p>The teen years are challenging for parents and kids. Get tips and tools to make this transition easier on you both during this free seminar for parents.,"Alfred I. duPont Hospital for Children, Third Floor Lecture Hall",7:00 pm,,
610-566-9134ext215,http://www.tylerarboretum.org,Home School Club: Watershed Investigation,jlandau@tylerarboretum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Home-School-Club-Watershed-Investigation/event/13233/,05/11/2011,2:30 pm,"515 Painter Rd., 				Media, PA",<p>Learn where water goes &amp; which watershed you live in during this hands-on exploration in Rocky Run. Ages 5-9.,Tyler Arboretum,1:00 pm,,
,http://www.loopdihoops.com,Loopdihoops/Live Well Hoop Jam,Leah@loopdihoops.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Loopdihoops-Live-Well-Hoop-Jam/event/14103/,05/11/2011,7:00 am,"E. Athens & Linwood Ave., 				Ardmore, PA","<p>Grab the family &amp; hula hoop to music or just enjoy the beautiful park. Hoops are provided, but the fun is yours!",Linwood Park,6:00 pm,http://www.metrokids.com/images/cache/44c07cf668ea380e6e7e64c20e6dbb50.jpeg,09/14/2011
215-443-5428,http://www.warminstertownship.org,Munchkin Time,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Munchkin-Time/event/12817/,05/11/2011,11:30 am,"1101 Little Lane, 				Warminster, PA","<p>Join Miss Kathie for fun &amp; crafts once a month. Some projects can be messy, dress appropriately or bring an art shirt. Ages 2-3 accompanied by an adult.<p>Tues., 6pm. Wed., 10:30am. Feb. 8-9, Mar. 8-9, Apr. 12-13, May 10-11. Pre-registration required, specify Tues. or Wed.",Warminster Recreation & Education Center,10:30 am,,
302-571-7425,,My First Songs,KillTull@nccde.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/My-First-Songs/event/13900/,05/11/2011,,"2020 W. 9th St., 				Wilmington, DE","<p>Preschoolers sing, explore rhythm, help tell a story &amp; enjoy guitar songs in this performance led by Rick Waterhouse. Especially fun for ages 3-5.",Woodlawn Library,11:00 am,,
215-257-3122ext303,http://www.st94.com,Once Upon A Time,becca@st94.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Once-Upon-A-Time/event/11965/,05/11/2011,,"24 W. Temple Ave., 				Sellersville, PA","<p>An enchanting collection of classic children's tales with innovative sets &amp; sing-along songs, presented by Pushcart Players.",Sellersville Theater,10:00 am,http://www.metrokids.com/images/cache/e8e76ebca81f944108490180154cfeff.jpeg,05/13/2011
610-383-3812,http://www.chesco.org/ccparks,Special Needs Fishing Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Special-Needs-Fishing-Day/event/13865/,05/11/2011,5:00 pm,"1 Park Rd., 				Wagontown, PA",<p>Anglers assist &amp; teach the art of fishing. The pond is stocked with trout from the park's Cooperative Fish Nursery. Refreshments available.,Hibernia County Park,8:00 am,,
856-983-3329ext103,http://www.cedarrun.org,Amazing Pond Life,erin.kiefer@cedarrun.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Amazing-Pond-Life/event/14036/,05/12/2011,3:00 pm,"4 Sawmill Rd., 				Medford, NJ","<p>Discover the waters of Cedar Run as we visit vernal pools, streams &amp; a lake in search of the many critters that lurk there.",Woodford Cedar Run Wildlife Refuge,1:00 pm,http://www.metrokids.com/images/cache/a1f101e9e2ef1ac6c518398f795b4f91.jpeg,
856-384-8381,http://www.broadwaytheatreofpitman.com,American Idol Taylor Hicks,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/American-Idol-Taylor-Hicks/event/14197/,05/12/2011,,"43 S. Broadway, 				Pitman, NJ",<p>American Idol season 5 winner Taylor Hicks performs.,Broadway Theatre of Pitman,7:30 pm,,
856-983-3329ext103,http://www.cedarrun.org,Knee-High Naturalists: Good Insects,erin.kiefer@cedarrun.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Knee-High-Naturalists-Good-Insects/event/14035/,05/12/2011,2:30 pm,"4 Sawmill Rd., 				Medford, NJ",<p>Creepy crawlies! Find out about how bugs help us &amp; our planet. Ages 3-5.,Woodford Cedar Run Wildlife Refuge,1:00 pm,http://www.metrokids.com/images/cache/3f7583323ffa5a55f2c783531526c8c5.jpeg,
856-858-5230,http://www.ritztheatreco.org,The Shoemaker & the Elves,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Shoemaker-the-Elves/event/12214/,05/12/2011,,"915 White Horse Pike, 				Haddon Twp., NJ",<p>Enjoy the story of a shoemaker who goes to bed at night only to wake up in the morning to discover his shoes have magically been made.,The Ritz Theatre,10:00 am,,05/14/2011
609-884-5404,http://www.capemaymac.org,A Ride with the Ghost Writer,mac4arts@capemaymac.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/A-Ride-with-the-Ghost-Writer/event/13878/,05/13/2011,10:15 pm,"1048 Washington St., 				Cape May, NJ","<p>45-min. evening trolley ride takes you through the streets of Cape May's Historic District with well-known psychic medium Craig McManus providing the narration. Craig will talk about ghosts &amp; spirits, the history of the houses where he has sensed activity and legends of ghost activity in Cape May. Teens &amp; adults.",Emlen Physick Estate,9:30 pm,,
610-358-3632,http://www.darlingtonarts.org,Floral Impressions Ceramics Workshop,info@darlingtonarts.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Floral-Impressions-Ceramics-Workshop/event/13081/,05/13/2011,7:00 pm,"977 Shavertown Rd, 				Garnet Valley , PA","<p>Using flower &amp; leaf clippings, make lasting botanical impressions in stoneware clay to create small plaques or a beautiful box. Teens &amp; adults. Two-part series: May 13 &amp; 20.",Darlington Arts Center,5:30 pm,http://www.metrokids.com/images/cache/89e9b023d34834bae107a8dd4358da79.jpeg,
302-761-6963,http://www.destateparks.com,Attracting Butterflies to your Backyard,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Attracting-Butterflies-to-your-Backyard/event/13695/,05/14/2011,,"800 Carr Rd., 				Wilmington, DE","<p>Learn a few easy techniques to attract beautiful butterflies to your own backyard. Make &amp; bring home your own butterfly feeder to get started. All ages. Register by 4pm on Fri., May 13. Meet at the Arts Center.",Bellevue State Park,1:00 pm,,
609-884-5404,http://www.capemaymac.org,A Walk with the Ghost Writer,mac4arts@capemaymac.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/A-Walk-with-the-Ghost-Writer/event/13879/,05/14/2011,9:45 pm,"Washington & Ocean Sts., 				Cape May, NJ",<p>One-hr. walking tour with ghost writer &amp; psychic medium&nbsp;Craig McManus focuses on the haunted properties in Cape May's Historic District. Teens &amp; adults.,Washington Street Mall Information Booth,8:45 pm,,
856-365-8733,http://www.camdenchildrensgarden.org,"Beautiful Butterflies, Birds & Cinco de Mayo Family Festival",,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Beautiful-Butterflies-Birds-Cinco-de-Mayo-Family-Festival/event/14193/,05/14/2011,4:00 pm,"3 Riverside Dr., 				Camden, NJ","<p>Celebrate the return of monarch butterflies from Mexico &amp; the Mexican holiday Cinco de Mayo. Crafts, educational activities, planting activities &amp; a colorful cultural celebration.",Camden Children's Garden,1:00 pm,,05/15/2011
610-469-1916,http://www.chesco.org/ccparks,Birding at Black Rock,ccparks@chesco.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Birding-at-Black-Rock/event/14005/,05/14/2011,10:00 am,"953 Black Rock Rd., 				Phoenixville, PA","<p>Go on a morning bird walk to explore the meadows, wetlands &amp; feathered friends along the Atlantic Flyway. Learn techniques used to identify birds such as birding by color, shape, song &amp; habitat. Open to beginners.",Black Rock Sanctuary,8:00 am,,
412-268-1629,http://www.cmites.org,C-MITES Weekend Workshops,cmites@cmu.edu,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/C-MITES-Weekend-Workshops/event/13462/,05/14/2011,4:00 pm,"301 E. Montgomery Ave., 				Ardmore, PA","<p>Hands-on, mentally challenging &amp; enjoyable activities for bright students. Grades K-8.",Lower Merion High School,9:00 am,,
866-GO4-ELMO,http://www.sesameplace.com,Cookie Monster's Talented Kids Weekend,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Cookie-Monsters-Talented-Kids-Weekend/event/13453/,05/14/2011,8:00 pm,"100 Sesame Rd., 				Langhorne, PA","<p>Dance teams, bands, choirs, cheerleading squads or other performance groups perform all weekend long.",Sesame Place,10:00 am,,05/15/2011
609-737-7592,http://www.thewatershed.org,Early Bird Walk,mpolefka@thewatershed.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Early-Bird-Walk/event/13927/,05/14/2011,10:00 am,"King George Rd., 				Hopewell, NJ",<p>Fun for families! Please wear comfortable walking shoes and bring binoculars &amp; a water bottle. Call to register.,Kunkel Park,8:30 am,,
