venueLink,title,zip,moreInfo,time,description,venue,city,startDate,images,state,street,endDate
http://www.livefrommemphis.com/memphiscalendar/venueevents/8-brooksmuseumofart,Deep Impressions: Willie Cole Works on Paper,38104,http://www.livefrommemphis.com/memphiscalendar/details/5050-deep-impressions-willie-cole-works-on-paper,06.30.pm,"<p>Guided Tour  <p>Deep Impressions: Willie Cole Works on Paper  <p>Tour led by one of our knowledgable Brooks docents. Space  is limited and reservations are required, please call 901.544.6242.  Free with museum admission.  <p>GENERAL ADMISSION TICKETS",Brooks Museum of Art,Memphis,02/24/2011,http://www.livefrommemphis.com/images/eventlist/venues/brooks_1231924609.jpg,TN,1934 Poplar Avenue,02/24/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/8-brooksmuseumofart,Art to Life Family Day,38104,http://www.livefrommemphis.com/memphiscalendar/details/5052-art-to-life-family-day,10.00.am  - 01.00.pm,"<p>Art to Life Family Day   <p>Join us for a day of activities, performances, and more  in celebration of the Brooks’ outstanding permanent collection. Students  in the University of Memphis’s Art Education program will lead hands-on  activities in the museum’s galleries. Theatre Memphis will present  Anansi Does the Impossible, a story from the Ashanti people of Ghana  about a trickster spider. Actors Patty Carreras and Sandy Kozik will  bring the art in the museum’s galleries to life! Free admission and  activities.  <p>",Brooks Museum of Art,Memphis,02/26/2011,http://www.livefrommemphis.com/images/eventlist/venues/brooks_1231924609.jpg,TN,1934 Poplar Avenue,02/26/2011
,Tributaries: Miel-Margarita Paredes,,http://www.livefrommemphis.com/memphiscalendar/details/4987-tributaries-miel-margarita-paredes,,"The Metal Museum’s upcoming Tributaries artist is Miel-Margarita    <br /> Paredes, whose work features animal imagery and traditional decorative<br /> motifs. The “Gnaw” series combines architectural rosette forms and <br /> grotesque masks with ornamental rodents. The “Standards” series <br /> incorporates the traditional use of the decorative grotesque and festive <br /> swags with examples of purebred dogs. Paredes plays with perceptions <br /> of beauty and breeding, degrees of wildness and domestication. Paredes <br /> earned an MFA from University of Wisconsin, Madison and is currently<br /> teaching at Oregon College of Art &amp; Craft.",,,02/27/2011,,,,02/27/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/8-brooksmuseumofart,Brooks Museum: Pay What You Can Wednesdays,38104,http://www.livefrommemphis.com/memphiscalendar/details/5063-brooks-museum-pay-what-you-can-wednesdays,10.00.am  - 04.00.pm,"<p>  <p>  <p>Pay What You Can Wednesdays    <p>Presented by Target  <p>On Wednesdays, you set your own admission fee! From  a penny to any dollar amount, you decide what you pay.  This offer  excludes group tours of 10 or more. To book your group visit call (901)  544.6215.  <p>EXHIBITS",Brooks Museum of Art,Memphis,03/02/2011,http://www.livefrommemphis.com/images/eventlist/venues/brooks_1231924609.jpg,TN,1934 Poplar Avenue,03/02/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/29-germantown-performing-arts-centre,IRIS Orchestra with Tennessee Shakespeare Company,38138,http://www.livefrommemphis.com/memphiscalendar/details/5091-iris-orchestra-with-tennessee-shakespeare-company,08.00.pm,"<p>Artist Website  <p>Tickets  <p>IRIS and the Tennessee Shakespeare Company join forces for a  creative exploration of Shakespeare's drama through the prism of  Michael Gandolfi's evocative music.  This evening of storytelling is  complemented by Copland's suite from Appalachian Spring, as well as the Siegfried Idyll, the extraordinary musical gift Richard Wagner first presented to his wife at sunrise to celebrate the birth of their son.  <p>Wagner: Siegfried Idyll  <p>Copland: Appalachian Spring  <p>Gandolfi: Themes from a Midsummer Night  <p><br />",Germantown Performing Arts Centre,Germantown,02/26/2011,http://www.livefrommemphis.com/images/eventlist/venues/germantownperformingartscentreicon_1233604282.gif,TN,1801 Exeter Rd.,02/26/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/16-art-museum-of-the-university-of-memphis,U of M's 28th Annual Juried Student Exhibition,38152,http://www.livefrommemphis.com/memphiscalendar/details/4977-u-of-ms-28th-annual-juried-student-exhibition,,"Don Gregorio Antón Will Judge U of M's 28th Annual Juried Student Exhibition  <p>For press information, contact     ' );  document.write( addy_text42043 );  document.write( '' );  //-->    ' );  //-->  This e-mail address is being protected from spambots. You need JavaScript enabled to view it    ' );  //-->  (901) 678-4164  <p>The 28th Annual Juried Student Exhibition opens at the Art Museum of  the University of Memphis on February 12, 2011. Judge for the 2011  exhibition, which features work in all media from University of Memphis  art students, is Don Gregorio Antón, Chicano artist and professor of  photography at Humboldt State University in Arcata, California. The  opening reception is on Friday, February 11 is from 5 to 7:30 p.m.  Awards will be announced at 6 p.m. <br />Antón will give a lecture at the U  of M on Friday, January 28, time and location TBA. The exhibition runs  through March 12, 2011.  <p>MORE INFO: http://www.memphis.edu/ccfa/releases/fall10/juriedstudent.php",Art Museum of the University of Memphis,Memphis,01/14/2011,http://www.livefrommemphis.com/images/eventlist/venues/amum_1232990295.jpg,TN,3750 Norriswood,03/12/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/8-brooksmuseumofart,Brooks Museum: Pay What You Can Wednesdays,38104,http://www.livefrommemphis.com/memphiscalendar/details/5093-brooks-museum-pay-what-you-can-wednesdays,10.00.am  - 04.00.pm,"<p>  <p>  <p>Pay What You Can Wednesdays    <p>Presented by Target  <p>On Wednesdays, you set your own admission fee! From  a penny to any dollar amount, you decide what you pay.  This offer  excludes group tours of 10 or more. To book your group visit call (901)  544.6215.  <p>EXHIBITS",Brooks Museum of Art,Memphis,03/09/2011,http://www.livefrommemphis.com/images/eventlist/venues/brooks_1231924609.jpg,TN,1934 Poplar Avenue,03/09/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/8-brooksmuseumofart,Brooks Museum: Pay What You Can Wednesdays,38104,http://www.livefrommemphis.com/memphiscalendar/details/5109-brooks-museum-pay-what-you-can-wednesdays,10.00.am  - 04.00.pm,"<p>  <p>  <p>Pay What You Can Wednesdays    <p>Presented by Target  <p>On Wednesdays, you set your own admission fee! From  a penny to any dollar amount, you decide what you pay.  This offer  excludes group tours of 10 or more. To book your group visit call (901)  544.6215.  <p>EXHIBITS",Brooks Museum of Art,Memphis,03/16/2011,http://www.livefrommemphis.com/images/eventlist/venues/brooks_1231924609.jpg,TN,1934 Poplar Avenue,03/16/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/8-brooksmuseumofart,Brooks Museum: Pay What You Can Wednesdays,38104,http://www.livefrommemphis.com/memphiscalendar/details/5112-brooks-museum-pay-what-you-can-wednesdays,10.00.am  - 04.00.pm,"<p>  <p>  <p>Pay What You Can Wednesdays    <p>Presented by Target  <p>On Wednesdays, you set your own admission fee! From  a penny to any dollar amount, you decide what you pay.  This offer  excludes group tours of 10 or more. To book your group visit call (901)  544.6215.  <p>EXHIBITS",Brooks Museum of Art,Memphis,03/23/2011,http://www.livefrommemphis.com/images/eventlist/venues/brooks_1231924609.jpg,TN,1934 Poplar Avenue,03/23/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/29-germantown-performing-arts-centre,The Second City,38138,http://www.livefrommemphis.com/memphiscalendar/details/5092-the-second-city,08.00.pm,"<p>  <p>Tickets  <p>This hilarious sketch comedy troupe has been a launch pad  for five decades of comedy's greatest stars, from Alan Arkin and John  Belushi to Tina Fey and Stephen Colbert.  Join GPAC for a side-splitting  evening, as The Second City celebrates 50 years of making us laugh.  <p>   <p>Show Sponsor:    <p>   <p>Series Sponsor: ",Germantown Performing Arts Centre,Germantown,03/04/2011,http://www.livefrommemphis.com/images/eventlist/venues/germantownperformingartscentreicon_1233604282.gif,TN,1801 Exeter Rd.,03/04/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/84-theatre-works,Freak Engine,38104,http://www.livefrommemphis.com/memphiscalendar/details/5082-freak-engine,12.00.am,<p>Memphis' longest running improv show featuring comedy and performance art.  <p>memphisfreakengine.com,Theatre Works,Memphis,03/07/2011,http://www.livefrommemphis.com/images/eventlist/venues/theatre_works_1244218716.jpg,TN,2085 Monroe Ave.,03/07/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/37-five-in-one,VINI Social Club,38104,http://www.livefrommemphis.com/memphiscalendar/details/5081-vini-social-club,06.00.pm  - 10.00.pm,"<p>Social Club is a place to meet people who make things. It’s not just a place for art, it’s also a place for craft, a place for community. It’s for anyone who wants to make things and for one who wants to teach others how to make things. We operate on a contribution basis. While we always put monetary donations to good use, we appreciate your supplies, time, skills and ideas. Come over Monday, we'd love to see you.",Five in One,Memphis,03/07/2011,"http://www.livefrommemphis.com/images/eventlist/venues/fiveinoneicon_1234378385.jpg, http://www.livefrommemphis.com/images/eventlist/events/socialclub_1255757492.jpg",TN,423 N. Watkins,03/07/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/37-five-in-one,VINI Social Club,38104,http://www.livefrommemphis.com/memphiscalendar/details/5107-vini-social-club,06.00.pm  - 10.00.pm,"<p>Social Club is a place to meet people who make things. It’s not just a place for art, it’s also a place for craft, a place for community. It’s for anyone who wants to make things and for one who wants to teach others how to make things. We operate on a contribution basis. While we always put monetary donations to good use, we appreciate your supplies, time, skills and ideas. Come over Monday, we'd love to see you.",Five in One,Memphis,03/14/2011,"http://www.livefrommemphis.com/images/eventlist/venues/fiveinoneicon_1234378385.jpg, http://www.livefrommemphis.com/images/eventlist/events/socialclub_1255757492.jpg",TN,423 N. Watkins,03/14/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/37-five-in-one,VINI Social Club,38104,http://www.livefrommemphis.com/memphiscalendar/details/5110-vini-social-club,06.00.pm  - 10.00.pm,"<p>Social Club is a place to meet people who make things. It’s not just a place for art, it’s also a place for craft, a place for community. It’s for anyone who wants to make things and for one who wants to teach others how to make things. We operate on a contribution basis. While we always put monetary donations to good use, we appreciate your supplies, time, skills and ideas. Come over Monday, we'd love to see you.",Five in One,Memphis,03/21/2011,"http://www.livefrommemphis.com/images/eventlist/events/socialclub_1255757492.jpg, http://www.livefrommemphis.com/images/eventlist/venues/fiveinoneicon_1234378385.jpg",TN,423 N. Watkins,03/21/2011
,2011 Indie Acting Classes,,http://www.livefrommemphis.com/memphiscalendar/details/5096-2011-indie-acting-classes,,"<p><br /><br />if  you TRULY want to improve your chances the next time you are in the  casting room, Here is your chance. Come master the art of acting and  auditioning for the camera and get the confidence you need at INDIE  ACTING... STUDIO!<br /><br />In this class you will learn <br />► How to make strong choices that casting directors will remember<br />► Casting room etiquette &amp; Auditioning techniques<br />► Learn how to be truly conifident and shake that nerious feeling <br />► Enhance your ability to make on the spot changes by doing it different <br /><br />Indie Acting  Studio Classes are the MOST AFFORDABLE in town, ONLY $15 per class  …Classes start at 6:30 pm and end at 10:30 pm (4 hours)- must be 17 or  older. <br /><br /><br />WHERE: 7715 US Highway 70, Bartlett TN, 38133 <br />(visit our website for an updated map)<br />WHEN: Classes held MONDAY evening from 6:30-10:30 pm <br />WEBSITE: http://www.indieacting.2ya.com/",,,02/28/2011,,,,02/28/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/176-university-theatre-cbu,Freedom Riders: Documentary Screening and Discussion,38104,http://www.livefrommemphis.com/memphiscalendar/details/4950-freedom-riders-documentary-screening-and-discussion,07.00.pm  - 09.00.pm,"<p>Freedom Riders: Documentary Screening and Discussion<br />Thursday, March 3, 2011, 7 p.m. to 9 p.m.<br />University Theater<br />Christian Brothers University<br />650 E Parkway South<br />A one-hour preview of the upcoming PBS film and Q&amp;A with Ernest “Rip” Patton, Jr., who took part in the May 1961 Greyhound Freedom Ride. Free and open to the public. For more info: Michele Phillips (901) 452-1776 or     ' );  document.write( addy67169 );  document.write( '' );  //-->    ' );  //-->  This e-mail address is being protected from spambots. You need JavaScript enabled to view it    ' );  //-->  .<br /><br />","University Theatre, CBU",Memphis,03/03/2011,,TN,650 E Parkway South,03/03/2011
,2011 Indie Acting Classes,,http://www.livefrommemphis.com/memphiscalendar/details/5097-2011-indie-acting-classes,,"<p><br /><br />if  you TRULY want to improve your chances the next time you are in the  casting room, Here is your chance. Come master the art of acting and  auditioning for the camera and get the confidence you need at INDIE  ACTING... STUDIO!<br /><br />In this class you will learn <br />► How to make strong choices that casting directors will remember<br />► Casting room etiquette &amp; Auditioning techniques<br />► Learn how to be truly conifident and shake that nerious feeling <br />► Enhance your ability to make on the spot changes by doing it different <br /><br />Indie Acting  Studio Classes are the MOST AFFORDABLE in town, ONLY $15 per class  …Classes start at 6:30 pm and end at 10:30 pm (4 hours)- must be 17 or  older. <br /><br /><br />WHERE: 7715 US Highway 70, Bartlett TN, 38133 <br />(visit our website for an updated map)<br />WHEN: Classes held MONDAY evening from 6:30-10:30 pm <br />WEBSITE: http://www.indieacting.2ya.com/",,,03/07/2011,,,,03/07/2011
,2011 Indie Acting Classes,,http://www.livefrommemphis.com/memphiscalendar/details/5108-2011-indie-acting-classes,,"<p><br /><br />if  you TRULY want to improve your chances the next time you are in the  casting room, Here is your chance. Come master the art of acting and  auditioning for the camera and get the confidence you need at INDIE  ACTING... STUDIO!<br /><br />In this class you will learn <br />► How to make strong choices that casting directors will remember<br />► Casting room etiquette &amp; Auditioning techniques<br />► Learn how to be truly conifident and shake that nerious feeling <br />► Enhance your ability to make on the spot changes by doing it different <br /><br />Indie Acting  Studio Classes are the MOST AFFORDABLE in town, ONLY $15 per class  …Classes start at 6:30 pm and end at 10:30 pm (4 hours)- must be 17 or  older. <br /><br /><br />WHERE: 7715 US Highway 70, Bartlett TN, 38133 <br />(visit our website for an updated map)<br />WHEN: Classes held MONDAY evening from 6:30-10:30 pm <br />WEBSITE: http://www.indieacting.2ya.com/",,,03/14/2011,,,,03/14/2011
,2011 Indie Acting Classes,,http://www.livefrommemphis.com/memphiscalendar/details/5111-2011-indie-acting-classes,,"<p><br /><br />if  you TRULY want to improve your chances the next time you are in the  casting room, Here is your chance. Come master the art of acting and  auditioning for the camera and get the confidence you need at INDIE  ACTING... STUDIO!<br /><br />In this class you will learn <br />► How to make strong choices that casting directors will remember<br />► Casting room etiquette &amp; Auditioning techniques<br />► Learn how to be truly conifident and shake that nerious feeling <br />► Enhance your ability to make on the spot changes by doing it different <br /><br />Indie Acting  Studio Classes are the MOST AFFORDABLE in town, ONLY $15 per class  …Classes start at 6:30 pm and end at 10:30 pm (4 hours)- must be 17 or  older. <br /><br /><br />WHERE: 7715 US Highway 70, Bartlett TN, 38133 <br />(visit our website for an updated map)<br />WHEN: Classes held MONDAY evening from 6:30-10:30 pm <br />WEBSITE: http://www.indieacting.2ya.com/",,,03/21/2011,,,,03/21/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/1-hi-tone-cafe,Obits w/ Jaill &amp; People's Temple,38104,http://www.livefrommemphis.com/memphiscalendar/details/5127-obits-w-jaill-a-peoples-temple,10.00.pm,"<p>  <p>   <p>Obits<br /> http://www.myspace.com/obitsband<br /> <br /> Delivering taut, straightforward rock &amp; roll with sharply interwoven  guitar lines, muscular rhythms, and a melodic sense that splits the  difference between indie rock and garage-influenced punk, Brooklyn, NY's  the Obits are a band with an impressive pedigree -- guitarist and  vocalist Rick Froberg was previously a member of Drive Like Jehu and Hot  Snakes, while fellow guitarist and singer Sohrab Habibion is a veteran  of Washington, D.C., indie rockers Edsel. After the breakup of Hot  Snakes in 2005, Froberg moved from California to Brooklyn, and in 2006  he began writing new material and rehearsing with Habibion and drummer  Scott Gursky (also a member of Shortstack). While the trio was initially  considering adding a third guitar player, the arrival of bassist Greg  Simpson gave the band's the power and solid bottom end they'd been  needing, and the group's lineup was complete.<br /> <br /> In early 2008, the Obits made their public debut at the Cake Shop, a  club on New York's Lower East Side; the show was packed with fans eager  to hear Froberg and Habibion's latest project, and one of them managed  to record the set, posting a lo-fi bootleg of the show on the Internet.  The Obits stole back two songs from the live tape and made them  available on their /MySpace page, and soon the band was gaining serious  buzz from indie rock fans who heard either part or all of the debut  concert. Chris Jacobs, an A&amp;R man at Sub Pop Records and a big fan  of Froberg's previous work, was impressed enough with the live bootleg  that the Obits were invited to play Sub Pop's 20th anniversary festival  in Seattle in the summer of 2008, and it wasn't long before the Obits  signed a deal with the label. To satisfy their growing fan following,  the Obits released a single, ""One Cross Apiece"" b/w ""Put It in Writing,""  on their own Stint Records label in late 2008, and their first  full-length effort, I Blame You, was released by Sub Pop in March 2009<br /> <br /> Jaill<br /> http://www.myspace.com/jaill<br /> Vincent Kircher, Austin Dutmer, Andrew Harris and Ryan Adams are a  somewhat sneaky, rarely sleazy group of guys from Milwaukee, Wisconsin.  Together, they are Jaill, a self-described psych-pop combo who play with  undeniable guts. Jaill rocks enough to let the guys feel tough and  still make the girls shake their asses till there’s sweat on their  ankles. They’ll make your heart shake its ass a little, too.<br /> <br /> Long-time friends and musical partners, Kircher and Dutmer started the  band back in 2002. It was a continuation of what they’d already been  busy at for years: try some speed, smoke some weed, and record albums  and albums worth of material destined only for the collections of  friends. Dutmer remembers working on an album in Kircher’s spare bedroom  for months. “It’s listed as ‘sold out’ on our website but we only made  like 25 burned CDs and gave them away.”<br /> <br /> The two had struck on a winning formula: up-tempo, guitar-driven  twang-twee with punk attitude courtesy of Kircher’s deeply wry lyrics,  disarmingly cheerful at surface level. But, dive into the lyrics and  things get weird. Jaill hooks the ears with insistent, upbeat pop and  twanged-up garage elements which grow deliciously darker with further  investigation. It’s confusion in a major key. The band went through  several lineups trying to bring the recordings to the stage. Bassist  Andrew Harris recalls feeling nervous about being Jaill’s fourth bass  player, but Kircher clarifies: “It’s like eating a box of chocolates  with cavities in every tooth. You’re gonna spit every one out until you  find the perfect one. Then you’ll just deal with the pain.” The 2006  addition of Harris was the perfect complement to Dutmer’s Animal-esque  drumming, and with his walking bass and deep-knee bends, the band’s  backbone was formed, solid and bold.<br /> <br /> In early 2009, the band released There’s No Sky (Oh My My), a 12-song LP  (at just over 30 minutes) that is irresistibly catchy, moving, dirty,  sarcastic, and new. “We felt a real love for the album when it was  finished. So, as best we could, we decided to promote it, tour behind  it, send it off to labels and radio stations, bloggers… see what might  happen, if anything,” explains Kircher. Recorded nervously in the leaky  basement of an old funeral home, with overdubs finished over a year’s  time at home, There’s No Sky caught the attention of Sub Pop, with  stand-out tracks like “Always Wrong” and “Beggar Sincere.” Recalling the  glory of ’90s lo-fi pop, these songs possess a sinewy tension honed  from years of basement shows and a palpable, gritty rock sense born of  enduring the cold, cold Midwest winter months, day in and day out.<br /> <br /> During the touring behind There’s No Sky, guitarist and habitual  sleeper/flirter Ryan Adams joined the band. A guest performer on the  record, he was ready to learn the songs on the fly, and become the most  nicknamed, beaten-down little brother of a band member to date. Adams’  solid guitar work complements Kircher’s sloppy, almost out of control  approach and, added bonus: his gift at singing harmonies was immediately  appreciated by all. On an October 2009 trip out to the west coast, Sub  Pop representatives were in attendance at a Monday night show in  Seattle. Familiar with There’s No Sky and on the prowl for fresh meat,  they invited the band to the office in the morning. The band brought  donuts, Sub Pop countered with pizza. By Thanksgiving, Jaill was signed  to the label.<br /> <br /> While Jaill’s new album, That’s How We Burn, arrives on July 27, 2010  bearing the proud endorsement of their new label home, the Milwaukee  band has changed little in their creative tactics. Recorded at his  Mystery Room studio with Justin Perkins, the album finds Jaill wrapping  its head and arms more solidly around a sound they’ve been building up  for nearly a decade. Their ‘Sconnie sensibilities lend to a laid-back  but creatively effortless brand of pop that is now making waves outside  the environs of Lake Michigan. Their work ethic and energy in the studio  spill into these new songs; bright guitars and amped-up pop energy  skipping like a stone over Kircher’s dense lyrics, only to sink into  momentary mellow moments. Speeding up, then slowing down, always riding  along nicely on its own natural momentum, That’s How We Burn is sure to  make the girls freak, the guys geek, and all the lovers weak in the  knees.",Hi-Tone Cafe,Memphis,03/14/2011,http://www.livefrommemphis.com/images/eventlist/venues/hitone_1231525987.jpg,TN,1913 Poplar Ave.,03/14/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/1-hi-tone-cafe,"Howl, Atlas Moth, Wolvhammer, Galaxicon",38104,http://www.livefrommemphis.com/memphiscalendar/details/5128-howl-atlas-moth-wolvhammer-galaxicon,09.00.pm,<p>Howl Music @ http://www.myspace.com/howlheavymetal<br /> <br /> Atlas Moth Music @ http://www.myspace.com/theatlasmothband,Hi-Tone Cafe,Memphis,03/15/2011,http://www.livefrommemphis.com/images/eventlist/venues/hitone_1231525987.jpg,TN,1913 Poplar Ave.,03/15/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/24-young-avenue-deli,Kink Ador,38014,http://www.livefrommemphis.com/memphiscalendar/details/5159-kink-ador,09.00.pm,"<p>  <p>Kink Ador  <p>www.kinkador.com  <p><br />Meet  Kink Ador, your go-to soundtrack for good times!  Kink Ador paints the  stage with an almost primal party vibe driven by funky bass-lines  reminiscent of The Police, tight and often tribal drum beats, and energy  driven, dysfunctional guitar.  Sharon Koltick's quirky vocals and  on-stage antics take the audience on a sexy ride, with tasteful nods to  Siouxie Sioux and Karen O.  Just when you think the party can't get any  hotter, the band members swap their instruments for three-part horn  solos that will take you to the edge of the jam and back.  Kink Ador has  been touring the Northeast, Southeast, and Midwest since 2009 including  Milwaukee's Summerfest 2009.  They have since boasted three Film  Festival Awards for their music video ""Animal,"" been recently awarded a  featured spot on the Fuse On Demand Music Channel, and most recently  boasted a nomination for ""Best Band of the Year"" by The Deli Nashville  music blog.",Young Avenue Deli,Memphis,03/15/2011,http://www.livefrommemphis.com/images/eventlist/venues/youngavenuedeliicon_1233602139.jpg,TN,2119 Young Ave.,03/15/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/1-hi-tone-cafe,The Independents w/ Chinamen,38104,http://www.livefrommemphis.com/memphiscalendar/details/5150-the-independents-w-chinamen,09.00.pm,"<p>  <p>The Independents is a punk rock band from South Carolina, USA.<br /> The Independents Music @ http://www.last.fm/music/The+Independents<br /> <br /> The Independents were founded in 1993 by Evil Presly and Willy B. In  1996 they released their debut album ""In for the Kill"". Due to a low  print the album has since become extremely rare, with new copies of it  going for over $100.[1]<br /> <br /> From their beginning the band was championed by Joey Ramone of the  Ramones. In 1997 Joey served as executive producer on their EP  ""Stalker"". That summer they also played dates on the Warped Tour.[2]<br /> <br /> Joey would manage the band until his death in 2001.[3] The bands 2002  album Back from the Grave, was produced by Joey and Ramones producer  Daniel Rey.[4][5]<br /> <br /> In 2003 the band covered the song ""The Sword of Damocles"" for The Rocky  Horror Punk Rock Show, a punk rock compilation album of songs from The  Rocky Horror Picture Show.<br /> <br /> In 2004, the band was involved in a serious van crash in England while  touring with The Dangerfields. Willy B, who was riding in front, broke  his arm in several places and the remaining dates were canceled.[6]<br /> <br /> The Independents released the album ""Do It Again"" in 2008. Leading up to  the albums release they went on a fall tour with The Queers.  <p>BUY TICKETS  <p>$8 - $10",Hi-Tone Cafe,Memphis,03/16/2011,http://www.livefrommemphis.com/images/eventlist/venues/hitone_1231525987.jpg,TN,1913 Poplar Ave.,03/16/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/1-hi-tone-cafe,Marshall Crenshaw w/ Richard James &amp; The Special Riders,38104,http://www.livefrommemphis.com/memphiscalendar/details/5151-marshall-crenshaw-w-richard-james-a-the-special-riders,09.00.pm,"<p>  <p>   <p>Marshall Crenshaw (born November 11, 1953) is an American singer,  songwriter and guitarist known for his well-crafted songwriting and  eclectic musical career.<br /> <br /> Born in Detroit, Michigan, he grew up in the northern suburb of Berkley,  Michigan. Marshall graduated from Berkley High School in June 1971.  Crenshaw began playing guitar at age ten. From 1968 to 1973 he led the  band Astigafa (an acronym for ""a splendid time is guaranteed for all"", a  lyric from The Beatles' ""Being For The Benefit of Mr. Kite""). He got  his first break playing John Lennon in the off-Broadway touring company  of the musical Beatlemania.[1]<br /> <br /> While in New York, he recorded a single, ""Something's Gonna Happen"", for  Alan Betrock's Shake Records, after which he was signed to Warner Bros.  Records. Retro rocker Robert Gordon took Crenshaw's ""Someday, Someway""  to #76 in 1981, and Crenshaw's own version made #36 the next year; it  would be his only Billboard Top 40 'Pop' hit. On the Cash Box magazine  chart the song did even better, reaching #31.<br /> <br /> Throughout the rest of the decade Marshall enjoyed considerable airplay  on AOR (Album-Oriented Rock) stations nationwide with many tracks and  became very well known in his native Michigan. Spongetones member Jamie  Hoover lists ""Someday, Someway"" as one of his 10 favorite songs of all  time.[2]<br /> <br /> Crenshaw's eponymous first album, which included the nationwide hit  ""Someday, Someway,"" was acclaimed as a pop masterpiece upon release,  proving him a first-rate songwriter, singer and guitarist. His second  album, Field Day, released in early 1983 sported a somewhat heavier  sound, as evidenced on ""Whenever You're On My Mind,"" that displeased  some listeners, but which is regarded by many critics as Crenshaw's  best,[3] and one of the classic power pop statements, although  Crenshaw's work, like Alex Chilton's, transcends the genre. ""Some of the  stuff I've done you could call power pop,"" he told an interviewer, ""but  the term does have sort of a dodgy connotation.""<br /> <br /> Marshall Crenshaw's music has roots in classic soul music, British  Invasion songcraft, Burt Bacharach and Buddy Holly—to whom Crenshaw was  often compared in the early days of his career, and whom he portrayed in  the 1987 film La Bamba.<br /> <br /> In 1989, he compiled a collection of Capitol Records country performers  of the 1950s and '60s called Hillbilly Music...Thank God, Vol. 1, which  was extremely well-received.<br /> <br /> In 1993, he made an appearance in the cult TV show The Adventures of  Pete and Pete, in the role of a guitar-playing meter reader, and in  1994, he published a book, Hollywood Rock: A Guide to Rock 'n' Roll in  the Movies.<br /> <br /> He continued to record in the 1990s and 2000s, and, in 1999, released the critically acclaimed #447.[3][4][1]<br /> <br /> In the 2000s, Crenshaw played guitar as a special guest with the reunited members of the MC5.<br /> <br /> Crenshaw penned the title track from the 2007 film Walk Hard[1] starring  John C. Reilly; the song, as sung by Reilly, was nominated for a Golden  Globe Award for Best Original Song.[5]<br /> <br /> Crenshaw's latest release, Jaggedland, was released in June 2009 on his new record label 429 Records.<br /> <br /> Crenshaw is also a noted guitarist who uses offbeat chord progressions (almost verging towards jazz) and tight leads.<br /> <br /> An entertaining anecdote about his early career: Being of short stature,  Crenshaw refused to hire musicians for his bands who were taller than  he.  <p>BUY TICKETS  <p>$12 - $15",Hi-Tone Cafe,Memphis,03/18/2011,http://www.livefrommemphis.com/images/eventlist/venues/hitone_1231525987.jpg,TN,1913 Poplar Ave.,03/18/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/24-young-avenue-deli,ROYAL'T TOPMC PRESENTS: 90'S HIP HOP RELOADED SHOW AND AFTER,38014,http://www.livefrommemphis.com/memphiscalendar/details/5160-royalt-topmc-presents-90s-hip-hop-reloaded-show-and-after,09.00.pm,<p>,Young Avenue Deli,Memphis,03/18/2011,http://www.livefrommemphis.com/images/eventlist/venues/youngavenuedeliicon_1233602139.jpg,TN,2119 Young Ave.,03/18/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/1-hi-tone-cafe,Glorie Record Release w/ Vending Machine &amp; 3D Acid Glasses,38104,http://www.livefrommemphis.com/memphiscalendar/details/5152-glorie-record-release-w-vending-machine-a-3d-acid-glasses,09.00.pm,Free Glorie CD w/ Paid Admission  <p>  <p>Glorie Music @ http://www.myspace.com/glorierock  <p>BUY TICKETS  <p>$8,Hi-Tone Cafe,Memphis,03/19/2011,http://www.livefrommemphis.com/images/eventlist/venues/hitone_1231525987.jpg,TN,1913 Poplar Ave.,03/19/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/24-young-avenue-deli,Yeti Farmers,38014,http://www.livefrommemphis.com/memphiscalendar/details/5161-yeti-farmers,09.00.pm,<p>MYSPACE,Young Avenue Deli,Memphis,03/19/2011,http://www.livefrommemphis.com/images/eventlist/venues/youngavenuedeliicon_1233602139.jpg,TN,2119 Young Ave.,03/19/2011
