startDate,parkName,fullAddress,startHour,endDate,image,endHour,phone,title,moreInfo,desc
03/13/2011,,,02:00 PM,03/13/2011,,04:15 PM,,House Tours,http://nysparks.state.ny.us/events/event.aspx?e=8-3031.0,"Family Adventures: Tours of the South Side Sportsmen's Club Main House. 1:00 - 3:30. $4.00 per adult,$3.00 per child."
03/16/2011,,,10:00 AM,03/16/2011,,01:30 PM,,Winter Trek: St. Helena Valley,http://nysparks.state.ny.us/events/event.aspx?e=79-2991.0,"These 10 am hikes are for those who wish the thrill of a more demanding nature walk over hill and dale and often in the remote reaches of Letchworth State Park. Bring a lunch and be prepared for the weather during the several hours outing.<BR><BR>St. Helena Valley – East:&nbsp; Hike a loop across several ravines on the eastern slope above the former village site </P>  <P>Meet at junction of Oakland and River Roads. Bring a lunch. (3 ½ hours, 2 ½ miles) </P>  <P>&nbsp;"
03/16/2011,,,,03/16/2011,,,,Spring Lecture Series: Elizabeth Cady Stanton's Roots,http://nysparks.state.ny.us/events/event.aspx?e=27-2893.0,"The route of the Erie Canal was a hot bed for social and political change throughout the 19th century which included the Women's Rights Movement getting started in Seneca Falls, only a stone throw away from the Erie Canal. Noel Levee of the Johnstown Historical Society will explore Elizabeth Cady Stanton's early years in Johnstown and how her thoughts were shaped for the future.&nbsp;Fee $3.00 adults, $2.00 seniors, $1.00 children under 16. At the Visitor Center.</P>  <P>"
03/17/2011,,,10:00 AM,03/17/2011,,11:00 AM,,Spinning in Space,http://nysparks.state.ny.us/events/event.aspx?e=124-3015.0,Tiny Tots: Ages 3 - 5. 10:00 - 11:00 am. $3.00 per child.
03/17/2011,,,10:00 AM,03/17/2011,,11:00 AM,,Spinning in Space,http://nysparks.state.ny.us/events/event.aspx?e=9-3015.0,Tiny Tots: Ages 3 - 5. 10:00 - 11:00 am. $3.00 per child.
03/17/2011,,,,03/17/2011,,,,Lunch and Learn Series in March: The Irish Built the Erie Canal (or did they),http://nysparks.state.ny.us/events/event.aspx?e=27-2896.0,Donation requested $1.00. Bring your own bag lunch. Drinks and dessert will be provided.
03/18/2011,,,,03/18/2011,,,,Hike of the Month: Lakeville Iron Trail at Night,http://nysparks.state.ny.us/events/event.aspx?e=74-2883.0,"Join Park Environmental Educator Doc Bayne for a night walk on the same trails and roads miners historically walked to get to work. Are their spirits still in Lakeville? Come and see for yourself. Bring a candle lantern if you can; flashlights will not be used on the hike. The program will last approximately two hours. (Easy 1.5 mile walk) (This hike has been a terrific attraction and filled to overflow every time we announce it, so if you have gone before please allow new people the experience.)"
03/19/2011,,,09:00 AM,03/19/2011,,11:00 AM,,Saturday Guided Bird Walk,http://nysparks.state.ny.us/events/event.aspx?e=16-2789.0,"These grounds are some of the best for bird watching in our area, representing a variety of waterfront, parkland and forested habitats. </P>  <P>Love this event? Check out the monthly Saturday Bird Walk Series programs held one Saturday morning of every month during the spring, summer and fall: <BR><A href=""http://www.nysparks.com/events/event-results.aspx?hs=16"">May 14, June 18, July 16, August 20, September 10, October 8</A></P>  <P><BR>&nbsp;"
03/19/2011,,,09:00 AM,03/19/2011,,05:00 PM,,Basket Weaving Workshop,http://nysparks.state.ny.us/events/event.aspx?e=30-2918.0,The lovely and talented Beverly Cornelius returns to Crailo to lead another great weaving workshop! This time students will be making a tote basket with handles. The workshop will be all day and is $75 for non-members or $65 for members of the Friends of Fort Crailo (includes materials fee). <BR><BR>This workshop is limited to 10 participants so call Crailo to reserve your spot today!
03/19/2011,,,10:00 AM,03/19/2011,,11:30 PM,,Spring Nature Quest,http://nysparks.state.ny.us/events/event.aspx?e=124-3016.0,"Family Adventures: We have plotted a new""Scavenger Hunt Course"" for you and your family to follow at your own pace. You will be supplied with a clear detailed map of the course, a ""Seeker's List"", clipboard and pencil. You will have about 11.2 hours to hunt for the fascinating and silly objects on our list. At the end of the program, we will be happy to go over what you found and didn't find (perhaps even give you a hint if you want to try again). NorthSide. 10:00 - 11:30 am. $4.00 per adult, $3.00 per child."
03/19/2011,,,10:00 AM,03/19/2011,,11:30 PM,,Spring Nature Quest,http://nysparks.state.ny.us/events/event.aspx?e=9-3016.0,"Family Adventures: We have plotted a new""Scavenger Hunt Course"" for you and your family to follow at your own pace. You will be supplied with a clear detailed map of the course, a ""Seeker's List"", clipboard and pencil. You will have about 11.2 hours to hunt for the fascinating and silly objects on our list. At the end of the program, we will be happy to go over what you found and didn't find (perhaps even give you a hint if you want to try again). NorthSide. 10:00 - 11:30 am. $4.00 per adult, $3.00 per child."
03/19/2011,,,10:00 AM,03/19/2011,,12:00 PM,,Backyard Maple Sugaring,http://nysparks.state.ny.us/events/event.aspx?e=53-2927.0,"Meets at Park Office -- Celebrate Spring being right around the corner with some sweetness of the season! Brief video, demonstration of syruping, and sampling of syrup for all! $2/person, $5/family."
03/19/2011,,,10:00 AM,03/19/2011,,12:00 PM,,Winter Nature Walks: Search for Hidden Creatures,http://nysparks.state.ny.us/events/event.aspx?e=79-2981.0,"These family walks search out the nature lore of the winter season as we examine trees, winter weeds and fungi and discover animal signs and tracks. (""In person"" track makers are always a possibility.) For all of the hikes, it is suggested you dress for the weather. If snow gets ""knee deep"", you may find it helpful to also bring your own snowshoes. (We will have a few snowshoes that may be borrowed.)<BR><BR>Search for Hidden Creatures, Come&nbsp;explore the world of insect ecology and discover signs of insects at work. Find mysterious plant galls and study insect feeding behaviors.&nbsp;<BR><BR>Meet at Perry Entrance Gate. May car pool. Bring a lunch. (3 hours, 2 miles) </P>  <P><BR>&nbsp;</P>  <P><BR>&nbsp;"
03/19/2011,,,,03/19/2011,,,,Seal Walks,http://nysparks.state.ny.us/events/event.aspx?e=61-2765.0,A State Park naturalist will lead visitors on a 2-3 hour leisurely beach walk to an area where up to four species of seals can be observed. $5 for Adults;$3 Children under 18.
03/19/2011,,,02:00 PM,03/19/2011,,04:00 PM,,Maple Sugaring 101,http://nysparks.state.ny.us/events/event.aspx?e=91-2783.0,It's that time of year again! Maple sugaring time that is! Park naturalists will give an indoor presentation about the maple sugaring process. An outdoor hands-on informal presentation will follow. Learn how to tap a tree and see the sap turn into syrup. For information and registration please call.
03/19/2011,,,03:00 PM,03/19/2011,,03:00 PM,,Family Scavenger Hunt,http://nysparks.state.ny.us/events/event.aspx?e=8-3032.0,"Family Adventures: Search together as a team with your family for fun items on our scavenger hunt list. All ages will enjoy using their 5 senses to find fun things that nature hides in plain sight everyday. 2:00 - 3:30 pm. $4.00 per adult, $3.00 per child."
03/19/2011,,,04:00 PM,03/19/2011,,07:00 PM,,"A Book Signing, Benefit Event with Margaret Roach",http://nysparks.state.ny.us/events/event.aspx?e=83-2912.0,"Help Friends of Taconic State Park Raise the Ironworks Roof&nbsp;&nbsp;<BR><BR>A book reading and signing by Copake Falls friend and neighbor Margaret Roach, former editorial director of Martha Stewart Omnimedia. Margaret's new memoir, ""And I Shall Have Some Peace There...Trading in the Fast Lane for My Own Dirt Road,"" is about her decision to&nbsp; leave New York City and live full-time in her Copake Falls country home. I<BR><BR>n addition to the reading and book signing, Margaret will present a slide show on the 365 day garden illustrated with photos of her renowned garden. Wine and hors d'oeuvres to follow! Tickets at <A href=""http://ironworks.eventbrite.com/"">http://ironworks.eventbrite.com/</A> <BR><BR>All proceeds, including a portion of each book sale, to Benefit Friends of Taconic State Park's effort to protect the historic Copake Iron Works furnace. Work will begin in spring, made possible in part with event funds.</P>  <P><BR>&nbsp;"
03/19/2011,,,04:00 PM,03/19/2011,,07:00 PM,,"A Book Signing, Benefit Event with Margaret Roach",http://nysparks.state.ny.us/events/event.aspx?e=141-2913.0,"Help Friends of Taconic State Park Raise the Ironworks Roof <BR><BR>A book reading and signing by Copake Falls friend and neighbor Margaret Roach, former editorial director of Martha Stewart Omnimedia. Margaret's new memoir, ""And I Shall Have Some Peace There...Trading in the Fast Lane for My Own Dirt Road,"" is about her decision to leave New York City and live full-time in her Copake Falls country home. <BR><BR>In addition to the reading and book signing, Margaret will present a slide show on the 365 day garden illustrated with photos of her renowned garden. Wine and hors d'oeuvres to follow! Tickets at <A href=""http://ironworks.eventbrite.com/"">http://ironworks.eventbrite.com/</A><BR><BR>All proceeds, including a portion of each book sale, to Benefit Friends of Taconic State Park's effort to protect the historic Copake Iron Works furnace. Work will begin in spring, made possible in part with event funds.</P>  <P><BR>&nbsp;"
03/19/2011,,,06:00 PM,03/19/2011,,09:00 PM,,Full Moon Waterfalls Walk,http://nysparks.state.ny.us/events/event.aspx?e=79-2983.0,Visit the Middle and Upper Falls as they are rescued from winter's clutches by the melting shadows of the evening sky. Bring a flashlight. </P>  <P>Meet at Inspiration Point.</P>  <P>&nbsp;
03/20/2011,,,,03/20/2011,,,,First Day of Spring Walk,http://nysparks.state.ny.us/events/event.aspx?e=23-2773.0,Celebrate the first day of spring (and the Vernal Equinox) by getting outside for a little fresh air. Pre-registration required by 4PM the Thursday preceding. Dress for the weather and meet in front of the Visitor Center.
03/20/2011,,,10:00 AM,03/20/2011,,01:00 PM,,Equinox Signs of Spring Walk,http://nysparks.state.ny.us/events/event.aspx?e=79-2984.0,"&nbsp;General nature walk will explore different areas of the park in search of vernal greetings. </P>  <P>Meet at Mount Morris Entrance Gate. May car pool. (3 hours, 2 miles) </P>  <P>&nbsp;"
03/20/2011,,,10:00 AM,03/20/2011,,03:00 PM,,Fly Fishing Course - Session 1,http://nysparks.state.ny.us/events/event.aspx?e=59-2836.0,"Overview: <BR>Course introduction, Rods, Reels, and Tackle Line,&nbsp;&nbsp;<BR>Lunch (bring a bag lunch)- <BR>Introduction to Knots: The Improved Clinch, Surgeon's Knot, and Blood Knot- <BR>Question and Answer/Conclusion <BR><BR>Leaders Meet in the Visitor's Center at 10:00 a.m.<BR><BR><EM>Fee&nbsp;$100.00 for Session 1-4, a $6 vehicle access fee applies each day of the workshop.⇒<BR>The deadline for registrations is March 17, 2011; the Park Office must receive all registrations by 4:30 p.m. on this date.</EM></P>  <P>"
03/20/2011,,,01:00 PM,03/20/2011,,03:30 PM,,House Tours,http://nysparks.state.ny.us/events/event.aspx?e=8-3035.0,"Family Adventures: Tours of the South Side Sportsmen's Club Main House. 1:00 - 3:30. $4.00 per adult,$3.00 per child."
03/20/2011,,,01:00 PM,03/20/2011,,03:00 PM,,Winter Tree Identification,http://nysparks.state.ny.us/events/event.aspx?e=127-3004.0,"The frozen woods will open up to you as you learn how to identify trees in their sparse winter habit. Environmental Educator Laura Conner will lead this introductory level program, which includes moderate hiking in the Peter's Kill area. Pre-registration is required."
03/20/2011,,,,03/20/2011,,,,Seal Walks,http://nysparks.state.ny.us/events/event.aspx?e=61-2759.0,A State Park naturalist will lead visitors on a 2-3 hours leisurely beach walk to an area where up to four species of seals can be observed. $5 for Adults;$3 Children under 18.
03/20/2011,,,02:00 PM,03/20/2011,,04:00 PM,,Just a Hike: (Center Section),http://nysparks.state.ny.us/events/event.aspx?e=23-3022.0,"Adult Adventures: While questions will be most welcome, there will be no formal nature discussion during this slow to moderately paced, five-mile hike, thus affording the opportunity for uninterrupted exercise and socializing. 1:00 - 3:00 pm approx. $4.00 per adult."
03/20/2011,,,02:30 PM,03/20/2011,,04:30 PM,,Indoor Ed-Ventures: Overwintering Mushrooms,http://nysparks.state.ny.us/events/event.aspx?e=79-2978.0,These educational adventures allow participants a more detailed study of a topic with comparison of hands-on specimens and/or various audio-visual aids and handouts. All workshops meet in the Conference Room of the Visitor Center in the Regional Administration Building located in Letchworth State Park. <BR><BR>Come learn about Overwintering Mushrooms. Over 100 dried specimens will be available for study. The focus will be on those species that aid in the decay of wood especially the conspicuous polypores which will be presented in a new taxonomic order.</P>  <P>&nbsp;
03/20/2011,,,03:00 PM,03/20/2011,,04:00 PM,,Seeking Spring,http://nysparks.state.ny.us/events/event.aspx?e=8-3033.0,"Family Adventures: Spring has begun and the whole forest is starting to show signs of warmer weather. Join us for a walk through the woodlands and search for clues that spring has arrived. 1:30 - 3:00 pm. $4.00 per adult, $3.00 per child."
03/21/2011,,,02:15 PM,03/21/2011,,02:30 PM,,Let's Go Green!,http://nysparks.state.ny.us/events/event.aspx?e=8-3034.0,Tiny Tots: Ages 3 - 5. 10:00 - 11:00 am and 1:30 - 2:30 pm. $ 3.00 Per Child.
03/22/2011,,,10:00 AM,03/22/2011,,12:00 PM,,Winter Tree Identification,http://nysparks.state.ny.us/events/event.aspx?e=127-3005.0,"The frozen woods will open up to you as you learn how to identify trees in their sparse winter habit. Environmental Educator Laura Conner will lead this introductory level program, which includes moderate hiking in the Peter's Kill area. Pre-registration is required."
03/24/2011,,,,03/24/2011,,,,Lunch and Learn Series in March: Sal the Mule and All Her Friends,http://nysparks.state.ny.us/events/event.aspx?e=27-2897.0,Donation requested $1.00. Bring your own bag lunch. Drinks and dessert will be provided.
03/25/2011,,,10:15 AM,03/25/2011,,12:00 PM,,Feathered Friend's,http://nysparks.state.ny.us/events/event.aspx?e=10-3040.0,"Family Adventures: It's time to learn about our feathered friends! Birds come in all shapes, sizes, and colors, but why? Come discover some fun facts about these unique masters of flight. 10:30 am - 12:00 noon. $4.00 per person."
03/25/2011,,,10:15 AM,03/25/2011,,12:00 PM,,Feathered Friend's,http://nysparks.state.ny.us/events/event.aspx?e=4-3040.0,"Family Adventures: It's time to learn about our feathered friends! Birds come in all shapes, sizes, and colors, but why? Come discover some fun facts about these unique masters of flight. 10:30 am - 12:00 noon. $4.00 per person."
03/25/2011,,,07:30 PM,03/25/2011,,09:30 PM,,Flashlight Hike,http://nysparks.state.ny.us/events/event.aspx?e=8-3036.0,"Family Adventures: Experience a different type of night hike! Bring a flashlight and join us as we walk through the woodlands, exploring what the darkness keeps hidden. Maybe we'll see the colored reflections from the eyes of nocturnal creatures looking back at us! 7:30 - 9:30 pm. $4.00 per adult, $3.00 per child."
03/25/2011,,,07:30 PM,03/25/2011,,09:30 PM,,Flashlight Hike,http://nysparks.state.ny.us/events/event.aspx?e=8-3037.0,"Family Adventures: Experience a different type of night hike! Bring a flashlight and join us as we walk through the woodlands, exploring what the darkness keeps hidden. Maybe we'll see the colored reflections from the eyes of nocturnal creatures looking back at us! 7:30 - 9:30 pm. $4.00 per adult, $3.00 per child."
03/26/2011,,,,03/26/2011,,,,Endangered Species Volunteers Needed!,http://nysparks.state.ny.us/events/event.aspx?e=10-3045.0,Family Adventures: Each spring at Jones Beach volunteers help put up over 2 miles of symbolic fencing around the nesting areas of Piping Plovers and Least Terns. 9:00 am
03/26/2011,,,,03/26/2011,,,,Endangered Species Volunteers Needed!,http://nysparks.state.ny.us/events/event.aspx?e=4-3045.0,Family Adventures: Each spring at Jones Beach volunteers help put up over 2 miles of symbolic fencing around the nesting areas of Piping Plovers and Least Terns. 9:00 am
03/26/2011,,,09:30 AM,03/26/2011,,11:15 AM,,Instructional Bird Walk For Beginners,http://nysparks.state.ny.us/events/event.aspx?e=23-3023.0,"Adult Adventures: In this program, novice adult birders will practice observing birds at feeders and in the wild. Binoculars strongly recommended. Bird books helpful. 9:30 am - 11:15 am approx. $4.00 per adult."
03/26/2011,,,10:00 AM,03/26/2011,,12:00 PM,,Backyard Maple Sugaring,http://nysparks.state.ny.us/events/event.aspx?e=53-2928.0,"Meets at Park Office --&nbsp;Celebrate Spring being right around the corner with some sweetness of the season! Brief video, demonstration of syruping, and sampling of syrup for all! $2/person, $5/family."
03/26/2011,,,10:00 AM,03/26/2011,,11:30 AM,,World in a Bottle,http://nysparks.state.ny.us/events/event.aspx?e=110-2939.0,"Fun for Kids: Spring has sprung and plants are turning green all around us. Make your very own terrarium to watch your plants sprout and grow in their own ecosystem. Please bring a clean, capped, 2 liter bottle for each child.&nbsp; $3.00 per child."
03/26/2011,,,01:00 PM,03/26/2011,,04:00 PM,,First Spring Weekend Walk,http://nysparks.state.ny.us/events/event.aspx?e=127-3006.0,"Join Park Preserve educator Jillian Koehnken for an interpretive two-and-a-half mile walk along the Awosting Falls Carriage Road. Our destination is the beautiful Awosting Falls, a 65-foot tall waterfall that creates incredible ice formations every winter and turns into a powerful, roaring cascade with the winter snow melt. Along the way, we will discuss the geological history of Minnewaska and the Shawangunk Ridge and the forces that created this amazing waterfall. This program is recommended for adults and children nine years of age and older, accompanied by a parent or guardian over the age of 18 years. Pre-registration is required."
03/26/2011,,,01:00 PM,03/26/2011,,03:00 PM,,The General's Lady,http://nysparks.state.ny.us/events/event.aspx?e=17-2993.0,What better way to commemorate the culmination of Women's History Month than with a celebration honoring Martha Washington! Refreshments and historical presentations with a women's history theme and the presentation of the Martha Washington Women of History Award. This year we honor Mara Farrell.
03/26/2011,,,,03/26/2011,,,,Winter/Spring Walk Series:  Identify Trees Without Their Leaves!,http://nysparks.state.ny.us/events/event.aspx?e=28-2932.0,Looking to get a breath of fresh air? Think all trees look the same in Winter? Shake the winter doldrums and learn how to identify trees without their leaves!&nbsp; Come for a guided ramble through the ruins of Fort Montgomery and discover how to distinguish local trees without their leaves.&nbsp; Roughly 1.5 hours long.&nbsp; Hiking boots recommended.&nbsp; Program geared for adults and children 14 and up.&nbsp; All programming free--donations appreciated!
03/27/2011,,,02:00 AM,03/27/2011,,03:30 PM,,House Tours,http://nysparks.state.ny.us/events/event.aspx?e=8-3038.0,"Family Adventures: Tours of the South Side Sportsmen's Club Main House. 1:00 - 3:30. $4.00 per adult,$3.00 per child."
03/27/2011,,,10:00 AM,03/27/2011,,03:00 PM,,Fly Fishing Course - Session 2,http://nysparks.state.ny.us/events/event.aspx?e=59-2837.0,"Meet at the Pocantico River at 10:00 a.m. <BR><BR>Session 2 Overview:</P>  <P>Introduction to Flys: Stream Study and Fly tying demonstration- Knot practice- <BR>Lunch (at the Pocantico River, bring a bag lunch) - Reading the Stream - Introduction to casting Question and answer/Conclusion <BR><BR>*Bring waders or hip boots, bag lunch and water."
03/27/2011,,,,03/27/2011,,,,Lecture Series: Ticks - Get to Know Them,http://nysparks.state.ny.us/events/event.aspx?e=74-2884.0,"Join Park Environmental Educator Doc Bayne and learn about ticks, where they live, how they survive, and what they eat. After the lecture we will go on a tick hunt to see who can find these eight legged vampires. The program will last approximately three hours. (Easy 1 mile hike)"
03/27/2011,,,01:30 PM,03/27/2011,,03:00 PM,,P.S.I Park Scene Investigation,http://nysparks.state.ny.us/events/event.aspx?e=124-3017.0,"Family Adventures: We have a mystery that needs to be solved and we need your help! Your team (family) will analyze the clues, round up the usual suspects, and probe into their natural habits to figure out ""who done It"". Each team will gather crime scene evidence and work together utilizing problem solving skills, logic and some good old fashion common sense to search for the truth. Does your family have what it takes to solve the mystery and become PARK SCENE INVESTIGATORS? (This program is ideal for children 7 and up). North Side. 1:30 - 3:00 pm. $3.00 per child, $4.00 per adult."
03/27/2011,,,01:30 PM,03/27/2011,,03:00 PM,,P.S.I Park Scene Investigation,http://nysparks.state.ny.us/events/event.aspx?e=9-3017.0,"Family Adventures: We have a mystery that needs to be solved and we need your help! Your team (family) will analyze the clues, round up the usual suspects, and probe into their natural habits to figure out ""who done It"". Each team will gather crime scene evidence and work together utilizing problem solving skills, logic and some good old fashion common sense to search for the truth. Does your family have what it takes to solve the mystery and become PARK SCENE INVESTIGATORS? (This program is ideal for children 7 and up). North Side. 1:30 - 3:00 pm. $3.00 per child, $4.00 per adult."
03/31/2011,,,10:00 AM,03/31/2011,,11:00 AM,,Flying Feathers,http://nysparks.state.ny.us/events/event.aspx?e=124-3018.0,Tiny Tots: Ages 3 - 5. 10:00 - 11:00 am. $3.00 per child.
03/31/2011,,,10:00 AM,03/31/2011,,11:00 AM,,Flying Feathers,http://nysparks.state.ny.us/events/event.aspx?e=9-3018.0,Tiny Tots: Ages 3 - 5. 10:00 - 11:00 am. $3.00 per child.
03/31/2011,,,10:00 AM,03/31/2011,,02:30 PM,,Winter Trek: Dehgayasoh Valley,http://nysparks.state.ny.us/events/event.aspx?e=79-2992.0,"These 10 am hikes are for those who wish the thrill of a more demanding nature walk over hill and dale and often in the remote reaches of Letchworth State Park. Bring a lunch and be prepared for the weather during the several hours outing.<BR><BR>Dehgayasoh Valley. Seek the valley of the ""Nameless Spirits"" with its tall pines and ancient hemlocks. Trailside Lodge. (3½ hours, 2 ½ miles)"
03/31/2011,,,,03/31/2011,,,,Lunch and Learn Series in March: The Erie Canal in Times of War,http://nysparks.state.ny.us/events/event.aspx?e=27-2898.0,Donation requested $1.00. Bring your own bag lunch. Drinks and dessert will be provided.
04/02/2011,,,,04/02/2011,,,,Seal Walks,http://nysparks.state.ny.us/events/event.aspx?e=61-2760.0,A State Park naturalist will lead visitors on a 2-3 hours leisurely beach walk to an area where up to four species of seals can be observed. $5 for Adults;$3 Children under 18.
04/03/2011,,,10:00 AM,04/03/2011,,03:00 PM,,Fly Fishing Course - Session 3,http://nysparks.state.ny.us/events/event.aspx?e=59-2838.0,"Meet at the Pocantico River at 10:00 a.m. <BR><BR>Session 3 Overview: <BR>Casting Practice<BR>Lunch (bring a bag lunch)<BR>Putting it all together (Fly-fishing) - Question and Answer/Conclusion <BR><BR>*Bring Fly rod, reel, tackle, waders or hip boots, bag lunch and water."
04/03/2011,,,12:30 PM,04/03/2011,,03:30 PM,,History of Caumsett,http://nysparks.state.ny.us/events/event.aspx?e=23-3024.0,"Adult Adventures: On this hilly, moderately long walk (approx. 2 miles), we will study the parks social, economic, architectural, and political history. 12:30 - 2:30 pm approx. $4.00 per adult."
04/03/2011,,,,04/03/2011,,,,Seal Walks,http://nysparks.state.ny.us/events/event.aspx?e=61-2761.0,A State Park naturalist will lead visitors on a 2-3 hours leisurely beach walk to an area where up to four species of seals can be observed. $5 for Adults;$3 Children under 18.
04/06/2011,,,10:00 AM,04/06/2011,,11:30 AM,,History Kids!,http://nysparks.state.ny.us/events/event.aspx?e=4-2936.0,"Explore the grounds and discuss the crops that were grown on John Jay's 700-acre farm. Plant a crop that was grown here to take home. Ninety-minute historical program for families with children aged three to five. <BR></P>  <P>Admission charge: $5 per child, free admission for adults and for members of the Friends of John Jay Homestead."
04/07/2011,,,06:30 PM,04/07/2011,,08:30 PM,,Scholar's Lecture Series: Supreme Power: Franklin Roosevelt vs. the Supreme CourtThursday,http://nysparks.state.ny.us/events/event.aspx?e=4-2937.0,"Jeff Shesol, a founding partner of West Wing Writers and formerly a speechwriter for President Clinton, will examine President Roosevelt's conflicts and concords with the Supreme Court over the years of his presidency. <BR><BR>Registration at 6:30 p.m., lecture at 7:00 p.m., light refreshments and book signing afterward. $15 admission for Friends members, $25 for non-members, limited free admission for students (please call ahead). <BR><BR>Reservations suggested, call the Friends of John Jay Homestead at the telephone number above. Supreme power pic"
04/10/2011,,,10:00 AM,04/10/2011,,03:00 PM,,Fly Fishing Course - Session 4,http://nysparks.state.ny.us/events/event.aspx?e=59-2839.0,"Session 4 Overview:<BR>Putting it all together: fly-fishing on the Pocatico River <BR><BR>*Bring Fly rod, reel, tackle, waders or hip boots, bag lunch and water."
04/13/2011,,,,04/13/2011,,,,Trail Advisory Committee Meeting,http://nysparks.state.ny.us/events/event.aspx?e=53-2929.0,"Trail Advisory Committee Meeting at Park Office. Help plan Spring trail work days. The advisory committee includes equestrians, snowmobilers, hikers, mountain bikers and other park users. Add your energy to the group!"
04/13/2011,,,,04/13/2011,,,,Spring Lecture Series: Life of a Charlton Farmer,http://nysparks.state.ny.us/events/event.aspx?e=27-2894.0,"Laura Lee Linder of the Charlton Historical Society will talk about a Saratoga newspaper reporter's visit to the 1868 farm of Colonel Francis Danforth Curtis, president of the Saratoga Agricultural Society and editor for the Farm Journal. This talk looks at large scale farming in the Mohawk Valley during the mid-19th century. Fee $3.00 adults, $2.00 seniors, $1.00 children under 16.&nbsp; At the Visitor Center.</P>  <P>"
04/16/2011,,,09:00 AM,04/16/2011,,12:00 PM,,Trail Work Day,http://nysparks.state.ny.us/events/event.aspx?e=53-2930.0,"Email Mark Wehnau of the Trail Advisory Committee for more information at <A href=""mailto:m.wehnau@hvcc.edu"">m.wehnau@hvcc.edu</A>. Event may be rescheduled if trail conditions are challenging."
04/16/2011,,,09:00 AM,04/16/2011,,12:00 PM,,Clean Sweep,http://nysparks.state.ny.us/events/event.aspx?e=27-2899.0,"Meet at the Yankee Hill Picnic Area. Join volunteers from the Montgomery County Water Quality Committee and the Schoharie Creek Center to help clean up around the Empire Lock, Lock #20 and the Putman's Culvert. Work will consist of brush cutting, removal and trash pick up. Please bring all your own equipment. Lunch will be provided."
04/16/2011,,,,04/16/2011,,,,Seal Walks,http://nysparks.state.ny.us/events/event.aspx?e=61-2762.0,A State Park naturalist will lead visitors on a 2-3 hours leisurely beach walk to an area where up to four species of seals can be observed. $5 for Adults;$3 Children under 18.
04/17/2011,,,,04/17/2011,,,,Seal Walks,http://nysparks.state.ny.us/events/event.aspx?e=61-2763.0,A State Park naturalist will lead visitors on a 2-3 hours leisurely beach walk to an area where up to four species of seals can be observed. $5 for Adults;$3 Children under 18.
04/18/2011,,,10:00 AM,04/18/2011,,12:00 PM,,"Spring Break Mini-Camp: Here, There, and Everywhere!",http://nysparks.state.ny.us/events/event.aspx?e=4-2938.0,"How did people get around 200 years ago? What types of transportation did they use? How did travel expose people to new and fascinating discoveries? Children will answer these questions and more while exploring the bedrooms of John Jay and his daughter, Nancy. They will also make a shell craft to take home. <BR><BR>This is a two-hour drop-off program for children aged 5-10. Admission charge: $15 per child, $12 for members of the Friends of John Jay Homestead. Advance registration required."
04/19/2011,,,11:00 AM,04/19/2011,,02:00 PM,,Spring Egg Hunt,http://nysparks.state.ny.us/events/event.aspx?e=4-2943.0,"Sponsored by the Bedford Recreation Department, this is a children's event. Arrive before 11:00, when the egg hunt promptly begins. <BR><BR>No admission charge. For information on a storm date and location, call the Bedford Recreation Department at (914) 666-7004."
04/19/2011,,,01:00 PM,04/19/2011,,03:00 PM,,Spring Break Mini-Camp: The Artist in You!,http://nysparks.state.ny.us/events/event.aspx?e=4-2944.0,"Do you like art? Do you know the difference between a painting and a print? Or how long it took to have your portrait painted 200 years ago? Children will explore the extensive art collection at the Homestead, and then try their hand at printmaking. <BR><BR>This is a two-hour drop-off program for children aged 5-10. Admission charge: $15 per child, $12 for members of the Friends of John Jay Homestead. Advance registration required."
04/20/2011,,,10:00 AM,04/20/2011,,12:00 PM,,Spring Break Mini-Camp: Birds of a Feather,http://nysparks.state.ny.us/events/event.aspx?e=4-2945.0,"Calling all birdwatchers! Come and explore the Homestead's beautiful grounds and learn about the birds that live here. See how many different types of birds you can find. Children will then make something to help the birds in their backyard. <BR><BR>This is a two-hour drop-off program for children aged 5-10. Admission charge: $15 per child, $12 for members of the Friends of John Jay Homestead. Advance registration required."
04/22/2011,,,01:00 PM,04/22/2011,,03:00 PM,,Spring Break Mini-Camp: Clean as a Whistle,http://nysparks.state.ny.us/events/event.aspx?e=4-2946.0,"How did people keep clean, bathe, and do their laundry 200 years ago? How often did they take a bath? If there was no indoor plumbing, where was their bathroom? Children will tour William Jay's bedroom and the cellar kitchen to learn about personal hygiene 200 years ago, and then make soap. <BR><BR>This is a two-hour drop-off program for children aged 5-10. Admission charge: $15 per child, $12 for members of the Friends of John Jay Homestead. Advance registration required."
04/23/2011,,,11:00 AM,04/23/2011,,04:00 PM,,The Chancellor's Sheep & Wool Showcase,http://nysparks.state.ny.us/events/event.aspx?e=16-2810.0,"Shearing, spinning, dyeing, knitting and weaving demonstrations, exhibition of various breeds of sheep and other wool bearing animals, wool emporium, music &amp; food <BR><BR>$8 per vehicle -event fee<BR>Rain Date – April 24"
04/29/2011,,,,04/29/2011,,,,Friends of John Jay Homestead Founders Dinner,http://nysparks.state.ny.us/events/event.aspx?e=4-2947.0,"An elegant dinner to honor a benefactor to the historic site, served in the Iselin wing at John Jay Homestead. <BR><BR>Admission fee. For more information, call the Friends."
