longitude,email,state,zipcode,address,city,venue,tickets,dates,latitude,times,location,moreInfoLink,ticketPhone,website,title
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$80-member, $98-nonmembers",02/22/2011-05/17/2011,36.073792,"1st session: February 22 - March 29, Tuesdays 6:30pm-9pm","Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083239/A_Drawing_Series,,,A Drawing Series
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$80 members, $98 nonmembers",02/22/2011-05/17/2011,36.073792,"1st session: Feb 22 - Mar 29, Tuesdays 4pm-6pm","Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083373/A_Drawing_Series_for_Teens,,,A Drawing Series for Teens
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$75 members, $90 nonmembers",04/12/2011-05/17/2011,36.073792,6pm-8pm,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083427/Photography_Intro_to_Photoshop,,,Photography: Intro to Photoshop
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$80 members, $98 nonmembers",02/23/2011-05/18/2011,36.073792,"1st session: Feb 23 - Mar 30, Wednesdays 6:30pm-9pm","Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083365/A_Painting_Series,,,A Painting Series
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$80 members, $98 nonmembers",02/23/2011-05/18/2011,36.073792,"1st session: Feb 23 - Mar 30, Wednesdays 4pm-6pm","Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083379/A_Painting_Series_for_Teens,,,A Painting Series for Teens
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$85 members, $100 nonmembers",04/13/2011-05/18/2011,36.073792,6pm-9pm,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083481/Graphic_Design_Typography,,,Graphic Design: Typography
-79.777823,,NC,,900 16th Street,Greensboro,Greensboro School of Creativity,6 week class is $150.00,04/13/2011-05/18/2011,36.1084419,9:30 am - 12:00 noon,"Greensboro School of Creativity, Greensboro",http://www.gotriadscene.com/event/detail/441174239/Seeing_In_Color,336-286-1054,http://www.greensboroschoolofcreativity.org,"""Seeing In Color"""
-79.788531,,NC,27401,200 N. Davie Street,Greensboro Cultural Center<br />						Greensboro,Green Hill Center for NC Art,Free,05/18/2011,36.073792,5:30-6:30,"Green Hill Center for NC Art, Greensboro",http://www.gotriadscene.com/event/detail/441174279/Artist_Talk_with_Shaun_Richards,336.333.7460,http://greenhillcenter.org,Artist Talk with Shaun Richards
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Cultural Arts Center - 1st floor,"$80-members, $98-nonmembers",02/15/2011-05/19/2011,36.073792,4:30pm-6pm,"Cultural Arts Center - 1st floor, Greensboro",http://www.gotriadscene.com/event/detail/441083221/Teen_Pottery,,,Teen Pottery
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$85 members, $100 nonmembers",02/17/2011-05/19/2011,36.073792,For Teens: Apr 14-May 19 6pm-9pm,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083471/Graphic_Design_Intro_to_Illustrator,,,Graphic Design: Intro to Illustrator
-79.788531,jaymie.meyer@greenhillcenter.org,NC,27401,200 N. Davie Street,Greensboro Cultural Center<br />						Greensboro,Green Hill Center for NC Art,,04/01/2011-05/20/2011,36.073792,3:30-4:30,"Green Hill Center for NC Art, Greensboro",http://www.gotriadscene.com/event/detail/441182365/Kid_Krafter_Fridays_at_ArtQuest,3363337460 ext. 109,http://greenhillcenter.org,Kid Krafter Fridays at ArtQuest
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$90 members, $105 nonmembers",02/19/2011-05/21/2011,36.073792,For Teens:,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083465/Animation,,,Animation
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$50 members, $65 nonmembers",04/30/2011-05/21/2011,36.073792,1pm-3pm,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083535/Puppet_Playhouse_ages_510,,,Puppet Playhouse (ages 5-10)
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$50 members, $65 nonmembers",04/30/2011-05/21/2011,36.073792,1pm-3pm,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083541/Outside_Art_ages_812,,,Outside Art (ages 8-12)
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,"$74 members, $86 nonmembers",02/19/2011-05/21/2011,36.073792,1st session: Feb 19 - Mar 26 10am -12pm,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083557/Muddy_Buddies_ParentChild_Pottery,,,Muddy Buddies: Parent/Child Pottery
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,,02/26/2011-05/21/2011,36.073792,Family Portraits: Photographing Children: April 9 10am - 1pm,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083559/Art_Classes_for_Families,,,Art Classes for Families
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,No fee,01/08/2011-05/21/2011,36.073792,12:30pm-2:30pm,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083563/Los_Artistas_ages_1318,,,Los Artistas (ages 13-18)
-79.795716,info@blandwood.org,,27401-2348,447 W. Washington St.,Greensboro,Blandwood Mansion,,05/21/2011-05/22/2011,36.069825,"Saturday, May 21, 11am-5pm","Blandwood Mansion, Greensboro",http://www.gotriadscene.com/event/detail/441145395/Tour_of_Historic_Homes,336.272.5003,http://www.blandwood.org/HomeTours.html,Tour of Historic Homes
-80.330053,,NC,27106,4055 Robinhood Road,Winston-Salem,Unitarian Universalist Fellowship of Winston-Salem,Free,03/27/2011-05/22/2011,36.124742,9:00 a.m. to 1:00 p.m.,"Unitarian Universalist Fellowship of Winston-Salem, Winston-Salem",http://www.gotriadscene.com/event/detail/441165467/Art_Gallery_Show,Free,,Art Gallery Show
,irongatefarm@mebtel.net,NC,27302,6540 Lynch Store Road,Mebane,The Winery at Iron Gate Farm,$5 per person (additional fee for wine tasting),05/21/2011-05/22/2011,,Sat.  10 am - 6 pm,"The Winery at Iron Gate Farm, Mebane",http://www.gotriadscene.com/event/detail/441166439/Art_on_the_Vine_2011,919-304-9463,http://www.artonthevine.com,Art on the Vine 2011
-79.7647914,,NC,27341,3306 US Hwy 220,Seagrove,Bulldog Pottery,Free,05/28/2011-05/29/2011,35.5316355,Saturday: 9:00am-4:00pm,"Bulldog Pottery, Seagrove",http://www.gotriadscene.com/event/detail/441092251/Cousins_in_Clay_in_Seagrove,,http://www.cousinsinclay.com,Cousins in Clay in Seagrove
-79.788531,,NC,27401,200 N. Davie Street,Greensboro Cultural Center<br />						Greensboro,Green Hill Center for NC Art,$5,04/08/2011-05/29/2011,36.073792,12:30-5:00,"Green Hill Center for NC Art, Greensboro",http://www.gotriadscene.com/event/detail/441174287/ArtQuest_Eyes_On,336.333.7460,http://greenhillcenter.org,ArtQuest Eyes On
-79.788531,,NC,27401,200 N. Davie Street,Greensboro Cultural Center<br />						Greensboro,Green Hill Center for NC Art,$5,04/08/2011-05/29/2011,36.073792,Tuesday-Saturday 10:00-5:00,"Green Hill Center for NC Art, Greensboro",http://www.gotriadscene.com/event/detail/441174283/_Andre_Leon_Gray_Shaun_Richards_Opening_Reception_and_Exhibition,336.333.7460,http://greenhillcenter.org,André Leon Gray & Shaun Richards Opening Reception and Exhibition
,,NC,27402,Jackson Library,Greensboro,UNCG - Jackson Library,Free,01/20/2011-05/31/2011,,When Jackson Library is open,"UNCG - Jackson Library, Greensboro",http://www.gotriadscene.com/event/detail/441090225/Shifting_Grounds_New_Student_Art_Exhibit,,http://uncgfol.blogspot.com/2011/01/join-us-on-january-20-when-we-unveil.html,Shifting Grounds: New Student Art Exhibit
-79.805565,,NC,27412,500 Tate Street,UNCG University<br />						Greensboro,Weatherspoon Art Museum,Free,04/30/2011-06/05/2011,36.0664287,"Tue, Wed, Fri: 10am-5pm;","Weatherspoon Art Museum, Greensboro",http://www.gotriadscene.com/event/detail/441154171/2011_UNCG_MFA_Thesis_Exhibition,(336) 334-5770,http://weatherspoon.uncg.edu,2011 UNCG MFA Thesis Exhibition
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Greensboro Cultural Arts Center,,01/03/2011-06/10/2011,36.073792,Kidstudio Standard Program:,"Greensboro Cultural Arts Center, Greensboro",http://www.gotriadscene.com/event/detail/441083583/Kidstudio_An_art_afterschool_program,,,Kidstudio - An art after-school program
-79.805565,,NC,27412,500 Tate Street,UNCG University<br />						Greensboro,Weatherspoon Art Museum,Free,03/05/2011-06/19/2011,36.0664287,"Tue, Wed, Fri: 10am-5pm;","Weatherspoon Art Museum, Greensboro",http://www.gotriadscene.com/event/detail/441154167/Drawing_Us_In,(336) 334-5770,http://weatherspoon.uncg.edu,Drawing Us In
-80.2870656,,NC,27106,2250 Reynolda Road,Winston-Salem,Reynolda House Museum of American Art,,04/04/2011-06/19/2011,36.1274539,,"Reynolda House Museum of American Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441198812/Trains_that_Passed_in_the_Night_The_Photographs_of_O_Winston_Link,,,Trains that Passed in the Night: The Photographs of O. Winston Link
-79.788531,,NC,27401,200 N. Davie St.,Greensboro,Cultural Arts Center - 1st floor,"$80-member, $98-nonmember",02/14/2011-06/30/2011,36.073792,"Mondays 9am-12pm or 6:30pm-9pm, Tuesdays 6pm-8:30pm, Wednesdays 6pm-8:30pm, Thursdays 6:30pm-9pm","Cultural Arts Center - 1st floor, Greensboro",http://www.gotriadscene.com/event/detail/441083209/Pottery_Ceramics,,,Pottery & Ceramics
-79.805565,,NC,27412,500 Tate Street,UNCG University<br />						Greensboro,Weatherspoon Art Museum,Free,05/21/2011-08/07/2011,36.0664287,"Tue, Wed, Fri: 10am-5pm;","Weatherspoon Art Museum, Greensboro",http://www.gotriadscene.com/event/detail/441154157/Encore_Japanese_Actor_Prints,(336) 334-5770,http://weatherspoon.uncg.edu,Encore! Japanese Actor Prints
-79.805565,,NC,27412,500 Tate Street,UNCG University<br />						Greensboro,Weatherspoon Art Museum,Free,05/21/2011-08/07/2011,36.0664287,"Tue, Wed, Fri: 10am-5pm;","Weatherspoon Art Museum, Greensboro",http://www.gotriadscene.com/event/detail/441154163/Indian_Miniatures,(336) 334-5770,http://weatherspoon.uncg.edu,Indian Miniatures
-79.805565,,NC,27412,500 Tate Street,UNCG University<br />						Greensboro,Weatherspoon Art Museum,FREE,05/28/2011-08/21/2011,36.0664287,"Tue, Wed, Fri: 10am-5pm;","Weatherspoon Art Museum, Greensboro",http://www.gotriadscene.com/event/detail/440858983/Rackstraw_Downes_Onsite_Paintings_19722009,,http://weatherspoon.uncg.edu,"Rackstraw Downes: Onsite Paintings, 1972-2009"
-79.805565,,NC,27412,500 Tate Street,UNCG University<br />						Greensboro,Weatherspoon Art Museum,FREE,09/17/2011-12/11/2011,36.0664287,"Tue, Wed, Fri: 10am-5pm;","Weatherspoon Art Museum, Greensboro",http://www.gotriadscene.com/event/detail/440858985/Persona_A_Body_in_Parts,,http://weatherspoon.uncg.edu,Persona: A Body in Parts
-79.7860929,,NC,27401,220 N. Church St.,Greensboro,Greensboro Children's Museum,,03/03/2010-05/30/2013,36.074973,3:30pm,"Greensboro Children's Museum, Greensboro",http://www.gotriadscene.com/event/detail/26043/Culture_of_Color_Soil_Stories,,http://www.gcmuseum.com,Culture of Color – Soil Stories
,,NC,27284,104 N Main Street,Kernersville,Parking lot next to Ciener Botanical Gardens,Free,03/26/2011-11/29/2014,,10am-4pm,"Parking lot next to Ciener Botanical Gardens, Kernersville",http://www.gotriadscene.com/event/detail/441172087/Kville_Indie_Flea_A_Vintage_Handmade_Outdoor_Market,336 862-9400,http://KvilleIndieFlea.com,K'ville Indie Flea- A Vintage & Handmade Outdoor Market
-79.952343,,NC,27282,308 Southridge Road,Jamestown,Southridge Gallery,**FREE**,05/21/2010-12/30/2016,35.975026,Sunday 2:00-5:00PM By Appointment Only,"Southridge Gallery, Jamestown",http://www.gotriadscene.com/event/detail/440770743/Art_Exhibit,,,Art Exhibit
-79.8829772,,NC,27410,5834 Bur-Mil Club Rd.,Greensboro,Bur-Mil Park,"FREE! By registering to participate in the 5th Annual Triad Commute Challenge, you are pledging with PART to try alternative transportation at least once between 4/9/2011 and 7/9/2011! Must be 16 years of age or older to register. Register at http://www.partnc.org/",04/09/2011,35.9919688,9:00AM,"Bur-Mil Park, Greensboro",http://www.gotriadscene.com/event/detail/441088105/Triad_Commuter_ChallengeCommuter_Dash_5k,,,"Triad Commuter Challenge-""Commuter Dash 5k"""
-79.7919754,,NC,,729 Creekridger Road,Greensboro,American Legion Hall Post No. 53,Free,04/09/2011,36.0726354,10:00am to 3:00pm,"American Legion Hall Post No. 53, Greensboro",http://www.gotriadscene.com/event/detail/441177671/Amerian_Legion_Children_and_Youth_Fair,336-299-8281,,Amerian Legion Children and Youth Fair
,,NC,27127,,Winston-Salem,Washington Park,,04/09/2011,,Egg Hunt begins promptly at 11:00 AM,"Washington Park, Winston-Salem",http://www.gotriadscene.com/event/detail/441198808/Easter_Egg_Hunt_for_Dogs,,,Easter Egg Hunt for Dogs
-79.9548291,,NC,27265,1220 Penny Road,High Point,Piedmont Environmental Center,,04/09/2011,36.0012123,8am-11am,"Piedmont Environmental Center, High Point",http://www.gotriadscene.com/event/detail/441198967/Annual_Yard_Sale,336-883-8531,http://www.piedmontenvironmental.com,Annual Yard Sale
-79.8232095,oldtimechili10@hotmail.com,NC,27203,Sunset Avenue,Asheboro,Bicentennial Park - Asheboro,"Car Show &amp; Chili Cook-Off are open to the public.Chili Cook-Off  tickets are $5.00 each and include wristband to sample chili, voting ballot for people's choice winner and a door prize ticket.",04/16/2011,35.7061355,"Partner event, Cruisin' For Miracles opens at 10:00. Old Time Chili Cook-Off opens to the public at 12:30PM.  Cooks must be on site at 7:00AM","Bicentennial Park - Asheboro, Asheboro",http://www.gotriadscene.com/event/detail/441083747/Old_Time_Chili_CookOff_2011,"336-430-8372, 336-267-3439",,Old Time Chili Cook-Off 2011
-79.8125755,,NC,26168,1408 Walker Ave.,Greensboro,UNCG Softball Stadium,Free admission,04/16/2011,36.0684068,1 p.m. and 3 p.m.,"UNCG Softball Stadium , Greensboro",http://www.gotriadscene.com/event/detail/441180133/UNCG_softball_vs_Appalachian_State_doubleheader,336-334-3250,http://www.uncgspartans.com/sports/sball/index,"UNCG softball vs. Appalachian State, doubleheader"
-79.8905734,,NC,27358,4537 Hwy 220,Summerfield,Golden Antiques & Treasures,Free,04/16/2011,36.189864,7:00-7:00,"Golden Antiques & Treasures, Summerfield",http://www.gotriadscene.com/event/detail/441198999/Yard_Sale_Greyhound_Friend_Adoption_Fair,(336) 643-6994,http://www.goldenantiquesandtreasures.com,Yard Sale & Greyhound Friend Adoption Fair
-79.8125755,,NC,26168,1408 Walker Ave.,Greensboro,UNCG Softball Stadium,Free admission,04/17/2011,36.0684068,1 p.m.,"UNCG Softball Stadium , Greensboro",http://www.gotriadscene.com/event/detail/441180135/UNCG_softball_vs_Appalachian_State,336-334-3250,http://www.uncgspartans.com/sports/sball/index,UNCG softball vs. Appalachian State
-79.2680636,,VA,24551,1542 Bateman Bridge Rd.,Forest,Thomas Jefferson's Poplar Forest,,04/19/2011,37.3589047,10:00 a.m. to 4:00 p.m.,"Thomas Jefferson's Poplar Forest, Forest",http://www.gotriadscene.com/event/detail/441086747/Garden_Day_in_Lynchburg,,,Garden Day in Lynchburg
-79.787387,,NC,27401,130 Summit Avenue,Greensboro,Greensboro Historical Museum,Free,04/19/2011,36.075224,12:00pm-1:00pm,"Greensboro Historical Museum, Greensboro",http://www.gotriadscene.com/event/detail/441151255/Containers_Mixing_It_Up_,,,Containers – Mixing It Up
-79.8829772,,NC,27410,5834 Bur-Mil Club Rd.,Greensboro,Bur-Mil Park,$20,04/23/2011,35.9919688,10am,"Bur-Mil Park, Greensboro",http://www.gotriadscene.com/event/detail/441130967/Eggstravaganza_5K,336-202-8013,http://www.triadtriteam.com,Eggstravaganza 5K
-80.2476577,,NC,27101,226 Marshall St.,Winston-Salem,Winston Square Park,Free open to the public,04/24/2011,36.0961414,3 - 5 pm.,"Winston Square Park, Winston-Salem",http://www.gotriadscene.com/event/detail/441089231/Arts_in_the_Park,,,Arts in the Park
-79.952781,,NC,27357,7561-A Suffield Rd.,Stokesdale,The Southard Farms,"Parking and admission are free, but all donations for Camp Carefree are welcome!",04/30/2011,36.2228,Games begin at 10:00 am,"The Southard Farms, Stokesdale",http://www.gotriadscene.com/event/detail/441164869/2nd_Annual_Camp_Carefree_Vintage_Base_Ball_Charity_Event,(336) 554-5979,http://greensboropatriots.blogspot.com,2nd Annual Camp Carefree Vintage Base Ball Charity Event
-80.239342,,NC,27292,400 Greensboro St. Extension,Lexington,Davidson County Fair Grounds,,04/30/2011,35.8356836,9:00 AM &ndash; 5:00 PM,"Davidson County Fair Grounds, Lexington",http://www.gotriadscene.com/event/detail/441177802/Lexington_Womans_Club_1st_Annual_Spring_Marketplace,,,Lexington Woman’s Club 1st Annual Spring Marketplace
-79.795697,,NC,27401,408 Bellemeade St.,Greensboro,NewBridge Bank Park,Free (Encouraged to fundraise),04/30/2011,36.076263,Registration starts at 8:30am,"NewBridge Bank Park, Greensboro",http://www.gotriadscene.com/event/detail/441178687/March_for_Babies_5K_Walk_Greensboro,336-723-4386,http://www.marchforbabies.org,March for Babies 5K Walk (Greensboro)
-79.8125755,,NC,26168,1408 Walker Ave.,Greensboro,UNCG Softball Stadium,Free admission,04/30/2011,36.0684068,1 p.m. and 3 p.m.,"UNCG Softball Stadium , Greensboro",http://www.gotriadscene.com/event/detail/441180143/UNCG_softball_vs_Samford_doubleheader,336-334-3250,http://www.uncgspartans.com/sports/sball/index,"UNCG softball vs. Samford, doubleheader"
-79.8125755,,NC,26168,1408 Walker Ave.,Greensboro,UNCG Softball Stadium,Free admission,05/01/2011,36.0684068,1 p.m.,"UNCG Softball Stadium , Greensboro",http://www.gotriadscene.com/event/detail/441180145/UNCG_softball_vs_Samford,336-334-3250,http://www.uncgspartans.com/sports/sball/index,UNCG softball vs. Samford
-79.2370108,irongatefarm@mebtel.net,NC,27302,6540 Lynch Store Road,Mebane,The Winery at Iron Gate Farm,free,05/07/2011,36.1874678,10 am - 6 pm,"The Winery at Iron Gate Farm, Mebane",http://www.gotriadscene.com/event/detail/441166415/10th_Annual_Old_Fashion_Farm_Day,919-304-9463,http://www.irongatefarm,10th Annual Old Fashion Farm Day
-79.807692,gburlingame@triad.rr.com,NC,27406,538 Farragut St.,Greensboro,Harley-Davidson of Greensboro,"$5 admission, $1 games inside",05/07/2011,36.033401,12pm-5pm,"Harley-Davidson of Greensboro, Greensboro",http://www.gotriadscene.com/event/detail/441172743/Woofs_Hoofs_Country_Bash,3367366194,http://www.ruffloverescue.com,Woofs & Hoofs Country Bash
-79.8323173,,NC,,4301 Lawndale Drive,Greensboro,Natural Science Center of Greensboro,"General Admission prices ($8/adults, $7/kids ages 3-13 and seniors ages 65+. Members and kids 2 and under are free.",05/07/2011,36.1314512,10am-4pm,"Natural Science Center of Greensboro, Greensboro",http://www.gotriadscene.com/event/detail/441182251/Party_for_the_PlanetTM_Celebration,336-288-3769,http://www.natsci.org,Party for the PlanetTM Celebration
-79.2680636,,VA,24551,1542 Bateman Bridge Rd.,Forest,Thomas Jefferson's Poplar Forest,Free,05/10/2011,37.3589047,8:00 p.m.,"Thomas Jefferson's Poplar Forest, Forest",http://www.gotriadscene.com/event/detail/441086765/Stargazing_at_Poplar_Forest,,,Stargazing at Poplar Forest
-79.8232095,Karendunlap2001@yahoo.com,NC,27203,Sunset Avenue,Asheboro,Bicentennial Park - Asheboro,Admission price: Donations,05/14/2011,35.7061355,1:00 pm - 5:30 pm,"Bicentennial Park - Asheboro, Asheboro",http://www.gotriadscene.com/event/detail/441153335/1st_Annual_MakeAWish_Fun_Festival,(336) 879-7606,,1st Annual Make-A-Wish Fun Festival
-80.305702,wsgoc.office@gmail.com,NC,27104,435 Keating Drive,Winston-Salem,Greek Orthodox Church,$1 Admission,05/13/2011-05/15/2011,36.086292,Fri and Sat 10am - 10pm,"Greek Orthodox Church, Winston-Salem",http://www.gotriadscene.com/event/detail/441182555/Greek_Festival,336.765-7145,http://www.wsgoc.org,Greek Festival
-79.664067,,NC,27320,303 S. Scales St.,Reidsville,Market Square,,05/21/2011,36.358611,Gates open at 5:30pm.,"Market Square, Reidsville",http://www.gotriadscene.com/event/detail/441182883/Live_country_music_artists_Josh_Thompson_Joanna_Smith,336-349-1099,http://www.ci.reidsville.nc.us,Live country music  artists Josh Thompson & Joanna Smith
-79.2370108,irongatefarm@mebtel.net,NC,27302,6540 Lynch Store Road,Mebane,The Winery at Iron Gate Farm,$5 per person (additional fee for wine tasting),05/21/2011-05/22/2011,36.1874678,Sat.  10 am - 6 pm,"The Winery at Iron Gate Farm, Mebane",http://www.gotriadscene.com/event/detail/441166439/Art_on_the_Vine_2011,919-304-9463,http://www.artonthevine.com,Art on the Vine 2011
-79.787387,,NC,27401,130 Summit Avenue,Greensboro,Greensboro Historical Museum,FREE,05/22/2011,36.075224,2-5pm,"Greensboro Historical Museum, Greensboro",http://www.gotriadscene.com/event/detail/441200675/Down_Home_Community_Day,,,Down Home Community Day
-80.008559,,NC,27260,405 N. Main St.,High Point,First Baptist Church High Point,&nbsp;,03/07/2011-05/31/2011,35.959833,8-5,"First Baptist Church High Point, High Point",http://www.gotriadscene.com/event/detail/441181175/FIRST_BAPTIST_CHURCH_OF_HIGH_POINTYOUTH_LONG_LEAF_PINE_NEEDLE_SALE,881-6497,http://FIRSTHIGHPOINT.ORG,FIRST BAPTIST CHURCH OF HIGH POINT-YOUTH LONG LEAF PINE NEEDLE SALE
-79.795697,travis@gsohoppers.com,NC,27401,408 Bellemeade Street,Greensboro,NewBridge Bank Park,$7 to $9,06/01/2011,36.076263,6:00 PM Gates Open,"NewBridge Bank Park, Greensboro",http://www.gotriadscene.com/event/detail/441180187/Home_Run_for_Homelessness,226.268.2889,,Home Run for Homelessness
-79.8829772,,NC,27410,5834 Bur-Mil Club Rd.,Greensboro,Bur-Mil Park,Free and open to the pubic,06/04/2011,35.9919688,7 am - 10 am On Trail Activities,"Bur-Mil Park, Greensboro",http://www.gotriadscene.com/event/detail/441173547/National_Trails_Day,3363733816,http://www.greensborotrails.org,National Trails Day
-79.7648725,kathryn.royall@ncdenr.gov,NC,27214,339 Conference Center Drive,Browns Summit,Haw River State Park,,04/04/2011-06/10/2011,36.2477994,Registrations presently being accepted.,"Haw River State Park, Browns Summit",http://www.gotriadscene.com/event/detail/441178569/Haw_River_State_Park_Summer_Camps_Registration_2011,336-342-6181,"http://www.ncparks.gov, choose Haw River State Park",Haw River State Park Summer Camps Registration 2011
-79.787387,,NC,27401,130 Summit Ave.,Greensboro,Greensboro Historical Museum,Free,06/21/2011,36.075224,12:00pm-1:00pm,"Greensboro Historical Museum, Greensboro",http://www.gotriadscene.com/event/detail/441151261/Shade_Gardening_,,,Shade Gardening
-79.2680636,,VA,24551,1542 Bateman Bridge Rd.,Forest,Thomas Jefferson's Poplar Forest,,07/04/2011,37.3589047,11:00 a.m. to 4:00 p.m.,"Thomas Jefferson's Poplar Forest, Forest",http://www.gotriadscene.com/event/detail/441086775/Independence_Day_Celebration_,,,Independence Day Celebration
-79.624164,,NC,27342,6136 Burlington Road,Sedalia,Charlotte Hawkins Brown State Historic Si,Free,07/09/2011,36.068042,10am - 4pm,"Charlotte Hawkins Brown State Historic Si, Sedalia",http://www.gotriadscene.com/event/detail/441132683/African_American_Heritage_Day,,http://www.nchistoricsites.org/chb,African American Heritage Day
-79.675662,info@triviumracing.com,NC,27316,549 Ramsuer Lake Rd,Ramseur,Ramseur Lake,Entrance fee for participants (see website for specifics); FREE for spectators and volunteers,09/18/2011,35.745905,8:00am - 12:00pm,"Ramseur Lake, Ramseur",http://www.gotriadscene.com/event/detail/441181011/Triathlon_at_Ramseur_Lake,517-331-4014,http://triviumracing.com,Triathlon at Ramseur Lake
-79.555301,,NC,27249,7360 Brooks Bridge Road,Gibsonville,Grove Winery and Vineyards,$5/person souvenir glass included,11/25/2010-12/31/2011,36.217791,Noon-6:00pm Daily,"Grove Winery and Vineyards, Gibsonville",http://www.gotriadscene.com/event/detail/440992253/Wine_Tasting_at_Grove_Winery_Vineyards,336-584-4060,http://www.GroveWinery.com,Wine Tasting at Grove Winery & Vineyards
-79.82169,csrichter@triad.rr.com,NC,27403,2205 W. Market St.,Greensboro,Our Lady of Grace Catholic School library,$135 per couple,02/20/2011-04/10/2011,36.073458,3:00 PM - 5:30 PM,"Our Lady of Grace Catholic School library, Greensboro",http://www.gotriadscene.com/event/detail/441104107/Natural_Family_Planning_Course,(336) 621-1071,http://www.ccli.org,Natural Family Planning Course
-79.8256684,thebryanseries@guilford.edu,NC,27403,Greensboro Coliseum Complex,1921 W. Lee St.<br />						Greensboro,War Memorial Auditorium,$35,04/12/2011,36.0597573,7:30 p.m.,"War Memorial Auditorium, Greensboro",http://www.gotriadscene.com/event/detail/440791557/The_Bryan_Series_presents_JeanMichel_Cousteau,336-316-2852,http://www.guilford.edu/bryanseries,The Bryan Series presents Jean-Michel Cousteau
-80.248644,,NC,27101,411 West Fourth Street,Winston-Salem,Community Arts Cafe,Free,04/16/2011,36.098044,10:00 a.m.,"Community Arts Cafe, Winston-Salem",http://www.gotriadscene.com/event/detail/441172477/Poetry_Workshop_wtih_Valerie_Nieman,336-473-8777,http://www.wswriters.org,Poetry Workshop wtih Valerie Nieman
-79.8323173,,NC,,4301 Lawndale Drive,Greensboro,Natural Science Center of Greensboro,General Admission costs ($8/adults and $7/children ages 3-13 and seniors ages 65+. Members are free.,04/16/2011,36.1314512,10am-4pm,"Natural Science Center of Greensboro, Greensboro",http://www.gotriadscene.com/event/detail/441182239/Bunny_Day_at_the_Natural_Science_Center,336-288-3769,http://www.natsci.org,Bunny Day at the Natural Science Center!
-79.7075755,,NC,27233,1503 NC Highway 62 E,Climax,Quaker Lake Camp,,04/09/2011,35.9130905,1:00pm to 5:00pm,"Quaker Lake Camp, Climax",http://www.gotriadscene.com/event/detail/441177991/Easter_Egg_Roll_Eggstravaganza,(336) 674-2321,http://www.quakerlakecamp.org,Easter Egg Roll Eggstravaganza
-78.0353873,,NC,27395,1000 Spring Garden St. and,408 Tate Street<br />						Greensboro,Aycock Auditorium,"$10 adults, $6 seniors, $4 students",04/15/2011,34.0591116,8:00 pm,"Aycock Auditorium, Greensboro",http://www.gotriadscene.com/event/detail/441174365/Peter_Bernstein_with_the_UNCG_Jazz_Band_and_Jazz_Ensemble,336-334-4849,,"Peter Bernstein, with the UNCG Jazz Band and Jazz Ensemble"
-80.2537773,,NC,27105,421 W. 27th St.,Winston-Salem,Dixie Classic Fairground,Admission is free. Parking is free.,04/16/2011,36.1242001,,"Dixie Classic Fairground, Winston-Salem",http://www.gotriadscene.com/event/detail/441092246/6th_Annual_Piedmont_Earth_Day_Fair,,,6th Annual Piedmont Earth Day Fair
