city,startDate,address,name,description,price,venueName,state,endDate,image,moreInfoLink
Minneapolis,03/19/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,03/20/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,03/21/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,03/22/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,03/23/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,03/24/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,03/25/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,03/26/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,03/27/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,03/28/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,03/30/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,03/31/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,03/19/2011,910 Hennepin Ave.,Imagination Movers,,$20-$43.50,Orpheum Theatre,MN,03/19/2011,,http://www.citypages.com//events/imagination-movers-1664983/
Minneapolis,03/23/2011,1111 Nicollet Mall,MN Orchestra Young People's Concert: Water Music,,"$6, free Sun",Orchestra Hall,MN,03/24/2011,,http://www.citypages.com//events/mn-orchestra-young-peoples-concert-water-music-1684955/
Minneapolis,03/24/2011,1111 Nicollet Mall,MN Orchestra Young People's Concert: Water Music,,"$6, free Sun",Orchestra Hall,MN,03/24/2011,,http://www.citypages.com//events/mn-orchestra-young-peoples-concert-water-music-1684955/
Minneapolis,03/27/2011,1111 Nicollet Mall,MN Orchestra Young People's Concert: Water Music,,"$6, free Sun",Orchestra Hall,MN,03/27/2011,,http://www.citypages.com//events/mn-orchestra-young-peoples-concert-water-music-1684955/
St. Paul,03/01/2011,408 St. Peter St.,B-3 Organ Night,"The B3 organ is second only to the good old piano in the annals of jazz and soul keyboard instruments, hitting its peak of popularity between the late '50s and early '70s with the classic recordings of Richard ""Groove"" Holmes, Booker T. & the MGs and the legendary Smiths -- Jimmy, Johnny and Dr. Lonnie. The Artists' Quarter has dedicated every Tuesday night over the last several years to the instantly-recognizable sounds of this venerable instrument, with ""Downtown"" Bill Brown manning the keys and jazz-scene vets Billy Franze and Kenny Horst sitting in on guitar and drums respectively. Thanks to the Tuesday Night Band this showcase has become a downtown St. Paul institution, the one night a week where the Hamm Building becomes the Hammond Building. (Photo by Maschinenraum)</p>",$4,Artists' Quarter,MN,,http://vvoice.vo.llnwd.net/e5/4192863.47.jpg,http://www.citypages.com//events/b-3-organ-night-164594/
Minneapolis,03/01/2011,629 Cedar Ave. S.,The Weekly Triple Double,"What softens a recession's bite as effectively as cheap booze? Nothing...except free entertainment. While ""Triple Double""&mdash;the Triple Rock's freshly reinvented Tuesday bacchanal&mdash;offers both commodities by the truckload, the night's ever-changing DJ roster and floating-genre music selection make leaving the house to drink a far more attractive proposition than mere two-for-one tap beers and well drinks (or fucking karaoke) ever could. We who are about to rock, er, hip-hop, uh, soul or whatever, can only salute them.</p>",free,Triple Rock Social Club,MN,,http://vvoice.vo.llnwd.net/e5/4192870.47.jpg,http://www.citypages.com//events/the-weekly-triple-double-366484/
Minneapolis,03/01/2011,629 Cedar Ave. S.,"Chidos, Emarosa","with Go Radio, Decoder. All ages</p>",$15,Triple Rock Social Club,MN,03/01/2011,,http://www.citypages.com//events/chidos-emarosa-1740631/
Minneapolis,03/02/2011,923 Washington Ave. N.,Transmission,"""Retro"" is a tricky niche to slot a dance night into. Usually you've got to find yourself an era and a genre, hew towards the hits, and maybe garnish it with an outsized wink, a double-pistol-point and a smirking acknowledgement that you think the past is, well, kinda goofy. Clubhouse Jager's weekly Transmission dance night, one of the bar's longest-running attractions, doesn't constrict itself to that kind of semi-insincere kitsch. Helmed by DJ Jake Rudh, a veteran of college-fave stations Radio K and the (long-lamented) REV 105, Transmission hews a bit closer to the decades-spanning sensibility of a devoted, Anglophilia-skewing music geek, covering vintage and current Britpop, glam, new wave, punk, mod and indie-disco icons from the Kinks to Joy Division to Hot Chip. And don't worry -- nobody'll laugh if you wind up dancing to Duran Duran.</p>",free,Clubhouse Jager,MN,,http://vvoice.vo.llnwd.net/e5/3787317.47.jpg,http://www.citypages.com//events/transmission-759180/
Minneapolis,03/02/2011,416 Cedar Ave. S.,Rodney Crowell,,$22/$25,The Cedar,MN,03/02/2011,,http://www.citypages.com//events/rodney-crowell-1682673/
Minneapolis,03/02/2011,701 1st Ave. N.,Telekinesis,with the Love Language. 18+</p>,$10,7th St. Entry,MN,03/02/2011,,http://www.citypages.com//events/telekinesis-1673830/
Minneapolis,03/02/2011,629 Cedar Ave. S.,"Weedeater, Zoroaster",18+</p>,$12,Triple Rock Social Club,MN,03/02/2011,,http://www.citypages.com//events/weedeater-zoroaster-1740632/
Minneapolis,03/03/2011,701 1st Ave. N.,The Bungalow,"Friday night gets all the love, Wednesday night has its nudge-wink ""hump day"" cachet and everyone hates Mondays so much that there's no choice but to go out and wash that start-of-the-week ennui away. But what about Thursday, the day of the week where people are most likely to put socially-outgoing good times off until tomorrow? Well, there's a dance night for that, too, and it's worth hitting: the First Avenue VIP Room's weekly Bungalow dance night features DJ Verb X and DJ Nex, local champions of hip hop, reggae and reggaeton, who provide the kind of wall-to-wall bangers that only true veterans can assemble. Factor in the low cover charge -- three bucks if you drop in before 11 pm -- and you've got a great option for night-before-payday partying. (Photo by Chris Yunker)</p>",$3; $6 after 11 p.m,The Record Room,MN,,http://vvoice.vo.llnwd.net/e5/4684640.47.jpg,http://www.citypages.com//events/the-bungalow-995854/
Minneapolis,03/03/2011,701 1st Ave. N.,"Dropkick Murphys, Against Me",all ages</p>,$29.50,First Avenue,MN,03/03/2011,,http://www.citypages.com//events/dropkick-murphys-against-me-1673831/
Minneapolis,03/03/2011,1308 4th St. SE,Ryan Bingham & the Dead Horses,18+</p>,$20,The Varsity Theater,MN,03/03/2011,,http://www.citypages.com//events/ryan-bingham-and-the-dead-horses-1740636/
Minneapolis,03/04/2011,701 1st Ave. N.,Get Cryphy!,"We may be a few years past the point where crunk and hyphy are the hot-trend hip-hop subgenres, but the Record Room's recurring Get Cryphy! night isn't just a matter of trying to breathe new life into a couple of aging styles by portmanteauing them together. Jimmy2Times and Plain Ole Bill are the deck-annihilating DJs behind some of the most get-stupid dance nights in the Twin Cities over the last several years, and their guest-packed first-Friday takeovers of the Record Room cross almost every line you can think of when it comes to mashing up new and classic hits from across the dance, R&B, and hip-hop spectrum. With the Cryphy crew's mix of genre-tweaking beat selection and scratch-battle virtuosity, you're guaranteed to hear old favorites in new and outlandish ways. 18+.</p>",$3/$5,The Record Room,MN,,http://vvoice.vo.llnwd.net/e5/3690125.47.jpg,http://www.citypages.com//events/get-cryphy--995851/
Minneapolis,03/04/2011,416 Cedar Ave. S.,Cadillac Sky,,$12/$15,The Cedar,MN,03/04/2011,,http://www.citypages.com//events/cadillac-sky-1682674/
Minneapolis,03/05/2011,701 1st Ave. N.,Black,"The spirit of SNDP -- First Ave's legendary '90s club-rave Sunday Night Dance Party -- lives on in a scaled-down size and a more day-job-accommodating Saturday night form in the Record Room's long-running Black. A sort of time-warp tonic for aging ravers, the night itself is the only real constant from week to week: you can expect a heavy dose of dance sounds whatever the case, but since being inaugurated in 2007 by Minneapolis scene vet Nik E Gunz, control of the night's repertoire has alternated between techno specialists Particle People, the house fiends in HotDish and Loud & Clear's  best-of-both-worlds approach. Each week has a packed roster of guest DJs flown in from around the world -- check their blog to stay up on the latest names to drop in.</p>",$10,The Record Room,MN,,http://vvoice.vo.llnwd.net/e5/4148100.47.jpg,http://www.citypages.com//events/black-995850/
Minneapolis,03/05/2011,701 1st Ave. N.,Too Much Love,"There're two things you might want to keep in mind about First Ave's trendy Saturday-night cool-kid institution before you start muttering the same anti-hipster sentiments you've been harboring since !!! were an ellipsis. The first thing? Well, it's an 18+ dance night. Being 18 these days means you were a grade-schooler in 2002, when LCD Soundsystem and the Rapture were starting to take off and all those cool anime Daft Punk music videos started circulating online&mdash;in other words, nights like these are part of the culmination of a new youth movement, and if kids fresh out of high school aren't allowed to have fun, nobody should be. The second thing: DJ Sovietpanda knows his shit. Not only does he play hot club singles you haven't heard before, he gravitates toward the remixes you really haven't heard before, as well as incorporates some classic post-punk and '80s pop in ways that owe more to education, context, and just plain hot mix segues than nudge-wink irony. 18+. Photo courtesy of Moon Goons</p>",$3,First Avenue,MN,,http://vvoice.vo.llnwd.net/e5/3658075.47.jpg,http://www.citypages.com//events/too-much-love-168000/
Minneapolis,03/05/2011,805 Hennepin Ave.,Clay Aiken,,$53-$63,State Theatre,MN,03/05/2011,,http://www.citypages.com//events/clay-aiken-1539043/
Minneapolis,03/05/2011,701 1st Ave. N.,Brendan & Joel,with Andy Farag. 18+</p>,$15,7th St. Entry,MN,03/05/2011,,http://www.citypages.com//events/brendan-and-joel-1733928/
Minneapolis,03/06/2011,501 Cedar Ave. S.,Cadillac vs. Cornbread,"Don't let that ""vs."" fool you: eighty-something local music vet James Samuel ""Cornbread"" Harris isn't so much a rival to rockabilly revivalist Cadillac Kolstad as he is a mentor. The two pianists have been sharing double-bills in a number of local music hot-spots, including their regular Sunday gig at the beloved West Bank dive Palmer's, and you couldn't ask for a more fascinating '50s-tinged duo. Harris is a WWII vet who joined Augie Garcia to record the Twin Cities' first rock'n'roll record (1955's ""Hi Ho Silver""), but also has roots in country, blues and jazz, giving him the repertoire and background that stretches all the way back to the very roots of rock and soul music. Kolstad's been spending years carrying the torch for that heritage, and the revivalism he's cultivated with his rockabilly band the Flats has carried over to a tight, ivories-based rapport with Harris, making them the must-see dueling-piano act in town.</p>",free,Nomad World Pub,MN,,http://vvoice.vo.llnwd.net/e5/4545519.47.jpg,http://www.citypages.com//events/cadillac-vs-cornbread-1330606/
St. Paul,03/06/2011,345 W. Kellogg Blvd.,Oswego High School Choir,,free,Minnesota History Center,MN,03/06/2011,,http://www.citypages.com//events/oswego-high-school-choir-1740517/
Minneapolis,03/07/2011,701 1st Ave. N.,Flogging Molly,"with Moneybrother, the Drowning Men. 18+</p>",$32/$35,First Avenue,MN,03/07/2011,,http://www.citypages.com//events/flogging-molly-1697310/
St. Paul,03/07/2011,240 Summit Ave.,Hill House Chamber Concerts,,$17,James J. Hill House,MN,03/14/2011,,http://www.citypages.com//events/hill-house-chamber-concerts-1740518/
Hopkins,03/08/2011,1111 Main St.,Tommy Castro,,$25,Hopkins Center for the Arts,MN,03/08/2011,,http://www.citypages.com//events/tommy-castro-1656718/
Minneapolis,03/08/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
Minneapolis,03/08/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,03/09/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
Minneapolis,03/09/2011,901 Cedar Ave. S.,The Lost Marbles,,,Whiskey Junction,MN,,,http://www.citypages.com//events/the-lost-marbles-1448230/
Chanhassen,03/09/2011,600 Market St. Ste 170,Carol Z & Jeff Carver,,,The School II,MN,,,http://www.citypages.com//events/carol-z-and-jeff-carver-1732798/
Fridley,03/08/2011,7820 University Ave.,Rawkzilla Battle of the Bands,,,G.B. Leighton's Pickle Park,MN,,,http://www.citypages.com//events/rawkzilla-battle-of-the-bands-1501937/
Minneapolis,03/09/2011,327 14th Ave. SE,John Devine,,,Loring Pasta Bar,MN,,,http://www.citypages.com//events/john-devine-934121/
Minneapolis,03/08/2011,701 1st Ave. N.,SOLD OUT: Girl Talk,18+</p>,$20,First Avenue,MN,03/09/2011,,http://www.citypages.com//events/sold-out-girl-talk-1666098/
Minneapolis,03/09/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,03/09/2011,701 1st Ave. N.,SOLD OUT: Girl Talk,18+</p>,$20,First Avenue,MN,03/09/2011,,http://www.citypages.com//events/sold-out-girl-talk-1666098/
Minneapolis,03/10/2011,701 1st Ave. N.,Cold War Kids,18+</p>,$16,First Avenue,MN,03/10/2011,,http://www.citypages.com//events/cold-war-kids-1695253/
Minneapolis,03/10/2011,318 1st Ave. N.,CANCELED: Ledisi,18+</p>,$30,Fine Line Music Cafe,MN,03/10/2011,,http://www.citypages.com//events/canceled-ledisi-1709330/
Minneapolis,03/10/2011,323 1st Ave. N.,F*cking Sick,,,Bootleggers,MN,,,http://www.citypages.com//events/fcking-sick-1322223/
Minneapolis,03/11/2011,701 1st Ave. N.,Crystal Castles,18+</p>,$22,First Avenue,MN,03/11/2011,,http://www.citypages.com//events/crystal-castles-1643348/
Minneapolis,03/11/2011,110 N. 5th St.,Bass Freqs,"with An-Ten-Nae, Heyoka, Timonkey, Smilodon. 18+</p>",$22-$25,Epic,MN,03/11/2011,,http://www.citypages.com//events/bass-freqs-1731535/
Hopkins,03/12/2011,2400 Lindbergh Dr.,Mike Stern,with the JazzMN Orchestra. For more info call 866.811.4111 or visit www.jazzmn.org</p>,$27-$29,Hopkins High School,MN,03/12/2011,,http://www.citypages.com//events/mike-stern-1723861/
St. Paul,03/13/2011,201 E. 4th St.,Norma Jean,"with Stick to Your Guns, Impending Doom, Of Legends. All ages</p>",$15,Station 4,MN,03/13/2011,,http://www.citypages.com//events/norma-jean-1740630/
Minneapolis,03/13/2011,416 Cedar Ave. S.,Acoustic Africa,"with Habib Koite, Afel Bocoum & Oliver Mtukudzi</p>",$30/$35,The Cedar,MN,03/13/2011,,http://www.citypages.com//events/acoustic-africa-1682675/
Minneapolis,03/13/2011,112 Hennepin Ave. E.,Andy Cowley,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/andy-cowley-1277514/
Minneapolis,03/14/2011,1308 4th St. SE,Elephant 6 Holiday Surprise Show,with the Elephant 6 Orchestra. 18+</p>,$15,The Varsity Theater,MN,03/14/2011,,http://www.citypages.com//events/elephant-6-holiday-surprise-show-1697311/
Minneapolis,03/13/2011,2507 E. 25th St.,The Country Doctors,,,Eagles Club #34,MN,,,http://www.citypages.com//events/the-country-doctors-1478345/
Minneapolis,03/15/2011,701 1st Ave. N.,Ice Cube,18+</p>,$30,First Avenue,MN,03/15/2011,,http://www.citypages.com//events/ice-cube-1731525/
Minneapolis,03/15/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
Plymouth,03/13/2011,5005 Northwest Blvd.,Exultate: St. Matthew Passion,,$20,Beautiful Savior Lutheran Church,MN,03/13/2011,,http://www.citypages.com//events/exultate-st-matthew-passion-1673907/
Minneapolis,03/15/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Fridley,03/15/2011,7820 University Ave.,Rawkzilla Battle of the Bands,,,G.B. Leighton's Pickle Park,MN,,,http://www.citypages.com//events/rawkzilla-battle-of-the-bands-1501937/
Minneapolis,03/15/2011,2901 27th Ave. S.,Karaoke,,,Schooner Tavern,MN,,,http://www.citypages.com//events/karaoke-743846/
Minneapolis,03/16/2011,701 1st Ave. N.,Good Charlotte,"with Forever the Sickest Kids, This Century. All ages</p>",$27,First Avenue,MN,03/16/2011,,http://www.citypages.com//events/good-charlotte-1740528/
Minneapolis,03/15/2011,5411 Penn Ave. S.,DJ HWH the Third,,free,Cafe Maude,MN,,,http://www.citypages.com//events/dj-hwh-the-third-791916/
Minneapolis,03/17/2011,2411 Hennepin Ave. S.,Last of the Record Buyers,"MCs may get all the mainstream attention nowadays, but hip hop started as a DJ-centered movement, and the truest heads can rattle off their all-time favorite producers as readily as they can list their top lyricists. Brandon Allday, who shares producer/MC double-duty honors with fellow Big Quarters beats-and-rhymes provider Medium Zach, knows his way around all sides of that equation. Allday and DJ Nikoless have dedicated every third Thursday over the last two-plus years to hosting producer showcase Last of the Record Buyers, creating a showcase focusing on the instrumental backbone of hip hop and cultivating a beat-battle mentality meant to keep local producers moving forward. Every month features special guest appearances from local breakbeat scientists, as well as an open call for producers who want to showcase their newest creations to bring in their latest beats for a free-for-all listening session. (Photo provided by Big Quarters)</p>",free,Fifth Element,MN,,http://vvoice.vo.llnwd.net/e5/4102155.47.jpg,http://www.citypages.com//events/last-of-the-record-buyers-1019106/
Minneapolis,03/17/2011,701 1st Ave. N.,St. Patrick's Day,"with Hookers & Blow, E.L.nO</p>",$5/$8,First Avenue,MN,03/17/2011,,http://www.citypages.com//events/st-patricks-day-1738975/
St. Paul,03/18/2011,1280 Arcade St.,MN Sinfonia: Famous Opera Overtures & Choruses,for more info call 612.871.1701 or visit www.mnsinfonia.org</p>,free,First Covenant Church,MN,03/18/2011,,http://www.citypages.com//events/mn-sinfonia-famous-opera-overtures-and-choruses-1688696/
Minneapolis,03/19/2011,701 1st Ave. N.,Mark Mallman,all ages at 5:00 p.m.; 21+ at 9:00 p.m</p>,$7/$8,7th St. Entry,MN,03/19/2011,,http://www.citypages.com//events/mark-mallman-1740529/
Minneapolis,03/19/2011,88 17th St. N.,MN Sinfonia: Famous Opera Overtures & Choruses,for more info call 612.871.1701 or visit www.mnsinfonia.org</p>,free,Basilica of St. Mary,MN,03/19/2011,,http://www.citypages.com//events/mn-sinfonia-famous-opera-overtures-and-choruses-1688697/
St. Paul,03/20/2011,201 E. 4th St.,Rotting Christ,"with Melechesh, Hate, Abigail Williams, Lecherous Nocturne</p>",$17/$20,Station 4,MN,03/20/2011,,http://www.citypages.com//events/rotting-christ-1709348/
Minneapolis,03/20/2011,416 Cedar Ave. S.,Shubhendra Rao and Saskia Rao de Haas,,$15/$18,The Cedar,MN,03/20/2011,,http://www.citypages.com//events/shubhendra-rao-and-saskia-rao-de-haas-1682676/
Minneapolis,03/21/2011,1010 Nicollet Mall,Jane Monheit,$40 at 7 p.m.; $25 at 9:30 p.m</p>,,Dakota Jazz Club & Restaurant,MN,03/21/2011,,http://www.citypages.com//events/jane-monheit-1710363/
Minneapolis,03/22/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
St. Paul,03/22/2011,164 Snelling Ave. N.,Nova Jazz Band,in the Shamrock Room</p>,,O'Gara's Bar & Grill,MN,,,http://www.citypages.com//events/nova-jazz-band-1398254/
Minneapolis,03/22/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Fridley,03/22/2011,7820 University Ave.,Rawkzilla Battle of the Bands,,,G.B. Leighton's Pickle Park,MN,,,http://www.citypages.com//events/rawkzilla-battle-of-the-bands-1501937/
Minneapolis,03/22/2011,2901 27th Ave. S.,Karaoke,,,Schooner Tavern,MN,,,http://www.citypages.com//events/karaoke-743846/
Minneapolis,03/22/2011,5411 Penn Ave. S.,DJ HWH the Third,,free,Cafe Maude,MN,,,http://www.citypages.com//events/dj-hwh-the-third-791916/
Minneapolis,03/23/2011,416 Cedar Ave. S.,The Dodos,with Reading Rainbow</p>,$14,The Cedar,MN,03/23/2011,,http://www.citypages.com//events/the-dodos-1740530/
Minneapolis,03/24/2011,805 Hennepin Ave.,Amos Lee,with the Secret Sisters</p>,$24-$29.50,State Theatre,MN,03/24/2011,,http://www.citypages.com//events/amos-lee-1697291/
Minneapolis,03/24/2011,701 1st Ave. N.,Chapel Club,,$2,7th St. Entry,MN,03/24/2011,,http://www.citypages.com//events/chapel-club-1718607/
Minneapolis,03/24/2011,300 Washington Ave. SE,Making Music: Ben Kyle,the artist discusses and performs his work.</p>,free,Whole Music Club,MN,03/24/2011,,http://www.citypages.com//events/making-music-ben-kyle-1740587/
Minneapolis,03/25/2011,416 Cedar Ave. S.,The Residents,all ages</p>,$22,The Cedar,MN,03/25/2011,,http://www.citypages.com//events/the-residents-1740540/
St. Paul,03/26/2011,2017 Buford Ave.,Get Tha Funk Down,"with Truthmaze, Minhzy, Task Rock, Horsefist, b-boy/b-girl battles & exhibitions, more. Proceeds benefit the Omega Zulu Twin Cities Chapter.</p>",$7/$10,University Of Minnesota St. Paul Student Center Theater,MN,03/26/2011,,http://www.citypages.com//events/get-tha-funk-down-1740580/
Minneapolis,03/27/2011,416 Cedar Ave. S.,Patty Larkin & Willy Porter,,$18/$20,The Cedar,MN,03/27/2011,,http://www.citypages.com//events/patty-larkin-and-willy-porter-1682677/
Minneapolis,03/27/2011,701 1st Ave. N.,"Macklemore & Ryan Lewis, Blueprint",18+</p>,$10/$12,7th St. Entry,MN,03/27/2011,,http://www.citypages.com//events/macklemore-and-ryan-lewis-blueprint-1740541/
Minneapolis,03/28/2011,112 Hennepin Ave. E.,Andy Cowley,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/andy-cowley-1277514/
Fridley,03/28/2011,7820 University Ave.,Rawkzilla Battle of the Bands,,,G.B. Leighton's Pickle Park,MN,,,http://www.citypages.com//events/rawkzilla-battle-of-the-bands-1501937/
Minneapolis,03/29/2011,416 Cedar Ave. S.,British Sea Power,,$12/$14,The Cedar,MN,03/29/2011,,http://www.citypages.com//events/british-sea-power-1740542/
Minneapolis,03/29/2011,1111 Nicollet Mall,MN Orchestra: 2011-12 Classical Season Preview Concert,,$25,Orchestra Hall,MN,03/29/2011,,http://www.citypages.com//events/mn-orchestra-2011-12-classical-season-preview-concert-1684957/
Minneapolis,03/30/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
Minneapolis,03/30/2011,327 14th Ave. SE,John Devine,,,Loring Pasta Bar,MN,,,http://www.citypages.com//events/john-devine-934121/
Minneapolis,03/30/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,03/30/2011,2901 27th Ave. S.,Karaoke,,,Schooner Tavern,MN,,,http://www.citypages.com//events/karaoke-743846/
Minneapolis,03/30/2011,509 1st Ave. NE,Typoscura's Hump Day,with DJ Millions Billions</p>,,Red Stag Supper Club,MN,,,http://www.citypages.com//events/typoscuras-hump-day-1696452/
St. Paul,03/31/2011,201 E. 4th St.,"Abandon Kansas, Swimming With Dolphins","with Small Town Stories, Farsighted. All ages</p>",$10/$12,Station 4,MN,03/31/2011,,http://www.citypages.com//events/abandon-kansas-swimming-with-dolphins-1740627/
Maple Grove,03/02/2011,7885 Main St. N.,Dan Ristrom,,,Sawatdee,MN,,,http://www.citypages.com//events/dan-ristrom-1017320/
Minneapolis,03/02/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
Minneapolis,03/02/2011,112 Hennepin Ave. E.,Molly Maher & Her Disbelievers,,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/molly-maher-and-her-disbelievers-1277510/
Fridley,03/02/2011,6161 Central Ave. NE,Sam Kuusisto Band,,,Shorewood Bar & Grill,MN,,,http://www.citypages.com//events/sam-kuusisto-band-1224422/
Brooklyn Park,03/02/2011,8078 Brooklyn Blvd.,Shane Martin,,,Mad Jack's Sports Cafe,MN,,,http://www.citypages.com//events/shane-martin-1176509/
Minneapolis,03/02/2011,901 Cedar Ave. S.,The Noah Cornelius Movement,,,Whiskey Junction,MN,,,http://www.citypages.com//events/the-noah-cornelius-movement-1469089/
Minneapolis,03/02/2011,2300 NE University Ave.,The Wednesday Crush,with Big City Band</p>,,Mario's Keller Bar,MN,,,http://www.citypages.com//events/the-wednesday-crush-1718179/
Minneapolis,03/02/2011,600 Hennepin Ave. S.,Traditional Irish Music Session,,,Kieran's Irish Pub,MN,,,http://www.citypages.com//events/traditional-irish-music-session-1039628/
Minneapolis,03/02/2011,411 2nd Ave. N.,Vibin' Open Mic,with Mr. Hayes</p>,,The Lounge,MN,,,http://www.citypages.com//events/vibin-open-mic-1450406/
Minneapolis,03/02/2011,409 E. Hennepin Ave.,Wain McFarlane,,,Terminal Bar,MN,,,http://www.citypages.com//events/wain-mcfarlane-1625210/
St. Paul,03/08/2011,380 Cedar St.,Ray Evangelista,,free,Hunan Garden,MN,,,http://www.citypages.com//events/ray-evangelista-164660/
Minneapolis,03/08/2011,2901 27th Ave. S.,Karaoke,,,Schooner Tavern,MN,,,http://www.citypages.com//events/karaoke-743846/
Minneapolis,03/08/2011,5411 Penn Ave. S.,DJ HWH the Third,,free,Cafe Maude,MN,,,http://www.citypages.com//events/dj-hwh-the-third-791916/
Minneapolis,03/08/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,03/17/2011,2300 NE University Ave.,Colfax,,,Mario's Keller Bar,MN,,,http://www.citypages.com//events/colfax-1058359/
Minneapolis,03/17/2011,323 1st Ave. N.,F*cking Sick,,,Bootleggers,MN,,,http://www.citypages.com//events/fcking-sick-1322223/
Hopkins,03/19/2011,1111 Main St.,The Elders,,$24,Hopkins Center for the Arts,MN,03/19/2011,,http://www.citypages.com//events/the-elders-1682695/
Minneapolis,03/21/2011,818 S. 2nd St.,BoDeans,,$36-$39,Guthrie Theater,MN,03/21/2011,,http://www.citypages.com//events/bodeans-1697292/
Minneapolis,03/21/2011,112 Hennepin Ave. E.,Andy Cowley,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/andy-cowley-1277514/
Fridley,03/21/2011,7820 University Ave.,Rawkzilla Battle of the Bands,,,G.B. Leighton's Pickle Park,MN,,,http://www.citypages.com//events/rawkzilla-battle-of-the-bands-1501937/
Minneapolis,03/21/2011,2507 E. 25th St.,Square Dancing,,,Eagles Club #34,MN,,,http://www.citypages.com//events/square-dancing-1322157/
Minneapolis,03/21/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,03/28/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,03/31/2011,1308 4th St. SE,State Radio,all ages</p>,$17.50,The Varsity Theater,MN,03/31/2011,,http://www.citypages.com//events/state-radio-1731608/
