longitude,image,description,date,venue,latitude,moreInfoLink,title
-80.1287994384766,,"Lotus Wmc 2011 Showcase <br>  National Hotel<br>    <br>  Wednesday Mar 9th<br>  12:00 PM - 11:00 PM  <br>  <br>  <br>  <br>  Artists<br>  Vikter Duplaix, Alix Alvarez, Josh Milan, Kon and Amir, Daz-I-Kue, Lefto, Crazy Legs, Julius The Mad Thinker, Halo, Ursula Rucker, G.I.Disco, Julius Papp, Jeremy Sole, DJ MFR, Vincent Kowk, Morrisson<br>  <br>  More info coming soon!!<br>  <br>  Presented by<br>  Lotus<br>  <br>  Admission&nbsp; Free before 2:00 pm, $10 after<br>  <br>  WMC Badge Policy<br>  $5<br>  &nbsp;<br>  <br>  <br>","March 9, 2011",The National Hotel,25.791877746582,http://www.clubzone.com/events/336877/miami/the-national-hotel/lotus-wmc-2011-showcase,Lotus Wmc 2011 Showcase
,,"Miami 2011 Pump Da Brakes   Maxine&#39;s Lounge<br>  <br>  Wednesday Mar 9th<br>  11:00 AM - 11:00 PM  <br>  <br>  Miami 2011 Pump Da Brakes with Davide Squillace, Carlo Lio and Pirupa Promoted by Matinee NYC. <br>  <br>  Artists&nbsp;<br>  Davide Squillace, Carlo Lio and Pirupa Promoted by Matinee NYC.<br>  <br>  Davide Squillace<br>  &nbsp;  <br>  &nbsp;    <br>  Carlo Lio  <br>  <br>  <br>  <br>    <br>  Presented by&nbsp;<br>  Catalina Hotel &amp; Beach Club<br>  <br>  WMC Badge Policy&nbsp;&nbsp;<br>  free<br>  <br>","March 9, 2011",Maxine's Restaurant and Lounge,,http://www.clubzone.com/events/336855/miami/maxines-restaurant-and-lounge/miami-2011-pump-da-brakes,Miami 2011 Pump Da Brakes
-80.1299514770508,,"The Kung Fu Kitchen presents<br>  The Sound Ambassadors   Kung Fu Kitchen<br>   <br>  Wednesday Mar 9th<br>  8:00 PM - 5:00 AM  <br>  <br>  <br>  The Kung Fu Kitchen presents The Sound Ambassadors. From across the  globe 3 djs gather for an evening of good vibes. Showcasing talent from  Egypt, USA, Panama and many other countries  <br>  Artists&nbsp;<br>  DJ Carlos from Egypt, Manny Murillo from USA, Arthur C from Panama plus guest djs<br>  <br>  DJ Carlos<br>  &nbsp;  <br>  <br>  Arthur C<br>  <br>  <br>  &nbsp;  <br>  Presented by&nbsp; <br>  Catalina Hotel &amp; Arthur C<br>  <br>  WMC Badge Policy<br>  FREE with Badge<br>  <br>  <br>","March 9, 2011",Kung Fu Kitchen,25.7934093475342,http://www.clubzone.com/events/336887/miami/kung-fu-kitchen/the-sound-ambassadors,The Sound Ambassadors
,,WMC VJ Challenge   Miami Beach Convention Center<br>  <br>  Wednesday Mar 9th <br>  11:00 AM - 2:00 PM  <br>  <br>  <br>  Join us for the 3rd Annual VJ Challenge! This competition will test the  video mixing and audio/visual skills of some of the world\&#39;s finest  VJs. Prizes and giveaways will be provided by leading manufacturers. <br>  &nbsp;  Presented by&nbsp;<br>  Winter Music Conference<br>  <br>  WMC Badge Policy&nbsp;<br>  Free<br>  <br>,"March 9, 2011",Miami Beach Convention Center- Hall B,,http://www.clubzone.com/events/336875/miami/miami-beach-convention-center-hall-b/wmc-vj-challenge,WMC VJ Challenge
-122.265968322754,http://images4.clubzone.com/events/images/336042/336042-1.jpg,"Battle Of Band<br>  <br>  At<br>  DNA Lounge<br>  Sun, February 27, 2011<br>  <br>  doors @ 5:30pm.<br>  <br>  Performing live:<br>  One After Another<br>  Death of a Legend<br>  Heap of Stone<br>  Fire Child<br>  Palavra<br>  Sang Matiz<br>  Through the Ashes<br>  6:AM!<br>  Shawn Megofna<br>  Libertine Circle<br>  <br>  Each battle will consist of approximately 8 bands, each playing a 30 minute set.<br>  <br>  The winner of each show will advance to the finals. The winner of the finals will receive $500 in cash, 20 hours of studio time, a submission to one of the following labels: Warner Bros., Rotten, Geffen, Prosthetic, Metal Blade, Universal, or Columbia. The band will also receive a headlining gig at the featured concert club.<br>  <br>  Judging will be based on audience response/applause at the end of the show. Note: The more people you bring, the better your chances of winning. Don&#39;t forget to tell your fans to stick around until the end of the show.<br>","February 27, 2011",DNA Lounge,37.7997398376465,http://www.clubzone.com/events/336042/san-francisco/dna-lounge/battle-of-band,Battle Of Band
-80.131721496582,,"Deep Hype Sounds Presents<br>   House Grooves   Chesterfield Hotel<br>  <br>  Wednesday Mar 9th <br>  10:00 AM - 8:00 PM  <br>  <br>  &nbsp;   Deep Hype Sounds 2011 Showcase, this house-tastic bumping event brings  you a talented and diverse line up. Free shirts, cd\&#39;s, ep\&#39;s, and more.  Rain or shine, the first of many things from this label. <br>  <br>   Artists<br>   Soydan, Hector Couto, Tommy Largo, Jose Zaragoza, Markie Gee, Doc Link vs Eman, Davidson Ospina, Tommy Knuckles, Roberto Palermo, Santi Garcia, Hugh Cleal, Jesse Rivera, with tonelove productions  <br>  Presented by&nbsp;<br>  Deep Hype Sounds<br>  <br>  WMC Badge Policy&nbsp;&nbsp; <br>  Free Entry","March 9, 2011",Chesterfield,25.7790260314941,http://www.clubzone.com/events/336852/miami/chesterfield/deep-hype-sounds-presents-house-grooves,Deep Hype Sounds Presents House Grooves
,http://images2.clubzone.com/events/images/338441/338441-1.jpg,"Jaguar Wright<br>  <br>  At<br>  Harlow s<br>  <br>  Sun, Feb 27, 2011<br>  9.00 PM<br>  <br>  Jaguar Wright is a soul/R&amp;B vocalist from Philadelphia, Pennsylvania. She is part of the okayplayer collective.Hell hath no fury like a woman scorned, especially in the case of fiery Philadelphia chanteuse Jaguar Wright. As notorious for her impassioned, spine-tingling vibrato as she is for her show-stealing performance at Jay-Z&rsquo;s 1999 MTV Unplugged concert with The Roots, Jaguar is the quintessential soul maven.<br>","February 27, 2011",Harlow s,,http://www.clubzone.com/events/338441/sacramento/harlow-s/jaguar-wright,Jaguar Wright
,,DJ Spin-off - Scratching   Miami Beach Convention Center<br>  <br>  Wednesday Mar 9th<br>  2:00 PM - 6:00 PM  <br>  <br>  DJs put their scratching skills to the test! It\&#39;s a battle for the  finest in this Djing Competiton. Prizes and free giveaways provided by  leading manufacturers.  <br>  Presented by <br>  Winter Music Conference<br>  <br>  WMC Badge Policy<br>   Free<br>  <br>,"March 9, 2011",Miami Beach Convention Center- Hall B,,http://www.clubzone.com/events/336880/miami/miami-beach-convention-center-hall-b/dj-spin-off-scratching,DJ Spin-off - Scratching
,http://images3.clubzone.com/events/images/338690/338690-1.jpg,"Shane Dwight<br>  <br>  At<br>  PowerHouse Pub<br>  <br>  Sun, Feb 27, 2011<br>  3.00 PM<br>  <br>  Northern California native, now Nashville-based, Shane Dwight is a young American Roots Music artist for the 21st century &ndash; a killer blues player who can rock the house all night long with the best of them, and an introspective singer-songwriter whose voice rings true at alt-country, Americana, R&amp;B, and flat-out Rock N Roll. There is no pigeonhole for Shane Dwight, and no single corral can hold this bucking bronco. Shane&rsquo;s talent is so fierce and his inspiration so strong that his music draws in equal measure from classic blues and urban R&amp;B, from alt-country and modern rock without compromising his integrity or missing a beat.<br>  <br>  Shane Dwight cut his teeth on the rough and tumble East Side of San Jose California, where his natural talents were influenced by the neighborhood&rsquo;s diverse musical undercurrents. He became proficient at various styles, and played in jazz and rock bands before finding his groove with the blues. Shane&rsquo;s popularity spread quickly, and in 2002 he easily won the Monterey Blues Festival Battle of the Bands. Since that time Shane has released several self-produced CDs and kept up a hectic schedule, appearing at countless clubs and festival Main Stages including Florida&rsquo;s &ldquo;Springing the Blues&rdquo; Festival , Monterey Blues Festival, the Portland Waterfront Blues Festival, the San Diego Blues Festival, and many more; Shane&rsquo;s energetic performances and charismatic appeal have made him a repeat performer on the Legendary Rhythm and Blues Cruises; Shane provided the house band for the nationally televised &ldquo;Microsoft Insider Live&rdquo;, appeared twice as a featured guest on Elwood Blues&rsquo; House of Blues Radio Hour, and received airplay on hundreds of radio stations worldwide.<br>  <br>  Recently, Shane moved to Nashville, Tennessee and signed with the prestigious Intrepid Artists booking agency. This year he&rsquo;ll be performing over 150 shows throughout the US, Canada and Mexico. On June 23, 2009 he will be releasing his first TWO internationally-distributed CDs. Shane Dwight&rsquo;s rocket is definitely on the rise, and this is shaping up to be a one hell of a year for this genre-busting artist.<br>","February 27, 2011",PowerHouse Pub,,http://www.clubzone.com/events/338690/sacramento/powerhouse-pub/shane-dwight,Shane Dwight
-80.1299743652344,,"The Kung Fu Kitchen presents<br>  The Sound Ambassadors  Kung Fu Sushi<br>  <br>  Wednesday Mar 9th<br>  8:00 PM - 5:00 AM  <br>  <br>  <br>  The Kung Fu Kitchen presents The Sound Ambassadors. From across the globe 3 djs gather for an evening of good vibes. Showcasing talent from Egypt, USA, Panama and many other countries  <br>  Artists <br>  DJ Carlos from Egypt, Manny Murillo from USA, Arthur C from Panama plus guest djs<br>  <br>  DJ Carlos<br>  <br>    &nbsp;  <br>  Arthur C<br>  <br>      &nbsp;<br>  <br>  Presented by <br>  Catalina Hotel &amp; Arthur C<br>  <br>  WMC Badge Policy<br>  FREE with Badge<br>","March 9, 2011",Kung Fu Sushi,25.7928562164307,http://www.clubzone.com/events/336888/miami/kung-fu-sushi/the-sound-ambassadors-wmc-2011,The Sound Ambassadors wmc 2011
-80.1321640014648,http://images4.clubzone.com/events/images/321693/321693-1.jpg,"Vandalism  <br>  Wednesday , March 9 , 2011<br>  11:00 PM - 5:00 AM<br>  <br>  at<br>    Mansion  1235 Washington Avenue  <br>  Artists<br>  Vandalism, Ron Luna, Konflikt<br>  <br>   Age<br>  21 +<p>Click Here for Guest List</p>","March 9, 2011",Mansion,25.7835292816162,http://www.clubzone.com/events/321693/miami/mansion/vandalism,Vandalism
-122.432426452637,http://images3.clubzone.com/events/images/337422/337422-1.jpg,"Women in Jazz<br>  <br>  At<br>  Yoshis<br>  Sun, Feb 27, 2011<br>  7pm<br>  <br>  featuring Ruth Davis, Roberta Donnay, Brenda Wong Aoki, Destiny Muhammad<br>  <br>  A benefit Concert for the Jazz Heritage Center<br>","February 27, 2011",Yoshis SF,37.7818870544434,http://www.clubzone.com/events/337422/san-francisco/yoshis-sf/women-in-jazz,Women in Jazz
-80.1324462890625,http://images3.clubzone.com/events/images/337110/337110-1.jpg,"Welcome To Miami presents <br>  Electric Beach  <br>  Nikki Beach  <br>  Thursday, March 10, 2011&nbsp;<br>  12:00 PM - 5:00 AM EST  <br>  <br>  Welcome to Miami is an open-air party on Nikki Beach opening WMC week,  emerging talents in the deep house, tech house, electrohouse and  progressive veins with talents such as Harry Choo Choo Romero, Paul  harris and a live performance by Dirty Vegas. Over 17 hours of music  sounds should cure any signs of jetlag&hellip;Welcome to Miami!  <br>  Artists<br>  Paul Harris<br>  David Tort<br>  Steve Duda (Deadmau5&rsquo;s Producing Partner)<br>  Stryke<br>  Mind Control (Peter Bailey &amp; Richie Santana)<br>  Christian Falero<br>  Federico Scavo<br>  Plastik Funk<br>  Dabruck &amp; Klein<br>  Disfunktion<br>  Scaloni<br>  Roland Clark<br>  Justin Sheppard<br>  DJ Bruno<br>  Felipe Kaval<br>  Nikolas<br>  Joseph Anthony<br>  Jason Vernau <br>  <br>  presented by <br>  Vitamin C Communications &amp; Rhythm Freak<br>  <br>  Ages<br>  21+<br>  <br>","March 10, 2011",Nikki Beach Miami,25.7689247131348,http://www.clubzone.com/events/337110/miami/nikki-beach-miami/welcome-to-miami-presents-electric-beach,Welcome To Miami presents Electric Beach
-117.121932983398,http://images4.clubzone.com/events/images/336611/336611-1.jpg,"Lindsey Yung Video Release Show<br>  <br>  At <br>  Lestats Coffee House<br>  <br>  Sunday, Feb 27, 2011<br>  12AM - 12AM<br>","February 27, 2011",Lestats Coffee House,32.7631530761719,http://www.clubzone.com/events/336611/san-diego/lestats-coffee-house/lindsey-yung-video-release-show,Lindsey Yung Video Release Show
-80.1285934448242,http://images3.clubzone.com/events/images/337069/337069-4.jpg,"David Morales Album Pool Party  sponsored by Ultra Records<br>  <br>  Pool @ Shelborne<br>  <br>  Thursday Mar 10th<br>  12:00 PM - 10:30 PM<br>  <br>  <br>    A sexy pool party in celebration of the release of the second album. Sponsored by Ultra Records, Def Mix &lsquo;s David Morales comes back to the Shelborne for WMC. His special guests include Quentin Harris, Ultra Nate&rsquo; Live, Jonathan Mendelsohn Live, Hector Romero, Brandon Morales and special guest Frankie Knuckles. Morales first Ultra Records album garnered several worldwide hits including &ldquo;Here I Am&ldquo; from &ldquo;Devil Wears Prada&rdquo; among others. in association with Pioneer DJ and Djmag,  <br>  Artists<br>  David Morales, Quentin Harris, Ultra Nate&rsquo; Live, Jonathan Mendelsohn Live, Lisa Pure Live, Hector Romero, Brandon Morales, and special guest Frankie Knuckles.<br>  <br>    David Morales<br>  <br>  A true vanguard in the world of dance music, the efforts of Brooklyn&rsquo;s  own David Morales remain unparalleled. As a producer, he&rsquo;s enjoyed  multiple Grammy nominations (including a win in 1998 for Remixer of the  Year) and hit records (from his own to Mariah Carey&rsquo;s 1996 album  Fantasy). Morales has worked diligently for over 20 years and racked up  millions of air miles to earn the distinction of being one of the most  in-demand DJs on the planet.He is starting to work on a new  production project yet un-named, and setting up for his 07 tour that  will include approximately 200 dates world wide.<br>  <br>  He&rsquo;s appeared on numerous international television networks such as BBC,  MTV Europe, MuchMusic, Gaga TV, and many others. In the early years  Morales hosted &ldquo;The Grind,&rdquo; MTV&rsquo;s high profile dance show from the &lsquo;90s.  His Friday night &ldquo;House Party&rdquo; radio show on New York City&rsquo;s WKTU,  broadcast to millions of listeners locally and around the globe via the  Internet for the past 10 years. The weekly show DEF MIX ZONE with  Frankie Knuckles on XM Satellite Radio&rsquo;s The Move Channel 80 has  received great response, as is broadcasting nationally though out the  USA and CANADA. <br>    <br>  <br>  <br>  <br>  <br>  <br>  <br>  &nbsp;  Presented by&nbsp; <br>  Shelborne Events, DJmag &amp; Pioneer<br>  <br>  Admission&nbsp; $20.00 early bird<br>  <br>  WMC Badge Policy&nbsp;&nbsp; <br>  Free To WMC Badges<br>  <br>","March 10, 2011",The Shelborne Hotel Beach Resort,25.7941818237305,http://www.clubzone.com/events/337069/miami/the-shelborne-hotel-beach-resort/david-morales-album-pool-party,David Morales Album Pool Party
,http://images3.clubzone.com/events/images/334933/334933-1.jpg,"Valencia: 1995<br>  <br>  At<br>  Elbo Room<br>  Monday, February 28, 2011<br>  9:00 pm<br>  <br>  Featuring<br>  A 90s party to benefit Valencia: The Movie(s)<br>  With DJs Pink Lightning (Stay Gold) and Junkyard (Junk, Muffdive)<br>  Toilet Photo Booth with Amos Mac<br>  Films by Justin Kelly<br>  Porn from No Fauxx<br>  screening of Chapter 11 by Sarah Adams featuring Greta Jane Pedersen and Jenny Hoysten<br>","February 28, 2011",Elbo Room,,http://www.clubzone.com/events/334933/san-francisco/elbo-room/valencia-1995,Valencia: 1995
,,"Derrick Carter, Terry Hunter &amp; Jon Cowan <br>  <br>  Shine @ Shelborne<br>    <br>  Thursday Mar 10th <br>  10:00 PM - 5:00 AM  <br>  <br>  Celebrating the launch of Carter&rsquo;s new Fabric 56 CD release and tour with Chicago&#39;s finest Terry Hunter and Miami&#39;s Jon Cowan  <br>  Artists<br>  Derrick Carter, Terry Hunter &amp; Jon Cowan<br>  <br>  Derrick Carter  One of the pinnacles of Chicago house music&#39;s &#39;90s wave, Derrick Carter began DJing at the age of nine, spinning disco records at family reunions. His debut single ""Love Me Right"" appeared in 1987, just after he graduated from college. Another single (""Symbols and Instruments"" as Mood) appeared in 1989, but the Chicago house scene faded soon after, leaving Carter and other artists with few to play for except themselves. Thanks in part to Cajmere&#39;s and Felix Da Housecat&#39;s respective labels (Relief, Radikal Fear), Chicago house made a comeback during the mid-&#39;90s and began to offer impressive newcomers in addition to the old guard. Carter, recording for the Organico label, returned with several singles, and an album as Sound Patrol. In 1995, he began working with a live band as the Sound Patrol Orchestra. Though he hasn&#39;t released a production full-length, several mix albums have appeared, including Cosmic Disco on MixMag and Pagan Offering on Pagan. Carter has also founded two labels (Blue Cucaracha and Classic) and remixed tracks from Chicago&#39;s own post-rock heroes Tortoise. ~ John Bush, All Music Guide<br>  <br>  &nbsp;    <br>  <br>  Jon Cowan  Jon&rsquo;s love of the music sprang from all-nighters on the floor at Aahz in  Orlando. While looking for ways to continue hearing fresh tunes, the  Miami Beach born entrepreneur and Hotelier, launched a production  company called Generic Soul. He soon began constructing highly respected  underground parties all over South Florida.  Moving to Dublin, Ireland  in &rsquo;95 broadened his world and upon his return in 1996, Jon launched  Bliss Productions.    The production company and fully-fledged label  with major label distribution had a roster that rivaled the largest and  most impressive UK Indy electronic/dance companies.  Bliss initially  grew in South Florida through shows at the Shadow Lounge with inaugural  resident, Dave Seaman. The gigs quickly gathered momentum when Bliss  moved to Groovejet and let the brakes off. Dave played monthly alongside  a host of guests. Among them, Jon Cowan launched his own DJ career with  a surreptitious supporting slot.   ""My first real gig was playing  alongside one of the progressive forefathers on a Saturday night at  Groovejet,"" laughs Jon. ""How can you beat that? It was definitely a  privilege and a learning experience, too."" From there Jon went on to  tour the world with such success that he landed  residencies at the UK  superclub Renaissance and U2 front man Bono&rsquo;s club, the Kitchen in  Dublin, Ireland.<br>  &nbsp;    <br>  <br>  Terry Hunter  Terry Hunter, THE DJ-THE PRODUCER-THE REMIXER- and, one of the masterminds behind the UBQ Project. Deriving from the word Ubiquity which means &lsquo;the state of being or seeming to be everywhere at the same time; omnipresent&rsquo;, the name UBQ says it all.With talent the likes of Terry Hunter, he is set to become a leader in the new wave of music, which will lead us all through the millennium.<br>  <br>  &nbsp;    <br>  Presented by&nbsp; <br>  Shelborne Events DJmag &amp; Pioneer<br>  <br>  Admission:&nbsp; 20.00<br>  <br>  WMC Badge Policy&nbsp; <br>  Free to WMC Badges<br>  <br>  Age<br>  21+ with valid ID <br>  <br>  <br>","March 10, 2011",Shine @ The Shelborne,,http://www.clubzone.com/events/337101/miami/shine-@-the-shelborne/derrick-carter-terry-hunter-and-jon-cowan,"Derrick Carter, Terry Hunter & Jon Cowan"
-122.432426452637,http://images1.clubzone.com/events/images/330890/330890-1.jpg,"Steve Smith and Vital Information<br>  <br>  At<br>  Yoshis<br>  <br>  Monday , Feb 28, 2011<br>  8:00PM<br>  <br>  Featuring:<br>  Tom Coster (Santana), Baron Browne (Jean-Luc Ponty), Vinny Valentino (Bill Evans) &amp; Steve Smith (Journey, Steps Ahead)","February 28, 2011",Yoshis SF,37.7818870544434,http://www.clubzone.com/events/330890/san-francisco/yoshis-sf/steve-smith-and-vital-information,Steve Smith and Vital Information
-80.1299743652344,,"Frolic In Miami Wmc 2011 Party <br>  <br>  Kung Fu Lounge<br>    <br>  Thursday Mar 10th<br>  5:00 PM - 11:00 PM  <br>  <br>  Frolic in Miami WMC 2011 Party Featuring DJ Augie DeLaRosa <br>  <br>  Artist<br>  DJ Augie DeLaRosa<br>  <br>  DJ Augie DeLaRosa<br>  <br>  Augie DeLaRosa has been playing House Music for over 20 years, he became a fan of The Hot Mix 5 from their inception. He played simply for the love of the music, raising his family was his priority, but DJing was always his passion. He played gigs from time to time, but in 2002 he filled in for a friend for the launch party for Scandal Music, a local jingle house, he has been their Private Event DJ ever since. That sparked a fire in him that had been latent while raising his family, he now had the time he needed to devote to his craft, and in the Fall of 2002 became the resident at the Loft at Corosh. He shows no signs of slowing down, and his sound is mainly the Tech House style, but you can always expect to hear thumping House and Vocal House in his sets, which always keep the dance floors packed. Black Wednesday 2010 he played to over 3,000 people at the legendary Aragon Ballroom in Chicago, with DJ Pauly D. of Jersey Shore.<br>  <br>  &nbsp;    <br>    <br>  Presented by<br>  Catalina Hotel &amp; Beach Club<br>  <br>  WMC Badge Policy<br>  free<br>  Details:&nbsp; <br>","March 10, 2011",Kung Fu Sushi,25.7928562164307,http://www.clubzone.com/events/337085/miami/kung-fu-sushi/frolic-in-miami-wmc-2011-party,Frolic In Miami Wmc 2011 Party
-122.420463562012,http://images2.clubzone.com/events/images/325157/325157-1.jpg,"Biffy Clyro<br>  <br>  At<br>  Rickshaw Stop<br>  <br>  Monday, February 28, 2011<br>  8.00 PM<br>  <br>  Featuring<br>  Moving Mountains<br>  <br>  Biffy Clyro<br>  Biffy Clyro is a Scottish band that has toured with Say Anything and Manchester Orchestra and been nominated for a Mercury Prize. ""It&rsquo;s not fashionable, it doesn&rsquo;t have a haircut, it doesn&rsquo;t strut about all cocksure in fancy matching military wear. Scottish trio Biffy Clyro is substance over style. ... Biffy Clyro cite a range of influences, like Pixies, Fugazi, Weezer, Rush, Metallica, but always operate on their own terms. They utilise extreme dynamics &ndash; constructing songs that can range from a whisper-quiet pick on the guitar, to huge walls of noise with massive distortion and crashing drums. While Simon Neil sings lead, all three members provide vocals, ranging from screaming to multi-part harmonies. ... The band themselves are far too humble to take notice of the increasing number of voices calling them &#39;the British Nirvana.&#39; What they have done is set a watermark, and usher in a new age of British hard rock in the same way Nevermind did all those years ago.""<br>  <br>  Moving Mountains<br>  For some bands, there is a core vision and purpose that shines through from beginning to the end. For others, there is an evolution of an idea, a constant metamorphosis whose end and scope is unknown. For Moving Mountains, the evolution not only encapsulates their music, but a larger overarching concept of what defines &#39;Moving Mountains&#39;. That isn&#39;t to say that the Purchase, NY quartet have an artier than thou complex, but it does touch on an evolving aesthetic undercurrent and a belief that a band can create an experiential vision that goes beyond music. Moving Mountains have released two albums, Pneuma (Deep Elm Records) and Foreword (Caetera Recordings). They will release their third album in early 2011.<br>","February 28, 2011",Rickshaw Stop,37.7759857177734,http://www.clubzone.com/events/325157/san-francisco/rickshaw-stop/biffy-clyro,Biffy Clyro
,,"Sutra Sounds Presents  Go Deep Miami Pool Party<br>  <br>  Pool @ The Carlton Hotel<br>    <br>  Thursday Mar 10th<br>  8:00 PM - 5:00 AM  <br>  Come experience an intimate event full of deep house music featuring  legendary Doc Martin. You&#39;ll want to dance, relax or take a dive in the  deep end of the pool...  <br>  Artists<br>  Legendary Doc Martin, Zaid, Derek Dunbar, Rob Slac, GiangStar, Ricardo Torres, Diem, Beufie.<br>  <br>  Presented by<br>  Sutra Sounds<br>  <br>  WMC Badge Policy<br>  Free with WMC Badge<br>  <br>","March 10, 2011",Carlton Hotel South Beach,,http://www.clubzone.com/events/337093/miami/carlton-hotel-south-beach/sutra-sounds-presents-go-deep-miami-pool-party,Sutra Sounds Presents Go Deep Miami Pool Party
-80.1304931640625,,"Do You Wanna Boogie?   <br>  Beach Plaza Hotel<br>  <br>  Thursday Mar 10th<br>  12:00 PM - 11:00 PM  <br>  The funktastic Do You Wanna Boogie? returns for its 3rd year, this time  moving the party to the Beach Plaza hotel gardens. House, funk, boogie,  disco and everything in between - free entry with rsvp.  <br>  Artists&nbsp;<br>  DJ Spinna, Trus&#39;me, Daz-I-Kue, Tortured Soul&#39;s JKriv, DeL, Voyeurhythm, Aaron Dae, DJ Dirty, Beach Plaza residents Sleepy &amp; Boo and many more TBA<br>  <br>  Presented by&nbsp; <br>  Basic NYC, Dae, D24k<br>  <br>  WMC Badge Policy&nbsp;<br>  Free entry<br>  <br>","March 10, 2011",Beach Plaza Hotel,25.7854404449463,http://www.clubzone.com/events/337062/miami/beach-plaza-hotel/do-you-wanna-boogie,Do You Wanna Boogie?
-122.409782409668,http://images4.clubzone.com/events/images/329958/329958-1.jpg,"Hellogoodbye<br>  <br>  At<br>  Slims<br>  <br>  Monday, Feb 28, 2011<br>  Doors @ 7.00 PM<br>  <br>  Jukebox The Ghost<br>  Gold Motel<br>  Now, Now Every Children<br>","February 28, 2011",Slims,37.7752113342285,http://www.clubzone.com/events/329958/san-francisco/slims/hellogoodbye,Hellogoodbye
-80.1299743652344,,"Muze Entertainment featuring Cy Tek, Danilla G and more...  <br>  Kung Fu Loung  <br>  Thursday Mar 10th<br>  5:00 PM - 11:00 PM  <br>  Muze Entertainment featuring Cy Tek, Danilla G, Bama Boys, Jefferson  Funk, 2junglists, MC AllTerrain, Audio frEQ, VJ Chris Shendo, VJ Paode,  Irene Pardo, Richie Balboa, Jon O, Scott Remedy.  <br>  Artists<br>  Cy Tek, Danilla G, Bama Boys, Jefferson Funk, 2junglists, MC AllTerrain, Audio frEQ, VJ Chris Shendo, VJ Paode, Irene Pardo, Richie Balboa, Jon O, Scott Remedy.<br>  &nbsp; <br>  Presented by<br>  Catalina Hotel &amp; Beach Club<br>  <br>  WMC Badge Policy&nbsp;<br>  free<br>  <br>","March 10, 2011",Kung Fu Sushi,25.7928562164307,http://www.clubzone.com/events/337080/miami/kung-fu-sushi/muze-entertainment-featuring-cy-tek-danilla-g-and-more,"Muze Entertainment featuring Cy Tek, Danilla G and more..."
-80.131721496582,,"Afrocentric Celebration <br>  <br>  The Chesterfield Hotel<br>    <br>  Thursday Mar 10th<br>  8:00 PM - 5:00 AM  <br>  Join us for an Afrocentric Celebration at the Chesterfield hotel.  Including a top lineup of talent taking you on a deep, afro journey.  <br>  Artists <br>  Black Coffee, Brendon Boden, Static Plastic , DJ Christos, Ralf GUM, Halo &amp; Lars Behrenroth<br>  <br>  Presented by<br>  AfrodesiaMP3.com<br>  <br>  WMC Badge Policy<br>  Free with WMC Badge<br>  <br>","March 10, 2011",The Chesterfield Hotel,25.7790393829346,http://www.clubzone.com/events/337097/miami/the-chesterfield-hotel/afrocentric-celebration,Afrocentric Celebration
,,Carlos Bros Presents   Greetings From Ibiza   <br>  Maxine&#39;s Lounge  <br>  Thursday Mar 10th <br>  11:00 AM - 5:00 PM  <br>  <br>  Carlos Bros presents Greetings From Ibiza Featuring Elio Riso (Space Ibiza)<br>  <br>  Artists  <ul>      <li>Montxo  (Privilege Ibiza)</li>      <li>Ivan Pica (Madrid)</li>      <li>Javier Gonzalez (Monza Ibiza)</li>      <li>Monica Soldan (London-Sao Paulo)</li>      <li>Claudio Holze (Miami) and Carlos Bros  (SeaSunBoat).</li>  </ul>  Presented by<br>  Catalina Hotel &amp; Beach Club<br>  <br>  WMC Badge Policy&nbsp;<br>  free<br>,"March 10, 2011",Maxine's Restaurant and Lounge,,http://www.clubzone.com/events/337055/miami/maxines-restaurant-and-lounge/carlos-bros-presents-greetings-from-ibiza,Carlos Bros Presents Greetings From Ibiza
-80.1322784423828,,"Shop In The Mix @ Beat Nixx<br>  <br>  Beat Nixx<br>    <br>  Thursday Mar 10th<br>  4:00 PM - 8:00 PM  <br>  <br>  Check out hot retro clothing gear &amp; groove to soulful house <br>  <br>  Artists<br>  Team Remix Chicago duo DJ Paul James &amp; King D.<br>  <br>  DJ Paul James  <br>  DJ Paul James is a DJ originally from Sheboygan WI. on radio station 91.7 fm wshs, in 1999. at the same time he djed at a local roller rink. Yes he was still in High school. Upon Graduation he heard the ""call of duty"" And up and joined the army. A year and 7 months into his army infantry carreer, he suffered a spinal cord injury, after many months of phyiscal theropy and a strong will to want to walk again (as he likes to puts it). Paul James now resideds in Cedar Park TX. playing for Area 512 Entertainment out of Austin TX. and Just Don&#39;t Stop Productions (J.D.S.) out of San Antonio TX. He also has done booking for such places as ANCHOR BLUE, and a local Hookah Lounge, along with hosting a Internet webcast on texasravers.com Friday nights from 8PM-10pm with a track selection he truly loves that includes Drum and bass, Breakcore, Hip Hop and Dub Step. add all those residency to the many shows this man has done, and you too will say this man is going some where.  <br>  <br>  <br>    <br>  &nbsp;    <br>  Presented by<br>  team remix<br>  <br>  WMC Badge Policy&nbsp;<br>  free<br>  <br>  <br>  <br>","March 10, 2011",Beatnix,25.7828273773193,http://www.clubzone.com/events/337074/miami/beatnix/shop-in-the-mix-at-beat-nixx,Shop In The Mix @ Beat Nixx
