state,address,authors,city,moreInfoAuthor,time,date,authorImg,authorBio,location,moreInfoLink,title
TX,2342 Bissonet,Ian Rankin,Houston,http://www.hachettebookgroup.com/authors_Ian-Rankin-(1003999).htm,6:30 PM,03/21/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1003999_215X340.jpg,"""I grew up in a small coal-mining town in central Scotland. I was always interested in stories. Even though the town had no book stores (and my parents were not great readers), I made full use of the local library. It was mind-boggling to me that (at the age of 11 or 12) I could not gain access to a movie theatre to see such classics as 'The Godfather', 'A Clockwork Orange' or 'Straw Dogs', yet no one stopped me from borrowing these titles from my library. Books seemed to have about them a whiff of the illicit and the dangerous. That was all the encouragement I needed. I went to university in 1978, joined a punk band (on vocals), and continued to write a lot of song lyrics and poems. However, I found that my poems were actually 'telling stories', and so started to write short stories.  A few of these found publication and even won some awards. Then one story raged out of control and became my first novel. It was never published, but that didn't matter: I was now a novelist. I stumbled on Detective Inspector John Rebus by accident while attempting to write an update of 'Dr Jekyll and Mr Hyde': Rebus would be my Jekyll, his Hyde a character from his past. Along the way, I discovered that a cop is a good 'tool', a way of looking at contemporary society, its rights and wrongs. Rebus, I decided, would stick around. Meantime, I finished unviersity, moved to London for four years (where I worked first as a college secretary, later as a hi-fi/audio journalist), then rural France for six years. Both my sons were born in France. By the time the oldest had reached school age, we'd decided to move back to Scotland. I now live and work in Edinburgh, and the Rebus novels have gone from strength to strength in terms of sales and recognition. My favorite we site is www.oxfordbar.com - the official web site of Rebus's favourite Edinburgh tavern! Favorite/inspirational books include: pretty much anything by James Ellroy, Ruth Rendell, Raymond Chandler. Plus classics of Scottish Literature such as Robert Louis Strevenson's 'Dr Jekyll and Mr Hyde', James Hogg's 'Confessions of a Justified Sinner', and Muriel Spark's 'The Prime of Miss Jean Brodie'. If I had to choose a few others to take to my desert island, I'd probably opt for Martin Amis's 'Money', Anthony Burgess's 'Earthly Powers', Anthony Powell's 'A Dance to the Music of Time' and Ian McEwan's 'First Love, Last Rites'.",MURDER BY THE BOOK,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=EVENT&regionid=&duration=,Ian Rankin Reading/Signing
AZ,4014 North Goldwater Street,Ian Rankin,Scottsdale,http://www.hachettebookgroup.com/authors_Ian-Rankin-(1003999).htm,07:00 PM,03/22/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1003999_215X340.jpg,"""I grew up in a small coal-mining town in central Scotland. I was always interested in stories. Even though the town had no book stores (and my parents were not great readers), I made full use of the local library. It was mind-boggling to me that (at the age of 11 or 12) I could not gain access to a movie theatre to see such classics as 'The Godfather', 'A Clockwork Orange' or 'Straw Dogs', yet no one stopped me from borrowing these titles from my library. Books seemed to have about them a whiff of the illicit and the dangerous. That was all the encouragement I needed. I went to university in 1978, joined a punk band (on vocals), and continued to write a lot of song lyrics and poems. However, I found that my poems were actually 'telling stories', and so started to write short stories.  A few of these found publication and even won some awards. Then one story raged out of control and became my first novel. It was never published, but that didn't matter: I was now a novelist. I stumbled on Detective Inspector John Rebus by accident while attempting to write an update of 'Dr Jekyll and Mr Hyde': Rebus would be my Jekyll, his Hyde a character from his past. Along the way, I discovered that a cop is a good 'tool', a way of looking at contemporary society, its rights and wrongs. Rebus, I decided, would stick around. Meantime, I finished unviersity, moved to London for four years (where I worked first as a college secretary, later as a hi-fi/audio journalist), then rural France for six years. Both my sons were born in France. By the time the oldest had reached school age, we'd decided to move back to Scotland. I now live and work in Edinburgh, and the Rebus novels have gone from strength to strength in terms of sales and recognition. My favorite we site is www.oxfordbar.com - the official web site of Rebus's favourite Edinburgh tavern! Favorite/inspirational books include: pretty much anything by James Ellroy, Ruth Rendell, Raymond Chandler. Plus classics of Scottish Literature such as Robert Louis Strevenson's 'Dr Jekyll and Mr Hyde', James Hogg's 'Confessions of a Justified Sinner', and Muriel Spark's 'The Prime of Miss Jean Brodie'. If I had to choose a few others to take to my desert island, I'd probably opt for Martin Amis's 'Money', Anthony Burgess's 'Earthly Powers', Anthony Powell's 'A Dance to the Music of Time' and Ian McEwan's 'First Love, Last Rites'.",POISONED PEN BOOKSTORE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=EVENT&regionid=&duration=,Ian Rankin Reading/Signing
CA,51 Tamal Vista Blvd,Ian Rankin,Corte Madera,http://www.hachettebookgroup.com/authors_Ian-Rankin-(1003999).htm,7:00 PM,03/23/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1003999_215X340.jpg,"""I grew up in a small coal-mining town in central Scotland. I was always interested in stories. Even though the town had no book stores (and my parents were not great readers), I made full use of the local library. It was mind-boggling to me that (at the age of 11 or 12) I could not gain access to a movie theatre to see such classics as 'The Godfather', 'A Clockwork Orange' or 'Straw Dogs', yet no one stopped me from borrowing these titles from my library. Books seemed to have about them a whiff of the illicit and the dangerous. That was all the encouragement I needed. I went to university in 1978, joined a punk band (on vocals), and continued to write a lot of song lyrics and poems. However, I found that my poems were actually 'telling stories', and so started to write short stories.  A few of these found publication and even won some awards. Then one story raged out of control and became my first novel. It was never published, but that didn't matter: I was now a novelist. I stumbled on Detective Inspector John Rebus by accident while attempting to write an update of 'Dr Jekyll and Mr Hyde': Rebus would be my Jekyll, his Hyde a character from his past. Along the way, I discovered that a cop is a good 'tool', a way of looking at contemporary society, its rights and wrongs. Rebus, I decided, would stick around. Meantime, I finished unviersity, moved to London for four years (where I worked first as a college secretary, later as a hi-fi/audio journalist), then rural France for six years. Both my sons were born in France. By the time the oldest had reached school age, we'd decided to move back to Scotland. I now live and work in Edinburgh, and the Rebus novels have gone from strength to strength in terms of sales and recognition. My favorite we site is www.oxfordbar.com - the official web site of Rebus's favourite Edinburgh tavern! Favorite/inspirational books include: pretty much anything by James Ellroy, Ruth Rendell, Raymond Chandler. Plus classics of Scottish Literature such as Robert Louis Strevenson's 'Dr Jekyll and Mr Hyde', James Hogg's 'Confessions of a Justified Sinner', and Muriel Spark's 'The Prime of Miss Jean Brodie'. If I had to choose a few others to take to my desert island, I'd probably opt for Martin Amis's 'Money', Anthony Burgess's 'Earthly Powers', Anthony Powell's 'A Dance to the Music of Time' and Ian McEwan's 'First Love, Last Rites'.",BOOK PASSAGE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=EVENT&regionid=&duration=,Ian Rankin Reading/Signing
CA,"80 North Cabrillo Highway, Suite F",Ian Rankin,Half Moon Bay,http://www.hachettebookgroup.com/authors_Ian-Rankin-(1003999).htm,7:00 PM,03/24/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1003999_215X340.jpg,"""I grew up in a small coal-mining town in central Scotland. I was always interested in stories. Even though the town had no book stores (and my parents were not great readers), I made full use of the local library. It was mind-boggling to me that (at the age of 11 or 12) I could not gain access to a movie theatre to see such classics as 'The Godfather', 'A Clockwork Orange' or 'Straw Dogs', yet no one stopped me from borrowing these titles from my library. Books seemed to have about them a whiff of the illicit and the dangerous. That was all the encouragement I needed. I went to university in 1978, joined a punk band (on vocals), and continued to write a lot of song lyrics and poems. However, I found that my poems were actually 'telling stories', and so started to write short stories.  A few of these found publication and even won some awards. Then one story raged out of control and became my first novel. It was never published, but that didn't matter: I was now a novelist. I stumbled on Detective Inspector John Rebus by accident while attempting to write an update of 'Dr Jekyll and Mr Hyde': Rebus would be my Jekyll, his Hyde a character from his past. Along the way, I discovered that a cop is a good 'tool', a way of looking at contemporary society, its rights and wrongs. Rebus, I decided, would stick around. Meantime, I finished unviersity, moved to London for four years (where I worked first as a college secretary, later as a hi-fi/audio journalist), then rural France for six years. Both my sons were born in France. By the time the oldest had reached school age, we'd decided to move back to Scotland. I now live and work in Edinburgh, and the Rebus novels have gone from strength to strength in terms of sales and recognition. My favorite we site is www.oxfordbar.com - the official web site of Rebus's favourite Edinburgh tavern! Favorite/inspirational books include: pretty much anything by James Ellroy, Ruth Rendell, Raymond Chandler. Plus classics of Scottish Literature such as Robert Louis Strevenson's 'Dr Jekyll and Mr Hyde', James Hogg's 'Confessions of a Justified Sinner', and Muriel Spark's 'The Prime of Miss Jean Brodie'. If I had to choose a few others to take to my desert island, I'd probably opt for Martin Amis's 'Money', Anthony Burgess's 'Earthly Powers', Anthony Powell's 'A Dance to the Music of Time' and Ian McEwan's 'First Love, Last Rites'.",BAY BOOK COMPANY,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=EVENT&regionid=&duration=,Ian Rankin In store signing
DC,"5015 Connecticut Avenue, NW",Ian Rankin,Washington,http://www.hachettebookgroup.com/authors_Ian-Rankin-(1003999).htm,07:00 PM,03/25/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1003999_215X340.jpg,"""I grew up in a small coal-mining town in central Scotland. I was always interested in stories. Even though the town had no book stores (and my parents were not great readers), I made full use of the local library. It was mind-boggling to me that (at the age of 11 or 12) I could not gain access to a movie theatre to see such classics as 'The Godfather', 'A Clockwork Orange' or 'Straw Dogs', yet no one stopped me from borrowing these titles from my library. Books seemed to have about them a whiff of the illicit and the dangerous. That was all the encouragement I needed. I went to university in 1978, joined a punk band (on vocals), and continued to write a lot of song lyrics and poems. However, I found that my poems were actually 'telling stories', and so started to write short stories.  A few of these found publication and even won some awards. Then one story raged out of control and became my first novel. It was never published, but that didn't matter: I was now a novelist. I stumbled on Detective Inspector John Rebus by accident while attempting to write an update of 'Dr Jekyll and Mr Hyde': Rebus would be my Jekyll, his Hyde a character from his past. Along the way, I discovered that a cop is a good 'tool', a way of looking at contemporary society, its rights and wrongs. Rebus, I decided, would stick around. Meantime, I finished unviersity, moved to London for four years (where I worked first as a college secretary, later as a hi-fi/audio journalist), then rural France for six years. Both my sons were born in France. By the time the oldest had reached school age, we'd decided to move back to Scotland. I now live and work in Edinburgh, and the Rebus novels have gone from strength to strength in terms of sales and recognition. My favorite we site is www.oxfordbar.com - the official web site of Rebus's favourite Edinburgh tavern! Favorite/inspirational books include: pretty much anything by James Ellroy, Ruth Rendell, Raymond Chandler. Plus classics of Scottish Literature such as Robert Louis Strevenson's 'Dr Jekyll and Mr Hyde', James Hogg's 'Confessions of a Justified Sinner', and Muriel Spark's 'The Prime of Miss Jean Brodie'. If I had to choose a few others to take to my desert island, I'd probably opt for Martin Amis's 'Money', Anthony Burgess's 'Earthly Powers', Anthony Powell's 'A Dance to the Music of Time' and Ian McEwan's 'First Love, Last Rites'.",POLITICS & PROSE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=EVENT&regionid=&duration=,Ian Rankin Reading/Signing
CA,7812 Girard Avenue,Rand Paul,La Jolla,http://www.hachettebookgroup.com/authors_Rand-Paul-(1556627).htm,01:00 PM,02/26/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1556627_215x340.jpg,"U.S. Senator Rand Paul lives in Bowling Green, Kentucky with his wife and three children. He has been a practicing ophthalmologist for seventeen years. His run for the US Senate representing Kentucky was his first bid for political office. He is the son of Ron Paul, Texas congressman and 2008 Republican Presidential candidate.",WARWICK'S BOOK SIGNING,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Rand Paul Live
VT,102 Dorset St.,Laban Carrick Hill,South Burlington,http://www.hachettebookgroup.com/kids_authors_Laban-Carrick-Hill-(1010348).htm,02:00 PM,02/26/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1010348_215X340.jpg,"Laban Carrick Hil's America Dreaming: How Youth Changed America in the 60s will be published in November 2007 by Little, Brown and Co. The book is a cultural history of the sixties and its legacy. His most recent young-adult novel, A Brush with Napoleon (Watson-Guptil 2007), has been praised by School Library Journal as ""subtle"" and ""dramatic."" In 2006, Hill's young adult novel Casa Azul was chosen by The New York Public Library as a Best Book for the Teen Age. His Harlem Stomp! A Cultural History of the Harlem Renaissance (Little, Brown 2004) received more than 25 awards and honors, including a 2004 National Book Award Finalist, a Parent's Choice Gold Award, and more than five selections for best books of the year lists. Hill has written more than 25 books for children, young adults, and adults. His book-length poem Dave the Potter will be turned into a picture book by Little, Brown in 2008.  <br><br>  A poet as well as a fiction and nonfiction writer, Laban has written critical biographies on the South African novelist J. M. Coetzee, the Southern novelist Bobbie Ann Mason, and the poet Jane Kenyon. His poems have been included in Contemporary Poetry of New England, an anthology edited by Jay Parini, as well as in numerous literary magazines. Laban is currently a core faculty member at Pine Manor College MFA in Creative Writing and at Vermont College Undergraduate Program. He has taught literature and writing at Columbia University, Baruch College, St. Michael's College, University of Vermont.",BARNES & NOBLE #2776,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Laban Carrick Hill Hill reading and signing
NY,172 Allen Street,Cris Beam,New York,http://www.hachettebookgroup.com/teens_authors_Cris-Beam-(1527595).htm,7:00 PM,03/01/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1527595_215X340_rdax_195x278_80.jpg,"Cris Beam is the author of Transparent (Adult NF) and has written for public radio's This American Life, as well as for several national magazines. She has an MFA in writing from Columbia and teaches creative writing at Columbia, NYU, and the New School. While living in LA, Cris volunteered at Eagles, a high school for gay and transgender kids. During the 2.5 years Cris taught there, she became deeply involved with a complex but marginalized tribe of transgender teens who had nowhere to go but the streets, one of whom became her foster daughter.",BLUESTOCKINGS BOOKSTORE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Cris Beam Book launch and signing
MA,"Barnum Hall, Room 008",Sheril Kirshenbaum,Medford,http://www.hachettebookgroup.com/authors_Sheril-Kirshenbaum-(1533287).htm,6:00 PM,03/01/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1533287_215x340.jpg,"Sheril Kirshenbaum is a research scientist at The Center for International Energy and Environmental Policy at the University of Texas at Austin . She blogs on Discover magazine's website, The Intersection, and contributes to a variety of blogs and science publications. Visit her website at www.sherilkirshenbaum.com.",TUFTS UNIVERSITY,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Sheril Kirshenbaum Lecture/Signing
KY,4100 Summit Plaza Drive,Rand Paul,Louisville,http://www.hachettebookgroup.com/authors_Rand-Paul-(1556627).htm,4 :00 PM,03/05/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1556627_215x340.jpg,"U.S. Senator Rand Paul lives in Bowling Green, Kentucky with his wife and three children. He has been a practicing ophthalmologist for seventeen years. His run for the US Senate representing Kentucky was his first bid for political office. He is the son of Ron Paul, Texas congressman and 2008 Republican Presidential candidate.",BARNES & NOBLE BOOK SIGNING,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Rand Paul Live
NY,208 W. 13th St.,Cris Beam,New York,http://www.hachettebookgroup.com/teens_authors_Cris-Beam-(1527595).htm,07:00 PM,03/08/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1527595_215X340_rdax_195x278_80.jpg,"Cris Beam is the author of Transparent (Adult NF) and has written for public radio's This American Life, as well as for several national magazines. She has an MFA in writing from Columbia and teaches creative writing at Columbia, NYU, and the New School. While living in LA, Cris volunteered at Eagles, a high school for gay and transgender kids. During the 2.5 years Cris taught there, she became deeply involved with a complex but marginalized tribe of transgender teens who had nowhere to go but the streets, one of whom became her foster daughter.",LGBT COMMUNITY CENTER,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Cris Beam &quot;Second Tuesday&quot; talk and Q&A
PA,43 S. Broad St.,Jen Calonita,Lititz,http://www.hachettebookgroup.com/teens_authors_Jen-Calonita-(1074152).htm,06:00 PM,03/10/2011,http://www.hachettebookgroup.com/_images/Contributors/1074152_215x340(2)_rdax_195x297_80.jpg,"It's no secret how Jen Calonita knows the inside scoop on young Hollywood. Over the past eight years, as a Senior Entertainment Editor at Teen People, and an entertainment journalist for Entertainment Weekly, Glamour and Marie Claire, Jen has interviewed everyone from Lindsay Lohan to Ashton Kutcher. She lives in New York with her husband Mike, son Tyler and their Chihuahua, Captain Jack Sparrow.",AARON'S BOOKS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Jen Calonita Reading and signing
,,Patricia Falvey,,http://www.hachettebookgroup.com/authors_Patricia-Falvey-(1525857).htm,,03/12/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1525857_215x340.jpg,"I was born in Newry, Northern Ireland. At the age of eight I went to live in England and at twenty I immigrated to America. I enrolled as an English major at Suffolk University. However, due to lack of money I switched my major to Business.  Although I progressed very successfully in my profession, I never lost my desire to write. It was only after years of struggle and doubt and yes... fear... that I eventually took the leap of faith, quit my profession, and devoted myself full time to finishing my first novel, The Yellow House.",PADDY'S ON THE SQUARE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Patricia Falvey Live
NY,33 E. Broadway,Jen Calonita,New York,http://www.hachettebookgroup.com/teens_authors_Jen-Calonita-(1074152).htm,6:00 PM,03/14/2011,http://www.hachettebookgroup.com/_images/Contributors/1074152_215x340(2)_rdax_195x297_80.jpg,"It's no secret how Jen Calonita knows the inside scoop on young Hollywood. Over the past eight years, as a Senior Entertainment Editor at Teen People, and an entertainment journalist for Entertainment Weekly, Glamour and Marie Claire, Jen has interviewed everyone from Lindsay Lohan to Ashton Kutcher. She lives in New York with her husband Mike, son Tyler and their Chihuahua, Captain Jack Sparrow.",NEW YORK PUBLIC LIBRARY,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Jen Calonita NYC Teen Author Festival panel
MA,Porter Square Shopping Center,Ian Rankin,Cambridge,http://www.hachettebookgroup.com/authors_Ian-Rankin-(1003999).htm,07:00 PM,03/16/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1003999_215X340.jpg,"""I grew up in a small coal-mining town in central Scotland. I was always interested in stories. Even though the town had no book stores (and my parents were not great readers), I made full use of the local library. It was mind-boggling to me that (at the age of 11 or 12) I could not gain access to a movie theatre to see such classics as 'The Godfather', 'A Clockwork Orange' or 'Straw Dogs', yet no one stopped me from borrowing these titles from my library. Books seemed to have about them a whiff of the illicit and the dangerous. That was all the encouragement I needed. I went to university in 1978, joined a punk band (on vocals), and continued to write a lot of song lyrics and poems. However, I found that my poems were actually 'telling stories', and so started to write short stories.  A few of these found publication and even won some awards. Then one story raged out of control and became my first novel. It was never published, but that didn't matter: I was now a novelist. I stumbled on Detective Inspector John Rebus by accident while attempting to write an update of 'Dr Jekyll and Mr Hyde': Rebus would be my Jekyll, his Hyde a character from his past. Along the way, I discovered that a cop is a good 'tool', a way of looking at contemporary society, its rights and wrongs. Rebus, I decided, would stick around. Meantime, I finished unviersity, moved to London for four years (where I worked first as a college secretary, later as a hi-fi/audio journalist), then rural France for six years. Both my sons were born in France. By the time the oldest had reached school age, we'd decided to move back to Scotland. I now live and work in Edinburgh, and the Rebus novels have gone from strength to strength in terms of sales and recognition. My favorite we site is www.oxfordbar.com - the official web site of Rebus's favourite Edinburgh tavern! Favorite/inspirational books include: pretty much anything by James Ellroy, Ruth Rendell, Raymond Chandler. Plus classics of Scottish Literature such as Robert Louis Strevenson's 'Dr Jekyll and Mr Hyde', James Hogg's 'Confessions of a Justified Sinner', and Muriel Spark's 'The Prime of Miss Jean Brodie'. If I had to choose a few others to take to my desert island, I'd probably opt for Martin Amis's 'Money', Anthony Burgess's 'Earthly Powers', Anthony Powell's 'A Dance to the Music of Time' and Ian McEwan's 'First Love, Last Rites'.",PORTER SQUARE BOOKS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Ian Rankin Tentative date
NY,150 East 86th Street,Ian Rankin,New York,http://www.hachettebookgroup.com/authors_Ian-Rankin-(1003999).htm,07:00 PM,03/17/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1003999_215X340.jpg,"""I grew up in a small coal-mining town in central Scotland. I was always interested in stories. Even though the town had no book stores (and my parents were not great readers), I made full use of the local library. It was mind-boggling to me that (at the age of 11 or 12) I could not gain access to a movie theatre to see such classics as 'The Godfather', 'A Clockwork Orange' or 'Straw Dogs', yet no one stopped me from borrowing these titles from my library. Books seemed to have about them a whiff of the illicit and the dangerous. That was all the encouragement I needed. I went to university in 1978, joined a punk band (on vocals), and continued to write a lot of song lyrics and poems. However, I found that my poems were actually 'telling stories', and so started to write short stories.  A few of these found publication and even won some awards. Then one story raged out of control and became my first novel. It was never published, but that didn't matter: I was now a novelist. I stumbled on Detective Inspector John Rebus by accident while attempting to write an update of 'Dr Jekyll and Mr Hyde': Rebus would be my Jekyll, his Hyde a character from his past. Along the way, I discovered that a cop is a good 'tool', a way of looking at contemporary society, its rights and wrongs. Rebus, I decided, would stick around. Meantime, I finished unviersity, moved to London for four years (where I worked first as a college secretary, later as a hi-fi/audio journalist), then rural France for six years. Both my sons were born in France. By the time the oldest had reached school age, we'd decided to move back to Scotland. I now live and work in Edinburgh, and the Rebus novels have gone from strength to strength in terms of sales and recognition. My favorite we site is www.oxfordbar.com - the official web site of Rebus's favourite Edinburgh tavern! Favorite/inspirational books include: pretty much anything by James Ellroy, Ruth Rendell, Raymond Chandler. Plus classics of Scottish Literature such as Robert Louis Strevenson's 'Dr Jekyll and Mr Hyde', James Hogg's 'Confessions of a Justified Sinner', and Muriel Spark's 'The Prime of Miss Jean Brodie'. If I had to choose a few others to take to my desert island, I'd probably opt for Martin Amis's 'Money', Anthony Burgess's 'Earthly Powers', Anthony Powell's 'A Dance to the Music of Time' and Ian McEwan's 'First Love, Last Rites'.",BARNES & NOBLE UES (2278),http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Ian Rankin Reading and signing
TX,Barnes & Noble Booksellers Lincoln Park,Patricia Falvey,Dallas,http://www.hachettebookgroup.com/authors_Patricia-Falvey-(1525857).htm,,03/17/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1525857_215x340.jpg,"I was born in Newry, Northern Ireland. At the age of eight I went to live in England and at twenty I immigrated to America. I enrolled as an English major at Suffolk University. However, due to lack of money I switched my major to Business.  Although I progressed very successfully in my profession, I never lost my desire to write. It was only after years of struggle and doubt and yes... fear... that I eventually took the leap of faith, quit my profession, and devoted myself full time to finishing my first novel, The Yellow House.",BARNES & NOBLE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Patricia Falvey Live
NJ,271G Livingston St.,Jen Calonita,Northvale,http://www.hachettebookgroup.com/teens_authors_Jen-Calonita-(1074152).htm,12:00 PM,03/19/2011,http://www.hachettebookgroup.com/_images/Contributors/1074152_215x340(2)_rdax_195x297_80.jpg,"It's no secret how Jen Calonita knows the inside scoop on young Hollywood. Over the past eight years, as a Senior Entertainment Editor at Teen People, and an entertainment journalist for Entertainment Weekly, Glamour and Marie Claire, Jen has interviewed everyone from Lindsay Lohan to Ashton Kutcher. She lives in New York with her husband Mike, son Tyler and their Chihuahua, Captain Jack Sparrow.",BOOKS AND GREETINGS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Jen Calonita Group author discussion and signing
CA,DOLORES 6TH Ave.,James Redfield,Carmel,http://www.hachettebookgroup.com/authors_James-Redfield-(1012894).htm,06:30 PM,03/25/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1012894_215x340.jpg,"James Redfield is the author of The Celestine Prophecy and The Tenth Insight. He writes widely on the topic of human spiritual awareness and is active in the worldwide effort to save our last remaining wilderness areas. James lives with his wife, Salle, and cat, Meredith, in Alabama and Arizona.",PILGRIM'S WAY BOOKSTORE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,James Redfield Signing
CA,1760 Fourth Street,James Redfield,Berkeley,http://www.hachettebookgroup.com/authors_James-Redfield-(1012894).htm,07:00 PM,03/27/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1012894_215x340.jpg,"James Redfield is the author of The Celestine Prophecy and The Tenth Insight. He writes widely on the topic of human spiritual awareness and is active in the worldwide effort to save our last remaining wilderness areas. James lives with his wife, Salle, and cat, Meredith, in Alabama and Arizona.",BOOKS INC,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,James Redfield Signing
CT,8A Grigg Street,Jen Calonita,Greenwich,http://www.hachettebookgroup.com/teens_authors_Jen-Calonita-(1074152).htm,03:30 PM,04/02/2011,http://www.hachettebookgroup.com/_images/Contributors/1074152_215x340(2)_rdax_195x297_80.jpg,"It's no secret how Jen Calonita knows the inside scoop on young Hollywood. Over the past eight years, as a Senior Entertainment Editor at Teen People, and an entertainment journalist for Entertainment Weekly, Glamour and Marie Claire, Jen has interviewed everyone from Lindsay Lohan to Ashton Kutcher. She lives in New York with her husband Mike, son Tyler and their Chihuahua, Captain Jack Sparrow.",DIANE'S BOOKS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Jen Calonita Reading and signing
CA,1536 The Queensway,Joe Amaral,Toronto,http://www.hachettebookgroup.com/authors_Joe-Amaral-(1548807).htm,9:30 AM,04/03/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1548807_215X340.jpg,,QUEENSWAY CATHEDRAL,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Joe Amaral Live
FL,9700 Collins Ave,Lisi Harrison,Bal Harbour,http://www.hachettebookgroup.com/teens_authors_Lisi-(1074092).htm,07:30 PM,04/05/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1074092_215X340_rdax_195x123_80.jpg,"Lisi Harrison was the Senior Director of Production Development at MTV, Music Television, and was responsible for creating and developing original programming for air on MTV. She also served as Head Writer for MTV Production and before that had her own column in Jane Magazine.  Lisi lives in&nbsp;Laguna Beach, California, and is currently working on her next Alphas novel, coming in April 2010, as well as her next Clique novel.&nbsp;",BOOKS & BOOKS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Lisi Harrison Reading and Signing
CA,855 El Camino Real # 74,Malinda Lo,Palo Alto,http://www.hachettebookgroup.com/teens_authors_Malinda-Lo-(1523661).htm,7:00 PM,04/05/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1523661_215X340_rdax_195x292_80.jpg,"Malinda Lo was born in China and moved to the United States as a child. She grew up in Colorado and has since lived in Boston, New York, London, Beijing, Los Angeles, and San Francisco. In 2006, Malinda was awarded the Sarah Pettit Memorial Award for Excellence in LGBT Journalism by the National Gay and Lesbian Journalists Association. She is a graduate of Wellesley College and has master's degrees from Harvard and Stanford universities. Malinda now lives in Northern California with her partner and their dog. Ash is her first novel. Her website is www.malindalo.com.",BOOKS INC,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Malinda Lo Not Your Mother's Book Club talk and signing
