moreInfo,contactPhone,title,website,zipcode,endDate,street,state,fees,startDate,city,venueName,description,time
http://www.visitmaine.com/event/7603/portrait_of_the_musician_as_a_young_man/,(207) 442-0570,Portrait of the Musician as a Young Man,"<a href=""http://www.midcoastsymphony.org/concerts/"" class=""uvt_eweb"">www.midcoastsymphony.org/concerts/</a>",,05/22/2011,,,"<p>All tickets general admission, $15, 18 and younger free</p>",05/21/2011,Mid-Coast,,"<p>Music Director Rohan Smith</p><p>Wilson Bristol, Piano Soloist</p><p>Javelin            Torke</p><p>Piano Concerto No. 1 in E Minor, Op.11            Chopin</p><p>Symphony No. 1 in C Minor, Op. 68            Brahms</p><p>Performance Dates:</p><p>May 21, 2011 - 7:30 p.m. - Franco-American Heritage Center</p><p>May 22, 2011 - 2:30 p.m. - Orion Performing Arts Center</p>",<p>Saturday 7:30pm Sunday 2:30pm</p>
http://www.visitmaine.com/event/7250/kinderkonzerts_percussion_sounds_all_around-_saco_location/,(207) 773-6128 ext. 308,KinderKonzerts (Percussion): Sounds All Around- Saco Location,"<a href=""http://www.portlandsymphony.com/"" class=""uvt_eweb"">www.portlandsymphony.com/</a>",04072,05/23/2011,371 Main Street,ME,<p>$4 per person</p>,05/23/2011,Saco,Dyer Library,"<p>From honks and beeps, to sirens and squeaks, the PSO Percussion Trio will &quot;transport&quot; you through exploring the sounds of inventions that move people and things.</p>","<p>9:30 AM, 10:30AM, and 1:00 PM</p>"
http://www.visitmaine.com/event/7850/portland_string_quartet/,(207) 633-5159,Portland String Quartet,"<a href=""http://www.boothbayoperahouse.com/"" class=""uvt_eweb"">www.boothbayoperahouse.com/</a>",04538,05/24/2011,86 Townsend Avenue,ME,"<p>Tickets: $15 in Advance, $20 Day of Show. To purchase tickets contact the Box Office at 207-633-5159 or visit www.boothbayoperahouse.com.</p>",05/24/2011,Boothbay Harbor,The Opera House at Boothbay Harbor,<p>This internationally acclaimed string quartet returns to the Opera House this spring. For over 4 decades they have brought classical music to their audiences - we await their return</p>,"<p>Doors open at 7pm, Music begins at 7:30pm</p>"
http://www.visitmaine.com/event/8071/in_concert_orleans_trio/,(207) 774-4527,IN CONCERT * ORLEANS TRIO,"<a href=""http://www.thelandingatpinepoint.com/"" class=""uvt_eweb"">www.thelandingatpinepoint.com/</a>",04074,05/26/2011,353 Pine Point Road,ME,<p>PREMIER: $30** MEZZANINE:$25** RESERVED: $25**  **$3.00 Processing &amp; Convenience Fee on all credit card orders per ticket. Policy: 21+ | No Minors | No refunds</p>,05/26/2011,Scarborough,The Landing at Pine Point,"<p>Best known for &quot;Dance With Me&quot; and &quot;Still the One,&quot; Orleans has more than earned its place in American pop culture history, and continues to sound better than ever. The Orleans Trio, with original members Lance and Larry (lead voice on ALL the hits) Hoppen, plus Dennis &quot;Fly&quot; Amero is an intimate, &quot;unplugged&quot; version of this prestigious and legendary group. Their vibrant harmonies, deep/broad catalog of classics and impressive NEW tunes, along with signature guitar work are proof that Orleans, in any configuration, is indeed &quot;STILL THE ONE&quot; and &quot;STILL HAVIN&#039; FUN&quot;! Their audience rapport, humor, onstage chemistry and versatility make this show a favorite for lovers of all live music.</p><p>DOORS: 6:30PM</p><p>OPENER: 7:00PM</p><p>CURTAIN: 8:00PM</p><p>DINNER SERV</p>","<p>6:30 doors, 7pm opener, 8pm SHOW</p>"
http://www.visitmaine.com/event/8119/contrapposto/,207-546-2408,Contrapposto,"<a href=""http://www.coa.edu"" class=""uvt_eweb"">www.coa.edu</a>",04609,05/28/2011,105 Eden St.,ME,,05/26/2011,Bar Harbor,Gates Community Center,"<p>Contrapposto, a romping play about our artistic heros, written and directed by Alicia Hynes.</p>","<p>Thursday, May 26th and Friday, May 27th @ 8pm, Saturday, May 28th @ 2pm and 8pm.</p>"
http://www.visitmaine.com/event/8078/contra_dance/,207-288-5015,Contra Dance,"<a href=""http://www.coa.edu"" class=""uvt_eweb"">www.coa.edu</a>",04609,05/21/2011,105 Eden St.,ME,<p>$6</p>,05/21/2011,Bar Harbor,Gates Community Center,<p>Come dance with Big Moose Band!</p>,"<p>7:30PM for lessons, 8PM for dance</p>"
http://www.visitmaine.com/event/7857/story_time_for_kids/,(207) 775-2126,Story Time for Kids!,"<a href=""http://www.bullmoose.com/"" class=""uvt_eweb"">www.bullmoose.com/</a>",04074,06/30/2011,456 Payne Road,ME,<p>Free!</p>,04/6/2011,Scarborough,Bull Moose,"<p>Join us for Story Time For Kids at Bull Moose in Scarborough - every Wednesday morning, starting the first Wednesday in April!</p>",<p>10-11 a.m.</p>
http://www.visitmaine.com/event/7697/arts_artists_and_personalities_in_1930s_maine/,(207) 774-1822,"Arts, Artists, and Personalities in 1930s Maine","<a href=""http://www.mainehistory.org/"" class=""uvt_eweb"">www.mainehistory.org/</a>",04101,05/3/2011,489 Congress Street,ME,"<p>Members: Free Adults: $8 Seniors, AAA, &amp; Students: $7 Children: $2, under 6 free</p>",03/2/2011,Portland,,"<p>While stories of hardship and suffering are not hard to find in Depression-era Maine, a series of photographs taken to accompany newspaper articles during that era offer another view: the strength and vitality of the arts and artists and of other personalities in 1930s Maine.</p>","<p>Monday through Saturday, 10am-5pm</p>"
http://www.visitmaine.com/event/7594/memorial_weekend_music_festival/,207-492-1110,Memorial Weekend  Music Festival,"<a href=""http://www.musicmountainME.com/"" class=""uvt_eweb"">www.musicmountainME.com/</a>",04783,05/30/2011,137 West Rd.,ME,<p>$65.00 per person for 3 days of live music and camping. Only 2.000 tickets being sold! get your tickets on line at: www.ticketriver.com</p>,05/28/2011,Stockholm,Music Mountain,"<p>May 28-30th 2011</p><p>3 Days of live music and camping  featuring 30 bands.  Tickets are $65.00 per person for all three days of music and camping. RV&#039;s, pop ups, tents welcome. No hook-ups. No pets. No glass. No open fires. Port-a-potties only.</p><p>Gates for camping will be open at 5:30 PM, Friday May 27th</p><p>This is an outdoor event, do not wear heels. Check our web site for the list of things to remember. www.musicmountainme.com</p><p>Food vendors and beer garden on premises.</p>",<p>10 AM-11PM</p>
http://www.visitmaine.com/event/6122/22nd_annual_bethel_art_fair/,(207) 824-3575,22nd Annual Bethel Art Fair,"<a href=""http://www.mahoosucarts.org/"" class=""uvt_eweb"">www.mahoosucarts.org/</a>",04217,07/2/2011,Broad Street,ME,<p>Free to the Public!</p>,07/2/2011,Bethel,Historic Bethel Common,"<p>Featuring 70 of the finest artists and artisans of Western Maine, this event features a line up of wonderful performing arts entertainment including Bethel&#039;s Got Talent and the Bethel Performing Arts Project Porch Plays!</p>",<p>9 a.m. to 4 p.m.</p>
http://www.visitmaine.com/event/3759/independence_day_celebration/,(207) 864-5364,Independence Day Celebration,"<a href=""http://www.rangeleymaine.com/"" class=""uvt_eweb"">www.rangeleymaine.com/</a>",04970,07/3/2011,6 Park Road,ME,,07/3/2011,Rangeley,,"<p>Children&#039;s Day Parade, duck race, cook-outs, silent auction, fireworks.</p>",<p>10 a.m. to dusk</p>
http://www.visitmaine.com/event/7519/4th_of_july_celebration/,(207) 288-5103,4th of July Celebration,"<a href=""http://www.baharborinfo.com/"" class=""uvt_eweb"">www.baharborinfo.com/</a>",04609,07/4/2011,Around Town,ME,<p>Free</p>,07/4/2011,Bar Harbor,"MDI YMCA, Downtown Bar Harbor, Village Green","<p>Join our community as we celebrate our country&#039;s independence!</p><p>6am Blueberry Pancake Breakfast</p><p>MDI Rotary Club, Bar Harbor Athletic Field, Park St.</p><p>9:00am-3:00pm Craft Fair/Marketplace</p><p>MDI YMCA-Maine crafts, including jewelry, quilts, photographs, pottery, &amp; porcelain dolls.</p><p>10am Independence Day Parade</p><p>The community shows off its patriotism &amp; good humor. Parade route winds through downtown Bar Harbor.</p><p>11am Seafood Festival</p><p>MDI Rotary Club, Bar Harbor Athletic Field, Park Street.</p><p>MDI YMCA Annual Lobster Races! (After the Parade).</p><p>7:30-8:30pm Bar Harbor Town Band</p><p>Free concert on the Bar Harbor Village Green</p><p>9:15pm (approx.) Fireworks over Frenchman Bay. Enjoy the spectacular display on the waterfront, downtown Bar Harbor.</p>",<p>6:00a.m. to 10:00 a.m.</p>
http://www.visitmaine.com/event/7808/crafts_at_the_clambake/,(207) 445-2084,CRAFTS AT THE CLAMBAKE,"<a href=""http://www.societyofsouthernmainecraftsmen.org/"" class=""uvt_eweb"">www.societyofsouthernmainecraftsmen.org/</a>",04074,07/6/2011,358 Pine Point Road,ME,<p>Free admission</p>,07/6/2011,Scarborough,The Clambake Restaurant,"<p>The Society of Southern Maine Craftsmen has been promoting handcrafts and providing sales opportunities for Maine craftspeople since 1968.  It has sponsored Stone Soup Artisans cooperative retail stores since 1988.  A juried organization, SSMC maintains a reputation for traditional arts and well crafted original designs.  This is a juried show with free admission and free parking.</p>",<p>11 am to 8 pm</p>
http://www.visitmaine.com/event/8098/charting_a_story/,207-288-5015,Charting a Story,"<a href=""http://www.coa.edu/blum"" class=""uvt_eweb"">www.coa.edu/blum</a>",04609,07/23/2011,105 Eden St.,ME,,07/8/2011,Bar Harbor,Ethel H. Blum Gallery,"<p>Charting a Story: an exhibit of Martha Stewart&#039;s Maine map collection from her Mt. Desert Island home.  Opening reception on Thursday, July 7 from 5 to 7 p.m.</p>","<p>Tuesday through Saturday, 11 a.m.-4 p.m.</p>"
http://www.visitmaine.com/event/4193/united_maine_craftsmens_waterfront_arts_crafts_show/,(207) 621-2818,United Maine Craftsmen&#039;s Waterfront Arts &amp; Crafts Show,"<a href=""http://www.unitedmainecraftsmen.com/"" class=""uvt_eweb"">www.unitedmainecraftsmen.com/</a>",04401,07/10/2011,Railroad St,ME,<p>None</p>,07/8/2011,Bangor,Bangor Waterfront Park,"<p>The Bangor Waterfront will come alive when several talented Maine Artisans set up their booths to sell their one of a kind art, unique gifts, and great specialty foods. Rain or Shine. Food Vendors. FMI: 207-621-2818 or www.unitedmainecraftsmen.com</p>","<p>Fri. 11-7, Sat 10-7, Sun 10-3</p>"
http://www.visitmaine.com/event/7101/29th_annual_summer_solstice_craft_show/,(207) 646-5172,29th Annual Summer Solstice Craft Show,"<a href=""http://www.wellschamber.org/"" class=""uvt_eweb"">www.wellschamber.org/</a>",04090,07/10/2011,Route 109 (276 Sanford Road),ME,<p>FREE Parking &amp; Admission</p>,07/9/2011,Wells,Wells Elementary School,"<p>Seventy crafters and artisans from all points of New England and beyond.  The best of Traditional, Country and Contemporary arts and crafts featuring Pottery, stained glass, jewelry, herbs &amp; everlastings, knits, folk art, graphics and more.  Musical entertainment by John Tercyak.  Gourmet lunch available.</p><p>Look for our tall flags and come enjoy the day</p>",<p>10:00am - 4:00pm</p>
http://www.visitmaine.com/event/6123/44th_annual_norway_arts_festival/,303-579-9033,44th Annual Norway Arts Festival,"<a href=""http://www.norwaysrtsfestival.org/"" class=""uvt_eweb"">www.norwaysrtsfestival.org/</a>",04268,07/9/2011,265 to 480 Main street,ME,<p>Free to the public</p>,07/9/2011,Norway,Historic Main Street in Norway Maine,"<p>Featuring 100 of the finest artists and artisans of Maine, this festival also features a variety of performing arts including dance, theatrical, and musical performances for all ages.</p>",<p>9 a.m. to 4 p.m.</p>
http://www.visitmaine.com/event/3760/strawberry_festival/,(207) 864-2392,Strawberry Festival,"<a href=""http://www.rangeleymaine.com/"" class=""uvt_eweb"">www.rangeleymaine.com/</a>",04964,07/14/2011,Carry Road,ME,,07/14/2011,Oquossoc,Oquossoc Park,"<p>Strawberry Shortcake, crafts, pies, gifts.</p>",<p>10-3 p.m.</p>
http://www.visitmaine.com/event/6382/yarmouth_clam_festival/,207-846-3984,Yarmouth Clam Festival,"<a href=""http://www.clamfestival.com/"" class=""uvt_eweb"">www.clamfestival.com/</a>",,07/17/2011,,ME,<p>Free</p>,07/15/2011,Yarmouth,Yarmouth Village,"<p>Mark your calendar for Friday through Sunday, July 15 through 17, and come to the 46th annual Yarmouth Clam Festival! You can look forward to all the fun events that make this festival Maine&#039;s summer favorite: A long, hilarious parade; spectacular fireworks; clam shucking contests; a firefighter&#039;s muster; road, kayak, and bike races; a pancake breakfast; concerts; and, of course, a delicious array of food. Admission to the Festival and its events is free. To learn more about this year&#039;s Yarmouth Clam Festival and see a complete schedule of events, visit www.clamfestival.com or call the Yarmouth Chamber of Commerce at 207-846-3984.</p>",<p>7am-10pm</p>
http://www.visitmaine.com/event/7736/2011_yarmouth_clam_festival/,(207) 846-3984,2011 Yarmouth Clam Festival,"<a href=""http://www.clamfestival.com/"" class=""uvt_eweb"">www.clamfestival.com/</a>",04096,07/17/2011,Maine Street,ME,"<p>Free admission, free and pain parking</p>",07/15/2011,Yarmouth,Yarmouth Village,"<p>Mark your calendar for Friday through Sunday, July 15 through 17, and come to the 46th annual Yarmouth Clam Festival! You can look forward to all the fun events that make this festival Maine&#039;s summer favorite: A long, hilarious parade; spectacular fireworks; clam shucking contests; a firefighter&#039;s muster; road, kayak, and bike races; a pancake breakfast; concerts; and, of course, a delicious array of food. Admission to the Festival and its events is free. To learn more about this year&#039;s Yarmouth Clam Festival and see a complete schedule of events, visit www.clamfestival.com or call the Yarmouth Chamber of Commerce at 207-846-3984.</p>",<p>7:00am-10:00pm</p>
http://www.visitmaine.com/event/8109/33rd_annual_founders_day_classic_car_exhibit/,207-743-2980,33rd Annual Founder&#039;s Day &amp; Classic Car Exhibit,"<a href=""http://www.hamlin.lib.me.us/"" class=""uvt_eweb"">www.hamlin.lib.me.us/</a>",04281,07/16/2011,16 Hannibal Hamlin Drive,ME,"<p>Admission for car show: $10 for adults, $2 for children 12 &amp; under.  All other events are free.</p>",07/16/2011,South Paris,Hamlin Memorial Library &amp; Museum,"<p>Rare viewing of the Bahre Collection of antique and Classic cars, open only once a year to the public. Collection of over fifty vehicles including one of the world&#039;s finest assemblages of Packards. Collection highlights American Classics such as Duesenbergs, V-16 Cadillac, Stutz, Graham-Paige, and Auburn 12; foreign Classics such as Delahaye, Isotta Fraschini, Hispano-Suiza, Mercedes-Benz and Alfa-Romeo; and an eclectic grouping of brass-era cars (including two electric cars), a Tucker, a Harley-Davidson and later-model sports cars. Along with the vehicles there is an antique doll and toy collection, horse-drawn carriages, player piano, old phonographs, table-top instruments and a jukebox. Also, entertainment, food and a crafts fair.</p>",<p>9 AM - 5 PM rain or shine</p>
http://www.visitmaine.com/event/7809/crafts_at_the_clambake/,(207) 445-2084,CRAFTS AT THE CLAMBAKE,"<a href=""http://www.societyofsouthernmainecraftsmen.org/"" class=""uvt_eweb"">www.societyofsouthernmainecraftsmen.org/</a>",04074,07/20/2011,358 Pine Point Road,ME,<p>Free admission</p>,07/20/2011,Scarborough,The Clambake Restaurant,"<p>The Society of Southern Maine Craftsmen has been promoting handcrafts and providing sales opportunities for Maine craftspeople since 1968.  It has sponsored Stone Soup Artisans cooperative retail stores since 1988.  A juried organization, SSMC maintains a reputation for traditional arts and well crafted original designs.  This is a juried show with free admission and free parking.</p>",<p>11 am to 8 pm</p>
http://www.visitmaine.com/event/5220/lincoln_homecoming_festival/,207-794-3372,Lincoln Homecoming Festival,"<a href=""http://www.lincolnmaine.org/"" class=""uvt_eweb"">www.lincolnmaine.org/</a>",04457,07/24/2011,63 Main St. ( All Around Town),ME,<p>Free to the public unless specialized entertainment or activity.</p>,07/21/2011,Lincoln,Lincoln Homecoming,"<p>This annual event is sponsored by the Town of Lincoln Homecoming Committee and boasts 4 days of family fun!  Take in several craft and food vendors, street dances, concerts, parades, antique car cruise-in and some of the best fireworks!  This festival in year&#039;s past has had the Roaming Railroad, Bob Marley, Tony Boffa Band, Rise above BMX/Skateboarding Pro Show and Marden&#039;s Lady to name a few!  Don&#039;t miss a great chance to visit our 13 lakes while reminiscing with old friends and making some new. For a complete schedule of events plus updates - be sure to visit our website!  While on our website, look around at all the recreational opportunities that are just waiting in Lincoln!  Proud recipient of the 2010 Maine Spirit of America Award!</p>",<p>All day - Every day</p>
http://www.visitmaine.com/event/6217/weaving_demonstration/,(207) 926-4597,Weaving  Demonstration,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/23/2011,707 Shaker Rd. Route 26,ME,<p>Free and open to the public</p>,07/23/2011,New Gloucester,Sabbathday Lake Shaker Village,<p>Join Marjie Thompson at the Sabbathday Lake Shaker Village for a demonstration of her weaving.</p>,<p>10 am - 4 pm</p>
http://www.visitmaine.com/event/3761/logging_museum_festival_days/,(207) 864-5551,Logging Museum Festival Days,"<a href=""http://www.rangeleymaine.com/"" class=""uvt_eweb"">www.rangeleymaine.com/</a>",04970,07/30/2011,Route 16,ME,,07/29/2011,Rangeley,Museum site on Rt. 16,"<p>Bean-hole beans, Logger&#039;s Hall of Fame, entertainment, competitions, parade.</p>",<p>10 a.m.-4 p.m.</p>
http://www.visitmaine.com/event/6466/maine_artisan_bread_fair/,(207) 717-4578,Maine Artisan Bread Fair,"<a href=""http://www.kneadingconference.com/"" class=""uvt_eweb"">www.kneadingconference.com/</a>",04976,07/30/2011,State Fairgrounds 33 Constitution Avenue,ME,<p>Free admission/all day parking $1</p>,07/30/2011,Skowhegan,Skowhegan State Fairgrounds,"<p>An annual Bread Fair featuring wood-fired oven breads and pastries, baking books, tools, and antiques, professional bakers, fine Maine made foods, and live music.</p>",<p>9 a.m. - 4  p.m.</p>
http://www.visitmaine.com/event/6411/outdoor_market_cool_sounds_free_concerts_2011/,(207) 992-4240,Outdoor Market &amp; Cool Sounds Free Concerts 2011,"<a href=""http://www.downtownbangor,com/"" class=""uvt_eweb"">www.downtownbangor,com/</a>",04401,08/11/2011,100 Broad Street,ME,<p>Free</p>,06/9/2011,Bangor,"Broad Street, West Market Square &amp; Pickering Square","<p>Located along Broad Street and in West Market Square, will be held Thursdays June 9th-August 11th from 5:00 PM- 8:00 PM.  From 6-7:30 pm the Cool Sounds Concert features a family friendly free concert each week:</p><p>6/09/11 Rockin~f Ron &amp; The New Society Band (Oldies, surf, country, doo-wop and rockabilly)</p><p>6/16/11 Rog &amp; Ray (Caribbean, latin and island style)</p><p>6/23/11 The Scharff Brothers (Alternative, pop, rock-n-roll)</p><p>6/30/11 Sam and Yuri (Folk-rock fusion)</p><p>7/07/11 Evergreen (Bluegrass, folk, blues, old~]time, country and swing)</p><p>7/14/11 Kayla Wass Band (Country)</p><p>7/21/11 TBA</p><p>7/28/11 RetroRockerz (Good~]time music of the 50&#039;s, 60&#039;s, and 70&#039;s)</p><p>8/04/11 FLASH! In the Pans (Steel drum- calypso, pop, swing, blues, and classical)</p><p>8/11/11 TBA</p>","<p>Thursdays 5:00 PM-8:00 PM  (Market 5-8, Concert 6-7:30)</p>"
http://www.visitmaine.com/event/7879/illustrated_passages_artworks_illustrating_paragraphs_and_poems/,(207) 882-7511,Illustrated Passages: Artworks Illustrating Paragraphs and Poems.,"<a href=""http://www.maineartgallery.org/"" class=""uvt_eweb"">www.maineartgallery.org/</a>",04578,07/10/2011,15 Warren Street,ME,<p>free</p>,06/9/2011,Wiscasset,Maine Art Gallery,"<p>Art Exhibit, June 9 through July 10</p><p>An unusual &quot;literary&quot; art exhibit  where the viewer will see the poem or paragraph which provided the inspiration for each artwork  - all by Maine artists.  The public is invited to attend the exhibit&#039;s opening reception on Thursday, June 9th, from 5 to 7PM at the Maine Art Gallery, 15 Warren Street, Wiscasset , Open Tuesday thru Friday 10 to 5, Saturday 10 to 4, Sunday 11 to 4, closed Mondays.  FMI please visit www.maineartgallery.org, or phone 882-7511</p>","<p>10AM to 4PM daily, except Mondays</p>"
http://www.visitmaine.com/event/6561/wesget_sipu_13th_annual_powwow_and_gathering_of_nations/,(207) 834-3088,Wesget Sipu  13th Annual PowWow and Gathering of Nations,"<a href=""http://www.wesgetsipu.com"" class=""uvt_eweb"">www.wesgetsipu.com</a>",04773,07/3/2011,just off Main Street,ME,<p>NO ADMISSION FEES</p>,07/1/2011,Fort Kent,Riverside Park,"<p>Join us for our 13th annual PowWow July 2011 at Riverside Park, Fort Kent, ME</p><p>~Wela&#039;lioq ~ Thank You~</p><p>THE PUBLIC IS WELCOME</p><p>NO ADMISSION FEE</p><p>NO RSVP REQUIRED</p><p>Come enjoy good food, great times, wonderful people and beautiful and interesting products from our vendors.</p><p>For more information please contact</p><p>Chief Donat at 207-444-6359   donatjcyr@fairpoint.net</p><p>or</p><p>Dora Michaud at 207-834-3088   doramichaud@fairpoint.net</p><p>See www.wesgetsipu.com for more Details</p><p>Thank You for Your Continued Support!</p>",<p>10:00am-5:30pm</p>
http://www.visitmaine.com/event/5641/bath_heritage_days/,(207) 442-7291,Bath Heritage Days,"<a href=""http://www.visitbath.com/"" class=""uvt_eweb"">www.visitbath.com/</a>",04530,07/5/2011,Downtown,ME,,07/2/2011,Bath,Downtown Bath/Waterfront/Library Park,"<p>Celebrate the 4th of July during Bath Heritage Days. Join us for a citywide festival featuring live music, a carnival on the waterfront, art and craft shows in Library Park, a fireman&#039;s muster, and annual Heritage Days Parade. There will be a fireworks finale on the 5th on the Kennebec River.</p>",
http://www.visitmaine.com/event/7591/an_evening_of_art_to_benefit_the_old_orrs_island_schoolhouse/,(207) 833-5405,An Evening of Art to Benefit the Old Orr&#039;s Island Schoolhouse,"<a href=""http://www.obifd.org/"" class=""uvt_eweb"">www.obifd.org/</a>",04066,07/2/2011,1594 Harpswell Island Road,ME,,07/2/2011,Orr's Island,Old Orr's Island Schoolhouse,"<p>An evening auction of all types of artwork will be held from 5 to 8 p.m. on Saturday, July 5, at the Old Orr&#039;s Island Schoolhouse on Harpswell Island Road, Route 24, Orr&#039;s Island. Proceeds will benefit the historic old schoolhouse, which is owned by the nonprofit Orr&#039;s &amp; Bailey Islands Fire Department. Previews will begin at 3 p.m. Wine, soft drinks and light hors d&#039;oeuvres will be served.</p>",<p>Preview at 3 p.m. Auction from 5 to 8 p.m.</p>
http://www.visitmaine.com/event/7442/ten_nights_in_a_barrom/,(207) 698-1807,Ten Nights in a Barrom,"<a href=""http://Hackmatack.org/"" class=""uvt_eweb"">Hackmatack.org/</a>",03901,07/2/2011,538 School Street,ME,<p>$18 - 25 students under 20 - $10</p>,06/29/2011,Berwick,Hackmatack Playhouse,"<p>Our opening show 40 years ago will open our 2011 season! Cheer the villain, boo and hiss the hero and listen to the plea of dear little Mary as she begs her father to come home from the barroom.  Surprises music and fun with this prohibition era melodrama.</p>","<p>8 pm, thurs maintee 2pm</p>"
http://www.visitmaine.com/event/8074/thaddeus_hogarth_in_concert/,(207) 774-4527,THADDEUS HOGARTH in Concert,"<a href=""http://www.thelandingatpinepoint.com/"" class=""uvt_eweb"">www.thelandingatpinepoint.com/</a>",04074,06/30/2011,353 Pine Point Road,ME,<p>$17.50 - $25.00 21+ show no refunds</p>,06/30/2011,Scarborough,The Landing at Pine Point,"<p>Thaddeus Hogarth continues his musical evolution as an award-winning singer/songwriter, balancing it with the career of guitar faculty at Boston&#039;s famed Berklee College of Music. Born in England and raised in St. Kitts, West Indies, multi-instrumentalist, Thaddeus Hogarth brings a diverse set of musical influences to his current Boston-based project. His current brainchild is a powerhouse unit delivering a collection of serious funk-rock R&amp;B tunes that make you stop, listen and groove. The line-up includes drumkit and percussion virtuoso Joey Scrima (Connie Stevens, David Benoit), David  Buda on Bass (Boston Pops) and David Sparr (Little Dog Studios) on keyboards and background vocals. This band holds nothing back and the live shows are ele</p>","<p>6:30 doors, 7pm opener, 8pm SHOW</p>"
http://www.visitmaine.com/event/7915/shakespeare_in_stonington/,(207) 367-2788,Shakespeare in Stonington,"<a href=""http://www.operahousearts.org"" class=""uvt_eweb"">www.operahousearts.org</a>",04681,07/16/2011,1 School Street + Route 15A,ME,<p>RESERVED PREMIUM SEATING $32.50; GENERAL ADMISSION $25; FIXED INCOME $20; UNDER 17 $15; ISLAND STUDENTS FREE</p>,06/30/2011,Stonington &amp; Deer Isle,Stonington Opera House &amp; Deer Isle Historical Society Barn,"<p>Opera House Arts presents MUCH ADO ABOUT NOTHING, Shakespeare&#039;s most acclaimed and beloved comedy in repertory with ELIZABETH REX by Timothy Findley.</p>",<p>Evening &amp; Matinees- check www.operahousearts.org</p>
http://www.visitmaine.com/event/6133/2_pianos_4_hands_by_ted_dykstra_richard_greenblatt/,207-774-0465,&quot;2 Pianos 4 Hands&quot; by Ted Dykstra &amp; Richard Greenblatt,"<a href=""http://www.portlandstage.org"" class=""uvt_eweb"">www.portlandstage.org</a>",04101,06/30/2011,25A Forest Avenue,ME,"<p>Please call the Box Office for performance dates, times and ticket prices. Discounts are available for groups of 10 or more.</p>",06/1/2011,Portland,Portland Stage,"<p>As children, Ted and Richard don&#039;t have much in common - except for the shared desire to become classical pianists. 2 Pianos 4 Hands is a play with music that follows the dynamic and comical journey of two boys into adulthood, their musical aspirations gleaming like the grand pianos that they play masterfully on stage from beginning to end.</p>",<p>Tuesday Thru Sunday</p>
http://www.visitmaine.com/event/8072/big_bad_voodoo_daddy_dance-concert/,(207) 774-4527,BIG BAD VOODOO DADDY Dance-Concert,"<a href=""http://www.thelandingatpinepoint.com/"" class=""uvt_eweb"">www.thelandingatpinepoint.com/</a>",04074,06/2/2011,353 Pine Point Road,ME,<p>PREMIER: $37.00** MEZZANINE: $37.00 RESERVED: $32.00*  Pick your seat and view dinner menu online under &quot;SHOWS&quot; tab  * A $3.00 processing fee will be added to each ticket sale. ** A $10.00 Food and Beverage minimum purchase is required for all PREMIER &amp; MEZZANINE seats 21+ | NO MINORS | NO REFUNDS</p>,06/2/2011,Scarborough,The Landing at Pine Point,"<p>We celebrate our second birthday this June and we&#039;re doing it in style! We&#039;re gonna kick it with the baddest band in the land...BIG BAD VOODOO DADDY. That&#039;s right, Scotty and his band of renown is back for a great big swingin&#039; celebration. You may remember this 7 piece sensation from the late &#039;90s swing craze &amp; the man-bible flick &quot;Swingers&quot;. Well here they come again to tear down the Landing...A SURE SELLOUT</p><p>DOORS: 6:30PM</p><p>DINNER SERVICE 6:3O TIL 9:00PM</p><p>OPENER: 7:00PM</p><p>CURTAIN: 8:00PM</p><p>TICKETS:</p><p>PREMIER: $37.00**</p><p>MEZZANINE: $37.00</p><p>RESERVED: $32.00*</p><p>Pick your seat and view dinner menu online under &quot;SHOWS&quot; tab</p><p>* A $3.00 processing fee will be added to each ticket sale.</p><p>** A $10.00 Food and Beverage minimum purchase is required for all PREMIE</p>","<p>6:30 doors, 7pm opener, 8pm SHOW</p>"
http://www.visitmaine.com/event/6954/picasso_at_the_lapin_agile/,(207) 873-7000,Picasso at the Lapin Agile,"<a href=""http://www.operahouse.org/index.php/acat.html"" class=""uvt_eweb"">www.operahouse.org/index.php/acat.html</a>",04901,06/12/2011,"93 Main Street, 1st Floor of The Center",ME,<p>$12/$10 plus processing fee</p>,06/3/2011,Waterville,Studio Theater of the Waterville Opera House,"<p>Aqua City Actors Theatre (ACAT) Presents:</p><p>Picasso at the Lapin Agile</p><p>Written by Steve Martin</p><p>Directed by Doree Austin</p><p>Two of the most influential figures of the early 20th century, Albert Einstein and Pablo Picasso, meet in a bar, each on the brink of a ground breaking acheivement. Their discussions are both hilarious and thought-provoking as they examine their ideas of genious and talent.</p>","<p>Fri &amp; Sat 7:30 pm, Sun 2:00 pm</p>"
