startdate,hours,enddate,website,title,moreInfoLink,city,address,venue,description,email,tel,zipcode,image,state
"Feb 1, 2011","M-F, 11am-5:30pm","Apr 30, 2011",http://www.18thstreet.org,"In the 18th Street Gallery, Newton will involve multiple presentations of video, ephemera and correspondence accompanied by public dialogues with artists active in Southern California from 1960 and on",http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,Santa Monica,1639 18th Street,18th Street Arts Center,,office@18thstreet.org,310 453 3711,90904.0,http://www.artforum.com/uploads/guide.001/id12528/exhibition.jpg,CA
"Feb 1, 2011","M-F, 11am-5:30pm","Apr 30, 2011",http://www.18thstreet.org,Vincent Ramos,http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,Santa Monica,1639 18th Street,18th Street Arts Center,Outsider Art: Others From Elsewhere Doing Something Altogether Different,office@18thstreet.org,310 453 3711,90904.0,http://www.artforum.com/uploads/guide.001/id12530/exhibition_large.jpg,CA
"Jan 1, 2011","Tuesday &#8211; Saturday, 11am &#8211; 5pm","May 1, 2011",http://www.andrewweiss.com,"One of the galleries featured artists is Andreas Nottebohm. His innovative works are moving. He was the official artist for NASA. The galleries collection of Marilyn Monroe photos, is also a must see.",http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,Beverly Hills,179 S. Beverly Dr.,Andrew Weiss Gallery,,info@andrewweiss.com,310-246-9333,90212.0,http://www.artforum.com/uploads/guide.001/id12463/exhibition.jpg,CA
"Jan 20, 2011","Tuesday - Friday, 1PM to 5PM of by appointment","Mar 4, 2011",http://www.carlbergprojects.com,About Paint,http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,West Hollywood,"Pacific Design Center, SPACE B266, 8687 Melrose Avenue",Carl Berg Projects,"Cygiel, Dahlberg, Dunn, Fallah, Johnson, King, Lubner, Smith, Trueman, Yossifer, Zamani",info@carlbergprojects.com,323-286-9059,90069.0,http://www.artforum.com/uploads/guide.001/id11832/exhibition.jpg,CA
"Jan 21, 2011","Wednesday-Saturday 12-5 PM, or by appt.","Feb 26, 2011",http://www.thecompanyart.com,Eli Hansen,http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,Los Angeles,946 Yale Street,The Company,Next time they'll know it's us,info@thecompanyart.com,646 281 1112,90012.0,http://www.artforum.com/uploads/guide.001/id12002/exhibition.jpg,CA
"Jan 20, 2011","Monday-Friday, 12-5pm &amp; by appt.","Mar 4, 2011",http://www.dencontemporaryart.com,"Jennifer Celio, Haikuhie Tataryan, Christine Weir, &amp; Julia Westerbeke",http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,"# B261, West Hollywood","den @ Pacific Design Center, 8687 Melrose Avenue, 2nd Floor",den contemporary,Staccato: Drawings &amp; Sculptural Installation,info@dencontemporaryart.com,,90069.0,http://www.artforum.com/uploads/guide.001/id11621/exhibition.jpg,CA
"Jan 15, 2011",Wed-Sun 12-6pm,"Feb 25, 2011",http://www.drkrm.com,James Stiles,http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,Los Angeles,727 S. Spring Street,drkrm/gallery,Sexhibitionists,drkrmgallery@gmail.com,323,90014.0,http://www.artforum.com/uploads/guide.001/id12437/exhibition.jpg,CA
"Jan 20, 2011",Monday - Friday 9am - 5:30pm,"Feb 23, 2011",http://www.geminigel.com,"Vija Celmins, Robert Gober, Brice Marden and Bruce Nauman",http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,Los Angeles,8365 Melrose Avenue,Gemini G.E.L.,First-Hand Evidence,editions@geminigel.com,323,90069.0,http://www.artforum.com/uploads/location.000/id02076/location.jpg,CA
"Feb 5, 2011",,"Mar 2, 2011",http://www.holdupart.com,UNO: Hold Up Art's 1st Anniversary Show,http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,Los Angeles,358 E. 2nd St,Hold Up Art,"For more details: <a href=""http://www.holdupart.com/upcoming-event/25-UNO___Hold_Up_Art_s_First_Birthday.html"" target=""_blank"">www.holdupart.com/<wbr />upcoming-event/<wbr />25-UNO___Hold_Up_Art_s_First_Birthday.html</a>",info@holdupart.com,213,90012.0,http://www.artforum.com/uploads/guide.001/id12358/exhibition_large.jpg,CA
"Feb 5, 2011",Weds. - Sat. 12-5 PM,"26, 2011",http://www.jancargallery.com,NARRATIVES OF THE PERVERSE - II,http://www.artforum.com/guide/country=US&place=Los Angeles&show=scheduled,Los Angeles,961 Chung King Road,Jancar Gallery,<i>Suzanne Lacy- Micol Hebron- Dawn Kasper- Annie Sprinkle- Elizabeth Stephens- Susan Mogul- Catherine Lord- Skip Arnold- Betty Tompkins- Ellie Kevorkian + more</i>,info@jancargallery.com,213  625-2522,90012.0,http://www.artforum.com/uploads/guide.001/id11664/exhibition.jpg,CA
"Feb 5, 2011","Tues - Sat, 12-6pm during exhibitions","Mar 5, 2011",http://www.mkgallery.com,Mel Kadel,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,Los Angeles,170 South La Brea Ave,Merry Karnowsky Gallery,Arms Out,mkgallery@att.net,323,90036.0,http://www.artforum.com/uploads/guide.001/id12137/exhibition.jpg,CA
"Feb 5, 2011","Tues - Sat, 12-6pm during exhibitions","Mar 5, 2011",http://www.mkgallery.com,Victor Castillo,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,Los Angeles,170 South La Brea Ave,Merry Karnowsky Gallery,Rebels With a Cause,mkgallery@att.net,323,90036.0,http://www.artforum.com/uploads/guide.001/id12135/exhibition_large.jpg,CA
"Jan 26, 2011",Tues. - Sat. 10 - 5 pm,"Mar 12, 2011",http://www.beneventolosangeles.com,AGNIESZKA BRZEZANSKA,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,Los Angeles,7578 Sunset Blvd.,Michael Benevento,852 Hz,info@beneventolosangeles.com,323 874 6400,90046.0,http://www.artforum.com/uploads/guide.001/id12071/exhibition.jpg,CA
"Jan 21, 2011",,"Feb 26, 2011",http://www.pepinmoore.com,Paul Stoelting,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,Los Angeles,933 Chung King Road,Pepin Moore,Content Aware,gallery@pepinmoore.com,2136260501,90012.0,http://www.artforum.com/uploads/guide.001/id12148/exhibition.jpg,CA
"Jan 20, 2011",12-5pm Monday - Friday and by appointment,"Mar 11, 2011",http://seelinegallery.com,High Task Frequency,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,West Hollywood,"Pacific Design Center, 8687 Melrose Avenue, Suite B274",See Line Gallery,"is curated by Janet Levy and includes installations and sculptures by Dewey Ambrosino, Taft Green and Jason Yates with each artist's work referencing the structure of sound.",info@seelinegallery.com,917 604 3114,90069.0,http://www.artforum.com/uploads/guide.001/id12126/exhibition.jpg,CA
"Feb 5, 2011",Tuesday - Saturday 11am - 6pm,"Mar 12, 2011",http://www.vielmetter.com,Elke Krystufek,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,Culver City,6006 Washington Boulevard,Susanne Vielmetter Los Angeles Projects,Locals and Immigrants,info@vielmetter.com,1 310 837 2117,90232.0,http://www.artforum.com/uploads/guide.001/id12534/exhibition.jpg,CA
"Feb 5, 2011",Tuesday - Saturday 11am - 6pm,"Mar 12, 2011",http://www.vielmetter.com,Jedediah Caesar,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,Culver City,6006 Washington Boulevard,Susanne Vielmetter Los Angeles Projects,Mango Obstruction,info@vielmetter.com,1 310 837 2117,90232.0,http://www.artforum.com/uploads/guide.001/id12533/exhibition_large.jpg,CA
"Jan 21, 2011",Wednesday through Saturday 12-6 pm.,"Mar 5, 2011",http://www.thomassolomongallery.com/,BART EXPOSITO,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,Los Angeles,427 Bernard Street,Thomas Solomon Gallery,Paper Primitives,info@thomassolomongallery.com,310,90012.0,http://www.artforum.com/uploads/guide.001/id11051/exhibition.jpg,CA
"Feb 5, 2011",,"Mar 6, 2011",http://www.youngartgallery.com/,JESSICA WILLIAMS,http://www.artforum.com/guide/country=US&place=Los%20Angeles&page_id=1&show=scheduled,Los Angeles,418 Bamboo Lane Unit B,Young Art,I'm Coming Over,info@youngartgallery.com,,90012.0,http://www.artforum.com/uploads/guide.001/id12407/exhibition.jpg,CA
"Feb 5, 2011","Tuesday  - Sunday 12pm - 5pm, Closed Mondays &amp; Major Holidays","Jul 31, 2011",http://www.skidmore.edu/tang,"""Environment and Object in Recent African Art "" will examine recent art according to the impact of the environment  on contemporary African life and the use of found objects and materials.",http://www.artforum.com/guide/country=US&place=Saratoga Springs&show=scheduled,Saratoga Springs,"Skidmore College, 815 North Broadway",The Frances Young Tang Teaching Museum and Art Gallery,,tang@skidmore.edu,1 518 580 8080,12866.0,http://www.artforum.com/uploads/guide.001/id11176/exhibition.jpg,NY
"Feb 6, 2011","After opening reception, Saturdays &amp; Sundays 1-4PM","27, 2011",http://juliuscaesarchicago.com,Chris Naka and Min Song,http://www.artforum.com/guide/country=US&place=Chicago&show=scheduled,Chicago,3311 West Carroll Avenue,Julius Caesar,,julius@juliuscaesarchicago.com,,60624.0,http://www.artforum.com/uploads/location.000/id07203/location.jpg,IL
"Jan 15, 2011",Tues-Sat 11-6,"Mar 26, 2011",http://www.moniquemeloche.com,on the wall: Ebony G. Patterson,http://www.artforum.com/guide/country=US&place=Chicago&show=scheduled,Chicago,2154 W. Division,Monique Meloche Gallery,,info@moniquemeloche.com,1 773 252 0299,60622.0,http://www.artforum.com/uploads/guide.001/id11123/exhibition.jpg,IL
"Jan 29, 2011",Tuesday - Saturday 11-6 and by appointment,"Mar 5, 2011",http://www.addisonripleyfineart.com,Dickson Carroll,"http://www.artforum.com/guide/country=US&place=Washington, DC&show=scheduled",Washington,"1670 Wisconsin Avenue, NW",Addison/Ripley Fine Art,New Work,addisonrip@aol.com,202 338 5180,20007.0,http://www.artforum.com/uploads/guide.001/id12000/exhibition.jpg,DC
"Jan 21, 2011",Tuesday - Saturday 10-5 and by appointment,"Mar 25, 2011",http://www.hemphillfinearts.com,Call for Exhibition Information.,"http://www.artforum.com/guide/country=US&place=Washington, DC&show=scheduled",Washington,"1515 14th Street NW, Suite 300",HEMPHILL,"Carroll Square Gallery <br />975 F Street NW <br />Washington DC <br />Opening Reception, Friday, February 4, 6-8 PM  <br />",gallery@hemphillfinearts.com,202-234-5601,20005.0,http://www.artforum.com/uploads/guide.001/id11629/exhibition_large.jpg,DC
"Jan 22, 2011",Wednesday - Saturday 11am - 5pm,"Mar 12, 2011",http://www.marshamateykagallery.com,Sam Gilliam,"http://www.artforum.com/guide/country=US&place=Washington, DC&show=scheduled",Washington,"2012 R Street, NW",Marsha Mateyka Gallery,New Paintings,,202 328 0088,20009.0,http://www.artforum.com/uploads/guide.001/id12201/exhibition.jpg,DC
"Jan 27, 2011","Tue-Sun 11am-5pm, Thurs 11am-8pm","Apr 3, 2011",http://artgallery.tufts.edu,"Seductive Subversion: Pop Women Artists, 1958-1968  examines the impact of women artists on the traditionally male-dominated field of Pop art. The exhibition features 70 artworks by 22 artists.",http://www.artforum.com/guide/country=US&place=Medford&show=scheduled,Medford,"at the Aidekman Arts Center, 40 Talbot Avenue",Tufts University Art Gallery,,artgallery@tufts.edu,617-627-3518,2155.0,http://www.artforum.com/uploads/guide.001/id12291/exhibition.jpg,MA
"Jan 29, 2011",,"May 8, 2011",http://www.walkerart.org,The Spectacular of Vernacular,http://www.artforum.com/guide/country=US&place=Minneapolis&show=scheduled,Minneapolis,1750 Hennepin Avenue,Walker Art Center,,info@walkerart.org,1,55403.0,http://www.artforum.com/uploads/location.000/id00742/location.jpg,MN
"Jan 24, 2011","Monday - Friday, 9 a.m. - 5 p.m.","Apr 8, 2011",http://www.suyamapetersondeguchi.com/art,Eric Eley,http://www.artforum.com/guide/country=US&place=Seattle&show=scheduled,Seattle,2324 Second Avenue,Suyama Space,in theater: Installation by Eric Eley,bethsellars@comcast.net,206,98121.0,http://www.artforum.com/uploads/guide.001/id12584/exhibition.jpg,WA
"Feb 3, 2011",Mon - Sat  10am - 5pm,"Mar 12, 2011",http://www.winstonwachter.com,Sean Ryan,http://www.artforum.com/guide/country=US&place=Seattle&show=scheduled,Seattle,203 Dexter Avenue North,Winston Wachter Fine Art,,gallery@winstonwachter.com,(206) 652-5855,98109.0,http://www.artforum.com/uploads/location.000/id02956/location.jpg,WA
"Jan 22, 2011","Mon-Sat 12-8pm, Sun 12-7pm","Mar 3, 2011",http://www.domystore.com,William Hundley,http://www.artforum.com/guide/country=US&place=Austin&show=scheduled,Austin,913 E Cesar Chavez,Domy Books,Becomes,info@domystore.com,512-476-3669,78702.0,http://www.artforum.com/uploads/guide.001/id12247/exhibition.jpg,TX
"Dec 2, 2010","11-9: Thu, Fri; 11-4: Sat, Sun; Closed: Mon, Tue, Wed","Mar 27, 2011",http://www.henryart.org,Joe Deal,http://www.artforum.com/guide/country=US&place=Seattle&show=scheduled,Seattle,"15th Avenue NE &amp; NE 41st Street, Box 351410",Henry Art Gallery,Joe Deal and Views of the Altered Landscape,info@henryart.org,1 206 5432280,98195.0,http://www.artforum.com/uploads/guide.001/id12578/exhibition_large.jpg,WA
"Jan 21, 2011","Thursday through Saturday, noon to six","Apr 30, 2011",http://www.westernbridge.org,"Light in Darkness: Includes Andy Coolquitt, Martin Creed, Jason Dodge, Olafur Eliasson, Spencer Finch, Hadley+Maxwell, Will Rogan, Michael Sailstorfer, Crispin Spaeth, Mungo Thomson, and Claude Zervas",http://www.artforum.com/guide/country=US&place=Seattle&show=scheduled,Seattle,"3412 Fourth Avenue South, PO BOX 24687",Western Bridge,,info@westernbridge.org,206-838-7444,98124.0,http://www.artforum.com/uploads/guide.001/id10121/exhibition.jpg,WA
"Jan 22, 2011","Sundays 12noon-5pm, and by appointment","Feb 27, 2011",http://projects2ndfloor.blogspot.com,WANDERING ANOTHER,http://www.artforum.com/guide/country=US&place=San Francisco&show=scheduled,San Francisco,"3740 25th Street, No. 205",[ 2nd floor projects ],"DAUGHTERS OF HOUDINI (C. Ryder Cooley and Zoey Kroll) <br />MARCO VASSI (Selections from the Gatewood Archive) <br />BRADFORD NORDEEN (Essay, limited edition)",2ndfloorprojects@earthlink.net,,94110.0,http://www.artforum.com/uploads/guide.001/id12259/exhibition.jpg,CA
"Feb 2, 2011","M-F 9-5, Sat 1-5","Mar 11, 2011",http://www.asgallery.com,"New Paintings by Alex Couwenberg, a solo exhibition opening Wednesday, February 2, 2011.  Exhibition runs February 2 - March 11, 2011.",http://www.artforum.com/guide/country=US&place=San Francisco&show=scheduled,San Francisco,525 2nd Street,Andrea Schwartz Gallery,,info@asgallery.com,415-495-2090,94107.0,http://www.artforum.com/uploads/guide.001/id11971/exhibition.jpg,CA
"Feb 1, 2011",,"28, 2011",http://www.arionpress.com,"Raymond Pettibon&#8217;s 44 original drawings for Jim Thompson&#8217;s pulp fiction classic South of Heaven are also on display. The exhibit is open Monday-Friday 9am - 5pm, free.",http://www.artforum.com/guide/country=US&place=San Francisco&show=scheduled,San Francisco,"1802 Hays Street, the Presidio,",Arion Press,,rhooper@arionpress.com,415-668-2550,94129.0,http://www.artforum.com/uploads/guide.001/id12581/exhibition.jpg,CA
"Feb 3, 2011","Tues. through Sat., 11 am to 5:30 pm; until 7:30 the first Thurs. of each month","Apr 2, 2011",http://www.cordenpottsgallery.com,Camille Seaman,http://www.artforum.com/guide/country=US&place=San Francisco&show=scheduled,San Francisco,"49 Geary Street, Suite 410",Corden|Potts Gallery,The Last Iceberg,info@cordenpottsgallery.com,415-781-0110,94108.0,http://www.artforum.com/uploads/guide.001/id12015/exhibition.jpg,CA
"Feb 3, 2011",,"26, 2011",http://www.dolbychadwickgallery.com,Katina Huston,http://www.artforum.com/guide/country=US&place=San Francisco&show=scheduled,San Francisco,"210 Post Street, Suite 205",Dolby Chadwick Gallery,"""Big Noise""",frances@dolbychadwickgallery.com,415-956-3560,94108.0,http://www.artforum.com/uploads/guide.001/id11532/exhibition.jpg,CA
"Jan 6, 2011","Tuesday - Friday 10:30am - 5:30pm, Saturday 10:30am - 5pm","Apr 2, 2011",http://www.hainesgallery.com,The Old Boys' Club,http://www.artforum.com/guide/country=US&place=San Francisco&show=scheduled,San Francisco,"49 Geary Street, Suite 540",Haines Gallery,La Destitution de la Jeune Fille,info@hainesgallery.com,415-397-8114,94108.0,http://www.artforum.com/uploads/guide.001/id11612/exhibition_large.jpg,CA
"Jan 20, 2011",Thurs - Sat 12-6PM,"Mar 5, 2011",http://www.johanssonprojects.com,Alex Case + Dan Grayber,http://www.artforum.com/guide/country=US&place=San Francisco&show=scheduled,Oakland,2300 Telegraph Ave,Johansson Projects,Humming Summit,kimberly@johanssonprojects.com,510 444-9140,94612.0,http://www.artforum.com/uploads/guide.001/id11821/exhibition.jpg,CA
"Jan 19, 2011","Sunday 12pm - 4pm, Tuesday - Saturday 11am - 4pm, Wednesday until 7pm","Mar 13, 2011",http://www.mills.edu,Lærke Lauta,http://www.artforum.com/guide/country=US&place=San Francisco&show=scheduled,Oakland,5000 MacArthur Boulevard,Mills College Art Museum,"""Lærke Lauta: Floating Female""",museum@mills.edu,1 510 4302164,94613.0,http://www.artforum.com/uploads/guide.001/id11822/exhibition.jpg,CA
"Jan 26, 2011","Mon: Closed, Tue, Wed, Thu, Fri, Sat: 10AM - 5PM, Sun: 12PM - 5PM","Mar 13, 2011",http://thefrost.fiu.edu,Esther Villalobos and Mar Solís,http://www.artforum.com/guide/country=US&place=Miami&show=scheduled,Miami,"Florida International University, University Park, 10975 SW 17th Street",The Patricia and Phillip Frost Art Museum,The Tale of the Unknown Island,artinfo@fiu.edu,1 305 3482890,33199.0,http://www.artforum.com/uploads/guide.001/id11892/exhibition.jpg,FL
"Jan 26, 2011","Mon: Closed, Tue, Wed, Thu, Fri, Sat: 10AM - 5PM, Sun: 12PM - 5PM","Mar 13, 2011",http://thefrost.fiu.edu,Robert Farber,http://www.artforum.com/guide/country=US&place=Miami&show=scheduled,Miami,"Florida International University, University Park, 10975 SW 17th Street",The Patricia and Phillip Frost Art Museum,My Eyes Have Seen,artinfo@fiu.edu,1 305 3482890,33199.0,http://www.artforum.com/uploads/guide.001/id11891/exhibition_large.jpg,FL
"Jan 26, 2011","Mon: Closed, Tue, Wed, Thu, Fri, Sat: 10AM - 5PM, Sun: 12PM - 5PM","Apr 3, 2011",http://thefrost.fiu.edu,María Brito,http://www.artforum.com/guide/country=US&place=Miami&show=scheduled,Miami,"Florida International University, University Park, 10975 SW 17th Street",The Patricia and Phillip Frost Art Museum,As of 24-03-07,artinfo@fiu.edu,1 305 3482890,33199.0,http://www.artforum.com/uploads/guide.001/id11893/exhibition_large.jpg,FL
"Jan 26, 2011","Mon: Closed, Tue, Wed, Thu, Fri, Sat: 10AM - 5PM, Sun: 12PM - 5PM","Apr 17, 2011",http://thefrost.fiu.edu,"Alighiero Boetti, Marco Gastini,  Piero Gilardi among others",http://www.artforum.com/guide/country=US&place=Miami&show=scheduled,Miami,"Florida International University, University Park, 10975 SW 17th Street",The Patricia and Phillip Frost Art Museum,Gran Torino: Italian Contemporary Art,artinfo@fiu.edu,1 305 3482890,33199.0,http://www.artforum.com/uploads/guide.001/id11890/exhibition_large.jpg,FL
"Feb 3, 2011",,"13, 2011",http://www.fifafmiami.com,Florida International Fine Art Fair,http://www.artforum.com/guide/country=US&place=Miami&show=scheduled,Miami,"The FIFAF Pavilion, The Midtown Miami Arts District, Midtown Blvd (NE 1st Avenue) between NE 32nd &amp; NE 31st Street",Florida International Fine Art Fair,,info@fifafmiami.com,1 520,33137.0,http://www.artforum.com/uploads/location.000/id08265/location.jpg,FL
"Jan 27, 2011","Monday - Friday, 11:00am to 4:30pm","Mar 24, 2011",http://www.creativegrowth.org,Join us for an exhibition of Creative Growth artist prints and limited edition hand made rugs.,http://www.artforum.com/guide/country=US&place=Oakland&show=scheduled,Oakland,355 24th Street,Creative Growth,,jennifer@creativegrowth.org,510-836-2340,94612.0,http://www.artforum.com/uploads/guide.001/id12284/exhibition.jpg,CA
"Feb 4, 2011","Saturdays and Sundays, 1-4pm, and by appointment","Mar 4, 2011",http://www.royalnonesuchgallery.com,"Jeriel Bey, Hannah Ireland, Siobhan Davies, Anna Halpri, Yvonne Rainer",http://www.artforum.com/guide/country=US&place=Oakland&show=scheduled,Oakland,4231 Telegraph Ave.,Royal NoneSuch Gallery,'Taking Up Room on the Floor' curated by Dena Beard,royalnonesuchgallery@gmail.com,(415) 690-3041,94609.0,http://www.artforum.com/uploads/guide.001/id12260/exhibition.jpg,CA
"Jan 23, 2011","Tues - Sat 10am - 5pm, Sun 11am - 5pm","Apr 17, 2011",http://www.themodern.org,Ed Ruscha,http://www.artforum.com/guide/country=US&place=Fort Worth&show=scheduled,Fort Worth,3200 Darnell Street,Modern Art Museum of Fort Worth,Road Tested,info@themodern.org,1,76107.0,http://www.artforum.com/uploads/location.000/id00102/location.jpg,TX
"Feb 5, 2011",Tuesday - Saturday 10am - 5:30pm,"Mar 15, 2011",http://www.barbarakrakowgallery.com,KIKI SMITH,http://www.artforum.com/guide/country=US&place=Boston&show=scheduled,Boston,10 Newbury Street,Barbara Krakow Gallery,,info@barbarakrakowgallery.com,1 617 2624490,2116.0,http://www.artforum.com/uploads/location.000/id01666/location.jpg,MA
"Feb 5, 2011","Thurs-Sat 10am-5pm, Friday 10am-7pm, Sun 12-5 pm; Open Wed in Summer, 10-5","May 15, 2011",http://www.sitesantafe.org,Amy Cutler,http://www.artforum.com/guide/country=US&place=Santa Fe&show=scheduled,Santa Fe,1606 Paseo de Peralta,SITE Santa Fe,,info@sitesantafe.org,1 505 989-1199,87501.0,http://www.artforum.com/uploads/guide.001/id11491/exhibition.jpg,NM
"Feb 5, 2011","Thurs-Sat 10am-5pm, Friday 10am-7pm, Sun 12-5 pm; Open Wed in Summer, 10-5","May 15, 2011",http://www.sitesantafe.org,Runa Islam,http://www.artforum.com/guide/country=US&place=Santa Fe&show=scheduled,Santa Fe,1606 Paseo de Peralta,SITE Santa Fe,,info@sitesantafe.org,1 505 989-1199,87501.0,http://www.artforum.com/uploads/guide.001/id11492/exhibition_large.jpg,NM
"Feb 5, 2011","Thurs-Sat 10am-5pm, Friday 10am-7pm, Sun 12-5 pm; Open Wed in Summer, 10-5","May 15, 2011",http://www.sitesantafe.org,Ruth Claxton,http://www.artforum.com/guide/country=US&place=Santa Fe&show=scheduled,Santa Fe,1606 Paseo de Peralta,SITE Santa Fe,,info@sitesantafe.org,1 505 989-1199,87501.0,http://www.artforum.com/uploads/guide.001/id11482/exhibition_large.jpg,NM
"Feb 3, 2011","Tuesday - Sunday, 12-5pm","27, 2011",http://www.blueskygallery.org,"""Grim Street"" is a selection of original photographs by influential street photographer Mark Cohen made in the 1960s, 70s, and 80s on the streets of Wilkes-Barre, Pennsylvania.",http://www.artforum.com/guide/country=US&place=Portland&show=scheduled,Portland,122 NW 8th Avenue,Blue Sky Gallery,,bluesky@blueskygallery.org,503-225-0210,97209.0,http://www.artforum.com/uploads/guide.001/id12409/exhibition.jpg,OR
"Feb 3, 2011","Tuesday - Sunday, 12-5pm","27, 2011",http://www.blueskygallery.org,Matt Eich,http://www.artforum.com/guide/country=US&place=Portland&show=scheduled,Portland,122 NW 8th Avenue,Blue Sky Gallery,Carry Me Ohio,bluesky@blueskygallery.org,503-225-0210,97209.0,http://www.artforum.com/uploads/guide.001/id12412/exhibition_large.jpg,OR
"Jan 18, 2011",9am - 9pm,"Mar 26, 2011",http://www.pnca.edu,"Featuring: Amy Bessone, Elena Pankova, Tala Madani, and others",http://www.artforum.com/guide/country=US&place=Portland&show=scheduled,Portland,1241 NW Johnson Street,Feldman Gallery at the Pacific Northwest College of Art,"Between my head and my hand, there is always the face of death.",mmcfarland@pnca.edu,503 821 8969,97209.0,http://www.artforum.com/uploads/guide.001/id12335/exhibition.jpg,OR
"Jan 30, 2011",Tuesday - Sunday; 12 noon to 5 pm,"May 30, 2011",http://www.aldrichart.org,Shimon Attie,http://www.artforum.com/guide/country=US&place=Ridgefield&show=scheduled,Ridgefield,258 Main Street,The Aldrich Contemporary Art Museum,MetroPAL.IS.,general@aldrichart.org,203,6877.0,http://www.artforum.com/uploads/guide.001/id11483/exhibition_large.jpg,CT
"Jan 30, 2011",Tuesday - Sunday; 12 noon to 5 pm,"Jun 5, 2011",http://www.aldrichart.org,Hope Gangloff,http://www.artforum.com/guide/country=US&place=Ridgefield&show=scheduled,Ridgefield,258 Main Street,The Aldrich Contemporary Art Museum,Love Letters,general@aldrichart.org,203,6877.0,http://www.artforum.com/uploads/guide.001/id11486/exhibition_large.jpg,CT
"Jan 30, 2011",Tuesday - Sunday; 12 noon to 5 pm,"Jun 5, 2011",http://www.aldrichart.org,James Esber,http://www.artforum.com/guide/country=US&place=Ridgefield&show=scheduled,Ridgefield,258 Main Street,The Aldrich Contemporary Art Museum,Your Name Here,general@aldrichart.org,203,6877.0,http://www.artforum.com/uploads/guide.001/id11485/exhibition_large.jpg,CT
"Jan 30, 2011",Tuesday - Sunday; 12 noon to 5 pm,"Jun 5, 2011",http://www.aldrichart.org,Jenny Dubnau,http://www.artforum.com/guide/country=US&place=Ridgefield&show=scheduled,Ridgefield,258 Main Street,The Aldrich Contemporary Art Museum,Head On,general@aldrichart.org,203,6877.0,http://www.artforum.com/uploads/guide.001/id11484/exhibition_large.jpg,CT
"Jan 30, 2011",Tuesday - Sunday; 12 noon to 5 pm,"Jun 5, 2011",http://www.aldrichart.org,KAWSCompanion (Passing Through),http://www.artforum.com/guide/country=US&place=Ridgefield&show=scheduled,Ridgefield,258 Main Street,The Aldrich Contemporary Art Museum,Companion (Passing Through),general@aldrichart.org,203,6877.0,http://www.artforum.com/uploads/guide.001/id11489/exhibition_large.jpg,CT
"Jan 30, 2011",Tuesday - Sunday; 12 noon to 5 pm,"Jun 5, 2011",http://www.aldrichart.org,Thilo Hoffmann,http://www.artforum.com/guide/country=US&place=Ridgefield&show=scheduled,Ridgefield,258 Main Street,The Aldrich Contemporary Art Museum,High School Portraits,general@aldrichart.org,203,6877.0,http://www.artforum.com/uploads/guide.001/id11487/exhibition_large.jpg,CT
"Jan 30, 2011",Tuesday - Sunday; 12 noon to 5 pm,"Jun 5, 2011",http://www.aldrichart.org,Timothy White,http://www.artforum.com/guide/country=US&place=Ridgefield&show=scheduled,Ridgefield,258 Main Street,The Aldrich Contemporary Art Museum,Portraits,general@aldrichart.org,203,6877.0,http://www.artforum.com/uploads/guide.001/id11488/exhibition_large.jpg,CT
"Feb 1, 2011","Tues - Fri, 10am - 5pm, Sat and Sun, noon - 4pm","Apr 2, 2011",http://www.albany.edu/museum/home.html,Ati Maier: Event Horizon,http://www.artforum.com/guide/country=US&place=Albany&show=scheduled,Albany,1400 Washington Avenue,"University Art Museum, University at Albany",,jriker@albany.edu,1 518 4424035,12222.0,http://www.artforum.com/uploads/guide.001/id12492/exhibition.jpg,NY
"Feb 1, 2011","Tues - Fri, 10am - 5pm, Sat and Sun, noon - 4pm","Apr 2, 2011",http://www.albany.edu/museum/home.html,Eunjung Hwang: Three Thousand Revisits,http://www.artforum.com/guide/country=US&place=Albany&show=scheduled,Albany,1400 Washington Avenue,"University Art Museum, University at Albany",,jriker@albany.edu,1 518 4424035,12222.0,http://www.artforum.com/uploads/guide.001/id12493/exhibition_large.jpg,NY
