date,venue,address,website,lastDate,phone,moreInfoLink
11/15/2010,Queen City Gallery,"617 Main St,   Buffalo, NY 14203",http://queencitygallery.tripod.com,11/15/2010,(716) 856-2839,http://calendar.artvoice.com/event/14461/elvis-at-the-aud-a-photographic-celebration-collection-of-rarely
11/10/2010,Rane Party Bar,"3036 Seneca St,   West Seneca, NY 14224",,11/10/2010,(716) 725-6115,http://calendar.artvoice.com/event/7000/talk-dirty-wednesdays-with-kiss-985-shy-guy-shawn-amp-dj-tony-ma
11/13/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/13/2010,(716) 858-8900,http://calendar.artvoice.com/event/14531/the-ideal-book-william-morris-and-the-kelmscott-press
11/10/2010,Verbena Grille,"930 Maple Rd,   Buffalo, NY 14221",http://verbenadining.com,11/10/2010,(716) 580-3125,http://calendar.artvoice.com/event/2953/cruisin-classics-with-singer-johnny-d-every-wednesday
11/15/2010,Sp@ce 224,"224 Allen St,   Buffalo, NY 14201",http://www.224allen.com,11/15/2010,(716) 523-1219,http://calendar.artvoice.com/event/14447/altars--15th-annual-el-dia-de-los-muertos-celebration-amp-exhibi
11/10/2010,Broadway Joe's,"3051 Main St,   Buffalo, NY 14214",http://bjoes.com,11/10/2010,(716) 837-3650,http://calendar.artvoice.com/event/1891/metal-night-with-steve-k-from-edge-underground
11/14/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/14/2010,(716) 858-8900,http://calendar.artvoice.com/event/14531/the-ideal-book-william-morris-and-the-kelmscott-press
11/11/2010,E. B. Green's,"Hyatt Regency,   	Buffalo, NY 14202",http://www.ebgreens.com,11/11/2010,(716) 855-4870,http://calendar.artvoice.com/event/651/jackie-jocko
11/15/2010,Squeaky Wheel,"712 Main St,   Buffalo, NY 14202",http://www.squeaky.org,11/15/2010,(716) 884-7172,http://calendar.artvoice.com/event/12774/beyondin-western-new-york-alternating-currents-work-by-geoffrey-
11/10/2010,Ying's Wings and Things (French Rd.),"1460 French Rd,   Depew, NY 14043",,11/10/2010,(716) 656-7566,http://calendar.artvoice.com/event/14817/dj-anthony-amp-dl-nick-stylz
11/14/2010,Buffalo East,"1412 Main St,   Buffalo, NY 14209",,11/14/2010,(716) 713-9340,http://calendar.artvoice.com/event/13664/take-flight-open-mic-hosted-by-verneice-turner-music-by-house-ba
11/11/2010,Shores Waterfront Restaurant & Marina,"2 Detroit St,   North Tonawanda, NY 14120",http://www.shoreswaterfront.com,11/11/2010,(716) 693-7971,http://calendar.artvoice.com/event/1856/jack-civiletto-does-sinatra
11/15/2010,The Neighborhood Collective,"810 Elmwood Ave,   Buffalo, NY 14222",http://www.annieadams.com/TNC.html,11/15/2010,,http://calendar.artvoice.com/event/14418/photography-by-ann-peterson-photos-from-ireland-england-scotland
11/11/2010,Attitudes Bar and Grill (Lockport),"616 West Ave,   Lockport, NY 14094",http://www.attitudesbarandgrill.com,11/11/2010,(716) 434-5328,http://calendar.artvoice.com/event/11106/ladies-night-80s-dance-music-with-dj-beamin-brent-powley
11/15/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/15/2010,(716) 858-8900,http://calendar.artvoice.com/event/14531/the-ideal-book-william-morris-and-the-kelmscott-press
11/11/2010,Anchor Bar,"1047 Main St,   Buffalo, NY 14209",http://www.anchorbar.com,11/11/2010,(716) 884-4083,http://calendar.artvoice.com/event/11092/nick-battistella-sinatra-and-more
11/15/2010,UB Anderson Gallery,"1 Martha Jackson Pl,   Buffalo, NY 14214",http://www.ubartgalleries.org,11/15/2010,(716) 829-3754,http://calendar.artvoice.com/event/12775/beyondin-western-new-york-alternating-currents-work-by-barbara-l
11/11/2010,Broadway Joe's,"3051 Main St,   Buffalo, NY 14214",http://bjoes.com,11/11/2010,(716) 837-3650,http://calendar.artvoice.com/event/10611/electro-indie-night-hosted-by-brandon-zarbo
11/11/2010,Verbena Grille,"930 Maple Rd,   Buffalo, NY 14221",http://verbenadining.com,11/11/2010,(716) 580-3125,http://calendar.artvoice.com/event/6774/joseph-michael-mahfoud--solo-classical-guitar
11/15/2010,International Institute of Buffalo,"864 Delaware Ave,   Buffalo, NY 14209",http://www.iibuff.org,11/15/2010,(716) 883-1900,http://calendar.artvoice.com/event/14650/babel-extras-babel-at-bettys-book-discussion-featuring-the-woman
11/15/2010,UB Anderson Gallery,"1 Martha Jackson Pl,   Buffalo, NY 14214",http://www.ubartgalleries.org,11/15/2010,(716) 829-3754,http://calendar.artvoice.com/event/8294/cravens-world-the-human-aesthetic-annette-cravens-multimillion-d
11/11/2010,Recckio's Bowling Center,"2426 S Park Ave,   Buffalo, NY 14220",http://www.recckiolanes.com,11/11/2010,(716) 823-2695,http://calendar.artvoice.com/event/11168/dj-beloved
11/12/2010,E. B. Green's,"Hyatt Regency,   	Buffalo, NY 14202",http://www.ebgreens.com,11/12/2010,(716) 855-4870,http://calendar.artvoice.com/event/651/jackie-jocko
11/16/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/16/2010,(716) 858-8900,http://calendar.artvoice.com/event/14531/the-ideal-book-william-morris-and-the-kelmscott-press
11/15/2010,UB Art Gallery at Center for the Arts,"Center for the Arts,   Buffalo, NY 14228",http://www.ubartgalleries.org,11/15/2010,(716) 645-6913,http://calendar.artvoice.com/event/12776/beyondin-western-new-york-alternating-currents-artpark-1974ndash
11/11/2010,Acropolis,"708 Elmwood Ave,   Buffalo, NY 14222",,11/11/2010,(716) 886-2977,http://calendar.artvoice.com/event/13264/indie-night-every-thursday--weekly-drink-specials--no-cover-char
11/12/2010,Casa Antica,"490 Center St,   Lewiston, NY 14092",,11/12/2010,(716) 754-2581,http://calendar.artvoice.com/event/11839/kathy-scibilia
11/17/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/17/2010,(716) 858-8900,http://calendar.artvoice.com/event/14531/the-ideal-book-william-morris-and-the-kelmscott-press
11/15/2010,Western New York Book Arts Center,"468 Washington St,   Buffalo, NY 14203",,11/15/2010,(716) 903-6875,http://calendar.artvoice.com/event/12777/beyondin-western-new-york-alternating-currents-work-by-joel-bren
11/11/2010,Club Infinity,"8166 Main St,   Buffalo, NY 14221",,11/11/2010,(716) 270-4990,http://calendar.artvoice.com/event/5629/kiss-985-night-dj-anthony-dj-sweetz-kev-diddy
11/12/2010,Italian Village Bar & Restaurant,"804 Wehrle Dr,   Buffalo, NY 14221",,11/12/2010,(716) 639-1804,http://calendar.artvoice.com/event/4134/music-and-memories-by-singer-johnny-d-every-friday
11/15/2010,Villa Maria College Beltz Family Art Gallery,"240 Pine Ridge Rd,   Buffalo, NY 14225",http://www.villa.edu/art_gallery.html,11/15/2010,(716) 961-1833,http://calendar.artvoice.com/event/14956/placement-paintings-by-jonathan-daly-at-the-paul-william-beltz-f
11/11/2010,Maggie's,"715 Military Rd,   Buffalo, NY 14216",,11/11/2010,(716) 877-9258,http://calendar.artvoice.com/event/11948/freestyle-frenzy
11/12/2010,Pietro's Ristorante & Martini Bar,"5841 Transit Rd,   East Amherst, NY 14051",http://www.pietrosristorante.com,11/12/2010,(716) 639-8940,http://calendar.artvoice.com/event/13974/soul-committee
11/15/2010,"Life Transition Center, Inc.","150 Bennett Rd,   Cheektowaga, NY 14227",http://www.lifetransitionscenter.com,11/15/2010,(716) 836-6450,http://calendar.artvoice.com/event/15110/a-small-retrospective-by-paulette-arida-jurek-
11/11/2010,Mister Goodbar,"1110 Elmwood Ave,   Buffalo, NY 14222",http://www.mistergoodbarelmwood.com,11/11/2010,(716) 882-4000,http://calendar.artvoice.com/event/453/dj-scott-downrare-funk-soul-amp-old-school-hip-hop
11/13/2010,E. B. Green's,"Hyatt Regency,   	Buffalo, NY 14202",http://www.ebgreens.com,11/13/2010,(716) 855-4870,http://calendar.artvoice.com/event/652/jackie-jocko
11/15/2010,Jamestown Community College,"525 Falconer St,   Jamestown, NY 14701",http://www.sunyjcc.edu,11/15/2010,(716) 388-1000,http://calendar.artvoice.com/event/13576/global-vision-selections-from-the-permanent-collection-through-d
11/11/2010,Ohm Ultra Lounge,"948 Main St,   Buffalo, NY 14202",,11/11/2010,(716) 332-0510,http://calendar.artvoice.com/event/455/thirsty-thursdays
11/13/2010,Pietro's Ristorante & Martini Bar,"5841 Transit Rd,   East Amherst, NY 14051",http://www.pietrosristorante.com,11/13/2010,(716) 639-8940,http://calendar.artvoice.com/event/13975/urban-renewal
11/16/2010,464 Gallery,"464 Amherst St,   Buffalo, NY 14207",http://www.mindweb.us/464.html,11/16/2010,(716) 983-2112,http://calendar.artvoice.com/event/14885/graphic-greetings-illustrated-cards-jonathan-kempf-free-amp-open
11/11/2010,TGI Friday's (Boulevard),"1209 Niagara Falls Blvd,   Snyder, NY 14226",http://www.fridays.com,11/11/2010,(716) 835-6000,http://calendar.artvoice.com/event/4478/dj-easton-from-easton-entertainment
11/13/2010,Elmwood Lounge,"522 Elmwood Ave,   Buffalo, NY 14222",http://www.theelmwoodlounge.com,11/13/2010,(716) 882-5881,http://calendar.artvoice.com/event/9670/lance-diamond-show
11/16/2010,Albright Knox Art Gallery,"1285 Elmwood Ave,   Buffalo, NY 14222",http://www.albrightknox.org,11/16/2010,(716) 882-8700,http://calendar.artvoice.com/event/12765/beyondin-western-new-yok-alternating-currents-work-by-kai-althof
11/11/2010,Third Room,"56 W Chippewa St,   Buffalo, NY 14202",,11/11/2010,(716) 842-2787,http://calendar.artvoice.com/event/7383/the-listening-party-djs-and-live-music-hosted-by-joe-urge
11/16/2010,E. B. Green's,"Hyatt Regency,   	Buffalo, NY 14202",http://www.ebgreens.com,11/16/2010,(716) 855-4870,http://calendar.artvoice.com/event/651/jackie-jocko
11/16/2010,Albright Knox Art Gallery,"1285 Elmwood Ave,   Buffalo, NY 14222",http://www.albrightknox.org,11/16/2010,(716) 882-8700,http://calendar.artvoice.com/event/14931/forty-the-sabres-in-the-nhl-a-photographics-and-multimedia-celeb
11/21/2010,Buffalo East,"1412 Main St,   Buffalo, NY 14209",,11/21/2010,(716) 713-9340,http://calendar.artvoice.com/event/13664/take-flight-open-mic-hosted-by-verneice-turner-music-by-house-ba
11/11/2010,Roxy's,"884 Main St,   Buffalo, NY 14202",,11/11/2010,(716) 882-9293,http://calendar.artvoice.com/event/456/stripteasers-burlesquecomedy-show-with-djs-spinning-rock-dance-h
11/17/2010,E. B. Green's,"Hyatt Regency,   	Buffalo, NY 14202",http://www.ebgreens.com,11/17/2010,(716) 855-4870,http://calendar.artvoice.com/event/651/jackie-jocko
11/16/2010,Albright Knox Art Gallery,"1285 Elmwood Ave,   Buffalo, NY 14222",http://www.albrightknox.org,11/16/2010,(716) 882-8700,http://calendar.artvoice.com/event/11620/remix-sol-lewitt-through-february-27
11/12/2010,Track Side Grill,"13129 Broadway St,   Alden, NY 14004",http://www.tracksidebar.biz,11/12/2010,(716) 902-4115,http://calendar.artvoice.com/event/12351/nbspdj-tom-the-bomb
11/17/2010,Verbena Grille,"930 Maple Rd,   Buffalo, NY 14221",http://verbenadining.com,11/17/2010,(716) 580-3125,http://calendar.artvoice.com/event/2953/cruisin-classics-with-singer-johnny-d-every-wednesday
11/16/2010,Albright Knox Art Gallery,"1285 Elmwood Ave,   Buffalo, NY 14222",http://www.albrightknox.org,11/16/2010,(716) 882-8700,http://calendar.artvoice.com/event/11619/telling-tales-small-sculpture-and-other-work-through-april-17
11/12/2010,Rane Party Bar,"3036 Seneca St,   West Seneca, NY 14224",,11/12/2010,(716) 725-6115,http://calendar.artvoice.com/event/7001/happy-hour-with-star-1025-and-sue-oneil-900pm-dance-party-with-d
11/16/2010,Benjaman Art Gallery,"419 Elmwood Ave,   Buffalo, NY 14222",http://www.benartgallery.com,11/16/2010,(716) 886-0898,http://calendar.artvoice.com/event/14697/dalis-angels-original-works-from-the-dr-edmund-klein-collection
11/12/2010,Club Diablo,"517 Washington St,   Buffalo, NY 14203",http://www.clubdiablo.com,11/12/2010,(716) 842-0666,http://calendar.artvoice.com/event/14641/give-thanks-amp-rave-prethanksgiving-dance-party
11/12/2010,Club W,"199 Delaware Ave,   Buffalo, NY 14202",http://www.checkoutthew.com,11/12/2010,(716) 840-9552,http://calendar.artvoice.com/event/15131/indie-noise-w-g5gi-jon-karel-dj-tiger-redtunes-sound-crew-5-cove
11/12/2010,Whiskey Joe's,"4723 Transit Rd,   Depew, NY 14043",,11/12/2010,(716) 668-2210,http://calendar.artvoice.com/event/8170/tj-the-dj-every-friday
11/16/2010,Buffalo Big Print,"78 Allen St,   Buffalo, NY 14202",http://buffalobigprint.com,11/16/2010,(716) 884-1777,http://calendar.artvoice.com/event/14799/barb-schmitt-recent-paintings
11/12/2010,Bend,"256 Allen St,   Buffalo, NY 14201",,11/12/2010,,http://calendar.artvoice.com/event/13995/funkjazzhiphop-with-dj-derringer-amp-dj-cutler
11/16/2010,Burchfield Penney Art Center,"1300 Elmwood Ave,   Buffalo, NY 14222",http://www.yournewburchfieldpenney.com,11/16/2010,(716) 878-6011,http://calendar.artvoice.com/event/12768/beyondin-western-new-york-alternating-currents-work-by-michael-b
11/12/2010,DBGB,"253 Allen St,   Buffalo, NY 14201",,11/12/2010,,http://calendar.artvoice.com/event/14323/queen-city-cartel-presents-friction-1st-year-anniversary-party-o
11/19/2010,Casa Antica,"490 Center St,   Lewiston, NY 14092",,11/19/2010,(716) 754-2581,http://calendar.artvoice.com/event/11839/kathy-scibilia
11/16/2010,Burchfield Penney Art Center,"1300 Elmwood Ave,   Buffalo, NY 14222",http://www.yournewburchfieldpenney.com,11/16/2010,(716) 878-6011,http://calendar.artvoice.com/event/12372/dominance-and-affection-new-work-by-bethany-krull-through-jan-30
11/12/2010,Holiday House Lounge,"2455 Delaware Ave,   Buffalo, NY 14216",,11/12/2010,(716) 874-2575,http://calendar.artvoice.com/event/14225/dj-simple-fun-fridays
11/19/2010,Italian Village Bar & Restaurant,"804 Wehrle Dr,   Buffalo, NY 14221",,11/19/2010,(716) 639-1804,http://calendar.artvoice.com/event/4134/music-and-memories-by-singer-johnny-d-every-friday
11/16/2010,Burchfield Penney Art Center,"1300 Elmwood Ave,   Buffalo, NY 14222",http://www.yournewburchfieldpenney.com,11/16/2010,(716) 878-6011,http://calendar.artvoice.com/event/9888/works-by-charles-carey-rumsey-through-jan-11
11/12/2010,Maggie's,"715 Military Rd,   Buffalo, NY 14216",,11/12/2010,(716) 877-9258,http://calendar.artvoice.com/event/11490/dj-tony-banana
11/16/2010,C.G. Jung Center,"408 Franklin St,   Buffalo, NY 14202",http://www.apswny.com,11/16/2010,(716) 854-7457,http://calendar.artvoice.com/event/14448/altars--15th-annual-el-dia-de-los-muertos-celebration-amp-exhibi
11/12/2010,Parkside Lanes Bar & Lounge,"500 Schenck St,   North Tonawanda, NY 14120",,11/12/2010,(716) 693-3026,http://calendar.artvoice.com/event/484/dj-dumais-spinnin-the-hottest-hits-amp-requests
11/16/2010,C.G. Jung Center,"408 Franklin St,   Buffalo, NY 14202",http://www.apswny.com,11/16/2010,(716) 854-7457,http://calendar.artvoice.com/event/14795/visible-scale-selected-amp-new-works-by-ginny-obrien-
11/12/2010,Roxy's,"884 Main St,   Buffalo, NY 14202",,11/12/2010,(716) 882-9293,http://calendar.artvoice.com/event/485/dj-lady-atram-spinning-pop-house-amp-hiphop
11/16/2010,CEPA Gallery,"617 Main St,   Buffalo, NY 14203",http://www.cepagallery.org,11/16/2010,(716) 856-2717,http://calendar.artvoice.com/event/12771/beyondin-western-new-york-alternating-currents-work-by-stefan-pe
11/12/2010,Stillwater,"483 Delaware Ave,   Buffalo, NY 14202",http://www.thestillwater.com,11/12/2010,(716) 884-9283,http://calendar.artvoice.com/event/10731/dj-paul-foxe
11/16/2010,Campos Photography,"1016 Niagara Falls Blvd,   Tonawanda, NY 14150",http://www.camposgroup.com,11/16/2010,(716) 837-1016,http://calendar.artvoice.com/event/14458/fauxtales-exhibition-by-chuck-tingley-through-nov-27
11/12/2010,Barcelona on Pearl,"414 Pearl St,   Buffalo, NY 14202",,11/12/2010,(716) 332-6900,http://calendar.artvoice.com/event/9085/live-dj-every-friday
11/16/2010,Carnegie Art Center,"240 Goundry St,   North Tonawanda, NY 14120",http://www.carnegieartcenter.org,11/16/2010,(716) 694-4400,http://calendar.artvoice.com/event/12769/beyondin-western-new-york-alternating-currents-work-by-lisa-neig
11/12/2010,Empire Grill,"1435 Hertel Ave,   Buffalo, NY 14216",http://www.empiregrill.net,11/12/2010,(716) 446-0700,http://calendar.artvoice.com/event/14222/nbsp44-fridays-with-dj-dstar-and-steve-kream
11/16/2010,Castellani Art Museum,"Niagara University Campus,   	Niagara Falls, NY 14305",http://purple.niagara.edu/cam,11/16/2010,(716) 286-8200,http://calendar.artvoice.com/event/12770/beyondin-western-new-york-alternating-currents-work-by-elizabeth
11/13/2010,Recckio's Bowling Center,"2426 S Park Ave,   Buffalo, NY 14220",http://www.recckiolanes.com,11/13/2010,(716) 823-2695,http://calendar.artvoice.com/event/11169/dj-madcow
11/16/2010,Czurles-Nelson Gallery,"1300 Elmwood Ave,   Buffalo, NY 14222",http://buffalostate.edu/design/gallery.xml,11/16/2010,(716) 878-3549,http://calendar.artvoice.com/event/14574/chasing-chinese-folk-art-exhibition-through-nov-12
11/13/2010,Hurricane Bar & Grill,"485 Oliver St,   North Tonawanda, NY 14120",http://www.hurricanebarandgrill.com,11/13/2010,(716) 990-7140,http://calendar.artvoice.com/event/7674/dynamic-discs-sound-systems-featuring-dj-mac
11/16/2010,El Buen Amigo,"114 Elmwood Ave,   Buffalo, NY 14201",http://bit.ly/abbIfe,11/16/2010,(716) 885-6343,http://calendar.artvoice.com/event/14449/altars--15th-annual-el-dia-de-los-muertos-celebration-amp-exhibi
11/13/2010,Bend,"256 Allen St,   Buffalo, NY 14201",,11/13/2010,,http://calendar.artvoice.com/event/13996/old-school-hip-hop-amp-top-hits-with-dj-cutler-amp-dj-lopro
11/16/2010,El Museo,"91 Allen St,   Buffalo, NY 14202",http://www.elmuseobuffalo.org,11/16/2010,(716) 464-4692,http://calendar.artvoice.com/event/14446/altars--15th-annual-el-dia-de-los-muertos-celebration-amp-exhibi
11/13/2010,DBGB,"253 Allen St,   Buffalo, NY 14201",,11/13/2010,,http://calendar.artvoice.com/event/14656/jfn-radio
11/16/2010,El Museo,"91 Allen St,   Buffalo, NY 14202",http://www.elmuseobuffalo.org,11/16/2010,(716) 464-4692,http://calendar.artvoice.com/event/12772/beyondin-western-new-york-alternating-currents-work-by-michelle-
11/13/2010,El Morocco,"3205 Bailey Ave,   Buffalo, NY 14215",,11/13/2010,,http://calendar.artvoice.com/event/506/dj-hassan
11/16/2010,Genessee Community College,"1 R Stephen Hawley Dr,   Batavia, NY 14020",http://www.genesee.edu,11/16/2010,(585) 343-0055,http://calendar.artvoice.com/event/13022/a-documentation-of-dutch-culture--creative-writing-amp-photograp
11/13/2010,Roxy's,"884 Main St,   Buffalo, NY 14202",,11/13/2010,(716) 882-9293,http://calendar.artvoice.com/event/508/vixen-night-w-dj-la-amp-guests
11/16/2010,Hallwalls,"341 Delaware Ave,   Buffalo, NY 14202",http://www.hallwalls.org,11/16/2010,(716) 854-1694,http://calendar.artvoice.com/event/12773/beyondin-western-new-york-alternating-currents-work-by-jason-ber
11/13/2010,Stillwater,"483 Delaware Ave,   Buffalo, NY 14202",http://www.thestillwater.com,11/13/2010,(716) 884-9283,http://calendar.artvoice.com/event/10732/live-dj-every-saturday
11/16/2010,Jewish Center of Greater Buffalo/Benderson Family Building,"Benderson Building,   	Getzville, NY 14068",http://www.jccbuffalo.org,11/16/2010,(716) 688-4033,http://calendar.artvoice.com/event/11956/rethreads-mixed-media-by-dianne-baker-through-nov-28
11/13/2010,Allen Street Hardware Cafe,"245 Allen St,   Buffalo, NY 14201",http://allenstreethardware.com,11/13/2010,(716) 882-8843,http://calendar.artvoice.com/event/503/dj-daringer-amp-scott-down-spinning-rare-funk-soul-amp-old-schoo
11/16/2010,Niagara County Community College Gallery,"3111 Saunders Settlement Rd,   Sanborn, NY 14132",http://niagaracc.suny.edu/academics/fine_arts/art_gallery.php,11/16/2010,(716) 614-5975,http://calendar.artvoice.com/event/13648/faculty-exhibition-through-nov-20
11/13/2010,King's Court,"189 Delaware Ave,   Buffalo, NY 14202",,11/13/2010,(716) 856-9262,http://calendar.artvoice.com/event/2128/latin-night-w-live-dj
11/16/2010,Nina Freudenheim Gallery,"140 North St,   Buffalo, NY 14201",http://ninafreudenheimgallery.com,11/16/2010,(716) 822-5777,http://calendar.artvoice.com/event/14463/john-pfahl-metamorphoses-de-la-terre-through-dec-1
11/13/2010,Mohawk Place,"47 W Mohawk St,   Buffalo, NY 14202",http://www.themohawkplace.com,11/13/2010,(716) 855-3931,http://calendar.artvoice.com/event/14468/transmission-fall-dance-party-an-evening-of-synthpop-alternative
11/16/2010,Olean Public Library,"134 N 2nd St,   Allegany, NY 14706",http://www.oleanlibrary.org,11/16/2010,(716) 372-0200,http://calendar.artvoice.com/event/14939/paintings-of-james-paulsen-
11/14/2010,Bend,"256 Allen St,   Buffalo, NY 14201",,11/14/2010,,http://calendar.artvoice.com/event/13990/industry-night-with-brandi-m
11/16/2010,Sp@ce 224,"224 Allen St,   Buffalo, NY 14201",http://www.224allen.com,11/16/2010,(716) 523-1219,http://calendar.artvoice.com/event/14447/altars--15th-annual-el-dia-de-los-muertos-celebration-amp-exhibi
11/14/2010,Encore Restaurant,"492 Pearl St,   Buffalo, NY 14202",,11/14/2010,(716) 931-5001,http://calendar.artvoice.com/event/9950/sunset-sundays-on-the-patio--encore-live-dj-music-every-week-fre
11/16/2010,Squeaky Wheel,"712 Main St,   Buffalo, NY 14202",http://www.squeaky.org,11/16/2010,(716) 884-7172,http://calendar.artvoice.com/event/12774/beyondin-western-new-york-alternating-currents-work-by-geoffrey-
11/15/2010,Recckio's Bowling Center,"2426 S Park Ave,   Buffalo, NY 14220",http://www.recckiolanes.com,11/15/2010,(716) 823-2695,http://calendar.artvoice.com/event/11167/industry-night-with-dj-beloved
11/16/2010,The Neighborhood Collective,"810 Elmwood Ave,   Buffalo, NY 14222",http://www.annieadams.com/TNC.html,11/16/2010,,http://calendar.artvoice.com/event/14418/photography-by-ann-peterson-photos-from-ireland-england-scotland
11/15/2010,Adonia's,"20 Allen St,   Buffalo, NY 14202",http://adoniasbuffalo.com,11/15/2010,(716) 332-1205,http://calendar.artvoice.com/event/524/pop-tart-mondays-with-dj-girlfriday
11/16/2010,UB Anderson Gallery,"1 Martha Jackson Pl,   Buffalo, NY 14214",http://www.ubartgalleries.org,11/16/2010,(716) 829-3754,http://calendar.artvoice.com/event/12775/beyondin-western-new-york-alternating-currents-work-by-barbara-l
11/16/2010,DBGB,"253 Allen St,   Buffalo, NY 14201",,11/16/2010,,http://calendar.artvoice.com/event/13483/80s-night-hosted-by-mnm-and-joe-urge
11/16/2010,UB Anderson Gallery,"1 Martha Jackson Pl,   Buffalo, NY 14214",http://www.ubartgalleries.org,11/16/2010,(716) 829-3754,http://calendar.artvoice.com/event/8294/cravens-world-the-human-aesthetic-annette-cravens-multimillion-d
11/16/2010,Limerick's Lakeview Pub,"1957 Lakeview Rd,   Lake View, NY 14085",,11/16/2010,(716) 627-3283,http://calendar.artvoice.com/event/537/dj-barney
11/16/2010,UB Art Gallery at Center for the Arts,"Center for the Arts,   Buffalo, NY 14228",http://www.ubartgalleries.org,11/16/2010,(716) 645-6913,http://calendar.artvoice.com/event/12776/beyondin-western-new-york-alternating-currents-artpark-1974ndash
11/16/2010,Pink Flamingo,"223 Allen St,   Buffalo, NY 14201",,11/16/2010,(716) 884-4338,http://calendar.artvoice.com/event/6939/spooky-business
11/16/2010,Western New York Book Arts Center,"468 Washington St,   Buffalo, NY 14203",,11/16/2010,(716) 903-6875,http://calendar.artvoice.com/event/12777/beyondin-western-new-york-alternating-currents-work-by-joel-bren
11/16/2010,Villa Maria College Beltz Family Art Gallery,"240 Pine Ridge Rd,   Buffalo, NY 14225",http://www.villa.edu/art_gallery.html,11/16/2010,(716) 961-1833,http://calendar.artvoice.com/event/14956/placement-paintings-by-jonathan-daly-at-the-paul-william-beltz-f
11/17/2010,Recckio's Bowling Center,"2426 S Park Ave,   Buffalo, NY 14220",http://www.recckiolanes.com,11/17/2010,(716) 823-2695,http://calendar.artvoice.com/event/11169/dj-madcow
11/16/2010,"Life Transition Center, Inc.","150 Bennett Rd,   Cheektowaga, NY 14227",http://www.lifetransitionscenter.com,11/16/2010,(716) 836-6450,http://calendar.artvoice.com/event/15110/a-small-retrospective-by-paulette-arida-jurek-
11/17/2010,Flattery's,"1130 Orchard Park Rd,   Buffalo, NY 14224",,11/17/2010,(716) 674-9963,http://calendar.artvoice.com/event/2351/dj-kazoo
11/16/2010,Kenan Center,"433 Locust St,   Lockport, NY 14094",http://www.kenancenter.org,11/16/2010,(716) 433-2617,http://calendar.artvoice.com/event/14217/niagara-frontier-watercolor-society-fall-members-exhibit-through
11/17/2010,Illusions Nightclub,"391 Ellicott St,   Buffalo, NY 14203",http://www.myspace.com/illusionsnightclubbflo,11/17/2010,,http://calendar.artvoice.com/event/11614/limelight-wednesdays
11/17/2010,Rane Party Bar,"3036 Seneca St,   West Seneca, NY 14224",,11/17/2010,(716) 725-6115,http://calendar.artvoice.com/event/7000/talk-dirty-wednesdays-with-kiss-985-shy-guy-shawn-amp-dj-tony-ma
11/16/2010,Jamestown Community College,"525 Falconer St,   Jamestown, NY 14701",http://www.sunyjcc.edu,11/16/2010,(716) 388-1000,http://calendar.artvoice.com/event/13576/global-vision-selections-from-the-permanent-collection-through-d
11/17/2010,Broadway Joe's,"3051 Main St,   Buffalo, NY 14214",http://bjoes.com,11/17/2010,(716) 837-3650,http://calendar.artvoice.com/event/1891/metal-night-with-steve-k-from-edge-underground
11/16/2010,Karpeles Manuscript Museum (North Hall),"220 North St,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/16/2010,(716) 886-3656,http://calendar.artvoice.com/event/13693/a-fiction-of-structures--buffalo-inspired-movie-posters-by-micha
11/17/2010,Ying's Wings and Things (French Rd.),"1460 French Rd,   Depew, NY 14043",,11/17/2010,(716) 656-7566,http://calendar.artvoice.com/event/14817/dj-anthony-amp-dl-nick-stylz
11/16/2010,UB Art Gallery at Center for the Arts,"Center for the Arts,   Buffalo, NY 14228",http://www.ubartgalleries.org,11/16/2010,(716) 645-6913,http://calendar.artvoice.com/event/13630/artpark-19741984-work-from-ten-years-of-the-artists-residency-pr
11/17/2010,464 Gallery,"464 Amherst St,   Buffalo, NY 14207",http://www.mindweb.us/464.html,11/17/2010,(716) 983-2112,http://calendar.artvoice.com/event/14885/graphic-greetings-illustrated-cards-jonathan-kempf-free-amp-open
11/17/2010,Albright Knox Art Gallery,"1285 Elmwood Ave,   Buffalo, NY 14222",http://www.albrightknox.org,11/17/2010,(716) 882-8700,http://calendar.artvoice.com/event/12765/beyondin-western-new-yok-alternating-currents-work-by-kai-althof
11/17/2010,Albright Knox Art Gallery,"1285 Elmwood Ave,   Buffalo, NY 14222",http://www.albrightknox.org,11/17/2010,(716) 882-8700,http://calendar.artvoice.com/event/14931/forty-the-sabres-in-the-nhl-a-photographics-and-multimedia-celeb
11/18/2010,Acropolis,"708 Elmwood Ave,   Buffalo, NY 14222",,11/18/2010,(716) 886-2977,http://calendar.artvoice.com/event/13264/indie-night-every-thursday--weekly-drink-specials--no-cover-char
