moreInfoLink,allDates,image,state,venueName,description,price,city,address,name
http://www.phoenixnewtimes.com/events/reggae-sundays-feat-dj-dark-vader-and-guests-1774422/,"04/24/2011, 05/01/2011, 05/08/2011, 05/15/2011, 05/22/2011, 05/29/2011, 06/05/2011, 06/12/2011, 06/19/2011, 06/26/2011, 07/03/2011, 07/10/2011, 07/17/2011",,AZ,Club Trinity,"The force is strong with DJ Dark Vader's weekly irie extravaganza, where he and special guests spin dancehall, soca, and the titular Jamaican-born genre. Low-cost alcohol options include $2.50 you-call-its for ladies and $3 Heineken and Red Stripe until 11 p.m. Dress to impress rules apply.</p>",,Tempe,1420 N. Scottsdale Rd.,"Reggae Sundays feat. DJ Dark Vader, & guests"
http://www.phoenixnewtimes.com/events/veragroove-and-samson-2243361/,04/21/2011,,AZ,Club Red,,$10,Tempe,2155 E. University Dr.,Veragroove & Samson
http://www.phoenixnewtimes.com/events/purple-kush-blackbear-hope-and-angelic-white-2243363/,04/23/2011,,AZ,Club Red,Age Restrictions : 21+ &#133;.</p>,$15,Tempe,2155 E. University Dr.,"Purple Kush, Blackbear, Hope & Angelic White"
http://www.phoenixnewtimes.com/events/stephen-marley-2215607/,04/29/2011,,AZ,Marquee Theatre,With Ghetto Youths Crew.</p>,$21-$23,Tempe,730 N. Mill Ave.,Stephen Marley
http://www.phoenixnewtimes.com/events/steel-pulse-2215609/,05/12/2011,,AZ,Marquee Theatre,,$25-$26,Tempe,730 N. Mill Ave.,Steel Pulse
http://www.phoenixnewtimes.com/events/dj-tony-culture-1012632/,"7/1/2011, 5/6/2011, 6/3/2011",,AZ,Afida's Hair Culture,,,Phoenix,116 E. Roosevelt St.,DJ Tony Culture
http://www.phoenixnewtimes.com/events/solstice-saturdays-feat-pete-supermix-salaz-senbad-dj-m2-tomahawk-bang-mane-one-and-guests-1797940/,"06/04/2011, 07/16/2011, 07/09/2011, 07/02/2011, 06/25/2011, 06/18/2011, 04/23/2011, 04/30/2011, 05/07/2011, 05/14/2011, 05/21/2011, 05/28/2011, 06/11/2011",,AZ,Bar Smith,,,Phoenix,130 E. Washington St.,"Solstice Saturdays feat. Pete ""Supermix"" Salaz, Senbad, DJ M2, Tomahawk Bang!, Mane One, & guests"
http://www.phoenixnewtimes.com/events/soul-shanty-shake-down-feat-dj-supavaiza-1528615/,"06/21/2011, 05/03/2011, 05/10/2011, 05/17/2011, 05/24/2011, 05/31/2011, 04/19/2011, 07/12/2011, 07/05/2011, 06/28/2011, 04/26/2011, 06/14/2011, 06/07/2011",,AZ,Hollywood Alley,,$3,Mesa,2610 W. Baseline Rd.,Soul Shanty Shake Down feat. DJ Supavaiza
http://www.phoenixnewtimes.com/events/reggae-gold-2007686/,"07/02/2011, 07/09/2011, 07/16/2011, 05/28/2011, 04/23/2011, 04/30/2011, 05/07/2011, 05/14/2011, 05/21/2011, 06/04/2011, 06/11/2011, 06/18/2011, 06/25/2011",,AZ,Capitol Sports Lounge,,,Phoenix,1801 W. Van Buren St.,Reggae Gold
http://www.phoenixnewtimes.com/events/kool-breeze-reggae-sundays-2153401/,"04/24/2011, 05/01/2011, 06/19/2011, 07/17/2011, 07/10/2011, 07/03/2011, 06/26/2011, 05/08/2011, 05/15/2011, 05/22/2011, 05/29/2011, 06/05/2011, 06/12/2011",,AZ,Club Red,,$10,Tempe,2155 E. University Dr.,Kool Breeze Reggae Sundays
http://www.phoenixnewtimes.com/events/jack-wells-and-friends-1572310/,"05/16/2011, 05/30/2011, 06/06/2011, 06/13/2011, 06/20/2011, 06/27/2011, 07/04/2011, 07/11/2011, 07/18/2011, 04/25/2011, 05/02/2011, 05/09/2011, 05/23/2011",,AZ,Xtreme Bean Coffee Company,,,Tempe,1707 E. Southern Ave.,Jack Wells & Friends
http://www.phoenixnewtimes.com/events/dueling-pianos-2088664/,"06/19/2011, 06/18/2011, 06/17/2011, 06/12/2011, 06/11/2011, 07/02/2011, 06/10/2011, 06/05/2011, 06/04/2011, 07/01/2011, 06/03/2011, 06/26/2011, 05/28/2011, 05/22/2011, 05/21/2011, 05/20/2011, 05/15/2011, 05/14/2011, 05/13/2011, 05/08/2011, 05/07/2011, 05/06/2011, 05/01/2011, 04/30/2011, 04/29/2011, 04/24/2011, 04/23/2011, 04/22/2011, 06/25/2011, 06/24/2011, 05/29/2011, 05/27/2011, 07/17/2011, 07/16/2011, 07/15/2011, 07/10/2011, 07/09/2011, 07/08/2011, 07/03/2011",,AZ,The Arizona Room at Casino Arizona,,,Scottsdale,524 N. 92nd St.,Dueling Pianos
http://www.phoenixnewtimes.com/events/lil-wayne-2138954/,04/19/2011,http://vvoice.vo.llnwd.net/e14//6189980.45.jpg,AZ,US Airways Center,"Weezy is back, fresh from his stint in prison, and for his Phoenix show, he's bringing some serious chart-topping friends. Nicki Minaj, Rick Ross, Travis Barker and Mix Master Mike all share the stage with Lil Wayne, making this night a perfect chance to catch Wayne's weirdo-flow it all its glory.</p>",$49.75-$89.75,Phoenix,201 E. Jefferson St.,Lil Wayne
http://www.phoenixnewtimes.com/events/lupe-fiasco-2240060/,04/21/2011,http://vvoice.vo.llnwd.net/e14//6208621.45.jpg,AZ,Mesa Amphitheatre,"How sweet it must taste for Lupe Fiasco to have the number one album on the Billboard Charts.  The rapper, who's debut, Food & Liquor earned him three Grammys, spent four years cooking up his latest, L.A.S.E.R.S., and the album's delay inspired over 32,000 fans signed a petition to demand the release of the album by Atlantic Records, and when that didn't work, several hundred of these rabid fans gathered in front of the New York City Atlantic Records offices on October 15, 2010.    Lucky for everyone, the record has seen the light of day, and Lupe's tour must feel an awful lot like a victory lap.</p>",$33,Mesa,263 N. Center St.,Lupe Fiasco
http://www.phoenixnewtimes.com/events/zion-i-and-the-grouch-2136856/,04/25/2011,http://vvoice.vo.llnwd.net/e14//6217276.45.jpg,AZ,Clubhouse Music Venue,"The criticism that underground hip-hop takes itself too seriously is not a new one, but there is some validity to the point. Oftentimes MCs and DJs in the genre are so wont to stress their indie status that they end up losing listeners looking for a fun listen, not a sermon. <br><br> Credit duo Zion I, comprised of DJ AmpLive and MC Zumbi, and The Grouch, of the Living Legends Crew, for knowing when to take things serious and when to cut loose. The duo collaborated with The Grouch on the funky Heroes in the City of Dope in 2006. Their own records have dabbled in various moods, with their latest Atomic Clock focusing on the group's fascination with dub and reggae.</p>",,Tempe,1320 E. Broadway Rd.,"Zion I, & The Grouch"
http://www.phoenixnewtimes.com/events/jet-life-tour-2228613/,04/27/2011,,AZ,Clubhouse Music Venue,"With Curren$y, Trademark, Young Roddy, Fiend, & Corner Boy P.</p>",$20,Tempe,1320 E. Broadway Rd.,Jet Life Tour
http://www.phoenixnewtimes.com/events/dj-quik-2243356/,04/30/2011,,AZ,Clubhouse Music Venue,,$25-$35,Tempe,1320 E. Broadway Rd.,DJ Quik
http://www.phoenixnewtimes.com/events/kendrick-lamar-2243354/,05/06/2011,,AZ,Clubhouse Music Venue,,$15,Tempe,1320 E. Broadway Rd.,Kendrick Lamar
http://www.phoenixnewtimes.com/events/into-the-spin-tour-featuring-dessa-sims-and-lazerbeak-2235826/,05/09/2011,,AZ,Chasers Bar & Night Club,,$10,Scottsdale,8005 E. Roosevelt St.,"Into the Spin Tour featuring Dessa, Sims, & Lazerbeak"
http://www.phoenixnewtimes.com/events/cool-kids-2243355/,05/21/2011,,AZ,Clubhouse Music Venue,,$18,Tempe,1320 E. Broadway Rd.,Cool Kids
http://www.phoenixnewtimes.com/events/cunninlynguists-2235820/,05/22/2011,,AZ,Chasers Bar & Night Club,With Homeboy Sandman.</p>,$10,Scottsdale,8005 E. Roosevelt St.,CunninLynguists
http://www.phoenixnewtimes.com/events/devin-the-dude-2235823/,05/24/2011,,AZ,Club Red,With Coughee Brothaz.</p>,$17,Tempe,2155 E. University Dr.,Devin the Dude
http://www.phoenixnewtimes.com/events/wiz-khalifa-2236039/,06/08/2011,,AZ,Mesa Amphitheatre,,$33-$36,Mesa,263 N. Center St.,Wiz Khalifa
http://www.phoenixnewtimes.com/events/aceyalone-2243486/,06/08/2011,,AZ,Club Red,"With Dirtbag Dan, Ohm, Rae Rae, Blesd 1.</p>",$10,Tempe,2155 E. University Dr.,Aceyalone
http://www.phoenixnewtimes.com/events/glitch-mob-2204040/,06/28/2011,,AZ,Club Red,,$18-$20,Tempe,2155 E. University Dr.,Glitch Mob
http://www.phoenixnewtimes.com/events/the-blunt-club-feat-dj-element-pickster-one-and-guests-1580906/,"06/02/2011, 06/09/2011, 06/23/2011, 04/28/2011, 05/19/2011, 05/26/2011, 06/16/2011, 05/05/2011, 04/21/2011, 05/12/2011, 07/14/2011, 07/07/2011, 06/30/2011",,AZ,Yucca Tap Room,,free,Tempe,29 W. Southern Ave.,"The Blunt Club feat. DJ Element, Pickster One, & guests"
http://www.phoenixnewtimes.com/events/portugal-the-man-2173242/,05/08/2011,,AZ,Martini Ranch,With Telekinesis.</p>,$14-$16,Scottsdale,7295 E. Stetson Dr.,Portugal. The Man
http://www.phoenixnewtimes.com/events/psycho-devilles-2243418/,04/23/2011,,AZ,The Rogue West,,,Phoenix,3593 W. Northern Ave.,Psycho Devilles
http://www.phoenixnewtimes.com/events/rvivr-rumspringer-come-on-die-young-and-dogbreth-2240086/,04/21/2011,,AZ,The Fixx,,$5,Tempe,15 E. 7th St.,"RVIVR, Rumspringer, Come on Die Young & Dogbreth"
http://www.phoenixnewtimes.com/events/mariah-deraet-the-cosmeticators-vegetable-the-lemon-drop-gang-abstinence-agent-ribbons-and-scrupulous-2243552/,04/22/2011,,AZ,Palo Verde Lounge,,,Tempe,1015 W. Broadway Rd.,"Mariah Deraet, The Cosmeticators, Vegetable, The Lemon Drop Gang, Abstinence, Agent Ribbons, & Scrupulous"
http://www.phoenixnewtimes.com/events/becky-lee-scorpion-vs-tarantula-night-of-joy-acorn-bccorn-jjcnv-the-pods-lust-cats-of-the-gutters-and-female-trouble-2243259/,04/23/2011,,AZ,Yucca Tap Room,,free,Tempe,29 W. Southern Ave.,"Becky Lee, Scorpion Vs. Tarantula, Night of Joy, Acorn Bccorn, JJCNV, The Pods, Lust Cats of the Gutters, & Female Trouble"
http://www.phoenixnewtimes.com/events/destruction-unit-lenguas-largas-far-corners-nihilism-and-dj-horsepussy-2215457/,05/07/2011,,AZ,Palo Verde Lounge,,free,Tempe,1015 W. Broadway Rd.,"Destruction Unit, Lenguas Largas, Far Corners, Nihilism, & DJ Horsepussy"
http://www.phoenixnewtimes.com/events/gg-allins-murder-junkies-2243229/,05/12/2011,,AZ,Chasers Bar & Night Club,"With Christfucker, Mongoloids, Rotten Youth & Awful Noise.</p>",$10,Scottsdale,8005 E. Roosevelt St.,GG Allin's Murder Junkies
http://www.phoenixnewtimes.com/events/face-to-face-2243839/,06/01/2011,,AZ,Nile Theater,"with Strung Out , Blitz Kid ,& The Darlings.</p>",$20,Mesa,105 W. Main St.,Face to Face
http://www.phoenixnewtimes.com/events/vans-warped-tour-2011-2217986/,08/27/2011,,AZ,Ashley Furniture HomeStore Pavilion (formerly Cricket Pavilion),"A Day to Remember, Asking Alexandria, The Devil Wears Prada, August Burns Red, Attack Attack!, Against Me!, Gym Class Heroes, D.R.U.G.S., Black Veil Brides, Of Mice and Men, Abandon All Ships, Winds of Plague, The World Alive, Enter Shikari, Miss May I, We Came As Romans, The Acacia Stain, Set Your Goals, The Expendables, Less Than Jake, The Black Pacific, The Ready Set, Lucero, The Aggrolites, Go Radio, The Wonder Years, I Set My Friends On Fire, Moving Mountains, The Dangerous Summer, Every Avenue, Dance Gavin Dance, Relient K, Bad Rabbits, Yelawolf, Middle Class Rut, A Skylit Drive, Eyes Set To Kill, Cold Forty Three, There For Tomorrow, Terrible Things, The Dance Party, Shut  Up And Deal, & more.</p>",$38.70,Phoenix,2121 N. 83rd Ave.,Vans Warped Tour 2011
http://www.phoenixnewtimes.com/events/chickstock-2235848/,04/23/2011,,AZ,Harold's Cave Creek Corral,"With Jamie O'Neal, Sarah Darling, Jessi Colter, Black Carl & more.</p>",$20,Cave Creek,6895 E. Cave Creek Rd.,Chickstock
http://www.phoenixnewtimes.com/events/tony-furtado-2203954/,04/27/2011,,AZ,The Compound Grill,,$10-$14,Phoenix,7000 E. Mayo Blvd.,Tony Furtado
http://www.phoenixnewtimes.com/events/cold-shott-and-the-hurricane-horns-2243405/,04/22/2011,,AZ,Rhythm Room,,$7,Phoenix,1019 E. Indian School Rd.,Cold Shott & The Hurricane Horns
http://www.phoenixnewtimes.com/events/dave-riley-and-the-bob-corritore-juke-joint-blues-band-2243406/,04/23/2011,,AZ,Rhythm Room,,$7,Phoenix,1019 E. Indian School Rd.,Dave Riley & The Bob Corritore Juke Joint Blues Band
http://www.phoenixnewtimes.com/events/old-97s-2199734/,06/06/2011,,AZ,Martini Ranch,,$20-$22,Scottsdale,7295 E. Stetson Dr.,Old 97's
http://www.phoenixnewtimes.com/events/winters-bone-music-from-the-film-peformed-live-2243621/,06/08/2011,,AZ,Piper Repertory Theater at Mesa Arts Center,"Marideth Sisco, Blackberry Winter, Bo Brown, Van Colbert, Dennis Crider, Tedi May, and Linda Stoffe performing music from Winter's Bone.</p>",$20-$22,Mesa,1 E. Main St.,Winter's Bone- Music From the Film Peformed Live
http://www.phoenixnewtimes.com/events/alison-krauss-and-union-station-2228753/,06/21/2011,,AZ,Comerica Theatre,,$35.50-$59.50,Phoenix,400 W. Washington St.,Alison Krauss & Union Station
http://www.phoenixnewtimes.com/events/music-in-the-garden-feat-the-sugar-thieves-2199207/,06/24/2011,,AZ,Desert Botanical Garden,,"$15 DBG members, $21 general admission",Phoenix,1201 N. Galvin Pkwy.,Music in the Garden feat. The Sugar Thieves
http://www.phoenixnewtimes.com/events/hans-olson-642046/,"06/02/2011, 04/21/2011, 04/28/2011, 05/05/2011, 05/12/2011, 05/19/2011, 07/14/2011, 07/07/2011, 06/30/2011, 06/23/2011, 06/16/2011, 06/09/2011, 05/26/2011",,AZ,Pranksters Too,,,Scottsdale,7919 E. Thomas Rd.,Hans Olson
http://www.phoenixnewtimes.com/events/open-mic-blues-jam-hosted-by-ray-ray-1800726/,"05/15/2011, 07/10/2011, 07/17/2011, 04/24/2011, 05/01/2011, 05/08/2011, 07/03/2011, 06/26/2011, 06/19/2011, 06/12/2011, 06/05/2011, 05/29/2011, 05/22/2011",,AZ,McCool's Bar and Grill,,,Chandler,4910 W. Ray Rd.,Open Mic Blues Jam hosted by Ray Ray
http://www.phoenixnewtimes.com/events/blues-jam-1857268/,"04/20/2011, 07/13/2011, 07/06/2011, 06/29/2011, 06/22/2011, 06/15/2011, 06/08/2011, 06/01/2011, 05/25/2011, 05/18/2011, 05/11/2011, 05/04/2011, 04/27/2011",,AZ,El Dorado Bar & Grill,,,Scottsdale,8708 E. McDowell Rd.,Blues Jam
http://www.phoenixnewtimes.com/events/sunday-blues-jam-2080045/,"05/08/2011, 07/17/2011, 07/10/2011, 07/03/2011, 06/26/2011, 06/19/2011, 06/12/2011, 06/05/2011, 05/29/2011, 05/22/2011, 05/15/2011, 05/01/2011, 04/24/2011",,AZ,Goat Head Saloon,,,Mesa,1423 S. Country Club Dr.,Sunday Blues Jam
http://www.phoenixnewtimes.com/events/music-in-the-garden-feat-dry-river-yacht-club-2199209/,04/29/2011,,AZ,Desert Botanical Garden,,"$15 members, $21 general admission",Phoenix,1201 N. Galvin Pkwy.,Music in the Garden feat. Dry River Yacht Club
http://www.phoenixnewtimes.com/events/adam-carolla-2224905/,04/22/2011,http://vvoice.vo.llnwd.net/e14//6210033.45.jpg,AZ,Orpheum Theatre,"Adam Carolla has a big mouth, and it&#146;s served him well. <br><br>      For more than a decade, the outspoken &#147;Ace Man&#148; co-hosted radio&#146;s legendary Loveline, dishing out sex tips and relationship advice between acerbic observations. His caustic quips and penchant for pissing people off also worked well for him on Comedy Central&#146;s hilariously misogynistic The Man Show and kooky Crank Yankers programs, as well as his own syndicated radio show. <br><br>       All three programs have since been axed, but Carolla is still as mouthy as ever. He&#146;s been busy creating a popular weekly podcast downloaded by more than one million listeners and touring the country spreading his ridiculous rancor to sold-out crowds. <br><br>      Carolla visits the Orpheum Theatre on Friday, April 23, and will likely entertain and offend his fans in Phoenix with such bits as &#147;What Can't Adam Complain About&#148; and &#147;Why I Hate L.A.&#148; <br><br></p>",$32.50 and up,Phoenix,200 W. Washington St.,Adam Carolla
http://www.phoenixnewtimes.com/events/stand-up-and-rock-show-with-phycus-mallory-jeffrey-wiles-jared-boynton-juicy-newt-rook-36-cents-and-a-dream-wysiwyg-and-las-fault-2243310/,04/23/2011,,AZ,Hollywood Alley,,$5,Mesa,2610 W. Baseline Rd.,"Stand Up and Rock Show with Phycus Mallory, Jeffrey Wiles, Jared Boynton, Juicy Newt, Rook, 36 Cents and a Dream,WYSIWYG, & LA's Fault"
http://www.phoenixnewtimes.com/events/patton-oswalt-2201942/,04/28/2011,,AZ,Ikeda Theater at Mesa Arts Center,,$22.50-$35,Mesa,1 E. Main St.,Patton Oswalt
http://www.phoenixnewtimes.com/events/late-night-grind-a-premium-comedy-blend-feat-aj-the-comic-elliot-fuller-liliya-souslova-josh-stark-don-steinmetz-jonathan-glasser-1484163/,"5/31/2011, 6/28/2011, 4/26/2011",,AZ,Next Coffee Co.,,$5,Glendale,19420 N. 59th Ave.,"Late Night Grind - A Premium Comedy Blend feat. AJ the Comic, Elliot Fuller, Liliya Souslova, Josh Stark, Don Steinmetz, Jonathan Glasser"
http://www.phoenixnewtimes.com/events/fender-jam-band-2203921/,04/22/2011,,AZ,The Compound Grill,,$5,Phoenix,7000 E. Mayo Blvd.,Fender Jam Band
http://www.phoenixnewtimes.com/events/the-noodles-2243300/,04/24/2011,,AZ,The Sail Inn,,,Tempe,26 S. Farmer Ave.,The Noodles
http://www.phoenixnewtimes.com/events/freddy-lockhart-2200559/,04/22/2011,,AZ,Anderson's Fifth Estate (formerly Vagabond Ballroom),,$15,Scottsdale,6820 E. 5th Ave.,Freddy Lockhart
http://www.phoenixnewtimes.com/events/jazz-jam-session-hosted-by-joe-hopkins-quartet-1564861/,"06/26/2011, 07/17/2011, 07/10/2011, 07/03/2011, 06/19/2011, 06/12/2011, 06/05/2011, 05/29/2011, 05/22/2011, 05/15/2011, 05/08/2011, 05/01/2011, 04/24/2011",,AZ,Chances Are Restaurant & Lounge,,,Scottsdale,7570 E. 6th Ave.,Jazz Jam Session hosted by Joe Hopkins Quartet
http://www.phoenixnewtimes.com/events/open-music-band-jam-hosted-by-sprayface-1662558/,"06/16/2011, 06/30/2011, 06/23/2011, 06/09/2011, 06/02/2011, 05/26/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011, 07/14/2011, 07/07/2011",,AZ,Chasers Bar & Night Club,,,Scottsdale,8005 E. Roosevelt St.,Open Music/Band Jam hosted by Sprayface
http://www.phoenixnewtimes.com/events/open-jam-session-1146242/,"07/17/2011, 07/03/2011, 06/26/2011, 06/19/2011, 06/12/2011, 06/05/2011, 05/29/2011, 05/22/2011, 05/15/2011, 05/08/2011, 05/01/2011, 04/24/2011, 07/10/2011",,AZ,Chopper John's,,,Phoenix,2547 E. Indian School Rd.,Open Jam Session
http://www.phoenixnewtimes.com/events/bam-bam-jam-session-2007708/,"07/11/2011, 04/25/2011, 05/02/2011, 05/09/2011, 05/16/2011, 05/23/2011, 05/30/2011, 06/06/2011, 06/13/2011, 06/20/2011, 06/27/2011, 07/04/2011, 07/18/2011",,AZ,Char's Has the Blues,,,Phoenix,4631 N. 7th Ave.,Bam Bam Jam Session
http://www.phoenixnewtimes.com/events/open-mic-and-jam-session-2103728/,"07/14/2011, 04/21/2011, 06/30/2011, 07/07/2011, 04/28/2011, 05/05/2011, 05/12/2011, 05/19/2011, 05/26/2011, 06/02/2011, 06/09/2011, 06/16/2011, 06/23/2011",,AZ,Rips Ales & Cocktails,,,Phoenix,3045 N. 16th St.,Open Mic & Jam Session
http://www.phoenixnewtimes.com/events/jazz-jam-hosted-by-aebi-coulson-jazz-trio--2084453/,"05/29/2011, 04/24/2011, 05/01/2011, 05/08/2011, 05/15/2011, 05/22/2011, 06/05/2011, 06/12/2011, 06/19/2011, 06/26/2011, 07/03/2011, 07/10/2011, 07/17/2011",,AZ,John Henry's Fine Dining,,,Tempe,909 E. Elliot Rd.,Jazz Jam hosted by Aebi-Coulson Jazz Trio `
http://www.phoenixnewtimes.com/events/steve-martin-and-the-steep-canyon-rangers-2258560/,08/19/2011,,AZ,Mesa Arts Center,,$50-$70,Mesa,1 E. Main St.,Steve Martin & The Steep Canyon Rangers
http://www.phoenixnewtimes.com/events/gg-allins-murder-junkies-2243229/,05/12/2011,http://vvoice.vo.llnwd.net/e14//6297813.45.jpg,AZ,Chasers Bar & Night Club,"Poor GG Allin. The most hated man in rock &#145;n&#146; roll lived a troubled life; one of self-abuse, profound self-degradation, and, ultimately, self-destruction. These days, the late punk icon&#146;s name is little more than a brand name being plied, no less, than by his brother Merle and The Murder Junkies. <br><br>      Eighteen years after his death by overdose in 1993, GG&#146;s legend as a hellbent, one-man annihilation machine has far eclipsed his musical legacy. In fact, it's easy to forget that he created some top-notch punk rock in the late 1970s and early 1980s, years before he became infamously known as a blood- and feces-covered sideshow freak. <br><br>      Here's hoping Merle and his hired cadre of neo-Murder Junkies do right by the legend by performing GG classics like &#147;Bored to Death&#148; and &#147;Cheri Love Affair&#148; when they visit Chasers, 8005 East Roosevelt Street in Scottsdale, on Thursday, May 12. The danger may be a mere memory but, as they say, the song remains the song. <br><br>      Like-minded locals Christfucker, Rotten Youth, and Awful Noise open the 18-and-over show. <br><br></p>",$10,Scottsdale,8005 E. Roosevelt St.,GG Allin's Murder Junkies
http://www.phoenixnewtimes.com/events/take-action-tour-featuring-bayside-and-silverstein-2266348/,05/09/2011,,AZ,Nile Theater,"With The Swellers , Polar Bear Club, & Texas in July</p>",$17.50,Mesa,105 W. Main St.,Take Action Tour Featuring Bayside & Silverstein
http://www.phoenixnewtimes.com/events/leftover-crack-2274176/,05/27/2011,,AZ,Clubhouse Music Venue,With Rotten Youth and Corporal Limits</p>,$13,Tempe,1320 E. Broadway Rd.,Leftover Crack
http://www.phoenixnewtimes.com/events/ch3-the-freeze-scorpion-vs-tarantula-and-the-venomous-pinks-2266505/,06/04/2011,,AZ,Rips Ales & Cocktails,,,Phoenix,3045 N. 16th St.,"CH3, The Freeze, Scorpion Vs. Tarantula, & The Venomous Pinks"
http://www.phoenixnewtimes.com/events/michelle-shocked-2165098/,05/14/2011,http://vvoice.vo.llnwd.net/e14//6301599.45.jpg,AZ,Rhythm Room,"Michelle Shocked has explored solo rawness on Texas Campfire Tapes, has bounced big-band style on Captain Swing, and has even had a song used in a Kaiser Permanente ad for osteoporosis. After a legal battle with Mercury Records, which had her signed to a ten-year contract, she wrested control of her own material, and in 2002 founded her own label, Mighty Sound. Shocked's new album, Soul of My Soul, is her first since a triptych of releases in 2005 (which included a disc of Disney covers) and marks a return to the soul-inspired folk-rock of Short Sharp Shocked, the album which made her name nearly two decades ago. The wildly divergent sounds Shocked brings to play should make for a promising and surprising performance that'll draw everyone from your parents to college-radio DJs.</p>",$22-$25,Phoenix,1019 E. Indian School Rd.,Michelle Shocked
http://www.phoenixnewtimes.com/events/mark-zubia-2277113/,05/13/2011,,AZ,Barnes & Noble Stage at Tempe Marketplace,,free,Tempe,2000 E. Rio Salado Pkwy.,Mark Zubia
http://www.phoenixnewtimes.com/events/sydney-sprague-2277116/,05/13/2011,,AZ,AMC Fountain Stage at Desert Ridge Marketplace,,free,Phoenix,21001 N. Tatum Blvd.,Sydney Sprague
http://www.phoenixnewtimes.com/events/scott-jeffers-1729249/,"06/01/2011, 06/08/2011, 05/25/2011, 08/03/2011, 07/27/2011, 07/20/2011, 07/13/2011, 07/06/2011, 05/11/2011, 05/18/2011, 06/29/2011, 06/22/2011, 06/15/2011",,AZ,The Dubliner Irish Pub & Restaurant,,,Phoenix,3841 E. Thunderbird Rd.,Scott Jeffers
http://www.phoenixnewtimes.com/events/jay-taylor-1729221/,"5/28/2011, 7/30/2011, 6/25/2011",,AZ,Cup O' Karma,,,Mesa,1710 W. Southern Ave.,Jay Taylor
http://www.phoenixnewtimes.com/events/phoenicia-wood-1882955/,"07/12/2011, 05/10/2011, 05/17/2011, 05/24/2011, 05/31/2011, 06/07/2011, 06/14/2011, 06/21/2011, 06/28/2011, 07/05/2011, 07/19/2011, 07/26/2011, 08/02/2011, 08/09/2011",,AZ,O'Kelley's Sports Bar & Grill,,,Mesa,2120 W. Guadalupe Rd.,Phoenicia Wood
http://www.phoenixnewtimes.com/events/ronnie-glover-and-trio-rio-2080079/,"07/22/2011, 07/15/2011, 07/08/2011, 07/01/2011, 06/24/2011, 06/17/2011, 06/10/2011, 06/03/2011, 05/27/2011, 05/20/2011, 05/13/2011, 08/05/2011, 07/29/2011",,AZ,Pranksters Too,,,Scottsdale,7919 E. Thomas Rd.,Ronnie Glover and Trio Rio
http://www.phoenixnewtimes.com/events/whiskey-wednesdays-feat-carey-slade-and-friends-2106786/,"06/07/2011, 06/14/2011, 07/05/2011, 05/31/2011, 05/24/2011, 05/17/2011, 05/10/2011, 08/09/2011, 08/02/2011, 07/26/2011, 07/19/2011, 07/12/2011, 06/21/2011, 06/28/2011",,AZ,The Sail Inn,,,Tempe,26 S. Farmer Ave.,Whiskey Wednesdays feat. Carey Slade and Friends
http://www.phoenixnewtimes.com/events/jeremiah-clay-neal-2141961/,"06/16/2011, 08/04/2011, 07/28/2011, 07/21/2011, 07/14/2011, 07/07/2011, 06/30/2011, 06/09/2011, 05/19/2011, 05/12/2011, 05/26/2011, 06/02/2011, 06/23/2011",,AZ,Macayo's Depot Cantina,,,Tempe,300 S. Ash Ave.,Jeremiah Clay Neal
http://www.phoenixnewtimes.com/events/jeremiah-clay-neal-2141960/,"07/02/2011, 06/25/2011, 06/18/2011, 06/11/2011, 06/04/2011, 05/28/2011, 05/21/2011, 07/09/2011, 07/16/2011, 07/23/2011, 07/30/2011, 05/14/2011, 08/06/2011",,AZ,Macayo's Depot Cantina,,,Tempe,300 S. Ash Ave.,Jeremiah Clay Neal
http://www.phoenixnewtimes.com/events/jeremiah-clay-neal-and-bobby-st-vincent-2141963/,"06/06/2011, 05/09/2011, 08/08/2011, 08/01/2011, 07/25/2011, 07/18/2011, 07/11/2011, 07/04/2011, 06/27/2011, 06/20/2011, 06/13/2011, 05/16/2011, 05/23/2011, 05/30/2011",,AZ,The Vine Tavern,,,Tempe,801 E. Apache Blvd.,"Jeremiah Clay Neal, & Bobby St. Vincent"
http://www.phoenixnewtimes.com/events/jeremiah-clay-neal-2141962/,"06/22/2011, 06/15/2011, 06/08/2011, 06/01/2011, 05/11/2011, 05/18/2011, 05/25/2011, 08/03/2011, 07/27/2011, 07/20/2011, 07/13/2011, 07/06/2011, 06/29/2011",,AZ,Jersey's,,,Chandler,5945 W. Ray Rd.,Jeremiah Clay Neal
http://www.phoenixnewtimes.com/events/sage-gentle-wing-2258571/,"07/07/2011, 07/14/2011, 07/21/2011, 07/28/2011, 08/04/2011, 05/12/2011, 05/19/2011, 05/26/2011, 06/02/2011, 06/09/2011, 06/16/2011, 06/23/2011, 06/30/2011",,AZ,Cody's Smokehouse & Grill,,free,Cave Creek,6032 E. Cave Creek Rd.,Sage Gentle-Wing
http://www.phoenixnewtimes.com/events/sage-gentle-wing-2258570/,"05/11/2011, 05/18/2011, 06/01/2011, 06/08/2011, 06/15/2011, 06/22/2011, 06/29/2011, 07/06/2011, 07/13/2011, 07/20/2011, 07/27/2011, 08/03/2011, 05/25/2011",,AZ,The Stockyards Restaurant and 1889 Saloon,,free,Phoenix,5009 E. Washington St.,Sage Gentle-Wing
