website,phone,directions,moreInfo,description,venue,name,city,startDate,performers,images,state,endDate,email
http://www.cc-events.org/fiestaday/,727--688-6353,"I-4, ybor city exit",http://www.festivals.com/viewevent.aspx?eventid=zoKylsroXPo%3d,"A celebration of Historic Ybor City's Heritage.  A tribute to the Cuban, Italian and Spanish immigrants that came to Ybor City in the late 1800's features Art Marketplace, Children's Fiesta, Iron Chef Black Bean Burnout, Flan Fest, International Parde of Flags and multiple stages.",Historic Ybor City,Fiesta Day,Tampa,2/26/2011,"Multicultural representing Cuban, African Cuban, German, Italian, Jewish and Spanish immigrants that came to Ybor City in the late 1800's",,Florida,2/26/2011,neville.tracy@verizon.net
http://heritagedayparade.org,619-2620334,,http://www.festivals.com/viewevent.aspx?eventid=4vuylRcHnAs%3d,"The Heritage Day Festival and Parade is a ""grassroots"" community affair that takes place annually during Heritage Month.  In 1996, the Heritage Day event received a proclamation from San Diego City Officials declaring the last Saturday of every February as ""Heritage Day"" for all cultures.    Its rich tradition and history have become a positive addition to community events both socially and economically in the heart of San Diego.  We are pleased to announce the last Saturday in February as ""Heritage Day"" for all cultures.  We take pride in careful planning of this parade for you and your family to enjoy.     Offering a reputable platform to bridge gaps between the consumers, community organizations and businesses-small and large-with an ultimate goal of bringing economical and social revitalization to the constituent communities.  By uniting spectators of diverse socio-economic backgrounds, this widely publicized family event encloses an audience in the “Heritage Village” with attendance of over 11,000 individuals.    The Heritage Day Festival and Parade was founded in 1991 under the non-profit organization, Nu-Way Operation BHILDD,  Black History is Learning Development program and by Native San Diegans, Steve & Peggy Cooper.    Concluding the Parade, you'll be able to take part in the Heritage Day events, which are designed to build the community in which it serves. There are always many free activities for the entire family to enjoy. You'll find everything from children's activities, educational resources and entertainment from groups of all cultural backgrounds.",See website,Heritage Festival & Parade,San Diego,2/26/2011,,,California,2/26/2011,sdheritage@gmail.com
http://www.arizonascots.com,480-.969.8400,,http://www.festivals.com/viewevent.aspx?eventid=ZnkP%2f%2fclL8s%3d,"<p>A celebration of Scottish culture include Highland Athletic events & competitions, Highland dance competitions, over 50 clans represented, re-enactment, massed bands and bagpipe competitions, children's area with bouncy, magician and bungee jump.  Great Scottish food, gifts & merchandise for sale.</p>",TBD,Arizona Scottish Highland Games,Phoenix,2/26/2011,,http://www.festivals.com/gfx//backstage/1/7953/120820060630290769_ad.jpg,Arizona,2/27/2011,jackiecarro@cox.net
http://www.comstockmusicfestivals.com,615--788-4005,http://comstockmusicfestivals.com/information-2/directionsmap/,http://www.festivals.com/viewevent.aspx?eventid=b8AMSOpq%2f0w%3d,,Comstock,Comstock Country Fest,Comstock,6/2/2011,"Darius Rucker, Dierks Bentley, Sara Evans, Jo Dee Messina, Neal McCoy, Tanya Tucker, Darryl Worley, George Jones, Trent Tomlinson, LoCash Cowboys, Jason Jones, Stony Run, Mustang Sally",http://www.festivals.com/gfx//backstage/1/21533/121320101127257109_ad.jpg,Nebraska,6/5/2011,ron@comstockmusicfestivals.com
http://www.emcllc.org,541--908-0169,,http://www.festivals.com/viewevent.aspx?eventid=ypjlb1mNwJE%3d,The outdoor festival is an event featuring people who have made significant contributions to the development of rock music in the 60s.  This is quite probably the last time these bands will tour together and the demograpic is outstanding at ages 45 to 68.,Cheadle Park,Roots & Rhythms Summer Festival,Lebanon,9/9/2011,"2011 show will feature a tribute to George Harrison by the band Blackbird out of Portland, Oregon and performances by 60s icons Spencer Davis Group and Its a Beautiful Day.  The event will feature music and groups that made significant contributions to rock and roll and the blues in the 1960s.","http://www.festivals.com/gfx//backstage/1/3479/050420070908416063_ad.jpg, http://www.festivals.com/gfx//backstage/1/3479/031420071112395288_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3479/101220071013212909_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3479/052020100203536162_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3479/120720100125394607_thumb.jpg",Oregon,9/10/2011,tim@emcllc.org
http://www.ecjazzfest.org,630--617-5534,190 Prospect Ave,http://www.festivals.com/viewevent.aspx?eventid=LfaC6MEgzKw%3d,The Elmhurst College Jazz Festival is the second oldest Collegiate Jazz Festival in the country. The festival premieres college ensembles from all over the U.S.A. giving them opportunities to be critiqued by world reknown judges.,Hammerschmidt Chapel,Annual Elmhurst College Jazz Festival,Elmhurst,2/24/2011,,,Illinois,2/27/2011,jazzfest@elmhurst.edu
http://www.tecopamusicfestival.com,310-/397-0000,Please visit www.tecopamusicfestival.com for details.,http://www.festivals.com/viewevent.aspx?eventid=Hn2JtJDDN7I%3d,"The Tecopa Music & Arts Festival takes place at Tecopa Hot Springs Resort in Tecopa, California. The Tecopa Music & Arts Festival brings you three days of live multi-genre music, local arts & crafts, delicious food & drink and activities for children and adults. Come spend time under the stars, walk the Yaga labyrinth, or soak in the sacred hot springs. Lets celebrate love, life, music and art at the Tecopa Music & Arts Festival.    Tecopa Hot Springs Resort offers incredible desert landscapes in a serene environment.  Accommodations include motel lodging, camping and RV spaces. Please visit tecopamusicfestival.com for more details.",Tecopa Hot Springs Resort,Tecopa Music & Arts Festival,Tecopa,4/1/2011,Varies each year - please check www.tecopamusicfestival.com for updates.,,California,4/3/2011,info@tecopamusicfestival.com
http://www.festive.hr,003-85 95 58 47478,,http://www.festivals.com/viewevent.aspx?eventid=tPgUmEVe4Us%3d,"“Xstatic09? is an international festival of urban culture, which is the biggest festival in our region. It gathers over 150 participants from Croatia and the world: USA, Great Britain, Netherlands, Germany, Switzerland, France, Spain, Austria, Bosnia-Herzegovina and Serbia.    The festival will be held in the premises of Elementary school “Plokite”, Fortresses “Gripe”, and in the Club “Quasimodo”. In 4 days of the festival school walls will be thematically painted, 2 concert will be held, as well as after parties. We will also have skateboard, bmx, break-dance, inline skates and street basketball competition. Our wish is to make this festival traditional, so that each year gathered artists, musicians and athletes who will attend the festival and perform.",Split,xSTatic Festival,Split,7/14/2011,,,Croatia,7/17/2011,info@festive.hr
,613--806-4625,,http://www.festivals.com/viewevent.aspx?eventid=prNooxsdCN0%3d,,Ottawa,Ottawa World Music Festival,OTTAWA,7/28/2011,,,Ontario,7/31/2011,ottawaworldmusic@bell.net
http://www.oregonjamboree.com,888--613-6812,"Directions:  I-5 Northbound:    * Take EXIT 216, OR-Hwy 228 and turn RIGHT (East) toward Brownsville-Sweet Home.  * Continue approximately 20 miles to Sweet Home.  * Turn RIGHT on Main Street/US-20 in Sweet Home.  * Turn right on 18th Avenue to Jamboree area.    I-5 Southbound:    * Take EXIT 233, OR-Hwy 20 (East) from Albany through Lebanon and on to Sweet Home.  * Turn RIGHT on 18th Avenue to Jamboree area.",http://www.festivals.com/viewevent.aspx?eventid=a9Tcvp%2fWGfE%3d,"The Oregon Jamboree In Sweet Home is the Northwests Premier Country Music and Camping Festival. Located in the foothills of the scenic Cascade Mountains the festival takes place at a seven acre park-like setting bordered by Sankey Park and the historic Weddle Covered Bridge. The Jamboree offers an intimate concert experience. In addition to featured headline entertainment this family style event hosts RV and tent camping, food booths, beer & wine gardens, and special displays.",Weddle Bridge Park,The Oregon Jamboree,Sweet Home,7/29/2011,"2010:  Keith Urban, Blake Shelton, Miranda Lambert, Travis Tritt, Neal McCoy, Marty Stewart, The Oak Ridge Boys, The Bellamy Brothers, The Chad Williams Band, and many more!","http://www.festivals.com/gfx//backstage/1/6824/051220080355459856_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6824/051220080352137343_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6824/111620060112502997_ad.jpg",Oregon,7/31/2011,info@oregonjamboree.com
http://www.lacledeslanding.com,314--241-5875,"Located just north of the Gateway Arch in downtown St. Louis, Lacledes Landing is easily accessible by all major in-bound highways. The district has direct access points from Memorial Drive, Washington Avenue and Cole Street and also can be reached via the Arch-Lacledes Landing station stop on the citys lightrail Metrolink system.",http://www.festivals.com/viewevent.aspx?eventid=4rmUILpgUeo%3d,"Every Labor Day weekend, close to 100,000 people make the journey to St. Louis to experience Big Muddy Blues Festival, the region’s biggest Blues-related music event. Located on Laclede’s Landing, just north of the Gateway Arch, the festival’s backdrop is the Big Muddy itself – the river that inspired so many Blues songs and the musicians who wrote them.    Big Muddy Blues Festival showcases over 30 Blues and Blues-related bands, performing throughout the weekend on three outdoor stages. In the recent past, such nationally-known artists as Booker T, Guy Forsyth, Magic Slim and Betty Lavette have taken to the main stage at Laclede’s Landing. At satellite stages on the popular Second Street boulevard, regional and local favorites play raucous sets to intersections crowded with people ranging from the Blues-obsessed to the regular music-lover.    The event runs from Noon to 11 p.m. both Saturday, September 3rd and Sunday, September 4th with a lead up performance on Friday, September 2nd. Laclede’s Landing has multiple parking lots nearby and is also accessible via St. Louis Metrolink light-rail system, at the Arch-Laclede’s Landing station stop. Big Muddy Blues Festival attendees can bring folding chairs but are asked not to bring any coolers or grilling equipment.    For more information and ongoing updates on Big Muddy Blues Festival, please call (314) 241.5875, visit www.lacledeslanding.com, bigmuddybluesfestival.wordpress.com or join the Big Muddy Blues Festival and Laclede’s Landing Facebook groups.",Lacledes Landing,Big Muddy Blues Festival,St. Louis,9/3/2011,TBA  keep checking in to the Big Muddy Blues Festival blog at http://bigmuddybluesfestival.wordpress.com,"http://www.festivals.com/gfx//backstage/1/21485/120220100119296032_thumb.jpg, http://www.festivals.com/gfx//backstage/1/21485/120220100112235305_ad.jpg, http://www.festivals.com/gfx//backstage/1/21485/120220100120192900_thumb.jpg, http://www.festivals.com/gfx//backstage/1/21485/120620101105479924_thumb.jpg, http://www.festivals.com/gfx//backstage/1/21485/120220100114177790_thumb.jpg, http://www.festivals.com/gfx//backstage/1/21485/120220100115225282_thumb.jpg, http://www.festivals.com/gfx//backstage/1/21485/120220100117540263_thumb.jpg",Missouri,9/4/2011,info@lacledeslanding.com
http://www.bluesatthecrossroads.com,812-2380502,,http://www.festivals.com/viewevent.aspx?eventid=gufUh0jiGcM%3d,"Blues at the Crossroads is a one-day live music and arts festival at the Crossroads of America, Seventh St. & Wabash Ave. Events include live music, food, arts, cultural events, etc.","Downtown Terre Haute, Seventh & Wabash, the Crossroads of America",Blues at the Crossroads,Terre Haute,9/9/2011,,,Indiana,9/10/2011,info@bluesatthecrossroads.com
http://www.buschgardens.com/buschgardens/fla/,1-8-88-800-5447,"<b>From the North:</b><br>  Travel SOUTH on I-75 to I-275 SOUTH to the FOWLER AVENUE exit. (Exit # 51, formerly Exit # 34) Turn east (left) onto Fowler Avenue and proceed 2.5 miles to McKinley Drive. Turn south (right) onto McKinley and proceed to the main parking lot entrance.<p>    <b>From the South:</b><br>  Travel NORTH on I-75, past the intersection of I-4, to the FOWLER AVENUE exit #265. (formerly exit #54). This exit is also the exit for the University of South Florida. Bear left on the exit ramp, and it will lead you directly onto Fowler Avenue. Proceed west on Fowler Avenue to McKinley Drive. (McKinley Drive is the first light past the main entrance to the University.) Turn left on McKinley. Proceed south on McKinley to parking and the main entrance to the park.<p>    <b>From St. Petersburg:</b><br>  Travel NORTH on I-275 to the FOWLER AVENUE exit. (Exit # 51, formerly Exit # 34) Turn east (right) onto Fowler Avenue and proceed 2.5 miles to McKinley Drive. Turn south (ri",http://www.festivals.com/viewevent.aspx?eventid=lBU8Z3emIvw%3d,,Busch Gardens,Real Music Concert Series at Busch Gardens,Tampa,1/19/2011,,,Florida,3/26/2011,Honoria.Nadeau@BuschGardens.com
http://stlmardigras.org,(31-4) 771-5110,"1013 Ann   Saint Louis, MO 63104",http://www.festivals.com/viewevent.aspx?eventid=5KAAvp2GAYg%3d,"Twelfth Night is the traditional beginning of Mardi Gras, on January 6, twelve nights after Christmas. Mardi Gras, Inc. and its Board of Directors start the season at the birthplace of Soulard Mardi Gras in St. Louis. The Board of Directors accept petitions from various civic, business and neighborhood leaders requesting them to declare the new Mardi Gras season.    Join us on the front steps of Johnnys to hear the reading of the proclamation. A musical procession will then wind through the neighborhood, ending at the corner of 7th and Soulard, where the Soulard Mardi Gras flag will rise and fireworks will signal the official start of the Mardi Gras season in Soulard.",Various,Soulard Mardi Gras in Saint Louis,Saint Louis,1/6/2011,,"http://www.festivals.com/gfx//backstage/1/12853/090320081226206184_thumb.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081231055835_thumb.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081239590298_thumb.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081238077812_thumb.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081229354909_thumb.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081225082912_thumb.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081223274956_ad.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081235268926_thumb.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081243209022_thumb.jpg, http://www.festivals.com/gfx//backstage/1/12853/090320081218179058_thumb.jpg",Missouri,3/8/2011,marc@mardigrasinc.com
http://www.winter-carnival.com/,651-.223.4700,"Most of this year's Winter Carnival events are happening right in the heart of downtown Saint Paul.  The 2004 Ice Palace will be across from the Xcel Energy Center, between Kellogg and 5th Street.",http://www.festivals.com/viewevent.aspx?eventid=Sp9C911CRQc%3d,"Celebrate the coolest season in Minnesota at the Saint Paul Winter Carnival! With more than 75 events, the Carnival is the oldest and largest festival in the nation and has become a trademark of history, community spirit and togetherness in Saint Paul.<p>    Experience all the winter fun you have ever dreamed of in three weeks! Visit the Ice Palace and skate on the NHL ice rink, see the snow culptures on capital mall, be dazzled by the Ice Sculptures in Rice Park, get a taste of Saint Paul's many neighborhoods at Showcase Saint Paul, and become part of the Legend that is the Saint Paul Winter Carnival. With snow shoeing, skiing, parades and more to keep you cool outside and just as much entertainment to keep you warmed up inside, you will find that the Saint Paul Winter Carnival is your perfect winter break!",Downtown Saint Paul and Como Park,Saint Paul Winter Carnival,St. Paul,1/27/2011,,,Minnesota,2/26/2011,info@winter-carnival.com
http://www.gullahcelebration.com/,843--689-9314,,http://www.festivals.com/viewevent.aspx?eventid=0L%2f3IKibHRM%3d,"This celebration of South Carolina Lowcountry culture and heritage goes back to West African roots. Traditional crafts, customs and the Gullah dialect are still prevalent in the Lowcountry. The festival is highlighted by arts and crafts, music, Lowcountry cuisine and special events. Check out the Black Inventions Museum; enjoy old-time spirituals, Gullah presentations and exhibits and more.",Hilton Head Island,Native Islander Gullah Celebration,Beaufort,2/1/2011,,,South Carolina,2/28/2011,droberts@islc.net
http://www.harrisonfestival.com,604--796-3664,"Highway 1 from Vancouver to Exit 135, follow signs to Harrison Hot Springs",http://www.festivals.com/viewevent.aspx?eventid=ixiExiEv5Dc%3d,"Entering its 33rd year, the Harrison Festival is a celebration of music, dance, theatre and visual arts from around the globe, all set against the spectacular natural beauty of Harrison Hot Springs.  In a setting free of large crowds, line-ups, and high ticket prices, the Festival presents music from all corners of the globe, a large outdoor art and craft market featuring the work of a wide variety of artisans, workshops, a special day of children (of all ages) and much more.",Village of Harrison Hot Springs,Harrison Festival of the Arts,Harrison Hot Springs,7/9/2011,,,British Columbia,7/17/2011,info@harrisonfestival.com
http://www.syracusewinterfest.com,315--6762496-,P.O. Box 578,http://www.festivals.com/viewevent.aspx?eventid=mKeBOLepukM%3d,"The first Winterfest was celebrated in 1985. It was the result of a small group of individuals from the Updowntowners of Syracuse, who committed months of time and energy to celebrate, rather than lament, winter in Syracuse and Onondaga County.",Syracuse aera,Syracuse Winterfest,Syracuse,2/15/2011,,http://www.festivals.com/gfx//backstage/1/8289/113020060713111816_ad.jpg,New York,2/27/2011,wacooper@twcny.rr.com
http://www.oldworld.ws,714--8958020-,7561 Center Ave.,http://www.festivals.com/viewevent.aspx?eventid=ZwVfUqZTE1Y%3d,"Rio’s radiance of dance and music comes to Orange County at the Old World Festival Hall this February 2010. This spectacular show combines vigorous samba, sensual drumbeats and other great sounds. And without doubt the most visible, beautiful, tantalizing and sexy Daniela Brazil and the Samba Dancers will stun, dressed in colorful feathers, sexy outfits and platform shoes.<p>This amazing Brazilian review has been on the cover of the Calendar in the Los Angeles Times, in numerous TV appearances and has traveled all over the world Hong Kong, Japan, Croatia, Brazil and all across the United States.<p>There will be beads, masks, hurricanes, Caiparinas, full bars, sexy shot girls, Cajun and Brazilian food, limbo contests, conga lines, costume contests, Brazil Tickets are limited and cost $15. For further info please visit our Web site http://www.oldworld.ws or http://www.letssamba.com you can call us at 714-667-2848. This event is 21 and older only.",Old World Festival Hall,Mardi Gras and Brazilian Carnival,Huntington Beach,2/19/2011,,,California,2/27/2011,info@oldworld.ws
http://emeraldcoasteents.com,850-5961822,,http://www.festivals.com/viewevent.aspx?eventid=sTkFO1C6LR8%3d,Family Festival,Mardi Gras,Saint Andrews Mardi Gras,Panama City,2/25/2011,,,Florida,2/26/2011,gelynch@bellsouth.net
http://www.mardigrasgalveston.com/,888--425-4753,"23rd Street and Strand  Galveston, TX  77554",http://www.festivals.com/viewevent.aspx?eventid=tKeq%2fSBmxS8%3d,"Don’t miss the revelry at Mardi Gras! Galveston! The island comes alive with 11 extravagant parades, more than 50 galas and festive events, bead throwing, exhibits, live entertainment in local clubs, and the best Gulf Coast cuisine in the world. One of the most popular annual events to take place in Texas, the event is rich with laughter, celebration and people watching. There is something for everyone including a beachfront carnival, shopping, and nightlife featuring everything from Cajun and salsa to jazz and rock and roll. Returning this year – the incredible Philadelphia Mummers who take to the streets in colorful costume to entertain young and old.     Rich in history, Mardi Gras! Galveston celebrates its 100th event since it’s inception in 1867. Make your mark in history – attend Mardi Gras! Galveston 2011! Twelve days of fun and entertainment! Beginning on February 25 and it's not over until the Fat Lady sings! Fat Tuesday, March 8.    More than 250,000 people attend Mardi Gras! Galveston each year to experience the party of a lifetime. Join us for the party of the year. Call now to reserve your accommodations at one of the Island’s quality hotels or inns and plan to have the time of your life! A memorable event on a romantic island! Mardi Gras! Galveston.",Saengerfest Park,Mardi Gras! Galveston,Galveston,2/25/2011,,,Texas,3/8/2011,bkunz@galvestonparkboard.org
http://RedRiverMardiGrasintheMountains.com,800--348-6444,,http://www.festivals.com/viewevent.aspx?eventid=nrUebEEZFNk%3d,"Can’t make it to Louisiana for Mardi Gras? No worries!  Come to Red River, New Mexico and enjoy Mardi Gras in the Mountains!  Voted one of the best events in New Mexico, Mardi Gras in the Mountains brings you a jam packed schedule with over 60 events over the six day festival.  Here is a glimpse of the activities you’ll experience throughout the week of Mardi Gras: the burning of the Wild Tchoupitoula, parades, masquarade balls, awesome Cajun music, and crawfish boils.  An experience like no other, don’t miss out on Mardi Gras in the Mountains!","Throughout Red River, NM",Mardi Gras in the Mountains,Red River,3/3/2011,Featuring Al Berard,,New Mexico,3/8/2011,rebecca@redriverchamber.org
http://www.celebrateart.com,480-.443.7695,On Scottsdale Rd. Just South of the Loop 101 Freeway in big white tents.,http://www.festivals.com/viewevent.aspx?eventid=Ajp2XeA%2bzcA%3d,"Watch Art Develop! It's like visiting 100 artists studios in less than a day. 100 working fine artists, in all styles and mediums, set up working studios. A one acre sculpture court has life sized and monumental sculpture in all styles.",18555 N. Scottsdale Rd.,Celebration of Fine Art,Scottsdale,1/15/2011,"No music, just Fine Art","http://www.festivals.com/gfx//backstage/1/5978/102420051027322500_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051025595625_ad.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051028554531_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051030480468_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051032413906_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051035591875_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051039244062_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051042312187_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051044015312_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5978/102420051046383593_thumb.jpg",Arizona,3/27/2011,info@celebrateart.com
http://www.sculpturekeywest.com,305-2953800,From Miami:  US 1 South to Key West.  Bear right when you reach the island.  Go straight into Old Town Key West.  Turn right on historic Duval St.  Turn left on Southard St. and follow the signs to Fort Zachary Taylor Historic State Park.,http://www.festivals.com/viewevent.aspx?eventid=nXhLH1SWrO4%3d,"Sculpture Key West is an annual exhibition of contemporary outdoor sculpture that takes place every winter at Fort Zachary Taylor Historic State Park in Key West, FL.  The exhibition features cutting edge, site specific sculpture created by more than 60 artists from all over the world.  The park offers a breathtaking vista and includes a civil-war era brick fort surrounded by a moat, a 16 acre field, wooded areas, Key West’s best beaches, the Gulf of Mexico and the Atlantic Ocean.  The sculpture exhibition is unique in that it can be seen by land, sea and air.",Fort Zachary Taylor Historic State park,Sculpture Key West,Key West,1/15/2011,,,Florida,4/15/2011,info@sculpturekeywest.com
http://www.festivalofthewest.com/,602--996-4387,Interstate 10 exit Wild Horse Pass,http://www.festivals.com/viewevent.aspx?eventid=BdDhfRAZSfE%3d,"Get ready for four days of pure family fun in a celebration of the American West. Festival of the West features five stages of western entertainment, 250 merchants, mountain men, movie stars, chuck wagon cook off, cowboy mounted shooting national championship, cowboy poetry and much more.    Performances include a special tribute to the history of Western Film with special guest appearances by a number of contemporary western celebrities and artists. Entertainers include the best in western music and come from around the world.",Rawhide Western Town,Festival of the West,Chandler,3/17/2011,,"http://www.festivals.com/gfx//backstage/1/2072/122320041240080937_thumb.jpg, http://www.festivals.com/gfx//backstage/1/2072/122120040201482968_ad.jpg, http://www.festivals.com/gfx//backstage/1/2072/122120040203061406_thumb.jpg",Arizona,3/20/2011,email@festivalfothewest.com
http://www.victorianfestival.org/2008/index.html,360--3792847-,"From Seattle, take the Bainbridge ferry and follow Hwy 305 to Hwy 3 north.  Follow Hwy 3 to the Hood Canal Bridge and Hwy 104.  Turn west, take the Hood Canal Bridge and follow Hwy 104 to Hwy 19.  Turn north on Hwy 19 and follow it to the junction of Hwy 20.  Continue north on Hwy 20 into Port Townsend.",http://www.festivals.com/viewevent.aspx?eventid=mh7UhFRA25E%3d,"Nestled in the Northeast corner of the Olympic Peninsula at the entrance to Puget Sound is beautiful Port Townsend, our historic Victorian Seaport and Arts Community. Come to the Victorian Festival and plan to stay a few days, partaking of the Festival fun and the limitless opportunities for exploration of historic sites and natural wonders all over the Peninsula. <br> The city enjoys a unique place on the National Historic Register. One of only three such ports on the entire coastline of the United States, Port Townsend is known for its Victorian era architecture, breathtaking bayside harbor location and a wide variety of outdoor activities. Both marine and forest environments await. <br> The mission of the Jefferson County Historical Society (JCHS) is To actively discover, collect, preserve, and promote the heritage of Jefferson County in the State of Washington.",Port Townsend,Victorian Heritage Days,Port Townsend,3/18/2011,,"http://www.festivals.com/gfx//backstage/1/8640/011620081103317217_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8640/011620081104116277_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8640/011620081102424252_ad.jpg",Washington,3/20/2011,vic.soc.nw@gmail.com
http://www.towardseden.com,604- 677 4885,"http://maps.google.ca/maps?um=1&ie=UTF-8&q=Fraser+Valley+A,+British+Columbia+(Sandy+Pines+Campground)&fb=1&gl=ca&hq=(Sandy+Pines+Campground)&hnear=Fraser+Valley+A,+BC&cid=0,0,5119121259006187136&ei=Z_oXTdjMAZK-sAOxxK2EDw&sa=X&oi=local_result&ct=image&resnum=1&ved=0CBkQnwIwAAl",http://www.festivals.com/viewevent.aspx?eventid=tcATT1nNuk0%3d,"Towards Eden is a progressive movement in the global music festival scene. This visionary collective has a mandate to create a true connection with the four natural elements in the most sustainable way possible. This annual three day music celebration will be powered by the energy of the wind, the solar rays of the sun, food from the soil, and water from natural streams. The Towards Eden team will strive for zero carbon footprint through an innovative and groundbreaking project that will leave music lovers, environmentalists, and industry professionals in a state of pure bliss.",Sandy Pines Campground,Towards Eden Festival,Boston Bar,7/22/2011,http://www.towardseden.com/schedule,,British Columbia,7/24/2011,info@towardseden.com
http://www.festivalonthetherside.org,+44-7912654543,,http://www.festivals.com/viewevent.aspx?eventid=WsJOH0276g4%3d,,"Skadar Lake, Dodosi, Montenegro",Festival On The Other Side,Dodosi,8/2/2011,,"http://www.festivals.com/gfx//backstage/1/20934/090720100304238925_thumb.jpg, http://www.festivals.com/gfx//backstage/1/20934/090720100303134099_thumb.jpg, http://www.festivals.com/gfx//backstage/1/20934/090720100302174582_thumb.jpg, http://www.festivals.com/gfx//backstage/1/20934/090720100258580415_ad.jpg, http://www.festivals.com/gfx//backstage/1/20934/090720100301152880_thumb.jpg, http://www.festivals.com/gfx//backstage/1/20934/090720100300185550_thumb.jpg, http://www.festivals.com/gfx//backstage/1/20934/090720100306326861_thumb.jpg, http://www.festivals.com/gfx//backstage/1/20934/090720100306066399_thumb.jpg",Serbia and Montenegro,8/7/2011,londonkrug@yahoo.co.uk
,325-.374.8588,"Downtown San Angelo, Texas in 200 Block of South Oakes Street between East Concho and East Twohig Street",http://www.festivals.com/viewevent.aspx?eventid=Y046sz3Y1b4%3d,"Blues band competition, Car and Motorcycle show, Blessing of the Bikes, Cook-Offs, Artists and Street Vendors.",Downtown South Oakes Street,SimplyTexasBluesFestival,San Angelo,5/7/2011,"Up to 20 competing bands for the sponsorship to the Internatiional Blues Challenge in Memphis, TN.  Contest Winner and Headliner concert in evening",,Texas,5/7/2011,simplytexasblues@gmail.com
http://jazzinthegardens.com,1-8-77-640-JAZZ,"From the Florida Turnpike, Exit on 199th Street/Dolphin Stadium Exit.",http://www.festivals.com/viewevent.aspx?eventid=FNXfNfLbqJA%3d,"“Jazz in the Gardens” owes its success to a simple formula: a star-studded line-up, great food, extraordinarily affordable ticket prices and amazing weather. For the past five years the festival has enjoyed unprecedented growth, consistently delivering stunning increases in attendance. The 2010 festival garnered a heaping 45,000 guests, attracting both locals and thousands of out-of-towners to the beautiful City of Miami Gardens",SunLife Stadium,Jazz in the Gardens,Miami Gardens,3/19/2011,"Saturday, March 19, 2011, “Jazz in the Gardens” attendees will be treated to electrifying performances by Ms. Lauryn Hill, Charlie Wilson, Al Jarreau, Jazmine Sullivan and Brown/Gill/Tresvant aka “Heads of State”.  Sunday, March 20, 2011 line up will feature R&B legends Gladys Knight, EnVogue, El DeBarge, Lalah Hathaway and Branford Marsalis performing their classic hits. Joining the star-studded cast, and adding his unique and internationally renowned mixing skills, is Miami’s own bright star, D.J. Irie, the official DJ for The Miami Heat and now “Jazz in the Gardens”.","http://www.festivals.com/gfx//backstage/1/8413/010520110754229288_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8413/010520110801532980_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8413/010520110751522276_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8413/010520110750483065_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8413/010520110749559010_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8413/121920090245093252_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8413/010520110800507676_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8413/121920090234233965_thumb.jpg, http://www.festivals.com/gfx//backstage/1/8413/010520110751273998_ad.jpg",Florida,3/20/2011,suzan@circleofonemarketing.com
http://www.bikersforbikersfoundation.com,910--583-3067,"1439 Henderson Tanyard Road, Pittsboro, NC 27312. Take old 15-501 through Pittsboro. Map Quest.",http://www.festivals.com/viewevent.aspx?eventid=I3LpexaTh1g%3d,"3 Days of camping, battle of the bands, motorcycle show, motorcycle games, art, vendors, food, gate prizes, contests. All profits go to the nonprofit charity to assist injured/sick bikers & needy children.",Motorcycle Rally for Charity,1st Annual Spring Rally at Shakori Hills,Pittsboro,5/13/2011,Battle of the Bands Competition,,North Carolina,5/15/2011,roadkill28371@bikersforbikersfoundation.com
