longitude,eventPhoneNumber,state,image,street,city,price,description,venue,latitude,moreInfoLink,zipCode,title,website
,,,,,,,"<p>For play descriptions, visit www.muccc.org/events/?p=1388. For breaking Rochester music news, concert announcements and to see what  the editors are up to, follow us on Twitter:  @RocMetromix; Facebook:  www.facebook.com/Metromix.Rochester.</p><br>",,,http://rochester.metromix.com/events/theater_event/the-zoo-story-plus/2149368/content,,The Zoo Story plus Miss Mary Dugan,
-87.6014,773-753-4472,,,5535 S. Ellis Ave.,Chicago,$40-$60; $30-$40 previews through Sept. 24,"<p>Shakespeare's comedy about two sets of men who search for their lost identical twins. The Hypocrites' artistic director Sean Graney directs.</p>  <p>Oct. 7: ""The Comedy of Errors"" is the featured show for Theater Thursdays. Tickets cost $40 and include a 6:30 p.m. appetizer reception and a post-show behind-the-scenes discussion with the cast and artistic team.</p><br>",Court Theatre,41.7943,http://chicago.metromix.com/theater/theater_event/the-comedy-of-errors-hyde-park-university-of/1895688/content,,The Comedy of Errors,http://chicago.metromix.com/theater/theater/court-theatre-hyde-park-university-of/134712/content
,,,,,Rochester,$55 and $65,<br>,,,http://rochester.metromix.com/theater/theater_event/madeas-big-happy-family-rochester/2151267/content,,Madea's Big Happy Family,
-87.7587,847-242-6000,,,325 Tudor Ct.,Glencoe,$45-$70,"<p>Performed as a chamber musical, this romantic musical comedy follows the romantic misadventures of two squabbling clerks in a European perfume shop who accidentally answer each others' personals ads.</p><br>",Writers' Theatre,42.1352,http://chicago.metromix.com/theater/theater_event/she-loves-me-chicago/1917292/content,,She Loves Me,http://chicago.metromix.com/theater/theater/writers-theatre-glencoe/144671/content
-87.6014,773-753-4472,,,5535 S. Ellis Ave.,Chicago,$10-$60,<p>Edward Albee's Pulitzer Prize-winning drama explores the arc of life through three generations of women.</p><br>,Court Theatre,41.7943,http://chicago.metromix.com/theater/theater_event/three-tall-women-hyde-park-university-of/1932747/content,,Three Tall Women,http://chicago.metromix.com/theater/theater/court-theatre-hyde-park-university-of/134712/content
-87.6555,312-633-0630,,,1105 W. Chicago Ave.,Chicago,$32; $15 on Thursdays,"<p>The world premiere of a dramedy set in 1978 Skokie, Illinois, in which a Jewish couple's dinner is disrupted by both a neo-Nazi march and their daughter's arrival with an unexpected, non-Jewish fiance.</p><br>",Chicago Dramatists,41.8963,http://chicago.metromix.com/theater/theater_event/the-invasion-of-skokie-river-west/1933203/content,,The Invasion of Skokie,http://chicago.metromix.com/theater/theater/chicago-dramatists-river-west/134969/content
-87.6597,773-561-4665,,,4830 N. Broadway,Chicago,$15,"<p>A musical comedy in which an all-female cast portrays the story of a bumbling businessman and his daughter, who arrive in New England in 1692 at the start of the witchcraft trials. This fundraiser show includes a raffle and a performance by improv troupe Bassprov.</p><br>",The Annoyance Theatre,41.9698,http://chicago.metromix.com/theater/theater_event/salem-the-musical/1967799/content,,Salem! The Musical,http://chicago.metromix.com/theater/theater/the-annoyance-theatre-uptown/146606/content
-87.6526,773-327-7077,,,4139 N. Broadway,Chicago,$30; $25 for students,"<p>A new version of a blues musical by Grammy Award-winner and author Terry Abrahamson (""In the Belly of the Blues"") explores 1960s social change through the eyes of an African-American barber in Chicago.</p><br>",National Pastime Theater,41.9578,http://chicago.metromix.com/theater/theater_event/doo-listers-blues-uptown/1999140/content,,Doo Lister's Blues,http://chicago.metromix.com/theater/theater/national-pastime-theater-uptown/135303/content
-87.6347,312-943-8722,,,1531 N. Wells St.,Chicago,$25-$30; $15 previews through Sept. 12,<p>The Midwest premiere of Seattle playwright Paul Mullin's drama--based on true events--explores the experiences of a Los Alamos bomb builder who becomes a walking dead man for nine days after a radiation accident.</p><br>,A Red Orchid Theatre,41.9097,http://chicago.metromix.com/theater/theater_event/louis-slotin-sonata/2013435/content,,Louis Slotin Sonata,http://chicago.metromix.com/theater/theater/a-red-orchid-theatre-old-town/135006/content
-87.6347,312-943-8722,,,1531 N. Wells St.,Chicago,$25-$30; $15 previews through Nov. 13,"<p>The world premiere adaptation of Homer's epic about the Trojan War by Craig Wright (HBO's ""Six Feet Under""), commissioned for an all-female cast, features swordplay, gender politics and music.</p><br>",A Red Orchid Theatre,41.9097,http://chicago.metromix.com/theater/theater_event/the-iliad-old-town/2013515/content,,The Iliad,http://chicago.metromix.com/theater/theater/a-red-orchid-theatre-old-town/135006/content
-87.6347,312-943-8722,,,1531 N. Wells St.,Chicago,$30; $25 for students,<p>The Midwest premiere of Irish playwright Enda Walsh's drama of three sisters whose recollections about their halcyon days in a dance parlor lead to humorous and painful consequences.</p><br>,A Red Orchid Theatre,41.9097,http://chicago.metromix.com/theater/theater_event/the-new-electric-ballroom-old-town/2013555/content,,The New Electric Ballroom,http://chicago.metromix.com/theater/theater/a-red-orchid-theatre-old-town/135006/content
-87.6496,773-244-2980,,,3809 N. Broadway,Chicago,Free,"<p>In this drama by Spanish playwright-poet Federico Garcia Lorca, a young bride makes a choice which leads to terrible consequences.</p><br>",Oracle Theatre,41.9513,http://chicago.metromix.com/theater/theater_event/blood-wedding-chicago/2022356/content,,Blood Wedding,http://chicago.metromix.com/theater/theater/oracle-theatre-chicago/146096/content
-87.6496,773-244-2980,,,3809 N. Broadway,Chicago,Free,"<p>Euripides' classic tragedy about the god of wine who punishes those who don't worship him is presented as a devised piece incorporating poetry, gender-bending slapstick, a chorus and more, inspired by multiple translations.</p><br>",Oracle Theatre,41.9513,http://chicago.metromix.com/theater/theater_event/bacchae-chicago/2022357/content,,Bacchae,http://chicago.metromix.com/theater/theater/oracle-theatre-chicago/146096/content
-87.6496,773-244-2980,,,3809 N. Broadway,Chicago,Free,<p>The drama by 19th Century German playwright Georg Buchner about a soldier who murders his wife in a fit of rage.</p><br>,Oracle Theatre,41.9513,http://chicago.metromix.com/theater/theater_event/woyzeck-chicago/2022358/content,,Woyzeck,http://chicago.metromix.com/theater/theater/oracle-theatre-chicago/146096/content
-87.6841,773-904-0391,,,4754 N. Leavitt St.,Chicago,$20; $12 for students;  pay-what-you-wish on Thursdays; $8 previews through Aug. 22,<p>An all-female cast performs a world premiere drama inspired by Sophocles' plays in which the sole surviving child of Oedipus and Jocasta attempts to break the curse that devastated her family and threatens to destroy Thebes. Expect stage combat.</p><br>,Lincoln Square Theatre,41.9681,http://chicago.metromix.com/theater/theater_event/the-last-daughter-of-lincoln-square/2023866/content,,The Last Daughter of Oedipus,http://chicago.metromix.com/theater/musical/lincoln-square-theatre-lincoln-square/146317/content
-87.6695,773-275-5255,,,5153 N. Ashland Ave.,Chicago,$15; $10 for students; pay-what-you-can on Thursdays and for previews through Feb. 4,"<p>The New York branch of The Neo-Futurists performs its original tale of the space-traveling canine, which features music, dance, puppetry, scientific concepts, Russian fairy tale elements and a themed pre-show, live-performance installation .</p><br>",,41.9755,http://chicago.metromix.com/theater/theater_event/laika-dog-in-space-ravenswood/2026585/content,,Laika Dog In Space,http://chicago.metromix.com/theater/theater/the-neo-futurarium-ravenswood/134045/content
-87.6695,773-275-5255,,,5153 N. Ashland Ave.,Chicago,$15; $10 for students; pay-what-you-can on Thursdays and for previews through April 29,<p>Ensemble member and slam poet Mary Fons performs her show about a delusional cabaret performer who believes that she is the daughter of screen legend Minnelli.</p><br>,,41.9755,http://chicago.metromix.com/theater/theater_event/performing-tonight-liza-minnellis-ravenswood/2026588/content,,Performing Tonight! Liza Minnelli's Daughter,http://chicago.metromix.com/theater/theater/the-neo-futurarium-ravenswood/134045/content
-87.7467,847-673-6300,,,9501 Skokie Blvd,Skokie,$45-$55; $35-$50 previews through Sept. 24,<p>A musical adaptation of the novel by Jean Webster about an orphan whose life changes in more ways than she expects when a mysterious benefactor sponsors her college education.</p><br>,Northlight Theatre,42.0534,http://chicago.metromix.com/theater/theater_event/daddy-long-legs-chicago/2041199/content,,Daddy Long Legs,http://chicago.metromix.com/theater/theater/northlight-theatre-skokie/135421/content
-87.7467,847-673-6300,,,9501 Skokie Blvd,Skokie,$35-$55,"<p>Goodman Theatre artistic associate Henry Godinez directs this musical drama by Pulitzer Prize-winner Paula Vogel (""How I Learned to Drive"") about a fugitive slave who searches for her daughter on Christmas Eve, 1864 in Washington D.C. as the Lincoln family prepares for the holidays.</p><br>",Northlight Theatre,42.0534,http://chicago.metromix.com/theater/theater_event/a-civil-war-christmas-chicago/2041204/content,,A Civil War Christmas: An American Musical Celebration,http://chicago.metromix.com/theater/theater/northlight-theatre-skokie/135421/content
-87.7467,847-673-6300,,,9501 Skokie Blvd,Skokie,$30-$45,"<p>In the aftermath of the Liberian Civil War, several ""wives"" of a rebel officer struggle to rebuild a community. But the balance is upset when another wife-turned-rebel-soldier returns with two strangers.</p><br>",Northlight Theatre,42.0534,http://chicago.metromix.com/theater/theater_event/eclipsed-chicago/2041207/content,,Eclipsed,http://chicago.metromix.com/theater/theater/northlight-theatre-skokie/135421/content
-87.7467,847-673-6300,,,9501 Skokie Blvd,Skokie,TBA,<p>An adaptation of Jane Austen's classic novel of the same title about two very different sisters who encounter surprises on their paths to true love.</p><br>,Northlight Theatre,42.0534,http://chicago.metromix.com/theater/theater_event/sense-and-sensibility-chicago/2041219/content,,Sense and Sensibility,http://chicago.metromix.com/theater/theater/northlight-theatre-skokie/135421/content
-87.7467,847-673-6300,,,9501 Skokie Blvd,Skokie,TBA,<p>A world premiere drama by Philadelphia playwright Bruce Graham in which a husband's unorthodox plan to secure his family's future goes awry when his wife and son reveal plans of their own.</p><br>,Northlight Theatre,42.0534,http://chicago.metromix.com/theater/theater_event/the-outgoing-tide-chicago/2041220/content,,The Outgoing Tide,http://chicago.metromix.com/theater/theater/northlight-theatre-skokie/135421/content
-87.67,773-338-2177,,,6157 N. Clark St.,Chicago,$30; $25 for students; $20 previews through Oct. 16; $40 for Oct. 17 performance,"<p>In Tennessee Williams' classic drama, tensions mount when secrets come to light during a dying Southern patriarch's birthday celebration.</p><br>",Raven Theatre,41.9937,http://chicago.metromix.com/theater/theater_event/cat-on-a-hot-chicago/2045466/content,,Cat on a Hot Tin Roof,http://chicago.metromix.com/theater/theater/raven-theatre-chicago/136139/content
-87.67,773-338-2177,,,6157 N. Clark St.,Chicago,$30; $25 for students; $20 previews through Feb. 26; $40 for Feb. 27 performance,"<p>Pulitzer Prize-winner August Wilson's final drama in his 10-play cycle about the African-American experience, in which an Ivy League entrepreneur must examine his values when his plans to develop a blighted urban area into a commercial complex are met with resistance.</p><br>",Raven Theatre,41.9937,http://chicago.metromix.com/theater/theater_event/radio-golf-chicago/2045471/content,,Radio Golf,http://chicago.metromix.com/theater/theater/raven-theatre-chicago/136139/content
-87.67,773-338-2177,,,6157 N. Clark St.,Chicago,$30; $25 for students; $20 previews through Feb. 26; $40 for Feb. 27 performance,"<p>Pulitzer Prize-winner August Wilson's final drama in his 10-play cycle about the African-American experience, in which an Ivy League entrepreneur must examine his values when his plans to develop a blighted urban area into a commercial complex are met with resistance.</p><br>",Raven Theatre,41.9937,http://chicago.metromix.com/theater/theater_event/radio-golf-chicago/2045538/content,,Radio Golf,http://chicago.metromix.com/theater/theater/raven-theatre-chicago/136139/content
-87.67,773-338-2177,,,6157 N. Clark St.,Chicago,$30; $25 for students; $20 previews through June 4; $40 for June 5 performance,"<p>In Chekhov's classic dark comedy, an aristocratic family travels to their beloved orchard estate in a desperate attempt to save it from foreclosure.</p><br>",Raven Theatre,41.9937,http://chicago.metromix.com/theater/theater_event/the-cherry-orchard-chicago/2045555/content,,The Cherry Orchard,http://chicago.metromix.com/theater/theater/raven-theatre-chicago/136139/content
-87.6255,312-742-8497,,,66 E. Randolph St.,Chicago,$20; $15 for students,"<p>A world premiere tale of the teenage Mary Shelley, who--on a dark and stormy night at poet Lord Byron's home--accepts a dare to write the horror story that becomes ""Frankenstein.""</p><br>",Chicago DCA Storefront Theater,41.8845,http://chicago.metromix.com/theater/theater_event/hideous-progeny-loop/2045588/content,,Hideous Progeny,http://chicago.metromix.com/theater/theater/chicago-dca-storefront-theater-loop/142954/content
-87.6255,312-742-8497,,,66 E. Randolph St.,Chicago,$25; $10 previews through Oct. 6,"<p>A comedy inspired by George Orwell's dark satire, ""1984,"" which explores the history of Chicago's sports teams--including the 1985 Bears--in conjunction with its politics.</p>  <p>Oct. 14: Admission includes a post-show discussion.</p><br>",Chicago DCA Storefront Theater,41.8845,http://chicago.metromix.com/theater/theater_event/1985-loop/2045589/content,,1985,http://chicago.metromix.com/theater/theater/chicago-dca-storefront-theater-loop/142954/content
-87.6255,312-742-8497,,,66 E. Randolph St.,Chicago,$25; $15 for students; $15 previews through Nov. 17,"<p>An existential, musical take on Carroll's poem ""The Hunting of the Snark"" also explores Carroll's creative process.</p>  <p>Dec. 2: Admission includes a post-show discussion.</p><br>",Chicago DCA Storefront Theater,41.8845,http://chicago.metromix.com/theater/theater_event/boojum-nonsense-truth-and-loop/2045635/content,,"Boojum! Nonsense, Truth and Lewis Carroll",http://chicago.metromix.com/theater/theater/chicago-dca-storefront-theater-loop/142954/content
-87.6483,312-335-1650,,,1650 N. Halsted St.,Chicago,$20; $15 for students,"<p>Hallie Gordon directs Harper Lee's classic tale of race and justice set in Alabama during the Great Depression, in celebration of the story's 50th anniversary.</p>  <p>Note: Student groups may attend special matinees at 10 a.m. Tuesdays-Fridays from Oct. 12-Nov. 12.</p><br>",Steppenwolf Theatre Company,41.9119,http://chicago.metromix.com/theater/theater_event/to-kill-a-mockingbird-sheffield-de-paul/2095755/content,,To Kill a Mockingbird,http://chicago.metromix.com/theater/theater/steppenwolf-theatre-company-sheffield-de-paul/133407/content
-87.6597,773-561-4665,,,4830 N. Broadway,Chicago,$10; $8 previews through Aug. 14,"<p>A humorous, full-length puppet show developed through Annoyance's Triple Feature series follows a man's physical and emotional journey of self discovery, aided by wandering minstrels.</p><br>",The Annoyance Theatre,41.9698,http://chicago.metromix.com/theater/theater_event/frenz-finds-it-uptown/2104615/content,,Frenz Finds It!,http://chicago.metromix.com/theater/theater/the-annoyance-theatre-uptown/146606/content
-87.6695,773-384-0494,,,1655 W. Cortland Ave.,Chicago,$15; $10 for students,"<p>In this world premiere drama, set in Belarus, by ensemble member Dustin Spence, a single event upsets the balance in the lives of four interconnected characters.</p>  <p>Sept. 23: ""The Sound of a Yellow Flower"" is the featured show for Theater Thursdays. Tickets cost $25 and include a 7 p.m. pre-show cocktail reception and a post-show appetizer reception and discussion with the playwright, cast and artistic team.</p><br>",Trap Door Theatre,41.9161,http://chicago.metromix.com/theater/theater_event/the-sound-of-a-bucktown-wicker-park/2109665/content,,The Sound of a Yellow Flower,http://chicago.metromix.com/theater/theater/trap-door-theatre-bucktown-wicker-park/136772/content
-87.7438,866-811-4111,,,4626 N. Knox Ave.,Chicago,$22-$26; $10 previews through Aug. 27,"<p>In this Olivier Award-winning drama by Conor McPherson, regulars at a rural Irish pub attempt to impress an enigmatic Dublin woman with ghost stories but find her supernatural tale to be the most unsettling.</p><br>",Irish American Heritage Center,41.9648,http://chicago.metromix.com/theater/theater_event/the-weir-irving-park-avondale/2109697/content,,The Weir,http://chicago.metromix.com/arts-culture/school_educational_facility/irish-american-heritage-center-irving-park-avondale/136378/content
-87.67,773-338-2177,,,6157 N. Clark St.,Chicago,$18-$22; $15 previews through Oct. 9,"<p>In its inaugural production, Black Elephant Theatre stages this drama by Moises Kaufman (""The Laramie Project"") about the gay Victorian-era author and the scandals surrounding his sex life, based on news accounts, biographies, interviews with scholars and more.</p><br>",Raven Theatre,41.9937,http://chicago.metromix.com/theater/theater_event/gross-indecency-the-three-chicago/2109841/content,,Gross Indecency: The Three Trials of Oscar Wilde,http://chicago.metromix.com/theater/theater/raven-theatre-chicago/136139/content
-87.6492,773-871-3000,,,2433 N. Lincoln Ave.,Chicago,$20-$50; $20-$40 previews through Oct. 10,"<p>A pair of one-act dramas by Pulitzer Prize-winner Edward Albee includes his classic ""A Zoo Story"" and a new prequel, ""Homelife."" Both explore the experiences of three New Yorkers whose lives are changed when secrets are revealed.</p><br>",Victory Gardens Biograph Theater,41.9258,http://chicago.metromix.com/theater/theater_event/at-home-at-the-sheffield-de-paul/2109947/content,,At Home at the Zoo,http://chicago.metromix.com/theater/theater/victory-gardens-biograph-theater-sheffield-de-paul/143514/content
-87.6302,312-857-1234,,,77 W. Washington St.,Chicago,$20-$34,"<p>In this drama by Lebanese-French-Canadian playwright Wajdi Mouawad, a Canadian brother and sister visit their late mother's war-torn homeland in search of the father and brother they've just discovered they have.</p><br>",The Chicago Temple,41.8832,http://chicago.metromix.com/theater/theater_event/scorched-loop/2121261/content,,Scorched,http://chicago.metromix.com/theater/venue/the-chicago-temple-loop/267290/content
-87.6483,312-988-9000,,,1641 N. Halsted St.,Chicago,$25,"<p>A solo work performed by artistic director Melissa Hawkins, based on true events, about a Romanian woman--the mother of Transylvanian playwright Andras Visky--separated from her husband after WWII, imprisoned with her children and sentenced to death for crimes against the government.</p><br>",Royal George Theatre Center,41.9117,http://chicago.metromix.com/theater/theater_event/juliet-a-dialogue-about-sheffield-de-paul/2124018/content,,Juliet: A Dialogue About Love,http://chicago.metromix.com/theater/theater/royal-george-theatre-center-sheffield-de-paul/133132/content
-87.6527,773-549-1815,,,4147 N. Broadway,Chicago,$30-$35; $25-$30 for students; $15 previews through Aug. 31,"<p>The Midwest premiere of Deirdre O'Connor's drama about a thirty-something man who takes his newly single friend to a club to meet women. When they encounter two high school sophomores posing as college coeds, however, their youthful endeavors take a turn.</p><br>",Profiles Theatre,41.9579,http://chicago.metromix.com/events/theater_event/jailbait-uptown/2131317/content,,Jailbait,http://chicago.metromix.com/theater/theater/profiles-theatre-uptown/135522/content
-87.6483,312-988-9000,,,1641 N. Halsted St.,Chicago,$25,"<p>In Chicago native David Auburn's Pulitzer Prize-winning drama, a woman who dropped out of college to care for her ailing mathematician father claims to have discovered a brilliant new formula after his death. But her estranged sister and her father's former grad student suspect she has inherited her father's madness, not his genius.</p><br>",Royal George Theatre Center,41.9117,http://chicago.metromix.com/theater/theater_event/proof-sheffield-de-paul/2132728/content,,Proof,http://chicago.metromix.com/theater/theater/royal-george-theatre-center-sheffield-de-paul/133132/content
-88.074,630-968-0074,,,4100 Illinois Route 53,Lisle,$13-$19 includes Morton Arboretum admission,<p>The audience hikes to various locations between scenes at this outdoor performance of an adaptation of Robert Louis Stevenson's classic suspense tale about a scientist who creates an evil alter-ego. BYO blanket or camp chair.</p>  <p>&nbsp;</p><br>,Morton Arboretum,41.8134,http://chicago.metromix.com/theater/theater_event/dr-jekyll-and-mr-chicago/2132781/content,,Dr. Jekyll and Mr. Hyde,http://chicago.metromix.com/museums/recreation_facilities/morton-arboretum-lisle/134957/content
-88.2533,630-584-6342,,,4051 E. Main St.,St. Charles,$29-$39. Overnight and meal packages available,"<p>In Michael Hollinger's Barrymore Award-winning romantic comedy whodunit, set in the '50s, a Russian spy attempts to gain American Cold War secrets. But the plans go awry when he starts an affair and a female American agent--who is in love with her colleague--picks up his trail.</p>  <p>Sept. 9: ""Red Herring"" is the featured show for Theater Thursdays. Tickets cost $15 and include a pre-show appetizer and cocktail reception at Jambalaya.</p><br>",The Noble Fool Theater at Pheasant Run Resort &amp; Spa,41.9213,http://chicago.metromix.com/theater/theater_event/red-herring-chicago/2133064/content,,Red Herring,http://chicago.metromix.com/theater/theater/the-noble-fool-theater-st-charles/135472/content
-87.6836,847-866-8049,,,927 Noyes St.,Evanston,$25; $15 previews through Oct. 17,"<p>Sarah Ruhl (""Late: A Cowboy Song,"" ""The Clean House"") adapts Anton Chekhov's 1900 drama about refined and cultured siblings who attempt to escape their dreary provincial existence for the urban glamor of Moscow.</p><br>",Piven Theatre Workshop,42.0584,http://chicago.metromix.com/theater/theater_event/three-sisters-chicago/2134339/content,,Three Sisters,http://chicago.metromix.com/theater/theater/piven-theatre-workshop-evanston/411412/content
-87.6527,773-549-1815,,,4147 N. Broadway,Chicago,$30-$35; $25-$30 for students,"<p>In this world premiere drama by Will Kern (""Hellcab""), a young single mom with dreams of ""American Idol"" stardom enlists the aid of her ex-con brother to get rid of a psychotic ex-boyfriend. But her brother wants custody of her baby girl as payment for his help.</p><br>",Profiles Theatre,41.9579,http://chicago.metromix.com/events/theater_event/kid-sister-uptown/2134379/content,,Kid Sister,http://chicago.metromix.com/theater/theater/profiles-theatre-uptown/135522/content
-87.6527,773-549-1815,,,4147 N. Broadway,Chicago,$30-$35; $25-$30 for students,"<p>The Midwest premiere of a drama by Neil LaBute (""The Mercy Seat"") about the lives of four friends, which begin to crumble under the weight of deceit, infidelity and betrayed trust after one makes an offhand remark about his girlfriend's lack of beauty.</p>  <p>Jan. 8: Attend ""An Evening with Neil LaBute: Live and In-Person""</p><br>",Profiles Theatre,41.9579,http://chicago.metromix.com/events/theater_event/reasons-to-be-pretty-uptown/2134391/content,,Reasons to Be Pretty,http://chicago.metromix.com/theater/theater/profiles-theatre-uptown/135522/content
-87.6527,773-549-1815,,,4147 N. Broadway,Chicago,$30-$35; $25-$30 for students,"<p>The Midwest premiere of a dramedy by Michael Weller (""Moonchildren"") in which a couple's marriage faces its breaking point when they spend their first evening alone together in nine years while their son attends a sleepover.</p><br>",Profiles Theatre,41.9579,http://chicago.metromix.com/events/theater_event/fifty-words-uptown/2134400/content,,Fifty Words,http://chicago.metromix.com/theater/theater/profiles-theatre-uptown/135522/content
-87.6671,773-728-3361,,,1439 W. Jarvis Ave.,Chicago,$20; $15 for students on Thursdays and Sundays; $30 for Oct. 9 performance; pay-what-you-can preview Oct. 6,"<p>A modern adaptation of the classic Greek tragedy, ""Antigone,"" follows the humorous and dramatic struggles of a contemporary political family.</p>  <p>Related events:</p>  <p>Oct. 10: Celebrate Columbus Day early with a performance which recognizes the production's theme of ""Ancient Theatre in the New World."" Tickets cost $15 at the door.</p>  <p>Oct. 31: Arrive dressed in a Halloween costume and get a $15 ticket.</p><br>",The Side Project Theatre,42.0159,http://chicago.metromix.com/theater/theater_event/too-much-memory-rogers-park/2135609/content,,Too Much Memory,http://chicago.metromix.com/theater/theater/the-side-project-theatre-rogers-park/143788/content
-87.6586,866-811-4111,,,1115 W. Berwyn Ave.,Chicago,$20-$22,<p>The Chicago premiere of a dark comedy in which a teenage girl grieving the loss of her mother turns to Helen of Troy as a role model and begins to use beauty products and sex as a way to attract the love she lacks.</p><br>,Steep Theatre,41.9781,http://chicago.metromix.com/theater/theater_event/a-brief-history-of-edgewater/2135624/content,,A Brief History of Helen of Troy,http://chicago.metromix.com/theater/musical/steep-theatre-edgewater/144565/content
-87.6664,773-989-7352,,,1543 W. Division St.,Chicago,$28; $14 for students; $0.14-$14 previews through Oct. 23,"<p>An adaptation of Franz Kafka's novel, ""The Trial,"" in which a man's life becomes a nightmare after he arrested but cannot defend himself because no one explains which rules he has broken.</p>  <p>Oct. 21-23: To celebrate The Hypocrites' 14th anniversary, a block of fourteen-cent tickets are available for each preview performance.</p><br>",Chopin Theatre,41.9034,http://chicago.metromix.com/theater/theater_event/k-west-town/2137158/content,,K.,http://chicago.metromix.com/theater/theater/chopin-theatre-west-town/135760/content
-87.6664,773-989-7352,,,1543 W. Division St.,Chicago,$28; $14 for students; $0.14-$14 previews through Dec. 12,"<p>In the classic operetta by Gilbert and Sullivan, a nurse's fluke causes a young gentleman to be apprenticed to a band of pirates. Trouble ensues when he falls in love with a general's daughter.</p>  <p>Dec. 9-12: To celebrate The Hypocrites' 14th anniversary, a block of fourteen-cent tickets are available for each preview performance.</p><br>",Chopin Theatre,41.9034,http://chicago.metromix.com/theater/theater_event/pirates-of-penzance-west-town/2137185/content,,Pirates of Penzance,http://chicago.metromix.com/theater/theater/chopin-theatre-west-town/135760/content
-87.6817,312-409-6435,,,4210 N. Lincoln Ave.,Chicago,$7-$15,"<p>In this comic book parody, a group of unlikely superheroes must foil a plot against a powerful villainess. BYOB.</p><br>",The Cornservatory,41.9583,http://chicago.metromix.com/theater/theater_event/nefarious-north-center/2137234/content,,Nefarious,http://chicago.metromix.com/theater/theater/the-cornservatory-north-center/143347/content
-87.6817,312-409-6435,,,4210 N. Lincoln Ave.,Chicago,$7-$15,<p>A musical parody of the 2006 documentary about a charismatic church camp for kids. BYOB.</p><br>,The Cornservatory,41.9583,http://chicago.metromix.com/theater/theater_event/jesus-camp-the-musical-north-center/2137252/content,,Jesus Camp--The Musical,http://chicago.metromix.com/theater/theater/the-cornservatory-north-center/143347/content
-87.6817,312-409-6435,,,4210 N. Lincoln Ave.,Chicago,$10; $5 for kids under 12,"<p>Help a young girl and her brother solve the mysteries of a gold-hunting ghost, midnight digging and a crazy bug girl at band camp.</p><br>",The Cornservatory,41.9583,http://chicago.metromix.com/theater/theater_event/rachel-corn-and-the-north-center/2137280/content,,Rachel Corn and the Mystery of Cabin 13,http://chicago.metromix.com/theater/theater/the-cornservatory-north-center/143347/content
-87.6817,312-409-6435,,,4210 N. Lincoln Ave.,Chicago,$10; $5 for kids under 12,"<p>A family encounters evil villains, techno gadgets and a confusing TV world when they attend a world-famous convention.</p><br>",The Cornservatory,41.9583,http://chicago.metromix.com/theater/theater_event/the-jensens-and-the-north-center/2137283/content,,The Jensens and the Bensen Invention Convention,http://chicago.metromix.com/theater/theater/the-cornservatory-north-center/143347/content
-87.6492,773-871-3000,,,2433 N. Lincoln Ave.,Chicago,$25-$35,"<p>A new comedy by local playwright Scott T. Barsotti (""The Revenants"") about a cranky couple recovering from car accident injuries whose lives get more complicated when their teen daughter confesses that she may have made a terrible mistake.</p><br>",Victory Gardens Biograph Theater,41.9258,http://chicago.metromix.com/theater/theater_event/mcmeekin-finds-out-sheffield-de-paul/2138324/content,,McMeekin Finds Out,http://chicago.metromix.com/theater/theater/victory-gardens-biograph-theater-sheffield-de-paul/143514/content
-87.6452,773-404-7336,,,2257 N. Lincoln Ave.,Chicago,$35-$50; $15-$20 for students; $30-$35 previews through Sept. 26,"<p>In this satire by Tom Stoppard (""Rosencrantz and Guildenstern Are Dead"") about the importance of political journalism and the press' exploitation of celebs' personal lives to sell papers, competing British journalists hound a prominent expatriate couple in hopes of getting the scoop on a fictional African country's impending civil war.</p><br>",The Greenhouse Theater Center,41.9229,http://chicago.metromix.com/theater/theater_event/night-and-day-lincoln-park/2138692/content,,Night and Day,http://chicago.metromix.com/theater/theater/the-greenhouse-theater-center-lincoln-park/134880/content
-87.6496,773-528-9696,,,3829 N. Broadway,Chicago,$20-$40; $15 for students; $10 previews through Oct. 8,"<p>The Pulitzer Prize-winning drama (later, a Frank Capra film of the same title starring Katharine Hepburn and Spencer Tracy) follows a ""man of the people"" presidential candidate who reunites with his estranged wife for the campaign but quickly falls prey to the political machine.</p><br>",Strawdog Theatre,41.9516,http://chicago.metromix.com/theater/theater_event/state-of-the-union-chicago/2139226/content,,State of the Union,http://chicago.metromix.com/theater/theater/strawdog-theatre-chicago/134420/content
-87.6496,773-528-9696,,,3829 N. Broadway,Chicago,$20-$40; $10 previews through Feb. 25,<p>An adaptation of Mikhail Bulgakov's satiric novel of the same title about a desperate playwright who considers a deal with the devil to get his play--about Jesus and Pontius Pilate--produced.</p><br>,Strawdog Theatre,41.9516,http://chicago.metromix.com/theater/theater_event/the-master-and-margarita-chicago/2139228/content,,The Master and Margarita,http://chicago.metromix.com/theater/theater/strawdog-theatre-chicago/134420/content
-87.6496,773-528-9696,,,3829 N. Broadway,Chicago,$20-$40; $10 previews through April 22,<p>German playwright Manfred Karge's comedy about a group of unemployed men who cope who subjugate their stresses and fears by gathering to reenact Roald Amundsen's successful trek to Antarctica.</p><br>,Strawdog Theatre,41.9516,http://chicago.metromix.com/theater/theater_event/the-conquest-of-the-chicago/2139229/content,,The Conquest of the South Pole,http://chicago.metromix.com/theater/theater/strawdog-theatre-chicago/134420/content
