phone,moreDetailURL,latitude,name,address,admission,date,venue,description,externalURL,longitude
614-292-3535,http://www.experiencecolumbus.com/event-detail.cfm/event/International%2DPerforming%2DArts%2Dfor%2DFamilies%3A%2DBaobab/id/26909,40.000675,International Performing Arts for Families: Baobab,"1871 N. High St., Columbus, OH 43210",$6-$16,03/11/2011 - 03/12/2011,Wexner Center for the Arts,The striking masks and puppetry of this tale based on West African storytelling traditions captivate the young and the young at heart. Baobab tells of a baobab tree that stands watch over a drought-stricken village and of a little boy who goes on a quest filled with challenges and excitement. This show also features incredible live music played on traditional African instruments. For ages 4 and up.,http://www.wexarts.org,-83.0082
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Joseph%2Dand%2Dthe%2DAmazing%2DTechicolor%2DDreamcoat/id/26896,39.9621991,Joseph and the Amazing Techicolor Dreamcoat,"34 W. Broad St., Columbus, OH 43215",$18.40-$32.70,03/11/2011 - 03/13/2011,Palace Theatre,,http://www.capa.com,-83.0016398
614-559-6248,http://www.experiencecolumbus.com/event-detail.cfm/event/Gallery%2DPlayers%3A%2DCurtains/id/25305,39.945937,Gallery Players: Curtains,"1125 College Ave., Columbus, OH 43209",,03/12/2011 - 03/20/2011,"Roth-Resler Theater, Jewish Community Center","The winter musical is Curtains, written by Rupert Holmes, with music by John Kander and lyrics by Fred Ebb. Curtains, based on the original book and concept by Peter Stone, is a send-up of backstage murder mystery plots. Set in 1959 Boston, the play follows the fallout when an untalented star is murdered during her opening night curtain call. Can a police detective who moonlights as a musical theater fan save the show, solve the case, and maybe even find love before the show reopens, without getting himself killed?",http://www.jccgalleryplayers.org,-82.935812
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Broadway%2DAcross%2DAmerica%3A%2DLes%2DMiserables/id/24103,39.9602755,Broadway Across America: Les Miserables,"39 E. State St., Columbus, OH 43215",$22.50-$132.50,03/15/2011 - 03/20/2011,Ohio Theatre,"Cameron Mackintosh presents a brand new 25th anniversary production of Boublil & Schonberg's legendary musical, Les Miserables, with glorious new staging and spectacular reimagined scenery inspired by the paintings of Victor Hugo. This new production has already been acclaimed by critics, fans and new audiences and is breaking box office records wherever it goes.",http://www.broadwayacrossamerica.com,-82.9991748
"614-265-7625, 614-416-7625",http://www.experiencecolumbus.com/event-detail.cfm/event/Shadowbox%2DLive%3A%2DFantasies/id/27244,40.0446956,Shadowbox Live: Fantasies,"164 Easton Town Center, Columbus, OH 43219",Adults $30. Students and seniors $20.,03/24/2011 - 05/26/2011,Shadowbox Live,"This spring, escape reality and enter a realm with no boundaries with Shadowbox Live's newest themed show Fantasies. Deliciously delusional original sketch comedy and rock 'n' roll prove that in Fantasies anything is possible.",http://www.shadowboxlive.org,-82.9064627
614-787-0327,http://www.experiencecolumbus.com/event-detail.cfm/event/Theatre%2DDaedalus%3A%2DCaught%2Din%2Dthe%2DAct%2DAgain/id/27061,39.9616375,Theatre Daedalus: Caught in the Act Again,"549 Franklin Ave., Columbus, OH 43215",$12-$15,03/26/2011,Columbus Performing Arts Center,"Theatre Daedalus is thrilled to present our second annual fundraising event, Caught in the Act Again, an evening of short plays conceived, written, and performed within 48 hours. More than three dozen theatre artists will gather from around the country - scripts will be written overnight and the top plays will be selected and staged in the culmination of this exciting weekend!",http://www.eventbrite.com/event/1131772161,-82.9854197
614-469-0939,http://www.experiencecolumbus.com/event-detail.cfm/event/CATCO%3A%2DWhat%2Dthe%2DButler%2DSaw/id/24220,39.96056,CATCO: What the Butler Saw,"77 S. High St., Columbus, OH 43215",,03/30/2011 - 04/17/2011,"Studio Two Theatre, Riffe Center","A psychiatric clinic becomes a comic carnival of chaos as mistaken identities, attempted seductions, red herrings, lost relatives, and political intrigues explode in this classic British sex farce.",http://www.catco.org,-83.000336
614-292-3535,http://www.experiencecolumbus.com/event-detail.cfm/event/Gregory%2DMaqoma%2Dand%2DShanell%2DWinlock%3A%2DSouthern%2DBound%2DComfort/id/26880,40.000675,Gregory Maqoma and Shanell Winlock: Southern Bound Comfort,"1871 N. High St., Columbus, OH 43210",$10-$18,03/30/2011 - 04/02/2011,Wexner Center for the Arts,"This special pair of duets with live music features award-winning dancers Gregory Maqoma and Shanell Winlock. Maqoma, artistic director of the internationally recognized Vuyani Dance Theatre, recently choreographed the opening event of the World Cup in South Africa. Also from Johannesburg, Winlock is now based in London, where she is celebrated for her work with Akram Khan's company. Maqoma's piece, Southern Comfort, looks at how perceived ideas shape human experience. A reflection of behavior, attitudes, and reactions, this humorous and passionate piece features highly charged partnering with whiplash turns. It peels back the fragile veneer of appearances that conceal the power games people play.",http://www.wexarts.org,-83.0082
614-644-3247,http://www.experiencecolumbus.com/event-detail.cfm/event/Ohio%2DIndoor%2DKart%2DSeries/id/27110,40.004578,Ohio Indoor Kart Series,"717 E. 17th Ave., Columbus, OH 43211","$15. children (7 to 11): $6, Kids under 7 admitted free",03/05/2011,Ohio Expo Center,Indoor professional go-kart racing on a 1/10-mile concrete oval track located inside the O'Neill Building. Fun for the entire family.,http://www.ohioexpocenter.com,-82.990338
"614-645-5923, 800-214-TREE",http://www.experiencecolumbus.com/event-detail.cfm/event/Preschool%2DZone%21%2DGreens%2D%28ages%2D3%2D5%29/id/27260,39.964294,Preschool Zone! Greens (ages 3-5),"1777 E. Broad St., Columbus, OH 43203",$20,03/10/2011,Franklin Park Conservatory,"Winter greens are so sweet and tasty that even veggie-averse kids will be tempted to taste the green monster smoothie, kale chips, and pesto we cook up in this vitamin rich class.",http://www.fpconservatory.org,-82.954627
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/PBJ%2DJazz%2DConcert%3A%2DLiquid%2DCrystal%2DProject/id/26304,39.966989,PBJ & Jazz Concert: Liquid Crystal Project,"769 E. Long St., Columbus, OH 43203",$5,03/12/2011,Lincoln Theatre,"PBJ & Jazz concerts are 1-hour long interactive concerts designed to introduce jazz and American music to young children and their families. Featuring some of Columbus' finest musicians and ensembles, PBJ & Jazz concerts are hosted by former Columbus Music Hall owner and retired music educator Rebecca Ogden and are a great introduction to live music for the youngest audience member.",http://www.jazzartsgroup.org,-82.98057
800-245-8387,http://www.experiencecolumbus.com/event-detail.cfm/event/St%2E%2DPatrick%27s%2DDay%2DCelebration/id/24824,40.0993579,St. Patrick's Day Celebration,"9 S. High St., Dublin, 43017",,03/12/2011,Throughout Dublin,"Come to Dublin, Ohio on the greenest weekend of the year! Bring the entire family to stay and play on Saturday, March 12th and enjoy our annual St. Patrick's Day Celebration. It includes a pancake breakfast and a miles-long community parade filled with bands, leprechauns, floats and all-things-Irish. Then, spend some time exploring the Historic District hopping for Irish imports, taking in some Celtic entertainment, sipping an Irish tea, tasting some scones or Irish potato chowder and having fun!",http://www.irishisanattitude.com,-83.1137697
"614-645-0642, 614-645-KING",http://www.experiencecolumbus.com/event-detail.cfm/event/African%2DMask%2DMaking%2DWorkshop/id/27195,39.9701669,African Mask Making Workshop,"867 Mt. Vernon Ave., Columbus, OH 43203",$15,03/19/2011,The King Arts Complex,"Artist and Education Director Todd Camp explore meaning and the beauty of regional African masks through a slide show and discussion. Participants will be presented with a variety of recycled materials including: plastics, wood scraps, beads, fabric, and paint from which to choose. Everyone will take home a wonderful creation and new insight on African masks. This fun filled workshop is for 3rd-6th graders.",http://www.kingartscomplex.com,-82.979941
"614-645-8733, 800-214-TREE",http://www.experiencecolumbus.com/event-detail.cfm/event/Blooms%2DButterflies/id/24823,39.964294,Blooms & Butterflies,"1777 E. Broad St, Columbus, OH 43203",Adults $11. Seniors and students $9. Children $6. Children under 2 free.,03/19/2011 - 08/14/2011,Franklin Park Conservatory,Experience the emergence of exotic butterflies and watch their release into the Franklin Park Conservatory's Pacific Island Water Garden. Dozens of species from around the world take flight and feed on tropical blooms. The Butterfly Emergence Center and hands-on activities interpret the butterfly's life cycle are featured.,http://www.fpconservatory.org,-82.954627
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/WWE%2DSmackDown/id/27190,39.969406,WWE SmackDown,"200 W. Nationwide Blvd., Columbus, OH 43215",$17-$62,03/22/2011,Nationwide Arena,,http://www.nationwidearena.com,-83.006206
614-644-3247,http://www.experiencecolumbus.com/event-detail.cfm/event/61st%2DAnnual%2DAladdin%2DTemple%2DShrine%2DCircus/id/27115,40.004578,61st Annual Aladdin Temple Shrine Circus,"717 E. 17th Ave., Columbus, OH 43211",,03/24/2011 - 03/27/2011,Ohio Expo Center,,http://www.ohioexpocenter.com,-82.990338
"614-645-5923, 800-214-TREE",http://www.experiencecolumbus.com/event-detail.cfm/event/Kid%2DOnly%2DZone%21%2DMexican%2DNight%2D%28ages%2D8%2D12%29/id/27257,39.964294,Kid Only Zone! Mexican Night (ages 8-12),"1777 E. Broad St., Columbus, OH 43203",$25,03/24/2011,Franklin Park Conservatory,"Build-your-own burritos, ""Chipotle-style."" Kids will prepare all the components to fill the burritos, then sit down to a meal together while you enjoy some time off!",http://www.fpconservatory.org,-82.954627
877-973-8658,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DRevolve%2DTour/id/27234,39.969406,The Revolve Tour,"200 W. Nationwide Blvd., Columbus, OH 43215",,03/25/2011 - 03/26/2011,Nationwide Arena,"Awesome music, real-life stories, drama, and a ton of fun combine for a high-energy, inspirational, encouraging 2-day weekend event for teen girls! At The Revolve Tour, we understand what teens dream about but we also know that God's plan for their lives is bigger and better than even they can imagine. Our Dream On tour is designed to inspire girls to put their dreams in God's hands.",http://www.revolvetour.com,-83.006206
740-972-1471,http://www.experiencecolumbus.com/event-detail.cfm/event/Baby%2DBonanza%2DKid%27s%2DExpo/id/26971,40.051747,Baby Bonanza & Kid's Expo,"3850 Stelzer Rd., Columbus, OH 43219",Adults $4. Grandparents $3. Children 12 and under free.,03/27/2011,Aladdin Shrine Center,"The Baby Bonanza and Kid's Expo is Ohio's largest and premier maternity, baby and kid's expo! Now in its 5th year, the award-winning Baby Bonanza and Kid's Expo specifically focuses on expectant parents and those families with children up to 10 years of age. Consumers are attracted from all over the state of Ohio and beyond.",http://www.babybonanza.net,-82.907917
"614-645-3550, 800-666-5397",http://www.experiencecolumbus.com/event-detail.cfm/event/Beco%27s%2DBirthday/id/27034,40.1592486,Beco's Birthday,"4850 W. Powell Rd., Powell, 43065",Adults $12.99. Seniors/children 2-9 $7.99. Children under 2 free.,03/27/2011,Columbus Zoo and Aquarium,Coco and Phoebe's bouncing baby boy is turning 2 years old! Experience this one of a kind birthday party and see what special presents the Zoo gives their 1300 lb bundle of joy. Bring the family and celebrate with us!,http://www.columbuszoo.org,-83.1133733
614-644-3247,http://www.experiencecolumbus.com/event-detail.cfm/event/Ohio%2DCattlemen%27s%2DAssociation%2D%2D%2DOhio%2DBeef%2DExpo/id/27114,40.004578,Ohio Cattlemen's Association - Ohio Beef Expo,"717 E. 17th Ave., Columbus, OH 43211",Free,03/18/2011 - 03/20/2011,Ohio Expo Center,"Hosted the third weekend in March each year, the Ohio Beef Expo is Ohio's premier beef industry event. This is the 24th anniversary of the Ohio Beef Expo. Ranked as the ninth largest event hosted in Central Ohio, Expo attracts over 25,000 attendees annually. This year's event will feature seven breed sales, ten breed shows, and one of the biggest junior shows in the state. The centerpiece of the Expo, the trade show, boasts over 100 vendors from 13 states. Exhibitors in this year's trade show represent all segments of the industry from cattle handling equipment to show supplies, clothing to feed, genetics, and novelty items, and much, much more",http://www.ohioexpocenter.com,-82.990338
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Pete%2DYorn%2Dwith%2Dspecial%2Dguest%2DBen%2DKweller/id/26600,39.99747,Pete Yorn with special guest Ben Kweller,"1722 N. High St., Columbus, OH 43201",$28.25,03/02/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.0074141
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Celldweller/id/27159,39.9697354,Celldweller,"391 Neil Ave., Columbus, OH 43215",$16.25,03/03/2011,The Basement,,http://www.promowestlive.com,-83.0098098
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Gaelic%2DStorm/id/26965,39.99747,Gaelic Storm,"1722 N. High St., Columbus, OH 43201",$24.75,03/04/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.0074141
"614-719-6758, 614-294-5200",http://www.experiencecolumbus.com/event-detail.cfm/event/Jazz%2DArts%2DGroup%27s%2DInside%2DTrack%3A%2DChris%2DThomas%2DKing/id/25336,39.9671837,Jazz Arts Group's Inside Track: Chris Thomas King,"769 E. Long St., Columbus, OH 43203",,03/05/2011,Lincoln Theatre,"Initially known for his audacious fusion of blues and hip-hop, Chris Thomas King reached a whole new audience starring in and scoring music for the Coen Brothers film O Brother, Where Art Thou?, not only appearing on the award-winning soundtrack, but establishing himself as a serious dramatic actor as well. King has continued to act in and score motion pictures including the Oscar winning Ray. King has also written and recorded more than 150 songs that are in demand for license to motion pictures, documentaries and television programs. The new album Sketches of Treme, is Chris Thomas King's first full-length studio album since the release of the Handy nominated Rise, in 2006. The tour will feature these new songs as well as fan favorites including songs from the movies Ray and O Brother.",http://www.jazzartsgroup.org,-82.9806922
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Haste%2Dthe%2DDay/id/27026,39.9697354,Haste the Day,"391 Neil Ave., Columbus, OH 43215",$17.25,03/09/2011,The Basement,,http://www.promowestlive.com,-83.0098098
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Lady%2DGaga/id/24765,40.0080079,Lady Gaga,"555 Borror Dr., Columbus, OH 43210",$52.50-$178,03/10/2011,Value City Arena at the Jerome Schottenstein Center,,http://www.schottensteincenter.com,-83.0249081
614-461-5483,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DPretty%2DReckless/id/27222,39.9697354,The Pretty Reckless,"391 Neil Ave., Columbus, OH 43215",$15,03/11/2011,The Basement,,http://www.promowestlive.com,-83.0098098
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Kevin%2DDevine/id/27173,39.9697354,Kevin Devine,"391 Neil Ave., Columbus, OH 43215",$14.25,03/12/2011,The Basement,,http://www.promowestlive.com,-83.0098098
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Cold%2DWar%2DKids/id/26860,39.99747,Cold War Kids,"1722 N. High St., Columbus, OH 43201",$21.25,03/16/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.0074141
614-469-0939,http://www.experiencecolumbus.com/event-detail.cfm/event/Jazz%2Dit%2Dup%21%2D%2D%2DBasie%2C%2DBuddy%2DBenny/id/26092,39.95578,"Jazz it up! - Basie, Buddy & Benny","21 E. Main St., Columbus, OH 43215",$49 includes performance ticket,03/17/2011,Southern Theatre,"Enjoy live jazz from one of the world's finest big bands, the Columbus Jazz Orchestra. Led by Artistic Director Byron Stripling, the former lead trumpeter and soloist with the Count Basie Orchestra, the CJO presents more than 40 concerts each season. Take a backstage tour of the majestic Southern Theatre before the concert and meet Byron after the show.",http://www.jazzartsgroup.org,-82.998609
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/CAPA%3A%2DJoe%2DBonamassa/id/26809,39.9621991,CAPA: Joe Bonamassa,"34 W. Broad St, Columbus, OH 43215",$46.20-$79.45,03/18/2011,Palace Theatre,,http://www.ticketmaster.com,-83.0016398
614-292-3535,http://www.experiencecolumbus.com/event-detail.cfm/event/Akron%2DFamily/id/27273,40.000675,Akron/Family,"1871 N. High St., Columbus, OH 43210",$16.50,03/02/2011,Wexner Center for the Arts,,http://www.wexarts.org,-83.0082
"614-461-1340, 614-846-9942",http://www.experiencecolumbus.com/event-detail.cfm/event/Women%2Din%2DMusic%2DColumbus%3A%2DMusic%2DFor%2Da%2DWhile/id/26464,39.956851,Women in Music Columbus: Music For a While,"2199 E. Main St., Columbus, OH 43209",$14-$18,03/06/2011,Huntington Recital Hall,"Tyler Wayne Smith, countertenor singing Bach, Handel, Schubert, Brahms, Strauss, and Jake Heggie's humorous Countertenor's Conundrum.",http://www.womeninmusiccolumbus.com,-82.940568
614-223-3093,http://www.experiencecolumbus.com/event-detail.cfm/event/City%2DMusic%3A%2DAltan/id/25674,39.9671792,City Music: Altan,"769 E. Long St., Columbus, OH 43203",$11-$26,03/09/2011,Lincoln Theatre,"No Irish traditional band in the last dozen years has had a wider impact on audiences and music lovers throughout the world. ""Under no circumstances should they be missed in concert"" - Irish Echo",http://www.citymusiccolumbus.com,-82.9815464
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Early%2DMusic%2Din%2DColumbus%3A%2DThe%2DEarly%2DInterval/id/25327,,Early Music in Columbus: The Early Interval,"1 College and Main St., Columbus, OH 43209",$27,03/11/2011,"Mees Hall, Capital University",,http://www.capital.edu,
614-228-8600,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DColumbus%2DSymphony%3A%2DVerdi%2DRequiem/id/23505,39.9602755,The Columbus Symphony: Verdi Requiem,"39 E. State St., Columbus, OH 43215",Adults $20.50-$66.50. Children $11.50-$34.50,03/11/2011 - 03/13/2011,Ohio Theatre,"A passionate setting of the Requiem mass that spans the heights and depths of musicality, this  is a piece with operatic drama evoking the awesome power of the last judgment.",http://www.columbussymphony.com,-82.9991748
614-267-2267,http://www.experiencecolumbus.com/event-detail.cfm/event/Chamber%2DMusic%2DColumbus%3A%2DBrentano%2DString%2DQuartet/id/24166,39.95578,Chamber Music Columbus: Brentano String Quartet,"21 E. Main St., Columbus, OH 43215",$7.50-$40,03/12/2011,Southern Theatre,"Since its inception in 1992, The Brentano String Quartet has been singled out for its technical brilliance, musical insight, and stylistic elegance. Since 1999, the Brentano has had the honor of being the first-ever ensemble-in-residence at Princeton University .",http://www.cmcolumbus.org,-82.998609
614-464-0066,http://www.experiencecolumbus.com/event-detail.cfm/event/ProMusica%2DChamber%2DOrchestra%3A%2DMozart%2Dand%2DMore/id/25013,40.1188856,ProMusica Chamber Orchestra: Mozart and More,"7625 N. High St., Columbus, OH 43235",$35,03/12/2011,Pontifical College Josephinum,"Goulding will perform Mozart's ""Violin Concerto No. 5"" and Vaughan Williams' ""The Lark Ascending."" Additionally, the concert will include Bach's ""Orchestra Suite No. 1 in C Major"" and Faure's ""Pavane.""",http://www.promusicacolumbus.org,-83.0161889
"614-470-FOLK, 614-470-3655",http://www.experiencecolumbus.com/event-detail.cfm/event/Six%2DString%2DConcerts%3A%2DRichard%2DShindell%2Dwith%2DNels%2DAndrews/id/26404,39.961447,Six String Concerts: Richard Shindell with Nels Andrews,"549 Franklin Ave., Columbus, OH 43215",$20-$23,03/12/2011,Columbus Performing Arts Center,,http://www.sixstring.org/,-82.985417
614-464-0066,http://www.experiencecolumbus.com/event-detail.cfm/event/ProMusica%2DChamber%2DOrchestra%3A%2DMozart%2Dand%2DMore/id/25014,39.95578,ProMusica Chamber Orchestra: Mozart and More,"21 E. Main St., Columbus, OH 43215",$10-$46,03/13/2011,Southern Theatre,"Goulding will perform Mozart's ""Violin Concerto No. 5"" and Vaughan Williams' ""The Lark Ascending."" Additionally, the concert will include Bach's ""Orchestra Suite No. 1 in C Major"" and Faure's ""Pavane.""",http://www.promusicacolumbus.org,-82.998609
614-414-6042,http://www.experiencecolumbus.com/event-detail.cfm/event/Spicy%2DSalsa%2DTuesdays/id/25929,39.9715007,Spicy Salsa Tuesdays,"445 N. High St., Columbus, OH 43215",$5,03/15/2011 - 06/14/2011,Mynt Ultralounge,"JC Entertainment invites you to experience a great night of Latin dancing at the newly remodeled Mynt Ultralounge, come and try out Mynt's brand new and spacious WOOD dance floor! Dancers you will have an absolute blast!",http://www.SalsaColumbus.com,-83.0026758
"614-469-0939, 614-294-5200",http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DJazz%2DOrchestra%3A%2DBasie%2C%2DBuddy%2DBenny/id/25006,39.95578,"Columbus Jazz Orchestra: Basie, Buddy & Benny","21 E. Main St., Columbus, OH 43215",$41-$49,03/16/2011 - 03/20/2011,Southern Theatre,"Jazz royalty takes center stage as the CJO celebrates Count Basie, Buddy Rich and the King of Swing, Benny Goodman. As the drummer for the world-famous Count Basie orchestra and Mel Torme, Butch Miles quickly became renowned for his swinging big band style and fiery technique. One of jazz's top clarinetists of the past 30 years and an equally skilled tenor-saxophonist, Ken Peplowski has been an important force in keeping swing alive and vital. Join Byron and company as we celebrate the three Bs of jazz! The Columbus Youth Jazz Orchestra (CYJO) is proud to perform prior to Sunday's afternoon matinee at 1 p.m.",http://www.jazzartsgroup.org,-82.998609
614-486-2951,http://www.experiencecolumbus.com/event-detail.cfm/event/Music%2Din%2Dthe%2DAtrium%3A%2DJohn%2DSherman/id/26955,39.981834,Music in the Atrium: John Sherman,"1685 W. First Ave., Columbus, OH 43212",Free,03/17/2011,Grandview Heights Public Library,Celebrate Saint Patrick's Day with masterful Celtic guitarist John Sherman.,http://www.ghpl.org,-83.050118
614-464-0066,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DGay%2DMen%27s%2DChorus%3A%2DMusicians%2Din%2DHarmony/id/25444,,Columbus Gay Men's Chorus: Musicians in Harmony,"769 E. Long St., Columbus, OH 43203",Adults $30. Students $15,03/18/2011 - 03/19/2011,Lincoln Theatre,"ProMusica, Columbus Gay Men's Chorus and Columbus Children's Choir come together to present this special weekend event on March 18 and 19 at the Lincoln Theatre.",http://www.promusicacolumbus.org,
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Power%2D107%2E5%2DAnniversary%2DParty/id/27084,39.9722857,Power 107.5 Anniversary Party,"400 N. High St., Columbus, OH 43215",$46.25-$109,03/19/2011,Greater Columbus Convention Center,,http://www.ticketmaster.com,-83.0008507
"614-245-4701, 614-323-1237",http://www.experiencecolumbus.com/event-detail.cfm/event/New%2DAlbany%2DSymphony%3A%2DBeethoven%27s%2DTriple%2DConcerto%2Dand%2DSeason%2DGala/id/26333,40.083215,New Albany Symphony: Beethoven's Triple Concerto and Season Gala,"100 W. Granville St., New Albany, 43054",$9-$49,03/20/2011,Jeanne B. McCoy Community Center for the Arts,"Join us for our season finale and be inspired by this triple treat! We welcome to the stage a family of musical talent performing Beethoven's Triple Concerto, Maestro Luis G. Biava on cello, his wife Ariane Sletner on violin, his aunt Blanca Uribe on piano, and his father Luis O. Biava on the podium.",http://www.newalbanysymphony.com,-82.810963
614-228-8600,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DColumbus%2DSymphony%3A%2DBolero/id/23506,39.9602755,The Columbus Symphony: Bolero,"39 E. State St., Columbus, OH 43215",$20.50-$66.50,03/26/2011 - 03/27/2011,Ohio Theatre,"Conducted by CSO Music Director Jean-Marie Zeitouni and featuring guest pianist Katherine Chi, the program will include Stravinsky's Jeu de cartes, Prokofiev's Piano Concerto No. 1, Messiaen's Oiseaux exotiques, and Ravel's Bolero.",http://www.columbussymphony.com,-82.9991748
740-362-1799,http://www.experiencecolumbus.com/event-detail.cfm/event/Central%2DOhio%2DSymphony%3A%2DMarch%2DConcert/id/26697,40.294944,Central Ohio Symphony: March Concert,"61 S. Sandusky St., Delaware, 43015",,03/27/2011,"Gray Chapel, Ohio Wesleyan University","The 120 voices of the Capriccio! Choir, OWU Choral Art Society and guest soloists will fill the stage for one of the most popular works of the 20th century: Carl Orff's fabulous 'Carmina Burana'. Also on the program is John Williams' Harry Potter suite, recently voted favorite piece of classical music by young adults.",http://www.owu.edu,-83.068099
614-846-9942,http://www.experiencecolumbus.com/event-detail.cfm/event/Women%2Din%2DMusic%2DColumbus%3A%2DSundays%2Dat%2Dthe%2DHuntington/id/26462,39.956851,Women in Music Columbus: Sundays at the Huntington,"2199 E. Main St., Columbus, OH 43209",,03/27/2011,Huntington Recital Hall,This concert will feature the winners of the Young Artists' String Competition and the winners of the Scholarship Competition. Both competitions are sponsored by Women in Music Columbus. The Young Artists' String Competition is for young people up through high school. The Scholarship Competition is for college music majors both undergraduate and graduate.,http://www.womeninmusiccolumbus.com,-82.940568
"614-645-5923, 800-214-TREE",http://www.experiencecolumbus.com/event-detail.cfm/event/Kitchen%2DFundamentals%3A%2DCupcake%2DDecorating%2D101/id/27253,39.964294,Kitchen Fundamentals: Cupcake Decorating 101,"1777 E. Broad St., Columbus, OH 43203",$35,03/07/2011,Franklin Park Conservatory,"Learn basic cupcake decorating techniques using butter cream and royal icing. For $5, take home a pastry bag & tip set.",http://www.fpconservatory.org,-82.954627
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/From%2Dthe%2DPubs%2Dof%2DIreland%2DCandlelight%2DDinner/id/26265,40.002125,From the Pubs of Ireland Candlelight Dinner,"1982 Velma Ave., Columbus, OH 43211",$60,03/11/2011 - 03/12/2011,Ohio Historical Center/Ohio Village,"Enjoy a hearty Irish pub meal followed by a rollicking evening of Irish melodies, humorous drinking songs and a wee bit of Irish wit and wisdom, all by the Ohio Village Singers. Advance reservations required by March 7.",http://www.ohiohistory.org,-82.986624
"614-645-5923, 800-214-TREE",http://www.experiencecolumbus.com/event-detail.cfm/event/Meatless%2DMeals/id/27250,39.964294,Meatless Meals,"1777 E. Broad St., Columbus, OH 43203",$35,03/11/2011,Franklin Park Conservatory,"Whether eating meatless on lenten Fridays or just looking to reduce your intake of saturated fat, this class will introduce you to a few new recipes to include in your meatless menus, including Black Bean Lasagna, Seafood Risotto, and Tofu & Pineapple Fried Rice. Featuring Laura Robertson Boyd.",http://www.fpconservatory.org,-82.954627
"614-645-5923, 800-214-TREE",http://www.experiencecolumbus.com/event-detail.cfm/event/St%2E%2DPatrick%27s%2DDay%2DRe%2Dinvented%21/id/27249,39.964294,St. Patrick's Day Re-invented!,"1777 E. Broad St., Columbus, OH 43203",$35,03/13/2011,Franklin Park Conservatory,"Forget Corned Beef and Cabbage in the crock pot, these recipes are great for a St. Patrick's Day get-together. Included will be a sampling of local beers from Columbus Brewery. Menu: Ploughman's Platter, Dubliner Stuffed Chicken Breasts with Beer Braised Cabbage, Black and Tan Mac 'N' Cheese, Pint of Stout Cake. Featuring Chef Meghan Morris.",http://www.fpconservatory.org,-82.954627
"614-645-5923, 800-214-TREE",http://www.experiencecolumbus.com/event-detail.cfm/event/Charcuterie%2DSmoking/id/27251,39.964294,Charcuterie/Smoking,"1777 E. Broad St., Columbus, OH 43203",$35,03/15/2011,Franklin Park Conservatory,"Charcuterie is the act of curing meat by salt, smoke, or dehydration. Home cooks will learn how to apply these concepts to their cooking to delicious effect. Participants will enjoy a light meal featuring cured meat and stuffed sausage to take home. Featuring Rachel Tayse Baillieul.",http://www.fpconservatory.org,-82.954627
"614-645-5923, 800-214-TREE",http://www.experiencecolumbus.com/event-detail.cfm/event/Seeds%2Dto%2DGrow%2Dand%2DEat%21/id/27247,39.964294,Seeds to Grow and Eat!,"1777 E. Broad St., Columbus, OH 43203",$25,03/27/2011,Franklin Park Conservatory,"Seeds, the starting germ of a plant, can be eaten, sown, or sprouted. We will explore all three options in this family workshop. We will cook three snacks from seeds and create an indoor herb garden to take home. Featuring Rachel Tayse Baillieul.",http://www.fpconservatory.org,-82.954627
614-292-7977,http://www.experiencecolumbus.com/event-detail.cfm/event/Winter%2DConcert/id/25704,39.9993144,Winter Concert,"1813 N. High St., Columbus, OH 43210",$5-$10,03/03/2011 - 03/05/2011,"Sullivant Theatre, The Ohio State University",Undergraduate and Graduate Contemporary Dance Choreography.,http://www.dance.osu.edu,-83.0079418
614-586-8661,http://www.experiencecolumbus.com/event-detail.cfm/event/BalletMet%2DOpen%2DRehearsal/id/25866,39.969885,BalletMet Open Rehearsal,"322 Mt. Vernon Ave., Columbus, OH 43215",Free,03/04/2011,BalletMet Performance Space,"These open rehearsals provide a glimpse into the creative process and a sneak peek of an upcoming production. After the rehearsal, guests can participate in a question and answer session with the artists.",http://www.balletmet.org,-82.992632
