moreinfo,phone,title,website,state,zipcode,city,startDate,address,description,venue
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86850,412-237-9400 x120,Blues Orphans,,PA,15212,Pittsburgh,"Fri., Nov. 5 and First Friday of every month,  Continues  May 6",800 Vinial St.,,Penn Brewery
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:63622,412-683-5993,Tito & DJ Dave,http://www.arsenalbowl.com,PA,15201,Pittsburgh,,212 44th Street,Karaoke 9 p.m.-12 a.m.; crowd favorites 12-2 a.m.,Arsenal Bowling Lanes
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86649,412-367-9610,DJ Shane,http://perrytownedrafthouse.com/,PA,15237,McCandless,,1002 Perry Highway,,Perrytowne Draft House
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64901,724-375-3434,Southern Star,,PA,15001,Aliquippa,,1928 Irwin St.,,American Italian Club
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:58315,412-363-8277,African Night,http://www.shadowlounge.net,PA,15206,Pittsburgh,,126 S. Highland Avenue,,AVA Bar &#38; Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74457,412-687-2555,90s Nite,,PA,15201,Pittsburgh,,4016 Butler Street,"W/ DJs Thermos, Sean MC, & Jenny Jihad.",Belvedere's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78359,412-362-1250,DJ Tee Jay & Special Guests,,PA,15206,Pittsburgh,,6001 Penn Ave.,"Old school hip hop, R&B, funk, dance, soul.",Capri Ristorante
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70965,412-512-2226,DJ FRSH,http://www.chefjtropical.com,PA,15224,Pittsburgh,,4923 Penn Ave.,Oldies.,Envy Night Club
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64838,724-258-2161,Bill Couch,,PA,15063,Monongahela,,Route 136,,Fine's Castaway Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53417,412-434-1230,DJ Strobe,,PA,15222,Pittsburgh,,2216 Penn Ave.,Global house.,Firehouse Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88314,412-431-5282,Motown Getdown Soul Night w/ DJ Vex,http://www.myspace.com/lavaloungepgh,PA,15203,Pittsburgh,,2204 East Carson Street,,Lava Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:69609,724-265-2515,DJ Dan Bogan,,PA,15084,Pittsburgh,,1336 Saxonburg Blvd.,Top 40.,Mad Dawgs
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88513,412-682-6414,Love Is Wet,,PA,15201,Pittsburgh,,4421 Butler St.,"DJs Lauren G, Tom Cox, Nicky Nikkels. Disco, house.",The New Amsterdam
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76454,412-255-0525,The Vagrants,http://www.olive-twist.com/,PA,15222,Pittsburgh,,140 Sixth St.,,Olive Or Twist
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53429,412-431-5910,DJ Cadillac,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,DJ CJ,,PA,15644,Jeanette,,312 Clay Ave.,,Thunder Rolls
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,DJ Luke Duke,,PA,15203,Pittsburgh,,2003 E. Carson St.,"Dance, hip hop, rock & top 40.",Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,DJ Bobby D,http://www.tuscatapas.com/,PA,15203,Pittsburgh,,2773 Sidney St.,Salsa.,Tusca Global Tapas
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53441,412-431-1800,Happy Ending,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,Chico & Nature. Old school hip hop & breaks.,Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57274,412-322-0647,Open Talent,,PA,15212,Pittsburgh,,507 Foreland St.,,Amani International Coffeehouse & Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87088,412-381-3497,The Rhythm Aces,,PA,15203,Pittsburgh,,1908 E. Carson St.,,The Inn'Termission
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87753,412-381-1330,Rock n Roll Saturday Nights,http://www.pghrugby.com/ruggerspub,PA,15203,Pittsburgh,,40 South 22nd St.,Hosted by Bobby LaMonde.,Rugger's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55113,412-431-8800,DJ CK,http://www.dieselpgh.com/,PA,15203,Pittsburgh,,1601 East Carson Street,,Diesel
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72594,412-665-2770,R&B Night,,PA,15206,Pittsburgh,,5929 Baum Blvd.,Rotating bands.,Tana Ethiopian Cuisine
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57506,412-683-5993,DJ Swank Cat,http://www.arsenalbowl.com,PA,15201,Pittsburgh,,212 44th Street,,Arsenal Bowling Lanes
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83519,412-681-3713,Soulful Sunday,http://www.docspalcepittsburgh.com,PA,15232,Pittsburgh,,5442 Walnut St.,"Chillout housey vibe, presented by aDesusParty.",Doc's Place
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77163,412-766-0234,Open Stage,,PA,15202,Avalon,,512 Ohio River Blvd.,,East Coast House & Sports Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65468,412-921-5566,Gary Prisby,,PA,15205,Crafton,,4214 Steubenville Pike,,The Fireside Inn
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:41875,412-488-0777,The Shelf Life,,PA,15203,Pittsburgh,,140 S. 18th St.,,Jekyl &#38; Hyde
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80891,412-363-6012,Amazing DJ Night,,PA,15206,Pittsburgh,,6012 Penn Circle South,Rotating DJs/genres.,Kelly's Bar & Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53419,412-277-7615,Hip Hop Nite,,PA,15222,Pittsburgh,,1400 Smallman St.,DJs from 106.7 WAMO.,Krobar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84424,412-367-9610,Open Stage,http://perrytownedrafthouse.com/,PA,15237,McCandless,,1002 Perry Highway,,Perrytowne Draft House
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83132,412-761-1258,DJ Diane,http://www.rustydory.com,PA,15202,Avalon,,850 Ohio River Blvd.,,Rusty Dory
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:40943,412-431-4668,The Upstage Nation,,PA,15203,Pittsburgh,,1306 E. Carson Street,"DJ EzLou & N8theSk8. Electro, post punk, industrial, new wave, alternative dance.",Smiling Moose
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:71967,412-381-8454,Sunday Funday w/ Steve Ford,,PA,15203,Pittsburgh,,2003 E. Carson St.,,Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87512,412-697-1336,Eric Susoeff Trio,http://www.thesonomagrille.com,PA,15222,Pittsburgh,,947 Penn Ave,,Sonoma Grille
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86793,412-242-8281,Live Jazz,,PA,15221,Pittsburgh,,7600 Forbes Ave.,,Calli's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86650,412-931-9917,DJ Shane,,PA,15229,West View,,517 Perry Hwy.,,Highland Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53412,412-431-8800,The Show,http://www.dieselpgh.com/,PA,15203,Pittsburgh,,1601 East Carson Street,DJ Endless. Dance.,Diesel
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,DJ Joe,,PA,15017,Bridgeville,,3249 Washington Pike,,Bee'z Bistro &#38; Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86532,412-931-9888,DJ Shane,,PA,15229,West View,,348 Center Ave.,,Drinks Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79910,412-363-6012,Top Shelf Sounds,,PA,15206,Pittsburgh,,6012 Penn Circle South,DJ J. Malls.,Kelly's Bar & Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81869,412-364-1066,Dog & Butterfly,,PA,15237,Ross,,3385 Babcock Boulevard,Laurel Hewston & Tom Lagi.,Sunseri's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,DJ Bobby D,http://www.tuscatapas.com/,PA,15203,Pittsburgh,,2773 Sidney St.,Salsa.,Tusca Global Tapas
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53419,412-277-7615,Hip Hop Nite,,PA,15222,Pittsburgh,,1400 Smallman St.,DJs from 106.7 WAMO.,Krobar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86532,412-931-9888,DJ Shane,,PA,15229,West View,,348 Center Ave.,,Drinks Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:54045,724-443-44997,Acoustic Open Stage,,PA,15044,Gibsonia,,4118 Bakerstown Culmerville Rd.,,Zacherl's Watering Hole
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,Open Stage,,PA,15644,Jeannette,,416 Clay Ave,All genres of music welcome.,Keynote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53437,412-431-1800,Brain Storm,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,"Keebs & guests. Drum & bass, dub step.",Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,DJ Joe,,PA,15017,Bridgeville,,3249 Washington Pike,,Bee'z Bistro &#38; Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,Open Stage,,PA,15644,Jeannette,,416 Clay Ave,All genres of music welcome.,Keynote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,DJ CJ,,PA,15644,Jeanette,,312 Clay Ave.,,Thunder Rolls
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,DJ Luke Duke,,PA,15203,Pittsburgh,,2003 E. Carson St.,"Dance, hip hop, rock & top 40.",Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53440,412-431-1800,Ambition,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,Elysium & special guests. House.,Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57970,412-207-0354,Bill Hill & The Local Talents,,PA,15234,Pittsburgh,,852 Sleepy Hollow Rd.,,Duke's Station II
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80135,412-931-1690,Bobby Hawkins & The Blues Train Band,,PA,15202,Pittsburgh,,395 Jacks Run Road,,The Grove Irish Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:71646,412-431-5282,Pop Rocks,http://www.myspace.com/lavaloungepgh,PA,15203,Pittsburgh,,2204 East Carson Street,Huck Finn. Indie dance party.,Lava Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81840,412-322-1773,Jazz & Baseball,http://www.manchesterguild.org,PA,15233,Pittsburgh,Feb. 12-13,1815 Metropolitan Street,,Manchester Craftsmen's Guild
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,DJ CJ,,PA,15644,Jeanette,,312 Clay Ave.,,Thunder Rolls
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,DJ Luke Duke,,PA,15203,Pittsburgh,,2003 E. Carson St.,"Dance, hip hop, rock & top 40.",Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,DJ Bobby D,http://www.tuscatapas.com/,PA,15203,Pittsburgh,,2773 Sidney St.,Salsa.,Tusca Global Tapas
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74969,412-244-4050,Donny's Honey Dew,,PA,15208,Pittsburgh,,553 Brushton Ave.,Presented by Black & White Productions.,Donny's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53419,412-277-7615,Hip Hop Nite,,PA,15222,Pittsburgh,,1400 Smallman St.,DJs from 106.7 WAMO.,Krobar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,DJ Joe,,PA,15017,Bridgeville,,3249 Washington Pike,,Bee'z Bistro &#38; Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86532,412-931-9888,DJ Shane,,PA,15229,West View,,348 Center Ave.,,Drinks Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,DJ Bobby D,http://www.tuscatapas.com/,PA,15203,Pittsburgh,,2773 Sidney St.,Salsa.,Tusca Global Tapas
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53419,412-277-7615,Hip Hop Nite,,PA,15222,Pittsburgh,,1400 Smallman St.,DJs from 106.7 WAMO.,Krobar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86532,412-931-9888,DJ Shane,,PA,15229,West View,,348 Center Ave.,,Drinks Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,Open Stage,,PA,15644,Jeannette,,416 Clay Ave,All genres of music welcome.,Keynote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53436,412-431-1800,Extra Credit,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,"Sean Kirby & guests. Drum & bass, dubstep.",Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87999,412-682-0320,Psychedelic 60s w/ Professor Stripey,,PA,15224,Pittsburgh,,4509 Liberty Ave.,,Howlers Coyote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,DJ Joe,,PA,15017,Bridgeville,,3249 Washington Pike,,Bee'z Bistro &#38; Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64508,412-276-4444,Bill Couch,,PA,15106,Carnegie,,1055 Washington Ave.,,For All Seasons
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,Open Stage,,PA,15644,Jeannette,,416 Clay Ave,All genres of music welcome.,Keynote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,DJ CJ,,PA,15644,Jeanette,,312 Clay Ave.,,Thunder Rolls
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,DJ Luke Duke,,PA,15203,Pittsburgh,,2003 E. Carson St.,"Dance, hip hop, rock & top 40.",Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53440,412-431-1800,Ambition,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,Elysium & special guests. House.,Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77665,724-222-6200,J.R. Rebelo,,PA,15301,Washington,,340 Racetrack Road,,Holiday Inn Meadowlands
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:73517,412-682-1074,One Night Stand,,PA,15232,Pittsburgh,,728 Copeland St.,"Feb 20: Singles Night, w/ guest DJ J Sands.",Alto
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74457,412-687-2555,90s Nite,,PA,15201,Pittsburgh,,4016 Butler Street,"W/ DJs Thermos, Sean MC, & Jenny Jihad.",Belvedere's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88314,412-431-5282,Motown Getdown Soul Night w/ DJ Vex,http://www.myspace.com/lavaloungepgh,PA,15203,Pittsburgh,,2204 East Carson Street,,Lava Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72823,412-364-1066,Glitz,,PA,15237,Ross,,3385 Babcock Boulevard,,Sunseri's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,DJ CJ,,PA,15644,Jeanette,,312 Clay Ave.,,Thunder Rolls
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86500,412-682-0177,Jazz Fan Appriciation Event,http://www.thunderbirdcafe.net,PA,15201,Pittsburgh,,4023 Butler St.,Musicians welcome to sit in.,Thunderbird Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,DJ Luke Duke,,PA,15203,Pittsburgh,,2003 E. Carson St.,"Dance, hip hop, rock & top 40.",Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,DJ Bobby D,http://www.tuscatapas.com/,PA,15203,Pittsburgh,,2773 Sidney St.,Salsa.,Tusca Global Tapas
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53419,412-277-7615,Hip Hop Nite,,PA,15222,Pittsburgh,,1400 Smallman St.,DJs from 106.7 WAMO.,Krobar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,DJ Joe,,PA,15017,Bridgeville,,3249 Washington Pike,,Bee'z Bistro &#38; Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86532,412-931-9888,DJ Shane,,PA,15229,West View,,348 Center Ave.,,Drinks Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,DJ Bobby D,http://www.tuscatapas.com/,PA,15203,Pittsburgh,,2773 Sidney St.,Salsa.,Tusca Global Tapas
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53419,412-277-7615,Hip Hop Nite,,PA,15222,Pittsburgh,,1400 Smallman St.,DJs from 106.7 WAMO.,Krobar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79849,412-331-9282,Rick Revetta,http://www.thepinerb.com,PA,15108,Coraopolis,,318 Forest Grove Rd.,,The Pine Restaurant &#38; Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86532,412-931-9888,DJ Shane,,PA,15229,West View,,348 Center Ave.,,Drinks Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74389,412-325-6769,Ritmo Wednesdays,http://www.pgharts.org/venues/backstagebar.aspx,PA,15222,Pittsburgh,,655 Penn Ave.,"DJ Juan Diego, DJ Carla.",Backstage Bar at Theater Square
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,Open Stage,,PA,15644,Jeannette,,416 Clay Ave,All genres of music welcome.,Keynote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53438,412-431-1800,Taste:Z,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,Hazey & Elysium. Old school hip hop & house.,Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,DJ Joe,,PA,15017,Bridgeville,,3249 Washington Pike,,Bee'z Bistro &#38; Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,Open Stage,,PA,15644,Jeannette,,416 Clay Ave,All genres of music welcome.,Keynote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,DJ CJ,,PA,15644,Jeanette,,312 Clay Ave.,,Thunder Rolls
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,DJ Luke Duke,,PA,15203,Pittsburgh,,2003 E. Carson St.,"Dance, hip hop, rock & top 40.",Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53440,412-431-1800,Ambition,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,Elysium & special guests. House.,Z-Lounge
