state,zipcode,address,startDate,city,description,venue,moreinfo,phone,website,title
PA,15217.0,5832 Forward,,Pittsburgh,,Frankie &#38; Georgie's 4 Wood Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83667,412-422-5027,,Eric Johnson
PA,15017.0,116 Hickory Heights Dr.,,Bridgeville,,Hickory Heights Golf Club,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:69763,412-257-1485,,Michael Todd
PA,15206.0,5929 Baum Blvd.,,Pittsburgh,,Tana Ethiopian Cuisine,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62963,412-665-2770,,Jazz Jam Session
PA,15212.0,353 North Shore Dr.,,Pittsburgh,,Calico Jack's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86334,412-322-7380,http://www.calicojackspitt.com,The Sofa Kings
PA,15003.0,1280 Breitenstein Rd.,,Ambridge,Hosted by Leanne Regalla & Frank Piscopo.,Harmony Ridge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84645,724-266-2414,,Acoustic Affair Songwriter Spotlight
PA,15222.0,212 Blvd. of the Allies,,Pittsburgh,,Papa J's Centro,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72330,412-391-7272,http://www.papajs.com/,Anthony Jardine
PA,15229.0,348 Center Ave.,,West View,,Drinks Bar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86532,412-931-9888,,DJ Shane
PA,15201.0,5147 Butler Street,,Pittsburgh,,Geno's Bar and Grille,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86886,412-781-3432,,Open Mic w/ Matt Sciotto
PA,15238.0,378 Freeport Road,,Blawnox,W/ JJ Burner.,Moondog's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:75096,412-828-2040,http://www.moondogs.us/,Open Stage & Jam
PA,15120.0,171 E. Bridge St.,,Homestead,,Rock Bottom,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:63443,412-462-2739,http://www.rockbottom.com,Good Brother Earl
PA,15206.0,134 S. Highland Ave.,,Pittsburgh,Hump day chill. House music. aDesusParty.,Spoon,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83803,412-362-6001,,Spoon Fed
PA,15044.0,5018 Bakerstown Rd.,,Gibsonia,Hosted by Lager & Lawnchair of Dizzy Woosh.,Two Bit Tavern,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84744,724-625-3252,,Open Stage
PA,15044.0,4118 Bakerstown Culmerville Rd.,,Gibsonia,,Zacherl's Watering Hole,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:54045,724-443-44997,,Acoustic Open Stage
PA,15203.0,1601 East Carson Street,,Pittsburgh,Bonics & DJ McFly. Hip hop & dance.,Diesel,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53409,412-431-8800,http://www.dieselpgh.com/,Code Blue Wednesdays
PA,15232.0,728 Copeland St.,,Pittsburgh,,Alto,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66501,412-682-1074,,Elevated Thursdays w/ DJ Zimmie
PA,15201.0,212 44th Street,,Pittsburgh,,Arsenal Bowling Lanes,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66983,412-683-5993,http://www.arsenalbowl.com,'80s Night: Mockster & Swank Cat
PA,15206.0,126 S. Highland Avenue,,Pittsburgh,"Dan Dabber, Vybz Machine, Phinesse & Gangsta Shack. Roots/reggae/dancehall.",AVA Bar &#38; Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:48027,412-363-8277,http://www.shadowlounge.net,Champion Sound
PA,15201.0,4016 Butler Street,,Pittsburgh,DJ Hatesyou. 80s.,Belvedere's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53406,412-687-2555,,Neon
PA,15668.0,4917 William Penn Hwy.,,Murrysville,,Bruschetta's Bar & Grille,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:54410,724-327-3535,,Drew Bentley
PA,15201.0,2901 Penn Avenue,,Pittsburgh,,CJ's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78755,412-642-2377,,Roger Humphries & RH Factor Jazz Jam Session
PA,15090.0,100 Village Club Dr.,,Wexford,,Grazie Restaurant & Events Center,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88067,724-934-7880,,Jack Knight
PA,15229.0,517 Perry Hwy.,,West View,,Highland Bar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86648,412-931-9917,,DJ Shane
PA,15063.0,807 Dry Run Rd.,,Monongahela,,Hot House Tap & Grille,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59999,724-258-4212,,Open stage w/ Rick Ashcroft
PA,15626.0,785 Rt. 22,,Delmont,Hosted by Mark Cyler.,Hot Rod Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:75464,724-327-1660,,Open Stage
PA,15644.0,416 Clay Ave,,Jeannette,All genres of music welcome.,Keynote Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,,Open Stage
PA,15222.0,949 Liberty Ave.,,Pittsburgh,Entrepreneurial Thursdays.,Little E's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80880,412-392-2217,,Jessica Lee & Friends
PA,15228.0,250 Mt. Lebanon Blvd.,,Mt. Lebanon,,Mojoe Coffee House,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21547,412-343-6656,http://www.mojoeinfo.com/,Open Stage
PA,15201.0,4421 Butler St.,,Pittsburgh,"Soul, hop hop & funk.",The New Amsterdam,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:73189,412-682-6414,,DJ Vex
PA,15014.0,907 1st Avenue,,Brackenridge,Acoustic. Thursdays.,Parkview Bar & Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21375,724-224-2124,,"Nicole Belli, Jeff Pogas, Derrick Edwards"
PA,15213.0,226 Meyran Ave.,,Pittsburgh,"Hip hop, club & R&B.",Pittsburgh Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57966,412-687-3330,http://www.pittsburghcafe.com,Noetik 5000
PA,15136.0,704 Thompson Ave.,,McKees Rocks,Hosted by The Scott Albert Project.,Revolutionaries Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82485,412-458-1081,,Open Stage
PA,15203.0,1224 E. Carson St.,,Pittsburgh,Hip hop & top 40.,Rumshakers,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,http://www.rumshakers-pgh.com,DJ Nitro
PA,15222.0,930 Penn Ave.,,Pittsburgh,Latin jazz trio.,Seviche,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79212,412-697-3120,http://www.seviche.com,Salsamba
PA,15642.0,681 Jackson St.,,Irwin,Hosted by Gil Snyder. Weekly special guests.,Shafton Fire Hall,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37934,724-863-7918,,Gil's Blues Power Open Stage
PA,15211.0,217 Shiloh St.,,Pittsburgh,Thursdays,Sloppy Joe's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21000,412-381-4300,,Wil E Tri and the Bluescasters
PA,15203.0,1306 E. Carson Street,,Pittsburgh,,Smiling Moose,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82314,412-431-4668,,Metal Night
PA,16066.0,1708 Route 228,,Cranberry,,Smokey Bones BBQ,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82098,724-772-7000,,DJ Brandon
PA,15224.0,630 S. Millvale Ave.,,Pittsburgh,,Sonny's Tavern,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82099,412-683-5844,http://groups.myspace.com/sonnystaverninpittsburgh.com,"DJ Hank D, DJ Spaed"
PA,15237.0,3385 Babcock Boulevard,,Ross,,Sunseri's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62426,412-364-1066,,The Contenders
PA,15203.0,2003 E. Carson St.,,Pittsburgh,,Tiki Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80080,412-381-8454,,College Night: Top 40/Hip Hop
PA,15301.0,595 W. High Street,,Washington,Hosted by Larry the Kidman,Trinity's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21551,724-852-2022,,Acoustic
PA,15144.0,1101 Pittsburgh Street,,Springdale,Hosted by Bighouse Pete & Doc,Valentine's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21552,724-274-9500,,Open Stage
PA,15132.0,3413 Versailles Ave,,McKeesport,With special guests.,The Viking Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79211,412-664-0297,,Tube City Dukes
PA,15203.0,2108 E. Carson Street,,Pittsburgh,Chico & guests. House & electro.,Z-Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53435,412-431-1800,http://www.zloungepgh.com,Taste:Z
PA,15090.0,10150 Old Perry Hwy.,,Wexford,,Billy's Roadhouse Bar &#38; Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82684,724-934-1177,,Mark Pipas
PA,15090.0,100 Village Club Dr.,,Wexford,,Grazie Restaurant & Events Center,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88196,724-934-7880,,Grazie Open Stage
PA,15203.0,1330 Bingham St.,,Pittsburgh,,Gypsy Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84237,412-381-4977,,The Gypsy Strings
PA,15146.0,4089 William Penn Hwy,,Monroeville,,Nardis Restaurant,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87499,412-372-1595,,Spider Rondinelli & the Pittsburgh Jazz Giants
PA,15222.0,2216 Penn Ave.,,Pittsburgh,Hip hop & downtempo.,Firehouse Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62440,412-434-1230,,Rob Chilldren
PA,15201.0,212 44th Street,,Pittsburgh,,Arsenal Bowling Lanes,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:69606,412-683-5993,http://www.arsenalbowl.com,Tito & Co.
PA,15206.0,126 S. Highland Avenue,,Pittsburgh,"DJ Vex & guests. Hip hop, dance & soul. Blue room.",AVA Bar &#38; Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:48066,412-363-8277,http://www.shadowlounge.net,Ready or Not
PA,15203.0,1327 E. Carson St.,,Pittsburgh,Electro/house/mashups.,Beehive,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82011,412-488-4483,http://www.beehivebuzz.com/,ZeldaLeft
PA,15017.0,3249 Washington Pike,,Bridgeville,,Bee'z Bistro &#38; Pub,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,,DJ Joe
PA,15222.0,719 Liberty Avenue,Dec. 3-4,Pittsburgh,25th Anniversary Tour.,Benedum Center,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88128,412-456-6666,http://www.pgharts.org,Mannheim Steamroller
PA,15222.0,655 Penn Avenue,,Pittsburgh,"DJ Jeff Shirey, DJ Carlton, DJ Paul Mitchell.",Cabaret at Theatre Square,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78343,412-456-6666,http://www.pgharts.org,Salsa Fridays
PA,15206.0,6001 Penn Ave.,,Pittsburgh,"Roots/reggae/dancehall w/ Vybz Machine Intl. Sound System, Fudgie Springer.",Capri Ristorante,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72290,412-362-1250,,Bombo Claat Fridays
PA,15139.0,215 Allegheny Ave.,,Oakmont,,Carnivores,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70036,412-820-7427,,DJ Xavier
PA,15233.0,900 Western Ave.,,Pittsburgh,,Cassis,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,http://www.cassispittsburgh.com,Kurt Giamatte
PA,15203.0,2339 E. Carson St.,,Pittsburgh,,Double Wide Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77506,412-390-1111,http://www.doublewidegrill.com,Survivor Open Mic Series
PA,15203.0,1500 East Carson,,Pittsburgh,,Elixir Ultralounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,,DJ Midas
PA,15237.0,9101 Perry Hwy.,,McCandless,Fiddler.,Fiddlers Bar &#38; Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85803,412-635-2300,,Graham Denmon
PA,15222.0,2216 Penn Ave.,,Pittsburgh,Bhangra.,Firehouse Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53415,412-434-1230,,Bombay Nights
PA,15120.0,519 E. Eighth Ave.,,Homestead,,Highrollers Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79252,412-205-3691,,Ol Skool Friday: DJ Tracey Lee
PA,15237.0,1501 Ingomar Road,Dec. 3-5,Franklin Park,"""The Christmas Spirit."" The Dec 4th performance will take place at the Fox Chapel Presbyterian Church, 384 Fox Chapel Rd.",Ingomar United Methodist Church,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88272,412-364-3613,,The Pittsburgh Concert Chorale
PA,15644.0,416 Clay Ave,,Jeannette,All genres of music welcome.,Keynote Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,,Open Stage
PA,15222.0,1400 Smallman St.,,Pittsburgh,DJ Bill Bara. Dance.,Krobar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53418,412-277-7615,,XBar
PA,15203.0,2204 East Carson Street,,Pittsburgh,DJ Doug.,Lava Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53421,412-431-5282,http://www.myspace.com/lavaloungepgh,'80s Dance Alternative
PA,15234.0,1100 Grove Rd.,,Castle Shannon,,Linden Grove,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81064,412-882-8687,http://www.thelindengrove.com,Souled Out
PA,15201.0,4421 Butler St.,,Pittsburgh,House & funk.,The New Amsterdam,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56456,412-682-6414,,"Mad Tom Brown, Colin Pierce"
PA,15137.0,3507 Fifth Ave.,,North Versailles,Hip hop & R&B.,Nigro's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55194,412-673-5155,,DJ Sarkaztic
PA,15213.0,226 Meyran Ave.,,Pittsburgh,"Underground hip hop, funk & soul.",Pittsburgh Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55068,412-687-3330,http://www.pittsburghcafe.com,DJ FunkNJunk
PA,15203.0,1224 E. Carson St.,,Pittsburgh,Hip hop & top 40.,Rumshakers,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,http://www.rumshakers-pgh.com,DJ Nitro
PA,15212.0,400 North Shore Dr.,Dec. 3-4,Pittsburgh,,Stage AE,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86965,,http://www.promowestlive.com/pittsburgh/,Girl Talk
PA,15238.0,364 Freeport Road,,Blawnox,Sponsored by Calliope.,Starlite Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:38897,412-828-9842,,Bluegrass Open Stage
PA,15644.0,312 Clay Ave.,,Jeanette,,Thunder Rolls,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,,DJ CJ
PA,15203.0,2003 E. Carson St.,,Pittsburgh,"Dance, hip hop, rock & top 40.",Tiki Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,,DJ Luke Duke
PA,15044.0,4109 Bakerstown Road,,Gibsonia,Top 40.,Tilt's Pub,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,http://www.tiltspub.com,DJ Dan Bogan
PA,15108.0,1300 Broadhead Rd.,,Coraopolis,,Viola's Pasta &#38; More,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80359,724-457-1471,,Johnny (Holiday) Pia
PA,15203.0,2108 E. Carson Street,,Pittsburgh,Terry Mullan. House.,Z-Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:60412,412-431-1800,http://www.zloungepgh.com,Ambition
PA,15206.0,6001 Penn Ave.,,Pittsburgh,Live jazz.,Capri Ristorante,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85182,412-362-1250,,Funk Friday Happy Hour
PA,15301.0,340 Racetrack Road,,Washington,,Holiday Inn Meadowlands,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77665,724-222-6200,,J.R. Rebelo
PA,15201.0,212 44th Street,,Pittsburgh,Karaoke 9 p.m.-12 a.m.; crowd favorites 12-2 a.m.,Arsenal Bowling Lanes,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:63622,412-683-5993,http://www.arsenalbowl.com,Tito & DJ Dave
PA,15237.0,1002 Perry Highway,,McCandless,,Perrytowne Draft House,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86649,412-367-9610,http://perrytownedrafthouse.com/,DJ Shane
PA,15001.0,1928 Irwin St.,,Aliquippa,,American Italian Club,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64901,724-375-3434,,Southern Star
PA,15206.0,126 S. Highland Avenue,,Pittsburgh,,AVA Bar &#38; Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:58315,412-363-8277,http://www.shadowlounge.net,African Night
PA,15201.0,4016 Butler Street,,Pittsburgh,"W/ DJs Thermos, Sean MC, & Jenny Jihad.",Belvedere's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74457,412-687-2555,,90s Nite
PA,15222.0,719 Liberty Avenue,Dec. 3-4,Pittsburgh,25th Anniversary Tour.,Benedum Center,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88128,412-456-6666,http://www.pgharts.org,Mannheim Steamroller
PA,15206.0,6001 Penn Ave.,,Pittsburgh,"Old school hip hop, R&B, funk, dance, soul.",Capri Ristorante,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78359,412-362-1250,,DJ Tee Jay & Special Guests
PA,15233.0,900 Western Ave.,,Pittsburgh,,Cassis,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,http://www.cassispittsburgh.com,Kurt Giamatte
,,,,,,,,,,
PA,15234.0,852 Sleepy Hollow Rd.,,Pittsburgh,,Duke's Station II,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57970,412-207-0354,,Bill Hill & The Local Talents
PA,15203.0,1500 East Carson,,Pittsburgh,,Elixir Ultralounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,,DJ Midas
PA,15224.0,4923 Penn Ave.,,Pittsburgh,Oldies.,Envy Night Club,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70965,412-512-2226,http://www.chefjtropical.com,DJ FRSH
PA,15063.0,Route 136,,Monongahela,,Fine's Castaway Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64838,724-258-2161,,Bill Couch
PA,15222.0,2216 Penn Ave.,,Pittsburgh,Global house.,Firehouse Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53417,412-434-1230,,DJ Strobe
PA,15237.0,1501 Ingomar Road,Dec. 3-5,Franklin Park,"""The Christmas Spirit."" The Dec 4th performance will take place at the Fox Chapel Presbyterian Church, 384 Fox Chapel Rd.",Ingomar United Methodist Church,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88272,412-364-3613,,The Pittsburgh Concert Chorale
PA,15203.0,2204 East Carson Street,,Pittsburgh,,Lava Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88314,412-431-5282,http://www.myspace.com/lavaloungepgh,Motown Getdown Soul Night w/ DJ Vex
PA,15084.0,1336 Saxonburg Blvd.,,Pittsburgh,Top 40.,Mad Dawgs,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:69609,,,DJ Dan Bogan
PA,15233.0,1815 Metropolitan Street,Dec. 4-5,Pittsburgh,,Manchester Craftsmen's Guild,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81837,412-322-1773,http://www.manchesterguild.org,Roberta Gambarini
PA,15222.0,140 Sixth St.,,Pittsburgh,,Olive Or Twist,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76454,412-255-0525,http://www.olive-twist.com/,The Vagrants
PA,15203.0,1224 E. Carson St.,,Pittsburgh,Hip hop & top 40.,Rumshakers,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53429,412-431-5910,http://www.rumshakers-pgh.com,DJ Cadillac
PA,15644.0,312 Clay Ave.,,Jeanette,,Thunder Rolls,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,,DJ CJ
PA,15203.0,2003 E. Carson St.,,Pittsburgh,"Dance, hip hop, rock & top 40.",Tiki Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,,DJ Luke Duke
PA,15203.0,2773 Sidney St.,,Pittsburgh,Salsa.,Tusca Global Tapas,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,http://www.tuscatapas.com/,DJ Bobby D
PA,15203.0,2108 E. Carson Street,,Pittsburgh,Chico & Nature. Old school hip hop & breaks.,Z-Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53441,412-431-1800,http://www.zloungepgh.com,Happy Ending
PA,15212.0,507 Foreland St.,,Pittsburgh,,Amani International Coffeehouse & Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57274,412-322-0647,,Open Talent
PA,15203.0,1908 E. Carson St.,,Pittsburgh,,The Inn'Termission,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87088,412-381-3497,,The Rhythm Aces
PA,15212.0,117 Sandusky Street,"Sat., Dec. 4, 7 & 9 p.m",Pittsburgh,,Andy Warhol Museum,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88093,412-237-8300,http://www.warhol.org,Nellie McKay
PA,15212.0,117 Sandusky Street,"Sat., Dec. 4, 7 & 9 p.m",Pittsburgh,,Andy Warhol Museum,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88093,412-237-8300,http://www.warhol.org,Nellie McKay
PA,15203.0,40 South 22nd St.,,Pittsburgh,Hosted by Bobby LaMonde.,Rugger's Pub,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87753,412-381-1330,http://www.pghrugby.com/ruggerspub,Rock n Roll Saturday Nights
PA,15203.0,1601 East Carson Street,,Pittsburgh,,Diesel,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55113,412-431-8800,http://www.dieselpgh.com/,DJ CK
PA,15206.0,5929 Baum Blvd.,,Pittsburgh,Rotating bands.,Tana Ethiopian Cuisine,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72594,412-665-2770,,R&B Night
PA,15201.0,212 44th Street,,Pittsburgh,,Arsenal Bowling Lanes,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57506,412-683-5993,http://www.arsenalbowl.com,DJ Swank Cat
PA,15233.0,900 Western Ave.,,Pittsburgh,,Cassis,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,http://www.cassispittsburgh.com,Kurt Giamatte
PA,15232.0,5442 Walnut St.,,Pittsburgh,"Chillout housey vibe, presented by aDesusParty.",Doc's Place,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83519,412-681-3713,http://www.docspalcepittsburgh.com,Soulful Sunday
PA,15202.0,512 Ohio River Blvd.,,Avalon,,East Coast House & Sports Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77163,412-766-0234,,Open Stage
PA,15205.0,4214 Steubenville Pike,,Crafton,,The Fireside Inn,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65468,412-921-5566,,Gary Prisby
PA,15237.0,1501 Ingomar Road,Dec. 3-5,Franklin Park,"""The Christmas Spirit."" The Dec 4th performance will take place at the Fox Chapel Presbyterian Church, 384 Fox Chapel Rd.",Ingomar United Methodist Church,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88272,412-364-3613,,The Pittsburgh Concert Chorale
,,,,,,,,,,
PA,15206.0,126 S. Highland Avenue,,Pittsburgh,Funk & soul.,AVA Bar &#38; Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78865,412-363-8277,http://www.shadowlounge.net,Ya Dig!
PA,15224.0,4412 Liberty Ave.,,Pittsburgh,,Bloomfield Bridge Tavern,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65256,412-682-8611,,Calliope Songwriter Open Stage
PA,15233.0,900 Western Ave.,,Pittsburgh,,Cassis,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,http://www.cassispittsburgh.com,Kurt Giamatte
PA,15035.0,825 Fifth Ave.,,East McKeesport,,Domlysella's Sports Bar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87170,412-646-9527,,Open Stage
PA,15136.0,6080 Steubenville Pike,,Robinson,,Downey's House,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83130,412-489-5631,,The Lou Ross Band feat. Bubs McKeg
PA,15201.0,4207 Butler Street,,Pittsburgh,Hosted By Mike Hammill.,Hambone's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86660,412-681-4318,http://www.hambonespub.com/,Acoustic Open Mic
PA,15698.0,132 March St.,,Yukon,,HQ 132,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72285,724-722-4450,,Randall & Gil
PA,15203.0,1707 E. Carson St.,,Pittsburgh,,Jimmy D's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80158,412-431-5095,,Open Stage
PA,15222.0,949 Liberty Ave.,,Pittsburgh,,Little E's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:60167,412-392-2217,,Tuesday Night Jazz Series w/ Tony Campbell
PA,15642.0,7 Irwin Plaza,,Irwin,Hosted by Mark Cyler.,Mr. Mike's Pub and Pizza,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77783,724-864-0444,http://www.mrmikesirwin.com,Open Stage
PA,15213.0,226 Meyran Ave.,,Pittsburgh,'80s-'90s dance.,Pittsburgh Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55067,412-687-3330,http://www.pittsburghcafe.com,DJ FunkNJunk
PA,15206.0,5972 Baum Blvd.,,Pittsburgh,Music by Hambone Jenkins. Hosted by Yah Lioness.,Shadow Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74425,412-363-8277,http://www.shadowlounge.net,Release: Live Open Mic
PA,15232.0,5744 Ellsworth Ave.,,Pittsburgh,,Spin Bartini and Ultralounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62505,412-362-7746,,Bensen & Pangikas
PA,15203.0,2773 Sidney St.,,Pittsburgh,Salsa.,Tusca Global Tapas,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,http://www.tuscatapas.com/,DJ Bobby D
PA,15106.0,1837 Washington St.,,Heidelberg,,Wright's Seafood Inn,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78678,412-279-7900,,Open Stage
