image,time,description,price,venueName,startDate,name,moreInfoLink,fullLocation
,12:00pm,"These innovative tours bring artists' voices directly to visitors, beginning with a short video clip of a featured artist, then moving into the galleries for viewing and discussion.",,SFMOMA,Ongoing,Spotlight Tours: SFMOMA,http://www.sfweekly.com/events/spotlight-tours-35770/,"151 Third St. (at Mission), San Francisco CA"
,10:30am,Kids aged 7-12 and their families tour the Legion of Honor's galleries before taking part in a hands-on creative workshop led by a professional artist.,"Free with museum entrance fee, free-$8",Legion of Honor,Ongoing,"""Doing and Viewing Art"": Legion of Honor",http://www.sfweekly.com/events/doing-and-viewing-art-9414/,"100 34th Ave. (at Clement), San Francisco CA"
,8:00pm,,,Club 21,Ongoing,"""Glitter Train""",http://www.sfweekly.com/events/glitter-train-1912469/,"2111 Franklin (at 21st St.), Oakland CA"
,1:00pm,Each week kids and parents can participate in artistic activities that illuminate some aspect of science.,$3 per person,Randall Museum,Ongoing,"""Drop-In Art and Science Workshops"": Randall Museum",http://www.sfweekly.com/events/drop-in-art-and-science-workshops-9066/,"199 Museum (at Roosevelt), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4503441.1.jpg,8:00pm,,,Endup,Ongoing,"""Sunday Sessions""",http://www.sfweekly.com/events/sunday-sessions-56366/,"401 Sixth St. (at Harrison), San Francisco CA"
,1:00pm,"Ongoing weekly drop-in, hands-on art and science workshops.",Free-$3,Randall Museum,Ongoing,"""Saturdays Are Special"": Randall Museum",http://www.sfweekly.com/events/saturdays-are-special-9556/,"199 Museum (at Roosevelt), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/2945799.1.jpg,9:00pm,With host Simone Campbell.,$5,White Horse Inn,Ongoing,Sarcastic Sundays,http://www.sfweekly.com/events/sarcastic-sundays-952663/,"6551 Telegraph (at 66th St.), Oakland CA"
,4:00pm,Weekly organ concerts.,free,Legion of Honor,Ongoing,Organ Concert,http://www.sfweekly.com/events/organ-concert-88094/,"100 34th Ave. (at Clement), San Francisco CA"
,,"Get in free to the Legion of Honor every Tuesday, thanks to a grant from the Ford Motor Co.",Free,Legion of Honor,Ongoing,Ford Free Tuesdays: Legion of Honor,http://www.sfweekly.com/events/ford-free-tuesdays-9822/,"100 34th Ave. (at Clement), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4455343.1.jpg,10:30pm,w/ DJs Pink Lightning & Rapid Fire,$3,Make-Out Room,Ongoing,"""Stay Gold""",http://www.sfweekly.com/events/stay-gold-682803/,"3225 22nd St. (at Mission), San Francisco CA"
,,The museum hosts drop-in workshops featuring hands-on projects led by arts and media professionals.,,Zeum,Ongoing,Saturday Workshops at Zeum: Zeum,http://www.sfweekly.com/events/saturday-workshops-at-zeum-29214/,"221 Fourth St. (at Howard), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4701706.1.jpg,9:00pm,,,Lookout,Ongoing,"""Poppers""",http://www.sfweekly.com/events/poppers-2002202/,"3600 16th St. (at Noe), San Francisco CA"
,1:00pm,"An intensive monthly workshop for aspiring comic artists, writers, and fans of the medium, taught by a professional cartoonist focusing on an area of his or her expertise.",$40-$50,Cartoon Art Museum,Ongoing,Monthly Cartooning Classes for Adults: Cartoon Art Museum,http://www.sfweekly.com/events/monthly-cartooning-classes-for-adults-20824/,"655 Mission (at New Montgomery), San Francisco CA"
,11:00am,Each month this special family program presents an activity connected with Asian art and customs.,Free,Asian Art Museum,Ongoing,Target Tuesday Family Program: Asian Art Museum,http://www.sfweekly.com/events/target-tuesday-family-program-19798/,"200 Larkin (at McAllister), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4455355.1.jpg,10:00pm,,$5,Deco Lounge,Ongoing,"""Duplicity Presents""",http://www.sfweekly.com/events/duplicity-presents-1858680/,"510 Larkin (at Turk), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4455355.1.jpg,9:00pm,A big gay dance night for big gay fellas.,$5-$7,Deco Lounge,Ongoing,"""Bearracuda""",http://www.sfweekly.com/events/bearracuda-237829/,"510 Larkin (at Turk), San Francisco CA"
,,Works by self-taught artists in Ghana who created movie posters for local screenings.,,Museum of Craft & Folk Art,Ongoing,"""Replay: From Traditional to Contemporary Art in Ghana"": Museum of Craft & Folk Art",http://www.sfweekly.com/events/replay-from-traditional-to-contemporary-art-in-ghana-1327720/,"51 Yerba Buena (at Mission), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4532538.1.jpg,9:00pm,w/ DJ Noelle Skool,free,Lexington Club,Ongoing,"""Shwing""",http://www.sfweekly.com/events/shwing-1993685/,"3464 19th St. (at Valencia), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4455355.1.jpg,9:00pm,w/ Ginger Snap & Her Snap Dragons,$5,Deco Lounge,Ongoing,"""Snap-a-licious!""",http://www.sfweekly.com/events/snap-a-licious--1110670/,"510 Larkin (at Turk), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,,"Visit the new barn owl, Swainson&#146;s hawk, and turkey vulture, as conditions present.",,California Academy of Sciences,Ongoing,Raptors at the Academy: California Academy of Sciences,http://www.sfweekly.com/events/raptors-at-the-academy-1651977/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
,8:00am,Guided bird-watching expedition; attendees are encouraged to bring binoculars.,,San Francisco Botanical Garden Bookstore,Ongoing,Monthly Birding Walks,http://www.sfweekly.com/events/monthly-birding-walks-37776/,"1260 Ninth Ave. (at Lincoln), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,12:30pm,Explore curious and extraordinary animals.,,California Academy of Sciences,Ongoing,Extreme Life Mysteries: California Academy of Sciences,http://www.sfweekly.com/events/extreme-life-mysteries-1991497/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,,This 25-minute 3-D film was shot on location in the creepy-crawly tropical forests of Borneo. Every hour on the hour.,,California Academy of Sciences,Ongoing,Bugs!: California Academy of Sciences,http://www.sfweekly.com/events/bugs--1194671/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,,Pick up clues in the Naturalist Center.,,California Academy of Sciences,Ongoing,Discover Africa's Secrets: California Academy of Sciences,http://www.sfweekly.com/events/discover-africas-secrets-1991499/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
,,A mural of community photos and objects that reflect the flavor of Jewish life in the Bay Area.,,Contemporary Jewish Museum,Ongoing,"""Being Jewish: A Bay Area Portrait"": Contemporary Jewish Museum",http://www.sfweekly.com/events/being-jewish-a-bay-area-portrait-1102163/,"736 Mission (at Third St.), San Francisco CA"
,,A major exhibition area with 30  biology exhibits and demonstrations that help visitors understand the fundamental elements common to all living things from humans to amoebas.,,Exploratorium,Ongoing,"""Traits of Life"": Exploratorium",http://www.sfweekly.com/events/traits-of-life-18029/,"3601 Lyon (at Marina), San Francisco CA"
,,"Tours of the collections occur Tuesday through Sunday at various times. Contact museum for times and topics. Free after museum admission, and no reservations required.",,Legion of Honor,Ongoing,Legion of Honor Docent Tours: Legion of Honor,http://www.sfweekly.com/events/legion-of-honor-docent-tours-568632/,"100 34th Ave. (at Clement), San Francisco CA"
,,Porcelain from England and continental Europe.,,Legion of Honor,Ongoing,Reinstallation of the Bowles Porcelain Gallery: Legion of Honor,http://www.sfweekly.com/events/reinstallation-of-the-bowles-porcelain-gallery-1734759/,"100 34th Ave. (at Clement), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3128800.47.jpg,,"Did you know that when the Golden Gate Bridge gets hot, it sits low in the saddle? Course you didn&#146;t: You don&#146;t have a Bridge Thermometer, which looks like one of those scenic coin-op binoculars crossed with a first-person shooter. Peer into it (no coin needed!) and it shows the temperature of the bridge and, as a result, how low-slung or high-riding it is; if it&#146;s 100 degrees out, you&#146;ll find the bridge has dropped a full 12 feet. Only one BT exists, and the Outdoor Exploratorium has it. The Exploratorium folks made it themselves, of course, along with 19 other exhibits that take advantage of the immediate environment: the crazy winds, the roll of the waves, the organisms stuck to the pier pilings, the salinity of the water (which you can sample). All of them sit around Fort Mason. We particularly like the Wave Oscilloscope, which attaches a stylus to a loose piling, imprinting the sway of the waves into a container of sand, as well as the giant Wind Arrows, which confirm your assumptions that our bay winds are all schizophrenics bent on multidirectional anarchy in the low sky.     <p>The Outdoor Exploratorium is unveiled today for an ongoing run. Grab a map either at the Exploratorium or at Fort Mason Center, Building A, (Marina and Buchanan), S.F.",,Exploratorium,Ongoing,Outdoor Exploratorium: Exploratorium,http://www.sfweekly.com/events/outdoor-exploratorium-1381940/,"3601 Lyon (at Marina), San Francisco CA"
,,"Included among the items on display are antique fire extinguishers, old uniforms, cast-iron replicas of historic fire engines, hooks, ladders, and other ephemera.",Free,San Francisco Fire Museum,Ongoing,"""Permanent Exhibits"": San Francisco Fire Museum",http://www.sfweekly.com/events/permanent-exhibits-17453/,"655 Presidio (at Bush), San Francisco CA"
,,"An exhibition of the 246-plus objects acquired by the Architecture and Design Department since 2006. Typically, the museum can present only a selection of its holdings, but here everything it collected in a two-year period is on display -- at least everything in a single department.",,SFMOMA,Ongoing,"""246 and Counting: Recent Architecture + Design Acquisitions"": SFMOMA",http://www.sfweekly.com/events/246-and-counting-recent-architecture-design-acquisitions-1102140/,"151 Third St. (at Mission), San Francisco CA"
,,Kerry James Marshall works with painters from San Francisco's Precita Eyes Mural Arts Center.,,SFMOMA,Ongoing,"""Art in the Atrium: Kerry James Marshall"": SFMOMA",http://www.sfweekly.com/events/art-in-the-atrium-kerry-james-marshall-1327731/,"151 Third St. (at Mission), San Francisco CA"
,,The exhibit spotlights more than a century of dance in the Golden State with photographs and programs.,,Museum of Performance & Design,Ongoing,"""150 Years of Dance in California"": Museum of Performance & Design",http://www.sfweekly.com/events/150-years-of-dance-in-california-20629/,"401 Van Ness (at McAllister), San Francisco CA"
,,An exhibition of photographs from SFMOMA's own collection that illustrate a wide range of photographic styles.,,SFMOMA,Ongoing,"""Picturing Modernity: Selections from the SFMOMA Collection"": SFMOMA",http://www.sfweekly.com/events/picturing-modernity-selections-from-the-sfmoma-collection-17426/,"151 Third St. (at Mission), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,,Go beyond the public exhibit spaces.,,California Academy of Sciences,Ongoing,Platinum Behind-the-Scenes Tour: California Academy of Sciences,http://www.sfweekly.com/events/platinum-behind-the-scenes-tour-1793216/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
,10:00am-5:00pm,Letters selected from the center's archives that detail the harrowing danger of living in Nazi-occupied Europe.,Free,The Holocaust Center of Northern California,Ongoing,"""Letters: 1938-1946"": The Holocaust Center of Northern California",http://www.sfweekly.com/events/letters-1938-1946-23487/,"121 Steuart, San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,,Watch as the Academy's flightless friends are offered their breakfast and lunch.,,California Academy of Sciences,Ongoing,Penguin Feeding: California Academy of Sciences,http://www.sfweekly.com/events/penguin-feeding-1194664/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
,,Trained museum docents offer general introductions to the museum's collections as well as tours that highlight special exhibitions.,Free with museum admission,Asian Art Museum,Ongoing,Gallery Tours: Asian Art Museum,http://www.sfweekly.com/events/gallery-tours-21867/,"200 Larkin (at McAllister), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,,Scientists dive into the Academy's live coral tank and offer live explanations of its denizens.,,California Academy of Sciences,Ongoing,Coral Reef Dive: California Academy of Sciences,http://www.sfweekly.com/events/coral-reef-dive-1194662/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,11:30am-4:30pm,"Float through the roof of the Academy's building, zoom through the atmosphere, and gain an astronaut's view of Earth in the Planetarium's inaugural digital feature, narrated by Sigourney Weaver.",,California Academy of Sciences,Ongoing,Fragile Planet: California Academy of Sciences,http://www.sfweekly.com/events/fragile-planet-1194668/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
,,Explore the sculptures in SFMOMA's Rooftop Garden. Available as podcast and MP3.,,SFMOMA,Ongoing,Rooftop Garden Audio Tour: SFMOMA,http://www.sfweekly.com/events/rooftop-garden-audio-tour-1838244/,"151 Third St. (at Mission), San Francisco CA"
,,Take a tour with a handheld touchscreen device.,,SFMOMA,Ongoing,Making Sense of Modern Art Mobile: SFMOMA,http://www.sfweekly.com/events/making-sense-of-modern-art-mobile-1838245/,"151 Third St. (at Mission), San Francisco CA"
,,There's an app for that.,,SFMOMA,Ongoing,Rooftop Garden iPhone Tour: SFMOMA,http://www.sfweekly.com/events/rooftop-garden-iphone-tour-1838246/,"151 Third St. (at Mission), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,11:00am,Listen to stories about nature and science.,,California Academy of Sciences,Ongoing,Children's Storytime: Ages 2-5: California Academy of Sciences,http://www.sfweekly.com/events/childrens-storytime-ages-2-5-1634588/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3162054.47.jpg,1:30pm,"Anyone who has neglected to visit the new California Academy of Sciences is severely missing out, and not even because of the famous undulating grassy roof. One of the first sights to greet visitors is also one of the best: the Mangrove Lagoon holds those vicious angels, the stingrays and the smaller sharks. You may already know about the museum's hilarious daily penguin feedings (side note: Why does the phrase ""vitamin-stuffed herring"" sound delicious sometimes?), but the rays and sharks also must eat. Twice a week at the Lagoon Feeding, the rays get a seafood platter -- chopped clams and shrimp and squid and stuff -- and the sharks dine on those multivitamin fish. Usually, the lagoon is peaceful, with all its inhabitants gliding around harmoniously. But if you want to see some action, go during lunch.",free-$24.95,California Academy of Sciences,Ongoing,Lagoon Feeding: California Academy of Sciences,http://www.sfweekly.com/events/lagoon-feeding-1391856/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,6:00pm,One-hour behind-the-scenes tour.,,California Academy of Sciences,Ongoing,NightLife VIP Tour: California Academy of Sciences,http://www.sfweekly.com/events/nightlife-vip-tour-1793218/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
,12:30pm,Features viewing and discussion.,,SFMOMA,Ongoing,The Painting and Sculpture Collection Tour: SFMOMA,http://www.sfweekly.com/events/the-painting-and-sculpture-collection-tour-1838243/,"151 Third St. (at Mission), San Francisco CA"
,5:00pm,"An art-focused happy hour, with special performances and hands-on activities plus cheap admission.",free-$10,de Young Museum,Ongoing,"""Friday Nights at the de Young"": de Young Museum",http://www.sfweekly.com/events/friday-nights-at-the-de-young-214684/,"50 Hagiwara Tea Garden (at JFK, in Golden Gate Park), San Francisco CA"
,10:30am,Children aged 3 1/2 to 6 and their parents take a gallery tour and then participate in a related hands-on art activity.,"Free with museum admission, free-$8",Legion of Honor,Ongoing,"""Big Kids/Little Kids"": Legion of Honor",http://www.sfweekly.com/events/big-kids-little-kids-9409/,"100 34th Ave. (at Clement), San Francisco CA"
,,"A family-oriented tour through a particular exhibit, followed by a retelling of stories related to the exhibits.",Free with museum admission,Asian Art Museum,Ongoing,"""Asian Art Museum Storytelling"": Asian Art Museum",http://www.sfweekly.com/events/asian-art-museum-storytelling-9288/,"200 Larkin (at McAllister), San Francisco CA"
,1:00pm,Drop in to make arts and crafts pieces related to the museum's current exhibits.,Free with museum admission,Asian Art Museum,Ongoing,"""Family Art Encounter"": Asian Art Museum",http://www.sfweekly.com/events/family-art-encounter-9289/,"200 Larkin (at McAllister), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,3:30pm,"Meet snakes, hissing cockroaches, turtles, and more.",,California Academy of Sciences,Ongoing,Live Animal Demonstrations: California Academy of Sciences,http://www.sfweekly.com/events/live-animal-demonstrations-1634581/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/2038596.47.jpg,8:00pm,"Truss up your breeches for this one: The ships down at Fisherman's Wharf are well known to children and tourists, but once a month, in the dead of night, locals creep to the C.A. Thayer and the Balclutha. For 20 years, the National Parks Service has hosted the Chantey Sing on these two honorable old tallships, both quite genuine, having sailed these ill-tempered waters for decades before their current use as educational museums. The Chantey Sing is your chance to bundle up, tote your cider mug, and make some sea captain jokes on the way there. Once aboard, though, you'll wise up, as the ghosts, the black water, and the creaking start to get to you. Luckily, you're not alone. There'll be nearly a hundred mateys there in the hold with you, all belting out the ancient rimes, swinging their jolly mugs in time.","free, but reservations are required",Hyde Street Pier,Ongoing,Chantey Sing: Hyde Street Pier,http://www.sfweekly.com/events/chantey-sing-969375/,"Hyde (at Jefferson), San Francisco CA"
,,Make art with your kids. Every Sunday from 1 to 3 p.m.,,Contemporary Jewish Museum,Ongoing,Drop-in Art Making: Contemporary Jewish Museum,http://www.sfweekly.com/events/drop-in-art-making-1428295/,"736 Mission (at Third St.), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,,Nature-themed craft-making.,,California Academy of Sciences,Ongoing,Family Nature Crafts: California Academy of Sciences,http://www.sfweekly.com/events/family-nature-crafts-1634582/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,2:15pm,"Explore the natural world through stories, experiments, games, and crafts.",,California Academy of Sciences,Ongoing,Science Adventures: Ages 6-10: California Academy of Sciences,http://www.sfweekly.com/events/science-adventures-ages-6-10-1634583/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,3:00pm,Learn about the Mangrove Lagoon&#146;s shallow reef residents.,,California Academy of Sciences,Ongoing,Sharks and Rays: California Academy of Sciences,http://www.sfweekly.com/events/sharks-and-rays-1991498/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,3:30pm,Learn about the 2.5-acre living roof.,,California Academy of Sciences,Ongoing,Explore the Living Roof with Naturalists: California Academy of Sciences,http://www.sfweekly.com/events/explore-the-living-roof-with-naturalists-1449265/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4844867.45.jpg,,The museum is free to the public on the third Wednesday of each month.,,California Academy of Sciences,Ongoing,Wachovia Wednesday: California Academy of Sciences,http://www.sfweekly.com/events/wachovia-wednesday-1324485/,"55 Music Concourse (at Martin Luther King Jr., in Golden Gate Park), San Francisco CA"
,11:00am,Investigate the science behind toys at this monthly event.,free with museum admission,Exploratorium,Ongoing,"""The Physics of Toys"": Exploratorium",http://www.sfweekly.com/events/the-physics-of-toys-26393/,"3601 Lyon (at Marina), San Francisco CA"
,,Features gallery tours for the whole family and a hands-on art project. Family tours begin at 1 and 3 p.m. in the Koret Center Studio; screenings and readings take place at 2 p.m. in the Koret Center Learning Lounge.,,SFMOMA,Ongoing,The Family Studio: SFMOMA,http://www.sfweekly.com/events/the-family-studio-774506/,"151 Third St. (at Mission), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3971165.1.jpg,9:00pm,With Belles du Jour & burlesque guests.,free,Stork Club,Ongoing,"""First Friday Follies""",http://www.sfweekly.com/events/first-friday-follies-1179749/,"2330 Telegraph (at 23rd St.), Oakland CA"
http://vvoice.vo.llnwd.net/e15/4532541.1.jpg,7:30pm-9:00pm,"w/ Dottie Lux, Val Killmore, & more",$5-$10,El Rio,Ongoing,Red Hots Burlesque,http://www.sfweekly.com/events/red-hots-burlesque-1004243/,"3158 Mission (at Precita), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3971168.1.jpg,3:30pm,A monthly cabaret singer's workshop with piano accompaniment by Alan Choy.,free,Martuni's,Ongoing,Song of the Month Club,http://www.sfweekly.com/events/song-of-the-month-club-1829934/,"4 Valencia (at Market), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4553612.1.jpg,9:00pm,,$5,Club Deluxe,Ongoing,Little Minsky&#146;s Burlesque & Variety Show,http://www.sfweekly.com/events/little-minskyand-146-s-burlesque-and-variety-show-907735/,"1509 Haight (at Ashbury), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4652025.47.jpg,10:00pm,"The current surge of early-reggae and R&B club nights in town shows that the '60s are finally back in an authentic, non-Boomer-centric way. For the last few years, the twice-monthly Saturday Night Soul Party has maintained a spot on the top of the heap. DJs Phengren, Paul Paul, and Pink Panzer throw down a relentless mix of obscure, stomping vocal 45s released by the hundreds of wannabe Motown and Stax labels that littered the landscape way back when. Don't let the sharp-cut suits in the crowd streaming through the door fool you &#151; this crew comes to sweat. &#151; Ron Nachmann",$10 ($5 in formal attire),Elbo Room,Ongoing,"""Saturday Night Soul Party""",http://www.sfweekly.com/events/saturday-night-soul-party-1035399/,"647 Valencia (at 18th St.), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3430080.47.jpg,9:30pm,"A few months ago the Examiner quoted a restaurant consultant's report decrying the music at Yoshi's: ""No soul, no funk, no personality."" Ouch. Had none of those surveyed been to Yoshi's Fillmore outpost on a Tuesday? That's when Bay Vibes hosts its weekly Late Night Live event, at which bands like Spaceheater's Blast Furnace, Black Quarterback, and others bring their informal intermixes of jazz, Latin, soul, funk, and &#150; can you believe it? &#150; actual personality to the lounge area stage. OK, so it might not be a crunk dusk-to-dawn rager with OutKast and Bootsy Collins. An all-night Bootzilla bash would cost you a helluva lot more than Late Night Live's ultra-low $3 entry fee, though. While Yoshi's can definitely get spendy, this could be the most affordable source of Fillmore District funk since the '70s ended. &#151; J. Graham",$3,Yoshi's San Francisco,Ongoing,"""Late Night Live Tuesdays""",http://www.sfweekly.com/events/late-night-live-tuesdays-1534219/,"1330 Fillmore (at Eddy), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4690926.47.jpg,10:00pm,"Plenty of local club promoters are slaves to nostalgia, but not the folks behind The Leak. The large group of resident DJs dedicate their night at Sixth & Market's premier refurbished watering hole, The Showdown, to only the newest of the new. Every month SamFM, Roost Uno, and company bring in the hottest unreleased and unheard beats and bangers &#151; enlightening your musical mind while you sip on $5 cocktails all night long. And keep your eyes peeled, The LOWSF crew warned us, ""Next month we plan on trashing this whole piece of history and bringing in an entirely different animal."" &#151; Patric Fallon",$3,Showdown,Ongoing,"""The Leak""",http://www.sfweekly.com/events/the-leak-1930375/,"10 Sixth St. (at Market), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4652026.47.jpg,10:00pm,"The current surge of early-reggae and R&B club nights in town shows that the '60s are finally back in an authentic, non-Boomer-centric way. For the last few years, the twice-monthly Saturday Night Soul Party has maintained a spot on the top of the heap. DJs Phengren, Paul Paul, and Pink Panzer throw down a relentless mix of obscure, stomping vocal 45s released by the hundreds of wannabe Motown and Stax labels that littered the landscape way back when. Don't let the sharp-cut suits in the crowd streaming through the door fool you &#151; this crew comes to sweat. &#151; Ron Nachmann",$10 ($5 in formal attire),Elbo Room,Ongoing,"""Saturday Night Soul Party""",http://www.sfweekly.com/events/saturday-night-soul-party-1676506/,"647 Valencia (at 18th St.), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4417551.1.jpg,9:00pm,,free,Wish,Ongoing,"""Bridge the Gap""",http://www.sfweekly.com/events/bridge-the-gap-1736647/,"1539 Folsom (at 11th St.), San Francisco CA"
,9:00pm,,,Harlot,Ongoing,"""ReStyle""",http://www.sfweekly.com/events/restyle-1338312/,"46 Minna (at First St.), San Francisco CA"
,9:00pm,w/ resident DJs Rebs & Conshus,$5-$10,19 Broadway,Ongoing,"""First Friday""",http://www.sfweekly.com/events/first-friday-1574457/,"17 Broadway (at Pacheco), Fairfax CA"
,10:00pm,,,330 Ritch,Ongoing,"""Nineteen Ninety-Now""",http://www.sfweekly.com/events/nineteen-ninety-now-1374763/,"330 Ritch (at Townsend), San Francisco CA"
,10:00pm,,,Bollyhood Cafe,Ongoing,"""Favela Soul Party""",http://www.sfweekly.com/events/favela-soul-party-1564759/,"3372 19th St. (at Mission), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4115486.1.jpg,10:00pm,w/ DJs Nicky B & Derrick Love,$5,Underground SF,Ongoing,"""Gemini Disco""",http://www.sfweekly.com/events/gemini-disco-1211766/,"424 Haight (at Webster), San Francisco CA"
,10:00pm,,,Element Lounge,Ongoing,"""Rewind""",http://www.sfweekly.com/events/rewind-1145503/,"1028 Geary (at Polk), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3971161.1.jpg,5:00pm-9:00pm,vintage scooter ride after-party with resident DJs Dr. Scott & Revival Sound System,,The Knockout,Ongoing,"""The Sunday Soulcial""",http://www.sfweekly.com/events/the-sunday-soulcial-1963976/,"3223 Mission (at Valencia), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3577652.47.jpg,9:00am,"Sometimes it seems like we have it so good around here. Even our volunteer work is relatively glamorous -- no cleaning up the local toxic dump or working with corny religious charities for us! (Even our religious charities are cool, as in Glide Church.) Instead, we can hoof it out to the gorgeous reclaimed military installation and throw our shoulders into habitat restoration. This might include tearing out old invasive plants (usually in the summer months), or replanting native species (winter). If you're espcially lucky, you might do the delicate, important job of seed collecting, which probably makes you feel like a rad scientist-Earth-goddess-glow-being. It's all organized by a coalition of park services and the Presidio Trust, who together have been running the former post since it demilitarized in 1994. Yep, we have it good around here.",free,Multiple San Francisco locations,Ongoing,Presidio Park Stewards,http://www.sfweekly.com/events/presidio-park-stewards-9618/,"multiple addresses, San Francisco CA"
,9:00am,"Help maintain the beautiful and varied habitat of the Marin Headlands by controlling invasive plants, collecting seeds, and otherwise protecting the local plants and animals. Call for information and work sites.",,Multiple San Francisco locations,Ongoing,Rodeo Valley Stewards,http://www.sfweekly.com/events/rodeo-valley-stewards-9693/,"multiple addresses, San Francisco CA"
,5:00pm,"Each week friendly bikers meet to stuff envelopes, make phone calls, and perform other tasks in service of easing the difficulties of city bike-riding.",,San Francisco Bicycle Coalition,Ongoing,Volunteer Night for the San Francisco Bicycle Coalition,http://www.sfweekly.com/events/volunteer-night-for-the-san-francisco-bicycle-coalition-9627/,"995 Market (at  Fourth St.), suite 1550, San Francisco CA"
,8:00am,"Help keep the zoo beautiful by picking up trash, painting, and taking care of foliage in this monthly event. Participants receive a coupon for a free steam train ride.",,San Francisco Zoo,Ongoing,Renew the Zoo Volunteer Workdays,http://www.sfweekly.com/events/renew-the-zoo-volunteer-workdays-9698/,"1 Zoo (at Skyline), San Francisco CA"
,,Jewish Family and Children's Services in San Francisco is seeking volunteers to drive seniors to medical appointments and grocery shopping. Call for more information or email debbig@jfcs.org.,,Jewish Family and Children's Services,Ongoing,Be the Wheels for a Senior,http://www.sfweekly.com/events/be-the-wheels-for-a-senior-38524/,"2150 Post (at Scott), San Francisco CA"
,,"Prepare and deliver hearty Jewish meals to people with AIDS, chronic illness, or disabilities. Call for information or e-mail rachelk@jfcs.org.",,Jewish Family and Children's Services,Ongoing,Chicken Soupers,http://www.sfweekly.com/events/chicken-soupers-38525/,"2150 Post (at Scott), San Francisco CA"
,,"Help ensure the survival of the threatened Western snowy plover by walking on Ocean Beach, spotting and counting the birds. Call for information.",,Ocean Beach,Ongoing,Snowy Plover Monitoring,http://www.sfweekly.com/events/snowy-plover-monitoring-9625/,"Great Highway (between Fulton & Lincoln), San Francisco CA"
