moreInfo,latitude,hours,phone,venueLink,longitude,state,endDate,image,name,address,city,startDate,price,description,time,venue
http://www.thestranger.com/seattle/Event?event=2517995,47.61454,Daily 2 pm-2 am,(206) 323-1525,http://www.thestranger.com/seattle/cuff-complex/Location?oid=24134,-122.3157,WA,03/04/2011,,C&W Dancing:                                       DJ Harmonix,1533 13th Ave &nbsp;&nbsp;,Seattle,03/04/2011,,,7 pm.,Cuff Complex
http://www.thestranger.com/seattle/Event?event=6956237,47.61454,Daily 2 pm-2 am,(206) 323-1525,http://www.thestranger.com/seattle/cuff-complex/Location?oid=24134,-122.3157,WA,03/05/2011,,Mardi Gras Party Bear Heat:                                       DJ Mattstands,1533 13th Ave &nbsp;&nbsp;,Seattle,03/05/2011,,,,Cuff Complex
http://www.thestranger.com/seattle/Event?event=3658986,47.61359,,(206) 728-4053,http://www.thestranger.com/seattle/juju/Location?oid=568021,-122.34463,WA,03/05/2011,,"Tighten Up:                                       Neight1000, DJ 100Proof",2224 Second Ave &nbsp;&nbsp;,Seattle,03/05/2011,Free,,,Juju
http://www.thestranger.com/seattle/Event?event=52080,47.61363,,(206) 441-5660,http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,-122.34468,WA,03/05/2011,,DJ Matt,2226 Second Ave &nbsp;&nbsp;,Seattle,03/05/2011,,,,Lava Lounge
http://www.thestranger.com/seattle/Event?event=52037,47.61431,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,http://www.thestranger.com/seattle/neighbours/Location?oid=23893,-122.321,WA,03/05/2011,,Powermix:                                       DJ Randy Schlager,1509 Broadway &nbsp;&nbsp;,Seattle,03/05/2011,,,,Neighbours
http://www.thestranger.com/seattle/Event?event=6454988,47.61264,"Lunch Tue-Fri 11:30 am-3 pm; Fri-Sat 4 pm-2 am, Sun-Thu 5 pm-2 am",(206) 956-9329,http://www.thestranger.com/seattle/ohana-restaurant-and-sushi-bar/Location?oid=165251,-122.34565,WA,03/05/2011,,Funk House:                                       DJ Bean One,2207 1st Ave &nbsp;&nbsp;,Seattle,03/05/2011,,,,'Ohana Restaurant & Sushi Bar
http://www.thestranger.com/seattle/Event?event=6957637,47.61268,,(206) 374-3733,http://www.thestranger.com/seattle/see-sound-lounge/Location?oid=25076,-122.34491,WA,03/05/2011,,"James Talk, Tiger Bomb, Malek Chalabi, Guests",115 Blanchard St &nbsp;&nbsp;,Seattle,03/05/2011,,,,See Sound Lounge
http://www.thestranger.com/seattle/Event?event=1469240,47.60337,,(206) 447-7704,http://www.thestranger.com/seattle/contour/Location?oid=23990,-122.33521,WA,03/06/2011,,"Broken Gooves:                                       Rob Cravens, MC Pupil, PressHa, Trona",807 First Ave &nbsp;&nbsp;,Seattle,03/06/2011,,,,Contour
http://www.thestranger.com/seattle/Event?event=1799774,47.61454,Daily 2 pm-2 am,(206) 323-1525,http://www.thestranger.com/seattle/cuff-complex/Location?oid=24134,-122.3157,WA,03/06/2011,,Tea Dance:                                       John England,1533 13th Ave &nbsp;&nbsp;,Seattle,03/06/2011,$5 after 6PM,,,Cuff Complex
http://www.thestranger.com/seattle/Event?event=6945573,47.61431,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,http://www.thestranger.com/seattle/neighbours/Location?oid=23893,-122.321,WA,03/05/2011,,Mardi Gras Hot Flash:                                       Guests,1509 Broadway &nbsp;&nbsp;,Seattle,03/05/2011,$10,,6 pm.,Neighbours
http://www.thestranger.com/seattle/Event?event=52081,47.61363,,(206) 441-5660,http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,-122.34468,WA,03/06/2011,,No Come Down:                                       Jimi Crash,2226 Second Ave &nbsp;&nbsp;,Seattle,03/06/2011,,,,Lava Lounge
http://www.thestranger.com/seattle/Event?event=6961139,47.6235,,(206) 323-9898,http://www.thestranger.com/seattle/liberty/Location?oid=178387,-122.3128,WA,03/06/2011,,Listen @ Liberty:                                       Guest DJs spinning local music,517 15th Ave E &nbsp;&nbsp;,Seattle,03/06/2011,Free,,,Liberty
http://www.thestranger.com/seattle/Event?event=1027163,47.6141,,(206) 324-7263,http://www.thestranger.com/seattle/halo/Location?oid=99842,-122.3255,WA,03/05/2011,,All Ages Swing Dance:                                       DJ Mark Kihara,"500 E Pike St, Second Floor &nbsp;&nbsp;",Seattle,03/05/2011,$7,,9 pm.,HaLo
http://www.thestranger.com/seattle/Event?event=52038,47.61431,,324-5358,http://www.thestranger.com/seattle/neighbours-underground/Location?oid=24964,-122.321,WA,03/06/2011,,Nocha Latina:                                       DJ Luis,1509 Broadway &nbsp;&nbsp;,Seattle,03/06/2011,,,,Neighbours Underground
http://www.thestranger.com/seattle/Event?event=4671508,47.61268,,(206) 374-3733,http://www.thestranger.com/seattle/see-sound-lounge/Location?oid=25076,-122.34491,WA,03/06/2011,,Salsa:                                       DJ Nick,115 Blanchard St &nbsp;&nbsp;,Seattle,03/06/2011,,,,See Sound Lounge
http://www.thestranger.com/seattle/Event?event=51700,47.61486,"Mon-Fri 7 am-2 am, Sat-Sun 8:30 am-2 am",(206) 625-4444,http://www.thestranger.com/seattle/baltic-room/Location?oid=23875,-122.32838,WA,03/07/2011,,"Jam Jam:                                       DJ Collage, Element",1207 Pine St &nbsp;&nbsp;,Seattle,03/07/2011,,,,Baltic Room
http://www.thestranger.com/seattle/Event?event=6957476,0.0,,,http://www.thestranger.com/seattle/triple-door/Location?oid=6623820,0.0,WA,03/06/2011,,"Musicquarium:                                       DJ Jigsy, Matsui",,,03/06/2011,Free,,9 pm.,Triple Door
http://www.thestranger.com/seattle/Event?event=4124361,47.61396,,(206) 709-9951,http://www.thestranger.com/seattle/moe-bar/Location?oid=242778,-122.32037,WA,03/06/2011,,"The Red Eye:                                       Filejerks, Guests",925 E Pike St &nbsp;&nbsp;,Seattle,03/06/2011,Free,,10 pm.,Moe Bar
http://www.thestranger.com/seattle/Event?event=4873133,47.61533,,(206) 325-2149,http://www.thestranger.com/seattle/capitol-club/Location?oid=24518,-122.32654,WA,03/07/2011,,"The Jet Set:                                       DJ Swervewon, 100 Proof",414 E Pine St &nbsp;&nbsp;,Seattle,03/07/2011,,,,Capitol Club
http://www.thestranger.com/seattle/Event?event=4873465,47.66533,,(206) 784-3640,http://www.thestranger.com/seattle/conor-byrne/Location?oid=23880,-122.38168,WA,03/07/2011,,Get the Spins:                                       Guest DJs,5140 Ballard Ave NW &nbsp;&nbsp;,Seattle,03/07/2011,Free,,,Conor Byrne
http://www.thestranger.com/seattle/Event?event=52082,47.61363,,(206) 441-5660,http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,-122.34468,WA,03/07/2011,,Rockabilly:                                       DJ John,2226 Second Ave &nbsp;&nbsp;,Seattle,03/07/2011,,,,Lava Lounge
http://www.thestranger.com/seattle/Event?event=4488782,47.61396,,(206) 709-9951,http://www.thestranger.com/seattle/moe-bar/Location?oid=242778,-122.32037,WA,03/07/2011,,"Moe Bar Mondays:                                       Tigerbeat, Marty Mar, Guest DJs",925 E Pike St &nbsp;&nbsp;,Seattle,03/07/2011,Free,,,Moe Bar
http://www.thestranger.com/seattle/Event?event=6455007,47.61264,"Lunch Tue-Fri 11:30 am-3 pm; Fri-Sat 4 pm-2 am, Sun-Thu 5 pm-2 am",(206) 956-9329,http://www.thestranger.com/seattle/ohana-restaurant-and-sushi-bar/Location?oid=165251,-122.34565,WA,03/07/2011,,DJ Hideki,2207 1st Ave &nbsp;&nbsp;,Seattle,03/07/2011,,,,'Ohana Restaurant & Sushi Bar
http://www.thestranger.com/seattle/Event?event=6956245,47.61454,Daily 2 pm-2 am,(206) 323-1525,http://www.thestranger.com/seattle/cuff-complex/Location?oid=24134,-122.3157,WA,03/08/2011,,Fat Tuesday:                                       DJ Stacey,1533 13th Ave &nbsp;&nbsp;,Seattle,03/08/2011,,,,Cuff Complex
http://www.thestranger.com/seattle/Event?event=1025187,47.6141,,(206) 324-7263,http://www.thestranger.com/seattle/halo/Location?oid=99842,-122.3255,WA,03/07/2011,,Salsa Practica:                                       Guests,"500 E Pike St, Second Floor &nbsp;&nbsp;",Seattle,03/07/2011,$4/$6,,7:30 pm.,HaLo
http://www.thestranger.com/seattle/Event?event=6956836,47.61423,,(206) 323-CUBA,http://www.thestranger.com/seattle/havana/Location?oid=55817,-122.31919,WA,03/08/2011,,Havana Nights:                                       DJ Redman,1010 E Pike St &nbsp;&nbsp;,1010 E Pike St,03/08/2011,$5/$8,,,Havana
http://www.thestranger.com/seattle/Event?event=4724861,47.55715,,(206) 723-0088,http://www.thestranger.com/seattle/columbia-city-theater/Location?oid=23945,-122.28439,WA,03/07/2011,,Bourbon Bar: I Love Mondays!:                                       3J Million,4916 Rainier Ave S &nbsp;&nbsp;,Seattle,03/07/2011,Free,,9 pm.,Columbia City Theater
http://www.thestranger.com/seattle/Event?event=52083,47.61363,,(206) 441-5660,http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,-122.34468,WA,03/08/2011,,Metal:                                       Doctor Jonze,2226 Second Ave &nbsp;&nbsp;,Seattle,03/08/2011,,,,Lava Lounge
http://www.thestranger.com/seattle/Event?event=6455012,47.61264,"Lunch Tue-Fri 11:30 am-3 pm; Fri-Sat 4 pm-2 am, Sun-Thu 5 pm-2 am",(206) 956-9329,http://www.thestranger.com/seattle/ohana-restaurant-and-sushi-bar/Location?oid=165251,-122.34565,WA,03/08/2011,,DJ Marc Sense,2207 1st Ave &nbsp;&nbsp;,Seattle,03/08/2011,,,,'Ohana Restaurant & Sushi Bar
http://www.thestranger.com/seattle/Event?event=695911,47.60156,,(206) 447-4140,http://www.thestranger.com/seattle/trinity/Location?oid=25171,-122.33349,WA,03/08/2011,,The Social:                                       Guest DJs,111 Yesler Way &nbsp;&nbsp;,Seattle,03/08/2011,Free,,,Trinity
http://www.thestranger.com/seattle/Event?event=4226635,47.66405,,,http://www.thestranger.com/seattle/2-bit-saloon/Location?oid=4017559,-122.3788,WA,03/09/2011,,Sleestak Attack:                                       DJ Bobcat,4818 17th Ave NW &nbsp;&nbsp;,Seattle,03/09/2011,,,,2 Bit Saloon
http://www.thestranger.com/seattle/Event?event=6957504,47.60156,,(206) 447-4140,http://www.thestranger.com/seattle/trinity/Location?oid=25171,-122.33349,WA,03/08/2011,,"Fat Tuesday Erotic Ball:                                       DJ Miss Lisa, Masuimi Max, Sasha Scarlett",111 Yesler Way &nbsp;&nbsp;,Seattle,03/08/2011,$15/$30,,,Trinity
http://www.thestranger.com/seattle/Event?event=4362346,47.61396,,(206) 324-9210,http://www.thestranger.com/seattle/wildrose/Location?oid=24287,-122.319,WA,03/08/2011,,Taco Tuesday:                                       Guest DJs,1021 E Pike St &nbsp;&nbsp;,Seattle,03/08/2011,,,,Wildrose
http://www.thestranger.com/seattle/Event?event=4967920,47.65207,Daily 4 pm-2 am,(206) 634-2575,http://www.thestranger.com/seattle/ballroom/Location?oid=24032,-122.35307,WA,03/09/2011,,Dirty Harry from KUBE,456 N 36th St &nbsp;&nbsp;,Seattle,03/09/2011,,,,Ballroom
http://www.thestranger.com/seattle/Event?event=4587023,47.60337,,(206) 447-7704,http://www.thestranger.com/seattle/contour/Location?oid=23990,-122.33521,WA,03/09/2011,,"Gobble Wobble Beats:                                       Vize, Dig Dug, Channel Surfer, Goner, Guests",807 First Ave &nbsp;&nbsp;,Seattle,03/09/2011,,,,Contour
http://www.thestranger.com/seattle/Event?event=3987824,47.60103,,(206) 748-9975,http://www.thestranger.com/seattle/last-supper-club/Location?oid=23920,-122.33355,WA,03/09/2011,,Put the Bump in Your Hump:                                       Guest DJs,124 S Washington St &nbsp;&nbsp;,Seattle,03/09/2011,Free,,,Last Supper Club
http://www.thestranger.com/seattle/Event?event=2751796,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,03/08/2011,,East Hall: West Coast Swing:                                       DJ Robb,"915 E Pine St, second floor &nbsp;&nbsp;",Seattle,03/08/2011,$4/$6,,9 pm.,Century Ballroom
http://www.thestranger.com/seattle/Event?event=52084,47.61363,,(206) 441-5660,http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,-122.34468,WA,03/09/2011,,Mod Fuck Explosion:                                       DJ Deutscher Meister,2226 Second Ave &nbsp;&nbsp;,Seattle,03/09/2011,,,,Lava Lounge
http://www.thestranger.com/seattle/Event?event=481921,47.62237,,(206) 254-2824,http://www.thestranger.com/seattle/lo-fi-performance-gallery/Location?oid=24231,-122.3293,WA,03/08/2011,,"Stop Biting:                                       Hideki, Introcut, Absolute Madman, WD4D, Ohmega Watts, Element, Same DNA, Sage Nomad, Orbitron, Guests",429 Eastlake Ave E &nbsp;&nbsp;,Seattle,03/08/2011,$4,,9 pm.,Lo-Fi Performance Gallery
http://www.thestranger.com/seattle/Event?event=52040,47.61431,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,http://www.thestranger.com/seattle/neighbours/Location?oid=23893,-122.321,WA,03/09/2011,,Spin - Electro House Cabaret:                                       Sammy LaForge,1509 Broadway &nbsp;&nbsp;,Seattle,03/09/2011,,,,Neighbours
http://www.thestranger.com/seattle/Event?event=6145519,47.61431,,324-5358,http://www.thestranger.com/seattle/neighbours-underground/Location?oid=24964,-122.321,WA,03/08/2011,,"Club Vogue: Vicious Dolls:                                       Dominatrix Roxy, DJ Lightray",1509 Broadway &nbsp;&nbsp;,Seattle,03/08/2011,$6,,9 pm.,Neighbours Underground
http://www.thestranger.com/seattle/Event?event=2229223,47.60961,,(206) 223-1333,http://www.thestranger.com/seattle/noc-noc/Location?oid=24139,-122.33894,WA,03/08/2011,,DJ Shane,1516 Second Ave &nbsp;&nbsp;,Seattle,03/08/2011,Free,,9 pm.,Noc Noc
http://www.thestranger.com/seattle/Event?event=6921591,47.58561,,,http://www.thestranger.com/seattle/club-motor/Location?oid=700861,-122.334,WA,03/09/2011,,Midweek Madness:                                       Guest DJs,1950 First Ave S &nbsp;&nbsp;,Seattle,03/09/2011,,,8 pm.,Club Motor
http://www.thestranger.com/seattle/Event?event=6956139,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,03/08/2011,,In the Ballroom:                                       DJ Anton,"915 E Pine St, second floor &nbsp;&nbsp;",Seattle,03/08/2011,$4/$6,,9:30 pm.,Century Ballroom
http://www.thestranger.com/seattle/Event?event=3323436,47.6141,,(206) 324-7263,http://www.thestranger.com/seattle/halo/Location?oid=99842,-122.3255,WA,03/09/2011,,Bachata,"500 E Pike St, Second Floor &nbsp;&nbsp;",Seattle,03/09/2011,$4,,9 pm.,HaLo
http://www.thestranger.com/seattle/Event?event=3790458,47.61423,,(206) 323-CUBA,http://www.thestranger.com/seattle/havana/Location?oid=55817,-122.31919,WA,03/09/2011,,"Choice:                                       Nark, Jeromy Nail, L.A. Kendall, Gameboy, Jon Lemmon, Guests",1010 E Pike St &nbsp;&nbsp;,1010 E Pike St,03/09/2011,$1,,9 pm.,Havana
http://www.thestranger.com/seattle/Event?event=6974877,47.61671,"Sun-Weds 4 pm-midnight, Thurs 4 pm-1 am, Fri-Sat 4 pm-2 am",(206) 708-6021,http://www.thestranger.com/seattle/the-living-room/Location?oid=2658687,-122.32744,WA,03/09/2011,,Show and Tell:                                       Guest DJs,1355 E Olive Way &nbsp;&nbsp;,Seattle,03/09/2011,,,9 pm.,The Living Room
http://www.thestranger.com/seattle/Event?event=6956151,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,03/10/2011,,"DJ Gustavo ""El General""","915 E Pine St, second floor &nbsp;&nbsp;",Seattle,03/10/2011,$7,,,Century Ballroom
http://www.thestranger.com/seattle/Event?event=5050034,47.61423,,(206) 323-CUBA,http://www.thestranger.com/seattle/havana/Location?oid=55817,-122.31919,WA,03/10/2011,,"Sophisticated Mama:                                       DJ Sad Bastard, DJ Nitty Gritty",1010 E Pike St &nbsp;&nbsp;,1010 E Pike St,03/10/2011,,,,Havana
http://www.thestranger.com/seattle/Event?event=1128696,47.61268,,(206) 374-3733,http://www.thestranger.com/seattle/see-sound-lounge/Location?oid=25076,-122.34491,WA,03/09/2011,,"Fade:                                       DJ Chinkyeye, DJ Christyle",115 Blanchard St &nbsp;&nbsp;,Seattle,03/09/2011,,,10 pm.,See Sound Lounge
http://www.thestranger.com/seattle/Event?event=3658978,47.61359,,(206) 728-4053,http://www.thestranger.com/seattle/juju/Location?oid=568021,-122.34463,WA,03/10/2011,,Soundcheck:                                       DJ KLTZ,2224 Second Ave &nbsp;&nbsp;,Seattle,03/10/2011,Free,,,Juju
http://www.thestranger.com/seattle/Event?event=6956849,47.61363,,(206) 441-5660,http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,-122.34468,WA,03/10/2011,,Rock DJs:                                       Guests,2226 Second Ave &nbsp;&nbsp;,Seattle,03/10/2011,,,,Lava Lounge
http://www.thestranger.com/seattle/Event?event=52035,47.61431,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,http://www.thestranger.com/seattle/neighbours/Location?oid=23893,-122.321,WA,03/10/2011,,"Rock Lobster:                                       Billy the Kid, DJ Trent Von",1509 Broadway &nbsp;&nbsp;,Seattle,03/10/2011,,,,Neighbours
http://www.thestranger.com/seattle/Event?event=6454968,47.61264,"Lunch Tue-Fri 11:30 am-3 pm; Fri-Sat 4 pm-2 am, Sun-Thu 5 pm-2 am",(206) 956-9329,http://www.thestranger.com/seattle/ohana-restaurant-and-sushi-bar/Location?oid=165251,-122.34565,WA,03/10/2011,,Chill:                                       DJ MS,2207 1st Ave &nbsp;&nbsp;,Seattle,03/10/2011,,,,'Ohana Restaurant & Sushi Bar
http://www.thestranger.com/seattle/Event?event=6958070,47.61637,,233-9873,http://www.thestranger.com/seattle/re-bar/Location?oid=1216384,-122.33131,WA,03/10/2011,,"Mechanismus:                                       Cursed Chimera, Savak, V.O.M., Omega Brain",1114 Howell St &nbsp;&nbsp;,Seattle,03/10/2011,$5,,,Re-bar
http://www.thestranger.com/seattle/Event?event=5942786,47.61268,,(206) 374-3733,http://www.thestranger.com/seattle/see-sound-lounge/Location?oid=25076,-122.34491,WA,03/10/2011,,"Trend:                                       DJ Kazan, Dirty Harry, rotating guests",115 Blanchard St &nbsp;&nbsp;,Seattle,03/10/2011,Free before 11 pm,,,See Sound Lounge
http://www.thestranger.com/seattle/Event?event=6945943,47.57957,,906-9442,http://www.thestranger.com/seattle/emerald-city-aerialdrome/Location?oid=3222337,-122.3258,WA,03/11/2011,,"DJ Peter Worth, Guests",2702 sixth Ave S &nbsp;&nbsp;,Seattle,03/11/2011,$35-$55,,,Emerald City Aerialdrome
http://www.thestranger.com/seattle/Event?event=4927966,47.60156,,(206) 447-4140,http://www.thestranger.com/seattle/trinity/Location?oid=25171,-122.33349,WA,03/10/2011,,"Free.BASS Cardroom:                                       Guest DJs, DJ Tre",111 Yesler Way &nbsp;&nbsp;,Seattle,03/10/2011,Free,,,Trinity
http://www.thestranger.com/seattle/Event?event=2750449,47.66654,Daily 4:30 pm-1 am,453-5014,http://www.thestranger.com/seattle/bastille-cafe-and-bar/Location?oid=1767096,-122.38362,WA,03/10/2011,,Soiree Internationale:                                       DJ ELXR,5307 Ballard Ave NW &nbsp;&nbsp;,Seattle,03/10/2011,,,8:30 pm.,Bastille Cafe & Bar
http://www.thestranger.com/seattle/Event?event=3138349,47.62237,,(206) 254-2824,http://www.thestranger.com/seattle/lo-fi-performance-gallery/Location?oid=24231,-122.3293,WA,03/10/2011,,London Loves:                                       Guest DJs,429 Eastlake Ave E &nbsp;&nbsp;,Seattle,03/10/2011,$3,,9 pm.,Lo-Fi Performance Gallery
http://www.thestranger.com/seattle/Event?event=3138070,47.59843,,(206) 382-8454,http://www.thestranger.com/seattle/tiki-bobs/Location?oid=24133,-122.3324,WA,03/10/2011,,Live Island:                                       Guests,166 S King St &nbsp;&nbsp;,Seattle,03/10/2011,Free,,9 pm.,Tiki Bob's
http://www.thestranger.com/seattle/Event?event=2517995,47.61454,Daily 2 pm-2 am,(206) 323-1525,http://www.thestranger.com/seattle/cuff-complex/Location?oid=24134,-122.3157,WA,03/11/2011,,C&W Dancing:                                       DJ Harmonix,1533 13th Ave &nbsp;&nbsp;,Seattle,03/11/2011,,,7 pm.,Cuff Complex
http://www.thestranger.com/seattle/Event?event=6956154,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,03/11/2011,,Boy Band Dance Off:                                       Guests,"915 E Pine St, second floor &nbsp;&nbsp;",Seattle,03/11/2011,$15/$20,,8 pm.,Century Ballroom
http://www.thestranger.com/seattle/Event?event=6935793,47.65232,,(206) 632-2020,http://www.thestranger.com/seattle/nectar/Location?oid=24762,-122.35405,WA,03/11/2011,,Prince vs Michael:                                       DJ Dave Paul,412 N 36th St &nbsp;&nbsp;,Seattle,03/11/2011,$8,,8 pm.,Nectar
http://www.thestranger.com/seattle/Event?event=1027141,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,03/11/2011,,Century Tango:                                       DJ Bill Alsup,"915 E Pine St, second floor &nbsp;&nbsp;",Seattle,03/11/2011,$10,,9 pm.,Century Ballroom
http://www.thestranger.com/seattle/Event?event=1027142,47.6141,,(206) 324-7263,http://www.thestranger.com/seattle/halo/Location?oid=99842,-122.3255,WA,03/11/2011,,All Ages Salsa Dance:                                       DJ Cebrina,"500 E Pike St, Second Floor &nbsp;&nbsp;",Seattle,03/11/2011,$7,,,HaLo
http://www.thestranger.com/seattle/Event?event=5773710,47.61396,,(206) 324-9210,http://www.thestranger.com/seattle/wildrose/Location?oid=24287,-122.319,WA,03/11/2011,,"Lezbro:                                       L.A. Kendall, Tony Burns",1021 E Pike St &nbsp;&nbsp;,Seattle,03/11/2011,$3,,9 pm.,Wildrose
http://www.thestranger.com/seattle/Event?event=1169214,47.61644,"Mon-Sat 11 am-2 am, Sun 11 am-midnight",(425) 289-7000,http://www.thestranger.com/seattle/parlor-ultra-lounge/Location?oid=603593,-122.2015,WA,03/11/2011,,Ultradance:                                       Kemal,"700 Bellevue Way NE, Ste 300 &nbsp;&nbsp;",Bellevue,03/11/2011,Free,,,Parlor Ultra Lounge
http://www.thestranger.com/seattle/Event?event=4124324,47.61439,,(206) 388-4818,http://www.thestranger.com/seattle/steamworks/Location?oid=3832741,-122.32531,WA,03/11/2011,,DJ Chavez,1520 Summit Ave &nbsp;&nbsp;,Seattle,03/11/2011,,,11:30 pm.,Steamworks
http://www.thestranger.com/seattle/Event?event=1070756,47.61433,,(206) 325-8263,http://www.thestranger.com/seattle/bara/Location?oid=24713,-122.31789,WA,03/12/2011,,Mojo Soul Picnic:                                       DJ Gort,1510 11th Ave &nbsp;&nbsp;,Seattle,03/12/2011,Free,,6 pm.,Barça
http://www.thestranger.com/seattle/Event?event=6937804,47.61555,,269-7444,http://www.thestranger.com/seattle/king-cat-theater/Location?oid=23908,-122.33992,WA,03/12/2011,,Basshunter,2130 Sixth Ave &nbsp;&nbsp;,Seattle,03/12/2011,$20-$35,16+,8 pm.,King Cat Theater
http://www.thestranger.com/seattle/Event?event=6956166,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,03/12/2011,,DJ Howard,"915 E Pine St, second floor &nbsp;&nbsp;",Seattle,03/12/2011,$10/$15,,8:30 pm.,Century Ballroom
http://www.thestranger.com/seattle/Event?event=4060337,47.61533,,(206) 447-4180,http://www.thestranger.com/seattle/chapel/Location?oid=24268,-122.32769,WA,03/12/2011,,"Saturdays at Chapel:                                       Darwin, Filejerks",1600 Melrose Ave &nbsp;&nbsp;,Seattle,03/12/2011,$3,,9 pm.,Chapel
http://www.thestranger.com/seattle/Event?event=1027163,47.6141,,(206) 324-7263,http://www.thestranger.com/seattle/halo/Location?oid=99842,-122.3255,WA,03/12/2011,,All Ages Swing Dance:                                       DJ Mark Kihara,"500 E Pike St, Second Floor &nbsp;&nbsp;",Seattle,03/12/2011,$7,,9 pm.,HaLo
http://www.thestranger.com/seattle/Event?event=1169214,47.61644,"Mon-Sat 11 am-2 am, Sun 11 am-midnight",(425) 289-7000,http://www.thestranger.com/seattle/parlor-ultra-lounge/Location?oid=603593,-122.2015,WA,03/12/2011,,Ultradance:                                       Kemal,"700 Bellevue Way NE, Ste 300 &nbsp;&nbsp;",Bellevue,03/12/2011,Free,,,Parlor Ultra Lounge
http://www.thestranger.com/seattle/Event?event=6956640,47.61894,,(206) 588-6959,http://www.thestranger.com/seattle/fred-wildlife-refuge/Location?oid=6659654,-122.32355,WA,03/12/2011,,"Trouble:                                       Kid Hops, Suntzu Sound, Fucking in the Streets, Heavy Disco, Love Dancing, Guests",127 E Boylston &nbsp;&nbsp;,Seattle,03/12/2011,$10,,10 pm.,Fred Wildlife Refuge
http://www.thestranger.com/seattle/Event?event=3832751,47.61439,,(206) 388-4818,http://www.thestranger.com/seattle/steamworks/Location?oid=3832741,-122.32531,WA,03/12/2011,,DJ Chavez,1520 Summit Ave &nbsp;&nbsp;,Seattle,03/12/2011,,,11:30 pm.,Steamworks
http://www.thestranger.com/seattle/Event?event=6956183,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,03/15/2011,,Swing in the East Hall:                                       DJ Robb,"915 E Pine St, second floor &nbsp;&nbsp;",Seattle,03/15/2011,$4/$6,,,Century Ballroom
http://www.thestranger.com/seattle/Event?event=599760,47.61486,"Mon-Fri 7 am-2 am, Sat-Sun 8:30 am-2 am",(206) 625-4444,http://www.thestranger.com/seattle/baltic-room/Location?oid=23875,-122.32838,WA,03/15/2011,,Drum & Bass Tuesdays,1207 Pine St &nbsp;&nbsp;,Seattle,03/15/2011,,,9 pm.,Baltic Room
http://www.thestranger.com/seattle/Event?event=2751796,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,03/15/2011,,East Hall: West Coast Swing:                                       DJ Robb,"915 E Pine St, second floor &nbsp;&nbsp;",Seattle,03/15/2011,$4/$6,,9 pm.,Century Ballroom
http://www.thestranger.com/seattle/Event?event=481921,47.62237,,(206) 254-2824,http://www.thestranger.com/seattle/lo-fi-performance-gallery/Location?oid=24231,-122.3293,WA,03/15/2011,,"Stop Biting:                                       Hideki, Introcut, Absolute Madman, WD4D, Ohmega Watts, Element, Same DNA, Sage Nomad, Orbitron, Guests",429 Eastlake Ave E &nbsp;&nbsp;,Seattle,03/15/2011,$4,,9 pm.,Lo-Fi Performance Gallery
http://www.thestranger.com/seattle/Event?event=6145519,47.61431,,324-5358,http://www.thestranger.com/seattle/neighbours-underground/Location?oid=24964,-122.321,WA,03/15/2011,,"Club Vogue: Vicious Dolls:                                       Dominatrix Roxy, DJ Lightray",1509 Broadway &nbsp;&nbsp;,Seattle,03/15/2011,$6,,9 pm.,Neighbours Underground
http://www.thestranger.com/seattle/Event?event=2229223,47.60961,,(206) 223-1333,http://www.thestranger.com/seattle/noc-noc/Location?oid=24139,-122.33894,WA,03/15/2011,,DJ Shane,1516 Second Ave &nbsp;&nbsp;,Seattle,03/15/2011,Free,,9 pm.,Noc Noc
