moreInfoLink,phone,title,address,venueName,description
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230823&amp;max=10,,Repeat Offenders,143 Brevard Court,Evergreen Studio & Gallery,A collection of photographs by Byron Baldwin and his students at CPCC.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156804&amp;max=10,,Yoga for Active Seniors,11401 Ardrey Kell Rd.,521 Recreation Center,"Free class offered by Mecklenburg County Park and Recreation. Class is designed for all skill levels. For more information, call Ann at 704-542-8952."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230328&amp;max=10,704-353-9200,School of Paris: European Abstraction Post World War II,420 South Tryon St.,Bechtler Museum of Modern Art,"The exhibition presents more than 60 works (paintings, drawings, prints and artist books), by artists including Alfred Manessier, Gustave Singier, Alberto Magnelli, Pierre Soulages and Nicolas de Stael and many more."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113853&amp;max=10,704-568-1774,Settlement in the Backcountry,3500 Shamrock Drive,Charlotte Museum of History,"Learn about 18th century settlers who traveled the Great Wagon Road into the rugged N.C. Piedmont frontier. You can also view Charlotte, as it appeared in 1775 through an interactive diorama."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156801&amp;max=10,,Yoga for Cancer,125 Baldwin Ave.%2C Ste. 100,Presbyterian Cancer Rehab & Wellness Center,"Presbyterian Cancer Rehab & Wellness Center offers free yoga classes for anyone diagnosed with cancer. Classes are offered in a six-week series and registration is required. For more information, call 704-376-8909 or visit http://www.novathealth.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196470&amp;max=10,704-568-1774,Solving the Rock House Mysteries,3500 Shamrock Drive,Charlotte Museum of History,"Chronicles the restoration of the Alexander homesite and explores the names and faces, myths and legends, surrounding the more than 230 year old home."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A201709&amp;max=10,704-333-9755,Suspicious Minds,345 N. College St.,The Light Factory,"Exhibition focuses on forms of surrealism. Featuring new works by Jerry Uelsmann, Robert and Shana ParkeHarrison, Tom Chambers, Joel Whitaker and Malena Bergmann. Held in Knight Gallery."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56481&amp;max=10,,Yoga on Lake Wylie,,,"Ten-week sessions. Mixed level classes that emphasize awareness, relaxation, breathing and  personal practices. For more details visit, www.riverbirchyoga.com or call 704-905-3652."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109884&amp;max=10,704-526-8845,Zumba with Angie,,,"Ditch the workout, join the party! Weekly classes in Uptown, Hickory Grove area and Gastonia. www.queencitydancingqueen.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199962&amp;max=10,704-337-2009,The Transformed Self: Performance Masks of Mexico,2730 Randolph Rd.,Mint Museum Randolph,"The works presented in this exhibition come from the primary mask-producing regions of Mexico where dance performances commonly accompany religious rituals and civic events. This includes masks from the states of Veracruz, Puebla, Tlaxcala, Sonora, Sinaloa, Michoac&aacute;n, Hidalgo and Guerrero."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84627&amp;max=10,,24-7,,514 E. 15th St.,"Sacred space for the urban soul, 24-7 is an intensely creative, comfortable, multi-sensory uptown prayer loft for anyone needing to get some one-on-one talk time with God."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A232444&amp;max=10,704-334-3799,Works by Ann Conner,401 N. Tryon St.,Hodges Taylor Gallery,Featuring distinctive color woodcuts.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156922&amp;max=10,704-366-5007,Adult Belly Dance Class,5007 Providence Rd.,Levine Jewish Community Center,"6 week sessions for beginners to advanced. For more information, call 704-944-6744 or e-mail barry.schumer@charlottejcc.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212098&amp;max=10,704-372-6261,World Alive,301 N. Tryon St.,Discovery Place,"Exhibit explores the Earths's biodiversity, through a range of habitats and live species. From rainforests to aquariums, viewers can broaden their education and experience related hands-on activities."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113856&amp;max=10,704-372-6261,Charlotte Nature Museum,1658 Sterling Road,Charlotte Nature Museum,"Features live exhibits of mammals, birds, reptiles and amphibians native to North Carolina. Get close to wildlife by walking among butterflies in a Butterfly Pavilion, observing live animals in both Creative Cavern and Insect Alley and hang out in ""Our Big Backyard"" or explore the Paw Paw Nature Trail."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A57516&amp;max=10,704-323-7421,Adult Dance Classes,,Millennium Dance Studio,"Offering ballet, tap, jazz, hip-hop, burlesque,  belly dance and specialty classes in both beginner and advanced levels."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109879&amp;max=10,704-568-1774,Charlotte Neighborhoods,3500 Shamrock Drive,Charlotte Museum of History,"Exhibit explores the history, architecture and culture of selected Charlotte neighborhoods."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198226&amp;max=10,,Adult Hip Hop Classes,5818 Prosperity Church Rd.,Dance Fever Charlotte,"Ongoing group adult hip hop classes. No experience required. For more information, visit www.dancefevercharlotte.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196471&amp;max=10,704-568-1774,"Charlotte Stories: Our Collections, Your Treasures",3500 Shamrock Drive,Charlotte Museum of History,"Highlights a variety of treasures from the Charlotte Museum of History collection, as well as borrowed items."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A110835&amp;max=10,704-301-2141,"Aikido, Aikijujutsu, Tai Chi",,,Ongoing Adult Classes. www.martialartsnc.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212097&amp;max=10,704-375-0850,Charlotte Trolley Powerhouse Museum exhibit,1507 Camden Road,Charlotte Trolley Powerhouse Museum,Museum offers a glimpse into the significant role that trolleys played in the social and economic development of Charlotte.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21592&amp;max=10,704-366-6322,Aikido In The University Area,,,The Aikido Center of Charlotte is now offering classes in the University and Cotswold areas. Nationally affiliated. Certified professional instructors. Visitors welcome anytime. More information? www.aikidocentercharlotte.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113854&amp;max=10,704-568-1774,Charlotte's Pole to Pole Flag,3500 Shamrock Drive,Charlotte Museum of History,This exhibit traces a Charlotte city flag's journey to the North and South Poles.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154305&amp;max=10,,Amici Italiani: Italian Language & Culture,,,"Join the fun Italian Social Club to connect with those who love ""everything Italian."" Socials, dinners, language and cooking classes, wine events, social networking and more. For details visit, www.nadasitaly.com or Meetup.com/ItalianSocialClub."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199959&amp;max=10,704-337-2009,Chinese Court Robes: The Mint Museum Collection,2730 Randolph Rd.,Mint Museum Randolph,"In 1644, the Manchu-Qing nomads took control over China and imposed dress codes for their ruling imperial family to distinguish these individuals from the general citizenry. A hierarchy of color and decoration distinguished the rank of the wearers."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24332&amp;max=10,919-676-9223,Apex Resident in Need of Life-Saving Transplant,,,"Volunteers are needed to assist with raising funds  for Janice White's transplant related expenses.  Janice is in need of a double lung transplant in  order to continue her 41-year fight with Cystic  Fibrosis. Individuals and groups interested in  more information can contact campaign manager,  Susan Riordan. Visit www.lungsforjan.org for  more information."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229192&amp;max=10,,Contemporary British Studio Ceramics: The Grainer Collection,500 South Tryon St.,The Mint Museum Uptown,"The exhibition is comprised of functional and sculptural objects, from the 1980s through the present. It includes works by Lucie Rie, Julian Stair, Kate Malone and Grayson Perry."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56814&amp;max=10,,Asheville Global Report,,,Volunteers needed to help bring independent  world news weekly to Charlotte.  E-mail: agrincharlotte@yahoo.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198092&amp;max=10,704-372-6261,Cool Stuff,301 N. Tryon St.,Discovery Place,"Exhibit explores science and physics through hands-on interaction and experimentation. The exhibit allows visitors to launch objects into the air, lie on a bed of nails, crush a garbage can, use a laser to listen to secret messages and more."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A82462&amp;max=10,704-525-5228,Assistance League of  Charlotte,,,"A nonprofit, all volunteer organization dedicated to meeting the needs of at-risk children in the Charlotte-Mecklenburg community. New members welcome. Email:  alcharlotte@bellsouth.net."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27508&amp;max=10,704-333-1887,Cotton Fields to Sky Scrapers,200 E. 7th St.,Levine Museum of the New South,The interactive exhibit features Charlotte and its 13 surrounding counties as a case study to illustrate the profound changes in the South since the Civil War.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56968&amp;max=10,,Belly dance Class,1221 The Plaza%2C Ste. B,Open Door Studios,With Naima. Five-week session. Details and registration online  at www.rakssultana.com or call 704-649-3769.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A232144&amp;max=10,704-332-5535,Dis(Comfort),721 N. Tryon St.,McColl Center for Visual Art,"Featuring conceptual, interactive, electronic, hybrid media installations by John Osorio-Buck and Scott Townsend. Opening reception on Jan. 21, 6 p.m.-9 p.m."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154780&amp;max=10,704-366-5007,Belly Dance Classes,5007 Providence Rd.,Levine Jewish Community Center,"Six-week session of low impact, anatomically correct, fun exercise classes taught by Zarifa. 704-366-5007. http://zarifa-raks-sharki.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198228&amp;max=10,,Bellydance By Nayna,5818 Prosperity Church Rd.,Dance Fever Charlotte,"Classes include: Beginner Complete, which includes a warm-up, new moves, zills, and choreography, from 6 p.m. - 7 p.m.; Belly Funk is a fun fitness class that incorporates bellydance moves into non-bellydance music, from 7 p.m. - 8 p.m. No bellydance experience necessary for either class. For more information, visit www.dancefevercharlotte.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212099&amp;max=10,704-372-6261,Fantastic Frogs,301 N. Tryon St.,Discovery Place,Exhibit features a variety of live frogs from around the world and explains the survival techniques they use against predators in the wild.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199964&amp;max=10,704-337-2009,The Golden Age of English Art,2730 Randolph Rd.,Mint Museum Randolph,"The 18th century witnessed the &#147;Golden Age of English Art&#148; in which artists explored the variety and abundance of the times. Portraiture ranked high, but no aspect of English life was exempt from the artist&#146;s eye, which recorded the triumphs and changes in society."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112660&amp;max=10,,Birthmom Buds,,,"A web-based support group that provides peer counseling, support, encouragement and friendship to pregnant women considering adoption as well as women who have already placed children for adoption. 1-800-790-4174. birthmombuds@gmail.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158623&amp;max=10,,Body & Mind Fitness,8326-408 Pineville-Matthews Rd.,Eagle TaeKwonDo Academy,"In this 50-minute class, you will get the equivalent of 30-minutes of cardio, 30-minutes of strength training, 30-minutes of yoga, plus the most effective means of self-defense. For a free tour and trial lesson or more information, call 704-541-9400."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A17528&amp;max=10,704-932-0099,Group Show,221 West A St.,Green Door Gallery,"Ongoing exhibition of artwork by local and regional artists, including drawing, painting, pastels, mixed media, monotypes, ceramics, sculpture, photography, wood design, fabric design, stained glass and handmade jewelry."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154386&amp;max=10,803-329-2121,Heart and Soul: Portraits of Kessie,4621 Mount Gallant Road,Museum of York County,"Interpreter Kitty Wilson Evans' vivid portrayals of historically-documented slave Kessie inspired local artist Kaye Cloniger to write a poem and paint a series of 14 portraits that ""capture the essence and spirit of Kessie."""
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A155885&amp;max=10,,Brazilian Dance,200 Hampton Church Rd.,Ife Cultural Center,"Offering five classes taught by Iya Silva, including Samba do Pe, Axe, Frevo, Samba-Reggae and General Afro-Brazilian styles.For more information, call 704-910-3845 or email doceiya@hotmail.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158890&amp;max=10,704-337-2009,The Heights of Fashion: Platform Shoes Then and Now,2730 Randolph Rd.,Mint Museum Randolph,The exhibition showcases an array of diverse and unique platform shoes from the 1930's through the present.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212154&amp;max=10,704-875-2312,Historic Latta Plantation Tours,5225 Sample Road,Historic Latta Plantation,"Site tours include an optional 15 minute introductory video, a guided tour of the plantation home and a self-guided tour of the grounds."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21849&amp;max=10,704-944-3322,Carolina Gay Therapists,,,"Gay therapists for gay people. A free telephone referral service for those seeking locally gay therapists who provide counseling services. Call and listen to the message and instructions, we will return your call with a referral. All information left is confidential and kept strictly private."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21962&amp;max=10,,Carolina Mac User Group,,,Are you a Mac or Linux user? Would you like to be part of a welcoming community that will help you learn how to make the most of your computer and offer interesting new friendships in the process? CarolinaMUG is the answer and we want you to be a part of our growing innovative community. For more information email info@carolinamug.com or visit on the web at www.carolinamug.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231676&amp;max=10,,Janet Biggs:Going to Extremes,500 South Tryon St.,The Mint Museum Uptown,"Video artist Biggs' commissioned work, Duet,  focused on NASCAR racing, will be featured."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154773&amp;max=10,,Carolina Orienteering Klubb,,,"Learn how to navigate outdoors by using a map and compass at Carolina Orienteering Klubb's monthly meetings. Free lessons and various courses for all levels of skill. For more information, visit http://www.carolina-ok.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199919&amp;max=10,704-372-6261,KidScience,301 N. Tryon St.,Discovery Place,"Fun and learning go hand in hand at this exhibit for young visitors. The stimulating atmosphere relates to science and math. Children will learn by touching and testing different environments and activities, including water tables, wind tunnels, blocks, gears and air tubes."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113371&amp;max=10,,Carolina Smooth Jazz Friends,,,"Jazz meet-up group for those who love smooth/contemporary jazz. For more information, visit www.carolinasmoothjazzfriends.com or call 704-837-2062."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A228507&amp;max=10,704-852-6025,Love & War: The History of Wartime Weddings,131 W. Main St.,Gaston County Museum of Art & History,The exhibition examines the history of wartime brides and the effects war had on marriage and families.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24504&amp;max=10,336-601-0266,Carolina Trans-Sensual Alliance,,,"Monthly newsletter, referrals available for makeovers, therapists, fashion, significant others support and more. Membership required for information and newsletter. Phone for details 2-10pm only. CTA is open to all who identify themselves as Transgendered, Crossdressers, Transsexuals, Intersexed, et al. We do not vote on membership and are not a dating service."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113031&amp;max=10,704-568-1774,Mecklenburg: Crossroads of Commerce,3500 Shamrock Drive,Charlotte Museum of History,"Tells the story of Charlotte from the nation's first Gold Rush through the Civil War, World War II and other significant events up to the present day."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21780&amp;max=10,704-814-7754,Carolina Youth Rugby,,,"Offers co-ed programs for U-19 Full Contact, U-15 Contact Development, and U-12 Non-Contact (ie. Tag) Rugby. If you are interested in learning more about this sport, starting a club, or joining an existing club, contact carolinayouthrugby@yahoo.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109157&amp;max=10,704-890-0236,Charlotte Art Meetup Group,,,"For anyone wanting to mingle with fellow artists. Free and open to all artists to discuss techniques, share critiques, learn and network. For more information, visit www.areafifteen.com. Area 15, 516 E. 15th St."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A23148&amp;max=10,704-332-5535,Multiple Artists,301 E. 9th St.,McColl Center for Visual Art Clayworks Gallery,"Features handmade original and functional  pottery by McColl Center faculty, affiliate artists  and Clayworks members."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156675&amp;max=10,,Charlotte Backgammon Club,,,"Welcomes players for weekly $5 tournament and a special free tournament on the first Wednesday  of every month. Meets at Dilworth Neighborhood Grille, 911 E. Morehead St. For more information, call club director David Rogers at 704-965-3573 or email dashro@bellsouth.net."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229193&amp;max=10,,New Visions: Contemporary Masterworks from Bank of America,500 South Tryon St.,The Mint Museum Uptown,"The exhibition highlights strengths of Bank of America's post World War II collection. Works focus on intense color and geometry as an organizing principle. Artists in the exhibition, include Frank Stella, Ellsworth Kelly, Elizabeth Murray and Jennifer Bartlett, among others."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A111013&amp;max=10,,Charlotte Big-N-Beautiful,,,"Where the big-n-beautiful women of Charlotte and their admirers can meet and mingle in a fun atmosphere. Meets twice per month. Locations vary. For more information, visit www.groups.yahoo.com/group/charlottebbwgathering."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198691&amp;max=10,704-353-9200,Ongoing exhibition,420 South Tryon St.,Bechtler Museum of Modern Art,"Featuring works by mid 20th century European and American artists, including Pablo Picasso, Max Ernst, Andy Warhol, Jean Tinguely, Joan Miro, Alberto Giacometti, Niki de Saint Phalle and more."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A22936&amp;max=10,704-552-6200,Open Studios,1346 Hill Rd.,Artists' Atelier Carolina,"By appointment. Ongoing exhibits feature paintings and mixed media by popular North Carolina Artists: Peggy Hutson Weston, Fay M. Miller, Carol Mueller, Betty G. Robinson; Photography by Waldo Miller; and sculptures by Greg Weston. Studios are open to the public, gallery owners, designers and art connoisseurs. Please call for an appointment."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A83769&amp;max=10,,Charlotte Dancesport,,,"Latin and ballroom dance group meets at various locations to dance Salsa, Cha Cha, Rumba, Tango, Swing and more.  No partner required. For more information, call 704-208-7877 or visit www.charlotte-dancesport.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231880&amp;max=10,,Plant. Life.,143 Brevard Court,Evergreen Studio & Gallery,"The exhibit features a collection of plant-inspired works by artist Virginia Dunn. Exploring seeds, pods and growth, Dunn uses three print processes - Cyanotype, Platinum/Palladium and Gum Biochromate - to bring light to the botanical world."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A108547&amp;max=10,,Charlotte Drum Circle,,,"A group for beginner through advanced West African and Latin hand drummers, including djembe, conga, bongo and more. Meets at various times throughout the month. For more information, visit www.facebook.com/group.php?gid=21093560374."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230823&amp;max=10,,Repeat Offenders,143 Brevard Court,Evergreen Studio & Gallery,A collection of photographs by Byron Baldwin and his students at CPCC.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158427&amp;max=10,,Charlotte Dual Recovery Anonymous,3303 Latrobe Drive,Eastover Psychological and Psychiatric Group,"DRA (Dual Recovery Anonymous) is based on the Twelve Steps and personal experiences of men and women in dual recovery. Open meeting for helping one another achieve dual recovery, prevent relapse, and to carry the message of recovery to others. For more information, visit www.draonline.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230328&amp;max=10,704-353-9200,School of Paris: European Abstraction Post World War II,420 South Tryon St.,Bechtler Museum of Modern Art,"The exhibition presents more than 60 works (paintings, drawings, prints and artist books), by artists including Alfred Manessier, Gustave Singier, Alberto Magnelli, Pierre Soulages and Nicolas de Stael and many more."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A33760&amp;max=10,704-372-0079,Charlotte FrontRunners,,,"A social group welcoming runners, joggers and  walkers. Runs through Dilworth and meets for food/drinks  afterward. Meetings: Saturdays, 9 a.m., Brueggers  Bagels' parking lot, 1531 East Blvd.; Mondays, 6:30 p.m.,  Dowd YMCA porch, 400 E. Morehead St.   www.gaycharlotte.com/frontrunners."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106548&amp;max=10,,Charlotte Mingles for Young Professionals,,,"Not a dating service, but an activity based organization.  Schedule at www.minglesofcharlotte.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113853&amp;max=10,704-568-1774,Settlement in the Backcountry,3500 Shamrock Drive,Charlotte Museum of History,"Learn about 18th century settlers who traveled the Great Wagon Road into the rugged N.C. Piedmont frontier. You can also view Charlotte, as it appeared in 1775 through an interactive diorama."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113268&amp;max=10,,Charlotte Outdoor Adventures,,,"An active sports/outdoor/social organization with multiple events from team sports and outdoor adventures to road trips and social gatherings. Couples and singles of all ages are welcome. For more information, visit www.choa.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196470&amp;max=10,704-568-1774,Solving the Rock House Mysteries,3500 Shamrock Drive,Charlotte Museum of History,"Chronicles the restoration of the Alexander homesite and explores the names and faces, myths and legends, surrounding the more than 230 year old home."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A110829&amp;max=10,,Charlotte Parkour Crew,,,"Parkour is a sport/discipline of quick and efficient movements that can overcome any obstacle by using the body. Meets at least every Thursday at 7 p.m. All skill levels welcome to join, learn and train. 704-576-5832. charlotteparkour@gmail.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199962&amp;max=10,704-337-2009,The Transformed Self: Performance Masks of Mexico,2730 Randolph Rd.,Mint Museum Randolph,"The works presented in this exhibition come from the primary mask-producing regions of Mexico where dance performances commonly accompany religious rituals and civic events. This includes masks from the states of Veracruz, Puebla, Tlaxcala, Sonora, Sinaloa, Michoac&aacute;n, Hidalgo and Guerrero."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A232432&amp;max=10,,Charlotte Queens In The City,,,"Social club for fun, outgoing women, ages 21-35 years old. For more information, visit www.meetup.com/charlotte-queens-in-the-city/."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A22938&amp;max=10,704-366-8613,Various Artists,248 S. Sharon Amity Rd.,Skillbeck Gallery,"A distinctive collection of contemporary American crafts. Features jewelry, ceramics, handblown glass, and a large selection of Judaica."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A111200&amp;max=10,,Charlotte Royals Rugby Football Club,,,"A social club of mostly gay men, welcoming all men 21 and up. No experience necessary. We practice on Wednesday and Sunday, games are on Saturdays. www.charlotteroyals.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212098&amp;max=10,704-372-6261,World Alive,301 N. Tryon St.,Discovery Place,"Exhibit explores the Earths's biodiversity, through a range of habitats and live species. From rainforests to aquariums, viewers can broaden their education and experience related hands-on activities."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113548&amp;max=10,,Charlotte Scrabble Club,5361 Ballantyne Commons Pkwy.,Cafe Carolina and Bakery,"Welcomes scrabble players of all ages and skill levels. Bring boards, clocks, tiles and racks if you have them. For more information, visit www.charlottescrabble.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113856&amp;max=10,704-372-6261,Charlotte Nature Museum,1658 Sterling Road,Charlotte Nature Museum,"Features live exhibits of mammals, birds, reptiles and amphibians native to North Carolina. Get close to wildlife by walking among butterflies in a Butterfly Pavilion, observing live animals in both Creative Cavern and Insect Alley and hang out in ""Our Big Backyard"" or explore the Paw Paw Nature Trail."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109879&amp;max=10,704-568-1774,Charlotte Neighborhoods,3500 Shamrock Drive,Charlotte Museum of History,"Exhibit explores the history, architecture and culture of selected Charlotte neighborhoods."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109385&amp;max=10,,Charlotte Seminole Club,,,"For all area alumni and fans of Florida State University. Hosts off season events and socials. For more information, you may email info@charlotteseminoleclub.com or visit www.charlotteseminoleclub.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196471&amp;max=10,704-568-1774,"Charlotte Stories: Our Collections, Your Treasures",3500 Shamrock Drive,Charlotte Museum of History,"Highlights a variety of treasures from the Charlotte Museum of History collection, as well as borrowed items."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A25074&amp;max=10,,Charlotte Singles Golf,,,"Open to singles who like to play golf (beginners to experienced levels) and socialize. Hosts weekend golf outings each month, as well as a monthly member meeting at a local restaurant. For more information, visit www.meetup.com/charlotte-singles-golf/."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212097&amp;max=10,704-375-0850,Charlotte Trolley Powerhouse Museum exhibit,1507 Camden Road,Charlotte Trolley Powerhouse Museum,Museum offers a glimpse into the significant role that trolleys played in the social and economic development of Charlotte.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158896&amp;max=10,,Charlotte Singles Golf Association,131 E. Woodlawn Rd.,Murphy's Food & Spirits,"Holds regular monthly membership meeting, in addition to regular golf events. Come mix, mingle and enjoy a round of golf. For more information, visit www.charlottesinglesgolf.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113854&amp;max=10,704-568-1774,Charlotte's Pole to Pole Flag,3500 Shamrock Drive,Charlotte Museum of History,This exhibit traces a Charlotte city flag's journey to the North and South Poles.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A59133&amp;max=10,,Charlotte Socials,,,"A free social and outdoor club where singles and couples can come together to enjoy various activities and meet new friends. For more information, visit www.groups.yahoo.com/group/charlottesocials."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199959&amp;max=10,704-337-2009,Chinese Court Robes: The Mint Museum Collection,2730 Randolph Rd.,Mint Museum Randolph,"In 1644, the Manchu-Qing nomads took control over China and imposed dress codes for their ruling imperial family to distinguish these individuals from the general citizenry. A hierarchy of color and decoration distinguished the rank of the wearers."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112658&amp;max=10,,The Charlotte Wedding & Event Professionals,,,"Offering various opportunities to discuss business practices, networking and socializing. Free membership. For more information, visit www.eventplanning.meetup.com/249/."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229192&amp;max=10,,Contemporary British Studio Ceramics: The Grainer Collection,500 South Tryon St.,The Mint Museum Uptown,"The exhibition is comprised of functional and sculptural objects, from the 1980s through the present. It includes works by Lucie Rie, Julian Stair, Kate Malone and Grayson Perry."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113245&amp;max=10,,Charlotte Whole Foods Nutrition group,,,"Group is interested in learning about and experiencing a whole foods lifestyle. Meets for dinners, lectures, cooking demonstrations, field trips and more. For more information, visit www.wholefood.meetup.com/114/."
