moreInfoLink,title,venueAddress,endDate,description,venue,startDate,venuePhone
http://gonewport.com/ViewPage.aspx?id=175,The Working Waterfront History Walking Tour,"415 Thames Street, Newport, RI 02840",05/14/2011,"Walk in the footsteps of the women and men -- sailors, merchants, immigrants -- who once lived and worked in the Lower Thames neighborhood on a tour that engages the senses. $12 per person. Departs at 11am.",NRF Museum Store,05/14/2011,401-324-6111
http://gonewport.com/ViewPage.aspx?id=175,Colony House and Wanton-Lyman-Hazard House Historic Sites Tour,"127 Thames Street, Newport, RI 02840",05/14/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the 1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. Reservations suggested for this 11:30am tour.",Museum & Shop at Brick Market,05/14/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Discover Colonial Newport,"127 Thames Street, Newport, RI 02840",05/15/2011,"Hear stories of revolution and ruin, struggles for religious liberty and remarkable entrepreneurship among Newport's diverse people. $12 per person",Museum & Shop at Brick Market,05/15/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Discover Colonial Newport,"127 Thames Street, Newport, RI 02840",05/21/2011,"Hear stories of revolution and ruin, struggles for religious liberty and remarkable entrepreneurship among Newport's diverse people. $12 per person",Museum & Shop at Brick Market,05/21/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Colony House and Wanton-Lyman-Hazard House Historic Sites Tour,"127 Thames Street, Newport, RI 02840",05/21/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the 1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. Reservations suggested for this 11:30am tour.",Museum & Shop at Brick Market,05/21/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Road to Independence,"127 Thames Street, Newport, RI 02840",05/21/2011,"Riots and rebellion, enemies and allies! Learn about Newport in the years surrounding the American Revolution. Reservations suggested. $12 per person",Museum & Shop at Brick Market,05/21/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Discover Colonial Newport,"127 Thames Street, Newport, RI 02840",05/22/2011,"Hear stories of revolution and ruin, struggles for religious liberty and remarkable entrepreneurship among Newport's diverse people. $12 per person",Museum & Shop at Brick Market,05/22/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Discover Colonial Newport,"127 Thames Street, Newport, RI 02840",05/28/2011,"Hear stories of revolution and ruin, struggles for religious liberty and remarkable entrepreneurship among Newport's diverse people. $12 per person",Museum & Shop at Brick Market,05/28/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Colony House and Wanton-Lyman-Hazard House Historic Sites Tour,"127 Thames Street, Newport, RI 02840",05/28/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the 1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. Reservations suggested for this 11:30am tour.",Museum & Shop at Brick Market,05/28/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Bricks & Sticks: Newport's Architectural History Walking Tour,"127 Thames Street, Newport, RI 02840",05/28/2011,"11am. Explore the historic architecture of this exquisitely preserved city, from the colonial era to the Victorian splendor of lower Bellevue Avenue.",Museum & Shop at Brick Market,05/28/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Discover Colonial Newport,"127 Thames Street, Newport, RI 02840",05/29/2011,"Hear stories of revolution and ruin, struggles for religious liberty and remarkable entrepreneurship among Newport's diverse people. $12 per person",Museum & Shop at Brick Market,05/29/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Elizabeth Cook,"933 Anthony Road, Portsmouth, RI 02840",03/19/2011,"Common Fence Music presents the Picnic Series. BYOB and food. Doors open at 7pm for the pre-show ""Folk tail-gate party"". Elizabeth Cook is a singer/songwriter with a twang in a trio setting.",Commen Fence Point Community Hall,03/19/2011,401-683-5085
http://gonewport.com/ViewPage.aspx?id=175,Road to Independence History Walking Tour,"127 Thames Street, Newport, RI 02840",03/19/2011,"Riots and rebellion, enemies and allies! Learn about Newport in the years surrounding the American Revolution at 11am. $12 per person, $10 for Newport Historical Society members.",Museum & Shop at Brick Market,03/19/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Journey: Recent Work by Rugmaker Meg Little,"76 Bellevue Avenue, Newport, RI 02840",03/31/2011,"Meg Little uses historical techniques and durable modern materials to create her striking, abstract hand-tufted rugs. Cultural artifacts from around the world and contemporary art by artists such as David Hockney inspire Little's designs. She uses a basic design vocabulary - stripe, spot, circle, cross, spiral. These shapes mirror the simplest hand gestures and have been used for decorative purposes since pre-historic times.",Newport Art Museum,03/19/2011,401-848-8200
http://gonewport.com/ViewPage.aspx?id=175,Choral Evensong for the 1st Sunday of Lent,"42 Dearborn Street, Newport, RI 02840",03/20/2011,"The Ecclesia Consort will present a Lenten Choral Evensong at 4pm with a reception following. Lent is a wonderful time of reflection and the opportunity to hear Ecclesia sing beautiful renaissance polyphony entirely a cappella; works of Victoria, Conseil, Palestrina, Farrant and Gregorian Chant in Emmanuel's beautiful nave. The service is open to all and a freewill offering will be received. Free Parking is available in the church's own parking lot.",Emmanuel Church,03/20/2011,401-874-0675
http://gonewport.com/ViewPage.aspx?id=175,"Gardens of Paris - A personal ""Tour"" with Maureen Bovet","101 Ferry Road, Bristol, RI 02809",03/24/2011,"Can't make it to Paris this spring? Boston garden designer and consultant Maureen Bovet will transport you from Blithewold's Living Room to the most prized gardens in Paris. Drawing on her experience as a tour guide for the Paris Garden Guild (2001-2004), Bovet will take you from well-known historic parks.","Blithewold Mansion, Garden and Arboretum",03/24/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Tour the Wanton-Lyman-Hazard House with Polly Wanton Lyman,"127 Thames Street, Newport, RI 02840",03/25/2011,"Guests will step back in time to the spring of 1781 when a historic interpreter portraying colonial resident Polly Wanton Lyman will lead a tour of the house. Polly will take guests through the house’s parlor, keeping room, kitchen & bed chambers while telling stories of the house’s great history & discussing life in Revolutionary War-torn Newport. Guests will have the opportunity to talk to Polly & ask questions about her daily life. Reservations suggested for this 11am tour. $10 per person.",Museum & Shop at Brick Market,03/25/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Music for Soprano and Organ,"One Queen Anne Square, Newport, RI 02840",03/26/2011,"Internationally acclaimed soprano Jolle Greenleaf and Christian Lane, Assistant Organist at Harvard University, present a program of music through the ages, featuring works from some of the Baroque period's greatest composers and compositions from the 20th and 21st centuries. Included is a performance of ""Circe,"" a ""Baroque"" solo cantata by Boston composer Carson Cooman. The performance begins at 7:30 p.m.  Tickets will be available at the door: $20 general admission, $18 senior, $8 student.",Trinity Church,03/26/2011,401-846-0660
http://gonewport.com/ViewPage.aspx?id=175,Laugh Like Fools All Month Long,"4 Equality Park Place, Newport, RI 02840",04/02/2011,"The Bit Players, award-winning Comedy Troupe, performs high-energy, fast-paced improvisation at 8pm. With various bits, diverse performers, & the always popular participation from the audience there is no telling what might happen when The Players hit the stage - one thing is for certain; you will laugh! Much like the hit TV show ""Whose Line Is It Anyway?"" Everything is entirely made up on the spot, in front of your eyes from characters to scenes to stories to music!",Firehouse Theater,04/01/2011,401-849-3473
http://gonewport.com/ViewPage.aspx?id=175,Journey: Recent Work by Rugmaker Meg Little,"76 Bellevue Avenue, Newport, RI 02840",04/30/2011,"Meg Little uses historical techniques and durable modern materials to create her striking, abstract hand-tufted rugs. Cultural artifacts from around the world and contemporary art by artists such as David Hockney inspire Little's designs. She uses a basic design vocabulary - stripe, spot, circle, cross, spiral. These shapes mirror the simplest hand gestures and have been used for decorative purposes since pre-historic times.",Newport Art Museum,04/01/2011,401-848-8200
http://gonewport.com/ViewPage.aspx?id=175,Antinori Wine Dinner at The Mooring,"Sayer's Wharf, Newport, RI 02840",04/01/2011,Gather with friends and family to make a toast to Italy at our Antinori Wine Dinner. winemaker Aldo Ranfanelli will lead guests through each selection of wine as they are paired with an elegant four-course dinner prepared by Executive Chef Michael Conetta.,The Mooring Seafood Kitchen & Bar,04/01/2011,401-846-2260
http://gonewport.com/ViewPage.aspx?id=175,Loving Cups: Tradition and Meaning in a Silver Form,"76 Bellevue Avenue, Newport, RI 02840",04/02/2011,"Experts from the world of art and antiques will explore the history of this silver form and its connections to the Gilded Age. Special guests include ten artists commissioned by the conference sponsor, Joseph A. Chazan, M.D., to create contemporary interpretations. The afternoon includes opportunities to view Loving Cups at the Newport Art Museum and the International Tennis Hall of Fame & Museum. Event runs 1pm-5pm. Museum members $20; non-members $25. Register by phone or at the door.",Newport Art Museum,04/02/2011,401-848-8200
http://gonewport.com/ViewPage.aspx?id=175,Doug and Telisha Williams,"933 Anthony Road, Portsmouth, RI 02871",04/02/2011,"Common Fence Music presents the Picnic Series. BYOB and food. Doors open at 7:00pm for the pre-show ""Folk tail-gate party"". Show starts at 8:00 p.m. Doug and Telisha Williams are a husband and wife singer/songwriter couple with a twang.",Common Fence Point Community Hall,04/02/2011,401-683-5085
http://gonewport.com/ViewPage.aspx?id=175,Dala,"135 Pelham Street, Newport, RI 02840",04/07/2011,"Common Fence Music at Channing Church. Doors open at 7:30 pm, show starts at 8pm. Dala is a folk-pop singer/songwriter duo from Canada",Channing Memorial Church,04/07/2011,401-846-0643
http://gonewport.com/ViewPage.aspx?id=175,"Making a Home of Her Own:  Newport’s Architectural Patronesses, 1850-1940","Leroy Avenue and Lawrence Avenue, Newport, RI 02840",04/07/2011,"Between 1850 and 1940, more than 45 women chose to build a home in Newport. In doing so, these women were expressing power and control at a time when women had few political rights. During this 6pm lecture, Dr. Catherine Zipf from Salve Regina University will discuss these remarkable women and the architecture they produced. Admission is free; donations welcome. Cosponsored by the Newport Historical Society.",Antone Academic Center,04/07/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Laugh Like Fools All Month Long,"4 Equality Park Place, Newport, RI 02840",04/09/2011,"The Bit Players, award-winning Comedy Troupe, performs high-energy, fast-paced improvisation at 8pm. With various bits, diverse performers, & the always popular participation from the audience there is no telling what might happen when The Players hit the stage - one thing is for certain; you will laugh! Much like the hit TV show ""Whose Line Is It Anyway?"" Everything is entirely made up on the spot, in front of your eyes from characters to scenes to stories to music!",Firehouse Theater,04/08/2011,401-849-3473
http://gonewport.com/ViewPage.aspx?id=175,Patronesses on the Point: A Walking Tour of Women and Newport Architecture,"127 Thames Street, Newport, RI 02840",04/09/2011,"Dr. Catherine Zipf of Salve Regina University will present an 11am history walking tour featuring Newport’s 19th century patronesses and the notable buildings the women built. This tour will explore how women changed the face of Ochre Point through their unique domestic designs. Some built fanciful farms, while other explored cutting-edge architectural styles, such as Shingle Style. $12 per person, $10 for Newport Historical Society members. Advance reservations required as space is limited.",Museum & Shop at Brick Market,04/09/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Newport Arts & Crafts Show,"141 Pelham Street, Newport, RI 02840",04/10/2011,"40 Artists & Crafters will display their outstanding work for purchase such as: Handmade knitted sweaters, hats scarves, baby sets, homemade jam, woodwork stained glass, mazes, fragrences candles, kitchen items, jewlery, italian leather purses & scarves, irish knits, handmade adult & childrens clothes and so much more...  Bring your unwatnted gold & silver and receive Cash. Highest prices paid. 10am-4pm.",Newport Elks Lodge,04/10/2011,401-835-7699
http://gonewport.com/ViewPage.aspx?id=175,"""My Father Victor Borge, A Daughter's Reflections""","518 Bellevue Avenue, Newport, RI 02840",04/12/2011,5pm-8pm. Please join us for this special evening to celebrate one of the world's greatest entertainers and a great friend to the Newport Music Festival. Janet's presentation has beeen heralded nationally and will feature a narrative of her father's life along with anecdotes and never-before-seen personal photographs. Tickets are $25.,The Pell Center,04/12/2011,401-846-1133
http://gonewport.com/ViewPage.aspx?id=175,Afternoon Tea in the Mansion,"101 Ferry Road, Bristol, RI 02809",04/15/2011,"Walk the grounds, tour the mansion and then join us in the Dining room for a lovely afternoon treat. Blithewold's informal Tea features our own custom-blended tea served alongside sweet and savory items including one of our favorite bites. For the first time we're taking a limited amount of reservations for each seating. Your reservation can only be made using Blithewold's website. Wednesday-Friday 1:30pm-2:30pm and 3pm-4pm.","Blithewold Mansion, Garden and Arboretum",04/13/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Laugh Like Fools All Month Long,"4 Equality Park Place, Newport, RI 02840",04/16/2011,"The Bit Players, award-winning Comedy Troupe, performs high-energy, fast-paced improvisation at 8pm. With various bits, diverse performers, & the always popular participation from the audience there is no telling what might happen when The Players hit the stage - one thing is for certain; you will laugh! Much like the hit TV show ""Whose Line Is It Anyway?"" Everything is entirely made up on the spot, in front of your eyes from characters to scenes to stories to music!",Firehouse Theater,04/15/2011,401-849-3473
http://gonewport.com/ViewPage.aspx?id=175,Mustard's Retreat,"933 Anthony Road, Portsmouth, RI 02871",04/16/2011,"Common Fence Music presents the Picnic Series. BYOB and food. Doors open at 7:00pm for the pre-show ""Folk tail-gate party"". Show starts at 8:00pm. Mustard's Retreat is a folk and old time duo.",Common Fence Music Hall,04/16/2011,401-683-5085
http://gonewport.com/ViewPage.aspx?id=175,Road to Independence History Walking Tour,"127 Thames Street, Newport, RI 02840",04/18/2011,"Riots and rebellion, enemies and allies! Learn about Newport in the years surrounding the American Revolution at 11am. $12 per person, $10 for Newport Historical Society members.",Museum & Shop at Brick Market,04/18/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Afternoon Tea in the Mansion,"101 Ferry Road, Bristol, RI 02809",04/22/2011,"Walk the grounds, tour the mansion and then join us in the Dining room for a lovely afternoon treat. Blithewold's informal Tea features our own custom-blended tea served alongside sweet and savory items including one of our favorite bites. For the first time we're taking a limited amount of reservations for each seating. Your reservation can only be made using Blithewold's website. Wednesday-Friday 1:30pm-2:30pm and 3pm-4pm.","Blithewold Mansion, Garden and Arboretum",04/20/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Coastal Riches: Creative Cooking with the Fish & Shellfish of New England,"35 King Street, Newport, RI 02840",04/20/2011,"Spend an evening with Chef Rick Allaire of Tucker’s Bistro as he shares his passion for exploring the culinary delights of our rich supply of local fish and shellfish.  Chef Rick’s  inventive & creative cooking styles will arm you with new knowledge, fabulous recipes and savvy preparation techniques to fortify your gastronomic prowess. Wine Tasting to compliment the menu chosen by Newport Wine Cellars. Class fee:  $50",Edward King House,04/20/2011,401-293-0740
http://gonewport.com/ViewPage.aspx?id=175,Laugh Like Fools All Month Long,"4 Equality Park Place, Newport, RI 02840",04/23/2011,"The Bit Players, award-winning Comedy Troupe, performs high-energy, fast-paced improvisation at 8pm. With various bits, diverse performers, & the always popular participation from the audience there is no telling what might happen when The Players hit the stage - one thing is for certain; you will laugh! Much like the hit TV show ""Whose Line Is It Anyway?"" Everything is entirely made up on the spot, in front of your eyes from characters to scenes to stories to music!",Firehouse Theater,04/22/2011,401-849-3473
http://gonewport.com/ViewPage.aspx?id=175,Tour the Wanton-Lyman-Hazard House with Polly Wanton Lyman,"127 Thames Street, Newport, RI 02840",04/22/2011,"Guests will step back in time to the spring of 1781 when a historic interpreter portraying colonial resident Polly Wanton Lyman will lead a tour of the house. Polly will take guests through the house’s parlor, keeping room, kitchen & bed chambers while telling stories of the house’s great history & discussing life in Revolutionary War-torn Newport. Guests will have the opportunity to talk to Polly & ask questions about her daily life. Reservations suggested for this 11am tour. $10 per person.",Museum & Shop at Brick Market,04/22/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Afternoon Tea in the Mansion,"101 Ferry Road, Bristol, RI 02809",04/29/2011,"Walk the grounds, tour the mansion and then join us in the Dining room for a lovely afternoon treat. Blithewold's informal Tea features our own custom-blended tea served alongside sweet and savory items including one of our favorite bites. For the first time we're taking a limited amount of reservations for each seating. Your reservation can only be made using Blithewold's website. Wednesday-Friday 1:30pm-2:30pm and 3pm-4pm.","Blithewold Mansion, Garden and Arboretum",04/27/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Laugh Like Fools All Month Long,"4 Equality Park Place, Newport, RI 02840",04/30/2011,"The Bit Players, award-winning Comedy Troupe, performs high-energy, fast-paced improvisation at 8pm. With various bits, diverse performers, & the always popular participation from the audience there is no telling what might happen when The Players hit the stage - one thing is for certain; you will laugh! Much like the hit TV show ""Whose Line Is It Anyway?"" Everything is entirely made up on the spot, in front of your eyes from characters to scenes to stories to music!",Firehouse Theater,04/29/2011,401-849-3473
http://gonewport.com/ViewPage.aspx?id=175,Colony House & Wanton-Lyman-Hazard House Colonial Site Tours,"127 Thames Street, Newport, RI 02840",06/01/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the c.1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. This 11:30am tour costs $12 per person. Reservations recommended as space is limited.",Museum & Shop at Brick Market,06/01/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Stop. Run. Play. Photographs by Susan Duca,"76 Bellevue Avenue, Newport, RI 02840",04/30/2011,"Susan Duca's photo-essay follows a group of Italian children attending a public school in Florence, Italy through eight years of growing, playing, learning and relating. Admission is $10 adults, $8 seniors, $6 students/military with valid ID, by donation Sat 10 am-12 pm.",Newport Art Museum,04/01/2011,401-848-8200
http://gonewport.com/ViewPage.aspx?id=175,Art from Within: Coleman Center Faculty Exhibition,"76 Bellevue Avenue, Newport, RI 02840",04/30/2011,"The professional working artists who teach in the Newport Art Museum's school, the Coleman Center for Creative Studies, share their passion for art with 2000 people of all ages every year. This spring, the Museum shines the spotlight on these talented, creative artists in an exhibition of their work in the Griswold House. Admission is $10 adult, $8 senior, $6 student/military with valid ID, by donation Sat 10 am-12 pm.",Newport Art Museum,04/01/2011,401-848-8200
http://gonewport.com/ViewPage.aspx?id=175,April Showers & Storms,"55 Bellvue Avenue, Newport, RI 02840",04/30/2011,"Local artist interpretations of spring with its April showers and storms that shake off the winters coat, will be featured in the April exhibition at Spring Bull Gallery. Oils, watercolors  , acrylics and pastels are some of the media by our talented local artists will use as they capture the signs of spring.",Spring Bull Gallery,04/02/2011,401-849-9166
http://gonewport.com/ViewPage.aspx?id=175,3rd Annual Food & Wine Expo,"65 Ridge Road, Newport, RI 02840",04/07/2011,"6pm-9pm. Guests who attend the event will be able to taste unlimited wines and beers, sample various foods, and have the opportunity to interact with the purveyors. In addition, there will be live entertainment. The Expo will take place in the Grand Ballroom at OceanCliff. Tickets for the Expo are $25 per person. This is a 21 years and older event. All of the proceeds from the event are being donated to the Portsmouth, Middletown and Rogers High School Music Departments.",Ocean Cliff Hotel,04/07/2011,401-855-3475
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/08/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/08/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/09/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/09/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Daffodil Days at Blithewold,"101 Ferry Road, Bristol, RI 02809",04/30/2011,"Celebrate spring at this beautiful thirty-three acre estate on Narragansett Bay with a spectacular display of more than 50,000 daffodils. April 10 - May 1, 2011.","Blithwold Mansion, Garden & Arboretum",04/09/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,RISD CE Art Exhibit: Inspired by Gardens,"101 Ferry Road, Bristol, RI 02809",04/30/2011,"During Daffodil Days at Blithewold Mansion, Gardens & Arboretum, enjoy a special showcase of paintings created by RISD Continuing Education students. Blithewold’s spectacular 33-acre estate is perfect for ""plein air"" painting - painting in the open air - because of its striking and varied gardens. Visitors will enjoy an art exhibit that recreates the visual riches of Blithewold’s landscapes on canvas.",Blithewold Mansion,04/09/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,The American Band Family Concert with the Rogers High School Jazz Ensemble,"15 Wickham Road, Newport, RI 02840",04/10/2011,"The American Band of Providence presents a Family Concert--""At the Movies and Beyond""...also features the Rogers HS Jazz Ensemble.  Music from ""Star Wars"" & ""Harry Potter"" by John Williams; music from ""Avatar"" by James Horner; music by Percy Grainger, Steven Reineke, John Philip Sousa and more",Rogers High School Auditorium,04/10/2011,401-846-2125
http://gonewport.com/ViewPage.aspx?id=175,Exploring our Heritage - Tea with Marjorie,"101 Ferry Road, Bristol, RI 02809",04/12/2011,"Join us for a delightful afternoon tea at Blithewold, featuring special guest Marjorie Shaw Jeffries, granddaughter of Bessie Pardee Van Wickle McKee. This will be a unique opportunity to hear Ms. Jeffries reflect on her heritage as the daughter of Augustine Van Wickle and Quincy Adams Shaw.","Blithewold Mansion, Garden and Arboretum",04/12/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/15/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/15/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Spring into Art,"Newport County, Newport, RI 02840",04/23/2011,"A Celebration of Art, Music, and Cultural Events in Newport County during Spring Break Week.  Includes lunchtime talks with artists, harbor walk, exhibits, theater, music, art classes, comdey and more. Fun for all ages. Organized and promoted by the Arts and Cultural Alliance of Newport County.",Arts and Cultural Alliance of Newport County,04/15/2011,401-849-6200
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/16/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/16/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/17/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/17/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Bouchard On Bellevue Trois: A Newport Secret Garden Event,"30 Bellevue Avenue, Newport, RI 02840",04/17/2011,"Sit in the beautiful & celebrated garden of Ron Fleming’s Bellevue House featuring 9,500 daffodils. Sip on Bellinis. Enjoy Demo & Gourmet Food by Chef Albert Bouchard. Demo & tasting by Susan Samson of Sakonett Vineyards. Silent auction,  Tarot Card & Number readings,  Musical Performance,  Painter in the garden. Limited seats $20 with reservatin; $25 at door. Proceeds benefits arts education in Aquideneck Island public schools. 1pm-3pm.",Bellevue House,04/17/2011,401-847-0514
http://gonewport.com/ViewPage.aspx?id=175,Guided Arboretum Tours: A Walk in the Woods with Dan Christina,"101 Ferry Road, Bristol, RI 02809",04/17/2011,"Join Assistant Grounds Manager and Certified Horticulturist Dan Christina for a “walk in the woods” as he reveals and discusses some of Blithewold’s horticultural treasures. Each month, topics such as growth habits, seasonal interest, bloom times, and effects in the home landscape will be discussed. $5 Member, $7 Non-member. Rain or Shine, please dress for the weather.",Blithewold Mansion,04/17/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/19/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/19/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/20/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/20/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Family Workshop: A Fairy House & Garden in a Basket,"101 Ferry Road, Bristol, RI 02809",04/21/2011,"Are there fairies at the bottom of your garden? Possibly, but even if there aren’t, it’s great fun to pretend! Build a house and little garden that just might entice the fairies to come and play. Using bark, leaves, twigs and other natural materials, we’ll create a charming little home that any fairy would be pleased to move into.",Blithewold Mansion,04/21/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/21/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/21/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/22/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/22/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Earth Day Family Fun Friday,"101 Ferry Road, Bristol, RI 02809",04/22/2011,"Kick-off another exciting season of Family Fun Fridays at Blithewold’s Earth Day Celebration and Birthday Party for our very own giant sequoia. This beautiful tree, most commonly seen on the West Coast of the United States, is a rare gem - help us to celebrate its 100th Birthday. There’s no better day to hug a tree than on Earth Day!","Blithewold Mansion, Garden and Arboretum",04/22/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/23/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/23/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Easter Brunch,"One Goat Island, Newport, RI 02840",04/24/2011,"Celebrate Easter with family and friends with our Easter Brunch. Held in our Grand Ballroom our traditional brunch buffet features made to order omelets, hand-carved roasted meats, chilled seafood displays, a dessert station, live music from Dick Lupino & Friends and more. 11:00am-3:00pm. $45 adults, $36 seniors (age 62+), $15 children age 5 – 12 and Children under 4 are free.",Hyatt Regency Newport Hotel & Spa,04/24/2011,401-851-3325
