moreInfoLink,webSite,title,fullDetails,phone,endDate,price,venue,eMail,address,startDate
http://www.eventsetter.com/events/USA/California/California/Concerts-Musical_Events/event125820.html,http://www.4thandbevents.com/index.html,Guitar Masters Tour feat. Eric Johnson with Andy McKee and Peppino D' Augustino,"There&rsquo;s a whole lotta talent coming your way in the form of the Guitar  Masters tour as axemen Eric Johnson, Andy McKee and Peppino D&rsquo;Agostino  join forces for an acoustic tour beginning in October.<br><br>Each  guitarist will perform his own set in an evening topped off by all three  maestros joining for a finale where the interplay is the thing as the  artists work together to turn an already incredible evening into a  joyous celebration of exceptional musicianship.",(619)231-4343,,$42-$64,4th&B,,"345 B Street, San Diego",
http://www.eventsetter.com/events/USA/Massachusetts/Boston/Concerts-Musical_Events/event126014.html,http://www.orpheum.org,A Smokin' Night of Blues at the Orpheum in Foxboro,"January 22 @ 8:00 pm <br><br>  The Orpheum Theatre in Foxboro hosts a smokin' night of blues and funk, featuring The Dan Lawson Band, Mark T. Small, and the Walkin' Blues Band, on Saturday, January 22nd at 8:00 p.m. <BR><BR>A Massachusetts favorite, The Dan Lawson Band is a celebrated blues band that has performed at major Blues Festivals throughout North America as well as all of the major motorcycle events including Sturgis and Daytona Bike Weeks. The Dan Lawson Band musicians include Dan Lawson (lead guitar), Tim Provost (drummer), and Jason Adams (bass). <BR><BR>Dan Lawson's reputation and style is a charismatic blues-rock sound like no other. Full Throttle Magazine said ""Dan Lawson puts the 'Master' in Stratocaster,"" and the Boston Globe said ""Dan's style of blues can tear your heart out and still make you cry...Smokin' guitar work.""<BR><BR>Also featured is Mark T. Small, a Chicago-style blues master who has traveled with and led a variety of band types that have ranged from bluegrass and Chicago-style blues. Small was the leader of The Lonesome Strangers, a New England blues favorite who toured for over a dozen years. <BR><BR>Also taking the stage in January is The Walkin' Blues Band, a Chicago-style blues band. Walkin' Blues Band members include Mark Todd (Harmonica, Vocals), Jason Nelson (Bass, Guitar, Vocals), Ramsey Kurdi (Vocals, Bass), Ramsey Kurdi (Vocals, Bass), Stefan Iris (Lead Guitar) and Jay Gillies (Drums). A local favorite, this high-energy band mixes the old with the new by featuring modern blues with traditional Chicago blues, <BR><BR>Doors open for the Orpheum Theatre Foxboro's Night of Blues at 7:30 p.m., and performances start at 8:00 p.m. A beer and wine cash bar will be available during the performances. General admission tickets are $15, and are available for purchase online 24/7 with no ticketing fees at www.orpheum.org, or by calling 800-838-3006. <P>",508-543-2787,,$15,The Orpheum Theatre Foxboro,bcunning@orpheum.org,"One School Street, Foxboro, MA 02035",
http://www.eventsetter.com/events/USA/Kansas/Wichita/Concerts-Musical_Events/event123308.html,http://www.thecotillion.com/eventInfo.php?event_id=190,13th Annual Blues Ball featuring The Insomniacs,"<p>13th Annual Blues Ball 8:00 pm Saturday, January 22 featuring The Insomniacs with special guests Josh Bowell &amp; the Rumble. Doors open at 7:00 pm. Tickets on sale for $12.00 at Select-a-Seat, The Cotillion, House of Sight &amp; Sound (Salina) and the employee clubs. Tickets on the day of the show will be $15.00. For further information and to charge tickets by phone call 316-722-4201 or logon to thecotillion.com. Presented by the Wichita Blues Society.</p>More Information<p>&nbsp;</p><p>THE INSOMNIACS&#39; brand new release &quot;AT LEAST I&#39;M NOT WITH YOU&quot; (April 21, 2009/Delta Groove Music), the follow-up to their critically-acclaimed debut &quot;Left Coast Blues&quot;, was recorded in only two days. The Portland, OR-based band led by 27- year old vocalist/guitarist/songwriter VYASA DODSON, together with bassist DEAN MUELLER, keyboardist ALEX SHAKERI and drummer DAVE MELYAN, laid down an astounding set of material that had been finely tuned night after night out on the road over the last two years. This release had the benefit of production help from Jeff Scott Fleenor from Delta Groove and the quality sound of one of the finest recording studios on the West Coast (Clear Lake Audio). Joined by special guests Al Blake (harmonica), Mitch Kashmar (harmonica), Joel Paterson (pedal steel guitar), and Jeff Turmes (tenor/baritone sax), The Insomniacs expand on their original intoxicating formula -- a mix of blues, swing, jump, and roots rock -- and deliver what is sure to become an instant classic.</p>",316-722-4201,,$12,The Cotillion,info@thecotillion.com,11120 W Kellogg 67209,
http://www.eventsetter.com/events/USA/Kansas/Wichita/Concerts-Musical_Events/event123309.html,http://www.thecotillion.com/eventInfo.php?event_id=190,13th Annual Blues Ball featuring The Insomniacs,"<p>13th Annual Blues Ball 8:00 pm Saturday, January 22 featuring The Insomniacs with special guests Josh Bowell &amp; the Rumble. Doors open at 7:00 pm. Tickets on sale for $12.00 at Select-a-Seat, The Cotillion, House of Sight &amp; Sound (Salina) and the employee clubs. Tickets on the day of the show will be $15.00. For further information and to charge tickets by phone call 316-722-4201 or logon to thecotillion.com. Presented by the Wichita Blues Society.</p>More Information<p>&nbsp;</p><p>THE INSOMNIACS&#39; brand new release &quot;AT LEAST I&#39;M NOT WITH YOU&quot; (April 21, 2009/Delta Groove Music), the follow-up to their critically-acclaimed debut &quot;Left Coast Blues&quot;, was recorded in only two days. The Portland, OR-based band led by 27- year old vocalist/guitarist/songwriter VYASA DODSON, together with bassist DEAN MUELLER, keyboardist ALEX SHAKERI and drummer DAVE MELYAN, laid down an astounding set of material that had been finely tuned night after night out on the road over the last two years. This release had the benefit of production help from Jeff Scott Fleenor from Delta Groove and the quality sound of one of the finest recording studios on the West Coast (Clear Lake Audio). Joined by special guests Al Blake (harmonica), Mitch Kashmar (harmonica), Joel Paterson (pedal steel guitar), and Jeff Turmes (tenor/baritone sax), The Insomniacs expand on their original intoxicating formula -- a mix of blues, swing, jump, and roots rock -- and deliver what is sure to become an instant classic.</p>",316-722-4201,,$12,The Cotillion,info@thecotillion.com,11120 W Kellogg 67209,
http://www.eventsetter.com/events/USA/California/San-Diego/Concerts-Musical_Events/event126184.html,http://www.4thandbevents.com,Late Night Guitar Master's After Party ft. Lynch Mob,"<p>Featuring:</p><p>&nbsp;Lynch Mob</p><p>George Lynch, Oni Logan, Wild Mick Brown (of Dokken), and Robbie Crane (of Ratt)</p><p>FREE w/ Guitar Master&#39;s paid ticket,</p><p>or $10 GA Standing</p><p>11:00 PM</p>",,,"FREE w/ Guitar Master's ticket, or $10",4th & B,,"345 B St, San Diego, CA 92101",
http://www.eventsetter.com/events/USA/California/San-Jose/Concerts-Musical_Events/event125954.html,http://www.philharmonia.org/vivavivaldi/,Philharmonia Baroque Chamber Players:Viva Vivaldi!,"Cynthia Miller Freivogel, violin<BR>Carla Moore, violin<BR>William Skeen, cello<BR>David Tayler, archlute & baroque guitar<BR>Hanneke van Proosdij, recorder & harpsichord<BR><BR>VIVALDI: Trio Sonatas, Cello Sonata in A minor, La Follia<BR><BR>Virtuoso members of Philharmonia Baroque Orchestra offer audiences a more intimate experience of period instrument performance in its new Chamber Music Series.  The first performance in this series, Viva Vivaldi!, presents a selection of Vivaldi's vibrant but lesser known chamber compositions including trio sonatas for mixed instruments and the fiery set of variations on La Follia, an Iberian tune widely familiar from the theme-and-variations set by composers from Corelli through Rachmaninoff. <P>",415-252-1288,,$25,San Francisco Conservatory of Music - Concert Hall,info@philharmonia.org,"50 Oak Street, San Francisco, CA 94102",
http://www.eventsetter.com/events/USA/California/San-Francisco/Concerts-Musical_Events/event125953.html,http://www.philharmonia.org/vivavivaldi/,Philharmonia Baroque Chamber Players:Viva Vivaldi!,"Cynthia Miller Freivogel, violin<BR>Carla Moore, violin<BR>William Skeen, cello<BR>David Tayler, archlute & baroque guitar<BR>Hanneke van Proosdij, recorder & harpsichord<BR><BR>VIVALDI: Trio Sonatas, Cello Sonata in A minor, La Follia<BR><BR>Virtuoso members of Philharmonia Baroque Orchestra offer audiences a more intimate experience of period instrument performance in its new Chamber Music Series.  The first performance in this series, Viva Vivaldi!, presents a selection of Vivaldi's vibrant but lesser known chamber compositions including trio sonatas for mixed instruments and the fiery set of variations on La Follia, an Iberian tune widely familiar from the theme-and-variations set by composers from Corelli through Rachmaninoff. <P>",415-252-1288,,$25,San Francisco Conservatory of Music - Concert Hall,info@philharmonia.org,"50 Oak Street, San Francisco, CA 94102",
http://www.eventsetter.com/events/USA/Colorado/Denver/Concerts-Musical_Events/event125093.html,,The St. Olaf Choir with Conductor Anton Armstrong,"<p>&nbsp;</p><p><br>Countdown underway to the St. Olaf Choir&rsquo;s 100th&nbsp;anniversary, celebrating its legacy as a creative force behind the&nbsp;a cappella&nbsp;choral tradition in America</p><p>(Northfield, Minn.) &ndash;&nbsp;Augustana Arts is please to announceThe St. Olaf Choir with Conductor Anton Armstrong performing at Augustana Lutheran Church, 5000 E. Alameda at 3 p.m. on Sunday, January 23.Tickets are $30 Adult and $15 Senor/Student and can be ordered by calling 303-388-4962 or online at&nbsp;www.augustanaarts.org.</p><p>Founded in 1912 at St. Olaf College in Northfield, Minn., under the direction of F. Melius Christiansen, the St. Olaf Choir is internationally recognized as a creative force behind America&rsquo;s&nbsp;a cappella&nbsp;choral tradition. With its centennial just one year away,&nbsp;this winter tour is&nbsp;	part of the St. Olaf Choir&rsquo;s countdown to its 100thanniversary,&nbsp;and its program will feature&nbsp;an eclectic program of sacred and secular masterpieces past and present, as well as works for grand pipe organ and chorus featuring soloist John Ferguson, one of America&rsquo;s most respected church musicians and teachers who serves as professor of organ and church music at St. Olaf College.</p><p>The St. Olaf Choir is the premier choral ensemble of Minnesota&rsquo;s St. Olaf College, and is best known today for its performances in the annual internationally broadcast &ldquo;St. Olaf Christmas Festival&rdquo; on PBS. The St. Olaf Choir is comprised of full-time undergraduate students at St. Olaf College, a liberal arts institution in Northfield, Minnesota, which currently enrolls about 3,000 students.</p><p>The singers commit to balancing full course loads with rehearsals five days a week, choir members perform concerts entirely from memory. Anton Armstrong has conducted the St. Olaf Choir since 1990. There have been only three other conductors of the St. Olaf Choir since its inception 98 years ago: Kenneth Jennings, Olaf Christiansen and the founder and first conductor F. Melius Christiansen.</p><p>The St. Olaf Choir has also been featured in a number of symphonic collaborations including, most recently, performances of Maurice Furufl&eacute;&rsquo;s Requiem for Voices, Orchestra and Organ, Opus 9, with the Minnesota Orchestra under the baton of Osmo V&auml;nsk&auml; in April 2010 at Orchestra Hall in Minneapolis. The St. Olaf Choir has also performed with the Saint Paul Chamber Orchestra, and under the direction of Sir Neville Marriner, Neemi Jarvi, Sir David Willcocks, Stanislaw Skrowaczewski, Andreas Delfs, Helmuth Rilling and the late Robert Shaw.</p><p>Touring, recording and broadcasts are all major components in the artistic life of the St. Olaf Choir. The St. Olaf Choir has performed for capacity audiences in major concert halls across the nation and overseas since 1920. Annual tours attract audiences totaling 25,000. Recent tours have included a 2009 tour to England, Wales and Ireland, a 2005 tour of Norway, a 2001 European tour including Paris, Prague, Vienna and Berlin, and a 1997 tour to Australia and New Zealand.</p><p>The St. Olaf Choir&rsquo;s ever-expanding discography now features 25 discs following the 2007 and 2010 releases ofRepertoire for Mixed Voices, Volume 1, and&nbsp;Repertoire for Mixed Voices, Volume 2,&nbsp;which are two-disc compilations of &ldquo;home concert&rdquo; recordings from the 2001 to 2008 national tours recorded in Boe Memorial Chapel on the campus of St. Olaf College. All recordings are available through St. Olaf Records atwww.stolafrecords.com&nbsp;or 1-888-232-6523. To learn more about the St. Olaf Choir, log on towww.stolafchoir.com.</p><p>Augustana Arts presents The St. Olaf Choir with Conductor Anton Armstrong - A program of sacred and secular masterpieces as well as works for grand pipe organ and chorus.&nbsp; Sunday, January 23 @ 3 p.m.&nbsp; Augustana Lutheran Church, 5000 E. Alameda Ave, Denver.&nbsp; $30 Adult; $15 Senor/Student - 303-388-4962 or online at&nbsp;www.augustanaarts.org.</p><p>&nbsp;</p>",303-388-4962,,15-30,Augustana Lutheran Church,,5000 East Alameda,
http://www.eventsetter.com/events/USA/Texas/Houston/Concerts-Musical_Events/event126139.html,http://www.musicincontext.org,A Personal Tribute to Sergiu Luca,"Pianist Brian Connelly plays a solo piano program , &nbsp;including works of J.S. Bach, Brahms, Bartok, and Bolcom on modern and historical pianos, in memory of the late Sergiu Luca.",7136652620,,$25.00 for Adults; $15.00  seniors,"Duncan Recital Hall, Alice Pratt Brown Hall, Rice University",info@musicincontext.org,"6100 Main Street, Houston, TX  77005",
http://www.eventsetter.com/events/USA/California/San-Francisco/Concerts-Musical_Events/event125775.html,http://www.ciis.edu/News_and_Events/Event_Calendar/Suzanne_Vega.html,An Evening with Singer-Songwriter Suzanne Vega,"Widely regarded as one of the most brilliant songwriters of her generation, Suzanne Vega emerged as a leading figure of the folk-music revival of the early 1980s when, accompanying herself on acoustic guitar, she sang what has been labeled contemporary folk or neo-folk songs of her own creation in Greenwich Village clubs. Since the release of her self-titled, critically acclaimed 1985 debut album, she has given sold-out concerts in many of the world's best-known halls. In performances devoid of outward drama that nevertheless convey deep emotion, Vega sings in a distinctive, clear vibrato-less voice that has been described as ""a cool, dry sandpaper- brushed near-whisper"" and as ""plaintive but disarmingly powerful."" Bearing the stamp of a masterful storyteller who ""observed the world with a clinically poetic eye,"" Suzanne's songs have always tended to focus on city life, ordinary people and real world subjects. Notably succinct and understated, often cerebral but also streetwise, her lyrics invite multiple interpretations. Her 2010 release, Suzanne Vega, Close Up, Vol 1, Love Songs, is the first of four CDs that looks back through her extraordinary songbook and re-imagines the work in an intimate, stripped down production. With her sultry voice, Suzanne seamlessly joins her poetry and contemporary folk song with a sound that is utterly unique and identifiable as hers alone.<BR><BR>Suzanne Vega will be signing CDs after the performance.<BR><BR>Group discounts available for 10 or more. <P>",415-392-4400,,$25/$35/$50/$65/$100.,"Palace of Fine Arts Theatre, San Francisco",publicprograms@ciis.edu,"3301 Lyon Street, San Francisco, CA 94123",
http://www.eventsetter.com/events/USA/California/San-Jose/Concerts-Musical_Events/event125776.html,http://www.ciis.edu/News_and_Events/Event_Calendar/Suzanne_Vega.html,An Evening with Singer-Songwriter Suzanne Vega,"Widely regarded as one of the most brilliant songwriters of her generation, Suzanne Vega emerged as a leading figure of the folk-music revival of the early 1980s when, accompanying herself on acoustic guitar, she sang what has been labeled contemporary folk or neo-folk songs of her own creation in Greenwich Village clubs. Since the release of her self-titled, critically acclaimed 1985 debut album, she has given sold-out concerts in many of the world's best-known halls. In performances devoid of outward drama that nevertheless convey deep emotion, Vega sings in a distinctive, clear vibrato-less voice that has been described as ""a cool, dry sandpaper- brushed near-whisper"" and as ""plaintive but disarmingly powerful."" Bearing the stamp of a masterful storyteller who ""observed the world with a clinically poetic eye,"" Suzanne's songs have always tended to focus on city life, ordinary people and real world subjects. Notably succinct and understated, often cerebral but also streetwise, her lyrics invite multiple interpretations. Her 2010 release, Suzanne Vega, Close Up, Vol 1, Love Songs, is the first of four CDs that looks back through her extraordinary songbook and re-imagines the work in an intimate, stripped down production. With her sultry voice, Suzanne seamlessly joins her poetry and contemporary folk song with a sound that is utterly unique and identifiable as hers alone.<BR><BR>Suzanne Vega will be signing CDs after the performance.<BR><BR>Group discounts available for 10 or more. <P>",415-392-4400,,$25/$35/$50/$65/$100.,"Palace of Fine Arts Theatre, San Francisco",publicprograms@ciis.edu,"3301 Lyon Street, San Francisco, CA 94123",
http://www.eventsetter.com/events/USA/California/California/Concerts-Musical_Events/event125821.html,http://www.4thandbevents.com/index.html,NSD Productions Presents Local Reggae & Roots Showcase,Come out and support local Reggae and Roots music in San Diego!  Featuring Rough and Steady w/ more bands to be announced soon!,(619)231-4343,,$10-$22,4th&B,,"345 B Street, San Diego",
http://www.eventsetter.com/events/USA/New-York/Long-Island/Concerts-Musical_Events/event125895.html,http://www.laurathomasband.com,Laura Thomas @ Googie's Lounge (above Living Room),"On Thursday January 27, one of New York's favorite singer-songwriters, Laura Thomas, will play at Googie's Lounge above the Living Room. Laura has long been captivating audiences throughout NYC at venues like Rockwood Music Hall, Crash Mansion, the Bitter End, and Joe's Pub. Now she'll bring her crafty lyrics and powerhouse voice to Googie's, where she'll be accompanied by Matt Wigton on upright bass, and Clarice Lappe on backing vocals. <BR><BR>Laura's show will be sure to leave you with a big balloon of inspiration and a shiver up your spine. The Washington Post has said that ""Her voice is capable of tracing melodies as sinuous as the Rock Creek Parkway, and she has a soft spot for writing tender, compassionate or introspective ballads that help set her apart from the rant'n'roll crowd.""<BR><BR>Facebook Event Page: http://www.facebook.com/event.php?eid=153505731364662&num_event_invites=0<BR>Twitter: http://twitter.com/laurathomasband<BR>Electronic Press Kit: http://www.reverbnation.com/laurathomasband<BR>Website: www.laurathomasband.com<BR>Myspace: www.myspace.com/laurathomasband<BR>Video: http://www.youtube.com/watch?v=mXZDbBWxdEA<BR><BR>For more details contact the band at laurabama@hotmail.com. <P>",917-817-3319,,Free! (suggested $5 donation).,Googie's Lounge (Upstairs from the Living Room),laurabama@hotmail.com,"154 Ludlow Street, New York, NY 10002",
http://www.eventsetter.com/events/USA/New-Jersey/New-Jersey/Concerts-Musical_Events/event125896.html,http://www.laurathomasband.com,Laura Thomas @ Googie's Lounge (above Living Room),"On Thursday January 27, one of New York's favorite singer-songwriters, Laura Thomas, will play at Googie's Lounge above the Living Room. Laura has long been captivating audiences throughout NYC at venues like Rockwood Music Hall, Crash Mansion, the Bitter End, and Joe's Pub. Now she'll bring her crafty lyrics and powerhouse voice to Googie's, where she'll be accompanied by Matt Wigton on upright bass, and Clarice Lappe on backing vocals. <BR><BR>Laura's show will be sure to leave you with a big balloon of inspiration and a shiver up your spine. The Washington Post has said that ""Her voice is capable of tracing melodies as sinuous as the Rock Creek Parkway, and she has a soft spot for writing tender, compassionate or introspective ballads that help set her apart from the rant'n'roll crowd.""<BR><BR>Facebook Event Page: http://www.facebook.com/event.php?eid=153505731364662&num_event_invites=0<BR>Twitter: http://twitter.com/laurathomasband<BR>Electronic Press Kit: http://www.reverbnation.com/laurathomasband<BR>Website: www.laurathomasband.com<BR>Myspace: www.myspace.com/laurathomasband<BR>Video: http://www.youtube.com/watch?v=mXZDbBWxdEA<BR><BR>For more details contact the band at laurabama@hotmail.com. <P>",917-817-3319,,Free! (suggested $5 donation).,Googie's Lounge (Upstairs from the Living Room),laurabama@hotmail.com,"154 Ludlow Street, New York, NY 10002",
http://www.eventsetter.com/events/USA/New-York/New-York-City/Concerts-Musical_Events/event125897.html,http://www.laurathomasband.com,Laura Thomas @ Googie's Lounge (above Living Room),"On Thursday January 27, one of New York's favorite singer-songwriters, Laura Thomas, will play at Googie's Lounge above the Living Room. Laura has long been captivating audiences throughout NYC at venues like Rockwood Music Hall, Crash Mansion, the Bitter End, and Joe's Pub. Now she'll bring her crafty lyrics and powerhouse voice to Googie's, where she'll be accompanied by Matt Wigton on upright bass, and Clarice Lappe on backing vocals. <BR><BR>Laura's show will be sure to leave you with a big balloon of inspiration and a shiver up your spine. The Washington Post has said that ""Her voice is capable of tracing melodies as sinuous as the Rock Creek Parkway, and she has a soft spot for writing tender, compassionate or introspective ballads that help set her apart from the rant'n'roll crowd.""<BR><BR>Facebook Event Page: http://www.facebook.com/event.php?eid=153505731364662&num_event_invites=0<BR>Twitter: http://twitter.com/laurathomasband<BR>Electronic Press Kit: http://www.reverbnation.com/laurathomasband<BR>Website: www.laurathomasband.com<BR>Myspace: www.myspace.com/laurathomasband<BR>Video: http://www.youtube.com/watch?v=mXZDbBWxdEA<BR><BR>For more details contact the band at laurabama@hotmail.com. <P>",917-817-3319,,Free! (suggested $5 donation).,Googie's Lounge (Upstairs from the Living Room),laurabama@hotmail.com,"154 Ludlow Street, New York, NY 10002",
http://www.eventsetter.com/events/USA/California/San-Francisco/Concerts-Musical_Events/event125267.html,http://www.oebs.org,Oakland East Bay Symphony: Brahms' 'Requiem',"The Oakland East Bay Symphony begins 2011 with a program centered around Brahms' ""Requiem"", a masterpiece offering hope and consolation. Talented opera singers Brian Leerhuber and Carrie Hennessey lend their superb voices to the work, which includes the Oakland Symphony Chorus. Leerhuber, a recent performer with San Francisco Opera and Los Angeles Opera, triumphantly returns to the Oakland East Bay Symphony, and Hennessey makes her Oakland East Bay Symphony debut after brilliant performances for numerous Northern Californian companies. Armenian Composer Avetis Berberyan's The Hero's Journey Suite, My Mother and Wake Up, Armenia add a modern element to a concert full of the powerful insistence of a better future. A pre-concert talk by John Kendall Bailey begins at 7 pm. <BR><BR>Brahms' ""Requiem"", first premiered as a whole in 1868, is thought to have been inspired by the death of his mother in 1865. Unlike other requiems that take their text from the Roman Catholic liturgy, Brahms compiled his texts from Martin Luther's German vernacular translation of the Bible. He reshaped the traditional requiem by shifting the focus from a prayer for the dead to messages of comfort for the living. His work offers a profound break from the past and assures listeners that there is peace and hope in the future. <BR><BR>OEBS' 2010-2011 Season features an impressive lineup of guest celebrities, and Joan Baez joins Carlos Santana, Narada Michael Walden and Scott Amendola, jazz violinist Regina Carter, and guitarist Nels Cline of the band Wilco, all of whom will perform on different concerts. The season is highlighted by the premieres of new orchestral works by Narada Michael Walden, Scott Amendola and Billy Childs, as well as Weill's Street Scene, Brahms' Requiem, Beethoven's Triple Concerto, a program of music from Persia, Tchaikovsky's Fourth Symphony and more. <P>",,,$20-$65.,The Paramount Theatre,,"2025 Broadway, Oakland, CA 94612",
http://www.eventsetter.com/events/USA/California/San-Jose/Concerts-Musical_Events/event125268.html,http://www.oebs.org,Oakland East Bay Symphony: Brahms' 'Requiem',"The Oakland East Bay Symphony begins 2011 with a program centered around Brahms' ""Requiem"", a masterpiece offering hope and consolation. Talented opera singers Brian Leerhuber and Carrie Hennessey lend their superb voices to the work, which includes the Oakland Symphony Chorus. Leerhuber, a recent performer with San Francisco Opera and Los Angeles Opera, triumphantly returns to the Oakland East Bay Symphony, and Hennessey makes her Oakland East Bay Symphony debut after brilliant performances for numerous Northern Californian companies. Armenian Composer Avetis Berberyan's The Hero's Journey Suite, My Mother and Wake Up, Armenia add a modern element to a concert full of the powerful insistence of a better future. A pre-concert talk by John Kendall Bailey begins at 7 pm. <BR><BR>Brahms' ""Requiem"", first premiered as a whole in 1868, is thought to have been inspired by the death of his mother in 1865. Unlike other requiems that take their text from the Roman Catholic liturgy, Brahms compiled his texts from Martin Luther's German vernacular translation of the Bible. He reshaped the traditional requiem by shifting the focus from a prayer for the dead to messages of comfort for the living. His work offers a profound break from the past and assures listeners that there is peace and hope in the future. <BR><BR>OEBS' 2010-2011 Season features an impressive lineup of guest celebrities, and Joan Baez joins Carlos Santana, Narada Michael Walden and Scott Amendola, jazz violinist Regina Carter, and guitarist Nels Cline of the band Wilco, all of whom will perform on different concerts. The season is highlighted by the premieres of new orchestral works by Narada Michael Walden, Scott Amendola and Billy Childs, as well as Weill's Street Scene, Brahms' Requiem, Beethoven's Triple Concerto, a program of music from Persia, Tchaikovsky's Fourth Symphony and more. <P>",,,$20-$65.,The Paramount Theatre,,"2025 Broadway, Oakland, CA 94612",
http://www.eventsetter.com/events/USA/California/San-Francisco/Concerts-Musical_Events/event125981.html,http://www.CroatianAmericanWeb.org,Kitka & Milla Milojkovic with Chicago Tamburasi,"The culminating event of the Culture at the Crossroads concert series will be a concert featuring Kitka and Milla Milojkovic with the Chicago Tamburasi.  Two creative forces in Balkan music on the same program!  Kitka striving to expand the boundaries of folksong as a living and evolving expressive art form, and Milla exploring the synthesis between jazz and Balkan music with her stellar sidemen, the Chicago Tamburasi. <BR><BR>Ethnic food at 7:30PM, concert at 8PM, and dancing afterwards. Advance tickets at http://beta.brownpapertickets.com/event/143042<BR><BR>Kitka is an American women's vocal arts ensemble inspired by traditional songs and vocal techniques from Eastern Europe. Dedicated to developing new audiences for music rooted in Balkan, Slavic, and Caucasian women's vocal traditions, Kitka also strives to expand the boundaries of folk song as a living and evolving expressive art form with adventuresome collaborations.<BR><BR>Milla Milojkovic is a well-known San Francisco jazz singer. Born to a Croatian mother who grew up in Bosnia, and a Serbian father, folk music and culture was a prominent feature of her youth.   Milla enjoys the creative freedoms of jazz, and believes that there is a true synthesis between jazz and Balkan music, for both genres welcome improvisation and require chops. She will be accompanied by the stellar Chicago Tamburasi; Adis Sirbubalo, Danny Ovanin, Ryan Werner,Marko (Suco) Dreher, and Steve Ovanin. <P>",510-649-0941,,"$20 door, $18 Advance at Brownpapertickets.",Croatian American Cultural Center,johndaley2@gmail.com,"60 Onondaga Ave., San Francisco, CA 94112",
http://www.eventsetter.com/events/USA/California/San-Jose/Concerts-Musical_Events/event125982.html,http://www.CroatianAmericanWeb.org,Kitka & Milla Milojkovic with Chicago Tamburasi,"The culminating event of the Culture at the Crossroads concert series will be a concert featuring Kitka and Milla Milojkovic with the Chicago Tamburasi.  Two creative forces in Balkan music on the same program!  Kitka striving to expand the boundaries of folksong as a living and evolving expressive art form, and Milla exploring the synthesis between jazz and Balkan music with her stellar sidemen, the Chicago Tamburasi. <BR><BR>Ethnic food at 7:30PM, concert at 8PM, and dancing afterwards. Advance tickets at http://beta.brownpapertickets.com/event/143042<BR><BR>Kitka is an American women's vocal arts ensemble inspired by traditional songs and vocal techniques from Eastern Europe. Dedicated to developing new audiences for music rooted in Balkan, Slavic, and Caucasian women's vocal traditions, Kitka also strives to expand the boundaries of folk song as a living and evolving expressive art form with adventuresome collaborations.<BR><BR>Milla Milojkovic is a well-known San Francisco jazz singer. Born to a Croatian mother who grew up in Bosnia, and a Serbian father, folk music and culture was a prominent feature of her youth.   Milla enjoys the creative freedoms of jazz, and believes that there is a true synthesis between jazz and Balkan music, for both genres welcome improvisation and require chops. She will be accompanied by the stellar Chicago Tamburasi; Adis Sirbubalo, Danny Ovanin, Ryan Werner,Marko (Suco) Dreher, and Steve Ovanin. <P>",510-649-0941,,"$20 door, $18 Advance at Brownpapertickets.",Croatian American Cultural Center,johndaley2@gmail.com,"60 Onondaga Ave., San Francisco, CA 94112",
http://www.eventsetter.com/events/USA/New-Jersey/New-Jersey/Concerts-Musical_Events/event124010.html,,oldies but goodies performance by The Cameo,The Cameo&#39;s Oldies group &amp; Beefsteak dinner<br>,973 388-6443,,$40.00,Beefsteak Dinner & Oldies concert,kuky156@aol.com,98 bridge Street,
http://www.eventsetter.com/events/USA/North-Carolina/Charlotte/Concerts-Musical_Events/event125809.html,http://www.toscomusicparty.com/,Tosco Music Party,"Bio        See More               <p>Now You See Them is a super-fun acoustic indie folk/pop trio  dedicated to delivering a great time.  Appealing to virtually all  audiences through beautiful harmonies, slow burning lyrics, and non  traditional instruments, NYST combines thoughtfully ironic originals  alongside carefully selected covers making their shows a  not-to-be-missed breath of fresh air.</p>",,,$15.00 (adults); $8.00 (15 and younger); $12.00 (65 and older) Group discounts a,Central Piedmont Community College,,1206 Elizabeth Ave,
