venueLink,hours,phone,latitude,moreInfo,venue,time,price,description,address,name,startDate,city,image,endDate,state,longitude
http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,,(206) 441-5660,47.61363,http://www.thestranger.com/seattle/Event?event=6956849,Lava Lounge,,,,2226 Second Ave &nbsp;&nbsp;,Rock DJs:                                       Guests,04/21/2011,Seattle,,04/21/2011,WA,-122.34468
http://www.thestranger.com/seattle/ballroom/Location?oid=24032,Daily 4 pm-2 am,(206) 634-2575,47.65207,http://www.thestranger.com/seattle/Event?event=1093833,Ballroom,,,,456 N 36th St &nbsp;&nbsp;,DJ Warren,04/23/2011,Seattle,,04/23/2011,WA,-122.35307
http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,,(206) 324-7263,47.61396,http://www.thestranger.com/seattle/Event?event=7747463,Century Ballroom,,$5/$7,,"915 E Pine St, second floor &nbsp;&nbsp;",East Hall:                                       Dustbowl Dance with DJ Betty,04/23/2011,Seattle,,04/23/2011,WA,-122.32044
http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,,(206) 324-7263,47.61396,http://www.thestranger.com/seattle/Event?event=7747451,Century Ballroom,,$10,,"915 E Pine St, second floor &nbsp;&nbsp;",DJ Nick,04/23/2011,Seattle,,04/23/2011,WA,-122.32044
http://www.thestranger.com/seattle/arabica-lounge/Location?oid=4938312,"Sun-Thurs 7 am-9 pm, Fri-Sat 9 am-11 pm",(206) 347-6093,47.61873,http://www.thestranger.com/seattle/Event?event=7737285,Arabica Lounge,,,,1550 E Olive Way &nbsp;&nbsp;,"Sad Sad Songs:                                       DJ Bessington, DJ Dewey Decimal",04/26/2011,Seattle,,04/26/2011,WA,-122.32569
http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,,(206) 324-7263,47.61396,http://www.thestranger.com/seattle/Event?event=7747485,Century Ballroom,,$6,,"915 E Pine St, second floor &nbsp;&nbsp;",DJ Greg Constantino,04/26/2011,Seattle,,04/26/2011,WA,-122.32044
http://www.thestranger.com/seattle/contour/Location?oid=23990,,(206) 447-7704,47.60337,http://www.thestranger.com/seattle/Event?event=7419372,Contour,,,,807 First Ave &nbsp;&nbsp;,"Electric Groove:                                       LoveVirus, Residents, Sol Calderon, LifeSupport",04/26/2011,Seattle,,04/26/2011,WA,-122.33521
http://www.thestranger.com/seattle/scarlet-tree/Location?oid=23902,"Mon-Thurs 11 am-2 am, Fri-Sun 7 am-2 am",(206) 523-8888,47.67605,http://www.thestranger.com/seattle/Event?event=7615600,Scarlet Tree,,,,801 NE 65th Street &nbsp;&nbsp;,Kool-Ade,04/30/2011,Seattle,,04/30/2011,WA,-122.3176
http://www.thestranger.com/seattle/meany-hall/Location?oid=23891,,543-4880,47.60577,http://www.thestranger.com/seattle/Event?event=7596171,Meany Hall,7:30 pm.,$5/$10,,UW Campus &nbsp;&nbsp;,DXARTS:                                       University of Washington's School of Music,04/27/2011,Seattle,,04/27/2011,WA,-122.32943
http://www.thestranger.com/seattle/meany-hall/Location?oid=23891,,543-4880,47.60577,http://www.thestranger.com/seattle/Event?event=7596192,Meany Hall,7:30 pm.,$10/$15,,UW Campus &nbsp;&nbsp;,UW Music Faculty Recital:                                       Guests,04/28/2011,Seattle,,04/28/2011,WA,-122.32943
http://www.thestranger.com/seattle/contour/Location?oid=23990,,(206) 447-7704,47.60337,http://www.thestranger.com/seattle/Event?event=4587038,Contour,,,,807 First Ave &nbsp;&nbsp;,"Europa Night:                                       DJ Igor, DJ Misha, DJ Chronus",04/23/2011,Seattle,,04/23/2011,WA,-122.33521
http://www.thestranger.com/seattle/juju/Location?oid=568021,,(206) 728-4053,47.61359,http://www.thestranger.com/seattle/Event?event=3658986,Juju,,Free,,2224 Second Ave &nbsp;&nbsp;,"Tighten Up:                                       Neight1000, DJ 100Proof",04/23/2011,Seattle,,04/23/2011,WA,-122.34463
http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,,(206) 441-5660,47.61363,http://www.thestranger.com/seattle/Event?event=52080,Lava Lounge,,,,2226 Second Ave &nbsp;&nbsp;,DJ Matt,04/23/2011,Seattle,,04/23/2011,WA,-122.34468
http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,,(206) 324-7263,47.61396,http://www.thestranger.com/seattle/Event?event=7747473,Century Ballroom,,$12,,"915 E Pine St, second floor &nbsp;&nbsp;",Valse Cafe Paris Quartet,04/24/2011,Seattle,,04/24/2011,WA,-122.32044
http://www.thestranger.com/seattle/chop-suey/Location?oid=24704,,(206) 324-8000,47.61343,http://www.thestranger.com/seattle/Event?event=7120477,Chop Suey,,$8/$10,,1325 E Madison St &nbsp;&nbsp;,"Royal Bangs, Superhumanoids, Guests",04/24/2011,Seattle,,04/24/2011,WA,-122.31499
http://www.thestranger.com/seattle/cuff-complex/Location?oid=24134,Daily 2 pm-2 am,(206) 323-1525,47.61454,http://www.thestranger.com/seattle/Event?event=2109249,Cuff Complex,8 pm.,,,1533 13th Ave &nbsp;&nbsp;,Karaoke:                                       Guests,04/21/2011,Seattle,,04/21/2011,WA,-122.3157
http://www.thestranger.com/seattle/parlor-ultra-lounge/Location?oid=603593,"Mon-Sat 11 am-2 am, Sun 11 am-midnight",(425) 289-7000,47.61644,http://www.thestranger.com/seattle/Event?event=3137729,Parlor Ultra Lounge,9 pm.,,,"700 Bellevue Way NE, Ste 300 &nbsp;&nbsp;",Karaoke:                                       Guests,04/21/2011,Bellevue,,04/21/2011,WA,-122.2015
http://www.thestranger.com/seattle/hula-hula/Location?oid=146146,4 pm-close daily,(206) 284-5003,47.6188,http://www.thestranger.com/seattle/Event?event=3523542,Hula Hula,9:30 pm.,Free,,106 First Ave N &nbsp;&nbsp;,Hula Hula Karaoke:                                       Guests,04/21/2011,Seattle,,04/21/2011,WA,-122.35521
http://www.thestranger.com/seattle/scarlet-tree/Location?oid=23902,"Mon-Thurs 11 am-2 am, Fri-Sun 7 am-2 am",(206) 523-8888,47.67605,http://www.thestranger.com/seattle/Event?event=7615523,Scarlet Tree,,,,801 NE 65th Street &nbsp;&nbsp;,Cultureyard,04/21/2011,Seattle,,04/21/2011,WA,-122.3176
http://www.thestranger.com/seattle/see-sound-lounge/Location?oid=25076,,(206) 374-3733,47.61268,http://www.thestranger.com/seattle/Event?event=4671508,See Sound Lounge,,,,115 Blanchard St &nbsp;&nbsp;,Salsa:                                       DJ Nick,04/24/2011,Seattle,,04/24/2011,WA,-122.34491
http://www.thestranger.com/seattle/jazz-alley/Location?oid=23889,,(206) 441-9729,47.61459,http://www.thestranger.com/seattle/Event?event=7748235,Jazz Alley,,$15,,2033 Sixth Ave &nbsp;&nbsp;,Chuck Loeb,04/25/2011,Seattle,,04/25/2011,WA,-122.33891
http://www.thestranger.com/seattle/seattle-center/Location?oid=58619,,(206) 684-7200,47.6186,http://www.thestranger.com/seattle/Event?event=7615745,Seattle Center,,Free,,305 Harrison St &nbsp;&nbsp;,"World Rhythm Festival:                                       Kora Kana, Mahammed Shaibu &  Soyaya, Thione Dio & Yeke Yeke, Guests",04/24/2011,Seattle,,04/24/2011,WA,-122.3503
http://www.thestranger.com/seattle/the-white-rabbit/Location?oid=6736089,"Mon-Thurs 4 pm-1:30 am, Fri-Sat 4 pm-2 am, Sun noon-midnight",(206) 588-0155,47.65163,http://www.thestranger.com/seattle/Event?event=7529283,The White Rabbit,,$6,,513 N 36th St &nbsp;&nbsp;,Michael Shrieve's Spellbinder,04/25/2011,Seattle,,04/25/2011,WA,-122.35224
http://www.thestranger.com/seattle/2-bit-saloon/Location?oid=4017559,,,47.66405,http://www.thestranger.com/seattle/Event?event=7852440,2 Bit Saloon,,,,4818 17th Ave NW &nbsp;&nbsp;,"Western Medicine, The Orchestration, Gumshen",05/06/2011,Seattle,,05/06/2011,WA,-122.3788
http://www.thestranger.com/seattle/gorge-amphitheatre/Location?oid=24799,,(509) 785-0306,47.03691,http://www.thestranger.com/seattle/Event?event=7066340,Gorge Amphitheatre,,sold out,,754 Silica Road NW &nbsp;&nbsp;,"Sasquatch Music Festival:                                       Death Cab for Cutie, Bright Eyes, Iron & Wine, Bassnectar, Robyn, Matt & Kim, The Thermals, The Head And The Heart, and many more",05/28/2011,George,,05/28/2011,WA,-119.95498
http://www.thestranger.com/seattle/neighbours-underground/Location?oid=24964,,324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=6145519,Neighbours Underground,9 pm.,$5,,1509 Broadway &nbsp;&nbsp;,Vicious Dolls:                                       DJ Rachael,04/26/2011,Seattle,,04/26/2011,WA,-122.321
http://www.thestranger.com/seattle/2-bit-saloon/Location?oid=4017559,,,47.66405,http://www.thestranger.com/seattle/Event?event=7852456,2 Bit Saloon,,,,4818 17th Ave NW &nbsp;&nbsp;,"the Chopps, Ichi Bichi, Grunion",05/12/2011,Seattle,,05/12/2011,WA,-122.3788
http://www.thestranger.com/seattle/bara/Location?oid=24713,,(206) 325-8263,47.61433,http://www.thestranger.com/seattle/Event?event=7140248,Barça,,Free,,1510 11th Ave &nbsp;&nbsp;,Clark Gibson Trio,04/28/2011,Seattle,,04/28/2011,WA,-122.31789
http://www.thestranger.com/seattle/paragon/Location?oid=24629,,(206) 283-4548,47.63757,http://www.thestranger.com/seattle/Event?event=52021,Paragon,,,,2125 Queen Anne Ave N &nbsp;&nbsp;,Goodybag,04/28/2011,Seattle,,04/28/2011,WA,-122.35717
http://www.thestranger.com/seattle/peoples-republic-of-koffee/Location?oid=3008302,,,47.61675,http://www.thestranger.com/seattle/Event?event=7579541,People's Republic of Koffee,,,,1720 12th Ave &nbsp;&nbsp;,Figeater:                                       OG Fig featuring Beth Fleenor and Jeff Huston,05/12/2011,Seattle,,05/12/2011,WA,-122.31668
http://www.thestranger.com/seattle/waterwheel-lounge/Location?oid=178255,"Mon-Fri 2 pm-2 am, Sat-Sun 11 pm-2 am",(206) 784-5701,47.68023,http://www.thestranger.com/seattle/Event?event=1164019,Waterwheel Lounge,,,,7034 15th Ave NW &nbsp;&nbsp;,Karaoke:                                       Guests,04/30/2011,Seattle,,04/30/2011,WA,-122.37653
http://www.thestranger.com/seattle/moore-theatre/Location?oid=24641,,(206) 292-2787,47.61129,http://www.thestranger.com/seattle/Event?event=7096708,Moore Theatre,,sold out,,1932 Second Ave &nbsp;&nbsp;,Fleet Foxes,05/02/2011,Seattle,,05/03/2011,WA,-122.34083
http://www.thestranger.com/seattle/re-bar/Location?oid=1216384,,233-9873,47.61637,http://www.thestranger.com/seattle/Event?event=55566,Re-bar,9 pm.,,,1114 Howell St &nbsp;&nbsp;,Flammable:                                       DJ Wesley Holmes,05/01/2011,Seattle,,05/01/2011,WA,-122.33131
http://www.thestranger.com/seattle/neighbours/Location?oid=23893,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=7140091,Neighbours,,,,1509 Broadway &nbsp;&nbsp;,Noche Latina:                                       Guest DJs,05/01/2011,Seattle,,05/01/2011,WA,-122.321
http://www.thestranger.com/seattle/neighbours/Location?oid=23893,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=7140095,Neighbours,,,,1509 Broadway &nbsp;&nbsp;,Dubstep:                                       DJ Keano Martinez,05/03/2011,Seattle,,05/03/2011,WA,-122.321
http://www.thestranger.com/seattle/monas-bistro-and-lounge/Location?oid=24565,Daily 5 pm-2 am,(206) 526-1188,47.67534,http://www.thestranger.com/seattle/Event?event=7140175,Mona's Bistro & Lounge,,,,6421 Latona Ave NE &nbsp;&nbsp;,Jessica Eballer,05/02/2011,Seattle,,05/02/2011,WA,-122.3256
http://www.thestranger.com/seattle/new-orleans/Location?oid=37125,,(206) 622-2563,47.60157,http://www.thestranger.com/seattle/Event?event=51966,New Orleans,6:30 pm.,,,114 First Ave S &nbsp;&nbsp;,The New Orleans Quintet,05/02/2011,Seattle,,05/02/2011,WA,-122.33399
http://www.thestranger.com/seattle/moore-theatre/Location?oid=24641,,(206) 292-2787,47.61129,http://www.thestranger.com/seattle/Event?event=7096916,Moore Theatre,8 pm.,,,1932 Second Ave &nbsp;&nbsp;,Seattle Rock Orchestra Performs Queen,05/21/2011,Seattle,,05/21/2011,WA,-122.34083
http://www.thestranger.com/seattle/scarlet-tree/Location?oid=23902,"Mon-Thurs 11 am-2 am, Fri-Sun 7 am-2 am",(206) 523-8888,47.67605,http://www.thestranger.com/seattle/Event?event=7615560,Scarlet Tree,,Free,,801 NE 65th Street &nbsp;&nbsp;,Open Mic,05/01/2011,Seattle,,05/01/2011,WA,-122.3176
http://www.thestranger.com/seattle/little-red-hen/Location?oid=23949,,(206) 522-1168,47.67998,http://www.thestranger.com/seattle/Event?event=3280735,Little Red Hen,4 pm.,,,7115 Woodlawn Ave NE &nbsp;&nbsp;,Open Mic Acoustic Jam with Bodacious Billy,05/01/2011,Seattle,,05/01/2011,WA,-122.3248
http://www.thestranger.com/seattle/conor-byrne/Location?oid=23880,,(206) 784-3640,47.66533,http://www.thestranger.com/seattle/Event?event=2636510,Conor Byrne,9 pm.,,,5140 Ballard Ave NW &nbsp;&nbsp;,Open Mic:                                       Guests,05/01/2011,Seattle,,05/01/2011,WA,-122.38168
http://www.thestranger.com/seattle/scarlet-tree/Location?oid=23902,"Mon-Thurs 11 am-2 am, Fri-Sun 7 am-2 am",(206) 523-8888,47.67605,http://www.thestranger.com/seattle/Event?event=7615523,Scarlet Tree,,,,801 NE 65th Street &nbsp;&nbsp;,Cultureyard,04/28/2011,Seattle,,04/28/2011,WA,-122.3176
http://www.thestranger.com/seattle/owl-n-thistle-irish-pub/Location?oid=23896,,(206) 621-7777,47.60323,http://www.thestranger.com/seattle/Event?event=52029,Owl N' Thistle Irish Pub,,,,808 Post Ave &nbsp;&nbsp;,Jazz Improv Night:                                       Guests,05/03/2011,Seattle,,05/03/2011,WA,-122.33548
http://www.thestranger.com/seattle/ballroom/Location?oid=24032,Daily 4 pm-2 am,(206) 634-2575,47.65207,http://www.thestranger.com/seattle/Event?event=6181972,Ballroom,,Free,,456 N 36th St &nbsp;&nbsp;,DJ Rob,04/28/2011,Seattle,,04/28/2011,WA,-122.35307
http://www.thestranger.com/seattle/hard-rock-cafe/Location?oid=3495210,"Sun-Thurs  11 am-11 pm, Fri-Sat  11 am-2 am",(206) 204-2233,47.60893,http://www.thestranger.com/seattle/Event?event=7418174,Hard Rock Cafe,,Free,,116 Pike Street &nbsp;&nbsp;,Open Mic:                                       Guests,05/02/2011,Seattle,,05/02/2011,WA,-122.33986
http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,,(206) 441-5660,47.61363,http://www.thestranger.com/seattle/Event?event=6956849,Lava Lounge,,,,2226 Second Ave &nbsp;&nbsp;,Rock DJs:                                       Guests,04/28/2011,Seattle,,04/28/2011,WA,-122.34468
http://www.thestranger.com/seattle/hula-hula/Location?oid=146146,4 pm-close daily,(206) 284-5003,47.6188,http://www.thestranger.com/seattle/Event?event=3523542,Hula Hula,9:30 pm.,Free,,106 First Ave N &nbsp;&nbsp;,Hula Hula Karaoke:                                       Guests,04/27/2011,Seattle,,04/27/2011,WA,-122.35521
http://www.thestranger.com/seattle/neighbours-underground/Location?oid=24964,,324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=6145519,Neighbours Underground,9 pm.,$5,,1509 Broadway &nbsp;&nbsp;,Vicious Dolls:                                       DJ Rachael,05/03/2011,Seattle,,05/03/2011,WA,-122.321
http://www.thestranger.com/seattle/little-red-hen/Location?oid=23949,,(206) 522-1168,47.67998,http://www.thestranger.com/seattle/Event?event=1089267,Little Red Hen,,Free,,7115 Woodlawn Ave NE &nbsp;&nbsp;,Karaoke with DJ Forrest Gump:                                       Guests,05/02/2011,Seattle,,05/02/2011,WA,-122.3248
http://www.thestranger.com/seattle/hula-hula/Location?oid=146146,4 pm-close daily,(206) 284-5003,47.6188,http://www.thestranger.com/seattle/Event?event=3523542,Hula Hula,9:30 pm.,Free,,106 First Ave N &nbsp;&nbsp;,Hula Hula Karaoke:                                       Guests,05/02/2011,Seattle,,05/02/2011,WA,-122.35521
http://www.thestranger.com/seattle/district-lounge/Location?oid=396400,,(206) 547-4134,47.66155,http://www.thestranger.com/seattle/Event?event=5527800,District Lounge,8 pm.,Free,,4507 Brooklyn Ave NE &nbsp;&nbsp;,Cassia DeMayo Quintet,04/28/2011,Seattle,,04/28/2011,WA,-122.31448
http://www.thestranger.com/seattle/chop-suey/Location?oid=24704,,(206) 324-8000,47.61343,http://www.thestranger.com/seattle/Event?event=7780216,Chop Suey,9 pm.,$5/$10 after 11pm,,1325 E Madison St &nbsp;&nbsp;,"Jai Ho! Back to the ""Bollywood"" Future:                                       Guest DJs",05/21/2011,Seattle,,05/21/2011,WA,-122.31499
http://www.thestranger.com/seattle/ballroom/Location?oid=24032,Daily 4 pm-2 am,(206) 634-2575,47.65207,http://www.thestranger.com/seattle/Event?event=1093833,Ballroom,,,,456 N 36th St &nbsp;&nbsp;,DJ Warren,04/30/2011,Seattle,,04/30/2011,WA,-122.35307
http://www.thestranger.com/seattle/havana/Location?oid=55817,,(206) 323-CUBA,47.61423,http://www.thestranger.com/seattle/Event?event=55820,Havana,,$5,,1010 E Pike St &nbsp;&nbsp;,"Rotating DJs:                                       DV One, Soul One, Curtis, Nostalgia B, Sean Cee",04/29/2011,1010 E Pike St,,04/29/2011,WA,-122.31919
http://www.thestranger.com/seattle/halo/Location?oid=99842,,(206) 324-7263,47.6141,http://www.thestranger.com/seattle/Event?event=3323436,HaLo,9 pm.,$4,,"500 E Pike St, Second Floor &nbsp;&nbsp;",Bachata:                                       DJ Alison,04/27/2011,Seattle,,04/27/2011,WA,-122.3255
http://www.thestranger.com/seattle/moore-theatre/Location?oid=24641,,(206) 292-2787,47.61129,http://www.thestranger.com/seattle/Event?event=7097070,Moore Theatre,8 pm.,$35/$37,,1932 Second Ave &nbsp;&nbsp;,Chris Cornell,05/01/2011,Seattle,,05/01/2011,WA,-122.34083
http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,,(206) 441-5660,47.61363,http://www.thestranger.com/seattle/Event?event=6956860,Lava Lounge,,,,2226 Second Ave &nbsp;&nbsp;,DJ David James,04/29/2011,Seattle,,04/29/2011,WA,-122.34468
http://www.thestranger.com/seattle/2-bit-saloon/Location?oid=4017559,,,47.66405,http://www.thestranger.com/seattle/Event?event=7852451,2 Bit Saloon,,$5,,4818 17th Ave NW &nbsp;&nbsp;,Metal Monday:                                       Guests,05/09/2011,Seattle,,05/09/2011,WA,-122.3788
http://www.thestranger.com/seattle/baltic-room/Location?oid=23875,"Mon-Fri 7 am-2 am, Sat-Sun 8:30 am-2 am",(206) 625-4444,47.61486,http://www.thestranger.com/seattle/Event?event=51700,Baltic Room,,,,1207 Pine St &nbsp;&nbsp;,"Jam Jam:                                       DJ Collage, Element",05/02/2011,Seattle,,05/02/2011,WA,-122.32838
http://www.thestranger.com/seattle/2-bit-saloon/Location?oid=4017559,,,47.66405,http://www.thestranger.com/seattle/Event?event=7852430,2 Bit Saloon,,,,4818 17th Ave NW &nbsp;&nbsp;,"Piss Broke Rebels, Straight-Razor Stalemate, Freeloaders, Sin Driver",05/04/2011,Seattle,,05/04/2011,WA,-122.3788
http://www.thestranger.com/seattle/conor-byrne/Location?oid=23880,,(206) 784-3640,47.66533,http://www.thestranger.com/seattle/Event?event=5606049,Conor Byrne,,Free,,5140 Ballard Ave NW &nbsp;&nbsp;,Broomdust Blues Jam,05/04/2011,Seattle,,05/04/2011,WA,-122.38168
http://www.thestranger.com/seattle/funhouse/Location?oid=24245,,(206) 374-8400,47.61988,http://www.thestranger.com/seattle/Event?event=7583764,Funhouse,,$10,,206 Fifth Ave N &nbsp;&nbsp;,"Prima Donna, Greatest Hits, Guests",05/04/2011,Seattle,,05/04/2011,WA,-122.34739
http://www.thestranger.com/seattle/monas-bistro-and-lounge/Location?oid=24565,Daily 5 pm-2 am,(206) 526-1188,47.67534,http://www.thestranger.com/seattle/Event?event=7140191,Mona's Bistro & Lounge,,,,6421 Latona Ave NE &nbsp;&nbsp;,Live Jazz with Faith,05/04/2011,Seattle,,05/04/2011,WA,-122.3256
http://www.thestranger.com/seattle/new-orleans/Location?oid=37125,,(206) 622-2563,47.60157,http://www.thestranger.com/seattle/Event?event=1185408,New Orleans,,,,114 First Ave S &nbsp;&nbsp;,"Legacy Band, Clarence Acox",05/04/2011,Seattle,,05/04/2011,WA,-122.33399
http://www.thestranger.com/seattle/halo/Location?oid=99842,,(206) 324-7263,47.6141,http://www.thestranger.com/seattle/Event?event=1025187,HaLo,7:30 pm.,$4/$6,,"500 E Pike St, Second Floor &nbsp;&nbsp;",Salsa Practica:                                       Guests,05/02/2011,Seattle,,05/02/2011,WA,-122.3255
http://www.thestranger.com/seattle/halo/Location?oid=99842,,(206) 324-7263,47.6141,http://www.thestranger.com/seattle/Event?event=1027142,HaLo,,$7,,"500 E Pike St, Second Floor &nbsp;&nbsp;",All Ages Salsa Dance:                                       DJ Cebrina,05/13/2011,Seattle,,05/13/2011,WA,-122.3255
http://www.thestranger.com/seattle/gorge-amphitheatre/Location?oid=24799,,(509) 785-0306,47.03691,http://www.thestranger.com/seattle/Event?event=7066374,Gorge Amphitheatre,,sold out,,754 Silica Road NW &nbsp;&nbsp;,"Sasquatch Music Festival:                                       Wilco, The Decemberists, Rodrigo Y Gabriela, Guided by Voices, Sharon Jones & the Dap Kings, !!!, and many more",05/30/2011,George,,05/30/2011,WA,-119.95498
http://www.thestranger.com/seattle/fuel/Location?oid=51982,,206-405-FUEL,47.60103,http://www.thestranger.com/seattle/Event?event=2230224,Fuel,9 pm.,,,164 S Washington St &nbsp;&nbsp;,Fuel-aroke:                                       Guests,05/04/2011,164 S Washington St,,05/04/2011,WA,-122.33244
http://www.thestranger.com/seattle/goofys-sports-bar/Location?oid=178043,,(206) 783-5164,47.69105,http://www.thestranger.com/seattle/Event?event=1625514,Goofy's Sports Bar,9:30 pm.,Free,,8519 15th Ave NW &nbsp;&nbsp;,Karaoke With Joe:                                       Guests,05/04/2011,Seattle,,05/04/2011,WA,-122.377
http://www.thestranger.com/seattle/2-bit-saloon/Location?oid=4017559,,,47.66405,http://www.thestranger.com/seattle/Event?event=7852425,2 Bit Saloon,,$5,,4818 17th Ave NW &nbsp;&nbsp;,Metal Monday:                                       Guests,05/02/2011,Seattle,,05/02/2011,WA,-122.3788
http://www.thestranger.com/seattle/neighbours/Location?oid=23893,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=52035,Neighbours,,,,1509 Broadway &nbsp;&nbsp;,Rock Lobster:                                       DJ Trent Von,05/05/2011,Seattle,,05/05/2011,WA,-122.321
http://www.thestranger.com/seattle/bilbao-tapas-bar/Location?oid=255928,,(206) 547-5034,47.66153,http://www.thestranger.com/seattle/Event?event=7140140,Bilbao Tapas Bar,7:30 pm.,Free,,4500 Ninth Ave NE &nbsp;&nbsp;,Miki Piza & Paraiso,04/30/2011,Seattle,,04/30/2011,WA,-122.31818
http://www.thestranger.com/seattle/new-orleans/Location?oid=37125,,(206) 622-2563,47.60157,http://www.thestranger.com/seattle/Event?event=1185413,New Orleans,7 pm.,,,114 First Ave S &nbsp;&nbsp;,Holotradband,05/03/2011,Seattle,,05/03/2011,WA,-122.33399
http://www.thestranger.com/seattle/contour/Location?oid=23990,,(206) 447-7704,47.60337,http://www.thestranger.com/seattle/Event?event=4266899,Contour,,,,807 First Ave &nbsp;&nbsp;,Underground Heat:                                       Guests,05/02/2011,Seattle,,05/02/2011,WA,-122.33521
http://www.thestranger.com/seattle/lo-fi-performance-gallery/Location?oid=24231,,(206) 254-2824,47.62237,http://www.thestranger.com/seattle/Event?event=1786070,Lo-Fi Performance Gallery,,,,429 Eastlake Ave E &nbsp;&nbsp;,Shitty Mondays: Beatmaker Open Mic:                                       Guests,05/02/2011,Seattle,,05/02/2011,WA,-122.3293
http://www.thestranger.com/seattle/macs-triangle-pub/Location?oid=5710692,,(206) 763-0714,47.5181,http://www.thestranger.com/seattle/Event?event=6856070,Mac's Triangle Pub,,Free,,9454 Delridge Way SW &nbsp;&nbsp;,Jazz and Blues Night:                                       Guests,05/02/2011,Seattle,,05/02/2011,WA,-122.3556
http://www.thestranger.com/seattle/havana/Location?oid=55817,,(206) 323-CUBA,47.61423,http://www.thestranger.com/seattle/Event?event=5050034,Havana,,,,1010 E Pike St &nbsp;&nbsp;,"Sophisticated Mama:                                       DJ Sad Bastard, DJ Nitty Gritty",05/05/2011,1010 E Pike St,,05/05/2011,WA,-122.31919
http://www.thestranger.com/seattle/ballroom/Location?oid=24032,Daily 4 pm-2 am,(206) 634-2575,47.65207,http://www.thestranger.com/seattle/Event?event=1093825,Ballroom,,,,456 N 36th St &nbsp;&nbsp;,DJ Tamm of KISS fm,04/29/2011,Seattle,,04/29/2011,WA,-122.35307
http://www.thestranger.com/seattle/balmar/Location?oid=31857,Mon-Wed 5 pm-2 am Thurs-Fri 4 pm-2 am Sat-Sun Noon-2 am,(206) 297-0500,47.66805,http://www.thestranger.com/seattle/Event?event=6660012,BalMar,,Free,,5449 Ballard Ave NW &nbsp;&nbsp;,Body Movin' Fridays:                                       DJ Ben Meadow,04/29/2011,Seattle,,04/29/2011,WA,-122.38572
http://www.thestranger.com/seattle/buddha-belltown/Location?oid=140973,,(206) 441-4449,47.61361,http://www.thestranger.com/seattle/Event?event=1956083,Buddha Belltown,,Free,,2222 Second Ave &nbsp;&nbsp;,Love My Wave:                                       DJ Miss B. Wonder Jones,04/29/2011,Seattle,,04/29/2011,WA,-122.34464
http://www.thestranger.com/seattle/hula-hula/Location?oid=146146,4 pm-close daily,(206) 284-5003,47.6188,http://www.thestranger.com/seattle/Event?event=3523542,Hula Hula,9:30 pm.,Free,,106 First Ave N &nbsp;&nbsp;,Hula Hula Karaoke:                                       Guests,04/28/2011,Seattle,,04/28/2011,WA,-122.35521
http://www.thestranger.com/seattle/neighbours/Location?oid=23893,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=7140057,Neighbours,,,,1509 Broadway &nbsp;&nbsp;,Ultimate Dance Party:                                       DJ Richard Dalton,04/29/2011,Seattle,,04/29/2011,WA,-122.321
http://www.thestranger.com/seattle/club-motor/Location?oid=700861,,,47.58561,http://www.thestranger.com/seattle/Event?event=6921664,Club Motor,,,,1950 First Ave S &nbsp;&nbsp;,Open Mic Tuesdays:                                       Guests,05/03/2011,Seattle,,05/03/2011,WA,-122.334
http://www.thestranger.com/seattle/baltic-room/Location?oid=23875,"Mon-Fri 7 am-2 am, Sat-Sun 8:30 am-2 am",(206) 625-4444,47.61486,http://www.thestranger.com/seattle/Event?event=599760,Baltic Room,9 pm.,,,1207 Pine St &nbsp;&nbsp;,"Drum & Bass Tuesdays:                                       The Bassinvaders, Jason Curtis vs Stylus, Lunchmoney",05/03/2011,Seattle,,05/03/2011,WA,-122.32838
http://www.thestranger.com/seattle/bilbao-tapas-bar/Location?oid=255928,,(206) 547-5034,47.66153,http://www.thestranger.com/seattle/Event?event=5315532,Bilbao Tapas Bar,8 pm.,Free,,4500 Ninth Ave NE &nbsp;&nbsp;,Flamenco:                                       Esther Marion,04/29/2011,Seattle,,04/29/2011,WA,-122.31818
