phone,website,moreInfo,location,startDate,name,venue,description,image,endDate
,http://www.sandiego.org/eventurl/10346,http://www.sandiego.org/event/Visitors/10346,,02/25/2011,Affirmations of Spirit: Carolyn Guild,Oceanside Museum of Art,"Environmentalist, photographer and adventurer Carolyn Guild captures the majesty of nature in her black and white landscape photographs. Affirmations of Spirit features over 30 images of desert, mountain and ocean environments that reveal the spiritual side of nature. Inspired by renowned photographers Minor White and Ansel Adams Guild takes a purist approach to her photography primarily interested in nature with little or no human presence. Meet the artist during a walk and talk through her exhibition on Saturday, February 5 at 2:00 p.m. The talk is free with admission and free for OMA members, students and military.",,04/03/2011
,http://www.sandiego.org/eventurl/9880,http://www.sandiego.org/event/Visitors/9880,Balboa Park,02/25/2011,Lizards & Snakes: Alive!,San Diego Natural History Museum,"Small and shy, or big and fierce? Bright as a jewel, or hardly visible? Four legs? Two legs? No legs at all? When you're talking about lizards and snakes—the squamates—the answer is usually . . . Yes! This ancient group, whose scientific name is Latin for “scaled,” is more diverse than mammals, as old as dinosaurs. And they’re almost everywhere: harsh desert to lush rainforest, high in the treetops, beneath the ground. We share the planet, but we often overlook these quiet neighbors. So welcome to the world of squamates, and get ready to be surprised! Created in collaboration with the American Museum of Natural History and Fernbank Museum of Natural History, this fascinating exhibition features a mix of live animals and interactive displays that reveal the secret lives of a group more diverse than mammals and as old as dinosaurs.",,04/03/2011
,,http://www.sandiego.org/event/Visitors/9685,Downtown,02/25/2011,Zandra Rhodes -- A Lifelong Love Affair with Textiles,Mingei International Museum,"Since the 1960s, this internationally renowned British designer, who lives and works half the year in the San Diego area, has been creating imaginative, colorful fabrics and clothing. This retrospective will present her textiles as well as high fashion garments she has created. Rhodes will also select textiles or objects from a number of the cultures represented in Mingei International’s collection to display alongside her work, initiating a lively conversation about influences and inspirations. The exhibition has previously been seen in London, Italy, Australia, and Mexico City.",,04/03/2011
800-442-7847,http://www.sandiego.org/eventurl/230,http://www.sandiego.org/event/Visitors/230,Downtown,02/25/2011,Whale Watching with Birch Aquarium Naturalists,Flagship Cruises & Events,"Join naturalists from the Birch Aquarium at Scripps aboard Flagship Cruises & Events three-and-a-half hour narrated cruise that includes gray whale artifacts, specimens and a take-home information packet on the gray whale. Binoculars available to rent.<br />  <br />  Reservation strongly recommended. Whale sightings guaranteed on all cruises or whale watchers cruise again for free.<br />  <br />  Departures: 9:45am & 1:30pm<br />  Cruise last approx. 3 - 3.5 hours",http://www.sandiego.org/images/display.php?id=2256,04/11/2011
,http://www.sandiego.org/eventurl/10347,http://www.sandiego.org/event/Visitors/10347,,02/25/2011,Circus Vargas - The Big One is Back in San Diego,Circus Vargas,"<p>Circus Vargas presents an entirely new show for 2011, under our Big Top Tent! Arrive early for the free Preview Show, joining Jon Weiss as he invites kids of all ages into center ring to learn juggling, feather-balancing and hula-hooping! Circus Vargas unites amazingly skilled performers with clowns that actually make you laugh - mix in a little sawdust, some spotlights, beautiful music, and the intimacy and excitement of the Big Top and you have the magic recipe - Circus Vargas 2011! Several San Diego locations, including Balboa Park, National City, El Cajon, Vista, and&nbsp;Del Mar.</p><p>NATIONAL CITY<br />Westfield Plaza Bonita<br />Sweetwater Rd. Exit from I-805 Freeway<br />Thursday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; February 24 (Opening Night)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Friday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; February 25&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Saturday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; February 26&nbsp;&nbsp;&nbsp;&nbsp; 1:30&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Sunday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; February 27&nbsp;&nbsp;&nbsp;&nbsp; 12:30&nbsp;&nbsp; 3:30&nbsp;&nbsp;&nbsp;&nbsp; 6:30 <br />Monday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; February 28&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6:30 </p><p>EL CAJON<br />Westfield Parkway<br />Johnson Ave. Exit from I-8 Freeway<br />Thursday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 3 (Opening Night)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Friday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 4&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Saturday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 5&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1:30&nbsp;&nbsp;&nbsp;&nbsp; 4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Sunday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 6&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 12:30&nbsp;&nbsp; 3:30&nbsp;&nbsp;&nbsp;&nbsp; 6:30<br />Monday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 7&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6:30 </p><p>VISTA<br />Highway 78 at Vista Village Dr.<br />Thursday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 10&nbsp; (Opening Night)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;7:30<br />Friday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 11&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Saturday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 12&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;1:30&nbsp;&nbsp;&nbsp;&nbsp; 4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Sunday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 13&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;12:30&nbsp;&nbsp; 3:30&nbsp;&nbsp;&nbsp;&nbsp; 6:30<br />Monday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;March 14&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6:30<br />Tuesday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March15&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; No performances<br />Wednesday&nbsp;&nbsp;&nbsp;&nbsp; March 16&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7:30 <br />Thursday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 17&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7:30 St. Patrick’s Day<br />Friday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 18&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;7:30<br />Saturday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 19&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1:30&nbsp;&nbsp;&nbsp;&nbsp; 4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Sunday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 20&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 12:30&nbsp;&nbsp; 3:30&nbsp;&nbsp;&nbsp;&nbsp; 6:30<br />Monday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 21&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6:30</p><p>DEL MAR FAIRGROUNDS<br />Via de la Valle exit from I-5<br />Thursday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 24&nbsp;&nbsp; (Opening Night)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Friday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 25&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Saturday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 26&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1:30&nbsp;&nbsp;&nbsp;&nbsp; 4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Sunday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 27&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 12:30&nbsp;&nbsp; 3:30&nbsp;&nbsp;&nbsp;&nbsp; 6:30<br />Monday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 28&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6:30</p><p>TEMECULA<br />Promenade Temecula<br />Winchester Rd. and Ynez Rd.<br />Thursday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; March 31 ( Opening Night)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;7:30<br />Friday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; April 1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;7:30<br />Saturday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; April 2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1:30&nbsp;&nbsp;&nbsp;&nbsp; 4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Sunday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; April 3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 12:30&nbsp;&nbsp; 3:30&nbsp;&nbsp;&nbsp;&nbsp; 6:30<br />Monday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; April 4&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6:30<br />Tuesday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;April 5&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; No performances<br />Wednesday&nbsp;&nbsp;&nbsp;&nbsp; April 6&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7:30 <br />Thursday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; April 7&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Friday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;April 8&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;7:30<br />Saturday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;April 9&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1:30&nbsp;&nbsp;&nbsp;&nbsp; 4:30&nbsp;&nbsp;&nbsp;&nbsp; 7:30<br />Sunday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;April 10&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 12:30&nbsp;&nbsp; 3:30&nbsp;&nbsp;&nbsp;&nbsp; 6:30<br />Monday&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;April 11&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 6:30</p>",http://www.sandiego.org/images/display.php?id=9409,04/11/2011
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,02/25/2011,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
,http://www.sandiego.org/eventurl/3293,http://www.sandiego.org/event/Visitors/3293,Balboa Park,02/25/2011,Nature & Me - Preschool Storytime Series,San Diego Natural History Museum,"The San Diego Natural History Museum is calling all budding naturalists! Come enjoy an imaginative journey into nature through dynamic readings and visits to exhibitions. Storytime is held every second Thursday of the month. Recommended for children 5 and under with an adult. FREE with Museum admission. For more information or to register, visit www.sdnhm.org or call 619.255.0203 (M–F).",http://www.sandiego.org/images/display.php?id=1056,04/13/2011
,http://www.sandiego.org/eventurl/8159,http://www.sandiego.org/event/Visitors/8159,Balboa Park,02/25/2011,All That Glitters: The Splendor and Science of Gems and Minerals,San Diego Natural History Museum,"San Diego Natural History Museum is proud to present the gem and mineral exhibition: All That Glitters: The Splendor and Science of Gems and Minerals. <br />  Gems seduce us with their sparkle. But did you know that every glittering ruby, sapphire, diamond, and opal has a history as old as the Earth itself? A gem isn’t just a pretty bauble—it’s a rare and wonderful by-product of the tremendous forces that have shaped our planet.<br />  <br />  Discover how the same Earth processes that build landscapes produce dazzling gemstones and precious metals—even right here in San Diego County, one of the most famous gem-producing regions in the world.<br />  <br />  Witness a stunning selection of spectacular natural mineral crystals, exquisite jewelry, and works of art. See objects on display for the first time ever. Discover “first finds” in the world, found right here in California: benotite, gold, kunzite and morganite. View stunning objects on loan from major U.S. museums including the Smithsonian, the American Museum of Natural History and the Museum of Fine Arts, Boston.",http://www.sandiego.org/images/display.php?id=7716,04/13/2011
,http://www.sandiego.org/eventurl/8966,http://www.sandiego.org/event/Visitors/8966,Balboa Park,02/25/2011,Nature Cruises with San Diego Natural History Museum,San Diego Natural History Museum,"Voyage into Mexican waters on our six-hour adventure to the wildlife sanctuary of the Coronado Islands. Explore the realm of the California Gray Whale and enjoy whales, sea lions, dolphins, sea birds, and other marine wildlife. Coronado Islands Nature trips to the Coronado Islands begin December 26, 2010–May 29, 2011.<br />  <br />  This exciting six-hour guided nature tour takes you outside San Diego Bay into International waters for an up close and personal view of Los Coronados Islands. In addition to whales, you could see dolphins, harbor seals, sea lions, kelp forests and up to 80 varieties of sea birds and other marine life—much of which is just a few feet away!<br />  <br />  Trips take place on Thursdays and Sundays.<br />  All trips depart at 10 AM and return at 4:30 PM.<br />  For more information and to buy tickets online go to http://www.sdnhm.org/education/whales/",http://www.sandiego.org/images/display.php?id=8237,04/13/2011
,http://www.sandiego.org/eventurl/10341,http://www.sandiego.org/event/Visitors/10341,Downtown,02/25/2011,Raúl Cordero: Hendrickje,"Museum of Contemporary Art San Diego, Downtown","Video, installation, graphic and fashion design, architecture, art history and music all play a part in Raúl Cordero’s ambitious painting. The Cuban-born artist, who was a preconscious pioneer of video art in Cuba during the 1990s, has marked his return to painting by exploring a highly deconstructive approach to this medium, one where this esteemed tradition is addressed by appropriation of the genre’s historical codes, masters, and styles, and mixed with quotes and associations from contemporary art and popular culture.<br />  <br />  For this exhibition, Cordero presents a series of 9 related oil on canvas paintings that together go under the title Hendrickje. Rembrandt van Rijn’s iconic painting of his devoted lover and common-law wife, entitled A Woman bathing in a Stream (Hendrickje Stoffels?) (1654), is taken as the structural framework for the entire series, which together forms a single painting, documented by a photograph that is also part of the work. Each canvas is a section of Hendrickje’s likeness that is layered with fragmented images taken from film, high fashion, photography, avant garde art, and the artist’s own imaginings, among other sources. Cordero subverts his own presence as a painter, letting instead the fast-paced sensitivity of video editing thread loose narratives that mash-up visual history.<br />",,04/17/2011
,http://www.sandiego.org/eventurl/2411,http://www.sandiego.org/event/Visitors/2411,Embarcadero,02/25/2011,Whale Watching with San Diego Natural History Museum,Hornblower Cruises & Events,"Whale and Dolphin watching on Hornblower is a once in a lifetime experience in San Diego. Enjoy narration from Captains and Naturalists trained by the San Diego Natural History Museum. You'll get a free tour of north San Diego and see the sea lions that live below the lighthouse at Point Loma. Then you'll reach the open sea and find pods of gray whales, including mothers and calves! You may see hundreds of Common, Pacific White-sided or Risso's Dolphins, plus other sea life and marine birds indigenous to Southern California. This is the prime time season to see whales! This is one of the most fun and interesting trips on Hornblower with a whale exhibit onboard which includes fossils, a presentation by the naturalists, and a movie, called Ocean Oasis, playing on the big screen. Watch whales on the most comfortable and fastest yacht on San Diego Bay. Call 619-686-8715, www.hornblower.com/whales",http://www.sandiego.org/images/display.php?id=1948,04/18/2011
760-767-5311,http://www.sandiego.org/eventurl/566,http://www.sandiego.org/event/Visitors/566,,02/25/2011,Wildflowers in the Desert,,"<p>Depending on rainfall in winter, the natural beauty of the Anza-Borrego Desert State Park is enhanced by the almost magical appearance of desert wildflowers in the spring.&nbsp; One of the nation's largest state parks, the 600,000-acre Anza-Borrego Desert is within a two-hour scenic drive from downtown San Diego and offers visitors endless opportunities to experience the wonders of the desert.&nbsp; </p><p>In addition to the wildflowers, the park features 500 miles of dirt roads, 110 miles of hiking trails, washes, palm groves, cacti and sweeping vistas. You may also be lucky enough to see roadrunners, kit foxes, mule deer and bighorn sheep,</p><p><b>The Facts</b><br /><b>Visitor Center:</b> located at the west end of Palm Canyon Dr., Borrego Springs<br /><b>Hours:</b> 9am-5pm daily through April, 9am-5pm on weekends/holidays only from May-September<br /><b>Wildflower hotline</b>: 760-767-4684<br /><strong>Website:</strong> <a href=""http://www.parks.ca.gov/"">www.parks.ca.gov</a></p><p><b>Visitor Center<br /></b>The Visitor Center, located east of Borrego Springs on Palm Canyon Drive, provides brochures, books and other printed information, as well as scientific exhibits and a slideshow about the Park's flora, fauna, geology and human history. Guests may want to ask about Anza-Borrego's self-guided car tours, walking trails, picnic facilities and campgrounds. </p><p><b>Desert Garden<br /></b>A desert garden just outside the Visitor Center building provides a quick look at some of the vegetation in the park, with the species identified. The garden also includes a pupfish pond.</p>",http://www.sandiego.org/images/display.php?id=1305,04/30/2011
,http://www.sandiego.org/eventurl/10342,http://www.sandiego.org/event/Visitors/10342,Downtown,02/25/2011,"Joan Jonas: The Shape, The Scent, The Feel of Things","Museum of Contemporary Art San Diego, Downtown","Joan Jonas: The Shape, The Scent, The Feel of Things presents a complex five-channel video installation by this seminal video and performance artist. Since the 1970s, Jonas has worked between media, freely incorporating video, movement, music, sculpture, and the spoken word into open-ended narratives. The Shape, the Scent, the Feel of Things returns Jonas to the American Southwest through an artistic consideration of the Hopi snake dance, a ritual which strongly affected her during visits to Arizona in the 1960s. Jonas broadens the associations with references to an essay on the same subject by German art historian Aby Warburg (1866-1929).",,05/01/2011
