venueLink,zipCode,moreInfoLink,venueName,price,description,time,name,address,startDate,city,image,state
http://www.laweekly.com/locations/dragonfly-114492/,90038,http://www.laweekly.com/events/respect-115868/,Dragonfly,,DJ Machete and guests spin drum & bass,9:00pm-2:00am,Respect,6510 Santa Monica Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/doug-bensons-i-love-movies-806551/,Upright Citizens Brigade Theater,free,The only thing he loves more than movies is talking about movies.,7:30pm,Doug Benson's I Love Movies,5919 Franklin Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4399386.47.jpg,CA
http://www.laweekly.com/locations/cat-and-fiddle-112365/,90028,http://www.laweekly.com/events/patt-britt-and-the-all-stars-806601/,Cat & Fiddle,no cover,,7:00pm-11:00pm,Patt Britt & the All-Stars,6530 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/lounge-1020-839341/,91007,http://www.laweekly.com/events/musicians-hangout-839342/,Lounge 1020,,A weekly rock-soul open jam,9:30pm,Musicians' Hangout,1020 Baldwin Ave.,Ongoing,Arcadia,,CA
http://www.laweekly.com/locations/dragonfly-114492/,90038,http://www.laweekly.com/events/boytrade-494958/,Dragonfly,,"It's raining men at this hip hop, Top 40 and disco night",9:00pm-2:00am,Boytrade,6510 Santa Monica Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/vanguard-hollywood-114512/,90028,http://www.laweekly.com/events/extreme-axcess-168507/,Vanguard Hollywood,,to Top 40 and other tunes,10:00pm-2:30am,Extreme Axcess,6021 Hollywood Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2480131.1.jpg,CA
http://www.laweekly.com/locations/babes-and-rickys-inn-114319/,90008,http://www.laweekly.com/events/tony-ybarra-and-the-blues-pit-804529/,Babe's & Ricky's Inn,,,,Tony Ybarra & the Blues Pit,4339 Leimert Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/avalon-114486/,90028,http://www.laweekly.com/events/control-361412/,Avalon,,Avalon's Friday-night fete features biggie guest DJs and resident Mr. White spinning electro fare. This week: James Zabiela,10:00pm-3:00am,Control,1735 Vine St.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2455306.1.jpg,CA
http://www.laweekly.com/locations/playhouse-853722/,90028,http://www.laweekly.com/events/dirty-sexy-house-853730/,Playhouse,,,10:00pm-4:00am,Dirty Sexy House,6506 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/mass-appeal-844232/,Short Stop,,DJ Scott Silva spins soul '80s and indie rock tunes,10:00pm-2:00am,Mass Appeal,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/dragonfly-114492/,90038,http://www.laweekly.com/events/the-mix-560584/,Dragonfly,,"Three rooms of DJs spinning hip hop, Top 40 and soul",,The Mix,6510 Santa Monica Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/flying-leap-cafe-and-the-other-side-113250/,90027,http://www.laweekly.com/events/sonji-kimmons-696646/,Flying Leap Cafe & The Other Side,,,,Sonji Kimmons,2538 Hyperion Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-foundry-on-melrose-116911/,90046,http://www.laweekly.com/events/the-foundry-three-756533/,The Foundry on Melrose,,,,The Foundry Three,7465 Melrose Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2796018.1.jpg,CA
http://www.laweekly.com/locations/steve-allen-theater-115814/,90027,http://www.laweekly.com/events/clown-town-city-limits-598313/,Steve Allen Theater,$10,"Sketch comedy/improv by Two-Headed Dog featuring Jim Turner, Mark Fite, Craig Anton and Dave ""Gruber"" Allen. With music by Andy Paley.",8:00pm,Clown Town City Limits,"at the Center for Inquiry-West, 4773 Hollywood Blvd.",Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/last-day-of-school-the-txt-msg-show-638874/,Upright Citizens Brigade Theater,$5,,11:00pm,Last Day of School: The Txt Msg Show,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-echo-114493/,90026,http://www.laweekly.com/events/funky-sole-425211/,The Echo,,"Funky '60s to sould sounds with DJs Music Man Miles, Clifton and weekly guests",10:00pm-2:00am,Funky Sole,1822 Sunset Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4438596.1.jpg,CA
http://www.laweekly.com/locations/king-king-114939/,90028,http://www.laweekly.com/events/always-house-433288/,King King,,"Rotating DJs on rotating nights, including Balance, We Heart L.A., Mi Casa and Flow with KCRW's Raul Campos",10:00pm-4:00am,Always House,6555 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/bang-112334/,90046,http://www.laweekly.com/events/streep-tease-843640/,BANG,$15,"Why didn't anyone think of this sooner? A show of famous Meryl Streep movie monologues read by men. Many men, at that. Taylor Negron brings down the house as Sophie Zawistowski in Sophie's Choice; Roy Cruz does Miranda Priestley in The Devil Wears Prada. Other performers include Boston Legal&#146;s David Dean Bottrell, Channel 101&#146;s Mike Rose, performance artist John Fleck.",8:00pm,Streep Tease,457 N. Fairfax Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/playhouse-853722/,90028,http://www.laweekly.com/events/playhouse-saturdays-853731/,Playhouse,,,10:00pm-4:00am,Playhouse Saturdays,6506 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/dj-you-dj-me-844233/,Short Stop,,"Soul, funk, disco, hip hop and more",10:00pm-2:00am,"DJ You, DJ Me",1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/the-lampshades-870169/,I.O. West,$10,Kate Flannery and Scot Robinson are a lounge act to love.,8:00pm,The Lampshades,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-improv-112345/,90046,http://www.laweekly.com/events/gays-r-us-745968/,THE IMPROV,,"Jason Dudey, Erin Foley and Jennie McNulty host this monthly show.",8:00pm,Gays R Us,8162 Melrose Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/playhouse-853722/,90028,http://www.laweekly.com/events/the-spazmatics-853729/,Playhouse,,,,The Spazmatics,6506 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/super-soul-sundays-844234/,Short Stop,,"'60s and '70s soul, funk, psychedelic and funk jams courtesy of DJs Dia and Jennifer",10:00am-6:00pm,Super Soul Sundays,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/second-city-studio-theater-112351/,90028,http://www.laweekly.com/events/edmund-serves-coffee-the-second-city-alumni-invitational-462047/,Second City Studio Theater,$10,,9:00pm,Edmund Serves Coffee: The Second City Alumni Invitational,"6560 Hollywood Blvd., Second Floor",Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/cdr-sketch-870182/,Upright Citizens Brigade Theater,$5,,11:00pm,CDR Sketch,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/comedysportz-115599/,90028,http://www.laweekly.com/events/mix-482186/,ComedySportz,$10,"""Mature audiences only.""",8:00pm,Mix,733 Seward St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/big-news-822524/,I.O. West,$5,"With Michael McCarthy, straight shooter.",7:30pm,Big News,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/pig-n-whistle-115385/,90028,http://www.laweekly.com/events/burning-wagon-561174/,Pig 'N Whistle,,,9:00pm,Burning Wagon,6714 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-ruby-116242/,90028,http://www.laweekly.com/events/beat-it-124104/,The Ruby,,Music from back when the King of Pop was still on the throne,9:00pm-3:00am,Beat It,7070 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/acme-comedy-theatre-112325/,90028,http://www.laweekly.com/events/acme-2nite-824519/,Acme Comedy Theatre,,"New sketches and old favorites, ACME style.",9:00pm,ACME 2Nite,135 N. La Brea Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/babes-and-rickys-inn-114319/,90008,http://www.laweekly.com/events/jam-night-804531/,Babe's & Ricky's Inn,,Admission includes soul-food dinner; $10,,Jam Night,4339 Leimert Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/harold-night-133104/,Upright Citizens Brigade Theater,$5,8 & 9:30 p.m.,,Harold Night,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/blue-whale-837727/,90012,http://www.laweekly.com/events/the-kevin-kanner-quintet-844860/,Blue Whale,,The band hosts the weekly jam session,,The Kevin Kanner Quintet,"123 Astronaut E.S. Onizuka St., No. 301, Weller Court Plaza, Third Floor",Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-laugh-factory-112348/,90046,http://www.laweekly.com/events/laughing-with-the-stars-with-tom-arnold-138050/,THE LAUGH FACTORY,$20,"<p>Tom Arnold's back where he started, doing standup, bringing top comics and maybe a celebrity pal along. His publicist wouldn't let us ask him a ""Fuck/Marry/Kill"" question, which might be just as well, because the dude can talk.",8:00pm,Laughing With the Stars with Tom Arnold,8001 Sunset Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/3345633.47.jpg,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/facebook-320173/,Upright Citizens Brigade Theater,,"Tear yourself away from Facebook for an evening and submit yourself to Facebook, the weekly show formerly known as MySpace. The show's creator, Owen Burke, and his comedy cronies will make fun of two audience members, as only trained improvisers can. Here's Burke's promise: ""Each week two audience members are randomly plucked from the audience to get their Facebook page examined and then turned into long-form improvised comedy scenes based entirely on their profile, pictures, comments and status."" Wait &#151; didn't I just say that?",9:30pm,Facebook,5919 Franklin Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/3822177.47.jpg,CA
http://www.laweekly.com/locations/the-mint-114515/,90035,http://www.laweekly.com/events/vieux-carre-mondays-771814/,The Mint,,"with The Kevin O'Day Band, DJ Quickie Mart",,Vieux Carre Mondays,6010 W. Pico Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-laugh-factory-112348/,90046,http://www.laweekly.com/events/all-star-comedy-8-and-10-p-m-25--347375/,THE LAUGH FACTORY,,,,"All-Star Comedy, 8 & 10 p.m. $25.",8001 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/ucbts-monthly-open-mic-861233/,Upright Citizens Brigade Theater,free (it better be),Sean Conroy hosts.,6:30pm,UCBT's Monthly Open Mic,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/bang-112334/,90046,http://www.laweekly.com/events/the-big-show-124610/,BANG,$5,,8:00pm,The Big Show,457 N. Fairfax Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2612622.47.jpg,CA
http://www.laweekly.com/locations/fairfax-senior-center-auditorium-632829/,90046,http://www.laweekly.com/events/melrose-comedy-reality-show-846994/,Fairfax Senior Center Auditorium,,"Acoustic jam/improv comedy show, hosted by Will Thilly.",8:30pm,Melrose Comedy Reality Show,7929 Melrose Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/acme-comedy-theatre-112325/,90028,http://www.laweekly.com/events/unscripted-hollywood-dream-role-694834/,Acme Comedy Theatre,,"""What happens when a celebrity lands the role of a lifetime, but there's no script, and the actors have to make it up as they go &#151; is it a dream role, or a nightmare? Each week a celebrity guest star joins ACME's top improvisers in creating a film-like story.""",9:00pm,Unscripted Hollywood Dream Role,135 N. La Brea Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/opening-night-the-improvised-musical--822532/,I.O. West,$10,,9:00pm,Opening Night: The Improvised Musical!,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/soundtrack-252367/,Upright Citizens Brigade Theater,$8,"The show that asks, ""Is your iPod hilarious?"" Crack improvisers do their thing to your tunes.",9:30pm,Soundtrack,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/acme-comedy-theatre-112325/,90028,http://www.laweekly.com/events/scandal--828916/,Acme Comedy Theatre,,An improvised soap opera set in the Summer of Love in -- where else? -- San Francisco.,10:00pm,Scandal!,135 N. La Brea Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-improv-112345/,90046,http://www.laweekly.com/events/richard-villas-refried-fridays-124806/,THE IMPROV,,,10:00pm,Richard Villa's Refried Fridays,8162 Melrose Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/second-street-jazz-116417/,90021,http://www.laweekly.com/events/lost-city-813594/,Second Street Jazz,,"A hip-hop night with Sahtyre, DJ Empty, 9 p.m.; $7",9:00pm,Lost City,366 E. Second St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/acme-comedy-theatre-112325/,90028,http://www.laweekly.com/events/acme-comedy-theatresports-828917/,Acme Comedy Theatre,,,11:00pm,ACME Comedy TheatreSports,135 N. La Brea Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/lets-do-this--645546/,Upright Citizens Brigade Theater,$5,"Hosted by Amanda Sitko & Jennie Pierson, featuring, possibly, YOU.",11:00pm,Let's Do This!,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/les-deux-cafes-113330/,90028,http://www.laweekly.com/events/rock-mondays-831701/,Les Deux Cafes,,,10:00pm,Rock Mondays,1638 North Las Palmas Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/io-jam-857961/,I.O. West,free,,11:59pm,iO Jam,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/nacional-114505/,90028,http://www.laweekly.com/events/monday-social-168508/,NACIONAL,,"The Bud Brothers' long-running eve of house, breaks and big beats both chillin' and thrillin.'",10:00pm-2:00am,Monday Social,1645 Wilcox Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/not-too-shabby-645566/,Upright Citizens Brigade Theater,free,,12:00am,Not Too Shabby,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/monday-nights-845465/,Short Stop,,"Bring your iPhone/iPod for this be-your-own-DJ night; plus, drink specials, free snacks and free pool",10:00pm-2:00am,Monday Nights,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/comedysportz-115599/,90028,http://www.laweekly.com/events/comedysportz-124835/,ComedySportz,,8 & 10:30 p.m.,,ComedySportz,733 Seward St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/dragonfly-114492/,90038,http://www.laweekly.com/events/pum-pum-812663/,Dragonfly,,"Island flavors, including reggae, dub and dancehall, courtesy of DJ White Lightning and Q-Bwoy",9:00pm-2:00am,Pum Pum,6510 Santa Monica Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-laugh-factory-112348/,90046,http://www.laweekly.com/events/all-star-comedy-124828/,THE LAUGH FACTORY,,"8 & 10 p.m., $25.",,All-Star Comedy,8001 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/gardenia-restaurant-and-lounge-114348/,90046,http://www.laweekly.com/events/keri-kelsey-469310/,Gardenia Restaurant and Lounge,,"She hosts the weekly open mike, 9 p.m",9:00pm,Keri Kelsey,7066 Santa Monica Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/steve-allen-theater-115814/,90027,http://www.laweekly.com/events/the-tomorrow-show-124836/,Steve Allen Theater,,mid.,,The Tomorrow Show,"at the Center for Inquiry-West, 4773 Hollywood Blvd.",Ongoing,L.A.,,CA
http://www.laweekly.com/locations/pig-n-whistle-115385/,90028,http://www.laweekly.com/events/the-cats-a-renos-684484/,Pig 'N Whistle,,,9:00pm,The Cats-a-Renos,6714 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/acme-comedy-theatre-112325/,90028,http://www.laweekly.com/events/acme-saturday-night-824516/,Acme Comedy Theatre,,"ACME's flagship sketch show, with celebrity guest hosts each week.",7:00pm,ACME Saturday Night,135 N. La Brea Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/sentimental-lady-lost-and-found-769023/,Upright Citizens Brigade Theater,$5,"A show based on things you've lost and found. If anyone's seen my digital recorder, please let me know.",7:00pm,Sentimental Lady: Lost and Found,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/making-groceries-844217/,Short Stop,,"Jason Mason and Charles G spin soul, reggae, rock and country",10:00pm-2:00am,Making Groceries,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/asssscat-339962/,Upright Citizens Brigade Theater,,The famed landmark night of improv by some of the best seat-of-their-pants-ers in the biz.,8:00pm,ASSSSCAT,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/beer-shark-mice-762273/,I.O. West,$10,"Mike Coleman, Pat Finn, Neil Flynn, Pete Hulne and David Koechner improv like the pros they are.",9:00pm,Beer Shark Mice,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/bang-112334/,90046,http://www.laweekly.com/events/famkes-monthly-753534/,BANG,$10,"""Sexologist, lecturer and Manatee Community College Alumnus Famke Roumstead discussies the REAL three Rs: Romance, Relationships and Rutting.""",9:30pm,Famke's Monthly,457 N. Fairfax Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/comedysportz-115599/,90028,http://www.laweekly.com/events/comedysportz-124833/,ComedySportz,,Clean comedy for all ages; resv. suggested.,8:00pm,ComedySportz,733 Seward St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/pig-n-whistle-115385/,90028,http://www.laweekly.com/events/open-mike-136853/,Pig 'N Whistle,,Sign up at 7:30 p.m,8:00pm,Open mike,6714 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/jeff-garlins-combo-platter-688598/,Upright Citizens Brigade Theater,$1,"On Sundays around 6 in the evening a phalanx of hipsters, as well as the less trendy everyman, descend on the UCB Theater for Jeff Garlin's Combo Platter. For the price of an item on a McDonald's value menu, comedy geeks get a chance to see the likes of Patton Oswalt or Aziz Ansari perform. Garlin (Curb Your Enthusiasm ), who hosts the show, has the uncanny ability to make even bologna sandwiches interesting in his opening warm-up for the audience. Following a set by each comedian, Garlin gets a suggestion from the audience that starts a back-and-forth exchange between everyone onstage. ""Alternative parenting"" was the topic during last week's laugh-filled evening. Garlin mused at the absurdity of affluent mothers taking their children to observe migrant workers (apparently, it helps rich kids appreciate their wealth). Riffing off of his rant, Oswalt jabbed at parents who don't believe in vaccinations, saying their beliefs are akin to the era of the Salem Witch Trials.",6:00pm,Jeff Garlin's Combo Platter,5919 Franklin Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4077491.47.jpg,CA
http://www.laweekly.com/locations/comedysportz-115599/,90028,http://www.laweekly.com/events/comedysportz-sunday-team-482187/,ComedySportz,"$15, $13 in advance",,7:00pm,ComedySportz Sunday Team,733 Seward St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-echoplex-192377/,90026,http://www.laweekly.com/events/dub-club-147400/,The Echoplex,,"DJs Tom Chasteen, Roy Corderoy, The Dungeonmaster and Boss Harmony spin classic reggae, dub and dancehall",9:00pm-2:00am,Dub Club,1154 Glendale Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4439021.1.jpg,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/asssscat-836987/,Upright Citizens Brigade Theater,free,,7:30pm,ASSSSCAT,5919 Franklin Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-laugh-factory-112348/,90046,http://www.laweekly.com/events/chocolate-sundae-124832/,THE LAUGH FACTORY,$20,hosted by David Arnold.,8:00pm,Chocolate Sundae,8001 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-j-spot-comedy-club-404183/,90045,http://www.laweekly.com/events/standup-comedy-404184/,The J. Spot Comedy Club,,,8:30pm,Standup comedy,5581 W. Manchester Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/grand-star-jazz-club-116236/,90012,http://www.laweekly.com/events/midtones-871999/,Grand Star Jazz Club,,"An ""eclectic open"" jam session, 9:30 p.m.; free",9:30pm,MidTones,943 N. Broadway,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/top-story-weekly-538638/,I.O. West,$5,"""SNL meets The Daily Show in this constantly changing news-driven sketch romp through a week's worth of headlines.""",9:00pm,Top Story! Weekly,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/wildlife-844220/,Short Stop,,"Bobby Evans, DJ Party Time and guest DJs spin new and vintage dance tunes every first and third Wednesday of the month",10:00pm-2:00am,Wildlife,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/awesometown-844223/,Short Stop,,"An awesome night of no rules, courtesy of Dirty Dave, Anne Lee and guests on the second and fourth Wednesdays of the month",10:00pm-2:00am,Awesometown,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/mainstage-sketch-show-718762/,I.O. West,$5,,10:00pm,Mainstage Sketch Show,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/sketch-cage-match-872768/,I.O. West,$5,,11:00pm,Sketch Cage Match,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/babes-and-rickys-inn-114319/,90008,http://www.laweekly.com/events/mamas-boys-108672/,Babe's & Ricky's Inn,,,,Mama's Boys,4339 Leimert Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-improv-112345/,90046,http://www.laweekly.com/events/open-mic-872775/,THE IMPROV,,Dare ya.,5:00pm,Open Mic,8162 Melrose Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-improv-112345/,90046,http://www.laweekly.com/events/mo-betta-monday-133097/,THE IMPROV,,,8:00pm,Mo Betta' Monday,8162 Melrose Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/provecho-456230/,90017,http://www.laweekly.com/events/the-bob-desena-latin-jazz-band-633299/,Provecho,,Live it up with the fiery multi-instrumentalist,,The Bob DeSena Latin Jazz Band,800 Wilshire Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-laugh-factory-112348/,90046,http://www.laweekly.com/events/latino-night-138047/,THE LAUGH FACTORY,,with Joey Medina.,8:00pm,Latino Night,8001 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/cagematch-omega-857975/,I.O. West,,The battle of the best improvisers in the land.,11:00pm,Cagematch: Omega,6366 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/street-508689/,90038,http://www.laweekly.com/events/betty-bryant-641516/,Street,,"The Kansas City, MO-born pianist-singer (who has been a most welcome piano-bar fixture here since the mid-1950s) conjures steamy jazz, blues and standards, all with an inimitable K.C. style that, interestingly, owes more to Jay McShann than Mary Lou Williams (Jonny Whiteside)",,Betty Bryant,742 N. Highland Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-laugh-factory-112348/,90046,http://www.laweekly.com/events/new-material-night-hosted-by-kevin-nealon-138048/,THE LAUGH FACTORY,$20 & $30,,8:00pm,New Material Night hosted by Kevin Nealon,8001 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/westwood-brewing-company-133110/,90024,http://www.laweekly.com/events/vance-sanders-open-mike-of-love-133111/,WESTWOOD BREWING COMPANY,No cover,"Mr. Sanders can be counted on to bring a quality group of comics. Lineup varies weekly and is subject to change. It is also subject to occasionally not being all that funny, but for the most part, the comics are top-notch, or just below top-notch. Just go and find out for yourself. This week: John Fasso, Paul Danke, Katie Lazurus, Dana Snow, Robert Yasamura, Sean Green, Tamara Brown.",8:00pm,Vance Sanders' Open Mike of Love,1097 Glendon Ave.,Ongoing,Westwood,http://vvoice.vo.llnwd.net/e8/2758834.47.jpg,CA
http://www.laweekly.com/locations/hollywood-studio-bar-and-grill-116763/,90028,http://www.laweekly.com/events/vocalists-showcase-462955/,Hollywood Studio Bar & Grill,,"7 p.m. Later, an open-mike jam, 8 p.m",7:00pm,Vocalists Showcase,6122 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/barbarella-bar-470356/,90027,http://www.laweekly.com/events/the-laura-palmer-comedy-hour-846008/,Barbarella Bar,free,"Hosted by Chuck Watkins, who brings some solid talent. This week: Chris Fairbanks, Chip Pope, Mary Mack, Eli Olsberg, Eric Krug, others.",8:30pm,The Laura Palmer Comedy Hour,2609 N. Hyperion Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/paper-creme-844224/,Short Stop,,"DJs Sean, Same and Neil play new and rare vinyl",10:00pm-2:00am,Paper Creme,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/akbar-113175/,90029,http://www.laweekly.com/events/drunk-on-stage-829950/,Akbar,$5,Bruce Daniels and Erin Foley host some damn funny comics.,9:30pm,Drunk On Stage,4356 Sunset Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2455388.1.jpg,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/hott-wheels-844227/,Short Stop,,"A roller rink-inspired night of '70s and '80s pop, rock and new wave every second and fourth Thursday of the month",10:00pm-2:00am,Hott Wheels,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/akbar-113175/,90029,http://www.laweekly.com/events/drunk-on-stage-861293/,Akbar,$5,"Erin Foley and Bruce Daniels host. March 2: Mikey Scott, Dava Krause, Michael Cornacchia and Natasha Leggero.",9:30pm,Drunk On Stage,4356 Sunset Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2455388.1.jpg,CA
