allDates,moreInfoLink,name,address,city,price,description,venueName,state,image
03/06/2011,http://www.villagevoice.com/events/peoples-symphony-concerts-presents-garrick-ohlsson-2411898/,'People's Symphony Concerts Presents Garrick Ohlsson',123 W. 43rd St.,New York,$38,,Town Hall,NY,
03/06/2011,http://www.villagevoice.com/events/belie-my-burial-lorna-shore-to-the-reds-2406155/,Belie My Burial+Lorna Shore+To the Reds,98-104 Meserole Ave.,Brooklyn,$10,,Europa Night Club,NY,
03/06/2011,http://www.villagevoice.com/events/haste-the-day-2406182/,Haste the Day,127 E. 23rd St.,New York,$15,,Gramercy Theater,NY,
03/06/2011,http://www.villagevoice.com/events/zoe-keating-todd-reynolds-2405890/,Zoe Keating+Todd Reynolds,158 Bleecker St.,New York,$15-$18,,(le) Poisson Rouge,NY,
03/06/2011,http://www.villagevoice.com/events/the-shambels-aunt-marcha-innocent-fannel-2412089/,The Shambels+Aunt Marcha+Innocent Fannel,184 Bedford Ave.,Brooklyn,,,Spike Hill,NY,
03/06/2011,http://www.villagevoice.com/events/the-smiths-indeed-2406040/,The Smiths Indeed,217 E. Houston St.,New York,$12,Tribute to the Smiths.</p>,Mercury Lounge,NY,
03/06/2011,http://www.villagevoice.com/events/tigers-and-monkeys-the-bam-bams-jenny-and-the-holzers-2412126/,Tigers & Monkeys+the Bam Bams+Jenny & the Holzers,249 4th Avenue,Brooklyn,$8,,The Rock Shop,NY,
03/06/2011,http://www.villagevoice.com/events/future-wife-jake-simmons-and-the-little-ghosts-2406118/,Future Wife+Jake Simmons & the Little Ghosts,152 Ludlow St.,New York,$6,,Cake Shop,NY,
03/06/2011,http://www.villagevoice.com/events/gig-phil-roy-2406197/,GIG+Phil Roy,431 W. 16th St.,New York,$10-$12,,Highline Ballroom,NY,
03/06/2011,http://www.villagevoice.com/events/pablo-picasso-duzheknew-cousins-2412066/,Pablo Picasso+Duzheknew+Cousins,245 Grand Street,Brooklyn,$6,,Bruar Falls,NY,
03/06/2011,http://www.villagevoice.com/events/hooray-for-earth-rewards-zambri-2412047/,Hooray for Earth+Rewards+Zambri,289 Kent Ave.,Brooklyn,$10,,Glasslands Gallery,NY,
03/06/2011,http://www.villagevoice.com/events/the-protomen-2412044/,The Protomen,289 Kent Ave.,Brooklyn,$10,,Glasslands Gallery,NY,
03/06/2011,http://www.villagevoice.com/events/jett-brando-preyhoven-2411903/,Jett Brando+Preyhoven,256 Grand St.,Brooklyn,$7,,The Trash Bar,NY,
03/06/2011,http://www.villagevoice.com/events/hickry-hawkins-filthy-still-2411728/,Hickry Hawkins+Filthy Still,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/06/2011,http://www.villagevoice.com/events/im-turning-into-youre-jovian-the-house-floor-2412027/,I'm Turning Into+You're Jovian+the House Floor,49 S. 2nd St.,Brooklyn,$7,,Death By Audio,NY,
03/06/2011,http://www.villagevoice.com/events/unknown-mortal-orchestra-levek-2411713/,Unknown Mortal Orchestra+Levek,158 Ludlow St.,New York,$8,,Pianos,NY,
03/07/2011,http://www.villagevoice.com/events/paulo-coelho-a-fairview-ellis-and-park-2412138/,Paulo Coelho+a FairView+Ellis & Park,159 E. Houston St.,New York,,,National Underground,NY,
03/07/2011,http://www.villagevoice.com/events/say-hi-yellow-ostrich-blair-2406056/,Say Hi+Yellow Ostrich+Blair,6 Delancey,New York,$13-$15,,Bowery Ballroom,NY,
03/07/2011,http://www.villagevoice.com/events/your-pictures-of-floresnce-henderson-friend-roulette-team-genius-2411715/,Your Pictures of Floresnce Henderson+Friend Roulette+Team Genius,158 Ludlow St.,New York,$8,,Pianos,NY,
03/07/2011,http://www.villagevoice.com/events/datarock-the-suzan-dinowalrus-2411735/,Datarock+the Suzan+Dinowalrus,100 Lafayette St.,New York,$15,,Santos' Party House,NY,
03/07/2011,http://www.villagevoice.com/events/ocean-is-theory-hotel-of-the-laughing-tree-the-aviation-orange-2412004/,Ocean is Theory+Hotel of the Laughing Tree+the Aviation Orange,125 E. 11th St.,New York,$10-$12,,Webster Hall,NY,
03/07/2011,http://www.villagevoice.com/events/steel-phantoms-wiitala-brothers-marksmen-2411992/,Steel Phantoms+Wiitala Brothers+Marksmen,702 Union St.,Brooklyn,$8,,Union Hall,NY,
03/07/2011,http://www.villagevoice.com/events/alaskas-doldrums-grimes-2412099/,Alaskas+Doldrums+Grimes,915 Wyckoff Ave.,Flushing,,,Silent Barn,NY,
03/07/2011,http://www.villagevoice.com/events/california-guitar-trio-montreal-guitar-trio-2405990/,California Guitar Trio+Montreal Guitar Trio,237 W. 42nd St.,New York,$20-$25,,B.B. King Blues Club & Grill,NY,
03/07/2011,http://www.villagevoice.com/events/dharana-luger-2406119/,Dharana+Luger,152 Ludlow St.,New York,$6,,Cake Shop,NY,
03/07/2011,http://www.villagevoice.com/events/lupe-fiasco-2412005/,Lupe Fiasco,125 E. 11th St.,New York,$36.50,,Webster Hall,NY,
03/07/2011,http://www.villagevoice.com/events/last-shot-fired-the-banditz-a-life-worth-living-2411913/,Last Shot Fired+the Banditz+a Life Worth Living,256 Grand St.,Brooklyn,$7,,The Trash Bar,NY,
03/07/2011,http://www.villagevoice.com/events/the-london-souls-2406068/,The London Souls,61 Wythe Ave.,Brooklyn,$5,,Brooklyn Bowl,NY,
03/07/2011,http://www.villagevoice.com/events/nyu-symphony-orchestra-2412141/,NYU Symphony Orchestra,566 La Guardia Pl.,New York,$10,,Skirball Center,NY,
03/07/2011,http://www.villagevoice.com/events/the-threads-prospector-des-roar-2406167/,The Threads+Prospector+Des Roar,105 Eldridge St.,New York,$5,,Fontana's,NY,
03/07/2011,http://www.villagevoice.com/events/mynabirds-robbers-on-high-street-2406041/,Mynabirds+Robbers on High Street,217 E. Houston St.,New York,$10,,Mercury Lounge,NY,
03/07/2011,http://www.villagevoice.com/events/babs-winn-2411729/,Babs Winn,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/07/2011,http://www.villagevoice.com/events/the-wools-duzheknew-cousins-2412029/,The Wools+DUZHEKNEW+Cousins,49 S. 2nd St.,Brooklyn,$7,,Death By Audio,NY,
03/07/2011,http://www.villagevoice.com/events/shy-town-flight-feathers-2411702/,Shy Town+Flight Feathers,709 Lorimer St.,Brooklyn,free,,Pete's Candy Store,NY,
03/08/2011,http://www.villagevoice.com/events/good-charlotte-2406248/,Good Charlotte,17 Irving Pl.,New York,$28,,Irving Plaza,NY,
03/08/2011,http://www.villagevoice.com/events/colin-smith-the-buck-stops-ostego-lake-2412139/,Colin Smith+the Buck Stops+Ostego Lake,159 E. Houston St.,New York,,,National Underground,NY,
03/08/2011,http://www.villagevoice.com/events/the-parlotones-xylos-2406043/,The Parlotones+Xylos,217 E. Houston St.,New York,$12,,Mercury Lounge,NY,
03/08/2011,http://www.villagevoice.com/events/the-dead-exs-the-fieros-low-hand-2406039/,The Dead Exs+the Fieros+Low Hand,327 Bowery,New York,,,Bowery Electric,NY,
03/08/2011,http://www.villagevoice.com/events/the-dollyrots-shiragirl-the-pinz-2412078/,The Dollyrots+Shiragirl+the Pinz,361 Metropolitan Ave.,Brooklyn,$10,,Knitting Factory,NY,
03/08/2011,http://www.villagevoice.com/events/rival-schools-vs-antelope-radar-fiction-2411736/,Rival Schools+Vs. Antelope+Radar Fiction,100 Lafayette St.,New York,$13,,Santos' Party House,NY,
03/08/2011,http://www.villagevoice.com/events/sneaky-legend-the-belle-brigade-2412127/,Sneaky Legend+the Belle Brigade,249 4th Avenue,Brooklyn,$8,,The Rock Shop,NY,
03/08/2011,http://www.villagevoice.com/events/brutal-nun-2412067/,Brutal Nun,245 Grand Street,Brooklyn,$6,,Bruar Falls,NY,
03/08/2011,http://www.villagevoice.com/events/dime-store-romeos-rhyne-mccormack-2412136/,Dime Store Romeos+Rhyne McCormack,159 E. Houston St.,New York,,,National Underground,NY,
03/08/2011,http://www.villagevoice.com/events/ice-cube-2405991/,Ice Cube,237 W. 42nd St.,New York,$27-$32,,B.B. King Blues Club & Grill,NY,
03/08/2011,http://www.villagevoice.com/events/the-low-anthem-bobby-2406057/,The Low Anthem+Bobby,6 Delancey,New York,$13-$15,,Bowery Ballroom,NY,
03/08/2011,http://www.villagevoice.com/events/omd-oh-land-2411871/,OMD+Oh Land,610 W. 56th St.,New York,$26-$32,,Terminal 5,NY,
03/08/2011,http://www.villagevoice.com/events/the-seedy-seeds-ice-black-birds-go-back-to-the-zoo-2411716/,The Seedy Seeds+Ice Black Birds+Go Back to the Zoo,158 Ludlow St.,New York,$8,,Pianos,NY,
03/08/2011,http://www.villagevoice.com/events/burnkit2600-the-shortsleeves-beta-club-field-trip-2406168/,Burnkit2600+the Shortsleeves+Beta Club Field Trip,105 Eldridge St.,New York,$5,,Fontana's,NY,
03/08/2011,http://www.villagevoice.com/events/dog-days-are-over-red-measure-2405924/,Dog Days Are Over+Red Measure,93 Second Ave.,New York,$6,,Lit Lounge,NY,
03/08/2011,http://www.villagevoice.com/events/election-night-bard-and-mustache-2412090/,Election Night+Bard & Mustache,184 Bedford Ave.,Brooklyn,,,Spike Hill,NY,
03/08/2011,http://www.villagevoice.com/events/hush-arbors-jason-ajemian-dharana-2412031/,Hush Arbors+Jason Ajemian+Dharana,49 S. 2nd St.,Brooklyn,$7,,Death By Audio,NY,
03/08/2011,http://www.villagevoice.com/events/lights-in-the-fog-igor-crash-robin-2411914/,Lights in the Fog+Igor+Crash Robin,256 Grand St.,Brooklyn,$7,,The Trash Bar,NY,
03/08/2011,http://www.villagevoice.com/events/raekwon-2406092/,Raekwon,66 N. 6th St.,Brooklyn,$15,,Music Hall of Williamsburg,NY,
03/08/2011,http://www.villagevoice.com/events/bill-sims-jr--2411730/,Bill Sims Jr.,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/08/2011,http://www.villagevoice.com/events/yelawolf-cyhi-da-prynce-sts-2406211/,Yelawolf+CyHi Da Prynce+STS,431 W. 16th St.,New York,$15-$17,,Highline Ballroom,NY,
03/08/2011,http://www.villagevoice.com/events/ty-segall-devin-therriault-the-sundelles-2406042/,Ty Segall+Devin Therriault +the Sundelles,217 E. Houston St.,New York,$8-$10,,Mercury Lounge,NY,
03/08/2011,http://www.villagevoice.com/events/sierra-hull-2405978/,Sierra Hull,154 Ludlow St.,New York,,,Living Room,NY,
"05/06/2011, 05/20/2011, 05/13/2011, 03/04/2011, 03/11/2011, 03/18/2011, 03/25/2011, 04/01/2011, 04/08/2011, 04/15/2011, 04/22/2011, 04/29/2011",http://www.villagevoice.com/events/manhattan-haitian-dance-party-310265/,'Manhattan Haitian Dance Party',204 Varick St.,New York,$18-$20,,S.O.B.'s,NY,
"04/16/2011, 04/02/2011, 03/19/2011, 03/12/2011, 04/30/2011, 05/07/2011, 05/14/2011, 05/21/2011, 02/26/2011, 03/05/2011, 04/23/2011, 03/26/2011, 04/09/2011",http://www.villagevoice.com/events/samba-soul-389416/,'Samba Soul',204 Varick St.,New York,$10-$20,,S.O.B.'s,NY,
"04/17/2011, 04/10/2011, 04/03/2011, 03/27/2011, 03/20/2011, 03/13/2011, 03/06/2011, 02/27/2011, 05/22/2011, 05/15/2011, 05/08/2011, 05/01/2011, 04/24/2011",http://www.villagevoice.com/events/stephane-wrembel-478439/,Stephane Wrembel,376 9th St.,Brooklyn,$10,,Barbes,NY,
02/28/2011,http://www.villagevoice.com/events/the-kickdrums-dj-eleven-dj-terry-urban-2379624/,The Kickdrums+DJ Eleven+DJ terry Urban,61 Wythe Ave.,Brooklyn,free,,Brooklyn Bowl,NY,
"03/05/2011, 03/03/2011, 03/02/2011, 03/06/2011, 03/01/2011, 03/04/2011",http://www.villagevoice.com/events/nicholas-payton-big-band-2390751/,Nicholas Payton Big Band,60th St. & Broadway,New York,$30-$35,,"Dizzy's Club Coca-Cola, Frederick P. Rose Hall, Home of Jazz at Lincoln Center",NY,
"03/01/2011, 03/02/2011, 03/03/2011, 03/06/2011, 03/04/2011, 03/05/2011",http://www.villagevoice.com/events/donald-harrison-ron-carter-billy-cobham-trio-2390721/,"Donald Harrison, Ron Carter Billy Cobham Trio",131 W. 3rd St.,New York,$20-$35,,Blue Note,NY,
03/03/2011,http://www.villagevoice.com/events/rebelution-2406238/,Rebelution,17 Irving Pl.,New York,$20,,Irving Plaza,NY,
"04/21/2011, 05/12/2011, 05/19/2011, 03/03/2011, 03/10/2011, 05/26/2011, 04/07/2011, 04/28/2011, 04/14/2011, 03/31/2011, 03/17/2011, 03/24/2011, 05/05/2011",http://www.villagevoice.com/events/dj-hutz-648466/,DJ Hutz,113 Ludlow,New York,$10,Gogol Bordello's Eugene Hutz spins when not on tour; with Pedro.</p>,Mehanata Bulgarian Bar,NY,
"04/28/2011, 05/05/2011, 05/12/2011, 05/19/2011, 05/26/2011, 04/21/2011, 04/14/2011, 04/07/2011, 03/31/2011, 03/24/2011, 03/17/2011, 03/10/2011, 03/03/2011",http://www.villagevoice.com/events/brooklyn-freestyle-sessions-219119/,'Brooklyn Freestyle Sessions',345 Grand St.,Brooklyn,,Live jazz/funk/Afro-dub soul jam sessions with Mobius Collective and rotating guests.</p>,Rose Live Music,NY,
"04/29/2011, 05/13/2011, 05/20/2011, 04/01/2011, 03/04/2011, 03/11/2011, 03/18/2011, 03/25/2011, 04/08/2011, 04/15/2011, 04/22/2011, 05/06/2011",http://www.villagevoice.com/events/salsa-groove-389411/,'Salsa Groove',204 Varick St.,New York,$15,With Los Soneros de Oriente.</p>,S.O.B.'s,NY,
"03/04/2011, 03/18/2011, 03/11/2011, 03/25/2011, 04/01/2011, 04/08/2011, 04/15/2011, 04/22/2011, 04/29/2011, 05/06/2011, 05/13/2011, 05/20/2011",http://www.villagevoice.com/events/yuri-yunakov-and-grand-masters-of-gypsy-music-2044564/,Yuri Yunakov & Grand Masters of Gypsy Music,113 Ludlow,New York,$10,,Mehanata Bulgarian Bar,NY,
"05/06/2011, 04/22/2011, 04/15/2011, 04/08/2011, 04/01/2011, 03/25/2011, 03/18/2011, 03/11/2011, 03/04/2011, 05/20/2011, 05/13/2011, 04/29/2011",http://www.villagevoice.com/events/dj-poodlecannon-648484/,DJ Poodlecannon,113 Ludlow,New York,$5-$10,,Mehanata Bulgarian Bar,NY,
"02/26/2011, 05/21/2011, 05/14/2011, 05/07/2011, 04/30/2011, 04/23/2011, 04/16/2011, 04/09/2011, 04/02/2011, 03/26/2011, 03/19/2011, 03/12/2011, 03/05/2011",http://www.villagevoice.com/events/sapphire-saturdays-609991/,Sapphire Saturdays,249 Eldridge St.,New York,$5,,Sapphire,NY,
03/05/2011,http://www.villagevoice.com/events/the-left-banke-2405840/,The Left Banke,425 Lafayette St.,New York,$20,,Joe's Pub,NY,
"5/7/2011, 3/5/2011, 4/2/2011",http://www.villagevoice.com/events/bluegrass-jam-1628277/,'Bluegrass Jam',700 E. 9th St.,New York,,,Banjo Jim's,NY,
"02/26/2011, 04/16/2011, 04/09/2011, 04/02/2011, 03/26/2011, 03/19/2011, 03/12/2011, 03/05/2011, 05/21/2011, 05/14/2011, 05/07/2011, 04/30/2011, 04/23/2011",http://www.villagevoice.com/events/african-night-477203/,'African Night',773 St. Nicholas Ave.,New York,,,St. Nick's Pub,NY,
"02/27/2011, 03/13/2011, 05/08/2011, 05/01/2011, 04/24/2011, 04/17/2011, 04/10/2011, 04/03/2011, 03/27/2011, 03/20/2011, 05/22/2011, 05/15/2011, 03/06/2011",http://www.villagevoice.com/events/bossa-nova-brunch-667506/,'Bossa Nova Brunch',204 Varick St.,New York,$30,With Bossa Nova Trio.</p>,S.O.B.'s,NY,
"03/10/2011, 03/13/2011, 03/12/2011, 03/11/2011, 03/09/2011, 03/08/2011",http://www.villagevoice.com/events/ann-hampton-callaway-2406152/,Ann Hampton Callaway,60th St. & Broadway,New York,$30-$35,,"Dizzy's Club Coca-Cola, Frederick P. Rose Hall, Home of Jazz at Lincoln Center",NY,
,http://www.villagevoice.com/events/snitch-875623/,'Snitch',199 Bowery,New York,,,Crash Mansion,NY,
03/09/2011,http://www.villagevoice.com/events/bright-eyes-2411722/,Bright Eyes,1260 Sixth Ave.,New York,$39.50,,Radio City Music Hall,NY,
"05/20/2011, 03/11/2011, 03/04/2011, 03/18/2011, 03/25/2011, 04/01/2011, 04/08/2011, 04/15/2011, 04/22/2011, 04/29/2011, 05/06/2011, 05/13/2011",http://www.villagevoice.com/events/grand-masters-of-gypsy-music-651501/,Grand Masters of Gypsy Music,113 Ludlow,New York,$10,,Mehanata Bulgarian Bar,NY,
"04/13/2011, 03/02/2011, 03/09/2011, 03/16/2011, 03/23/2011, 03/30/2011, 04/06/2011, 04/20/2011, 04/27/2011, 05/04/2011, 05/11/2011, 05/18/2011, 05/25/2011",http://www.villagevoice.com/events/little-rickys-rib-shack-303647/,Little Ricky's Rib Shack,419 W. 13th St.,New York,$10,"DJ Rich Medina spins soul, hip-hop, Afrobeat, and jazz downstairs.</p>",APT,NY,
"4/7/2011, 5/5/2011, 3/3/2011",http://www.villagevoice.com/events/basement-bhangra-310268/,Basement Bhangra,204 Varick St.,New York,$5-$16,DJ Rekha fuses East and West with traditional and Bollywood Indian music.</p>,S.O.B.'s,NY,
"4/17/2011, 5/15/2011, 3/20/2011",http://www.villagevoice.com/events/anonymous-679091/,Anonymous,113 Ludlow,New York,$10,Queerpunx dance party.</p>,Mehanata Bulgarian Bar,NY,
,http://www.villagevoice.com/events/something-tight-218725/,Something Tight,302 Broome St.,New York,,A twice-monthly gay dance party featuring disco jams from DJs Timmy and Telfar.</p>,Happy Ending Lounge,NY,
"04/05/2011, 05/24/2011, 05/17/2011, 05/10/2011, 05/03/2011, 04/26/2011, 03/01/2011, 03/08/2011, 03/15/2011, 03/22/2011, 03/29/2011, 04/19/2011, 04/12/2011",http://www.villagevoice.com/events/slavic-soul-party-155084/,'Slavic Soul Party',376 9th St.,Brooklyn,$10,"Slavic Soul Party are Eastern Europe's answer to the funk (and ""Grunt"") of the J.B.'s or, more recently, the Budos Band. On their recordings, and every Tuesday at Barb&egrave;s, the 10-person brass ensemble pins Gypsy melodies against the sort of jazzy r&b horn collages you hear in movies adapted from Elmore Leonard books. The best part, though, is how they interact with their audience at their concerts, sometimes breaking the fourth wall, and really making each word in their name&#151;especially the last&#151;pull its weight.</p>",Barbes,NY,http://vvoice.vo.llnwd.net/e12/4232102.47.jpg
03/05/2011,http://www.villagevoice.com/events/khaira-arby-sway-machinery-nettle-2406026/,Khaira Arby+Sway Machinery+Nettle,149 7th St.,Brooklyn,$15-$18,,Bell House,NY,
03/05/2011,http://www.villagevoice.com/events/martin-hayes-and-dennis-cahill-2412007/,Martin Hayes & Dennis Cahill,2537 Broadway,New York,$25-$30,,Peter Norton Symphony Space,NY,
03/05/2011,http://www.villagevoice.com/events/downtown-music-festival-2411862/,'Downtown Music Festival',610 W. 56th St.,New York,$45-$50,"With Miike Snow, Major Lazer & Santigold, and more.</p>",Terminal 5,NY,
"04/03/2011, 02/27/2011, 05/15/2011, 05/22/2011, 03/20/2011, 05/01/2011, 04/24/2011, 04/17/2011, 04/10/2011, 03/13/2011, 03/27/2011, 05/08/2011, 03/06/2011",http://www.villagevoice.com/events/crash-course-karaoke-2062744/,'Crash Course Karaoke',157 Bleecker St.,New York,,,Kenny's Castaways,NY,
"05/17/2011, 05/24/2011, 04/26/2011, 05/03/2011, 05/10/2011, 04/19/2011, 04/12/2011, 04/05/2011, 03/29/2011, 03/22/2011, 03/15/2011, 03/08/2011, 03/01/2011",http://www.villagevoice.com/events/rock-n-twang-live-band-karaoke-506804/,'Rock 'N' Twang Live Band Karaoke',30 W. 26th St.,New York,free,,Hill Country Barbecue,NY,
"04/19/2011, 05/17/2011, 05/24/2011, 03/15/2011, 03/08/2011, 03/01/2011, 05/03/2011, 05/10/2011, 04/26/2011, 03/22/2011, 03/29/2011, 04/05/2011, 04/12/2011",http://www.villagevoice.com/events/the-kings-of-karaoke-1811992/,The Kings of Karaoke,199 Bowery,New York,free,,Crash Mansion,NY,
"05/26/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011, 04/14/2011, 04/07/2011, 03/31/2011, 03/24/2011, 03/17/2011, 03/10/2011, 03/03/2011",http://www.villagevoice.com/events/sid-and-buddy-karaoke-477195/,'Sid & Buddy Karaoke',37 Greenpoint Ave.,Brooklyn,,,Red Star Sports Bar,NY,
"3/4/2011, 4/1/2011, 5/6/2011",http://www.villagevoice.com/events/metrojam-522733/,'Metrojam',34 W. 22nd St.,New York,$10,,Metropolitan Room,NY,
03/05/2011,http://www.villagevoice.com/events/clinton-curtis-2405842/,Clinton Curtis,425 Lafayette St.,New York,$12,,Joe's Pub,NY,
"05/16/2011, 05/02/2011, 05/09/2011, 04/11/2011, 04/04/2011, 03/28/2011, 03/21/2011, 03/14/2011, 03/07/2011, 02/28/2011, 04/18/2011, 04/25/2011, 05/23/2011",http://www.villagevoice.com/events/jam-rock-with-squeeze-859057/,'Jam Rock with Squeeze',204 Varick St.,New York,,,S.O.B.'s,NY,
"05/16/2011, 05/09/2011, 05/02/2011, 02/28/2011, 03/07/2011, 03/14/2011, 03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/23/2011",http://www.villagevoice.com/events/the-peoples-open-mic-1574354/,'The People's Open Mic',1039 Washington St.,Hoboken,free,,Maxwell's,NJ,
"05/09/2011, 04/04/2011, 03/28/2011, 03/21/2011, 03/14/2011, 03/07/2011, 02/28/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/02/2011, 05/16/2011, 05/23/2011",http://www.villagevoice.com/events/acoustic-open-mic-and-jam-session-1589020/,'Acoustic Open Mic & Jam Session',157 Bleecker St.,New York,,,Kenny's Castaways,NY,
02/27/2011,http://www.villagevoice.com/events/monks-dream-fifty-years-fresh-the-music-of-thelonious-monk-and-the-expanding-universe-of-bebop-2390749/,'Monk's Dream: Fifty Years Fresh The Music of Thelonious Monk & The Expanding Universe of Bebop',60th St. & Broadway,New York,$30-$35,,"Dizzy's Club Coca-Cola, Frederick P. Rose Hall, Home of Jazz at Lincoln Center",NY,
"05/02/2011, 02/28/2011, 03/07/2011, 03/14/2011, 03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/23/2011, 05/16/2011, 05/09/2011",http://www.villagevoice.com/events/mingus-mondays-703797/,'Mingus Mondays',116 E. 27th St.,New York,$25,Featuring Mingus Dynasty.</p>,Jazz Standard,NY,
"03/07/2011, 04/11/2011, 04/18/2011, 04/25/2011, 03/21/2011, 04/04/2011, 03/28/2011, 05/02/2011, 05/09/2011, 05/16/2011, 05/23/2011, 03/14/2011, 02/28/2011",http://www.villagevoice.com/events/t-blues-band-419682/,T Blues Band,149 Bleecker St.,New York,,,Terra Blues,NY,
"04/25/2011, 02/28/2011, 03/07/2011, 03/14/2011, 03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 05/02/2011, 05/09/2011, 05/16/2011, 05/23/2011",http://www.villagevoice.com/events/mike-tait-532125/,Mike Tait,151 Bleecker St.,New York,,,The Red Lion,NY,
"05/13/2011, 05/20/2011, 05/27/2011, 04/08/2011, 04/01/2011, 03/25/2011, 03/18/2011, 03/11/2011, 03/04/2011, 04/15/2011, 04/22/2011, 04/29/2011, 05/06/2011",http://www.villagevoice.com/events/grand-masters-of-gypsy-music-651501/,Grand Masters of Gypsy Music,113 Ludlow,New York,$10,,Mehanata Bulgarian Bar,NY,
03/05/2011,http://www.villagevoice.com/events/banda-sinaloense-de-los-muertos-kotorino-2406001/,Banda Sinaloense De Los Muertos+Kotorino,376 9th St.,Brooklyn,$10,,Barbes,NY,
03/03/2011,http://www.villagevoice.com/events/lisle-ellis-and-the-remote-viewers-2411777/,Lisle Ellis & the Remote Viewers,Avenue C at East 2nd Street,New York,$10,,The Stone,NY,
03/04/2011,http://www.villagevoice.com/events/six-organs-of-admittance-2411781/,Six Organs of Admittance,Avenue C at East 2nd Street,New York,$10,,The Stone,NY,
03/05/2011,http://www.villagevoice.com/events/elliott-sharp-2406259/,Elliott Sharp,232 3rd St.,Brooklyn,free-$35,,Issue Project Room,NY,
03/05/2011,http://www.villagevoice.com/events/devin-maxwell-woody-sullender-and-sergei-tcherepnin-2406304/,Devin Maxwell+Woody Sullender & Sergei Tcherepnin,466 Grand St.,New York,$10,,Abrons Arts Center,NY,
"03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/02/2011, 02/28/2011, 05/09/2011, 03/14/2011, 05/23/2011, 05/16/2011, 03/07/2011",http://www.villagevoice.com/events/shayni-raes-truckstop-downtown-honkytonk-643079/,'Shayni Rae's Truckstop Downtown Honkytonk',159 E. Houston St.,New York,,"Featuring Kevn Kinney, Chris Masterson, and more.</p>",National Underground,NY,
"04/26/2011, 05/17/2011, 05/10/2011, 03/01/2011, 05/03/2011, 04/19/2011, 05/24/2011, 03/08/2011, 03/15/2011, 03/22/2011, 03/29/2011, 04/05/2011, 04/12/2011",http://www.villagevoice.com/events/jr-mack-band-835027/,Jr. Mack Band,149 Bleecker St.,New York,,,Terra Blues,NY,
,http://www.villagevoice.com/events/clarence-spady-band-410381/,Clarence Spady Band,149 Bleecker St.,New York,,,Terra Blues,NY,
"04/11/2011, 05/23/2011, 05/16/2011, 05/09/2011, 05/02/2011, 04/25/2011, 04/18/2011, 04/04/2011, 03/28/2011, 03/21/2011, 03/14/2011, 03/07/2011, 02/28/2011",http://www.villagevoice.com/events/reverend-vince-anderson-1201280/,Reverend Vince Anderson,484 Union Ave.,Brooklyn,free,,Union Pool,NY,
"05/08/2011, 05/22/2011, 05/15/2011, 02/27/2011, 03/06/2011, 03/13/2011, 03/20/2011, 03/27/2011, 04/03/2011, 04/10/2011, 04/17/2011, 04/24/2011, 05/01/2011",http://www.villagevoice.com/events/the-scratcher-sessions-643055/,'The Scratcher Sessions',209 E. 5th St.,New York,,The Voice staff's home away from home features solid singer-songwriter acts every Sunday. Solo acts and duos only; seek thy massive klezmer dance parties elsewhere. This week: John Ladeau.</p>,Scratcher,NY,http://vvoice.vo.llnwd.net/e12/5995429.47.jpg
03/05/2011,http://www.villagevoice.com/events/esben-and-the-witch-wise-blood-2406037/,Esben & the Witch+Wise Blood,217 E. Houston St.,New York,$12,,Mercury Lounge,NY,
"04/12/2011, 04/19/2011, 04/26/2011, 05/03/2011, 05/10/2011, 05/17/2011, 05/24/2011, 04/05/2011, 03/22/2011, 03/15/2011, 03/08/2011, 03/01/2011, 03/29/2011",http://www.villagevoice.com/events/lachs-antihoot-1923979/,'Lach's Antihoot',125 E. 11th St.,New York,free,,Webster Hall,NY,
03/04/2011,http://www.villagevoice.com/events/smith-westerns-unknown-mortal-orchestra-computer-magic-2406027/,Smith Westerns+Unknown Mortal Orchestra+Computer Magic,217 E. Houston St.,New York,$5-$8,,Mercury Lounge,NY,
03/05/2011,http://www.villagevoice.com/events/astronautalis-sims-2411733/,Astronautalis+Sims,100 Lafayette St.,New York,$10,,Santos' Party House,NY,
"05/19/2011, 05/26/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011, 04/14/2011, 04/07/2011, 03/31/2011, 03/24/2011, 03/17/2011, 03/10/2011, 03/03/2011",http://www.villagevoice.com/events/brooklyn-freestyle-sessions-219119/,'Brooklyn Freestyle Sessions',345 Grand St.,Brooklyn,,Live jazz/funk/Afro-dub soul jam sessions with Mobius Collective and rotating guests.</p>,Rose Live Music,NY,
"3/5/2011, 5/7/2011, 4/2/2011",http://www.villagevoice.com/events/the-rub-859090/,The Rub,125 Fifth Ave.,Brooklyn,,"Hip-hop dance party with DJs Cosmo Baker, Ayres & Eleven.</p>",Southpaw,NY,
