title,timeResult,location,moreInfoLink,date,image
Calgary Flames vs @VAN,10:00 PM,"Calgary, Alta.",http://www.cbssports.com/nhl/teams/page/CGY/calgary-flames,"Apr 10, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/CGY.gif
Colorado Avalanche vs DET,,"Denver, Colo.",http://www.cbssports.com/nhl/teams/page/COL/colorado-avalanche,"Mar  1, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/COL.gif
Colorado Avalanche vs @ANA,,"Denver, Colo.",http://www.cbssports.com/nhl/teams/page/COL/colorado-avalanche,"Mar  3, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/COL.gif
Colorado Avalanche vs @PHO,,"Denver, Colo.",http://www.cbssports.com/nhl/teams/page/COL/colorado-avalanche,"Mar  4, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/COL.gif
Colorado Avalanche vs STL,,"Denver, Colo.",http://www.cbssports.com/nhl/teams/page/COL/colorado-avalanche,"Mar  6, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/COL.gif
Colorado Avalanche vs VAN,,"Denver, Colo.",http://www.cbssports.com/nhl/teams/page/COL/colorado-avalanche,"Mar  9, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/COL.gif
Colorado Avalanche vs FLA,,"Denver, Colo.",http://www.cbssports.com/nhl/teams/page/COL/colorado-avalanche,"Mar 11, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/COL.gif
Colorado Avalanche vs @DAL,,"Denver, Colo.",http://www.cbssports.com/nhl/teams/page/COL/colorado-avalanche,"Mar 14, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/COL.gif
Edmonton Oilers vs @NSH,,"Edmonton, Alta.",http://www.cbssports.com/nhl/teams/page/EDM/edmonton-oilers,"Mar  2, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/EDM.gif
Edmonton Oilers vs @CHI,,"Edmonton, Alta.",http://www.cbssports.com/nhl/teams/page/EDM/edmonton-oilers,"Mar  3, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/EDM.gif
Edmonton Oilers vs MIN,,"Edmonton, Alta.",http://www.cbssports.com/nhl/teams/page/EDM/edmonton-oilers,"Mar  5, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/EDM.gif
Edmonton Oilers vs NJ,,"Edmonton, Alta.",http://www.cbssports.com/nhl/teams/page/EDM/edmonton-oilers,"Mar  7, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/EDM.gif
Edmonton Oilers vs OTT,,"Edmonton, Alta.",http://www.cbssports.com/nhl/teams/page/EDM/edmonton-oilers,"Mar  9, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/EDM.gif
Edmonton Oilers vs @MON,,"Edmonton, Alta.",http://www.cbssports.com/nhl/teams/page/EDM/edmonton-oilers,"Mar 11, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/EDM.gif
Edmonton Oilers vs @TOR,,"Edmonton, Alta.",http://www.cbssports.com/nhl/teams/page/EDM/edmonton-oilers,"Mar 13, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/EDM.gif
Edmonton Oilers vs @ANA,8:00 PM,"Edmonton, Alta.",http://www.cbssports.com/nhl/teams/page/EDM/edmonton-oilers,"Apr 11, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/EDM.gif
Minnesota Wild vs @CGY,,"St. Paul, Minn.",http://www.cbssports.com/nhl/teams/page/MIN/minnesota-wild,"Mar  3, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/MIN.gif
Minnesota Wild vs @EDM,,"St. Paul, Minn.",http://www.cbssports.com/nhl/teams/page/MIN/minnesota-wild,"Mar  5, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/MIN.gif
Minnesota Wild vs CGY,,"St. Paul, Minn.",http://www.cbssports.com/nhl/teams/page/MIN/minnesota-wild,"Mar  7, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/MIN.gif
Minnesota Wild vs FLA,,"St. Paul, Minn.",http://www.cbssports.com/nhl/teams/page/MIN/minnesota-wild,"Mar  9, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/MIN.gif
Minnesota Wild vs @DET,,"St. Paul, Minn.",http://www.cbssports.com/nhl/teams/page/MIN/minnesota-wild,"Mar 11, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/MIN.gif
Minnesota Wild vs @BUF,,"St. Paul, Minn.",http://www.cbssports.com/nhl/teams/page/MIN/minnesota-wild,"Mar 12, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/MIN.gif
Minnesota Wild vs STL,,"St. Paul, Minn.",http://www.cbssports.com/nhl/teams/page/MIN/minnesota-wild,"Mar 14, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/MIN.gif
Anaheim Ducks vs COL,,"Anaheim, Calif.",http://www.cbssports.com/nhl/teams/page/ANA/anaheim-ducks,"Mar  3, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/ANA.gif
Anaheim Ducks vs @PHO,,"Anaheim, Calif.",http://www.cbssports.com/nhl/teams/page/ANA/anaheim-ducks,"Mar  6, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/ANA.gif
Anaheim Ducks vs MON,,"Anaheim, Calif.",http://www.cbssports.com/nhl/teams/page/ANA/anaheim-ducks,"Mar  7, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/ANA.gif
Anaheim Ducks vs CLB,,"Anaheim, Calif.",http://www.cbssports.com/nhl/teams/page/ANA/anaheim-ducks,"Mar  9, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/ANA.gif
Anaheim Ducks vs NSH,,"Anaheim, Calif.",http://www.cbssports.com/nhl/teams/page/ANA/anaheim-ducks,"Mar 12, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/ANA.gif
Anaheim Ducks vs SJ,,"Anaheim, Calif.",http://www.cbssports.com/nhl/teams/page/ANA/anaheim-ducks,"Mar 14, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/ANA.gif
Dallas Stars vs LA,,"Dallas, Texas",http://www.cbssports.com/nhl/teams/page/DAL/dallas-stars,"Mar  2, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/DAL.gif
Dallas Stars vs STL,,"Dallas, Texas",http://www.cbssports.com/nhl/teams/page/DAL/dallas-stars,"Mar  4, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/DAL.gif
Dallas Stars vs @PIT,,"Dallas, Texas",http://www.cbssports.com/nhl/teams/page/DAL/dallas-stars,"Mar  6, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/DAL.gif
Dallas Stars vs @WAS,,"Dallas, Texas",http://www.cbssports.com/nhl/teams/page/DAL/dallas-stars,"Mar  8, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/DAL.gif
Dallas Stars vs @BUF,,"Dallas, Texas",http://www.cbssports.com/nhl/teams/page/DAL/dallas-stars,"Mar 10, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/DAL.gif
Dallas Stars vs LA,,"Dallas, Texas",http://www.cbssports.com/nhl/teams/page/DAL/dallas-stars,"Mar 12, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/DAL.gif
Dallas Stars vs COL,,"Dallas, Texas",http://www.cbssports.com/nhl/teams/page/DAL/dallas-stars,"Mar 14, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/DAL.gif
Los Angeles Kings vs @DAL,,"Los Angeles, Calif.",http://www.cbssports.com/nhl/teams/page/LA/los-angeles-kings,"Mar  2, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/LA.gif
Los Angeles Kings vs @NSH,,"Los Angeles, Calif.",http://www.cbssports.com/nhl/teams/page/LA/los-angeles-kings,"Mar  4, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/LA.gif
Los Angeles Kings vs MON,,"Los Angeles, Calif.",http://www.cbssports.com/nhl/teams/page/LA/los-angeles-kings,"Mar  6, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/LA.gif
Los Angeles Kings vs CLB,,"Los Angeles, Calif.",http://www.cbssports.com/nhl/teams/page/LA/los-angeles-kings,"Mar  8, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/LA.gif
Los Angeles Kings vs @CHI,,"Los Angeles, Calif.",http://www.cbssports.com/nhl/teams/page/LA/los-angeles-kings,"Mar 10, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/LA.gif
Los Angeles Kings vs @DAL,,"Los Angeles, Calif.",http://www.cbssports.com/nhl/teams/page/LA/los-angeles-kings,"Mar 12, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/LA.gif
Los Angeles Kings vs NSH,,"Los Angeles, Calif.",http://www.cbssports.com/nhl/teams/page/LA/los-angeles-kings,"Mar 14, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/LA.gif
Los Angeles Kings vs @COL,3:00 PM,"Los Angeles, Calif.",http://www.cbssports.com/nhl/teams/page/LA/los-angeles-kings,"Apr 11, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/LA.gif
Phoenix Coyotes vs STL,,"Glendale, Ariz.",http://www.cbssports.com/nhl/teams/page/PHO/phoenix-coyotes,"Mar  2, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/PHO.gif
Phoenix Coyotes vs COL,,"Glendale, Ariz.",http://www.cbssports.com/nhl/teams/page/PHO/phoenix-coyotes,"Mar  4, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/PHO.gif
Phoenix Coyotes vs ANA,,"Glendale, Ariz.",http://www.cbssports.com/nhl/teams/page/PHO/phoenix-coyotes,"Mar  6, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/PHO.gif
Phoenix Coyotes vs VAN,,"Glendale, Ariz.",http://www.cbssports.com/nhl/teams/page/PHO/phoenix-coyotes,"Mar 10, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/PHO.gif
Phoenix Coyotes vs @CAR,,"Glendale, Ariz.",http://www.cbssports.com/nhl/teams/page/PHO/phoenix-coyotes,"Mar 13, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/PHO.gif
Phoenix Coyotes vs @ATL,,"Glendale, Ariz.",http://www.cbssports.com/nhl/teams/page/PHO/phoenix-coyotes,"Mar 14, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/PHO.gif
San Jose Sharks vs NJ,,"San Jose, Calif.",http://www.cbssports.com/nhl/teams/page/SJ/san-jose-sharks,"Mar  2, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/SJ.gif
San Jose Sharks vs MON,,"San Jose, Calif.",http://www.cbssports.com/nhl/teams/page/SJ/san-jose-sharks,"Mar  4, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/SJ.gif
San Jose Sharks vs CLB,,"San Jose, Calif.",http://www.cbssports.com/nhl/teams/page/SJ/san-jose-sharks,"Mar  6, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/SJ.gif
San Jose Sharks vs NSH,,"San Jose, Calif.",http://www.cbssports.com/nhl/teams/page/SJ/san-jose-sharks,"Mar 11, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/SJ.gif
San Jose Sharks vs FLA,,"San Jose, Calif.",http://www.cbssports.com/nhl/teams/page/SJ/san-jose-sharks,"Mar 13, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/SJ.gif
San Jose Sharks vs @ANA,,"San Jose, Calif.",http://www.cbssports.com/nhl/teams/page/SJ/san-jose-sharks,"Mar 14, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/SJ.gif
Phoenix Coyotes vs @SJ,10:30 PM,"Glendale, Ariz.",http://www.cbssports.com/nhl/teams/page/PHO/phoenix-coyotes,"Apr 10, 2011",http://sports.cbsimg.net/images/cbss/ui2/logos/nhl/160x100/PHO.gif
