ticketPhone,title,website,moreInfoLink,from,tickets,latitude,times,to,description,venue,address,city,state,image,zipcode,longitude,email
(916) 808-1179,John Buck: Iconography,http://www.crockerartmuseum.org,http://www.sacramento365.com/event/detail/441154229/John_Buck_Iconography,,,38.5776686,Tues &amp;&nbsp;Wed 10am-7pm,,"John Buck: Iconography comes from the Collections of Jordan D. Schnitzer and His Family Foundation. Over the past four decades, Iowa-born artist John Buck has created an important body of woodblock prints, sculptures, and three-dimensional wood panels, all of which will be featured in this exhibition. Tough-minded and visually complex, his art comprises a thorough and relentless examination of deeply personal and shared social concerns.</p>			</p>    			<br><br>",Crocker Art Museum,216 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441154229/john_buck_iconography_medium.jpg,95814,-121.5062708,cam@crockerartmuseum.org
(916) 653-7524,Get On Board: Stories of the LA to Houston Freedom Riders,http://www.californiamuseum.org,http://www.sacramento365.com/event/detail/441163483/Get_On_Board_Stories_of_the_LA_to_Houston_Freedom_Riders,,,38.574214,Mon-Sat 10am-5pm,,"Get On Board: Stories of the Los Angeles to Houston Freedom Ride recounts the seldom-heard story of CORE&rsquo;s (Congress of Racial Equality) freedom ride from Los Angeles, California, to Houston, Texas, in August 1961. Commemorating the 50th anniversary of the freedom rides, this exhibit underscores the ambitious optimism that inspired 11 Californians--both black and white, men and women--to leave their schools, families, and homes to get on board a train for a ride to secure freedom and liberty for all Americans during the Civil Rights Movement.</p> <p>Inspired by Houston&rsquo;s Union Station, the exhibit features a U-shaped lunch counter with six counter stools that serves as a display area for artifacts that relate the courageous stories of the California Freedom Riders such as:<br> -Newspaper clips detailing contrasting historical perspectives from Los Angeles Times &amp; Houston Chronicle<br> -Photographs &amp; political buttons from original Freedom Rider Ellen Broms&rsquo; personal collection<br> -1961 UCLA oral history &amp; manuscripts written by original Freedom Rider Steven McNichols</p> <p>The exhibition is presented in partnership with the California Legislative Black Caucus and the Mayme Clayton Library and Museum.</p>			</p>    			<br><br>",California Museum,1020 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441163483/get_on_board_medium.jpg,95814,-121.495159,info@californiamuseum.org
(916) 445-5995,"Rails and Reels: Hollywood, Trains and the Making of Motion Pictures",http://www.csrmf.org/,http://www.sacramento365.com/event/detail/440771351/Rails_and_Reels_Hollywood_Trains_and_the_Making_of_Motion_Pictures,,,38.584243,Daily 10am-5pm,,"Learn how Hollywood and America&rsquo;s railroads have had a love affair since the very beginning of motion picture history, and how that attraction has continued through Westerns and into modern times as part of Sci-Fi and dramatic action-packed thrillers. See original scripts, sheet music, movie posters, lobby cards and movie- and television-related artifacts from the collections of the California State Railroad Museum and Railtown 1897 State Historic Park in Jamestown. And, learn how famous Sierra Railway &ldquo;Movie Star&rdquo; steam locomotive No. 3&mdash;which has starred in dozens of motion pictures and television shows&mdash;is returning to the rails at Railtown 1897 State Historic Park after a million dollar makeover, ready for more starring roles once again.</p>			</p>    			<br><br>",California State Railroad Museum,2nd and I Streets,Old Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/440771351/rr_museum2_medium.jpg,95814,-121.503645,
(916) 854-1904,Meet the Author: Stephen Harding,http://www.militarymuseum.org,http://www.sacramento365.com/event/detail/441182863/Meet_the_Author_Stephen_Harding,06/08/2011,Free,38.5816432,Wed 7pm,06/08/2011,"On Dec. 7, 1941, even as Japanese carrier-launched aircraft were winging their way toward Pearl Harbor, a small American cargo ship chartered by the U.S. Army reported it was being attacked by a submarine about halfway between Seattle and Honolulu. After that one cryptic message the humble lumber carrier Cynthia Olson and her crew vanished without a trace, their disappearance all but forgotten as the mighty warships of the U.S. Pacific Fleet burned.<br> <br> Though long relegated to footnote status in Pacific War histories, the story of Cynthia Olson's mid-ocean encounter with the Japanese submarine I-26 is both a classic high-seas drama and one of the most enduring mysteries of World War II. Did Commander Minoru Yokota of I-26 disregard orders and sink the freighter before the attack on Pearl Harbor began, running the risk of alerting the Americans to the impending assault? Did master mariner Berthel Carlsen and his 34-man crew survive their vessel's sinking only to drift away into the vast Pacific, or were they machine gunned in their lifeboats at the orders of Yokota, who after the war became a devout Christian? Was Cynthia Olson the first American casualty of the Pacific War, and could her SOS have changed the course of history?<br> <br> Based on years of research, Voyage to Oblivion explores both the military and human aspects of the Cynthia Olson story, bringing to life a complex tale of courage, tenacity, hubris, and arrogance in the opening hours of America's war in the Pacific.<br> <br> About the Author: Stephen Harding is author of numerous books including Great Liners at War. He is a war correspondent and journalist and lives in Virginia, USA.</p>			</p>    			<br><br>",California State Military Museum,1119 2nd Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441182863/voyage_to_oblivion_medium.jpg,95814,-121.5047519,
(916) 808-7059,Casino Royale on the River: Old Sacramento Meets Monte Carlo!,http://www.historicoldsac.org/whats-new/events.asp,http://www.sacramento365.com/event/detail/441182033/Casino_Royale_on_the_River_Old_Sacramento_Meets_Monte_Carlo,06/10/2011,,38.580988,Fri 6pm-9pm,06/10/2011,"Join us aboard the Empress Hornblower at Old Sacramento&rsquo;s waterfront and immerse yourself in the full casino experience on three decks brimming with fun, food, entertainment, and adventure. Arrive in black tie optional or historic attire and you&rsquo;ll be greeted by both the Captain of the ship and the music of the Gold Rush era as you receive a glass of Sacramento&rsquo;s newest signature drink, The Gold Rush. As you enter the boat, each floor takes you on a trip to fun and excitement.  Enjoy 1850&rsquo;s style gambling at our first floor casino; on the 2nd floor you&rsquo;ll delight in a taste of James Bond cuisine; finally dance under the stars on our modern rooftop lounge as we glide along the Sacramento River.<br> <br> All proceeds from the event will benefit the educational and interpretive programs of the Historic Old Sacramento Foundation (HOSF).</p>			</p>    			<br><br>",Empress Hornblower,1206 Front Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441182033/casino_royale1_medium.jpg,95814,-121.506986,kswanson@cityofsacramento.org
(916) 324-0575,“The Great Dreamer and The Great Doer: Theodore Roosevelt’s Impassioned Life” Exhibit,http://www.stanfordmansion.org/index.html,http://www.sacramento365.com/event/detail/440772177/The_Great_Dreamer_and_The_Great_Doer_Theodore_Roosevelts_Impassioned_Life_Exhibit_,,,38.5761619,Tues-Sun 9:30am-5pm,,"With a passion for nature and conservation, Theodore Roosevelt&rsquo;s life was filled with big dreams and great accomplishments. To learn more about his life and impact on California, you are invited to visit an inspiring new exhibit titled &ldquo;The Great Dreamer and The Great Doer: Theodore Roosevelt&rsquo;s Impassioned Live&rdquo; opening at the Leland Stanford Mansion State Historic Park. Artifacts from Roosevelt&rsquo;s 1903 trip out west, compelling images and campaign memorabilia will be on display as part of this special exhibit.</p>			</p>    			<br><br>",Leland Stanford Mansion State Historic Park,800 N Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/440772177/theodore-roosevelt-picture_medium.jpg,95814,-121.497777,
(916) 442-6802,American Muscle,http://www.calautomuseum.org,http://www.sacramento365.com/event/detail/441163471/American_Muscle,,,38.570314,Daily 10am-6pm *Open to 9pm on 3rd Thurs,,Explore the birth and evolution of American muscles cars from the     1960s to present day and the impact on popular culture and automotive technology.</p>			</p>    			<br><br>,California Automobile Museum,2200 Front Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441163471/american_muscle_medium.jpg,95818,-121.511772,
(916) 808-1179,Meaning and Medium,http://www.crockerartmuseum.org,http://www.sacramento365.com/event/detail/441177321/Meaning_and_Medium,,,38.5776686,Tues &amp;&nbsp;Wed 10am-7pm,,"This exhibition explores the diversity of media in art, including photography, painting, sculpture, and mixed media. Pieces on display include work from various Sacramento-area high schools.</p> <p>This exhibit is part of the Student &amp; Community Exhibition Galleries.</p>			</p>    			<br><br>",Crocker Art Museum,216 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441177321/roofline_logo_full_medium.jpeg,95814,-121.5062708,cam@crockerartmuseum.org
(916) 653-7524,"Extreme Engineering: The California State Water Project Past, Present, and Future",http://www.californiamuseum.org,http://www.sacramento365.com/event/detail/440966881/Extreme_Engineering_The_California_State_Water_Project_Past_Present_and_Future,,,38.574214,Mon-Sat 10am-5pm,,"This hands-on, interactive exhibit explores the complexities of water in California. Visitors will discover the world's largest manmade water system and the people behind its creation, and be challenged to actively consider the choices facing policy makers today. A big-screen flyover will take them from the nation's tallest dam to its longest aqueduct, while artifacts and interviews reveal how the California Water Project--celebrating its 50th birthday in 2010--changed the way we live in the Golden State.			</p>    			<br><br>",California Museum,1020 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/440966881/exteme_engineering_medium.jpg,95814,-121.495159,info@californiamuseum.org
(916) 808-1179,Daniel Douke: Bytes of Reality,http://www.crockerartmuseum.org,http://www.sacramento365.com/event/detail/441154235/Daniel_Douke_Bytes_of_Reality,,,38.5776686,Tues &amp;&nbsp;Wed 10am-7pm,,"Southern California artist Daniel Douke responds to everyday experience by rendering the transient packaging of consumer products&mdash;particularly the box. At first glance, Douke's boxes appear to be simply found objects&mdash;&agrave; la Marcel Duchamp. They are anything but. These are paintings that are rendered in exquisite detail, with text, packaging tape, smudges, and dents all carefully observed and painted. Even the canvas is stretched and shaped to perfection. By making these discarded boxes art, he gives them permanence and value, challenging our assumptions about reality and artifice. This exhibition features 24 of his works.</p>			</p>    			<br><br>",Crocker Art Museum,216 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441154235/daniel_douke_bytes_of_reality_medium.jpg,95814,-121.5062708,cam@crockerartmuseum.org
(916) 808-1179,"The Photosynthetic Restaurant: Gourmet Sunlight for Plants, Cuisine by Jonathon Keats",http://www.crockerartmuseum.org,http://www.sacramento365.com/event/detail/441177315/The_Photosynthetic_Restaurant_Gourmet_Sunlight_for_Plants_Cuisine_by_Jonathon_Keats,,,38.5776686,Tues &amp;&nbsp;Wed 10am-7pm,,"Jonathon Keats, a conceptual artist, fabulist, and critic, has developed a gourmet cuisine for the world&rsquo;s first photosynthetic restaurant, set in the floral plantings in front of the historic Art Gallery building of the Crocker Art Museum.</p>			</p>    			<br><br>",Crocker Art Museum,216 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441177315/photosynthetic-graphic-2_medium.jpeg,95814,-121.5062708,cam@crockerartmuseum.org
(916) 324-0333,A Most Glorious Heritage: The Grandeur and History of California State Parks,http://capitolmuseum.ca.gov/,http://www.sacramento365.com/event/detail/440911544/A_Most_Glorious_Heritage_The_Grandeur_and_History_of_California_State_Parks,,Free,38.5781073,Daily 9am-5pm *Tours available hourly,,"The California State Capitol Museum, managed and operated by California State Parks, shows &quot;A Most Glorious Heritage:&nbsp;The Grandeur and History of California State Parks,&quot;&nbsp;a new exhibit featuring the diversity of state parks and its early pioneers, as well as how the system continues to evolve and promote environmental awareness while meeting the public's demand for recreation, experiences in nature and preservation of cultural heritage. This new exhibit chronicles the rich history of the California State Parks system since its inception in the 1860s through today.</p> <p>Planned in coordination with a one-hour movie showcasing California State Parks currently in development and scheduled to be released later in 2010, the exhibit demonstrates the vision and collective commitment it has taken over time to build the California State Parks system. The system has preserved a legacy of diverse beauty for generations of Californians and visitors to experience and enjoy.<br> <br> The&nbsp;exhibit is located in the Archives Exhibit Room (Room 105) of the California State Capitol Museum.</p>			</p>    			<br><br>",California State Capitol Museum,10th & L Streets,Capitol Building<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/org/5789/capitol_medium.jpg,95814,-121.4944118,
(916) 324-0333,California Admission Day Celebration,http://www.capitolmuseum.ca.gov,http://www.sacramento365.com/event/detail/441064069/California_Admission_Day_Celebration,09/09/2011,Free,38.5781073,Fri 11:30am-1pm,09/09/2011,Birthday cake and ice cream will be served to celebrate California&rsquo;s 161st year of Statehood.</p>			</p>    			<br><br>,California State Capitol Museum,10th & L Streets,Capitol Building<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441064069/capitol_building_medium.jpg,95814,-121.4944118,
(916) 445-6645,Trains and Tripods,http://www.csrmf.org/,http://www.sacramento365.com/event/detail/441064071/Trains_and_Tripods,,,38.584243,Fri 6:30pm-9pm,,The program begins with an optional seminar on museum photography led by former Sacramento Bee photographer and Canon USA consultant Dave Henry. Join amateur photographers of all skill levels as cameras and tripods are welcomed into the Museum (prior to opening hours) the following day. This unique opportunity will allow you to create photographs without worrying about people tripping over your tripod or unexpectedly entering your scene.</p>			</p>    			<br><br>,California State Railroad Museum,2nd and I Streets,Old Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441064071/trains_and_tripods_medium.jpg,95814,-121.503645,
(916) 323-7626,A Taste of History,http://www.suttersfort.org/,http://www.sacramento365.com/event/detail/441183133/A_Taste_of_History,09/24/2011,TBA,38.5718742,Sat 6:30pm-9:30pm,09/24/2011,"Historic recipes are recreated with a modern twist by Sacramento&rsquo;s top chefs. A benefit for the Friends of Sutter&rsquo;s Fort, this event celebrates the culinary history of the region, merged with the Slow Food movement that promotes organic, sustainable food production, much like it was in the heyday of the Fort.</p>			</p>    			<br><br>",Sutter's Fort State Historic Park,2701 L Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441183133/sutters_fort_medium.jpg,95816,-121.4715481,
(916) 442-6802,California Automobile Museum’s Fall Swap Meet,http://www.calautomuseum.org,http://www.sacramento365.com/event/detail/441063251/California_Automobile_Museums_Fall_Swap_Meet,10/02/2011,Free entry,38.570314,Sun 6am-2pm,10/02/2011,"Vendors will offer unique and hard to find automobile collectibles and accessories, including antique auto parts, tools, books, magazines, models, and much more! Located next to the Museum at 2400 Front Street-- parking in Museum parking lot, on the street, and behind the Museum.</p> <p>Set-up and merchant and car sales registration will be on Sat, Oct 1 from 2pm-5pm. Merchant stalls (one stall is two parking spaces) are $30 and car sale spaces are $15.</p> <p>Proceeds benefit the Museum.</p>			</p>    			<br><br>",California Automobile Museum,2200 Front Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441063251/camswapmeet-fred-jennings-_(web_ready)_medium.jpg,95818,-121.511772,pr@calautomuseum.org
(916) 324-0333,Women’s Vote in California: 100 Year Anniversary “We Won the Vote!”,http://www.capitolmuseum.ca.gov,http://www.sacramento365.com/event/detail/441064089/Womens_Vote_in_California_100_Year_Anniversary_We_Won_the_Vote,10/15/2011,Free,38.5781073,Sat 9am-5pm,10/15/2011,"Come celebrate the 100 year anniversary of the women&rsquo;s vote in California when California State Capitol Museum docents present living history performances that were researched, written, and produced specifically to commemorate this important event. Your tour will encounter Governors, politicians, and key women suffragists, all in period-appropriate costume. Witness the dramatic recreation of several episodes that led to women getting the vote in California.</p>			</p>    			<br><br>",California State Capitol Museum,10th & L Streets,Capitol Building<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441064089/votes_for_women_medium.jpg,95814,-121.4944118,
(916) 442-6802,California Automobile Museum’s Annual Fundraising Dinner,http://www.CalAutoMuseum.org,http://www.sacramento365.com/event/detail/441063253/California_Automobile_Museums_Annual_Fundraising_Dinner,10/21/2011,TBA,38.570314,Fri 5:30pm-9pm,10/21/2011,Spend an evening raising funds for the California Automobile Museum.</p>			</p>    			<br><br>,California Automobile Museum,2200 Front Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441063253/event_101105_scottpruett_kl_medium.jpg,95818,-121.511772,
(916) 653-7524,The California Hall of Fame 2010,http://CaliforniaMuseum.org,http://www.sacramento365.com/event/detail/441062567/The_California_Hall_of_Fame_2010,,,38.574214,Mon-Sat 10am-5pm,,"Celebrating the class of 2010 California Hall of Fame, this year&rsquo;s exhibition is over 3,000-square feet. It's the most exciting exhibition yet honoring this year&rsquo;s inductees, and includes more than 100 unique items, many of which have never been publicly displayed such as:<br> <br> -The recreated office of Governor Edmund G. &ldquo;Pat&rdquo; Brown containing desk, chair, lamp, blotter, and a marlin caught by the former California governor<br> -Props used in the blockbuster films of James Cameron, including maquettes and spears from Avatar, life-size Terminator statue, machine from Aliens, ship's wheel, and engine wheel from Titanic, and more<br> -The restored 1933 Lincoln automobile owned by Bank of America founder and father of modern banking, A.P. Giannini<br> -Custom suit, gold records, and Fender Haggard Tuff Dog guitar played by country music legend Merle Haggard<br> -Several costumes worn by music and film icon Barbra Streisand in On a Clear Day You Can See Forever, My Name Is Barbra, and Yentl; her first contract with the Bon Soir; albums, tickets, movie posters, and rare Broadway billboard from Funny Girl<br> -Wayne Thiebaud gallery personally containing works selected by the artist himself<br> -The pilot script from Golden Girls signed by the original cast and an Emmy won by comedienne Betty White</p> <p>And much, much more!</p>			</p>    			<br><br>",California Museum,1020 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441062567/hall_of_fame_medium.jpg,95814,-121.495159,info@californiamuseum.org
(916) 324-0971,Arts & Crafts Holiday Fair,http://www.parks.ca.gov/indianmuseum,http://www.sacramento365.com/event/detail/441064101/Arts_Crafts_Holiday_Fair,,,38.572665,Fri &amp;&nbsp;Sat 10am-5pm,,"Native artisans from all over California offer their wares for sale each year on the two days following Thanksgiving. Enjoy browsing through jewelry, basketry, pottery, hand-painted gourds, ornaments, and much more, as you select those just-right gifts for the holidays. Free with museum admission.</p>			</p>    			<br><br>",California State Indian Museum,2618 K Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441064101/indian_craft_fair_medium.jpg,95816,-121.471853,
(916) 324-0333,Holiday Music Program,http://www.capitolmuseum.ca.gov,http://www.sacramento365.com/event/detail/441064107/Holiday_Music_Program,,Free,38.5781073,Daily 11am-1pm *Performance times vary,,"Get ready for some holiday fun on your next visit to the California State Capitol Museum! To set a festive stage and spread holiday cheer, beautiful vintage decorations create a lovely backdrop for a variety of diverse and amazing live holiday musical performances in the Capitol Rotunda each day.</p>			</p>    			<br><br>",California State Capitol Museum,10th & L Streets,Capitol Building<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441064107/capitol_rotunda_inside_medium.jpg,95814,-121.4944118,
(916) 653-7524,Uprooted! The Japanese Americans During WWII,http://www.californiamuseum.org,http://www.sacramento365.com/event/detail/441062581/Uprooted_The_Japanese_Americans_During_WWII,,,38.574214,Mon-Sat 10am-5pm,,"This exhibit features the Japanese American community from immigration and internment during World War II, to their struggle and success in seeking redress for the loss of their constitutional rights. This display, featuring photographs, art, furniture, and crafts made in the internment camps, is drawn from the rich Japanese American Archival Collection developed by the local Japanese American community and housed at Sacramento&nbsp;State. Uprooted offers a unique opportunity to learn about the experiences of people who have struggled and triumphed in claiming their place in California history and their rights as Americans.</p>			</p>    			<br><br>",California Museum,1020 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441062581/uprooted_medium.jpg,95814,-121.495159,info@californiamuseum.org
(916) 653-7524,California’s Remarkable Women,http://www.californiamuseum.org,http://www.sacramento365.com/event/detail/441062587/Californias_Remarkable_Women,,,38.574214,Mon-Sat 10am-5pm,,"California has always been replete with remarkable women. As community leaders and activists, inventors and entertainers, as mothers, daughters, sisters, and partners, California&rsquo;s remarkable women serve 24/7 on the front lines of humanity.</p> <p>Extraordinary women from every walk of life strengthen, shape, and serve our great state. California&rsquo;s Remarkable Women honors their significant roles and achievements, drawing its inspiration from past and present achievements of California women. In doing so, it delivers an energetic message about the limitless opportunities and possibilities awaiting present and future generations of women leaders.</p> <p>From farm worker organizer Dolores Huerta to actress Elizabeth Taylor, the exhibit includes approximately 200 remarkable California women. The exhibit also invites museum visitors to nominate the remarkable women they know or know about.</p> <p>The exhibit is presented by California First Lady Maria Shriver, in partnership with the California Museum, the Office of the Secretary of State, and the California Department of Parks and Recreation.</p>			</p>    			<br><br>",California Museum,1020 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441062587/californias_remarkable_women_medium.jpg,95814,-121.495159,info@californiamuseum.org
(916) 653-7524,Minerva Awards,http://www.californiamuseum.org,http://www.sacramento365.com/event/detail/441062597/Minerva_Awards,,,38.574214,Mon-Sat 10am-5pm,,"Founded in 2004 by California First Lady Maria Shriver, the Minerva Awards, named for the Roman goddess who graces the California State Seal, honor women who have stepped forward in the spirit of Minerva and changed our world with their courage, their strength, and their wisdom. The annual awards celebrate women who work to make this world a more compassionate, tolerant and just place. This conference-funded exhibit chronicles their lasting legacies.</p>			</p>    			<br><br>",California Museum,1020 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441062597/minerva_awards_medium.jpg,95814,-121.495159,info@californiamuseum.org
(916) 445-6645,Pick Me! Fruit Crate Art & The California Dream,http://www.parks.ca.gov/events/event_detail.asp?id=3187,http://www.sacramento365.com/event/detail/441064029/Pick_Me_Fruit_Crate_Art_The_California_Dream,,,38.584243,Daily 10am-5pm,,"The California State Railroad Museum&rsquo;s new exhibit Pick Me! Fruit Crate Art &amp; The California Dream is based on the museum&rsquo;s and the California State Library's collection of gorgeous fruit and vegetable crate labels. Dripping with color, their vibrant hues and often whimsical motifs will draw you in but it&rsquo;s the story behind the labels that is equally fascinating. Railroads (and later the development of refrigerated cars) made it possible to ship California&rsquo;s bountiful harvest to a hungry nation. Along with the produce, it was the crate labels that carried the vision of the &ldquo;California Dream,&rdquo; a place where it was always sunny and gardens were always greener. Come join the dream as you drink in the magic of California&rsquo;s early graphic artists and their alluring art.</p>			</p>    			<br><br>",California State Railroad Museum,2nd and I Streets,Old Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441064029/railroad_museum_fruitcrates_medium.jpg,95814,-121.503645,
(916) 653-7524,California Indians: Making a Difference,http://www.californiamuseum.org,http://www.sacramento365.com/event/detail/441163493/California_Indians_Making_a_Difference,,,38.574214,Mon-Sat 10am-5pm,,"Utilizing the voice and experiences of a diverse California Native Advisory Council, the exhibition highlights the unique contributions of the state&rsquo;s Native Peoples and represents over 150 tribes from across the state.</p> <p>Through the sights and sounds of art, photographs, documents, and interactive presentations, California Indians&rsquo; stories of cultural adaptation and triumph are told by those who know it best &ndash; themselves.</p> <p>From the influx of Western settlers in the 19th century to urban migration in the 21st century, California Indians have not just survived but thrived in spite of over 200 years under the forces of assimilation. Their extraordinary history perpetuates the Golden State&rsquo;s legacy of cultural diversity and resilience, revealing that California&rsquo;s first inhabitants are as relevant to the present as they are to the past.</p> <p>This permanent exhibit program will feature new artifacts during its second installation phase in 2012.</p>			</p>    			<br><br>",California Museum,1020 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441163493/california_indians_makingadifference_medium.jpg,95814,-121.495159,info@californiamuseum.org
(916) 324-0333,“Californians Over There! California’s Role in the First World War” Exhibit,http://www.capitolmuseum.ca.gov,http://www.sacramento365.com/event/detail/441064059/Californians_Over_There_Californias_Role_in_the_First_World_War_Exhibit,,Free,38.5781073,Daily 9am-5pm,,"This exhibit will explore the contributions made by California&rsquo;s Doughboys in the world-wide conflict known as the Great War/World War I. Shoulder-to-shoulder with their French and British allies, Californians bravely served in the trenches of Europe, against their axis foes. This exhibit will feature historic World War I flags, uniforms, and weapons to illustrate the compelling story of our boys &ldquo;Over There.&rdquo;</p>			</p>    			<br><br>",California State Capitol Museum,10th & L Streets,Capitol Building<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441064059/capitol_building_medium.jpg,95814,-121.4944118,
(916) 441-4693,David Wilcox,http://harlows.com/live-music,http://www.sacramento365.com/event/detail/441153009/David_Wilcox,04/07/2011,,38.573737,Thurs 7pm,04/07/2011,"&quot;For any singer-songwriter to be able to muster passion, hope, and grace after 15 years in the unsung folk genre is an accomplishment and, as such, David Wilcox is infinitely accomplished.&quot; -Paste Magazine</p> <p>Also playing:<br> Raina Rose (Folk, Singer-Songwriter)</p>			</p>    			<br><br>",Harlow's,2708 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441153009/david_wilcox_medium.png,95816,-121.470146,
(916) 443-9751,Chickading,http://www.theoldironsides.com/calendar/calendar.pl,http://www.sacramento365.com/event/detail/441167445/Chickading,04/07/2011,,38.5703865,Thurs 8pm,04/07/2011,"Celebrate 1st Thursdays with Chickading! Featuring PG13, Triple Nickel, and DJ Mike Rodriguez.</p> <p>&nbsp;</p>			</p>    			<br><br>",Old Ironsides,1901 10th Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441167445/old_ironsides_logo_medium.gif,95814,-121.4977392,
,Lights Down Low with Juan MacLean,http://ldlsac.tumblr.com/,http://www.sacramento365.com/event/detail/441173239/Lights_Down_Low_with_Juan_MacLean,04/07/2011,,38.575907,Thurs 9pm-2am,04/07/2011,"M!X Downtown, Big Stereo, and Rough House present the grand opening of Lights Down Low! First on the decks is special guest DJ Juan MacLean. Plus resident DJs Shaun Slaughter, Adam J, and Alx-T spinning house music and other dance floor gems.</p> <p>Juan MacLean is one of the hugest names in dance. Signed to James Murphy's (LCD Soundsystem) label DFA Records, he has released some of the most important dance floor smashers of the last six years. Tracks like &quot;Happy House,&quot; &quot;The Simple Life,&quot; and &quot;Give Me Every Little Thing&quot; have been charted by all the top names in dance.</p> <p>Prior to becoming one of the most significant names on the DFA label, John MacLean was a member of Sub Pop band Six Finger Satellite.&nbsp;When Six Finger Satellite broke up, MacLean's aggravated emotional state and long-term drug addiction took him low enough to provoke a move from New York to New Hampshire and a drastic change in lifestyle. Murphy and Tim Goldsworthy, who were getting the DFA label off the ground, provoked MacLean to become interested in making music again. Using the name the Juan MacLean, MacLean took the sound of his defunct band to the dancefloor, retaining flashes of post-punk and '70s experimental electronics while grafting bits of early Euro-disco, electro, Detroit techno, and Chicago house.</p>			</p>    			<br><br>",MiX Downtown,16th & L Streets,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441173239/amix040711mclean_medium.jpg,95814,-121.486166,
(916) 737-5770,I Love House: The Crystal Method,http://district30sacramento.com/cgi-bin/DJcalendar.cgi?TEMPLATE=event.html&EVENTNO=00025,http://www.sacramento365.com/event/detail/441173921/I_Love_House_The_Crystal_Method,04/07/2011,,38.5788576,Thurs 9pm-3am,04/07/2011,"Enjoy a house &amp;&nbsp;electronic DJ&nbsp;set by The&nbsp;Crystal Method. Hosted by: Stephanie Weaver, Ron Reeser, Jetset Nights, Mixture Ent. (Mixing House and Electronic Music all night.) I&nbsp;Love House brings different guests every Thursday to District 30.</p>			</p>    			<br><br>",District 30,1016 K Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441173921/crystal_method_d30_medium.jpg,95814,-121.4932419,
,CinemaSpeak: Magnolia,,http://www.sacramento365.com/event/detail/441182437/CinemaSpeak_Magnolia,04/07/2011,,38.5717322,Thurs 6:30pm-9:30pm,04/07/2011,"CinemaSpeak is a free film screening and discussion event featuring movies making an impact on our society. This month will we be viewing Magnolia. Through chance, human action, past history, and divine intervention, an eclectic cast of characters (including Tom Cruise, Julianne Moore, William H. Macy, and more) weaves and warps through each other's lives on a random day in San Fernando Valley, building to an unforgettable climax. Paul Thomas Anderson writes and directs this thought-provoking mosaic of American life, woven through a series of comedic and poignant vignettes.<br> <br> Moderator Jeremy Maron is a 19-year film industry veteran with the last 12 in video distribution. Both a fan and student of cinema, Jeremy believes that film is art and cinema is social commentary. His various interviews with actors, directors, and producers can be found here.<br> <br> Space is limited, so please be sure to RSVP via the link below. CinemaSpeak is a RetroJam Production.</p>			</p>    			<br><br>",ThinkHouse Collective,1726 11th St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441182437/magnolia_medium.jpg,95811,-121.4957314,
